year,candidate,n,baseline_wins,baseline_losses,clean_signals,signal_rate,loss_captured,loss_capture_rate,winner_false_exit,winner_false_exit_rate,signal_precision_loss,median_exit_r_all,median_exit_r_loss,median_exit_r_win,median_lead_to_floor_min,median_lead_to_target_min,false_exit_reclaim_next5_rate,false_exit_reclaim_within15_rate,median_false_exit_overshoot_original_r,cf_wins,cf_losses,cf_be,cf_wr_ex_be,cf_expectancy_r,cf_total_r,cf_pf,cf_max_dd_r
2023,CLOSE15_BELOW_ANCHOR,42,30,12,16,0.38095238095238093,9,0.75,7,0.23333333333333334,0.5625,-0.44627572257723763,-0.425531914893614,-0.46084337349396864,45.0,185.0,0.2857142857142857,0.5714285714285714,0.32460732984293006,23,19,0,0.5476190476190477,-0.01624691436013351,-0.6823704031256075,0.931487171805778,3.187780270787746
2023,CLOSE15_BELOW_DEMAND_HIGH,42,30,12,11,0.2619047619047619,7,0.5833333333333334,4,0.13333333333333333,0.6363636363636364,-0.4749999999999988,-0.4749999999999988,-0.36807718933888295,25.0,42.5,0.75,1.0,0.2929646936656169,26,16,0,0.6190476190476191,0.00681544644741824,0.2862487507915661,1.0276565989807898,3.1312034154562216
2024,TOUCH_DEMAND_HIGH,52,40,12,24,0.46153846153846156,11,0.9166666666666666,13,0.325,0.4583333333333333,-0.2382531645569787,-0.35024154589373196,-0.23600000000001273,20.0,35.0,0.38461538461538464,0.6153846153846154,0.28735632183907894,30,20,2,0.6,0.07891228078203615,4.103438600665879,1.542732329564868,3.2503820308667706
2024,CLOSE5_BELOW_DEMAND_HIGH,52,40,12,21,0.40384615384615385,10,0.8333333333333334,11,0.275,0.47619047619047616,-0.4295532646048157,-0.42908559000712854,-0.4295532646048157,17.5,40.0,0.36363636363636365,0.5454545454545454,0.3248945147679242,29,23,0,0.5576923076923077,0.040866230117329594,2.125043966101139,1.2106039813041745,4.01210684571566
2024,CLOSE5_BELOW_ANCHOR,52,40,12,23,0.4423076923076923,11,0.9166666666666666,12,0.3,0.4782608695652174,-0.4106280193236838,-0.4157894736842562,-0.32904164800718805,15.0,37.5,0.3333333333333333,0.8333333333333334,0.31337796596392137,28,24,0,0.5384615384615384,0.024548769363174235,1.2765360068850602,1.1291243651969232,4.070888207049494
2024,CLOSE5_BELOW_D1_LOW,52,40,12,21,0.40384615384615385,11,0.9166666666666666,10,0.25,0.5238095238095238,-0.4295532646048157,-0.4157894736842562,-0.4344602878384338,15.0,40.0,0.5,0.9,0.2603432574430679,30,22,0,0.5769230769230769,0.043972532809800506,2.2865717061096262,1.23303142568521,3.855835624081556
2024,CLOSE15_BELOW_ANCHOR,52,40,12,21,0.40384615384615385,10,0.8333333333333334,11,0.275,0.47619047619047616,-0.4106280193236838,-0.3964904802500825,-0.4319999999999709,17.5,35.0,0.7272727272727273,0.9090909090909091,0.30801687763713786,29,23,0,0.5576923076923077,0.025200952270671657,1.3104495180749263,1.1255413394612503,3.1093678625281918
2024,CLOSE15_BELOW_DEMAND_HIGH,52,40,12,19,0.36538461538461536,10,0.8333333333333334,9,0.225,0.5263157894736842,-0.43881856540087566,-0.42908559000712854,-0.43881856540087566,15.0,30.0,0.3333333333333333,0.6666666666666666,0.3545454545454348,32,20,0,0.6153846153846154,0.0619596438382695,3.221901479590014,1.3220838971872908,2.58433144492504
2025,TOUCH_DEMAND_HIGH,62,52,9,30,0.4838709677419355,8,0.8888888888888888,21,0.40384615384615385,0.26666666666666666,-0.20106677945392729,-0.3405529061710323,-0.1572519083969435,15.0,80.0,0.5238095238095238,0.7142857142857143,0.290104947526239,38,24,0,0.6129032258064516,0.061046173294859764,3.7848627442813054,1.502829012336898,2.5024465446178152
2025,CLOSE5_BELOW_DEMAND_HIGH,62,52,9,24,0.3870967741935484,7,0.7777777777777778,16,0.3076923076923077,0.2916666666666667,-0.34361988348746464,-0.5040650406504027,-0.2600389735505359,20.0,97.5,0.3125,0.625,0.49777074192066184,38,24,0,0.6129032258064516,0.0363501299123433,2.253708054565285,1.222801909589035,2.858216755645249
2025,CLOSE5_BELOW_ANCHOR,62,52,9,22,0.3548387096774194,8,0.8888888888888888,13,0.25,0.36363636363636365,-0.3778689041700882,-0.44389298544148115,-0.3739130434782454,15.0,120.0,0.5384615384615384,0.5384615384615384,0.4721254355400648,39,23,0,0.6290322580645161,0.05349550852376924,3.316721528473693,1.3250265601438558,2.565847501323655
2025,CLOSE5_BELOW_D1_LOW,62,52,9,18,0.2903225806451613,7,0.7777777777777778,11,0.21153846153846154,0.3888888888888889,-0.425750028143667,-0.5040650406504027,-0.41159420289853343,20.0,115.0,0.45454545454545453,0.45454545454545453,0.45659526493798785,41,20,1,0.6721311475409836,0.06432752955486584,3.988306832401682,1.3843452419582603,2.565847501323655
2025,CLOSE15_BELOW_ANCHOR,62,52,9,18,0.2903225806451613,7,0.7777777777777778,11,0.21153846153846154,0.3888888888888889,-0.4151015792237348,-0.6752491694352176,-0.3786259541984721,20.0,115.0,0.2727272727272727,0.45454545454545453,0.4721254355400648,41,20,1,0.6721311475409836,0.06514187048920457,4.038795970330684,1.3945324930837806,2.4319812894091704
2025,CLOSE15_BELOW_DEMAND_HIGH,62,52,9,21,0.3387096774193548,7,0.7777777777777778,14,0.2692307692307692,0.3333333333333333,-0.38016528925620535,-0.5040650406504027,-0.29952065416610085,20.0,95.0,0.42857142857142855,0.5,0.49777074192066184,40,21,1,0.6557377049180327,0.05312547514237899,3.293779458827497,1.3356180743579011,1.974352632751246
2026,TOUCH_DEMAND_HIGH,39,31,8,18,0.46153846153846156,6,0.75,12,0.3870967741935484,0.3333333333333333,-0.25250951713084663,-0.3110122358175819,-0.25250951713084663,12.5,130.0,0.6666666666666666,0.9166666666666666,0.25018686931605055,22,17,0,0.5641025641025641,0.060932067148155994,2.376350618778084,1.3288840561977624,1.4701762157540492
2026,CLOSE5_BELOW_DEMAND_HIGH,39,31,8,13,0.3333333333333333,5,0.625,8,0.25806451612903225,0.38461538461538464,-0.4540540540540657,-0.5065359477124125,-0.4444183313748712,10.0,135.0,0.5,0.75,0.29493030202455517,23,16,0,0.5897435897435898,0.02541344170897597,0.9911242266500628,1.1082226222641813,1.951150582893038
2026,CLOSE5_BELOW_ANCHOR,39,31,8,17,0.4358974358974359,7,0.875,10,0.3225806451612903,0.4117647058823529,-0.37711617046118145,-0.37711617046118145,-0.36006719218127436,15.0,135.0,0.3,0.6,0.3352559263173824,21,18,0,0.5384615384615384,0.02975874144551484,1.1605909163750787,1.1442183932152485,1.598323115762272
2026,CLOSE5_BELOW_D1_LOW,39,31,8,15,0.38461538461538464,7,0.875,8,0.25806451612903225,0.4666666666666667,-0.4297520661156947,-0.4297520661156947,-0.40686573670445236,10.0,152.5,0.375,0.625,0.35654268129516437,23,16,0,0.5897435897435898,0.06108190255920812,2.3821941998091165,1.3102737327314484,1.6597756297287594
2026,CLOSE15_BELOW_ANCHOR,39,31,8,14,0.358974358974359,6,0.75,8,0.25806451612903225,0.42857142857142855,-0.40197280725138923,-0.40197280725138923,-0.41360141600752504,10.0,140.0,0.25,0.625,0.4090049228386481,23,16,0,0.5897435897435898,0.0557856458216151,2.1756401870429887,1.2722829333685692,1.2693058660220542
2026,CLOSE15_BELOW_DEMAND_HIGH,39,31,8,10,0.2564102564102564,4,0.5,6,0.1935483870967742,0.4,-0.390853686689129,-0.4420002160643851,-0.3514434921405962,10.0,130.0,0.3333333333333333,0.6666666666666666,0.3379834960979047,25,14,0,0.6410256410256411,0.0728716786448264,2.8419954671482293,1.3436544126403818,1.951150582893038
