partition,timeframe,entry_type,exit_type,n,win_rate,mean_return,median_return,profit_factor,median_hold_h,median_mfe,median_mae,p90_adverse,max_losing_streak
reference_validation,15m,PULLBACK_RECLAIM,E_WEAKEN_20,512,0.28125,-0.00016922461896880714,-0.0015117171693133646,0.9233900163492046,1.75,0.0029606287247041507,-0.002459707005064593,-0.007003678017415793,18
reference_validation,15m,PULLBACK_RECLAIM,E_STRUCT_50,418,0.2535885167464115,-0.00045752627052240324,-0.0021570561010054168,0.8480625216357044,3.25,0.003909045874193051,-0.0035532111799522204,-0.008954753340666921,14
reference_validation,15m,PULLBACK_RECLAIM,E_BEAR_CROSS,283,0.31095406360424027,-0.0001115569670216203,-0.002880288956359056,0.9761627554083345,9.5,0.006862019914651629,-0.006227618675156865,-0.015453085754449546,12
august,15m,CROSSOVER_INIT,E_FAST_20,23,0.5652173913043478,0.0035257890918389293,0.000291822841570033,5.460462195354019,3.0,0.004570263642229122,-0.0009336091363719712,-0.0029993492694288413,3
august,15m,CROSSOVER_INIT,E_WEAKEN_20,23,0.5652173913043478,0.0035257890918389293,0.000291822841570033,5.460462195354019,3.0,0.004570263642229122,-0.0009336091363719712,-0.0029993492694288413,3
august,15m,CROSSOVER_INIT,E_STRUCT_50,23,0.43478260869565216,0.0050980306883679225,-0.0006352758234881017,5.42561028608039,4.25,0.004570263642229122,-0.0009961662227285784,-0.0038421515935358475,4
august,15m,CROSSOVER_INIT,E_BEAR_CROSS,23,0.34782608695652173,0.005109693058504544,-0.0016806881379297645,3.5491029559762675,7.25,0.0047133850547960154,-0.0029984427891239784,-0.007197621412027444,8
august,15m,PULLBACK_RECLAIM,E_FAST_20,16,0.0,-0.001565715853444366,-0.0011910830747660084,0.0,0.875,0.0007384291072413118,-0.0016552799319959344,-0.004265062442606882,16
august,15m,PULLBACK_RECLAIM,E_WEAKEN_20,16,0.0,-0.001565715853444366,-0.0011910830747660084,0.0,0.875,0.0007384291072413118,-0.0016552799319959344,-0.004265062442606882,16
august,15m,PULLBACK_RECLAIM,E_STRUCT_50,15,0.0,-0.002133451093980332,-0.001752706711630636,0.0,1.5,0.0010001422149672479,-0.00217650732407082,-0.0042966288902417825,15
august,15m,PULLBACK_RECLAIM,E_BEAR_CROSS,11,0.0,-0.003228596113597856,-0.002637781238568726,0.0,3.75,0.0028044754303564456,-0.004881978968749534,-0.007729254532074736,11
external,1h,CROSSOVER_INIT,E_FAST_20,142,0.4084507042253521,0.006246803598634872,-0.003337238843010959,1.9776649955460626,14.0,0.017263586776217754,-0.009786500895485661,-0.021967940365690584,11
external,1h,CROSSOVER_INIT,E_WEAKEN_20,142,0.4084507042253521,0.006246803598634872,-0.003337238843010959,1.9776649955460626,14.0,0.017263586776217754,-0.009786500895485661,-0.021967940365690584,11
external,1h,CROSSOVER_INIT,E_STRUCT_50,142,0.3873239436619718,0.00916387915920924,-0.004863446899844304,2.1413113478809556,21.5,0.024915909326319485,-0.011160069791954219,-0.026629534714291803,7
external,1h,CROSSOVER_INIT,E_BEAR_CROSS,142,0.352112676056338,0.013486060404035438,-0.008979930441166573,1.916097330594828,48.0,0.030626464617098725,-0.02013646779838585,-0.04868737606421753,11
external,1h,PULLBACK_RECLAIM,E_FAST_20,156,0.3076923076923077,0.0030818385910035893,-0.005379060784795775,1.3719674427359316,9.0,0.01146431688370042,-0.009790489278557135,-0.02901416886267788,11
external,1h,PULLBACK_RECLAIM,E_WEAKEN_20,156,0.3076923076923077,0.0030818385910035893,-0.005379060784795775,1.3719674427359316,9.0,0.01146431688370042,-0.009790489278557135,-0.02901416886267788,11
external,1h,PULLBACK_RECLAIM,E_STRUCT_50,134,0.2462686567164179,0.003629759549789563,-0.009346890596296897,1.3240460145252693,17.0,0.015187867507755803,-0.014693912178298352,-0.033145475054938714,16
external,1h,PULLBACK_RECLAIM,E_BEAR_CROSS,77,0.3246753246753247,0.009086792460163277,-0.011545314576351329,1.4990467731169603,47.0,0.029308122410582227,-0.02706239647549935,-0.06719297256866566,7
development,1h,CROSSOVER_INIT,E_FAST_20,249,0.25301204819277107,3.6885653916665015e-05,-0.0046809562986824815,1.005487365481684,11.0,0.009285864207806416,-0.008816297155194941,-0.02218224638433672,10
development,1h,CROSSOVER_INIT,E_WEAKEN_20,249,0.25301204819277107,3.6885653916665015e-05,-0.0046809562986824815,1.005487365481684,11.0,0.009285864207806416,-0.008816297155194941,-0.02218224638433672,10
development,1h,CROSSOVER_INIT,E_STRUCT_50,249,0.21686746987951808,0.0008210793265474249,-0.006319470895806645,1.0981026073427276,14.0,0.010346157595588767,-0.010839193190229413,-0.026149351125741394,13
development,1h,CROSSOVER_INIT,E_BEAR_CROSS,249,0.26907630522088355,0.00415320864248209,-0.00709802523876546,1.3704107564941521,32.0,0.015148675396074784,-0.015687923981889007,-0.040643816740177495,17
development,1h,PULLBACK_RECLAIM,E_FAST_20,201,0.3283582089552239,0.002820946064309862,-0.0034023312105113668,1.55931583121823,8.0,0.008461985970411812,-0.006530799492770356,-0.018100959662947558,12
development,1h,PULLBACK_RECLAIM,E_WEAKEN_20,201,0.3283582089552239,0.002820946064309862,-0.0034023312105113668,1.55931583121823,8.0,0.008461985970411812,-0.006530799492770356,-0.018100959662947558,12
development,1h,PULLBACK_RECLAIM,E_STRUCT_50,159,0.2893081761006289,0.006932704175859874,-0.004901077306791124,2.1026952857742534,14.0,0.011099098779763672,-0.008596439764709585,-0.023520864590256797,10
development,1h,PULLBACK_RECLAIM,E_BEAR_CROSS,121,0.32231404958677684,0.004521104577894433,-0.00910589554902197,1.391931600760212,37.0,0.02028901952905482,-0.016661719759018756,-0.037377746973865644,9
reference_validation,1h,CROSSOVER_INIT,E_FAST_20,127,0.31496062992125984,-0.0014841141440441025,-0.004153734820733113,0.7428010491181318,10.0,0.007605404531457749,-0.007146929023910564,-0.017212478468907097,11
reference_validation,1h,CROSSOVER_INIT,E_WEAKEN_20,127,0.31496062992125984,-0.0014841141440441025,-0.004153734820733113,0.7428010491181318,10.0,0.007605404531457749,-0.007146929023910564,-0.017212478468907097,11
reference_validation,1h,CROSSOVER_INIT,E_STRUCT_50,127,0.28346456692913385,-0.0009615156550201761,-0.005156616728668517,0.8651869653164357,15.0,0.009143580913101967,-0.00837401319855191,-0.020569931314409227,11
reference_validation,1h,CROSSOVER_INIT,E_BEAR_CROSS,127,0.2755905511811024,-0.002494534701906802,-0.00913677978723082,0.7549627634112321,37.0,0.013804799939361345,-0.013766405677024585,-0.031148659764914627,10
reference_validation,1h,PULLBACK_RECLAIM,E_FAST_20,107,0.27102803738317754,-0.0001702906307028137,-0.0033706766497179075,0.9630969470719914,7.0,0.007103682423609259,-0.0055069033530572575,-0.012851500778994817,8
reference_validation,1h,PULLBACK_RECLAIM,E_WEAKEN_20,107,0.27102803738317754,-0.0001702906307028137,-0.0033706766497179075,0.9630969470719914,7.0,0.007103682423609259,-0.0055069033530572575,-0.012851500778994817,8
reference_validation,1h,PULLBACK_RECLAIM,E_STRUCT_50,91,0.31868131868131866,-0.0010266990018408032,-0.0049073812247034665,0.8437191418893913,16.0,0.01147316365641693,-0.00787555696714426,-0.0168661588683352,10
reference_validation,1h,PULLBACK_RECLAIM,E_BEAR_CROSS,70,0.32857142857142857,-0.003852382412527354,-0.01100137665016021,0.6520901456434559,42.5,0.01585140023630205,-0.015318327953180277,-0.03154078034937412,6
august,1h,CROSSOVER_INIT,E_FAST_20,3,0.3333333333333333,0.0016026018559743098,-0.003345531404776114,1.4093537695312068,7.0,0.002891625870266701,-0.004889744155967102,-0.008291085141528964,2
august,1h,CROSSOVER_INIT,E_WEAKEN_20,3,0.3333333333333333,0.0016026018559743098,-0.003345531404776114,1.4093537695312068,7.0,0.002891625870266701,-0.004889744155967102,-0.008291085141528964,2
august,1h,CROSSOVER_INIT,E_STRUCT_50,3,0.6666666666666666,0.050137012181050045,0.008058039173937548,45.95878781123436,73.0,0.01797129039782952,-0.004889744155967102,-0.008291085141528964,1
august,1h,CROSSOVER_INIT,E_BEAR_CROSS,3,0.6666666666666666,0.04769053748898603,0.006177777847359067,17.249469880294285,91.0,0.02518391648571172,-0.00914142038791943,-0.010068291648800676,1
august,1h,PULLBACK_RECLAIM,E_FAST_20,4,0.0,-0.002341962124500191,-0.0016638127140240488,0.0,14.5,0.003906430757369628,-0.004459853787970147,-0.005510699116220074,4
august,1h,PULLBACK_RECLAIM,E_WEAKEN_20,4,0.0,-0.002341962124500191,-0.0016638127140240488,0.0,14.5,0.003906430757369628,-0.004459853787970147,-0.005510699116220074,4
august,1h,PULLBACK_RECLAIM,E_STRUCT_50,4,0.5,0.029648065989860833,0.0014535579222442752,18.92199781965566,40.5,0.009398345225932636,-0.0054652989908230976,-0.009273187647006608,2
august,1h,PULLBACK_RECLAIM,E_BEAR_CROSS,2,1.0,0.061667881586229156,0.061667881586229156,inf,100.0,0.07467396465252296,-0.007817204468309247,-0.010110905640460488,0
external,4h,CROSSOVER_INIT,E_FAST_20,44,0.4090909090909091,0.017930176089622052,-0.009291081679303315,2.101851178523587,42.0,0.03391236396318764,-0.01887939687532897,-0.05372553432491291,4
external,4h,CROSSOVER_INIT,E_WEAKEN_20,44,0.4090909090909091,0.017930176089622052,-0.009291081679303315,2.101851178523587,42.0,0.03391236396318764,-0.01887939687532897,-0.05372553432491291,4
external,4h,CROSSOVER_INIT,E_STRUCT_50,44,0.3409090909090909,0.03133682193635288,-0.014465102270743657,2.5365795475850503,72.0,0.03852297754694756,-0.023911971150597344,-0.057579612346472374,6
external,4h,CROSSOVER_INIT,E_BEAR_CROSS,44,0.2727272727272727,0.03814619892902805,-0.03177827653528076,2.2149280771489157,138.0,0.04568745547419584,-0.046994315455924085,-0.09428231482432683,5
external,4h,PULLBACK_RECLAIM,E_FAST_20,34,0.2647058823529412,-0.0018193616037256476,-0.01043353369460609,0.8825959582561983,38.0,0.01727432295125264,-0.023740462742623702,-0.04898444739172218,11
external,4h,PULLBACK_RECLAIM,E_WEAKEN_20,34,0.2647058823529412,-0.0018193616037256476,-0.01043353369460609,0.8825959582561983,38.0,0.01727432295125264,-0.023740462742623702,-0.04898444739172218,11
external,4h,PULLBACK_RECLAIM,E_STRUCT_50,27,0.2962962962962963,0.011496909249694902,-0.021130510153541393,1.4921110924372238,68.0,0.02656140948165797,-0.034175334323922724,-0.06985132091807725,7
external,4h,PULLBACK_RECLAIM,E_BEAR_CROSS,25,0.2,-0.00960232970661266,-0.04461606972221033,0.7632862042633634,136.0,0.024248200456698843,-0.0584401085151679,-0.1289237939762761,11
development,4h,CROSSOVER_INIT,E_FAST_20,58,0.3793103448275862,0.004978793276639781,-0.0057752621808478954,1.3757707373514418,54.0,0.02810074920777139,-0.017327798044017073,-0.04064626626912675,5
development,4h,CROSSOVER_INIT,E_WEAKEN_20,58,0.3793103448275862,0.004978793276639781,-0.0057752621808478954,1.3757707373514418,54.0,0.02810074920777139,-0.017327798044017073,-0.04064626626912675,5
development,4h,CROSSOVER_INIT,E_STRUCT_50,58,0.29310344827586204,0.006662506475225581,-0.00899743002241521,1.4146592348369798,66.0,0.03206021326857711,-0.020747428199952567,-0.062165895600969474,7
development,4h,CROSSOVER_INIT,E_BEAR_CROSS,58,0.2413793103448276,0.016912494512542148,-0.01682010817832441,1.6927960117336476,138.0,0.044208985789810806,-0.029594131897563603,-0.08023788561269689,13
development,4h,PULLBACK_RECLAIM,E_FAST_20,48,0.375,0.010922383389417084,-0.007642215621436188,2.1836280367894405,48.0,0.022903402930921413,-0.013324181365294119,-0.03115247369022871,6
development,4h,PULLBACK_RECLAIM,E_WEAKEN_20,48,0.375,0.010922383389417084,-0.007642215621436188,2.1836280367894405,48.0,0.022903402930921413,-0.013324181365294119,-0.03115247369022871,6
development,4h,PULLBACK_RECLAIM,E_STRUCT_50,43,0.3023255813953488,0.012583464467412498,-0.012336544647048475,1.8636356546489878,72.0,0.026550131926121434,-0.016044340723453954,-0.042653805102208155,6
development,4h,PULLBACK_RECLAIM,E_BEAR_CROSS,27,0.4074074074074074,0.032332860122551446,-0.014185694729860865,2.6003621786282514,224.0,0.06318230122693458,-0.033243710497659285,-0.06918079208855696,4
reference_validation,4h,CROSSOVER_INIT,E_FAST_20,32,0.34375,-0.005198188068042096,-0.011058449631803302,0.5723334956267498,28.0,0.013983120004216754,-0.014217582048760335,-0.033673689726897674,10
reference_validation,4h,CROSSOVER_INIT,E_WEAKEN_20,32,0.34375,-0.005198188068042096,-0.011058449631803302,0.5723334956267498,28.0,0.013983120004216754,-0.014217582048760335,-0.033673689726897674,10
reference_validation,4h,CROSSOVER_INIT,E_STRUCT_50,32,0.375,-0.005060429727681455,-0.008543362103070717,0.5962662168981433,54.0,0.016385872898236564,-0.016325551864096788,-0.036533006247234226,7
reference_validation,4h,CROSSOVER_INIT,E_BEAR_CROSS,32,0.3125,0.00040828254824069876,-0.01693304809272611,1.0232356596788237,122.0,0.02840298300959654,-0.026181289000173635,-0.053623137276987344,7
reference_validation,4h,PULLBACK_RECLAIM,E_FAST_20,26,0.38461538461538464,0.006410685259101443,-0.00233162873967685,2.3251123708867976,50.0,0.025716414771798424,-0.010256084418780675,-0.015877003310583615,5
reference_validation,4h,PULLBACK_RECLAIM,E_WEAKEN_20,26,0.38461538461538464,0.006410685259101443,-0.00233162873967685,2.3251123708867976,50.0,0.025716414771798424,-0.010256084418780675,-0.015877003310583615,5
reference_validation,4h,PULLBACK_RECLAIM,E_STRUCT_50,24,0.375,0.0006544273630903116,-0.006883425825873868,1.0701192577303396,116.0,0.03641005770947592,-0.013639143523482777,-0.022726294437295933,4
reference_validation,4h,PULLBACK_RECLAIM,E_BEAR_CROSS,17,0.4117647058823529,0.009985702239122781,-0.008398616007311621,1.7515133151279603,208.0,0.05225045080430624,-0.026917176386204722,-0.04909935631128133,4
august,4h,CROSSOVER_INIT,E_FAST_20,2,0.5,0.06403960662951458,0.06403960662951458,98.08313849689065,88.0,0.07576875875908196,-0.004581315598069957,-0.00523053057870142,1
august,4h,CROSSOVER_INIT,E_WEAKEN_20,2,0.5,0.06403960662951458,0.06403960662951458,98.08313849689065,88.0,0.07576875875908196,-0.004581315598069957,-0.00523053057870142,1
august,4h,CROSSOVER_INIT,E_STRUCT_50,2,0.5,0.06403960662951458,0.06403960662951458,98.08313849689065,88.0,0.07576875875908196,-0.004581315598069957,-0.00523053057870142,1
august,4h,CROSSOVER_INIT,E_BEAR_CROSS,2,0.5,0.058133177152375815,0.058133177152375815,9.853577633873261,102.0,0.07576875875908196,-0.011569269651922454,-0.016510417914372987,1
august,4h,PULLBACK_RECLAIM,E_FAST_20,1,0.0,-0.011192962050089128,-0.011192962050089128,0.0,76.0,0.007485052972327599,-0.012683818438616323,-0.012683818438616323,1
august,4h,PULLBACK_RECLAIM,E_WEAKEN_20,1,0.0,-0.011192962050089128,-0.011192962050089128,0.0,76.0,0.007485052972327599,-0.012683818438616323,-0.012683818438616323,1
august,4h,PULLBACK_RECLAIM,E_STRUCT_50,1,0.0,-0.011192962050089128,-0.011192962050089128,0.0,76.0,0.007485052972327599,-0.012683818438616323,-0.012683818438616323,1
august,4h,PULLBACK_RECLAIM,E_BEAR_CROSS,1,0.0,-0.0228890304356254,-0.0228890304356254,0.0,104.0,0.007485052972327599,-0.027456989793249398,-0.027456989793249398,1
