family,feature,b1_gap,b1_effect_IQR,b2_gap,b2_effect_IQR,b3_gap,b3_effect_IQR,b4_gap,b4_effect_IQR,b5_gap,b5_effect_IQR,b6_gap,b6_effect_IQR,dev_win_n,dev_fail_n,dev_win_median,dev_fail_median,dev_gap,dev_effect_IQR,adequate_dev_blocks,same_sign_dev_blocks,external_win_n,external_fail_n,external_win_median,external_fail_median,external_gap,external_effect_IQR,reference_win_n,reference_fail_n,reference_win_median,reference_fail_median,reference_gap,reference_effect_IQR,counts_ok,dev_effect_ok,block_ok,oos_sign_ok,oos_effect_ok,replicated_directional,strong_replicated
LOCATION,prefill_min_low_location_R,-0.016179826849704704,0.03576810530450163,-0.1846450989860008,0.3446237077687613,-0.02465396780117418,0.04055734699099163,0.09761640586142475,0.16098791880520036,-0.1843785178486308,0.3309593932193729,-0.0062426760413324955,0.011927590326311587,203,314,0.27812113720642795,0.3436348127036027,-0.06551367549717474,0.12297181169483481,6,5,90,151,0.3027874748944732,0.39336492890995123,-0.09057745401547801,0.1618700387658398,125,168,0.2742857142857166,0.3677977343736387,-0.09351202008792214,0.17980098777704695,True,False,True,True,True,False,False
PATH,prefill_upstep_fraction,-0.09252753662202484,0.512038193329679,-0.0025232919254658537,0.026141091471049482,-0.011057908017674256,0.09410558325096466,0.017227564102564097,0.15422743355195026,0.003478260869565264,0.031524481465317465,0.008928571428571397,0.06626622747529524,203,314,0.5454545454545454,0.5536227717078781,-0.008168226253332689,0.06290990462858498,6,3,90,151,0.5521084337349398,0.5619047619047619,-0.009796328169822122,0.06784785245701731,125,168,0.5384615384615384,0.5354166666666667,0.003044871794871784,0.024199765376235874,True,False,False,False,False,False,False
LATE_STATE,prefill_last30_efficiency,0.07542911633820282,0.18836444343674008,0.2464985994398029,0.607778021487486,-0.1522714972461644,0.3564047279947887,-0.2046783625730635,0.4813201188304293,-0.10185992474077799,0.28002908566695983,-0.19107823494928555,0.5099289706377197,154,249,0.5339366515837136,0.5606060606060592,-0.026669409022345603,0.060805174381481794,6,4,76,118,0.47306167544031197,0.6290699381356781,-0.15600826269536616,0.34665422000653723,85,126,0.5294117647058859,0.5444726166328606,-0.015060851926974705,0.03411608946342196,True,False,True,True,False,False,False
TIMING,fill_delay_min,37.5,0.19607843137254902,-112.5,0.41570438799076215,-15.0,0.0636604774535809,2.5,0.00936768149882904,5.0,0.022922636103151862,-67.5,0.2608695652173913,242,359,72.5,85.0,-12.5,0.05012531328320802,6,3,114,167,67.5,70.0,-2.5,0.009708737864077669,148,189,45.0,70.0,-25.0,0.12158054711246201,True,False,False,True,False,False,False
TIMING,prefill_bar_count,7.5,0.19607843137254902,-22.5,0.41570438799076215,-3.0,0.0636604774535809,0.5,0.00936768149882904,1.0,0.022922636103151862,-13.5,0.2608695652173913,242,359,14.5,17.0,-2.5,0.05012531328320802,6,3,114,167,13.5,14.0,-0.5,0.009708737864077669,148,189,9.0,14.0,-5.0,0.12158054711246201,True,False,False,True,False,False,False
LATE_STATE,prefill_last60_efficiency,-0.12183351868570252,0.45390117923006446,0.036355979141187655,0.11556773524663114,-0.05751083266327589,0.18669805706617526,0.03496034040762569,0.11051245288168406,-0.04749410983300395,0.1567326801700992,0.024014772969353615,0.059443411382434995,133,211,0.38922155688622134,0.39999999999999836,-0.010778443113777014,0.033093877926800436,4,2,61,100,0.35149863760217576,0.4842292418913928,-0.13273060428921707,0.4850962402518281,69,103,0.35820895522388724,0.35454545454545233,0.0036635006784349056,0.011855626150445851,True,False,False,False,False,False,False
PATH,prefill_realized_close_path_R,0.8547560859470447,0.33741882510173665,-0.12245043156705071,0.036388987904780755,0.217272104050501,0.0815081352964251,-0.10379648287232945,0.03458183277748425,0.6120908162453689,0.19421396732866328,-0.7172500670061461,0.22578077650853065,203,314,1.6240249609984558,1.54470825102154,0.07931670997691587,0.026271312409547158,6,3,90,151,1.4803512809187496,1.1251655278351647,0.3551857530835849,0.11898120269389295,125,168,1.2616279069767296,1.3072216800540517,-0.04559377307732215,0.015870460137839652,True,False,False,False,False,False,False
PATH,prefill_signed_efficiency,-0.12165668349202824,0.24172312463246606,-0.018922090281833087,0.06217114717418223,-0.015709475247646876,0.06316158721317615,0.04375539579954987,0.14006378788935078,-0.05618463478760127,0.16174289521756569,0.20963656226813454,0.6997085085389819,203,314,0.17362371445856478,0.17964895251961394,-0.006025238061049154,0.01731822202924267,6,4,90,151,0.15412561189105228,0.23672058003346177,-0.08259496814240949,0.21017239596008364,125,168,0.20238095238093667,0.16504010774943975,0.03734084463149692,0.10825867046619764,True,False,True,False,True,False,False
LOCATION,prefill_close_range_R,0.0001456222617233216,0.0003231736824248644,0.06984941073766815,0.15625473233415293,-0.1499875701274369,0.27836123122552586,-0.14847298976653472,0.3358751088162941,0.14393316125412475,0.26474337654347946,-0.10231890086958062,0.18301879191350554,203,314,0.4885223980387809,0.4814826694207842,0.007039728617996677,0.013720231071453518,6,3,90,151,0.4467531724594753,0.4354210368594554,0.011332135600019944,0.019836911455576603,125,168,0.4800000000000019,0.44365695280328804,0.036343047196713885,0.07164081847430173,True,False,False,True,False,False,False
TIMING,immediate_fill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,359,0.0,0.0,0.0,0.0,6,0,114,167,0.0,0.0,0.0,0.0,148,189,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False
LATE_STATE,prefill_last30_upstep_fraction,0.0,0.0,0.08333333333333337,0.5000000000000001,0.0,0.0,-0.16666666666666663,0.9999999999999997,0.0,0.0,0.0,0.0,154,249,0.6666666666666666,0.6666666666666666,0.0,0.0,6,0,76,118,0.6666666666666666,0.6666666666666666,0.0,0.0,85,126,0.6666666666666666,0.6666666666666666,0.0,0.0,True,False,False,False,False,False,False
LATE_STATE,prefill_last60_upstep_fraction,-0.08333333333333326,0.3999999999999997,0.0,0.0,-0.08333333333333326,0.5333333333333329,-0.08333333333333326,0.49999999999999967,-0.04166666666666663,0.24999999999999983,0.0,0.0,133,211,0.5833333333333334,0.5833333333333334,0.0,0.0,4,0,61,100,0.5833333333333334,0.6666666666666666,-0.08333333333333326,0.6666666666666664,69,103,0.5833333333333334,0.5833333333333334,0.0,0.0,True,False,False,False,False,False,False
