partition,side,signal_ts,net_pnl_usd,swing_high,swing_low,range_pct,zone_frac,upper_zone_bars,lower_zone_bars,both_zone_bars,zone_visits,side_switches,visit_sequence
external,SHORT,2020-03-08 16:00:00+00:00,13.44742371547798,9204.0,8707.28,0.055464489416725035,0.1,0,1,0,1,0,L
external,SHORT,2020-03-08 16:00:00+00:00,13.44742371547798,9204.0,8707.28,0.055464489416725035,0.2,0,1,0,1,0,L
external,SHORT,2020-03-08 16:00:00+00:00,13.44742371547798,9204.0,8707.28,0.055464489416725035,0.3,0,1,0,1,0,L
external,SHORT,2020-03-08 20:00:00+00:00,32.78824877254495,9204.0,8707.28,0.055464489416725035,0.1,0,1,0,1,0,L
external,SHORT,2020-03-08 20:00:00+00:00,32.78824877254495,9204.0,8707.28,0.055464489416725035,0.2,0,1,0,1,0,L
external,SHORT,2020-03-08 20:00:00+00:00,32.78824877254495,9204.0,8707.28,0.055464489416725035,0.3,0,1,0,1,0,L
external,SHORT,2020-03-12 04:00:00+00:00,35.95220720933846,7988.0,7593.29,0.05066461120998326,0.1,0,0,0,0,0,
external,SHORT,2020-03-12 04:00:00+00:00,35.95220720933846,7988.0,7593.29,0.05066461120998326,0.2,0,0,0,0,0,
external,SHORT,2020-03-12 04:00:00+00:00,35.95220720933846,7988.0,7593.29,0.05066461120998326,0.3,0,0,0,0,0,
external,SHORT,2020-03-12 08:00:00+00:00,-118.12396421666476,7988.0,7593.29,0.05066461120998326,0.1,0,0,0,0,0,
external,SHORT,2020-03-12 08:00:00+00:00,-118.12396421666476,7988.0,7593.29,0.05066461120998326,0.2,0,0,0,0,0,
external,SHORT,2020-03-12 08:00:00+00:00,-118.12396421666476,7988.0,7593.29,0.05066461120998326,0.3,0,0,0,0,0,
external,LONG,2020-04-23 12:00:00+00:00,56.23808505409684,7178.0,7020.0,0.022256655867023526,0.1,0,0,0,0,0,
external,LONG,2020-04-23 12:00:00+00:00,56.23808505409684,7178.0,7020.0,0.022256655867023526,0.2,0,0,0,0,0,
external,LONG,2020-04-23 12:00:00+00:00,56.23808505409684,7178.0,7020.0,0.022256655867023526,0.3,0,0,0,0,0,
external,LONG,2020-04-29 12:00:00+00:00,27.447673953692146,7760.0,7701.0,0.007632106590776793,0.1,0,0,0,0,0,
external,LONG,2020-04-29 12:00:00+00:00,27.447673953692146,7760.0,7701.0,0.007632106590776793,0.2,0,0,0,0,0,
external,LONG,2020-04-29 12:00:00+00:00,27.447673953692146,7760.0,7701.0,0.007632106590776793,0.3,0,0,0,0,0,
external,LONG,2020-04-29 16:00:00+00:00,45.91210566241839,7760.0,7701.0,0.007632106590776793,0.1,0,0,0,0,0,
external,LONG,2020-04-29 16:00:00+00:00,45.91210566241839,7760.0,7701.0,0.007632106590776793,0.2,0,0,0,0,0,
external,LONG,2020-04-29 16:00:00+00:00,45.91210566241839,7760.0,7701.0,0.007632106590776793,0.3,0,0,0,0,0,
external,LONG,2020-05-07 12:00:00+00:00,26.15656586349797,9405.0,9022.0,0.04156943615347045,0.1,0,0,0,0,0,
external,LONG,2020-05-07 12:00:00+00:00,26.15656586349797,9405.0,9022.0,0.04156943615347045,0.2,1,0,0,1,0,H
external,LONG,2020-05-07 12:00:00+00:00,26.15656586349797,9405.0,9022.0,0.04156943615347045,0.3,1,0,0,1,0,H
external,LONG,2020-05-07 20:00:00+00:00,-13.643966326287604,9405.0,9022.0,0.04156943615347045,0.1,0,0,0,0,0,
external,LONG,2020-05-07 20:00:00+00:00,-13.643966326287604,9405.0,9022.0,0.04156943615347045,0.2,1,0,0,1,0,H
external,LONG,2020-05-07 20:00:00+00:00,-13.643966326287604,9405.0,9022.0,0.04156943615347045,0.3,1,0,0,1,0,H
external,SHORT,2020-05-10 00:00:00+00:00,-56.01999768008352,9804.9,9528.23,0.028621335500252688,0.1,0,0,0,0,0,
external,SHORT,2020-05-10 00:00:00+00:00,-56.01999768008352,9804.9,9528.23,0.028621335500252688,0.2,0,0,0,0,0,
external,SHORT,2020-05-10 00:00:00+00:00,-56.01999768008352,9804.9,9528.23,0.028621335500252688,0.3,0,0,0,0,0,
external,LONG,2020-05-14 08:00:00+00:00,-11.170158799675187,9397.0,8828.0,0.062441700960219476,0.1,0,0,0,0,0,
external,LONG,2020-05-14 08:00:00+00:00,-11.170158799675187,9397.0,8828.0,0.062441700960219476,0.2,0,0,0,0,0,
external,LONG,2020-05-14 08:00:00+00:00,-11.170158799675187,9397.0,8828.0,0.062441700960219476,0.3,0,0,0,0,0,
external,LONG,2020-05-17 12:00:00+00:00,-15.704890904146607,9572.38,9260.0,0.03317477663471099,0.1,1,0,0,1,0,H
external,LONG,2020-05-17 12:00:00+00:00,-15.704890904146607,9572.38,9260.0,0.03317477663471099,0.2,1,0,0,1,0,H
external,LONG,2020-05-17 12:00:00+00:00,-15.704890904146607,9572.38,9260.0,0.03317477663471099,0.3,1,0,0,1,0,H
external,SHORT,2020-05-20 12:00:00+00:00,40.83051810729411,9838.0,9635.0,0.020849381194474402,0.1,0,0,0,0,0,
external,SHORT,2020-05-20 12:00:00+00:00,40.83051810729411,9838.0,9635.0,0.020849381194474402,0.2,0,0,0,0,0,
external,SHORT,2020-05-20 12:00:00+00:00,40.83051810729411,9838.0,9635.0,0.020849381194474402,0.3,0,0,0,0,0,
external,LONG,2020-05-25 16:00:00+00:00,-9.67912236695516,8876.6,8657.0,0.025049048683670253,0.1,0,0,0,0,0,
external,LONG,2020-05-25 16:00:00+00:00,-9.67912236695516,8876.6,8657.0,0.025049048683670253,0.2,0,0,0,0,0,
external,LONG,2020-05-25 16:00:00+00:00,-9.67912236695516,8876.6,8657.0,0.025049048683670253,0.3,0,0,0,0,0,
external,SHORT,2020-05-26 12:00:00+00:00,-11.419896589565704,8977.0,8817.36,0.017942763886984348,0.1,0,0,1,0,0,
external,SHORT,2020-05-26 12:00:00+00:00,-11.419896589565704,8977.0,8817.36,0.017942763886984348,0.2,0,0,1,0,0,
external,SHORT,2020-05-26 12:00:00+00:00,-11.419896589565704,8977.0,8817.36,0.017942763886984348,0.3,0,0,1,0,0,
external,LONG,2020-05-27 08:00:00+00:00,32.80754386866576,8892.0,8693.18,0.02261222233721801,0.1,0,0,0,0,0,
external,LONG,2020-05-27 08:00:00+00:00,32.80754386866576,8892.0,8693.18,0.02261222233721801,0.2,0,0,0,0,0,
external,LONG,2020-05-27 08:00:00+00:00,32.80754386866576,8892.0,8693.18,0.02261222233721801,0.3,0,0,0,0,0,
external,LONG,2020-05-30 20:00:00+00:00,-16.09878630711813,9596.0,9326.01,0.028537137439415765,0.1,1,0,0,1,0,H
external,LONG,2020-05-30 20:00:00+00:00,-16.09878630711813,9596.0,9326.01,0.028537137439415765,0.2,2,0,0,1,0,H
external,LONG,2020-05-30 20:00:00+00:00,-16.09878630711813,9596.0,9326.01,0.028537137439415765,0.3,2,0,0,1,0,H
external,LONG,2020-06-01 20:00:00+00:00,-33.501195124120294,9615.0,9486.89,0.013413332397998374,0.1,0,0,0,0,0,
external,LONG,2020-06-01 20:00:00+00:00,-33.501195124120294,9615.0,9486.89,0.013413332397998374,0.2,0,0,0,0,0,
external,LONG,2020-06-01 20:00:00+00:00,-33.501195124120294,9615.0,9486.89,0.013413332397998374,0.3,0,0,0,0,0,
external,SHORT,2020-06-02 12:00:00+00:00,-38.91467975383394,10497.25,9486.89,0.10111618513481196,0.1,0,0,0,0,0,
external,SHORT,2020-06-02 12:00:00+00:00,-38.91467975383394,10497.25,9486.89,0.10111618513481196,0.2,0,0,0,0,0,
external,SHORT,2020-06-02 12:00:00+00:00,-38.91467975383394,10497.25,9486.89,0.10111618513481196,0.3,0,0,0,0,0,
external,LONG,2020-07-26 08:00:00+00:00,27.071305142527272,9735.1,9655.2,0.008241234019071352,0.1,0,0,0,0,0,
external,LONG,2020-07-26 08:00:00+00:00,27.071305142527272,9735.1,9655.2,0.008241234019071352,0.2,0,0,0,0,0,
external,LONG,2020-07-26 08:00:00+00:00,27.071305142527272,9735.1,9655.2,0.008241234019071352,0.3,0,0,0,0,0,
external,LONG,2020-07-27 16:00:00+00:00,46.09230279497929,10360.0,10128.99,0.022549671799342013,0.1,0,0,0,0,0,
external,LONG,2020-07-27 16:00:00+00:00,46.09230279497929,10360.0,10128.99,0.022549671799342013,0.2,0,0,0,0,0,
external,LONG,2020-07-27 16:00:00+00:00,46.09230279497929,10360.0,10128.99,0.022549671799342013,0.3,0,0,0,0,0,
external,LONG,2020-08-01 16:00:00+00:00,-9.344170599071155,11765.05,11201.0,0.049120331968274845,0.1,1,0,0,1,0,H
external,LONG,2020-08-01 16:00:00+00:00,-9.344170599071155,11765.05,11201.0,0.049120331968274845,0.2,1,0,0,1,0,H
external,LONG,2020-08-01 16:00:00+00:00,-9.344170599071155,11765.05,11201.0,0.049120331968274845,0.3,1,0,0,1,0,H
external,SHORT,2020-08-02 04:00:00+00:00,-36.883575659666086,11765.05,11505.0,0.022350618069148908,0.1,0,0,0,0,0,
external,SHORT,2020-08-02 04:00:00+00:00,-36.883575659666086,11765.05,11505.0,0.022350618069148908,0.2,0,0,0,0,0,
external,SHORT,2020-08-02 04:00:00+00:00,-36.883575659666086,11765.05,11505.0,0.022350618069148908,0.3,0,0,0,0,0,
external,LONG,2020-08-17 12:00:00+00:00,-26.305276362324257,11947.0,11780.0,0.014076790154676107,0.1,1,0,0,1,0,H
external,LONG,2020-08-17 12:00:00+00:00,-26.305276362324257,11947.0,11780.0,0.014076790154676107,0.2,1,0,0,1,0,H
external,LONG,2020-08-17 12:00:00+00:00,-26.305276362324257,11947.0,11780.0,0.014076790154676107,0.3,0,0,1,0,0,
external,SHORT,2020-08-25 12:00:00+00:00,-8.750464959627658,11790.0,11706.61,0.007098045207372418,0.1,0,0,0,0,0,
external,SHORT,2020-08-25 12:00:00+00:00,-8.750464959627658,11790.0,11706.61,0.007098045207372418,0.2,0,0,0,0,0,
external,SHORT,2020-08-25 12:00:00+00:00,-8.750464959627658,11790.0,11706.61,0.007098045207372418,0.3,0,0,0,0,0,
external,LONG,2020-08-30 00:00:00+00:00,13.232638444109336,11549.99,11419.34,0.011376039266273733,0.1,0,0,0,0,0,
external,LONG,2020-08-30 00:00:00+00:00,13.232638444109336,11549.99,11419.34,0.011376039266273733,0.2,0,0,0,0,0,
external,LONG,2020-08-30 00:00:00+00:00,13.232638444109336,11549.99,11419.34,0.011376039266273733,0.3,0,0,0,0,0,
external,LONG,2020-09-01 04:00:00+00:00,-10.800327125983712,11784.21,11575.78,0.017845041885719858,0.1,0,1,0,1,0,L
external,LONG,2020-09-01 04:00:00+00:00,-10.800327125983712,11784.21,11575.78,0.017845041885719858,0.2,0,1,0,1,0,L
external,LONG,2020-09-01 04:00:00+00:00,-10.800327125983712,11784.21,11575.78,0.017845041885719858,0.3,0,1,1,1,0,L
external,SHORT,2020-09-02 08:00:00+00:00,30.035734617911103,12061.07,11812.0,0.020866189392482803,0.1,0,1,0,1,0,L
external,SHORT,2020-09-02 08:00:00+00:00,30.035734617911103,12061.07,11812.0,0.020866189392482803,0.2,0,1,0,1,0,L
external,SHORT,2020-09-02 08:00:00+00:00,30.035734617911103,12061.07,11812.0,0.020866189392482803,0.3,0,1,0,1,0,L
external,SHORT,2020-09-03 12:00:00+00:00,-27.541041312938702,11450.0,11156.0,0.0260107935946209,0.1,1,0,0,1,0,H
external,SHORT,2020-09-03 12:00:00+00:00,-27.541041312938702,11450.0,11156.0,0.0260107935946209,0.2,0,0,1,0,0,
external,SHORT,2020-09-03 12:00:00+00:00,-27.541041312938702,11450.0,11156.0,0.0260107935946209,0.3,0,0,1,0,0,
external,LONG,2020-10-10 00:00:00+00:00,31.438484088643207,11103.61,11011.0,0.008375458576931774,0.1,0,0,0,0,0,
external,LONG,2020-10-10 00:00:00+00:00,31.438484088643207,11103.61,11011.0,0.008375458576931774,0.2,0,0,0,0,0,
external,LONG,2020-10-10 00:00:00+00:00,31.438484088643207,11103.61,11011.0,0.008375458576931774,0.3,0,0,0,0,0,
external,LONG,2020-10-21 00:00:00+00:00,23.971809964453207,12045.78,11696.0,0.02946535600953262,0.1,0,0,0,0,0,
external,LONG,2020-10-21 00:00:00+00:00,23.971809964453207,12045.78,11696.0,0.02946535600953262,0.2,0,0,0,0,0,
external,LONG,2020-10-21 00:00:00+00:00,23.971809964453207,12045.78,11696.0,0.02946535600953262,0.3,0,0,0,0,0,
external,LONG,2020-10-21 12:00:00+00:00,36.11350648595697,12045.78,11851.0,0.01630177789643631,0.1,0,0,0,0,0,
external,LONG,2020-10-21 12:00:00+00:00,36.11350648595697,12045.78,11851.0,0.01630177789643631,0.2,0,0,0,0,0,
external,LONG,2020-10-21 12:00:00+00:00,36.11350648595697,12045.78,11851.0,0.01630177789643631,0.3,0,0,0,0,0,
external,LONG,2020-10-31 08:00:00+00:00,-15.820029706502911,13735.0,13403.36,0.024440681013885836,0.1,0,0,0,0,0,
external,LONG,2020-10-31 08:00:00+00:00,-15.820029706502911,13735.0,13403.36,0.024440681013885836,0.2,0,0,0,0,0,
external,LONG,2020-10-31 08:00:00+00:00,-15.820029706502911,13735.0,13403.36,0.024440681013885836,0.3,0,0,0,0,0,
external,SHORT,2020-11-02 08:00:00+00:00,-12.56395643741608,13858.75,13631.0,0.016569812384616085,0.1,0,1,0,1,0,L
external,SHORT,2020-11-02 08:00:00+00:00,-12.56395643741608,13858.75,13631.0,0.016569812384616085,0.2,0,1,0,1,0,L
external,SHORT,2020-11-02 08:00:00+00:00,-12.56395643741608,13858.75,13631.0,0.016569812384616085,0.3,0,1,0,1,0,L
external,LONG,2020-11-03 12:00:00+00:00,16.784463114164886,13696.99,13276.33,0.03119082115216072,0.1,0,0,0,0,0,
external,LONG,2020-11-03 12:00:00+00:00,16.784463114164886,13696.99,13276.33,0.03119082115216072,0.2,0,0,0,0,0,
external,LONG,2020-11-03 12:00:00+00:00,16.784463114164886,13696.99,13276.33,0.03119082115216072,0.3,0,0,0,0,0,
external,LONG,2020-11-04 16:00:00+00:00,15.779751369948093,14070.0,13512.0,0.04046117032847509,0.1,0,0,0,0,0,
external,LONG,2020-11-04 16:00:00+00:00,15.779751369948093,14070.0,13512.0,0.04046117032847509,0.2,0,0,0,0,0,
external,LONG,2020-11-04 16:00:00+00:00,15.779751369948093,14070.0,13512.0,0.04046117032847509,0.3,1,0,0,1,0,H
external,LONG,2020-11-05 08:00:00+00:00,25.49172058934464,14280.0,13512.0,0.055267702936096716,0.1,0,0,0,0,0,
external,LONG,2020-11-05 08:00:00+00:00,25.49172058934464,14280.0,13512.0,0.055267702936096716,0.2,0,0,0,0,0,
external,LONG,2020-11-05 08:00:00+00:00,25.49172058934464,14280.0,13512.0,0.055267702936096716,0.3,0,0,0,0,0,
external,LONG,2020-11-05 20:00:00+00:00,-19.059840474294692,14280.0,13512.0,0.055267702936096716,0.1,0,0,0,0,0,
external,LONG,2020-11-05 20:00:00+00:00,-19.059840474294692,14280.0,13512.0,0.055267702936096716,0.2,0,0,0,0,0,
external,LONG,2020-11-05 20:00:00+00:00,-19.059840474294692,14280.0,13512.0,0.055267702936096716,0.3,0,0,0,0,0,
external,SHORT,2020-11-07 16:00:00+00:00,-26.563907489254344,15774.0,15177.0,0.0385771057477949,0.1,0,1,0,1,0,L
external,SHORT,2020-11-07 16:00:00+00:00,-26.563907489254344,15774.0,15177.0,0.0385771057477949,0.2,0,1,0,1,0,L
external,SHORT,2020-11-07 16:00:00+00:00,-26.563907489254344,15774.0,15177.0,0.0385771057477949,0.3,1,1,0,2,1,H-L
external,LONG,2020-11-08 12:00:00+00:00,15.560912052117247,15125.0,14350.0,0.05258693808312129,0.1,0,0,0,0,0,
external,LONG,2020-11-08 12:00:00+00:00,15.560912052117247,15125.0,14350.0,0.05258693808312129,0.2,0,0,0,0,0,
external,LONG,2020-11-08 12:00:00+00:00,15.560912052117247,15125.0,14350.0,0.05258693808312129,0.3,0,0,0,0,0,
external,LONG,2020-11-09 08:00:00+00:00,-21.74661868218968,15598.0,15247.0,0.022758956070675962,0.1,0,0,0,0,0,
external,LONG,2020-11-09 08:00:00+00:00,-21.74661868218968,15598.0,15247.0,0.022758956070675962,0.2,0,0,0,0,0,
external,LONG,2020-11-09 08:00:00+00:00,-21.74661868218968,15598.0,15247.0,0.022758956070675962,0.3,0,0,0,0,0,
external,SHORT,2020-11-09 12:00:00+00:00,-27.302309539151736,15598.0,15247.0,0.022758956070675962,0.1,0,1,0,1,0,L
external,SHORT,2020-11-09 12:00:00+00:00,-27.302309539151736,15598.0,15247.0,0.022758956070675962,0.2,0,1,0,1,0,L
external,SHORT,2020-11-09 12:00:00+00:00,-27.302309539151736,15598.0,15247.0,0.022758956070675962,0.3,0,1,0,1,0,L
external,LONG,2020-11-11 16:00:00+00:00,-6.000745121992878,15520.0,15071.0,0.029355039063776928,0.1,0,0,0,0,0,
external,LONG,2020-11-11 16:00:00+00:00,-6.000745121992878,15520.0,15071.0,0.029355039063776928,0.2,0,0,0,0,0,
external,LONG,2020-11-11 16:00:00+00:00,-6.000745121992878,15520.0,15071.0,0.029355039063776928,0.3,0,0,0,0,0,
external,LONG,2020-11-13 00:00:00+00:00,-5.692913064777693,16176.22,15437.7,0.04672119117148387,0.1,1,0,0,1,0,H
external,LONG,2020-11-13 00:00:00+00:00,-5.692913064777693,16176.22,15437.7,0.04672119117148387,0.2,1,0,0,1,0,H
external,LONG,2020-11-13 00:00:00+00:00,-5.692913064777693,16176.22,15437.7,0.04672119117148387,0.3,1,0,0,1,0,H
external,SHORT,2020-11-14 08:00:00+00:00,-7.040547201948177,16355.0,15955.6,0.024722536876443005,0.1,0,0,0,0,0,
external,SHORT,2020-11-14 08:00:00+00:00,-7.040547201948177,16355.0,15955.6,0.024722536876443005,0.2,0,1,0,1,0,L
external,SHORT,2020-11-14 08:00:00+00:00,-7.040547201948177,16355.0,15955.6,0.024722536876443005,0.3,0,1,0,1,0,L
external,LONG,2020-11-16 04:00:00+00:00,15.356243635622224,16161.23,15768.0,0.024631348767258063,0.1,0,0,0,0,0,
external,LONG,2020-11-16 04:00:00+00:00,15.356243635622224,16161.23,15768.0,0.024631348767258063,0.2,0,0,0,0,0,
external,LONG,2020-11-16 04:00:00+00:00,15.356243635622224,16161.23,15768.0,0.024631348767258063,0.3,0,0,0,0,0,
external,LONG,2020-11-16 16:00:00+00:00,20.318031983662955,16161.23,15768.0,0.024631348767258063,0.1,0,0,0,0,0,
external,LONG,2020-11-16 16:00:00+00:00,20.318031983662955,16161.23,15768.0,0.024631348767258063,0.2,0,0,0,0,0,
external,LONG,2020-11-16 16:00:00+00:00,20.318031983662955,16161.23,15768.0,0.024631348767258063,0.3,0,0,0,0,0,
external,LONG,2020-11-17 16:00:00+00:00,-12.445680103631329,16882.0,16550.0,0.019861210815984687,0.1,0,0,0,0,0,
external,LONG,2020-11-17 16:00:00+00:00,-12.445680103631329,16882.0,16550.0,0.019861210815984687,0.2,0,0,0,0,0,
external,LONG,2020-11-17 16:00:00+00:00,-12.445680103631329,16882.0,16550.0,0.019861210815984687,0.3,0,0,0,0,0,
external,SHORT,2020-11-22 08:00:00+00:00,-17.325877493456087,18780.0,18302.08,0.02577633185624961,0.1,0,0,0,0,0,
