symbol,partition,date_utc,level,visit_ordinal,bar_start,visit_signal_ts,H,L,opposite_visits_known
BTCUSDT,external,2021-04-20,HIGH,3,2021-04-20 19:25:00+00:00,2021-04-20 19:30:00+00:00,56450.0,54248.41,0
BTCUSDT,external,2021-04-27,HIGH,1,2021-04-27 15:45:00+00:00,2021-04-27 15:50:00+00:00,55300.0,54322.45,0
BTCUSDT,external,2021-04-27,LOW,1,2021-04-27 17:10:00+00:00,2021-04-27 17:15:00+00:00,55300.0,54322.45,1
BTCUSDT,external,2021-04-30,HIGH,1,2021-04-30 13:30:00+00:00,2021-04-30 13:35:00+00:00,54923.0,54100.0,0
BTCUSDT,external,2021-05-04,LOW,1,2021-05-04 13:50:00+00:00,2021-05-04 13:55:00+00:00,56670.0,55503.12,0
BTCUSDT,external,2021-05-05,HIGH,1,2021-05-05 13:40:00+00:00,2021-05-05 13:45:00+00:00,56159.0,54750.87,0
BTCUSDT,external,2021-05-06,LOW,1,2021-05-06 15:50:00+00:00,2021-05-06 15:55:00+00:00,58450.0,56848.04,0
BTCUSDT,external,2021-05-06,LOW,2,2021-05-06 16:50:00+00:00,2021-05-06 16:55:00+00:00,58450.0,56848.04,0
BTCUSDT,external,2021-05-10,LOW,1,2021-05-10 14:00:00+00:00,2021-05-10 14:05:00+00:00,58695.57,57446.09,0
BTCUSDT,external,2021-05-10,LOW,2,2021-05-10 14:15:00+00:00,2021-05-10 14:20:00+00:00,58695.57,57446.09,0
BTCUSDT,external,2021-05-12,LOW,1,2021-05-12 13:30:00+00:00,2021-05-12 13:35:00+00:00,57265.0,55867.0,0
BTCUSDT,external,2021-05-13,LOW,1,2021-05-13 16:50:00+00:00,2021-05-13 16:55:00+00:00,50963.89,48500.0,0
BTCUSDT,external,2021-05-14,HIGH,1,2021-05-14 13:55:00+00:00,2021-05-14 14:00:00+00:00,51000.0,49941.05,0
BTCUSDT,external,2021-06-01,HIGH,1,2021-06-01 13:30:00+00:00,2021-06-01 13:35:00+00:00,36937.92,35500.0,0
BTCUSDT,external,2021-06-02,HIGH,1,2021-06-02 13:30:00+00:00,2021-06-02 13:35:00+00:00,37770.0,36851.0,0
BTCUSDT,external,2021-06-04,HIGH,1,2021-06-04 17:20:00+00:00,2021-06-04 17:25:00+00:00,37191.0,35552.51,0
BTCUSDT,external,2021-06-04,HIGH,2,2021-06-04 19:00:00+00:00,2021-06-04 19:05:00+00:00,37191.0,35552.51,0
BTCUSDT,external,2021-06-07,LOW,1,2021-06-07 14:50:00+00:00,2021-06-07 14:55:00+00:00,36799.0,35903.03,0
BTCUSDT,external,2021-06-10,LOW,1,2021-06-10 17:25:00+00:00,2021-06-10 17:30:00+00:00,38489.0,36229.23,0
BTCUSDT,external,2021-06-10,LOW,2,2021-06-10 17:40:00+00:00,2021-06-10 17:45:00+00:00,38489.0,36229.23,0
BTCUSDT,external,2021-06-11,LOW,1,2021-06-11 15:00:00+00:00,2021-06-11 15:05:00+00:00,37679.54,36890.58,0
BTCUSDT,external,2021-06-11,LOW,2,2021-06-11 15:15:00+00:00,2021-06-11 15:20:00+00:00,37679.54,36890.58,0
BTCUSDT,external,2021-06-14,HIGH,1,2021-06-14 13:35:00+00:00,2021-06-14 13:40:00+00:00,40700.0,38790.0,0
BTCUSDT,external,2021-06-14,HIGH,2,2021-06-14 14:10:00+00:00,2021-06-14 14:15:00+00:00,40700.0,38790.0,0
BTCUSDT,external,2021-06-15,HIGH,1,2021-06-15 17:45:00+00:00,2021-06-15 17:50:00+00:00,40464.41,39527.0,0
BTCUSDT,external,2021-06-18,LOW,1,2021-06-18 13:40:00+00:00,2021-06-18 13:45:00+00:00,38000.0,37049.57,0
BTCUSDT,external,2021-06-24,HIGH,1,2021-06-24 15:05:00+00:00,2021-06-24 15:10:00+00:00,34300.68,32804.29,0
BTCUSDT,external,2021-06-25,LOW,1,2021-06-25 14:45:00+00:00,2021-06-25 14:50:00+00:00,34479.1,32637.0,0
BTCUSDT,external,2021-07-02,HIGH,1,2021-07-02 14:30:00+00:00,2021-07-02 14:35:00+00:00,33600.0,32751.0,0
BTCUSDT,external,2021-07-07,LOW,1,2021-07-07 16:10:00+00:00,2021-07-07 16:15:00+00:00,35089.56,34447.6,0
BTCUSDT,external,2021-07-08,HIGH,1,2021-07-08 17:00:00+00:00,2021-07-08 17:05:00+00:00,32968.0,32066.0,0
BTCUSDT,external,2021-07-08,HIGH,2,2021-07-08 17:45:00+00:00,2021-07-08 17:50:00+00:00,32968.0,32066.0,0
