partition,regime,clock_block,obs_start,obs_end,rebreak_complete_ts,H,L,R4,rr,variant,executed,skip_reason,entry_ts,entry_px,target_px,stop_px,exit_ts,exit_px,exit_reason,pnl
development,BULL,16-20,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-16 17:05:00+00:00,41188.0,40232.3,955.6999999999972,1.5,RR150,True,,2022-03-16 17:05:00+00:00,40167.9,40136.73,40188.68,2022-03-16 17:10:00+00:00,40188.68,STOP,-0.6586642567821152
development,BULL,16-20,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-16 17:05:00+00:00,41188.0,40232.3,955.6999999999972,2.0,RR200,True,,2022-03-16 17:05:00+00:00,40167.9,40136.73,40183.485,2022-03-16 17:10:00+00:00,40183.485,STOP,-0.5939981925865864
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:50:00+00:00,41998.0,41728.8,269.1999999999971,1.0,RR100,True,,2022-03-20 09:50:00+00:00,41717.9,41701.880000000005,41733.92,2022-03-20 09:55:00+00:00,41733.92,STOP,-0.5920039119898132
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:50:00+00:00,41998.0,41728.8,269.1999999999971,1.5,RR150,True,,2022-03-20 09:50:00+00:00,41717.9,41701.880000000005,41728.58,2022-03-20 09:55:00+00:00,41728.58,STOP,-0.5280026079931718
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:50:00+00:00,41998.0,41728.8,269.1999999999971,2.0,RR200,True,,2022-03-20 09:50:00+00:00,41717.9,41701.880000000005,41725.91,2022-03-20 09:55:00+00:00,41725.91,STOP,-0.4960019559949066
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 14:10:00+00:00,41481.1,41055.8,425.2999999999956,1.0,RR100,False,TARGET_ALREADY_PASSED,2022-03-21 14:10:00+00:00,40938.0,,,,,,
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 14:10:00+00:00,41481.1,41055.8,425.2999999999956,1.5,RR150,False,TARGET_ALREADY_PASSED,2022-03-21 14:10:00+00:00,40938.0,,,,,,
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 14:10:00+00:00,41481.1,41055.8,425.2999999999956,2.0,RR200,False,TARGET_ALREADY_PASSED,2022-03-21 14:10:00+00:00,40938.0,,,,,,
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 05:10:00+00:00,42518.0,41842.4,675.5999999999985,1.0,RR100,True,,2022-03-23 05:10:00+00:00,41838.9,41774.840000000004,41902.96,2022-03-23 05:15:00+00:00,41774.840000000004,TP_T10,0.3655554997860747
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 05:10:00+00:00,42518.0,41842.4,675.5999999999985,1.5,RR150,True,,2022-03-23 05:10:00+00:00,41838.9,41774.840000000004,41881.60666666667,2022-03-23 05:15:00+00:00,41774.840000000004,TP_T10,0.3655554997860747
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 05:10:00+00:00,42518.0,41842.4,675.5999999999985,2.0,RR200,True,,2022-03-23 05:10:00+00:00,41838.9,41774.840000000004,41870.93,2022-03-23 05:15:00+00:00,41774.840000000004,TP_T10,0.3655554997860747
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 11:00:00+00:00,45485.8,45100.3,385.5,1.0,RR100,True,,2022-04-06 11:00:00+00:00,45062.6,45061.75,45063.45,2022-04-06 11:05:00+00:00,45063.45,STOP,-0.4094313244242139
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 11:00:00+00:00,45485.8,45100.3,385.5,1.5,RR150,True,,2022-04-06 11:00:00+00:00,45062.6,45061.75,45063.166666666664,2022-04-06 11:05:00+00:00,45063.166666666664,STOP,-0.40628754961617963
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 11:00:00+00:00,45485.8,45100.3,385.5,2.0,RR200,True,,2022-04-06 11:00:00+00:00,45062.6,45061.75,45063.024999999994,2022-04-06 11:05:00+00:00,45063.024999999994,STOP,-0.40471566221205146
development,BEAR,00-04,2022-04-07 00:00:00+00:00,2022-04-07 04:00:00+00:00,2022-04-07 01:20:00+00:00,44040.7,43110.0,930.6999999999972,1.0,RR100,True,,2022-04-07 01:20:00+00:00,43035.9,43016.93,43054.87,2022-04-07 01:25:00+00:00,43054.87,STOP,-0.6203973891564681
development,BEAR,00-04,2022-04-07 00:00:00+00:00,2022-04-07 04:00:00+00:00,2022-04-07 01:20:00+00:00,44040.7,43110.0,930.6999999999972,1.5,RR150,True,,2022-04-07 01:20:00+00:00,43035.9,43016.93,43048.54666666667,2022-04-07 01:25:00+00:00,43048.54666666667,STOP,-0.5469315927710158
development,BEAR,00-04,2022-04-07 00:00:00+00:00,2022-04-07 04:00:00+00:00,2022-04-07 01:20:00+00:00,44040.7,43110.0,930.6999999999972,2.0,RR200,True,,2022-04-07 01:20:00+00:00,43035.9,43016.93,43045.385,2022-04-07 01:25:00+00:00,43045.385,STOP,-0.5101986945782896
development,BEAR,20-00,2022-04-08 20:00:00+00:00,2022-04-09 00:00:00+00:00,2022-04-08 23:00:00+00:00,43707.2,42298.2,1409.0,1.0,RR100,True,,2022-04-08 23:00:00+00:00,42286.0,42157.299999999996,42414.700000000004,2022-04-08 23:05:00+00:00,42157.299999999996,TP_T10,1.1217802582415675
development,BEAR,20-00,2022-04-08 20:00:00+00:00,2022-04-09 00:00:00+00:00,2022-04-08 23:00:00+00:00,43707.2,42298.2,1409.0,1.5,RR150,True,,2022-04-08 23:00:00+00:00,42286.0,42157.299999999996,42371.8,2022-04-08 23:05:00+00:00,42157.299999999996,TP_T10,1.1217802582415675
development,BEAR,20-00,2022-04-08 20:00:00+00:00,2022-04-09 00:00:00+00:00,2022-04-08 23:00:00+00:00,43707.2,42298.2,1409.0,2.0,RR200,True,,2022-04-08 23:00:00+00:00,42286.0,42157.299999999996,42350.350000000006,2022-04-08 23:05:00+00:00,42350.350000000006,STOP,-1.160890129120839
development,BEAR,16-20,2022-04-11 16:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-11 17:20:00+00:00,41245.9,40536.0,709.9000000000015,1.0,RR100,False,TARGET_ALREADY_PASSED,2022-04-11 17:20:00+00:00,40403.9,,,,,,
development,BEAR,16-20,2022-04-11 16:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-11 17:20:00+00:00,41245.9,40536.0,709.9000000000015,1.5,RR150,False,TARGET_ALREADY_PASSED,2022-04-11 17:20:00+00:00,40403.9,,,,,,
development,BEAR,16-20,2022-04-11 16:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-11 17:20:00+00:00,41245.9,40536.0,709.9000000000015,2.0,RR200,False,TARGET_ALREADY_PASSED,2022-04-11 17:20:00+00:00,40403.9,,,,,,
development,BEAR,08-12,2022-04-16 08:00:00+00:00,2022-04-16 12:00:00+00:00,2022-04-16 08:50:00+00:00,40544.1,40350.0,194.0999999999985,1.0,RR100,True,,2022-04-16 08:50:00+00:00,40346.2,40330.590000000004,40361.80999999999,2022-04-16 09:00:00+00:00,40330.590000000004,TP_T10,-0.20654931567292112
development,BEAR,08-12,2022-04-16 08:00:00+00:00,2022-04-16 12:00:00+00:00,2022-04-16 08:50:00+00:00,40544.1,40350.0,194.0999999999985,1.5,RR150,True,,2022-04-16 08:50:00+00:00,40346.2,40330.590000000004,40356.60666666666,2022-04-16 08:55:00+00:00,40356.60666666666,STOP,-0.5289671228846823
development,BEAR,08-12,2022-04-16 08:00:00+00:00,2022-04-16 12:00:00+00:00,2022-04-16 08:50:00+00:00,40544.1,40350.0,194.0999999999985,2.0,RR200,True,,2022-04-16 08:50:00+00:00,40346.2,40330.590000000004,40354.00499999999,2022-04-16 08:55:00+00:00,40354.00499999999,STOP,-0.4967253421635395
development,SIDEWAYS,16-20,2022-04-17 16:00:00+00:00,2022-04-17 20:00:00+00:00,2022-04-17 17:30:00+00:00,40574.1,40164.0,410.09999999999854,1.0,RR100,True,,2022-04-17 17:30:00+00:00,40154.0,40122.99,40185.01,2022-04-17 17:45:00+00:00,40185.01,STOP,-0.7861383672859598
development,SIDEWAYS,16-20,2022-04-17 16:00:00+00:00,2022-04-17 20:00:00+00:00,2022-04-17 17:30:00+00:00,40574.1,40164.0,410.09999999999854,1.5,RR150,True,,2022-04-17 17:30:00+00:00,40154.0,40122.99,40174.67333333333,2022-04-17 17:35:00+00:00,40174.67333333333,STOP,-0.6574255781906398
development,SIDEWAYS,16-20,2022-04-17 16:00:00+00:00,2022-04-17 20:00:00+00:00,2022-04-17 17:30:00+00:00,40574.1,40164.0,410.09999999999854,2.0,RR200,True,,2022-04-17 17:30:00+00:00,40154.0,40122.99,40169.505000000005,2022-04-17 17:35:00+00:00,40169.505000000005,STOP,-0.5930691836430354
development,BULL,16-20,2022-04-20 16:00:00+00:00,2022-04-20 20:00:00+00:00,2022-04-20 18:55:00+00:00,42160.0,41037.3,1122.699999999997,1.0,RR100,True,,2022-04-20 18:55:00+00:00,40935.0,40925.030000000006,40944.969999999994,2022-04-20 19:00:00+00:00,40944.969999999994,STOP,-0.5217784292170121
development,BULL,16-20,2022-04-20 16:00:00+00:00,2022-04-20 20:00:00+00:00,2022-04-20 18:55:00+00:00,42160.0,41037.3,1122.699999999997,1.5,RR150,True,,2022-04-20 18:55:00+00:00,40935.0,40925.030000000006,40941.64666666666,2022-04-20 19:00:00+00:00,40941.64666666666,STOP,-0.4811856194780081
development,BULL,16-20,2022-04-20 16:00:00+00:00,2022-04-20 20:00:00+00:00,2022-04-20 18:55:00+00:00,42160.0,41037.3,1122.699999999997,2.0,RR200,True,,2022-04-20 18:55:00+00:00,40935.0,40925.030000000006,40939.985,2022-04-20 19:00:00+00:00,40939.985,STOP,-0.4608892146085616
development,BEAR,12-16,2022-04-24 12:00:00+00:00,2022-04-24 16:00:00+00:00,2022-04-24 13:25:00+00:00,39777.0,39524.1,252.90000000000143,1.0,RR100,False,TARGET_ALREADY_PASSED,2022-04-24 13:25:00+00:00,39495.8,,,,,,
development,BEAR,12-16,2022-04-24 12:00:00+00:00,2022-04-24 16:00:00+00:00,2022-04-24 13:25:00+00:00,39777.0,39524.1,252.90000000000143,1.5,RR150,False,TARGET_ALREADY_PASSED,2022-04-24 13:25:00+00:00,39495.8,,,,,,
development,BEAR,12-16,2022-04-24 12:00:00+00:00,2022-04-24 16:00:00+00:00,2022-04-24 13:25:00+00:00,39777.0,39524.1,252.90000000000143,2.0,RR200,False,TARGET_ALREADY_PASSED,2022-04-24 13:25:00+00:00,39495.8,,,,,,
development,SIDEWAYS,12-16,2022-04-28 12:00:00+00:00,2022-04-28 16:00:00+00:00,2022-04-28 13:45:00+00:00,39878.0,39340.0,538.0,1.0,RR100,False,TARGET_ALREADY_PASSED,2022-04-28 13:45:00+00:00,39242.2,,,,,,
development,SIDEWAYS,12-16,2022-04-28 12:00:00+00:00,2022-04-28 16:00:00+00:00,2022-04-28 13:45:00+00:00,39878.0,39340.0,538.0,1.5,RR150,False,TARGET_ALREADY_PASSED,2022-04-28 13:45:00+00:00,39242.2,,,,,,
development,SIDEWAYS,12-16,2022-04-28 12:00:00+00:00,2022-04-28 16:00:00+00:00,2022-04-28 13:45:00+00:00,39878.0,39340.0,538.0,2.0,RR200,False,TARGET_ALREADY_PASSED,2022-04-28 13:45:00+00:00,39242.2,,,,,,
development,BEAR,12-16,2022-04-30 12:00:00+00:00,2022-04-30 16:00:00+00:00,2022-04-30 13:45:00+00:00,38678.8,38514.0,164.8000000000029,1.0,RR100,True,,2022-04-30 13:45:00+00:00,38500.0,38497.52,38502.48,2022-04-30 13:50:00+00:00,38502.48,STOP,-0.4322077922078057
development,BEAR,12-16,2022-04-30 12:00:00+00:00,2022-04-30 16:00:00+00:00,2022-04-30 13:45:00+00:00,38678.8,38514.0,164.8000000000029,1.5,RR150,True,,2022-04-30 13:45:00+00:00,38500.0,38497.52,38501.653333333335,2022-04-30 13:50:00+00:00,38501.653333333335,STOP,-0.4214718614719445
development,BEAR,12-16,2022-04-30 12:00:00+00:00,2022-04-30 16:00:00+00:00,2022-04-30 13:45:00+00:00,38678.8,38514.0,164.8000000000029,2.0,RR200,True,,2022-04-30 13:45:00+00:00,38500.0,38497.52,38501.240000000005,2022-04-30 13:50:00+00:00,38501.240000000005,STOP,-0.41610389610395837
development,BEAR,16-20,2022-05-01 16:00:00+00:00,2022-05-01 20:00:00+00:00,2022-05-01 19:25:00+00:00,38680.6,37812.0,868.5999999999985,1.0,RR100,True,,2022-05-01 19:25:00+00:00,37780.0,37725.14,37834.86,2022-05-01 19:35:00+00:00,37725.14,TP_T10,0.32604552673372067
development,BEAR,16-20,2022-05-01 16:00:00+00:00,2022-05-01 20:00:00+00:00,2022-05-01 19:25:00+00:00,38680.6,37812.0,868.5999999999985,1.5,RR150,True,,2022-05-01 19:25:00+00:00,37780.0,37725.14,37816.573333333334,2022-05-01 19:35:00+00:00,37816.573333333334,STOP,-0.8840303511558508
development,BEAR,16-20,2022-05-01 16:00:00+00:00,2022-05-01 20:00:00+00:00,2022-05-01 19:25:00+00:00,38680.6,37812.0,868.5999999999985,2.0,RR200,True,,2022-05-01 19:25:00+00:00,37780.0,37725.14,37807.43,2022-05-01 19:30:00+00:00,37807.43,STOP,-0.7630227633668604
development,SIDEWAYS,08-12,2022-05-02 08:00:00+00:00,2022-05-02 12:00:00+00:00,2022-05-02 11:55:00+00:00,39155.0,38572.8,582.1999999999971,1.0,RR100,True,,2022-05-02 11:55:00+00:00,38566.7,38514.58,38618.81999999999,2022-05-02 12:00:00+00:00,38514.58,TP_T10,0.2757124669727332
development,SIDEWAYS,08-12,2022-05-02 08:00:00+00:00,2022-05-02 12:00:00+00:00,2022-05-02 11:55:00+00:00,39155.0,38572.8,582.1999999999971,1.5,RR150,True,,2022-05-02 11:55:00+00:00,38566.7,38514.58,38601.44666666666,2022-05-02 12:00:00+00:00,38514.58,TP_T10,0.2757124669727332
development,SIDEWAYS,08-12,2022-05-02 08:00:00+00:00,2022-05-02 12:00:00+00:00,2022-05-02 11:55:00+00:00,39155.0,38572.8,582.1999999999971,2.0,RR200,True,,2022-05-02 11:55:00+00:00,38566.7,38514.58,38592.759999999995,2022-05-02 12:00:00+00:00,38514.58,TP_T10,0.2757124669727332
development,SIDEWAYS,16-20,2022-05-02 16:00:00+00:00,2022-05-02 20:00:00+00:00,2022-05-02 18:30:00+00:00,39222.0,38218.0,1004.0,1.0,RR100,True,,2022-05-02 18:30:00+00:00,38141.9,38117.6,38166.200000000004,2022-05-02 18:35:00+00:00,38166.200000000004,STOP,-0.7185473193522137
development,SIDEWAYS,16-20,2022-05-02 16:00:00+00:00,2022-05-02 20:00:00+00:00,2022-05-02 18:30:00+00:00,39222.0,38218.0,1004.0,1.5,RR150,True,,2022-05-02 18:30:00+00:00,38141.9,38117.6,38158.100000000006,2022-05-02 18:35:00+00:00,38158.100000000006,STOP,-0.6123648795682165
development,SIDEWAYS,16-20,2022-05-02 16:00:00+00:00,2022-05-02 20:00:00+00:00,2022-05-02 18:30:00+00:00,39222.0,38218.0,1004.0,2.0,RR200,True,,2022-05-02 18:30:00+00:00,38141.9,38117.6,38154.05,2022-05-02 18:35:00+00:00,38154.05,STOP,-0.5592736596761624
development,SIDEWAYS,12-16,2022-05-03 12:00:00+00:00,2022-05-03 16:00:00+00:00,2022-05-03 14:20:00+00:00,38659.7,38250.0,409.6999999999971,1.0,RR100,True,,2022-05-03 14:20:00+00:00,38238.8,38209.03,38268.57000000001,2022-05-03 14:25:00+00:00,38268.57000000001,STOP,-0.7892643074574487
