event_id,partition,clock_block,regime,label,mode,bad_prob,model_eligible,resolved_before_or_at,_flag
221,development,04-08,BULL,OTHER,SAFE,,False,False,False
257,development,04-08,SIDEWAYS,GOOD,SAFE,0.6600651263024486,True,False,False
259,development,04-08,BULL,GOOD,SAFE,0.06710848977134963,True,False,False
262,development,04-08,BEAR,OTHER,SAFE,,False,False,False
270,development,04-08,BEAR,OTHER,SAFE,,False,False,False
296,development,04-08,BEAR,GOOD,SAFE,0.04706621218977257,True,False,False
300,development,04-08,BULL,GOOD,SAFE,0.3074530804429112,True,False,False
321,development,04-08,BEAR,OTHER,SAFE,,False,False,False
330,development,04-08,BEAR,BAD,SAFE,0.843718723074864,True,False,True
336,development,04-08,BEAR,OTHER,SAFE,,False,False,False
346,development,04-08,BEAR,OTHER,SAFE,,False,False,False
349,development,04-08,BEAR,OTHER,SAFE,,False,False,False
357,development,04-08,BEAR,OTHER,SAFE,,False,False,False
370,development,04-08,BEAR,OTHER,SAFE,,False,False,False
373,development,04-08,BULL,OTHER,SAFE,,False,False,False
374,development,04-08,BEAR,OTHER,SAFE,,False,False,False
377,development,04-08,BEAR,OTHER,SAFE,,False,False,False
380,development,04-08,BEAR,OTHER,SAFE,,False,False,False
388,development,04-08,BEAR,OTHER,SAFE,,False,False,False
408,development,04-08,BULL,OTHER,SAFE,,False,False,False
415,development,04-08,BEAR,GOOD,SAFE,0.25129449379938384,True,False,False
417,development,04-08,BULL,GOOD,SAFE,,False,True,False
422,development,04-08,BEAR,OTHER,SAFE,,False,False,False
428,development,04-08,BEAR,OTHER,SAFE,,False,False,False
431,development,04-08,SIDEWAYS,OTHER,SAFE,,False,False,False
442,development,04-08,BULL,GOOD,SAFE,0.20487912318563073,True,False,False
444,development,04-08,BULL,GOOD,SAFE,0.1378033696068798,True,False,False
451,development,04-08,BEAR,OTHER,SAFE,,False,False,False
454,development,04-08,SIDEWAYS,OTHER,SAFE,,False,False,False
467,development,04-08,BULL,OTHER,SAFE,,False,False,False
474,development,04-08,BEAR,OTHER,SAFE,,False,False,False
475,development,04-08,BEAR,OTHER,SAFE,,False,False,False
482,development,04-08,BEAR,GOOD,SAFE,,False,True,False
485,development,04-08,SIDEWAYS,GOOD,SAFE,,False,True,False
499,development,04-08,SIDEWAYS,OTHER,SAFE,,False,False,False
518,development,04-08,BULL,OTHER,SAFE,,False,False,False
519,development,04-08,BULL,OTHER,SAFE,,False,False,False
526,development,04-08,SIDEWAYS,OTHER,SAFE,,False,False,False
206,development,08-12,BULL,BAD,SAFE,0.6534644184854693,True,False,False
207,development,08-12,BULL,GOOD,SAFE,0.40209434497892194,True,False,False
208,development,08-12,BULL,OTHER,SAFE,,False,False,False
217,development,08-12,BEAR,GOOD,SAFE,,False,True,False
222,development,08-12,BEAR,GOOD,SAFE,,False,True,False
227,development,08-12,BEAR,OTHER,SAFE,,False,False,False
230,development,08-12,BEAR,GOOD,SAFE,0.3924574728631004,True,False,False
235,development,08-12,SIDEWAYS,GOOD,SAFE,,False,True,False
238,development,08-12,BULL,GOOD,SAFE,,False,True,False
249,development,08-12,BEAR,BAD,SAFE,0.6540911764846039,True,False,False
252,development,08-12,BEAR,OTHER,SAFE,,False,False,False
258,development,08-12,BEAR,OTHER,SAFE,,False,False,False
263,development,08-12,BEAR,OTHER,SAFE,,False,False,False
266,development,08-12,SIDEWAYS,OTHER,SAFE,,False,False,False
268,development,08-12,SIDEWAYS,BAD,SAFE,0.843179984269626,True,False,True
276,development,08-12,BEAR,BAD,SAFE,0.4123581190348307,True,False,False
277,development,08-12,BEAR,GOOD,SAFE,,False,True,False
283,development,08-12,BEAR,GOOD,SAFE,,False,True,False
299,development,08-12,BULL,OTHER,SAFE,,False,False,False
301,development,08-12,BULL,GOOD,SAFE,0.6883941301629489,True,False,False
307,development,08-12,BULL,GOOD,SAFE,0.5870408412415498,True,False,False
309,development,08-12,BEAR,GOOD,SAFE,,False,True,False
314,development,08-12,BULL,GOOD,SAFE,0.08566996243708189,True,False,False
318,development,08-12,BULL,OTHER,SAFE,,False,False,False
355,development,08-12,BEAR,GOOD,SAFE,0.06905603718321764,True,False,False
358,development,08-12,BEAR,OTHER,SAFE,,False,False,False
378,development,08-12,BEAR,GOOD,SAFE,,False,True,False
382,development,08-12,BEAR,OTHER,SAFE,,False,False,False
389,development,08-12,BEAR,OTHER,SAFE,,False,False,False
391,development,08-12,BULL,GOOD,SAFE,,False,True,False
399,development,08-12,SIDEWAYS,GOOD,SAFE,,False,True,False
407,development,08-12,BULL,GOOD,SAFE,0.14519363108698344,True,False,False
411,development,08-12,BULL,GOOD,SAFE,0.5960940718638095,True,False,False
421,development,08-12,BEAR,BAD,SAFE,0.9360805665636953,True,False,True
426,development,08-12,BEAR,OTHER,SAFE,,False,False,False
432,development,08-12,BEAR,GOOD,SAFE,0.4461021592097093,True,False,False
441,development,08-12,BULL,BAD,SAFE,0.17552176249699677,True,False,False
447,development,08-12,BULL,GOOD,SAFE,0.39796553368232673,True,False,False
470,development,08-12,BEAR,BAD,SAFE,0.7365012286207966,True,False,True
472,development,08-12,BEAR,BAD,SAFE,,False,True,False
478,development,08-12,BEAR,GOOD,SAFE,,False,True,False
493,development,08-12,BEAR,OTHER,SAFE,,False,False,False
495,development,08-12,BULL,GOOD,SAFE,0.8692742518895414,True,False,True
502,development,08-12,BULL,GOOD,SAFE,,False,True,False
503,development,08-12,BULL,OTHER,SAFE,,False,False,False
504,development,08-12,BEAR,GOOD,SAFE,0.9289833851319765,True,False,True
506,development,08-12,BULL,GOOD,SAFE,0.26963364987397254,True,False,False
512,development,08-12,BEAR,OTHER,SAFE,,False,False,False
514,development,08-12,BEAR,OTHER,SAFE,,False,False,False
516,development,08-12,BULL,GOOD,SAFE,0.03970385777641361,True,False,False
204,development,12-16,BEAR,GOOD,SAFE,0.09314783497085916,True,False,False
213,development,12-16,BEAR,GOOD,SAFE,0.35481404938628625,True,False,False
220,development,12-16,BEAR,GOOD,SAFE,0.7236825977397731,True,False,True
226,development,12-16,BEAR,BAD,SAFE,,False,True,False
232,development,12-16,SIDEWAYS,GOOD,SAFE,0.09721483213403335,True,False,False
233,development,12-16,BEAR,GOOD,SAFE,0.21901604220869458,True,False,False
237,development,12-16,SIDEWAYS,OTHER,SAFE,,False,False,False
240,development,12-16,BEAR,GOOD,SAFE,,False,True,False
243,development,12-16,BEAR,OTHER,SAFE,,False,False,False
250,development,12-16,SIDEWAYS,OTHER,SAFE,,False,False,False
254,development,12-16,SIDEWAYS,BAD,SAFE,0.6083313250768856,True,False,True
255,development,12-16,BULL,BAD,SAFE,0.813613021417557,True,False,True
264,development,12-16,BULL,GOOD,SAFE,0.48699262053743597,True,False,False
271,development,12-16,BULL,GOOD,SAFE,0.3635388744770144,True,False,False
272,development,12-16,BEAR,GOOD,SAFE,0.41090814834106204,True,False,False
278,development,12-16,BEAR,OTHER,SAFE,,False,False,False
281,development,12-16,BEAR,GOOD,SAFE,,False,True,False
282,development,12-16,BEAR,OTHER,SAFE,,False,False,False
291,development,12-16,BEAR,GOOD,SAFE,,False,True,False
292,development,12-16,BEAR,GOOD,SAFE,,False,True,False
297,development,12-16,BEAR,GOOD,SAFE,,False,True,False
298,development,12-16,BEAR,GOOD,SAFE,0.30243280522939964,True,False,False
305,development,12-16,BEAR,GOOD,SAFE,0.07444239202038441,True,False,False
308,development,12-16,SIDEWAYS,GOOD,SAFE,0.5340251300913904,True,False,False
310,development,12-16,BEAR,GOOD,SAFE,0.30519770641020805,True,False,False
312,development,12-16,BULL,GOOD,SAFE,,False,True,False
313,development,12-16,BULL,GOOD,SAFE,0.4763017621293016,True,False,False
317,development,12-16,BULL,BAD,SAFE,0.7374503908410904,True,False,True
320,development,12-16,BULL,BAD,SAFE,0.8994667512009218,True,False,True
329,development,12-16,BEAR,OTHER,SAFE,,False,False,False
337,development,12-16,BULL,GOOD,SAFE,,False,True,False
339,development,12-16,BULL,GOOD,SAFE,,False,True,False
344,development,12-16,SIDEWAYS,BAD,SAFE,0.6312302477384623,True,False,True
345,development,12-16,BEAR,GOOD,SAFE,0.958162264463797,True,False,True
348,development,12-16,BEAR,GOOD,SAFE,,False,True,False
352,development,12-16,BEAR,GOOD,SAFE,,False,True,False
365,development,12-16,BULL,GOOD,SAFE,0.4698999598523189,True,False,False
367,development,12-16,BULL,BAD,SAFE,0.9588907214587804,True,False,True
371,development,12-16,BEAR,GOOD,SAFE,0.06604147270741852,True,False,False
376,development,12-16,BEAR,GOOD,SAFE,0.27157471823441093,True,False,False
379,development,12-16,BEAR,GOOD,SAFE,0.23885070666560695,True,False,False
381,development,12-16,BEAR,BAD,SAFE,0.9141099900229943,True,False,True
386,development,12-16,BEAR,GOOD,SAFE,0.05918496454780847,True,False,False
390,development,12-16,BEAR,OTHER,SAFE,,False,False,False
393,development,12-16,BEAR,GOOD,SAFE,0.1700538119894168,True,False,False
394,development,12-16,BEAR,BAD,SAFE,0.6411672963274148,True,False,True
396,development,12-16,BEAR,GOOD,SAFE,,False,True,False
397,development,12-16,BULL,BAD,SAFE,0.6266964615308431,True,False,True
398,development,12-16,BULL,GOOD,SAFE,0.13471432241009723,True,False,False
400,development,12-16,BEAR,GOOD,SAFE,0.2834966810102596,True,False,False
401,development,12-16,BEAR,OTHER,SAFE,,False,False,False
404,development,12-16,BULL,GOOD,SAFE,,False,True,False
410,development,12-16,SIDEWAYS,GOOD,SAFE,0.5667507956185274,True,False,False
413,development,12-16,BULL,BAD,SAFE,0.9386649691621638,True,False,True
423,development,12-16,BULL,GOOD,SAFE,,False,True,False
435,development,12-16,BEAR,GOOD,SAFE,0.420084909535604,True,False,False
439,development,12-16,BULL,GOOD,SAFE,,False,True,False
452,development,12-16,BEAR,GOOD,SAFE,0.1487587678124745,True,False,False
455,development,12-16,BULL,GOOD,SAFE,,False,True,False
458,development,12-16,BEAR,BAD,SAFE,0.6079191233470334,True,False,True
463,development,12-16,BEAR,GOOD,SAFE,0.4975996155275705,True,False,False
464,development,12-16,BULL,GOOD,SAFE,,False,True,False
468,development,12-16,BULL,GOOD,SAFE,0.03095648663523573,True,False,False
477,development,12-16,BEAR,GOOD,SAFE,,False,True,False
479,development,12-16,BEAR,OTHER,SAFE,,False,False,False
487,development,12-16,BEAR,BAD,SAFE,0.9633647859881689,True,False,True
491,development,12-16,BULL,GOOD,SAFE,0.07063069526190238,True,False,False
492,development,12-16,SIDEWAYS,BAD,SAFE,0.9700440026146221,True,False,True
498,development,12-16,BEAR,GOOD,SAFE,0.45475093693269225,True,False,False
500,development,12-16,BULL,BAD,SAFE,0.9693660864005796,True,False,True
501,development,12-16,BULL,GOOD,SAFE,0.1905872627463777,True,False,False
508,development,12-16,BULL,BAD,SAFE,0.8029839283461164,True,False,True
517,development,12-16,BULL,BAD,SAFE,0.3487627500186429,True,False,False
523,development,12-16,BULL,BAD,SAFE,0.7670618499591484,True,False,True
525,development,12-16,SIDEWAYS,GOOD,SAFE,0.538620183356712,True,False,False
529,development,12-16,BEAR,GOOD,SAFE,0.2345663478574156,True,False,False
203,development,16-20,BEAR,GOOD,SAFE,,False,True,False
209,development,16-20,BULL,GOOD,SAFE,0.1578711804801267,True,False,False
211,development,16-20,BEAR,GOOD,SAFE,0.02928843262837055,True,False,False
215,development,16-20,BULL,OTHER,SAFE,,False,False,False
218,development,16-20,BULL,GOOD,SAFE,0.262334444191452,True,False,False
225,development,16-20,BEAR,GOOD,SAFE,0.15225584732409345,True,False,False
228,development,16-20,SIDEWAYS,OTHER,SAFE,,False,False,False
248,development,16-20,BULL,OTHER,SAFE,,False,False,False
260,development,16-20,BULL,BAD,SAFE,,False,True,False
269,development,16-20,BEAR,GOOD,SAFE,0.33096020042198165,True,False,False
274,development,16-20,BEAR,GOOD,SAFE,0.016469635782422703,True,False,False
294,development,16-20,BEAR,GOOD,SAFE,,False,True,False
316,development,16-20,BULL,GOOD,SAFE,0.48723728095832713,True,False,False
322,development,16-20,BEAR,OTHER,SAFE,,False,False,False
324,development,16-20,BEAR,GOOD,SAFE,,False,True,False
325,development,16-20,BEAR,GOOD,SAFE,,False,True,False
327,development,16-20,BEAR,OTHER,SAFE,,False,False,False
338,development,16-20,BULL,GOOD,SAFE,0.1819445251778504,True,False,False
340,development,16-20,SIDEWAYS,GOOD,SAFE,0.10890734090901047,True,False,False
342,development,16-20,BULL,GOOD,SAFE,0.10512124205132102,True,False,False
353,development,16-20,BEAR,GOOD,SAFE,0.08659769798011722,True,False,False
366,development,16-20,BULL,GOOD,SAFE,0.12247336201592937,True,False,False
372,development,16-20,SIDEWAYS,OTHER,SAFE,,False,False,False
409,development,16-20,BULL,OTHER,SAFE,,False,False,False
412,development,16-20,SIDEWAYS,OTHER,SAFE,,False,False,False
414,development,16-20,SIDEWAYS,GOOD,SAFE,,False,True,False
419,development,16-20,BEAR,OTHER,SAFE,,False,False,False
420,development,16-20,BEAR,GOOD,SAFE,0.35264681291454286,True,False,False
425,development,16-20,BEAR,OTHER,SAFE,,False,False,False
440,development,16-20,BULL,OTHER,SAFE,,False,False,False
445,development,16-20,BEAR,GOOD,SAFE,0.17337858335099132,True,False,False
448,development,16-20,BULL,OTHER,SAFE,,False,False,False
450,development,16-20,SIDEWAYS,OTHER,SAFE,,False,False,False
453,development,16-20,BEAR,GOOD,SAFE,,False,True,False
456,development,16-20,BULL,GOOD,SAFE,0.21492569768587397,True,False,False
459,development,16-20,SIDEWAYS,OTHER,SAFE,,False,False,False
461,development,16-20,BEAR,BAD,SAFE,0.1052519074644212,True,False,False
462,development,16-20,SIDEWAYS,GOOD,SAFE,0.026459327259928646,True,False,False
465,development,16-20,BULL,OTHER,SAFE,,False,False,False
469,development,16-20,BULL,GOOD,SAFE,0.3319742281475969,True,False,False
471,development,16-20,BEAR,OTHER,SAFE,,False,False,False
480,development,16-20,BEAR,OTHER,SAFE,,False,False,False
481,development,16-20,BEAR,GOOD,SAFE,0.7303606653788254,True,False,False
483,development,16-20,BEAR,OTHER,SAFE,,False,False,False
486,development,16-20,BULL,OTHER,SAFE,,False,False,False
489,development,16-20,BEAR,GOOD,SAFE,,False,True,False
496,development,16-20,BEAR,OTHER,SAFE,,False,False,False
497,development,16-20,BEAR,GOOD,SAFE,0.0196956196948218,True,False,False
507,development,16-20,BULL,GOOD,SAFE,,False,True,False
509,development,16-20,BEAR,OTHER,SAFE,,False,False,False
513,development,16-20,BEAR,OTHER,SAFE,,False,False,False
520,development,16-20,BULL,OTHER,SAFE,,False,False,False
527,development,16-20,BEAR,GOOD,SAFE,,False,True,False
534,development,16-20,BEAR,GOOD,SAFE,0.04456784863064827,True,False,False
205,development,20-00,BEAR,OTHER,SAFE,,False,False,False
210,development,20-00,BEAR,OTHER,SAFE,,False,False,False
224,development,20-00,BEAR,OTHER,SAFE,,False,False,False
246,development,20-00,BULL,OTHER,SAFE,,False,False,False
251,development,20-00,BEAR,GOOD,SAFE,0.07746467667760122,True,False,False
265,development,20-00,BEAR,GOOD,SAFE,,False,True,False
273,development,20-00,BEAR,GOOD,SAFE,0.16615343082997908,True,False,False
279,development,20-00,BEAR,GOOD,SAFE,0.29249277226779213,True,False,False
287,development,20-00,BEAR,OTHER,SAFE,,False,False,False
288,development,20-00,BEAR,BAD,SAFE,0.5289235689362639,True,False,False
290,development,20-00,BEAR,GOOD,SAFE,,False,True,False
293,development,20-00,BEAR,GOOD,SAFE,,False,True,False
295,development,20-00,BEAR,GOOD,SAFE,,False,True,False
304,development,20-00,SIDEWAYS,GOOD,SAFE,0.1999517266701597,True,False,False
319,development,20-00,BULL,OTHER,SAFE,,False,False,False
323,development,20-00,BEAR,GOOD,SAFE,,False,True,False
331,development,20-00,BEAR,GOOD,SAFE,0.32215987961661985,True,False,False
332,development,20-00,BEAR,OTHER,SAFE,,False,False,False
350,development,20-00,BULL,GOOD,SAFE,0.274193393690337,True,False,False
351,development,20-00,BEAR,OTHER,SAFE,,False,False,False
354,development,20-00,BEAR,OTHER,SAFE,,False,False,False
375,development,20-00,BEAR,OTHER,SAFE,,False,False,False
387,development,20-00,BEAR,OTHER,SAFE,,False,False,False
392,development,20-00,BEAR,OTHER,SAFE,,False,False,False
418,development,20-00,BULL,GOOD,SAFE,0.5981987511792952,True,False,False
424,development,20-00,SIDEWAYS,OTHER,SAFE,,False,False,False
427,development,20-00,BEAR,OTHER,SAFE,,False,False,False
437,development,20-00,BEAR,OTHER,SAFE,,False,False,False
438,development,20-00,BULL,OTHER,SAFE,,False,False,False
460,development,20-00,BEAR,GOOD,SAFE,0.13346125954716564,True,False,False
473,development,20-00,BEAR,OTHER,SAFE,,False,False,False
490,development,20-00,BEAR,GOOD,SAFE,0.5399812506442551,True,False,False
494,development,20-00,BULL,GOOD,SAFE,,False,True,False
521,development,20-00,BULL,OTHER,SAFE,,False,False,False
522,development,20-00,BULL,OTHER,SAFE,,False,False,False
530,development,20-00,BEAR,BAD,SAFE,0.41019885443537574,True,False,False
531,development,20-00,SIDEWAYS,OTHER,SAFE,,False,False,False
6,external,00-04,BULL,GOOD,SAFE,0.3348880735952294,True,False,False
7,external,00-04,BULL,GOOD,SAFE,,False,True,False
10,external,00-04,SIDEWAYS,GOOD,SAFE,,False,True,False
14,external,00-04,SIDEWAYS,GOOD,SAFE,,False,True,False
18,external,00-04,BULL,GOOD,SAFE,0.47052189551545576,True,False,False
23,external,00-04,BEAR,OTHER,SAFE,,False,False,False
25,external,00-04,BULL,GOOD,SAFE,0.19173526619522574,True,False,False
37,external,00-04,BULL,GOOD,SAFE,0.2363164779794958,True,False,False
40,external,00-04,BULL,GOOD,SAFE,,False,True,False
49,external,00-04,SIDEWAYS,GOOD,SAFE,,False,True,False
58,external,00-04,BULL,GOOD,SAFE,,False,True,False
75,external,00-04,BULL,GOOD,SAFE,0.33891739583507474,True,False,False
87,external,00-04,SIDEWAYS,GOOD,SAFE,0.23282443507704867,True,False,False
95,external,00-04,BEAR,BAD,SAFE,0.21549168779971525,True,False,False
97,external,00-04,BULL,GOOD,SAFE,0.43009146958644684,True,False,False
99,external,00-04,BULL,GOOD,SAFE,0.4471293829044989,True,False,False
104,external,00-04,SIDEWAYS,GOOD,SAFE,0.22036764619885796,True,False,False
112,external,00-04,BULL,OTHER,SAFE,,False,False,False
117,external,00-04,SIDEWAYS,GOOD,SAFE,,False,True,False
121,external,00-04,SIDEWAYS,GOOD,SAFE,0.8828576129037098,True,False,True
140,external,00-04,BEAR,GOOD,SAFE,,False,True,False
145,external,00-04,BEAR,GOOD,SAFE,,False,True,False
146,external,00-04,BEAR,GOOD,SAFE,,False,True,False
147,external,00-04,BEAR,BAD,SAFE,0.31563570557896664,True,False,False
148,external,00-04,BULL,GOOD,SAFE,0.8225902081672509,True,False,True
175,external,00-04,BULL,GOOD,SAFE,0.17227877429120103,True,False,False
188,external,00-04,BEAR,GOOD,SAFE,0.48018711084280746,True,False,False
1,external,04-08,BULL,GOOD,SAFE,0.03873066671736334,True,False,False
8,external,04-08,SIDEWAYS,GOOD,SAFE,0.07194773692243715,True,False,False
9,external,04-08,BULL,OTHER,SAFE,,False,False,False
28,external,04-08,BULL,GOOD,SAFE,,False,True,False
32,external,04-08,SIDEWAYS,GOOD,SAFE,0.3705298597421824,True,False,False
36,external,04-08,SIDEWAYS,GOOD,SAFE,,False,True,False
39,external,04-08,BULL,GOOD,SAFE,0.22693346880577384,True,False,False
48,external,04-08,BULL,GOOD,SAFE,0.35582163057761557,True,False,False
52,external,04-08,BEAR,OTHER,SAFE,,False,False,False
55,external,04-08,SIDEWAYS,OTHER,SAFE,,False,False,False
62,external,04-08,BULL,OTHER,SAFE,,False,False,False
69,external,04-08,BULL,OTHER,SAFE,,False,False,False
70,external,04-08,SIDEWAYS,OTHER,SAFE,,False,False,False
79,external,04-08,BULL,BAD,SAFE,0.10801893787234376,True,False,False
88,external,04-08,SIDEWAYS,OTHER,SAFE,,False,False,False
90,external,04-08,BULL,GOOD,SAFE,0.07406336234719114,True,False,False
92,external,04-08,SIDEWAYS,GOOD,SAFE,,False,True,False
105,external,04-08,BEAR,GOOD,SAFE,0.10011515200123469,True,False,False
107,external,04-08,BULL,OTHER,SAFE,,False,False,False
108,external,04-08,BULL,OTHER,SAFE,,False,False,False
110,external,04-08,BULL,OTHER,SAFE,,False,False,False
114,external,04-08,BULL,GOOD,SAFE,0.2546059968832026,True,False,False
120,external,04-08,SIDEWAYS,OTHER,SAFE,,False,False,False
124,external,04-08,BULL,OTHER,SAFE,,False,False,False
132,external,04-08,BEAR,OTHER,SAFE,,False,False,False
136,external,04-08,BEAR,GOOD,SAFE,,False,True,False
139,external,04-08,SIDEWAYS,GOOD,SAFE,,False,True,False
141,external,04-08,BEAR,BAD,SAFE,0.007353668945042368,True,False,False
149,external,04-08,BEAR,OTHER,SAFE,,False,False,False
163,external,04-08,BEAR,GOOD,SAFE,,False,True,False
166,external,04-08,BEAR,OTHER,SAFE,,False,False,False
167,external,04-08,BULL,OTHER,SAFE,,False,False,False
168,external,04-08,BEAR,GOOD,SAFE,,False,True,False
181,external,04-08,BEAR,OTHER,SAFE,,False,False,False
184,external,04-08,BULL,OTHER,SAFE,,False,False,False
190,external,04-08,BEAR,GOOD,SAFE,,False,True,False
196,external,04-08,BEAR,GOOD,SAFE,,False,True,False
197,external,04-08,SIDEWAYS,GOOD,SAFE,0.7488942064518035,True,False,False
0,external,08-12,BULL,GOOD,SAFE,0.9016743625364305,True,False,True
2,external,08-12,BULL,GOOD,SAFE,,False,True,False
5,external,08-12,BULL,BAD,SAFE,0.8272624986778776,True,False,True
11,external,08-12,SIDEWAYS,OTHER,SAFE,,False,False,False
29,external,08-12,BULL,OTHER,SAFE,,False,False,False
33,external,08-12,SIDEWAYS,GOOD,SAFE,0.8611055359030352,True,False,True
41,external,08-12,BULL,OTHER,SAFE,,False,False,False
42,external,08-12,SIDEWAYS,GOOD,SAFE,,False,True,False
46,external,08-12,BULL,GOOD,SAFE,0.7770558272897324,True,False,True
54,external,08-12,SIDEWAYS,GOOD,SAFE,0.4011316026148467,True,False,False
60,external,08-12,BULL,BAD,SAFE,,False,True,False
63,external,08-12,BULL,OTHER,SAFE,,False,False,False
64,external,08-12,BULL,OTHER,SAFE,,False,False,False
67,external,08-12,BULL,BAD,SAFE,0.20105239556302532,True,False,False
71,external,08-12,BULL,OTHER,SAFE,,False,False,False
73,external,08-12,BULL,BAD,SAFE,0.9286833909885347,True,False,True
74,external,08-12,BULL,GOOD,SAFE,0.8875761873824898,True,False,True
78,external,08-12,BULL,GOOD,SAFE,0.27903000637195263,True,False,False
82,external,08-12,SIDEWAYS,GOOD,SAFE,,False,True,False
91,external,08-12,SIDEWAYS,OTHER,SAFE,,False,False,False
93,external,08-12,SIDEWAYS,GOOD,SAFE,,False,True,False
98,external,08-12,BULL,OTHER,SAFE,,False,False,False
103,external,08-12,SIDEWAYS,BAD,SAFE,0.9666452140079819,True,False,True
109,external,08-12,BULL,GOOD,SAFE,0.21133584698052604,True,False,False
111,external,08-12,BULL,OTHER,SAFE,,False,False,False
118,external,08-12,SIDEWAYS,GOOD,SAFE,,False,True,False
119,external,08-12,BULL,OTHER,SAFE,,False,False,False
128,external,08-12,BULL,GOOD,SAFE,0.36162928524638904,True,False,False
130,external,08-12,SIDEWAYS,GOOD,SAFE,,False,True,False
133,external,08-12,BEAR,OTHER,SAFE,,False,False,False
138,external,08-12,BEAR,OTHER,SAFE,,False,False,False
151,external,08-12,BEAR,OTHER,SAFE,,False,False,False
153,external,08-12,BEAR,GOOD,SAFE,0.7339682756380803,True,False,False
157,external,08-12,BEAR,GOOD,SAFE,,False,True,False
171,external,08-12,SIDEWAYS,OTHER,SAFE,,False,False,False
173,external,08-12,BULL,GOOD,SAFE,,False,True,False
176,external,08-12,BULL,BAD,SAFE,0.9085834818116043,True,False,True
179,external,08-12,BULL,BAD,SAFE,0.7273206728869558,True,False,False
191,external,08-12,BEAR,GOOD,SAFE,,False,True,False
195,external,08-12,SIDEWAYS,GOOD,SAFE,,False,True,False
4,external,12-16,SIDEWAYS,GOOD,SAFE,,False,True,False
12,external,12-16,BEAR,OTHER,SAFE,,False,False,False
15,external,12-16,SIDEWAYS,OTHER,SAFE,,False,False,False
16,external,12-16,SIDEWAYS,GOOD,SAFE,0.810809507732837,True,False,True
17,external,12-16,BULL,GOOD,SAFE,0.754743732066088,True,False,True
21,external,12-16,BEAR,GOOD,SAFE,,False,True,False
22,external,12-16,BEAR,OTHER,SAFE,,False,False,False
24,external,12-16,BULL,GOOD,SAFE,0.36347868811607625,True,False,False
26,external,12-16,BULL,OTHER,SAFE,,False,False,False
27,external,12-16,BULL,OTHER,SAFE,,False,False,False
31,external,12-16,SIDEWAYS,GOOD,SAFE,0.6205789270401095,True,False,True
38,external,12-16,BULL,GOOD,SAFE,0.2653153222482712,True,False,False
