exec_min,execution_utc,filter,partition,raw_n,filtered_n,retention,n,wins,wr,pf,expectancy,net,max_ls
300,05:00,K1_SECOND_HALF,reference_validation,24,3,0.125,3,1,0.3333333333333333,0.11433149151946798,-2.267246120515679,-6.801738361547037,2
300,05:00,FILL_FIRST_HALF,external,29,20,0.6896551724137931,20,13,0.65,2.8581059019345223,2.512761689002419,50.25523378004838,3
300,05:00,FILL_FIRST_HALF,development,52,37,0.7115384615384616,37,26,0.7027027027027027,1.9517431361752489,1.209712904194413,44.75937745519328,2
300,05:00,FILL_FIRST_HALF,reference_validation,24,19,0.7916666666666666,19,13,0.6842105263157895,1.814784916858655,1.121389868961118,21.30640751026124,2
300,05:00,FILL_SECOND_HALF,external,29,9,0.3103448275862069,9,4,0.4444444444444444,0.6534745180844869,-0.48365461289419936,-4.352891516047794,4
300,05:00,FILL_SECOND_HALF,development,52,15,0.28846153846153844,15,7,0.4666666666666667,1.0011753416537628,0.0015416706301010958,0.02312505945151644,5
300,05:00,FILL_SECOND_HALF,reference_validation,24,5,0.20833333333333334,5,2,0.4,0.2433708838046456,-2.0097620968062997,-10.048810484031499,2
300,05:00,K1_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,external,29,20,0.6896551724137931,20,12,0.6,2.203670351012674,2.0777175890668222,41.55435178133644,2
300,05:00,K1_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,development,52,22,0.4230769230769231,22,13,0.5909090909090909,1.9391146432578787,1.270030287857204,27.94066633285849,3
300,05:00,K1_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,reference_validation,24,15,0.625,15,9,0.6,1.2879917180363964,0.5025920513668315,7.538880770502472,4
300,05:00,FILL_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,external,29,17,0.5862068965517241,17,11,0.6470588235294118,2.7274383820109858,2.6881728042185027,45.698937671714546,2
300,05:00,FILL_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,development,52,18,0.34615384615384615,18,11,0.6111111111111112,2.351526157789941,1.5215939311675863,27.388690761016555,3
300,05:00,FILL_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,reference_validation,24,14,0.5833333333333334,14,9,0.6428571428571429,1.6386088156040053,0.9385805137738702,13.140127192834182,3
540,09:00,BASE,external,51,51,1.0,51,33,0.6470588235294118,1.1721919649542443,0.49523367308875194,25.25691732752635,3
540,09:00,BASE,development,89,89,1.0,89,56,0.6292134831460674,1.3769846212659103,0.5934780411542144,52.81954566272508,4
540,09:00,BASE,reference_validation,31,31,1.0,31,23,0.7419354838709677,1.755567239017798,0.9733970255278455,30.17530779136321,2
540,09:00,RANGE_COMPLETED_FIRST_HALF,external,51,6,0.11764705882352941,6,4,0.6666666666666666,0.6022267017942702,-1.4246773031353521,-8.548063818812112,1
540,09:00,RANGE_COMPLETED_FIRST_HALF,development,89,18,0.20224719101123595,18,10,0.5555555555555556,0.7611781783666902,-0.4688580049301722,-8.4394440887431,3
540,09:00,RANGE_COMPLETED_FIRST_HALF,reference_validation,31,5,0.16129032258064516,5,3,0.6,0.6624943250715768,-0.9908889917140005,-4.9544449585700026,2
540,09:00,RANGE_COMPLETED_SECOND_HALF,external,51,45,0.8823529411764706,45,29,0.6444444444444445,1.2700314534898072,0.7512218032519659,33.80498114633846,3
540,09:00,RANGE_COMPLETED_SECOND_HALF,development,89,71,0.797752808988764,71,46,0.647887323943662,1.5846841807396232,0.8628026725558902,61.2589897514682,5
540,09:00,RANGE_COMPLETED_SECOND_HALF,reference_validation,31,26,0.8387096774193549,26,20,0.7692307692307693,2.3908532105914935,1.3511443365358924,35.1297527499332,2
540,09:00,K1_FIRST_HALF,external,51,47,0.9215686274509803,47,30,0.6382978723404256,1.2097653655911655,0.6156729983773188,28.936630923733983,3
540,09:00,K1_FIRST_HALF,development,89,67,0.7528089887640449,67,44,0.6567164179104478,1.5160831499967646,0.7497906678504833,50.23597474598238,4
540,09:00,K1_FIRST_HALF,reference_validation,31,24,0.7741935483870968,24,20,0.8333333333333334,3.6116082384653696,1.8618023179254248,44.6832556302102,1
540,09:00,K1_SECOND_HALF,external,51,4,0.0784313725490196,4,3,0.75,0.5785571321425886,-0.9199283990519054,-3.6797135962076215,1
540,09:00,K1_SECOND_HALF,development,89,22,0.24719101123595505,22,12,0.5454545454545454,1.060406490798564,0.11743504167012214,2.583570916742687,3
540,09:00,K1_SECOND_HALF,reference_validation,31,7,0.22580645161290322,7,3,0.42857142857142855,0.36446171745579314,-2.0725639769781417,-14.507947838846992,3
540,09:00,FILL_FIRST_HALF,external,51,43,0.8431372549019608,43,27,0.627906976744186,1.1424866839756838,0.4451956026770117,19.143410915111502,2
540,09:00,FILL_FIRST_HALF,development,89,60,0.6741573033707865,60,38,0.6333333333333333,1.3774187687033013,0.6086308204685709,36.51784922811425,4
540,09:00,FILL_FIRST_HALF,reference_validation,31,22,0.7096774193548387,22,18,0.8181818181818182,3.1294172337663335,1.6560554039659428,36.43321888725074,1
540,09:00,FILL_SECOND_HALF,external,51,8,0.1568627450980392,8,6,0.75,1.4959621828076666,0.7641883015518564,6.113506412414851,2
540,09:00,FILL_SECOND_HALF,development,89,29,0.3258426966292135,29,18,0.6206896551724138,1.3760156919248046,0.5621274632624422,16.301696434610825,3
540,09:00,FILL_SECOND_HALF,reference_validation,31,9,0.2903225806451613,9,5,0.5555555555555556,0.7258646009502898,-0.6953234550986152,-6.257911095887536,3
540,09:00,K1_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,external,51,41,0.803921568627451,41,26,0.6341463414634146,1.3218735671930606,0.9142608473791731,37.4846947425461,3
540,09:00,K1_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,development,89,56,0.6292134831460674,56,38,0.6785714285714286,1.6795626393324776,0.9537359447970071,53.4092129086324,5
540,09:00,K1_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,reference_validation,31,21,0.6774193548387096,21,17,0.8095238095238095,3.043201376241254,1.6646719288559175,34.95811050597427,2
540,09:00,FILL_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,external,51,37,0.7254901960784313,37,23,0.6216216216216216,1.2453558674083614,0.7484182360519899,27.691474733923627,2
540,09:00,FILL_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,development,89,51,0.5730337078651685,51,34,0.6666666666666666,1.5695277582730622,0.8711485441716018,44.42857575275169,5
540,09:00,FILL_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,reference_validation,31,19,0.6129032258064516,19,15,0.7894736842105263,2.5610103715422174,1.4056880927902533,26.708073763014813,2
600,10:00,BASE,external,38,38,1.0,38,27,0.7105263157894737,1.4978460290886193,1.2660058278500483,48.108221458301834,3
600,10:00,BASE,development,97,97,1.0,97,60,0.6185567010309279,1.1626984620556278,0.2714443739473077,26.330104272888846,5
600,10:00,BASE,reference_validation,41,41,1.0,41,28,0.6829268292682927,1.994275924285748,1.4851883416151301,60.89272200622034,3
600,10:00,RANGE_COMPLETED_FIRST_HALF,external,38,5,0.13157894736842105,5,5,1.0,inf,4.29608384568907,21.48041922844535,0
600,10:00,RANGE_COMPLETED_FIRST_HALF,development,97,20,0.20618556701030927,20,11,0.55,0.5035185282433114,-1.1700294558224715,-23.40058911644943,3
600,10:00,RANGE_COMPLETED_FIRST_HALF,reference_validation,41,5,0.12195121951219512,5,5,1.0,inf,3.9371297459449126,19.685648729724562,0
600,10:00,RANGE_COMPLETED_SECOND_HALF,external,38,33,0.868421052631579,33,22,0.6666666666666666,1.2755567593572616,0.8069030978744389,26.627802229856485,3
600,10:00,RANGE_COMPLETED_SECOND_HALF,development,97,77,0.7938144329896907,77,49,0.6363636363636364,1.4335684378579616,0.6458531609004969,49.73069338933826,5
600,10:00,RANGE_COMPLETED_SECOND_HALF,reference_validation,41,36,0.8780487804878049,36,23,0.6388888888888888,1.6728423285940983,1.1446409243471052,41.207073276495784,3
600,10:00,K1_FIRST_HALF,external,38,33,0.868421052631579,33,23,0.696969696969697,1.441724872182436,1.1971108524373422,39.50465813043229,2
600,10:00,K1_FIRST_HALF,development,97,80,0.8247422680412371,80,54,0.675,1.4636412099804412,0.6941857795593964,55.53486236475172,4
600,10:00,K1_FIRST_HALF,reference_validation,41,35,0.8536585365853658,35,23,0.6571428571428571,1.7084689721667912,1.2392815029622217,43.37485260367776,3
600,10:00,K1_SECOND_HALF,external,38,5,0.13157894736842105,5,4,0.8,2.1949380045979434,1.7207126655739091,8.603563327869546,1
600,10:00,K1_SECOND_HALF,development,97,17,0.17525773195876287,17,6,0.35294117647058826,0.3055404829651347,-1.7179269465801692,-29.204758091862878,7
600,10:00,K1_SECOND_HALF,reference_validation,41,6,0.14634146341463414,6,5,0.8333333333333334,880.374192559653,2.9196449004237643,17.517869402542587,1
600,10:00,FILL_FIRST_HALF,external,38,28,0.7368421052631579,28,20,0.7142857142857143,1.3687851346385826,1.086303206728351,30.416489788393825,2
600,10:00,FILL_FIRST_HALF,development,97,74,0.7628865979381443,74,50,0.6756756756756757,1.347648787009853,0.5274047991039628,39.02795513369325,4
600,10:00,FILL_FIRST_HALF,reference_validation,41,34,0.8292682926829268,34,22,0.6470588235294118,1.6659232496561138,1.1991194240454397,40.77006041754495,3
600,10:00,FILL_SECOND_HALF,external,38,10,0.2631578947368421,10,7,0.7,2.2498403219570338,1.7691731669908008,17.69173166990801,2
600,10:00,FILL_SECOND_HALF,development,97,23,0.23711340206185566,23,10,0.43478260869565216,0.7438460377864029,-0.552080472208887,-12.697850860804401,7
600,10:00,FILL_SECOND_HALF,reference_validation,41,7,0.17073170731707318,7,6,0.8571428571428571,1011.1313624432104,2.8746659412393423,20.122661588675395,1
600,10:00,K1_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,external,38,28,0.7368421052631579,28,18,0.6428571428571429,1.201539641195694,0.6437228179281048,18.024238901986934,2
600,10:00,K1_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,development,97,63,0.6494845360824743,63,44,0.6984126984126984,1.805832657585403,1.0805170976981562,68.07257715498383,4
600,10:00,K1_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,reference_validation,41,31,0.7560975609756098,31,19,0.6129032258064516,1.4845381306772816,0.9569372113425626,29.66505355161944,3
600,10:00,FILL_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,external,38,23,0.6052631578947368,23,15,0.6521739130434783,1.108345506253912,0.3885248069542813,8.93607055994847,2
600,10:00,FILL_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,development,97,60,0.6185567010309279,60,42,0.7,1.6651212863597762,0.8928737232681878,53.57242339609127,4
600,10:00,FILL_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,reference_validation,41,30,0.7317073170731707,30,18,0.6,1.4419924081666042,0.9020087121828877,27.06026136548663,3
960,16:00,BASE,external,49,49,1.0,49,30,0.6122448979591837,1.6453786481457868,1.2118715660847894,59.381706738154676,7
960,16:00,BASE,development,50,50,1.0,50,28,0.56,0.8860182269496798,-0.34899639511085534,-17.449819755542766,3
960,16:00,BASE,reference_validation,24,24,1.0,24,14,0.5833333333333334,1.4010272664192651,0.886947629107811,21.286743098587465,5
960,16:00,RANGE_COMPLETED_FIRST_HALF,external,49,11,0.22448979591836735,11,7,0.6363636363636364,1.5555098975898687,0.9773730765194877,10.751103841714365,2
960,16:00,RANGE_COMPLETED_FIRST_HALF,development,50,5,0.1,5,4,0.8,22.758762761337984,2.355570842989652,11.77785421494826,1
960,16:00,RANGE_COMPLETED_FIRST_HALF,reference_validation,24,2,0.08333333333333333,2,1,0.5,0.29681003241524045,-5.929826744680415,-11.85965348936083,1
960,16:00,RANGE_COMPLETED_SECOND_HALF,external,49,38,0.7755102040816326,38,23,0.6052631578947368,1.6693168808156755,1.2797527078010609,48.630602896440315,5
960,16:00,RANGE_COMPLETED_SECOND_HALF,development,50,45,0.9,45,24,0.5333333333333333,0.8084081738437082,-0.6495038660109116,-29.227673970491022,3
960,16:00,RANGE_COMPLETED_SECOND_HALF,reference_validation,24,22,0.9166666666666666,22,13,0.5909090909090909,1.9152662081964293,1.5066543903612861,33.146396587948296,4
960,16:00,K1_FIRST_HALF,external,49,43,0.8775510204081632,43,26,0.6046511627906976,1.6433997843145327,1.3121719334303097,56.42339313750332,7
960,16:00,K1_FIRST_HALF,development,50,48,0.96,48,27,0.5625,0.861236020195671,-0.4389437639960907,-21.069300671812353,3
960,16:00,K1_FIRST_HALF,reference_validation,24,22,0.9166666666666666,22,14,0.6363636363636364,1.5646266077079873,1.219859611081212,26.83691144378667,5
960,16:00,K1_SECOND_HALF,external,49,6,0.12244897959183673,6,4,0.6666666666666666,1.6855964715901504,0.49305226677522757,2.9583136006513655,1
960,16:00,K1_SECOND_HALF,development,50,2,0.04,2,1,0.5,3.878190560476985,1.8097404581347956,3.619480916269591,1
960,16:00,K1_SECOND_HALF,reference_validation,24,2,0.08333333333333333,2,0,0.0,0.0,-2.775084172599601,-5.550168345199202,2
960,16:00,FILL_FIRST_HALF,external,49,42,0.8571428571428571,42,25,0.5952380952380952,1.6368617906430922,1.3297628385567504,55.85003921938352,7
960,16:00,FILL_FIRST_HALF,development,50,46,0.92,46,26,0.5652173913043478,0.8543602992673929,-0.4763925952554609,-21.9140593817512,3
960,16:00,FILL_FIRST_HALF,reference_validation,24,20,0.8333333333333334,20,13,0.65,1.5330075764584512,1.2650461743353607,25.300923486707212,5
960,16:00,FILL_SECOND_HALF,external,49,7,0.14285714285714285,7,5,0.7142857142857143,1.8184726558962294,0.5045239312530254,3.531667518771178,1
960,16:00,FILL_SECOND_HALF,development,50,4,0.08,4,2,0.5,2.7003711582981316,1.1160599065521115,4.464239626208446,1
960,16:00,FILL_SECOND_HALF,reference_validation,24,4,0.16666666666666666,4,1,0.25,0.28475475218316537,-1.0035450970299367,-4.014180388119747,2
960,16:00,K1_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,external,49,35,0.7142857142857143,35,21,0.6,1.72548558422389,1.4352374116948372,50.233309409319304,5
960,16:00,K1_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,development,50,43,0.86,43,23,0.5348837209302325,0.7828922095539359,-0.7638873229479213,-32.84715488676061,3
960,16:00,K1_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,reference_validation,24,20,0.8333333333333334,20,13,0.65,2.261918631195898,1.934828246657375,38.6965649331475,4
960,16:00,FILL_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,external,49,34,0.6938775510204082,34,20,0.5882352941176471,1.7172050228365283,1.4605869262117501,49.659955491199504,5
960,16:00,FILL_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,development,50,42,0.84,42,23,0.5476190476190477,0.790035150827241,-0.7495061687577299,-31.479259087824655,3
960,16:00,FILL_FIRST_HALF__RANGE_COMPLETED_SECOND_HALF,reference_validation,24,18,0.75,18,12,0.6666666666666666,2.214289985435202,2.0644764986704467,37.16057697606804,4
