signal,scope,name,eligible_n,signal_n,prevalence,persistent_rate,baseline_persistent_rate,lift,rebreak_rate
QUICK_RECLAIM,CLOCK,20-00,99,87,0.8787878787878788,0.3218390804597701,0.3333333333333333,-0.011494252873563204,0.6781609195402298
SLOW_RECLAIM,PARTITION,external,202,17,0.08415841584158416,0.47058823529411764,0.2623762376237624,0.20821199767035525,0.5294117647058824
SLOW_RECLAIM,PARTITION,development,333,32,0.0960960960960961,0.375,0.2882882882882883,0.08671171171171171,0.625
SLOW_RECLAIM,PARTITION,reference_validation,194,18,0.09278350515463918,0.3888888888888889,0.31443298969072164,0.07445589919816725,0.6111111111111112
SLOW_RECLAIM,POOL,POOLED_OOS,396,35,0.08838383838383838,0.42857142857142855,0.2878787878787879,0.14069264069264065,0.5714285714285714
SLOW_RECLAIM,POOL,POOLED_MAJOR,729,67,0.09190672153635117,0.40298507462686567,0.2880658436213992,0.11491923100546647,0.5970149253731343
SLOW_RECLAIM,CLOCK,00-04,112,4,0.03571428571428571,0.5,0.2767857142857143,0.2232142857142857,0.5
SLOW_RECLAIM,CLOCK,04-08,112,9,0.08035714285714286,0.5555555555555556,0.23214285714285715,0.32341269841269843,0.4444444444444444
SLOW_RECLAIM,CLOCK,08-12,127,14,0.11023622047244094,0.35714285714285715,0.3228346456692913,0.03430821147356583,0.6428571428571428
SLOW_RECLAIM,CLOCK,12-16,157,19,0.12101910828025478,0.42105263157894735,0.267515923566879,0.15353670801206837,0.5789473684210527
SLOW_RECLAIM,CLOCK,16-20,122,15,0.12295081967213115,0.3333333333333333,0.30327868852459017,0.030054644808743147,0.6666666666666667
SLOW_RECLAIM,CLOCK,20-00,99,6,0.06060606060606061,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666667
TIME_LEFT_120,PARTITION,external,202,131,0.6485148514851485,0.20610687022900764,0.2623762376237624,-0.056269367394754743,0.7938931297709924
TIME_LEFT_120,PARTITION,development,333,218,0.6546546546546547,0.24770642201834864,0.2882882882882883,-0.04058186626993965,0.7522935779816513
TIME_LEFT_120,PARTITION,reference_validation,194,128,0.6597938144329897,0.25,0.31443298969072164,-0.06443298969072164,0.75
TIME_LEFT_120,POOL,POOLED_OOS,396,259,0.6540404040404041,0.2277992277992278,0.2878787878787879,-0.06007956007956011,0.7722007722007722
TIME_LEFT_120,POOL,POOLED_MAJOR,729,477,0.654320987654321,0.23689727463312368,0.2880658436213992,-0.051168568988275515,0.7631027253668763
TIME_LEFT_120,CLOCK,00-04,112,84,0.75,0.2976190476190476,0.2767857142857143,0.020833333333333315,0.7023809523809523
TIME_LEFT_120,CLOCK,04-08,112,77,0.6875,0.16883116883116883,0.23214285714285715,-0.06331168831168832,0.8311688311688312
TIME_LEFT_120,CLOCK,08-12,127,76,0.5984251968503937,0.2894736842105263,0.3228346456692913,-0.03336096145876499,0.7105263157894737
TIME_LEFT_120,CLOCK,12-16,157,95,0.6050955414012739,0.18947368421052632,0.267515923566879,-0.07804223935635266,0.8105263157894737
TIME_LEFT_120,CLOCK,16-20,122,85,0.6967213114754098,0.23529411764705882,0.30327868852459017,-0.06798457087753135,0.7647058823529411
TIME_LEFT_120,CLOCK,20-00,99,60,0.6060606060606061,0.25,0.3333333333333333,-0.08333333333333331,0.75
HOLD_5M_ABOVE_L,PARTITION,external,202,149,0.7376237623762376,0.35570469798657717,0.2623762376237624,0.09332846036281478,0.6442953020134228
HOLD_5M_ABOVE_L,PARTITION,development,333,247,0.7417417417417418,0.38461538461538464,0.2882882882882883,0.09632709632709635,0.6153846153846154
HOLD_5M_ABOVE_L,PARTITION,reference_validation,194,142,0.7319587628865979,0.4295774647887324,0.31443298969072164,0.11514447509801073,0.5704225352112676
HOLD_5M_ABOVE_L,POOL,POOLED_OOS,396,291,0.7348484848484849,0.3917525773195876,0.2878787878787879,0.10387378944079972,0.6082474226804124
HOLD_5M_ABOVE_L,POOL,POOLED_MAJOR,729,538,0.7379972565157751,0.38847583643122674,0.2880658436213992,0.10040999280982754,0.6115241635687733
HOLD_5M_ABOVE_L,CLOCK,00-04,112,83,0.7410714285714286,0.37349397590361444,0.2767857142857143,0.09670826161790014,0.6265060240963856
HOLD_5M_ABOVE_L,CLOCK,04-08,112,80,0.7142857142857143,0.325,0.23214285714285715,0.09285714285714286,0.675
HOLD_5M_ABOVE_L,CLOCK,08-12,127,90,0.7086614173228346,0.45555555555555555,0.3228346456692913,0.13272090988626423,0.5444444444444445
HOLD_5M_ABOVE_L,CLOCK,12-16,157,120,0.7643312101910829,0.3416666666666667,0.267515923566879,0.0741507430997877,0.6583333333333333
HOLD_5M_ABOVE_L,CLOCK,16-20,122,91,0.7459016393442623,0.4065934065934066,0.30327868852459017,0.10331471806881642,0.5934065934065934
HOLD_5M_ABOVE_L,CLOCK,20-00,99,74,0.7474747474747475,0.44594594594594594,0.3333333333333333,0.11261261261261263,0.5540540540540541
HIGHER_CLOSE_5M,PARTITION,external,202,104,0.5148514851485149,0.38461538461538464,0.2623762376237624,0.12223914699162225,0.6153846153846154
HIGHER_CLOSE_5M,PARTITION,development,333,184,0.5525525525525525,0.41304347826086957,0.2882882882882883,0.12475518997258128,0.5869565217391304
HIGHER_CLOSE_5M,PARTITION,reference_validation,194,109,0.5618556701030928,0.45871559633027525,0.31443298969072164,0.1442826066395536,0.5412844036697247
HIGHER_CLOSE_5M,POOL,POOLED_OOS,396,213,0.5378787878787878,0.4225352112676056,0.2878787878787879,0.13465642338881773,0.5774647887323944
HIGHER_CLOSE_5M,POOL,POOLED_MAJOR,729,397,0.5445816186556928,0.4181360201511335,0.2880658436213992,0.1300701765297343,0.5818639798488665
HIGHER_CLOSE_5M,CLOCK,00-04,112,65,0.5803571428571429,0.4153846153846154,0.2767857142857143,0.1385989010989011,0.5846153846153845
HIGHER_CLOSE_5M,CLOCK,04-08,112,47,0.41964285714285715,0.3829787234042553,0.23214285714285715,0.15083586626139817,0.6170212765957447
HIGHER_CLOSE_5M,CLOCK,08-12,127,72,0.5669291338582677,0.4583333333333333,0.3228346456692913,0.135498687664042,0.5416666666666667
HIGHER_CLOSE_5M,CLOCK,12-16,157,88,0.5605095541401274,0.3522727272727273,0.267515923566879,0.08475680370584832,0.6477272727272727
HIGHER_CLOSE_5M,CLOCK,16-20,122,74,0.6065573770491803,0.3783783783783784,0.30327868852459017,0.07509968985378823,0.6216216216216216
HIGHER_CLOSE_5M,CLOCK,20-00,99,51,0.5151515151515151,0.5686274509803921,0.3333333333333333,0.23529411764705882,0.43137254901960786
HOLD_10M_ABOVE_L,PARTITION,external,202,118,0.5841584158415841,0.4322033898305085,0.2623762376237624,0.1698271522067461,0.5677966101694916
HOLD_10M_ABOVE_L,PARTITION,development,333,214,0.6426426426426426,0.4392523364485981,0.2882882882882883,0.15096404816030984,0.5607476635514019
HOLD_10M_ABOVE_L,PARTITION,reference_validation,194,124,0.6391752577319587,0.49193548387096775,0.31443298969072164,0.1775024941802461,0.5080645161290323
HOLD_10M_ABOVE_L,POOL,POOLED_OOS,396,242,0.6111111111111112,0.4628099173553719,0.2878787878787879,0.174931129476584,0.5371900826446281
HOLD_10M_ABOVE_L,POOL,POOLED_MAJOR,729,456,0.6255144032921811,0.4517543859649123,0.2880658436213992,0.1636885423435131,0.5482456140350878
HOLD_10M_ABOVE_L,CLOCK,00-04,112,68,0.6071428571428571,0.4411764705882353,0.2767857142857143,0.16439075630252098,0.5588235294117647
HOLD_10M_ABOVE_L,CLOCK,04-08,112,64,0.5714285714285714,0.390625,0.23214285714285715,0.15848214285714285,0.609375
HOLD_10M_ABOVE_L,CLOCK,08-12,127,73,0.5748031496062992,0.5616438356164384,0.3228346456692913,0.23880918994714706,0.4383561643835616
HOLD_10M_ABOVE_L,CLOCK,12-16,157,108,0.6878980891719745,0.37037037037037035,0.267515923566879,0.10285444680349137,0.6296296296296297
HOLD_10M_ABOVE_L,CLOCK,16-20,122,80,0.6557377049180327,0.4625,0.30327868852459017,0.15922131147540985,0.5375
HOLD_10M_ABOVE_L,CLOCK,20-00,99,63,0.6363636363636364,0.5238095238095238,0.3333333333333333,0.19047619047619052,0.47619047619047616
EXT10_CLOSE_BEFORE_REBREAK,PARTITION,external,202,112,0.5544554455445545,0.44642857142857145,0.2623762376237624,0.18405233380480907,0.5535714285714286
EXT10_CLOSE_BEFORE_REBREAK,PARTITION,development,333,202,0.6066066066066066,0.46534653465346537,0.2882882882882883,0.17705824636517709,0.5346534653465347
EXT10_CLOSE_BEFORE_REBREAK,PARTITION,reference_validation,194,113,0.5824742268041238,0.5309734513274337,0.31443298969072164,0.21654046163671203,0.4690265486725663
EXT10_CLOSE_BEFORE_REBREAK,POOL,POOLED_OOS,396,225,0.5681818181818182,0.4888888888888889,0.2878787878787879,0.20101010101010097,0.5111111111111111
EXT10_CLOSE_BEFORE_REBREAK,POOL,POOLED_MAJOR,729,427,0.5857338820301783,0.477751756440281,0.2880658436213992,0.1896859128188818,0.522248243559719
EXT10_CLOSE_BEFORE_REBREAK,CLOCK,00-04,112,63,0.5625,0.47619047619047616,0.2767857142857143,0.19940476190476186,0.5238095238095238
EXT10_CLOSE_BEFORE_REBREAK,CLOCK,04-08,112,56,0.5,0.44642857142857145,0.23214285714285715,0.2142857142857143,0.5535714285714286
EXT10_CLOSE_BEFORE_REBREAK,CLOCK,08-12,127,69,0.5433070866141733,0.5942028985507246,0.3228346456692913,0.2713682528814333,0.4057971014492754
EXT10_CLOSE_BEFORE_REBREAK,CLOCK,12-16,157,106,0.6751592356687898,0.3867924528301887,0.267515923566879,0.11927652926330973,0.6132075471698113
EXT10_CLOSE_BEFORE_REBREAK,CLOCK,16-20,122,74,0.6065573770491803,0.4594594594594595,0.30327868852459017,0.15618077093486932,0.5405405405405406
EXT10_CLOSE_BEFORE_REBREAK,CLOCK,20-00,99,59,0.5959595959595959,0.559322033898305,0.3333333333333333,0.22598870056497172,0.44067796610169496
EXT25_CLOSE_BEFORE_REBREAK,PARTITION,external,202,75,0.3712871287128713,0.64,0.2623762376237624,0.3776237623762376,0.36
EXT25_CLOSE_BEFORE_REBREAK,PARTITION,development,333,135,0.40540540540540543,0.6148148148148148,0.2882882882882883,0.32652652652652653,0.3851851851851852
EXT25_CLOSE_BEFORE_REBREAK,PARTITION,reference_validation,194,71,0.36597938144329895,0.6901408450704225,0.31443298969072164,0.37570785537970086,0.3098591549295775
EXT25_CLOSE_BEFORE_REBREAK,POOL,POOLED_OOS,396,146,0.3686868686868687,0.6643835616438356,0.2878787878787879,0.3765047737650477,0.3356164383561644
EXT25_CLOSE_BEFORE_REBREAK,POOL,POOLED_MAJOR,729,281,0.38545953360768176,0.6405693950177936,0.2880658436213992,0.35250355139639444,0.35943060498220636
EXT25_CLOSE_BEFORE_REBREAK,CLOCK,00-04,112,41,0.36607142857142855,0.6585365853658537,0.2767857142857143,0.3817508710801394,0.3414634146341463
EXT25_CLOSE_BEFORE_REBREAK,CLOCK,04-08,112,34,0.30357142857142855,0.6470588235294118,0.23214285714285715,0.41491596638655465,0.3529411764705882
EXT25_CLOSE_BEFORE_REBREAK,CLOCK,08-12,127,50,0.3937007874015748,0.8,0.3228346456692913,0.4771653543307087,0.19999999999999996
EXT25_CLOSE_BEFORE_REBREAK,CLOCK,12-16,157,75,0.47770700636942676,0.49333333333333335,0.267515923566879,0.22581740976645437,0.5066666666666666
EXT25_CLOSE_BEFORE_REBREAK,CLOCK,16-20,122,45,0.36885245901639346,0.6444444444444445,0.30327868852459017,0.3411657559198543,0.3555555555555555
EXT25_CLOSE_BEFORE_REBREAK,CLOCK,20-00,99,36,0.36363636363636365,0.6944444444444444,0.3333333333333333,0.3611111111111111,0.3055555555555556
