event_id,local_date,weekday,H,L,R,k1_signal,leave_start,leave_ts,terminal,terminal_start,minutes_leave_to_h2,h2_timing_bucket,first_post_leave_exists,first_post_leave_start,first_post_leave_close,first_close_depth_R,first_close_depth_bin,first_post_leave_is_h2_terminal,pre_h2_low_depth_R,pre_h2_close_depth_R,P10_level,P10_reached_before_terminal,P10_first_start,P10_first_complete,P10_to_h2_minutes,P20_level,P20_reached_before_terminal,P20_first_start,P20_first_complete,P20_to_h2_minutes,P35_level,P35_reached_before_terminal,P35_first_start,P35_first_complete,P35_to_h2_minutes,P50_level,P50_reached_before_terminal,P50_first_start,P50_first_complete,P50_to_h2_minutes
2022-03-24,2022-03-24,Thursday,405.68,402.01,3.670000000000016,2022-03-23 22:05:00+00:00,2022-03-23 22:05:00+00:00,2022-03-23 22:10:00+00:00,H2_ARRIVAL,2022-03-23 22:15:00+00:00,10.0,2_BARS_10M,True,2022-03-23 22:10:00+00:00,405.04,0.17438692098092196,GT_0.10_TO_0.20R,False,0.18528610354223538,0.17438692098092196,405.313,True,2022-03-23 22:10:00+00:00,2022-03-23 22:15:00+00:00,5.0,404.946,False,,,,404.3955,False,,,,403.845,False,,,
2022-03-27,2022-03-27,Sunday,416.29,412.81,3.480000000000018,2022-03-27 00:25:00+00:00,2022-03-27 00:25:00+00:00,2022-03-27 00:30:00+00:00,H2_ARRIVAL,2022-03-27 00:30:00+00:00,5.0,1_BAR_5M,True,2022-03-27 00:30:00+00:00,416.27,0.005747126436792686,LE_0.10R,True,0.0,0.0,415.942,False,,,,415.594,False,,,,415.072,False,,,,414.55,False,,,
2022-04-08,2022-04-08,Friday,438.43,433.72,4.7099999999999795,2022-04-08 00:15:00+00:00,2022-04-08 00:20:00+00:00,2022-04-08 00:25:00+00:00,H2_ARRIVAL,2022-04-08 01:30:00+00:00,70.0,13PLUS_BARS_65M_PLUS,True,2022-04-08 00:25:00+00:00,436.41,0.4288747346072167,GT_0.35_TO_0.50R,False,0.6751592356687942,0.6220806794055244,437.959,True,2022-04-08 00:25:00+00:00,2022-04-08 00:30:00+00:00,65.0,437.488,True,2022-04-08 00:25:00+00:00,2022-04-08 00:30:00+00:00,65.0,436.7815,True,2022-04-08 00:25:00+00:00,2022-04-08 00:30:00+00:00,65.0,436.07500000000005,True,2022-04-08 00:30:00+00:00,2022-04-08 00:35:00+00:00,60.0
2022-04-13,2022-04-13,Wednesday,412.99,406.4,6.590000000000032,2022-04-12 23:05:00+00:00,2022-04-12 23:05:00+00:00,2022-04-12 23:10:00+00:00,H2_ARRIVAL,2022-04-12 23:20:00+00:00,15.0,3_BARS_15M,True,2022-04-12 23:10:00+00:00,412.48,0.07738998482549142,LE_0.10R,False,0.1562974203338429,0.07738998482549142,412.331,False,,,,411.672,False,,,,410.6835,False,,,,409.695,False,,,
2022-04-30,2022-04-30,Saturday,395.51,389.46,6.050000000000011,2022-04-30 01:10:00+00:00,2022-04-30 01:10:00+00:00,2022-04-30 01:15:00+00:00,H2_ARRIVAL,2022-04-30 01:35:00+00:00,25.0,4_6_BARS_20_30M,True,2022-04-30 01:15:00+00:00,394.64,0.14380165289256247,GT_0.10_TO_0.20R,False,0.21818181818181664,0.19173553719007702,394.905,True,2022-04-30 01:15:00+00:00,2022-04-30 01:20:00+00:00,20.0,394.3,False,,,,393.3925,False,,,,392.485,False,,,
2022-05-03,2022-05-03,Tuesday,389.65,381.91,7.739999999999952,2022-05-02 22:05:00+00:00,2022-05-02 22:05:00+00:00,2022-05-02 22:10:00+00:00,H2_ARRIVAL,2022-05-02 22:10:00+00:00,5.0,1_BAR_5M,True,2022-05-02 22:10:00+00:00,389.91,-0.03359173126615625,LE_0.10R,True,0.0,0.0,388.876,False,,,,388.102,False,,,,386.941,False,,,,385.78,False,,,
2022-05-04,2022-05-04,Wednesday,384.54,379.5,5.0400000000000205,2022-05-04 00:40:00+00:00,2022-05-04 00:45:00+00:00,2022-05-04 00:50:00+00:00,H2_ARRIVAL,2022-05-04 00:50:00+00:00,5.0,1_BAR_5M,True,2022-05-04 00:50:00+00:00,384.77,-0.04563492063491278,LE_0.10R,True,0.0,0.0,384.036,False,,,,383.53200000000004,False,,,,382.776,False,,,,382.02,False,,,
2022-05-06,2022-05-06,Friday,378.39,370.0,8.389999999999986,2022-05-05 23:15:00+00:00,2022-05-05 23:20:00+00:00,2022-05-05 23:25:00+00:00,H2_ARRIVAL,2022-05-05 23:50:00+00:00,30.0,4_6_BARS_20_30M,True,2022-05-05 23:25:00+00:00,377.58,0.09654350417163332,LE_0.10R,False,0.16567342073897362,0.09654350417163332,377.551,False,,,,376.712,False,,,,375.45349999999996,False,,,,374.195,False,,,
2022-05-17,2022-05-17,Tuesday,300.96,294.0,6.9599999999999795,2022-05-16 22:05:00+00:00,2022-05-16 22:05:00+00:00,2022-05-16 22:10:00+00:00,H2_ARRIVAL,2022-05-16 22:10:00+00:00,5.0,1_BAR_5M,True,2022-05-16 22:10:00+00:00,301.01,-0.007183908045978666,LE_0.10R,True,0.0,0.0,300.264,False,,,,299.568,False,,,,298.524,False,,,,297.48,False,,,
2022-05-28,2022-05-28,Saturday,303.7,295.42,8.279999999999973,2022-05-27 22:45:00+00:00,2022-05-27 22:45:00+00:00,2022-05-27 22:50:00+00:00,H2_ARRIVAL,2022-05-27 22:55:00+00:00,10.0,2_BARS_10M,True,2022-05-27 22:50:00+00:00,302.66,0.12560386473429555,GT_0.10_TO_0.20R,False,0.18599033816424743,0.12560386473429555,302.872,True,2022-05-27 22:50:00+00:00,2022-05-27 22:55:00+00:00,5.0,302.044,False,,,,300.802,False,,,,299.56,False,,,
2022-05-29,2022-05-29,Sunday,309.57,305.15,4.420000000000016,2022-05-28 23:45:00+00:00,2022-05-28 23:50:00+00:00,2022-05-28 23:55:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2022-05-29 01:25:00+00:00,,NON_H2,True,2022-05-28 23:55:00+00:00,307.26,0.5226244343891389,GT_0.50R,False,,,309.128,True,2022-05-28 23:55:00+00:00,2022-05-29 00:00:00+00:00,,308.686,True,2022-05-28 23:55:00+00:00,2022-05-29 00:00:00+00:00,,308.02299999999997,True,2022-05-28 23:55:00+00:00,2022-05-29 00:00:00+00:00,,307.36,True,2022-05-28 23:55:00+00:00,2022-05-29 00:00:00+00:00,
2022-06-15,2022-06-15,Wednesday,223.83,214.28,9.550000000000011,2022-06-14 23:40:00+00:00,2022-06-14 23:40:00+00:00,2022-06-14 23:45:00+00:00,H2_ARRIVAL,2022-06-14 23:50:00+00:00,10.0,2_BARS_10M,True,2022-06-14 23:45:00+00:00,223.12,0.07434554973822063,LE_0.10R,False,0.1706806282722536,0.07434554973822063,222.875,False,,,,221.92000000000002,False,,,,220.4875,False,,,,219.055,False,,,
2022-06-20,2022-06-20,Monday,216.56,205.66,10.900000000000006,2022-06-19 22:30:00+00:00,2022-06-19 22:30:00+00:00,2022-06-19 22:35:00+00:00,NO_H2_BY_END,,,NON_H2,True,2022-06-19 22:35:00+00:00,214.67,0.1733944954128453,GT_0.10_TO_0.20R,False,,,215.47,True,2022-06-19 22:35:00+00:00,2022-06-19 22:40:00+00:00,,214.38,True,2022-06-19 22:45:00+00:00,2022-06-19 22:50:00+00:00,,212.745,True,2022-06-20 00:10:00+00:00,2022-06-20 00:15:00+00:00,,211.11,True,2022-06-20 00:50:00+00:00,2022-06-20 00:55:00+00:00,
2022-06-24,2022-06-24,Friday,230.67,222.07,8.599999999999994,2022-06-24 00:20:00+00:00,2022-06-24 00:25:00+00:00,2022-06-24 00:30:00+00:00,H2_ARRIVAL,2022-06-24 01:15:00+00:00,50.0,7_12_BARS_35_60M,True,2022-06-24 00:30:00+00:00,229.28,0.1616279069767427,GT_0.10_TO_0.20R,False,0.298837209302325,0.2593023255813943,229.81,True,2022-06-24 00:30:00+00:00,2022-06-24 00:35:00+00:00,45.0,228.95,True,2022-06-24 00:35:00+00:00,2022-06-24 00:40:00+00:00,40.0,227.66,False,,,,226.37,False,,,
2022-06-26,2022-06-26,Sunday,239.61,233.07,6.5400000000000205,2022-06-25 22:05:00+00:00,2022-06-25 22:05:00+00:00,2022-06-25 22:10:00+00:00,H2_ARRIVAL,2022-06-25 22:30:00+00:00,25.0,4_6_BARS_20_30M,True,2022-06-25 22:10:00+00:00,238.46,0.1758409785932725,GT_0.10_TO_0.20R,False,0.2110091743119296,0.1758409785932725,238.95600000000002,True,2022-06-25 22:10:00+00:00,2022-06-25 22:15:00+00:00,20.0,238.30200000000002,False,,,,237.321,False,,,,236.34,False,,,
2022-07-01,2022-07-01,Friday,214.3,209.62,4.680000000000007,2022-06-30 22:40:00+00:00,2022-06-30 22:40:00+00:00,2022-06-30 22:45:00+00:00,H2_ARRIVAL,2022-06-30 22:45:00+00:00,5.0,1_BAR_5M,True,2022-06-30 22:45:00+00:00,214.34,-0.008547008547006834,LE_0.10R,True,0.0,0.0,213.83200000000002,False,,,,213.364,False,,,,212.662,False,,,,211.96,False,,,
2022-07-07,2022-07-07,Thursday,239.63,236.0,3.6299999999999955,2022-07-06 22:10:00+00:00,2022-07-06 22:20:00+00:00,2022-07-06 22:25:00+00:00,H2_ARRIVAL,2022-07-06 23:00:00+00:00,40.0,7_12_BARS_35_60M,True,2022-07-06 22:25:00+00:00,238.95,0.18732782369146217,GT_0.10_TO_0.20R,False,0.647382920110192,0.6198347107438025,239.267,True,2022-07-06 22:25:00+00:00,2022-07-06 22:30:00+00:00,35.0,238.904,True,2022-07-06 22:30:00+00:00,2022-07-06 22:35:00+00:00,30.0,238.3595,True,2022-07-06 22:40:00+00:00,2022-07-06 22:45:00+00:00,20.0,237.815,True,2022-07-06 22:45:00+00:00,2022-07-06 22:50:00+00:00,15.0
2022-07-09,2022-07-09,Saturday,243.6,240.31,3.289999999999992,2022-07-08 23:30:00+00:00,2022-07-08 23:30:00+00:00,2022-07-08 23:35:00+00:00,NO_H2_BY_END,,,NON_H2,True,2022-07-08 23:35:00+00:00,242.78,0.24924012158054565,GT_0.20_TO_0.35R,False,,,243.271,True,2022-07-08 23:35:00+00:00,2022-07-08 23:40:00+00:00,,242.942,True,2022-07-08 23:35:00+00:00,2022-07-08 23:40:00+00:00,,242.4485,True,2022-07-08 23:45:00+00:00,2022-07-08 23:50:00+00:00,,241.95499999999998,True,2022-07-08 23:50:00+00:00,2022-07-08 23:55:00+00:00,
2022-07-17,2022-07-17,Sunday,250.39,246.46,3.9299999999999784,2022-07-16 22:25:00+00:00,2022-07-16 22:25:00+00:00,2022-07-16 22:30:00+00:00,H2_ARRIVAL,2022-07-16 22:50:00+00:00,25.0,4_6_BARS_20_30M,True,2022-07-16 22:30:00+00:00,249.72,0.1704834605597942,GT_0.10_TO_0.20R,False,0.36895674300254366,0.3002544529262048,249.99699999999999,True,2022-07-16 22:30:00+00:00,2022-07-16 22:35:00+00:00,20.0,249.60399999999998,True,2022-07-16 22:35:00+00:00,2022-07-16 22:40:00+00:00,15.0,249.0145,False,,,,248.425,False,,,
2022-07-18,2022-07-18,Monday,250.75,246.9,3.8499999999999943,2022-07-17 22:05:00+00:00,2022-07-17 22:05:00+00:00,2022-07-17 22:10:00+00:00,H2_ARRIVAL,2022-07-18 01:10:00+00:00,185.0,13PLUS_BARS_65M_PLUS,True,2022-07-17 22:10:00+00:00,249.94,0.2103896103896113,GT_0.20_TO_0.35R,False,0.8805194805194783,0.8233766233766213,250.365,True,2022-07-17 22:10:00+00:00,2022-07-17 22:15:00+00:00,180.0,249.98,True,2022-07-17 22:10:00+00:00,2022-07-17 22:15:00+00:00,180.0,249.4025,True,2022-07-17 22:15:00+00:00,2022-07-17 22:20:00+00:00,175.0,248.825,True,2022-07-17 23:25:00+00:00,2022-07-17 23:30:00+00:00,105.0
2022-07-25,2022-07-25,Monday,264.49,261.61,2.8799999999999955,2022-07-24 22:05:00+00:00,2022-07-24 22:05:00+00:00,2022-07-24 22:10:00+00:00,H2_ARRIVAL,2022-07-24 22:10:00+00:00,5.0,1_BAR_5M,True,2022-07-24 22:10:00+00:00,264.33,0.05555555555556433,LE_0.10R,True,0.0,0.0,264.202,False,,,,263.914,False,,,,263.482,False,,,,263.05,False,,,
2022-08-05,2022-08-05,Friday,312.69,300.26,12.430000000000007,2022-08-04 22:45:00+00:00,2022-08-04 22:50:00+00:00,2022-08-04 22:55:00+00:00,H2_ARRIVAL,2022-08-05 01:45:00+00:00,175.0,13PLUS_BARS_65M_PLUS,True,2022-08-04 22:55:00+00:00,310.9,0.14400643604183583,GT_0.10_TO_0.20R,False,0.37731295253419106,0.3732904263877702,311.447,True,2022-08-04 22:55:00+00:00,2022-08-04 23:00:00+00:00,170.0,310.204,True,2022-08-04 23:20:00+00:00,2022-08-04 23:25:00+00:00,145.0,308.3395,True,2022-08-05 00:55:00+00:00,2022-08-05 01:00:00+00:00,50.0,306.475,False,,,
2022-08-06,2022-08-06,Saturday,316.51,311.1,5.409999999999968,2022-08-05 22:15:00+00:00,2022-08-05 22:20:00+00:00,2022-08-05 22:25:00+00:00,H2_ARRIVAL,2022-08-05 22:45:00+00:00,25.0,4_6_BARS_20_30M,True,2022-08-05 22:25:00+00:00,315.83,0.1256931608133107,GT_0.10_TO_0.20R,False,0.3678373382624807,0.2606284658040622,315.969,True,2022-08-05 22:25:00+00:00,2022-08-05 22:30:00+00:00,20.0,315.428,True,2022-08-05 22:30:00+00:00,2022-08-05 22:35:00+00:00,15.0,314.61650000000003,False,,,,313.805,False,,,
2022-08-10,2022-08-10,Wednesday,325.9,318.68,7.21999999999997,2022-08-09 22:05:00+00:00,2022-08-09 22:05:00+00:00,2022-08-09 22:10:00+00:00,H2_ARRIVAL,2022-08-09 22:55:00+00:00,50.0,7_12_BARS_35_60M,True,2022-08-09 22:10:00+00:00,325.07,0.11495844875346087,GT_0.10_TO_0.20R,False,0.2908587257617693,0.26315789473684004,325.178,True,2022-08-09 22:10:00+00:00,2022-08-09 22:15:00+00:00,45.0,324.45599999999996,True,2022-08-09 22:25:00+00:00,2022-08-09 22:30:00+00:00,30.0,323.373,False,,,,322.28999999999996,False,,,
2022-08-11,2022-08-11,Thursday,332.88,325.79,7.089999999999975,2022-08-11 01:05:00+00:00,2022-08-11 01:05:00+00:00,2022-08-11 01:10:00+00:00,H2_ARRIVAL,2022-08-11 01:25:00+00:00,20.0,4_6_BARS_20_30M,True,2022-08-11 01:10:00+00:00,331.79,0.153737658674186,GT_0.10_TO_0.20R,False,0.2961918194640381,0.2750352609308879,332.171,True,2022-08-11 01:10:00+00:00,2022-08-11 01:15:00+00:00,15.0,331.462,True,2022-08-11 01:15:00+00:00,2022-08-11 01:20:00+00:00,10.0,330.3985,False,,,,329.33500000000004,False,,,
2022-08-22,2022-08-22,Monday,304.31,296.41,7.899999999999977,2022-08-22 00:25:00+00:00,2022-08-22 00:25:00+00:00,2022-08-22 00:30:00+00:00,NO_H2_BY_END,,,NON_H2,True,2022-08-22 00:30:00+00:00,301.92,0.3025316455696194,GT_0.20_TO_0.35R,False,,,303.52,True,2022-08-22 00:30:00+00:00,2022-08-22 00:35:00+00:00,,302.73,True,2022-08-22 00:30:00+00:00,2022-08-22 00:35:00+00:00,,301.545,True,2022-08-22 00:45:00+00:00,2022-08-22 00:50:00+00:00,,300.36,True,2022-08-22 01:05:00+00:00,2022-08-22 01:10:00+00:00,
2022-08-24,2022-08-24,Wednesday,299.5,295.8,3.6999999999999886,2022-08-23 22:10:00+00:00,2022-08-23 22:10:00+00:00,2022-08-23 22:15:00+00:00,H2_ARRIVAL,2022-08-23 22:30:00+00:00,20.0,4_6_BARS_20_30M,True,2022-08-23 22:15:00+00:00,299.1,0.1081081081081023,GT_0.10_TO_0.20R,False,0.24594594594595345,0.14594594594595192,299.13,True,2022-08-23 22:15:00+00:00,2022-08-23 22:20:00+00:00,15.0,298.76,False,,,,298.205,False,,,,297.65,False,,,
2022-08-30,2022-08-30,Tuesday,284.29,279.85,4.439999999999998,2022-08-29 22:10:00+00:00,2022-08-29 22:10:00+00:00,2022-08-29 22:15:00+00:00,H2_ARRIVAL,2022-08-29 23:00:00+00:00,50.0,7_12_BARS_35_60M,True,2022-08-29 22:15:00+00:00,283.44,0.19144144144144665,GT_0.10_TO_0.20R,False,0.2792792792792815,0.2545045045045036,283.846,True,2022-08-29 22:15:00+00:00,2022-08-29 22:20:00+00:00,45.0,283.40200000000004,True,2022-08-29 22:25:00+00:00,2022-08-29 22:30:00+00:00,35.0,282.73600000000005,False,,,,282.07000000000005,False,,,
2022-08-31,2022-08-31,Wednesday,284.58,277.53,7.050000000000011,2022-08-31 00:30:00+00:00,2022-08-31 00:35:00+00:00,2022-08-31 00:40:00+00:00,H2_ARRIVAL,2022-08-31 01:35:00+00:00,60.0,7_12_BARS_35_60M,True,2022-08-31 00:40:00+00:00,283.49,0.15460992907801038,GT_0.10_TO_0.20R,False,0.4950354609929083,0.36737588652481856,283.875,True,2022-08-31 00:40:00+00:00,2022-08-31 00:45:00+00:00,55.0,283.16999999999996,True,2022-08-31 00:45:00+00:00,2022-08-31 00:50:00+00:00,50.0,282.11249999999995,True,2022-08-31 00:50:00+00:00,2022-08-31 00:55:00+00:00,45.0,281.05499999999995,False,,,
2022-09-02,2022-09-02,Friday,278.47,272.58,5.890000000000043,2022-09-01 22:10:00+00:00,2022-09-01 22:10:00+00:00,2022-09-01 22:15:00+00:00,H2_ARRIVAL,2022-09-01 23:35:00+00:00,85.0,13PLUS_BARS_65M_PLUS,True,2022-09-01 22:15:00+00:00,277.78,0.11714770797963489,GT_0.10_TO_0.20R,False,0.2512733446519537,0.2495755517826853,277.88100000000003,True,2022-09-01 22:15:00+00:00,2022-09-01 22:20:00+00:00,80.0,277.29200000000003,True,2022-09-01 22:30:00+00:00,2022-09-01 22:35:00+00:00,65.0,276.4085,False,,,,275.525,False,,,
2022-09-03,2022-09-03,Saturday,277.73,273.33,4.400000000000034,2022-09-02 23:00:00+00:00,2022-09-02 23:00:00+00:00,2022-09-02 23:05:00+00:00,H2_ARRIVAL,2022-09-03 00:20:00+00:00,80.0,13PLUS_BARS_65M_PLUS,True,2022-09-02 23:05:00+00:00,277.05,0.1545454545454549,GT_0.10_TO_0.20R,False,0.324999999999999,0.27500000000000613,277.29,True,2022-09-02 23:05:00+00:00,2022-09-02 23:10:00+00:00,75.0,276.85,True,2022-09-02 23:10:00+00:00,2022-09-02 23:15:00+00:00,70.0,276.19,False,,,,275.53,False,,,
2022-09-06,2022-09-06,Tuesday,276.11,273.42,2.6899999999999977,2022-09-05 23:00:00+00:00,2022-09-05 23:00:00+00:00,2022-09-05 23:05:00+00:00,H2_ARRIVAL,2022-09-05 23:35:00+00:00,35.0,7_12_BARS_35_60M,True,2022-09-05 23:05:00+00:00,275.34,0.28624535315986593,GT_0.20_TO_0.35R,False,0.3754646840148668,0.28624535315986593,275.841,True,2022-09-05 23:05:00+00:00,2022-09-05 23:10:00+00:00,30.0,275.572,True,2022-09-05 23:05:00+00:00,2022-09-05 23:10:00+00:00,30.0,275.1685,False,,,,274.765,False,,,
2022-09-09,2022-09-09,Friday,281.94,279.13,2.8100000000000023,2022-09-09 01:20:00+00:00,2022-09-09 01:20:00+00:00,2022-09-09 01:25:00+00:00,NO_H2_BY_END,,,NON_H2,True,2022-09-09 01:25:00+00:00,281.5,0.15658362989323749,GT_0.10_TO_0.20R,False,,,281.659,True,2022-09-09 01:25:00+00:00,2022-09-09 01:30:00+00:00,,281.378,True,2022-09-09 01:30:00+00:00,2022-09-09 01:35:00+00:00,,280.9565,True,2022-09-09 01:30:00+00:00,2022-09-09 01:35:00+00:00,,280.53499999999997,False,,,
2022-09-15,2022-09-15,Thursday,279.27,273.0,6.269999999999982,2022-09-14 22:10:00+00:00,2022-09-14 22:20:00+00:00,2022-09-14 22:25:00+00:00,H2_ARRIVAL,2022-09-14 22:35:00+00:00,15.0,3_BARS_15M,True,2022-09-14 22:25:00+00:00,278.71,0.0893141945773531,LE_0.10R,False,0.1004784688995211,0.0893141945773531,278.643,False,,,,278.01599999999996,False,,,,277.0755,False,,,,276.135,False,,,
2022-09-17,2022-09-17,Saturday,274.35,270.74,3.6100000000000136,2022-09-16 22:35:00+00:00,2022-09-16 22:55:00+00:00,2022-09-16 23:00:00+00:00,H2_ARRIVAL,2022-09-16 23:00:00+00:00,5.0,1_BAR_5M,True,2022-09-16 23:00:00+00:00,274.3,0.01385041551246847,LE_0.10R,True,0.0,0.0,273.98900000000003,False,,,,273.62800000000004,False,,,,273.0865,False,,,,272.545,False,,,
