structure_id,raid_i_h1,raid_time,reclaim_i_h1,reclaim_time,reclaim_close_time,year,liquidity_high,liquidity_pivot_i,liquidity_confirm_i,significant_low,significant_low_pivot_i,significant_low_confirm_i,raid_extreme,raid_depth_pct,reclaim_delay_h1_bars,reclaim_close,median_prior_h1_range,bos_i_h1,bos_time,bos_close_time,bos_close,bos_low,bars_reclaim_to_bos,displacement_range_units,bear_path_efficiency,bos_extension_range_units,origin_i_h1,origin_time,origin_open,origin_high,origin_low,origin_close,zone_low,zone_high,zone_width_range_units,first_return_i_5m,first_return_time,bos_to_return_min,return_open,return_high,return_low,return_close,return_penetration_zone_width,pre_return_structural_low,outcome,resolution_i_5m,resolution_time,return_to_resolution_min,max_above_zone_width,max_new_low_extension_pct,return_year,path_status,path_anchor_i_5m,path_anchor_time,path_anchor_low,ascent_bars,up_path_efficiency,median_adjacent_overlap,overlap_gt50_share,range_contraction_ratio,body_contraction_ratio,largest_bull_body_share,sign_flip_rate,higher_low_share,rise_per_bar_range_units,max_bull_body_range_units,pre_return_drawup_fraction
2024-01-11 13:00:00+00:00__H29013__L29015,29022,2024-01-11 13:00:00+00:00,29024,2024-01-11 15:00:00+00:00,2024-01-11 16:00:00+00:00,2024,101.77,29013,29015,97.888,29015,29017,107.341,5.474108283384105,2,100.824,2.120999999999995,29036,2024-01-12 03:00:00+00:00,2024-01-12 04:00:00+00:00,97.751,97.714,12,4.521452145214527,0.31980435008845914,0.06459217350306495,29035,2024-01-12 02:00:00+00:00,98.747,99.493,98.238,99.246,98.238,99.493,0.591702027345591,348444,2024-01-12 04:00:00+00:00,0.0,97.754,98.295,97.661,98.161,0.045418326693228976,97.714,AMBIGUOUS,348444,2024-01-12 04:00:00+00:00,0.0,0.8294820717131592,12.192725709724298,2024,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2024-01-14 17:00:00+00:00__H29087__L29094,29098,2024-01-14 17:00:00+00:00,29100,2024-01-14 19:00:00+00:00,2024-01-14 20:00:00+00:00,2024,98.876,29087,29089,96.302,29094,29096,101.807,2.9643189449411356,2,96.22,1.464500000000001,29104,2024-01-14 23:00:00+00:00,2024-01-15 00:00:00+00:00,93.83,93.599,4,5.446910208262205,0.5268959435626085,1.6879481051553478,29102,2024-01-14 21:00:00+00:00,96.384,97.5,95.366,97.293,95.366,97.5,1.4571526118129046,349262,2024-01-15 00:10:00+00:00,10.0,94.98,95.5,94.887,95.328,0.06279287722586707,93.599,CONTINUATION,349437,2024-01-15 14:45:00+00:00,875.0,-0.23430178069353325,0.6399641021805829,2024,TOO_SHORT_FOR_COMPRESSION,349260.0,2024-01-15 00:00:00+00:00,93.818,3.0,,,,,,,,,,,
2024-02-19 16:00:00+00:00__H29943__L29958,29961,2024-02-19 16:00:00+00:00,29961,2024-02-19 16:00:00+00:00,2024-02-19 17:00:00+00:00,2024,113.746,29943,29945,111.75,29958,29960,114.257,0.4492465669122536,0,112.776,1.1764999999999972,29968,2024-02-19 23:00:00+00:00,2024-02-20 00:00:00+00:00,111.658,111.167,7,2.2090947726306926,0.38340192043895244,0.0781980450488729,29966,2024-02-19 21:00:00+00:00,112.222,113.0,112.098,112.911,112.098,113.0,0.7666808329791782,359628,2024-02-20 00:00:00+00:00,0.0,111.657,112.242,111.623,112.044,0.1596452328159704,111.167,CONTINUATION,359636,2024-02-20 00:40:00+00:00,40.0,-0.8403547671840296,7.683934980704707,2024,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2024-03-04 00:00:00+00:00__H30275__L30278,30281,2024-03-04 00:00:00+00:00,30281,2024-03-04 00:00:00+00:00,2024-03-04 01:00:00+00:00,2024,131.369,30275,30277,129.528,30278,30280,133.312,1.479039956154038,0,131.0,1.4634999999999962,30284,2024-03-04 03:00:00+00:00,2024-03-04 04:00:00+00:00,129.121,128.552,3,2.863682951827819,1.0,0.278100444140747,30281,2024-03-04 00:00:00+00:00,130.304,133.312,128.811,131.0,128.811,133.312,3.07550392893749,363420,2024-03-04 04:00:00+00:00,0.0,129.121,129.121,128.782,128.84,0.06887358364807863,128.552,INVALIDATED,363488,2024-03-04 09:40:00+00:00,340.0,0.4236836258609154,0.9739249486589049,2024,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2024-03-04 09:00:00+00:00__H30281__L30284,30290,2024-03-04 09:00:00+00:00,30291,2024-03-04 10:00:00+00:00,2024-03-04 11:00:00+00:00,2024,133.312,30281,30283,128.552,30284,30286,135.219,1.4304788766202448,1,131.773,1.4025000000000034,30298,2024-03-04 17:00:00+00:00,2024-03-04 18:00:00+00:00,127.528,127.3,7,5.483778966131886,0.48134709150697236,0.7301247771835895,30295,2024-03-04 14:00:00+00:00,130.825,132.61,129.265,131.982,129.265,132.61,2.385026737967928,363589,2024-03-04 18:05:00+00:00,5.0,128.986,129.349,128.359,129.043,0.025112107623319134,127.3,INVALIDATED,363655,2024-03-04 23:35:00+00:00,330.0,3.1488789237667865,-0.21602513747054647,2024,TOO_SHORT_FOR_COMPRESSION,363588.0,2024-03-04 18:00:00+00:00,127.509,2.0,,,,,,,,,,,
2024-03-18 11:00:00+00:00__H30620__L30625,30628,2024-03-18 11:00:00+00:00,30630,2024-03-18 13:00:00+00:00,2024-03-18 14:00:00+00:00,2024,205.788,30620,30622,198.4,30625,30627,209.596,1.8504480338989548,2,204.814,3.923000000000016,30634,2024-03-18 17:00:00+00:00,2024-03-18 18:00:00+00:00,197.788,195.43,4,3.009941371399425,0.6538246789503083,0.15600305888350555,30632,2024-03-18 15:00:00+00:00,202.05,204.338,198.504,203.91,198.504,204.338,1.4871271985725159,367620,2024-03-18 18:00:00+00:00,0.0,197.789,198.58,197.62,198.193,0.013027082619132976,195.43,INVALIDATED,367662,2024-03-18 21:30:00+00:00,210.0,0.11347274597188992,12.500639615207495,2024,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2024-05-09 06:00:00+00:00__H31867__L31868,31871,2024-05-09 06:00:00+00:00,31872,2024-05-09 07:00:00+00:00,2024-05-09 08:00:00+00:00,2024,144.839,31867,31869,143.128,31868,31870,145.772,0.6441635194940565,1,143.228,1.8019999999999925,31874,2024-05-09 09:00:00+00:00,2024-05-09 10:00:00+00:00,142.858,141.692,2,1.6170921198668142,0.2700729927007324,0.1498335183129761,31873,2024-05-09 08:00:00+00:00,143.229,143.88,142.888,143.728,142.888,143.88,0.5504994450610402,382500,2024-05-09 10:00:00+00:00,0.0,142.857,143.0,142.255,142.555,0.11290322580644746,141.692,CONTINUATION,382503,2024-05-09 10:15:00+00:00,15.0,11.915322580645272,0.8165598622364076,2024,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2024-06-26 02:00:00+00:00__H33008__L33016,33019,2024-06-26 02:00:00+00:00,33019,2024-06-26 02:00:00+00:00,2024-06-26 03:00:00+00:00,2024,139.857,33008,33010,135.883,33016,33018,140.38,0.3739533952537233,0,138.813,1.5854999999999961,33035,2024-06-26 18:00:00+00:00,2024-06-26 19:00:00+00:00,135.678,135.08,16,2.965625985493541,0.2872720608448628,0.12929675181331632,33034,2024-06-26 17:00:00+00:00,136.074,136.36,134.8,136.256,134.8,136.36,0.9839167455061533,396432,2024-06-26 19:00:00+00:00,0.0,135.677,135.707,135.336,135.519,0.5814102564102442,135.08,INVALIDATED,396438,2024-06-26 19:30:00+00:00,30.0,9.544871794871773,-0.07328990228012254,2024,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2024-08-25 23:00:00+00:00__H34473__L34477,34480,2024-08-25 23:00:00+00:00,34480,2024-08-25 23:00:00+00:00,2024-08-26 00:00:00+00:00,2024,160.277,34473,34475,158.465,34477,34479,161.177,0.5615278549012004,0,158.88,1.302500000000009,34482,2024-08-26 01:00:00+00:00,2024-08-26 02:00:00+00:00,158.036,157.859,2,2.411516314779247,0.7482269503546141,0.3293666026871394,34481,2024-08-26 00:00:00+00:00,158.881,159.837,158.224,159.022,158.224,159.837,1.2383877159308931,413796,2024-08-26 02:00:00+00:00,0.0,158.035,158.275,157.952,158.012,0.03161810291383519,157.859,CONTINUATION,413797,2024-08-26 02:05:00+00:00,5.0,1.3409795412275336,1.5254119182308359,2024,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2024-10-28 00:00:00+00:00__H35977__L35988,35993,2024-10-28 00:00:00+00:00,35995,2024-10-28 02:00:00+00:00,2024-10-28 03:00:00+00:00,2024,175.46,35977,35979,175.51,35988,35990,177.122,0.9472244386184991,2,175.08,1.460000000000008,35997,2024-10-28 04:00:00+00:00,2024-10-28 05:00:00+00:00,175.19,173.77,2,1.3232876712328807,-0.10280373831774658,0.21917808219177495,35996,2024-10-28 03:00:00+00:00,175.09,176.67,174.96,175.67,174.96,176.67,1.1712328767123084,431976,2024-10-28 05:00:00+00:00,0.0,175.18,175.18,174.88,174.99,0.1286549707602348,173.77,CONTINUATION,431981,2024-10-28 05:25:00+00:00,25.0,3.5906432748538526,0.8401910571445058,2024,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2024-12-29 06:00:00+00:00__H37479__L37482,37487,2024-12-29 06:00:00+00:00,37488,2024-12-29 07:00:00+00:00,2024-12-29 08:00:00+00:00,2024,195.98,37479,37481,192.34,37482,37484,197.25,0.6480253087049803,1,195.93,1.6600000000000108,37501,2024-12-29 20:00:00+00:00,2024-12-29 21:00:00+00:00,192.26,190.59,13,3.006024096385528,0.3478672985782002,0.04819277108434457,37498,2024-12-29 17:00:00+00:00,192.8,193.6,192.03,193.25,192.03,193.6,0.9457831325301103,450024,2024-12-29 21:00:00+00:00,0.0,192.26,192.5,191.98,192.47,0.29936305732484136,190.59,CONTINUATION,450033,2024-12-29 21:45:00+00:00,45.0,1.7834394904458748,2.5080014691222,2024,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
