partition,regime,clock_block,obs_start,obs_end,H,L,range,f15_px,k1_ts,k1_start,clean_window,window_status,leave_bar_start,eligible_start,fill_ts,terminal_ts,terminal_type,l2_after_fill,minutes_fill_to_l2
external,BULL,08-12,2020-01-09 08:00:00+00:00,2020-01-09 12:00:00+00:00,7980.73,7898.0,82.72999999999956,7910.4095,2020-01-09 09:05:00+00:00,2020-01-09 09:00:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-01-09 09:05:00+00:00,,,2020-01-09 09:05:00+00:00,L2_BREAK,False,
external,SIDEWAYS,16-20,2020-01-09 16:00:00+00:00,2020-01-09 20:00:00+00:00,7948.11,7874.23,73.88000000000011,7885.312,2020-01-09 16:10:00+00:00,2020-01-09 16:05:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-01-09 16:10:00+00:00,,,2020-01-09 16:10:00+00:00,L2_BREAK,False,
external,BULL,04-08,2020-01-11 04:00:00+00:00,2020-01-11 08:00:00+00:00,8261.33,8131.93,129.39999999999964,8151.34,2020-01-11 04:25:00+00:00,2020-01-11 04:20:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-01-11 04:25:00+00:00,,,2020-01-11 04:25:00+00:00,L2_BREAK,False,
external,BULL,16-20,2020-01-12 16:00:00+00:00,2020-01-12 20:00:00+00:00,8186.0,8117.2,68.80000000000018,8127.5199999999995,2020-01-12 16:45:00+00:00,2020-01-12 16:40:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-01-12 16:50:00+00:00,,,2020-01-12 16:50:00+00:00,L2_BREAK,False,
external,BULL,12-16,2020-01-13 12:00:00+00:00,2020-01-13 16:00:00+00:00,8135.93,8063.92,72.01000000000022,8074.7215,2020-01-13 12:20:00+00:00,2020-01-13 12:15:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-13 12:20:00+00:00,2020-01-13 12:25:00+00:00,2020-01-13 14:25:00+00:00,2020-01-13 16:00:00+00:00,BLOCK_END,False,
external,BULL,16-20,2020-01-15 16:00:00+00:00,2020-01-15 20:00:00+00:00,8921.2,8727.0,194.20000000000073,8756.130000000001,2020-01-15 16:10:00+00:00,2020-01-15 16:05:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-15 16:10:00+00:00,2020-01-15 16:15:00+00:00,2020-01-15 17:00:00+00:00,2020-01-15 18:25:00+00:00,L2_ARRIVAL,True,85.0
external,BULL,00-04,2020-01-18 00:00:00+00:00,2020-01-18 04:00:00+00:00,8968.0,8869.68,98.31999999999971,8884.428,2020-01-18 00:05:00+00:00,2020-01-18 00:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-18 00:05:00+00:00,2020-01-18 00:10:00+00:00,,2020-01-18 00:35:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,BULL,00-04,2020-01-19 00:00:00+00:00,2020-01-19 04:00:00+00:00,8968.0,8901.0,67.0,8911.05,2020-01-19 00:15:00+00:00,2020-01-19 00:10:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-19 00:15:00+00:00,2020-01-19 00:20:00+00:00,,2020-01-19 00:55:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,BULL,08-12,2020-01-19 08:00:00+00:00,2020-01-19 12:00:00+00:00,9173.17,9047.95,125.21999999999935,9066.733,2020-01-19 11:00:00+00:00,2020-01-19 10:55:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-01-19 11:00:00+00:00,,,2020-01-19 11:00:00+00:00,L2_BREAK,False,
external,SIDEWAYS,08-12,2020-01-20 08:00:00+00:00,2020-01-20 12:00:00+00:00,8699.55,8636.22,63.32999999999993,8645.7195,2020-01-20 08:50:00+00:00,2020-01-20 08:45:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-20 08:55:00+00:00,2020-01-20 09:00:00+00:00,2020-01-20 11:35:00+00:00,2020-01-20 11:40:00+00:00,L2_ARRIVAL,True,5.0
external,SIDEWAYS,12-16,2020-01-20 12:00:00+00:00,2020-01-20 16:00:00+00:00,8686.0,8601.0,85.0,8613.75,2020-01-20 12:25:00+00:00,2020-01-20 12:20:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-01-20 12:25:00+00:00,,,2020-01-20 12:25:00+00:00,L2_BREAK,False,
external,SIDEWAYS,16-20,2020-01-22 16:00:00+00:00,2020-01-22 20:00:00+00:00,8679.98,8639.4,40.57999999999993,8645.487,2020-01-22 16:40:00+00:00,2020-01-22 16:35:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-22 16:40:00+00:00,2020-01-22 16:45:00+00:00,,2020-01-22 16:45:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,SIDEWAYS,12-16,2020-01-23 12:00:00+00:00,2020-01-23 16:00:00+00:00,8625.0,8404.68,220.3199999999997,8437.728000000001,2020-01-23 12:05:00+00:00,2020-01-23 12:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-23 12:15:00+00:00,2020-01-23 12:20:00+00:00,2020-01-23 12:30:00+00:00,2020-01-23 13:10:00+00:00,L2_ARRIVAL,True,40.0
external,SIDEWAYS,16-20,2020-01-23 16:00:00+00:00,2020-01-23 20:00:00+00:00,8508.0,8334.72,173.28000000000065,8360.712,2020-01-23 16:45:00+00:00,2020-01-23 16:40:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-23 16:45:00+00:00,2020-01-23 16:50:00+00:00,2020-01-23 16:50:00+00:00,2020-01-23 17:50:00+00:00,L2_ARRIVAL,True,60.0
external,SIDEWAYS,08-12,2020-01-24 08:00:00+00:00,2020-01-24 12:00:00+00:00,8361.96,8305.61,56.349999999998545,8314.0625,2020-01-24 09:30:00+00:00,2020-01-24 09:25:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-24 09:30:00+00:00,2020-01-24 09:35:00+00:00,,2020-01-24 09:35:00+00:00,L2_ARRIVAL,False,
external,BEAR,20-00,2020-01-24 20:00:00+00:00,2020-01-25 00:00:00+00:00,8528.0,8450.0,78.0,8461.7,2020-01-24 22:15:00+00:00,2020-01-24 22:10:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-24 22:15:00+00:00,2020-01-24 22:20:00+00:00,2020-01-24 22:20:00+00:00,2020-01-24 22:35:00+00:00,L2_ARRIVAL,True,15.0
external,BEAR,12-16,2020-01-25 12:00:00+00:00,2020-01-25 16:00:00+00:00,8390.0,8310.0,80.0,8322.0,2020-01-25 12:50:00+00:00,2020-01-25 12:45:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-01-25 12:50:00+00:00,,,2020-01-25 12:50:00+00:00,L2_BREAK,False,
external,BULL,08-12,2020-01-28 08:00:00+00:00,2020-01-28 12:00:00+00:00,9149.09,8977.61,171.47999999999956,9003.332,2020-01-28 08:30:00+00:00,2020-01-28 08:25:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-28 08:35:00+00:00,2020-01-28 08:40:00+00:00,2020-01-28 08:55:00+00:00,2020-01-28 10:00:00+00:00,L2_ARRIVAL,True,65.0
external,BULL,00-04,2020-01-30 00:00:00+00:00,2020-01-30 04:00:00+00:00,9460.52,9295.62,164.89999999999964,9320.355000000001,2020-01-30 00:05:00+00:00,2020-01-30 00:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-30 00:05:00+00:00,2020-01-30 00:10:00+00:00,,2020-01-30 00:10:00+00:00,L2_ARRIVAL,False,
external,BULL,00-04,2020-01-31 00:00:00+00:00,2020-01-31 04:00:00+00:00,9599.0,9481.58,117.42000000000007,9499.193,2020-01-31 01:05:00+00:00,2020-01-31 01:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-01-31 01:05:00+00:00,2020-01-31 01:10:00+00:00,2020-01-31 01:10:00+00:00,2020-01-31 01:35:00+00:00,L2_ARRIVAL,True,25.0
external,BULL,04-08,2020-01-31 04:00:00+00:00,2020-01-31 08:00:00+00:00,9550.72,9410.19,140.52999999999884,9431.2695,2020-01-31 05:30:00+00:00,2020-01-31 05:25:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-01-31 05:35:00+00:00,,,2020-01-31 05:35:00+00:00,L2_BREAK,False,
external,BULL,08-12,2020-01-31 08:00:00+00:00,2020-01-31 12:00:00+00:00,9459.67,9328.22,131.45000000000073,9347.9375,2020-01-31 10:50:00+00:00,2020-01-31 10:45:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-01-31 11:00:00+00:00,,,2020-01-31 11:00:00+00:00,L2_BREAK,False,
external,BULL,00-04,2020-02-02 00:00:00+00:00,2020-02-02 04:00:00+00:00,9421.4,9354.52,66.8799999999992,9364.552,2020-02-02 00:35:00+00:00,2020-02-02 00:30:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-02 00:35:00+00:00,,,2020-02-02 00:35:00+00:00,L2_BREAK,False,
external,BULL,08-12,2020-02-03 08:00:00+00:00,2020-02-03 12:00:00+00:00,9432.61,9353.49,79.1200000000008,9365.358,2020-02-03 09:55:00+00:00,2020-02-03 09:50:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-03 09:55:00+00:00,,,2020-02-03 09:55:00+00:00,L2_BREAK,False,
external,SIDEWAYS,12-16,2020-02-03 12:00:00+00:00,2020-02-03 16:00:00+00:00,9407.0,9304.0,103.0,9319.45,2020-02-03 15:30:00+00:00,2020-02-03 15:25:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-03 15:35:00+00:00,2020-02-03 15:40:00+00:00,2020-02-03 15:40:00+00:00,2020-02-03 15:45:00+00:00,L2_ARRIVAL,True,5.0
external,SIDEWAYS,16-20,2020-02-03 16:00:00+00:00,2020-02-03 20:00:00+00:00,9378.82,9280.0,98.81999999999971,9294.823,2020-02-03 16:05:00+00:00,2020-02-03 16:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-03 16:05:00+00:00,2020-02-03 16:10:00+00:00,2020-02-03 16:40:00+00:00,2020-02-03 16:55:00+00:00,L2_ARRIVAL,True,15.0
external,SIDEWAYS,04-08,2020-02-04 04:00:00+00:00,2020-02-04 08:00:00+00:00,9368.0,9271.18,96.81999999999971,9285.703,2020-02-04 04:55:00+00:00,2020-02-04 04:50:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-04 05:00:00+00:00,,,2020-02-04 05:00:00+00:00,L2_BREAK,False,
external,SIDEWAYS,08-12,2020-02-04 08:00:00+00:00,2020-02-04 12:00:00+00:00,9327.82,9226.4,101.42000000000007,9241.613,2020-02-04 09:20:00+00:00,2020-02-04 09:15:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-04 09:20:00+00:00,,,2020-02-04 09:20:00+00:00,L2_BREAK,False,
external,SIDEWAYS,12-16,2020-02-04 12:00:00+00:00,2020-02-04 16:00:00+00:00,9305.0,9114.0,191.0,9142.65,2020-02-04 12:45:00+00:00,2020-02-04 12:40:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-04 12:45:00+00:00,2020-02-04 12:50:00+00:00,2020-02-04 12:50:00+00:00,2020-02-04 13:20:00+00:00,L2_ARRIVAL,True,30.0
external,BULL,00-04,2020-02-06 00:00:00+00:00,2020-02-06 04:00:00+00:00,9738.0,9600.96,137.04000000000087,9621.516,2020-02-06 00:15:00+00:00,2020-02-06 00:10:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-06 00:15:00+00:00,,,2020-02-06 00:15:00+00:00,L2_BREAK,False,
external,BULL,08-12,2020-02-06 08:00:00+00:00,2020-02-06 12:00:00+00:00,9705.0,9617.07,87.93000000000029,9630.2595,2020-02-06 08:05:00+00:00,2020-02-06 08:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-06 08:05:00+00:00,2020-02-06 08:10:00+00:00,2020-02-06 09:20:00+00:00,2020-02-06 11:50:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,BULL,20-00,2020-02-06 20:00:00+00:00,2020-02-07 00:00:00+00:00,9849.0,9723.5,125.5,9742.325,2020-02-06 22:40:00+00:00,2020-02-06 22:35:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-06 22:40:00+00:00,2020-02-06 22:45:00+00:00,,2020-02-06 22:45:00+00:00,L2_ARRIVAL,False,
external,BULL,04-08,2020-02-07 04:00:00+00:00,2020-02-07 08:00:00+00:00,9867.3,9762.0,105.29999999999927,9777.795,2020-02-07 04:20:00+00:00,2020-02-07 04:15:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-07 04:20:00+00:00,,,2020-02-07 04:20:00+00:00,L2_BREAK,False,
external,BULL,12-16,2020-02-07 12:00:00+00:00,2020-02-07 16:00:00+00:00,9900.0,9772.08,127.92000000000007,9791.268,2020-02-07 12:15:00+00:00,2020-02-07 12:10:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-07 12:15:00+00:00,2020-02-07 12:20:00+00:00,2020-02-07 12:20:00+00:00,2020-02-07 12:40:00+00:00,L2_ARRIVAL,True,20.0
external,BULL,20-00,2020-02-09 20:00:00+00:00,2020-02-10 00:00:00+00:00,10138.43,10071.01,67.42000000000007,10081.123,2020-02-09 20:45:00+00:00,2020-02-09 20:40:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-09 20:45:00+00:00,2020-02-09 20:50:00+00:00,2020-02-09 20:55:00+00:00,2020-02-09 22:55:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,SIDEWAYS,00-04,2020-02-11 00:00:00+00:00,2020-02-11 04:00:00+00:00,9908.0,9825.88,82.1200000000008,9838.197999999999,2020-02-11 00:25:00+00:00,2020-02-11 00:20:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-11 00:25:00+00:00,,,2020-02-11 00:25:00+00:00,L2_BREAK,False,
external,SIDEWAYS,04-08,2020-02-11 04:00:00+00:00,2020-02-11 08:00:00+00:00,9874.77,9733.0,141.77000000000044,9754.2655,2020-02-11 04:10:00+00:00,2020-02-11 04:05:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-11 04:10:00+00:00,2020-02-11 04:15:00+00:00,2020-02-11 04:20:00+00:00,2020-02-11 08:00:00+00:00,BLOCK_END,False,
external,BULL,20-00,2020-02-11 20:00:00+00:00,2020-02-12 00:00:00+00:00,10409.96,10204.38,205.57999999999993,10235.216999999999,2020-02-11 21:50:00+00:00,2020-02-11 21:45:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-11 21:50:00+00:00,2020-02-11 21:55:00+00:00,2020-02-11 21:55:00+00:00,2020-02-11 23:00:00+00:00,L2_ARRIVAL,True,65.0
external,BULL,00-04,2020-02-14 00:00:00+00:00,2020-02-14 04:00:00+00:00,10275.0,10200.0,75.0,10211.25,2020-02-14 00:20:00+00:00,2020-02-14 00:15:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-14 00:20:00+00:00,2020-02-14 00:25:00+00:00,2020-02-14 00:30:00+00:00,2020-02-14 00:35:00+00:00,L2_ARRIVAL,True,5.0
external,BULL,04-08,2020-02-14 04:00:00+00:00,2020-02-14 08:00:00+00:00,10299.0,10192.55,106.45000000000073,10208.5175,2020-02-14 05:30:00+00:00,2020-02-14 05:25:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-14 05:35:00+00:00,2020-02-14 05:40:00+00:00,2020-02-14 05:40:00+00:00,2020-02-14 05:55:00+00:00,L2_ARRIVAL,True,15.0
external,BULL,12-16,2020-02-15 12:00:00+00:00,2020-02-15 16:00:00+00:00,10288.14,10230.0,58.13999999999942,10238.721,2020-02-15 12:05:00+00:00,2020-02-15 12:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-15 12:20:00+00:00,2020-02-15 12:25:00+00:00,2020-02-15 13:15:00+00:00,2020-02-15 15:15:00+00:00,L2_ARRIVAL,True,120.0
external,SIDEWAYS,08-12,2020-02-16 08:00:00+00:00,2020-02-16 12:00:00+00:00,10042.06,9942.0,100.05999999999949,9957.009,2020-02-16 11:00:00+00:00,2020-02-16 10:55:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-16 11:00:00+00:00,2020-02-16 11:05:00+00:00,,2020-02-16 11:05:00+00:00,L2_ARRIVAL,False,
external,SIDEWAYS,12-16,2020-02-16 12:00:00+00:00,2020-02-16 16:00:00+00:00,10030.02,9910.0,120.02000000000044,9928.003,2020-02-16 12:15:00+00:00,2020-02-16 12:10:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-16 12:20:00+00:00,2020-02-16 12:25:00+00:00,2020-02-16 12:40:00+00:00,2020-02-16 13:00:00+00:00,L2_ARRIVAL,True,20.0
external,BEAR,08-12,2020-02-18 08:00:00+00:00,2020-02-18 12:00:00+00:00,9821.0,9729.44,91.55999999999949,9743.174,2020-02-18 09:05:00+00:00,2020-02-18 09:00:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-18 09:05:00+00:00,,,2020-02-18 09:05:00+00:00,L2_BREAK,False,
external,BEAR,12-16,2020-02-18 12:00:00+00:00,2020-02-18 16:00:00+00:00,9802.59,9645.23,157.36000000000058,9668.833999999999,2020-02-18 13:00:00+00:00,2020-02-18 12:55:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-18 13:00:00+00:00,2020-02-18 13:05:00+00:00,2020-02-18 13:05:00+00:00,2020-02-18 13:15:00+00:00,L2_ARRIVAL,True,10.0
external,BULL,08-12,2020-02-19 08:00:00+00:00,2020-02-19 12:00:00+00:00,10175.0,10037.26,137.73999999999978,10057.921,2020-02-19 08:10:00+00:00,2020-02-19 08:05:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-19 08:10:00+00:00,2020-02-19 08:15:00+00:00,,2020-02-19 11:55:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,BEAR,12-16,2020-02-20 12:00:00+00:00,2020-02-20 16:00:00+00:00,9642.0,9545.0,97.0,9559.55,2020-02-20 13:00:00+00:00,2020-02-20 12:55:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-20 13:00:00+00:00,,,2020-02-20 13:00:00+00:00,L2_BREAK,False,
external,BULL,12-16,2020-02-23 12:00:00+00:00,2020-02-23 16:00:00+00:00,10018.9,9823.5,195.39999999999964,9852.81,2020-02-23 12:05:00+00:00,2020-02-23 12:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-23 12:05:00+00:00,2020-02-23 12:10:00+00:00,2020-02-23 12:10:00+00:00,2020-02-23 16:00:00+00:00,BLOCK_END,False,
external,BULL,20-00,2020-02-23 20:00:00+00:00,2020-02-24 00:00:00+00:00,9905.0,9860.0,45.0,9866.75,2020-02-23 20:45:00+00:00,2020-02-23 20:40:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-23 20:45:00+00:00,,,2020-02-23 20:45:00+00:00,L2_BREAK,False,
external,SIDEWAYS,16-20,2020-02-24 16:00:00+00:00,2020-02-24 20:00:00+00:00,9848.2,9676.24,171.96000000000095,9702.034,2020-02-24 16:50:00+00:00,2020-02-24 16:45:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-24 16:50:00+00:00,,,2020-02-24 16:50:00+00:00,L2_BREAK,False,
external,SIDEWAYS,16-20,2020-02-25 16:00:00+00:00,2020-02-25 20:00:00+00:00,9686.78,9357.6,329.1800000000003,9406.977,2020-02-25 16:05:00+00:00,2020-02-25 16:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-25 16:05:00+00:00,2020-02-25 16:10:00+00:00,2020-02-25 16:10:00+00:00,2020-02-25 16:45:00+00:00,L2_ARRIVAL,True,35.0
external,SIDEWAYS,20-00,2020-02-25 20:00:00+00:00,2020-02-26 00:00:00+00:00,9466.48,9285.66,180.8199999999997,9312.783,2020-02-25 21:25:00+00:00,2020-02-25 21:20:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-25 21:25:00+00:00,2020-02-25 21:30:00+00:00,,2020-02-26 00:00:00+00:00,BLOCK_END,False,
external,SIDEWAYS,00-04,2020-02-26 00:00:00+00:00,2020-02-26 04:00:00+00:00,9434.65,9247.0,187.64999999999964,9275.1475,2020-02-26 01:25:00+00:00,2020-02-26 01:20:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-26 01:25:00+00:00,,,2020-02-26 01:25:00+00:00,L2_BREAK,False,
external,SIDEWAYS,08-12,2020-02-26 08:00:00+00:00,2020-02-26 12:00:00+00:00,9230.72,9130.0,100.71999999999935,9145.108,2020-02-26 08:35:00+00:00,2020-02-26 08:30:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-26 08:35:00+00:00,2020-02-26 08:40:00+00:00,2020-02-26 08:40:00+00:00,2020-02-26 10:00:00+00:00,L2_ARRIVAL,True,80.0
external,SIDEWAYS,12-16,2020-02-26 12:00:00+00:00,2020-02-26 16:00:00+00:00,9241.73,9116.0,125.72999999999956,9134.8595,2020-02-26 12:10:00+00:00,2020-02-26 12:05:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-26 12:10:00+00:00,2020-02-26 12:15:00+00:00,,2020-02-26 12:30:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,SIDEWAYS,16-20,2020-02-26 16:00:00+00:00,2020-02-26 20:00:00+00:00,9300.0,8981.06,318.9400000000005,9028.901,2020-02-26 16:05:00+00:00,2020-02-26 16:00:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-02-26 16:05:00+00:00,,,2020-02-26 16:05:00+00:00,L2_BREAK,False,
external,SIDEWAYS,00-04,2020-02-27 00:00:00+00:00,2020-02-27 04:00:00+00:00,8869.0,8720.0,149.0,8742.35,2020-02-27 00:10:00+00:00,2020-02-27 00:05:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-27 00:10:00+00:00,2020-02-27 00:15:00+00:00,,2020-02-27 00:15:00+00:00,L2_ARRIVAL,False,
external,BEAR,04-08,2020-02-28 04:00:00+00:00,2020-02-28 08:00:00+00:00,8908.86,8790.0,118.86000000000058,8807.829,2020-02-28 05:15:00+00:00,2020-02-28 05:10:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-02-28 05:20:00+00:00,2020-02-28 05:25:00+00:00,2020-02-28 05:25:00+00:00,2020-02-28 05:30:00+00:00,L2_ARRIVAL,True,5.0
external,BEAR,00-04,2020-03-01 00:00:00+00:00,2020-03-01 04:00:00+00:00,8679.89,8530.0,149.88999999999942,8552.4835,2020-03-01 00:05:00+00:00,2020-03-01 00:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-03-01 00:05:00+00:00,2020-03-01 00:10:00+00:00,2020-03-01 00:45:00+00:00,2020-03-01 01:00:00+00:00,L2_ARRIVAL,True,15.0
external,SIDEWAYS,16-20,2020-03-03 16:00:00+00:00,2020-03-03 20:00:00+00:00,8907.0,8660.0,247.0,8697.05,2020-03-03 16:45:00+00:00,2020-03-03 16:40:00+00:00,True,CLEAN_CAUSAL_LEAVE,2020-03-03 16:45:00+00:00,2020-03-03 16:50:00+00:00,2020-03-03 16:50:00+00:00,2020-03-03 20:00:00+00:00,BLOCK_END,False,
external,BULL,00-04,2020-03-06 00:00:00+00:00,2020-03-06 04:00:00+00:00,9172.3,9039.0,133.29999999999927,9058.994999999999,2020-03-06 00:50:00+00:00,2020-03-06 00:45:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2020-03-06 00:50:00+00:00,,,2020-03-06 00:50:00+00:00,L2_BREAK,False,
