partition,exec_min,execution_utc,reference_start,execution_start,entry_bar_start,exit_ts,entry_px,pnl_0,pnl_5,exit_reason,H,L,range_completion_ts,range_completion_elapsed_min,k1_ts,k1_elapsed_min,fill_elapsed_min,reference_open,reference_close,reference_drift,direction_regime,direction_known_by_execution
external,300,05:00,2021-08-11 00:00:00+00:00,2021-08-11 05:00:00+00:00,2021-08-11 06:15:00+00:00,2021-08-11 06:25:00+00:00,3173.4225,5.138972513114748,4.886329348440532,TARGET,3191.0,3120.69,2021-08-11 02:45:00+00:00,165.0,2021-08-11 06:00:00+00:00,60.0,75.0,3143.97,3168.92,0.007935826359666276,UP_REF,True
external,300,05:00,2021-08-23 00:00:00+00:00,2021-08-23 05:00:00+00:00,2021-08-23 10:20:00+00:00,2021-08-23 11:00:00+00:00,3332.205,-0.09614714580878891,-0.5962009717499935,TIME_EXIT,3365.25,3233.07,2021-08-23 03:40:00+00:00,220.0,2021-08-23 10:05:00+00:00,305.0,320.0,3241.29,3354.59,0.034955218446976355,UP_REF,True
external,300,05:00,2021-08-25 00:00:00+00:00,2021-08-25 05:00:00+00:00,2021-08-25 06:20:00+00:00,2021-08-25 08:20:00+00:00,3204.8675,-6.140876962932129,-6.634889079910655,CLOSE_INVALIDATION,3219.49,3161.0,2021-08-25 04:30:00+00:00,270.0,2021-08-25 06:00:00+00:00,60.0,80.0,3173.99,3177.21,0.0010144959498927797,UP_REF,True
external,300,05:00,2021-09-06 00:00:00+00:00,2021-09-06 05:00:00+00:00,2021-09-06 09:20:00+00:00,2021-09-06 11:00:00+00:00,3950.9475,-0.23769715998505048,-0.7376095066517371,TIME_EXIT,3967.92,3900.03,2021-09-06 04:00:00+00:00,240.0,2021-09-06 08:45:00+00:00,225.0,260.0,3952.56,3925.5,-0.006846195883174477,DOWN_REF,True
external,300,05:00,2021-09-23 00:00:00+00:00,2021-09-23 05:00:00+00:00,2021-09-23 05:30:00+00:00,2021-09-23 11:00:00+00:00,3108.7525,-4.059426088117368,-4.555518615765298,TIME_EXIT,3134.08,3032.77,2021-09-23 04:40:00+00:00,280.0,2021-09-23 05:15:00+00:00,15.0,30.0,3076.62,3112.02,0.011506133354135306,UP_REF,True
external,300,05:00,2021-10-05 00:00:00+00:00,2021-10-05 05:00:00+00:00,2021-10-05 09:10:00+00:00,2021-10-05 09:55:00+00:00,3405.6725,3.7217997326519208,3.4698648002517545,TARGET,3419.71,3363.56,2021-10-05 00:40:00+00:00,40.0,2021-10-05 08:55:00+00:00,235.0,250.0,3386.12,3368.57,-0.005182923227765035,DOWN_REF,True
external,300,05:00,2021-10-14 00:00:00+00:00,2021-10-14 05:00:00+00:00,2021-10-14 05:10:00+00:00,2021-10-14 11:00:00+00:00,3644.2075,-0.5917426491219177,-1.091301127233701,TIME_EXIT,3662.27,3590.02,2021-10-14 02:00:00+00:00,120.0,2021-10-14 05:00:00+00:00,0.0,10.0,3610.24,3656.47,0.012805242864740274,UP_REF,True
external,300,05:00,2021-10-28 00:00:00+00:00,2021-10-28 05:00:00+00:00,2021-10-28 06:10:00+00:00,2021-10-28 08:20:00+00:00,3991.4375,8.259161016551063,8.004958537282404,TARGET,4026.0,3887.75,2021-10-28 03:00:00+00:00,180.0,2021-10-28 06:00:00+00:00,60.0,70.0,3923.58,3996.96,0.018702307586438982,UP_REF,True
external,300,05:00,2021-11-02 00:00:00+00:00,2021-11-02 05:00:00+00:00,2021-11-02 06:10:00+00:00,2021-11-02 09:40:00+00:00,4354.425,4.786677919587601,4.534210814180439,TARGET,4377.01,4286.67,2021-11-02 04:55:00+00:00,295.0,2021-11-02 06:00:00+00:00,60.0,70.0,4322.72,4367.63,0.010389291927304978,UP_REF,True
external,540,09:00,2020-01-02 04:00:00+00:00,2020-01-02 09:00:00+00:00,2020-01-02 10:35:00+00:00,2020-01-02 15:00:00+00:00,129.83249999999998,-2.4507191958868964,-2.9484196264756175,TIME_EXIT,130.22,128.67,2020-01-02 08:50:00+00:00,290.0,2020-01-02 10:10:00+00:00,70.0,95.0,129.07,130.14,0.008290075153017717,UP_REF,True
external,540,09:00,2020-01-13 04:00:00+00:00,2020-01-13 09:00:00+00:00,2020-01-13 11:10:00+00:00,2020-01-13 14:30:00+00:00,143.6325,-4.063864376098669,-4.559952467676753,CLOSE_INVALIDATION,144.07,142.32,2020-01-13 07:00:00+00:00,180.0,2020-01-13 10:55:00+00:00,115.0,130.0,143.44,143.66,0.0015337423312884457,UP_REF,True
external,540,09:00,2020-01-16 04:00:00+00:00,2020-01-16 09:00:00+00:00,2020-01-16 11:20:00+00:00,2020-01-16 11:40:00+00:00,161.97250000000003,4.708891941533189,4.456463709678404,TARGET,162.8,159.49,2020-01-16 06:45:00+00:00,165.0,2020-01-16 11:05:00+00:00,125.0,140.0,160.11,161.47,0.008494160264817863,UP_REF,True
external,540,09:00,2020-02-17 04:00:00+00:00,2020-02-17 09:00:00+00:00,2020-02-17 09:25:00+00:00,2020-02-17 11:25:00+00:00,251.07999999999998,-16.092209654293466,-16.57627541176031,CLOSE_INVALIDATION,254.0,242.32,2020-02-17 06:25:00+00:00,145.0,2020-02-17 09:00:00+00:00,0.0,25.0,249.74,252.16,0.009690077680788,UP_REF,True
external,540,09:00,2020-03-13 04:00:00+00:00,2020-03-13 09:00:00+00:00,2020-03-13 11:00:00+00:00,2020-03-13 15:00:00+00:00,126.125,3.0291377601585183,2.5259602111729733,TIME_EXIT,132.95,105.65,2020-03-13 08:05:00+00:00,245.0,2020-03-13 09:50:00+00:00,50.0,120.0,124.21,125.09,0.007084775782948416,UP_REF,True
external,540,09:00,2020-03-20 04:00:00+00:00,2020-03-20 09:00:00+00:00,2020-03-20 11:10:00+00:00,2020-03-20 13:25:00+00:00,147.90499999999997,-36.31832595246941,-36.78217570164226,CLOSE_INVALIDATION,152.64,133.7,2020-03-20 08:20:00+00:00,260.0,2020-03-20 10:45:00+00:00,105.0,130.0,134.9,146.56,0.08643439584877677,UP_REF,True
external,540,09:00,2020-04-02 04:00:00+00:00,2020-04-02 09:00:00+00:00,2020-04-02 10:40:00+00:00,2020-04-02 12:05:00+00:00,137.28,3.7520979020978067,3.50014782818382,TARGET,137.85,135.57,2020-04-02 07:25:00+00:00,205.0,2020-04-02 10:10:00+00:00,70.0,100.0,136.22,137.34,0.008221993833504637,UP_REF,True
external,540,09:00,2020-04-17 04:00:00+00:00,2020-04-17 09:00:00+00:00,2020-04-17 09:30:00+00:00,2020-04-17 09:55:00+00:00,170.6775,4.419030042038319,4.166746668704047,TARGET,171.5,168.21,2020-04-17 04:55:00+00:00,55.0,2020-04-17 09:15:00+00:00,15.0,30.0,171.5,170.41,-0.006355685131195332,DOWN_REF,True
external,540,09:00,2020-04-24 04:00:00+00:00,2020-04-24 09:00:00+00:00,2020-04-24 09:40:00+00:00,2020-04-24 10:35:00+00:00,188.855,-5.496502607820797,-5.991158777128236,CLOSE_INVALIDATION,189.67,186.41,2020-04-24 07:55:00+00:00,235.0,2020-04-24 09:25:00+00:00,25.0,40.0,188.22,188.55,0.0017532674529805448,UP_REF,True
external,540,09:00,2020-05-06 04:00:00+00:00,2020-05-06 09:00:00+00:00,2020-05-06 10:40:00+00:00,2020-05-06 11:50:00+00:00,208.7,3.9124101581217823,3.660379968137684,TARGET,209.6,206.0,2020-05-06 08:00:00+00:00,240.0,2020-05-06 10:30:00+00:00,90.0,100.0,207.01,207.28,0.0013042848171587185,UP_REF,True
external,540,09:00,2020-05-13 04:00:00+00:00,2020-05-13 09:00:00+00:00,2020-05-13 11:20:00+00:00,2020-05-13 12:45:00+00:00,190.085,3.8875555672462485,3.6355377983470887,TARGET,190.9,187.64,2020-05-13 08:00:00+00:00,240.0,2020-05-13 11:00:00+00:00,120.0,140.0,190.8,190.26,-0.002830188679245338,DOWN_REF,True
external,540,09:00,2020-06-08 04:00:00+00:00,2020-06-08 09:00:00+00:00,2020-06-08 09:30:00+00:00,2020-06-08 14:05:00+00:00,244.2925,-4.641841235404276,-5.137351638967047,CLOSE_INVALIDATION,244.89,242.5,2020-06-08 08:15:00+00:00,255.0,2020-06-08 09:20:00+00:00,20.0,30.0,244.25,243.4,-0.0034800409416581024,DOWN_REF,True
external,540,09:00,2020-06-12 04:00:00+00:00,2020-06-12 09:00:00+00:00,2020-06-12 12:15:00+00:00,2020-06-12 14:05:00+00:00,236.44,4.971341566570819,4.718782175483116,TARGET,237.71,232.63,2020-06-12 08:55:00+00:00,295.0,2020-06-12 11:55:00+00:00,175.0,195.0,233.65,237.03,0.014466081746201453,UP_REF,True
external,540,09:00,2020-06-22 04:00:00+00:00,2020-06-22 09:00:00+00:00,2020-06-22 09:10:00+00:00,2020-06-22 11:50:00+00:00,235.32999999999998,1.9796371053413924,1.7285728189319731,TARGET,235.89,233.65,2020-06-22 06:20:00+00:00,140.0,2020-06-22 09:00:00+00:00,0.0,10.0,234.25,235.65,0.0059765208110993395,UP_REF,True
external,540,09:00,2020-06-30 04:00:00+00:00,2020-06-30 09:00:00+00:00,2020-06-30 09:55:00+00:00,2020-06-30 12:35:00+00:00,227.11,-5.397578266038527,-5.892333310250287,CLOSE_INVALIDATION,227.56,225.76,2020-06-30 05:20:00+00:00,80.0,2020-06-30 09:45:00+00:00,45.0,55.0,227.06,226.16,-0.0039637100325905505,DOWN_REF,True
external,540,09:00,2020-07-01 04:00:00+00:00,2020-07-01 09:00:00+00:00,2020-07-01 13:55:00+00:00,2020-07-01 15:00:00+00:00,228.03,0.7621277902030824,0.26121611824887514,TIME_EXIT,229.13,224.73,2020-07-01 08:40:00+00:00,280.0,2020-07-01 13:40:00+00:00,280.0,295.0,225.45,227.9,0.010867154579729421,UP_REF,True
external,540,09:00,2020-07-20 04:00:00+00:00,2020-07-20 09:00:00+00:00,2020-07-20 09:15:00+00:00,2020-07-20 10:30:00+00:00,239.1025,-1.952681381415899,-2.4508796009247042,CLOSE_INVALIDATION,239.38,238.27,2020-07-20 07:30:00+00:00,210.0,2020-07-20 09:05:00+00:00,5.0,15.0,238.78,239.04,0.001088868414440114,UP_REF,True
external,540,09:00,2020-07-23 04:00:00+00:00,2020-07-23 09:00:00+00:00,2020-07-23 09:35:00+00:00,2020-07-23 14:30:00+00:00,263.6625,4.40728203669456,4.1550045344273645,TARGET,264.93,259.86,2020-07-23 08:55:00+00:00,295.0,2020-07-23 09:00:00+00:00,0.0,35.0,264.22,264.91,0.002611460146847211,UP_REF,True
external,540,09:00,2020-08-05 04:00:00+00:00,2020-08-05 09:00:00+00:00,2020-08-05 10:05:00+00:00,2020-08-05 11:10:00+00:00,392.7675,4.011006511485848,3.7589270479618357,TARGET,394.5,387.57,2020-08-05 06:10:00+00:00,130.0,2020-08-05 09:55:00+00:00,55.0,65.0,389.85,391.0,0.002949852507374562,UP_REF,True
external,540,09:00,2020-09-16 04:00:00+00:00,2020-09-16 09:00:00+00:00,2020-09-16 12:15:00+00:00,2020-09-16 13:15:00+00:00,364.44,4.895796290198717,4.643274652872242,TARGET,366.37,358.65,2020-09-16 07:55:00+00:00,235.0,2020-09-16 12:00:00+00:00,180.0,195.0,359.33,363.91,0.012745943839924445,UP_REF,True
external,540,09:00,2020-09-18 04:00:00+00:00,2020-09-18 09:00:00+00:00,2020-09-18 10:30:00+00:00,2020-09-18 15:00:00+00:00,387.09,-2.8154589371980228,-3.312794810324193,TIME_EXIT,388.89,381.69,2020-09-18 06:50:00+00:00,170.0,2020-09-18 09:40:00+00:00,40.0,90.0,387.19,387.1,-0.0002324440197318811,DOWN_REF,True
external,540,09:00,2020-09-29 04:00:00+00:00,2020-09-29 09:00:00+00:00,2020-09-29 09:25:00+00:00,2020-09-29 10:30:00+00:00,354.5175,3.7817399705234016,3.529775082981868,TARGET,356.0,350.07,2020-09-29 06:50:00+00:00,170.0,2020-09-29 09:05:00+00:00,5.0,25.0,352.95,355.37,0.006856495254285333,UP_REF,True
external,540,09:00,2020-10-05 04:00:00+00:00,2020-10-05 09:00:00+00:00,2020-10-05 11:15:00+00:00,2020-10-05 13:05:00+00:00,351.28999999999996,2.5320504426543216,2.280710087610505,TARGET,352.32,348.2,2020-10-05 06:20:00+00:00,140.0,2020-10-05 11:05:00+00:00,125.0,135.0,351.89,350.05,-0.005228906760635366,DOWN_REF,True
external,540,09:00,2020-10-07 04:00:00+00:00,2020-10-07 09:00:00+00:00,2020-10-07 13:25:00+00:00,2020-10-07 15:00:00+00:00,340.5875,0.3230153778398085,-0.17745740114853936,TIME_EXIT,342.21,335.72,2020-10-07 07:10:00+00:00,190.0,2020-10-07 13:00:00+00:00,240.0,265.0,336.63,340.04,0.01012981611858721,UP_REF,True
external,540,09:00,2020-11-16 04:00:00+00:00,2020-11-16 09:00:00+00:00,2020-11-16 11:30:00+00:00,2020-11-16 14:10:00+00:00,454.625,4.010228210063205,3.7581491354955037,TARGET,456.63,448.61,2020-11-16 07:15:00+00:00,195.0,2020-11-16 11:00:00+00:00,120.0,150.0,449.46,453.55,0.009099808659280173,UP_REF,True
external,540,09:00,2020-11-20 04:00:00+00:00,2020-11-20 09:00:00+00:00,2020-11-20 09:10:00+00:00,2020-11-20 10:50:00+00:00,497.75,10.147463586137674,9.892317427423869,TARGET,503.0,482.0,2020-11-20 08:40:00+00:00,280.0,2020-11-20 09:00:00+00:00,0.0,10.0,485.76,502.63,0.03472908432147559,UP_REF,True
external,540,09:00,2020-12-16 04:00:00+00:00,2020-12-16 09:00:00+00:00,2020-12-16 09:25:00+00:00,2020-12-16 10:10:00+00:00,586.635,2.7791488745130937,2.5276850319971405,TARGET,588.5,581.04,2020-12-16 08:55:00+00:00,295.0,2020-12-16 09:15:00+00:00,15.0,25.0,583.63,588.37,0.008121583880198013,UP_REF,True
external,540,09:00,2020-12-17 04:00:00+00:00,2020-12-17 09:00:00+00:00,2020-12-17 10:05:00+00:00,2020-12-17 10:20:00+00:00,652.125,7.198236534406832,6.944564252280694,TARGET,657.08,637.26,2020-12-17 08:20:00+00:00,260.0,2020-12-17 09:15:00+00:00,15.0,65.0,637.97,650.41,0.01949934949919263,UP_REF,True
external,540,09:00,2020-12-24 04:00:00+00:00,2020-12-24 09:00:00+00:00,2020-12-24 10:10:00+00:00,2020-12-24 13:40:00+00:00,581.6,6.236863823934025,5.983671987939987,TARGET,585.46,570.02,2020-12-24 08:55:00+00:00,295.0,2020-12-24 10:00:00+00:00,60.0,70.0,575.33,584.38,0.01573010272365427,UP_REF,True
external,540,09:00,2021-01-29 04:00:00+00:00,2021-01-29 09:00:00+00:00,2021-01-29 09:10:00+00:00,2021-01-29 11:30:00+00:00,1366.4075,19.347037395506206,19.087293748631897,TARGET,1393.39,1285.46,2021-01-29 08:55:00+00:00,295.0,2021-01-29 09:00:00+00:00,0.0,10.0,1322.35,1381.79,0.04495027791431916,UP_REF,True
external,540,09:00,2021-02-01 04:00:00+00:00,2021-02-01 09:00:00+00:00,2021-02-01 09:25:00+00:00,2021-02-01 15:00:00+00:00,1330.6100000000001,-6.1943349290927046,-6.6882936148206955,TIME_EXIT,1339.91,1302.71,2021-02-01 06:45:00+00:00,165.0,2021-02-01 09:05:00+00:00,5.0,25.0,1318.29,1334.42,0.01223554756540679,UP_REF,True
external,540,09:00,2021-02-02 04:00:00+00:00,2021-02-02 09:00:00+00:00,2021-02-02 09:25:00+00:00,2021-02-02 15:00:00+00:00,1439.0325,-2.1138250873416915,-2.611862243676199,TIME_EXIT,1462.04,1370.01,2021-02-02 08:55:00+00:00,295.0,2021-02-02 09:00:00+00:00,0.0,25.0,1371.27,1458.76,0.06380216879243328,UP_REF,True
external,540,09:00,2021-02-05 04:00:00+00:00,2021-02-05 09:00:00+00:00,2021-02-05 09:20:00+00:00,2021-02-05 13:50:00+00:00,1667.1499999999999,7.967573403712969,7.713516645390284,TARGET,1681.1,1625.3,2021-02-05 08:00:00+00:00,240.0,2021-02-05 09:10:00+00:00,10.0,20.0,1644.63,1672.65,0.01703726674084738,UP_REF,True
external,540,09:00,2021-02-09 04:00:00+00:00,2021-02-09 09:00:00+00:00,2021-02-09 09:30:00+00:00,2021-02-09 10:50:00+00:00,1797.9750000000001,-14.992805795408781,-15.477970407307406,CLOSE_INVALIDATION,1820.17,1731.39,2021-02-09 08:30:00+00:00,270.0,2021-02-09 09:05:00+00:00,5.0,30.0,1739.07,1809.0,0.04021114733737008,UP_REF,True
external,540,09:00,2021-02-11 04:00:00+00:00,2021-02-11 09:00:00+00:00,2021-02-11 09:10:00+00:00,2021-02-11 09:55:00+00:00,1747.4575,5.0550682920757595,4.8024670585465445,TARGET,1756.99,1718.86,2021-02-11 08:55:00+00:00,295.0,2021-02-11 09:00:00+00:00,0.0,10.0,1745.84,1754.61,0.005023369839160408,UP_REF,True
external,540,09:00,2021-03-26 04:00:00+00:00,2021-03-26 09:00:00+00:00,2021-03-26 13:20:00+00:00,2021-03-26 13:45:00+00:00,1632.3625,3.966370827558197,3.7143136707229023,TARGET,1639.49,1610.98,2021-03-26 08:10:00+00:00,250.0,2021-03-26 13:00:00+00:00,240.0,260.0,1619.6,1627.6,0.004939491232403004,UP_REF,True
external,540,09:00,2021-04-02 04:00:00+00:00,2021-04-02 09:00:00+00:00,2021-04-02 12:10:00+00:00,2021-04-02 14:05:00+00:00,2005.0175000000002,3.5214121572505035,3.2695773685662126,TARGET,2012.88,1981.43,2021-04-02 07:20:00+00:00,200.0,2021-04-02 12:00:00+00:00,180.0,190.0,2000.72,1993.95,-0.003383781838538158,DOWN_REF,True
external,540,09:00,2021-04-13 04:00:00+00:00,2021-04-13 09:00:00+00:00,2021-04-13 09:20:00+00:00,2021-04-13 14:35:00+00:00,2211.995,8.562497654832034,8.308143583040616,TARGET,2231.82,2152.52,2021-04-13 08:55:00+00:00,295.0,2021-04-13 09:00:00+00:00,0.0,20.0,2166.68,2230.14,0.029289050528919836,UP_REF,True
external,540,09:00,2021-05-07 04:00:00+00:00,2021-05-07 09:00:00+00:00,2021-05-07 11:10:00+00:00,2021-05-07 13:05:00+00:00,3448.75,8.661254077564307,8.406850652238296,TARGET,3480.0,3355.0,2021-05-07 07:25:00+00:00,205.0,2021-05-07 10:00:00+00:00,60.0,130.0,3428.47,3437.83,0.002730080764889342,UP_REF,True
external,540,09:00,2021-05-10 04:00:00+00:00,2021-05-10 09:00:00+00:00,2021-05-10 09:10:00+00:00,2021-05-10 10:50:00+00:00,4139.25,-11.062559642447278,-11.551652536357915,CLOSE_INVALIDATION,4174.0,4035.0,2021-05-10 08:55:00+00:00,295.0,2021-05-10 09:00:00+00:00,0.0,10.0,4060.22,4172.66,0.027693080670505577,UP_REF,True
external,540,09:00,2021-06-02 04:00:00+00:00,2021-06-02 09:00:00+00:00,2021-06-02 09:15:00+00:00,2021-06-02 13:30:00+00:00,2690.3625,9.735251290485868,9.480311134918496,TARGET,2717.63,2608.56,2021-06-02 08:55:00+00:00,295.0,2021-06-02 09:00:00+00:00,0.0,15.0,2616.09,2715.0,0.037808332282146306,UP_REF,True
external,540,09:00,2021-06-24 04:00:00+00:00,2021-06-24 09:00:00+00:00,2021-06-24 09:20:00+00:00,2021-06-24 12:00:00+00:00,1939.1625,7.246342170911424,6.992645847987489,TARGET,1953.99,1894.68,2021-06-24 08:55:00+00:00,295.0,2021-06-24 09:00:00+00:00,0.0,20.0,1904.0,1951.67,0.025036764705882453,UP_REF,True
external,540,09:00,2021-09-14 04:00:00+00:00,2021-09-14 09:00:00+00:00,2021-09-14 09:10:00+00:00,2021-09-14 15:00:00+00:00,3338.2175,0.39870469794129926,-0.10184373254133983,TIME_EXIT,3359.92,3273.11,2021-09-14 08:50:00+00:00,290.0,2021-09-14 09:00:00+00:00,0.0,10.0,3292.44,3343.78,0.015593298587066151,UP_REF,True
