source_tf,family,mode,dev_cov,dev_wr,ext_cov,ext_wr,val_cov,val_wr,ext_raw_wr,val_raw_wr,min_oos_cov,min_oos_wr,mean_oos_wr,ext_n,val_n,ext_median_hours,val_median_hours
D1,R6_HIGH,HOLD,0.5448717948717948,0.4235294117647059,0.5825242718446602,0.3666666666666666,0.5679012345679012,0.3478260869565217,0.3863636363636363,0.392,0.5679012345679012,0.3478260869565217,0.3572463768115941,176,125,2.0,6.0
D1,R6_HIGH,RECLAIM,0.5448717948717948,0.4235294117647059,0.5825242718446602,0.3666666666666666,0.5679012345679012,0.3478260869565217,0.3863636363636363,0.392,0.5679012345679012,0.3478260869565217,0.3572463768115941,176,125,2.0,6.0
H4,PREV_OPEN,WICK,1.0,0.3141025641025641,1.0,0.4466019417475728,1.0,0.345679012345679,0.3998691099476439,0.3908045977011494,1.0,0.345679012345679,0.3961404770466259,1528,1044,3.0,6.0
H4,PREV_LOW,HOLD,1.0,0.3846153846153846,1.0,0.3883495145631068,1.0,0.345679012345679,0.4017964071856287,0.4255014326647564,1.0,0.345679012345679,0.3670142634543929,1670,1396,2.0,5.0
H4,PREV_LOW,RECLAIM,1.0,0.3846153846153846,1.0,0.3883495145631068,1.0,0.345679012345679,0.4019196160767846,0.4249820531227566,1.0,0.345679012345679,0.3670142634543929,1667,1393,2.0,5.0
W1,PREV_OPEN,WICK,0.4551282051282051,0.4225352112676056,0.3689320388349514,0.3421052631578947,0.3703703703703703,0.4666666666666667,0.4516129032258064,0.4901960784313725,0.3689320388349514,0.3421052631578947,0.4043859649122807,62,51,2.0,4.0
D1,PREV_LOW,BODY,0.8525641025641025,0.3458646616541353,0.7669902912621359,0.3417721518987341,0.9135802469135802,0.5,0.3726235741444867,0.4471544715447154,0.7669902912621359,0.3417721518987341,0.42088607594936706,263,246,2.0,4.0
H4,R6_LOW,BODY,0.8910256410256411,0.3525179856115107,0.8640776699029126,0.3370786516853932,0.925925925925926,0.36,0.3815461346633416,0.4236453201970443,0.8640776699029126,0.3370786516853932,0.3485393258426966,401,406,2.0,4.0
H4,R12_LOW,WICK,0.7692307692307693,0.4083333333333333,0.6990291262135923,0.3333333333333333,0.8395061728395061,0.4117647058823529,0.3712871287128713,0.4094827586206896,0.6990291262135923,0.3333333333333333,0.37254901960784315,202,232,2.0,4.0
D1,R3_HIGH,BODY,0.6730769230769231,0.4380952380952381,0.6990291262135923,0.3333333333333333,0.7160493827160493,0.3620689655172414,0.4072398190045249,0.3905325443786982,0.6990291262135923,0.3333333333333333,0.34770114942528735,221,169,2.0,6.0
D1,R6_LOW,WICK,0.4487179487179487,0.5,0.3786407766990291,0.5128205128205128,0.4814814814814814,0.3333333333333333,0.4155844155844156,0.3975903614457831,0.3786407766990291,0.3333333333333333,0.423076923076923,77,83,2.0,3.0
W1,R3_HIGH,BODY,0.2756410256410256,0.4883720930232558,0.3106796116504854,0.4375,0.2222222222222222,0.3333333333333333,0.4727272727272727,0.4117647058823529,0.2222222222222222,0.3333333333333333,0.38541666666666663,55,34,2.0,4.0
W1,R6_HIGH,WICK,0.173076923076923,0.4814814814814814,0.233009708737864,0.3333333333333333,0.1851851851851851,0.3333333333333333,0.3658536585365853,0.25,0.1851851851851851,0.3333333333333333,0.3333333333333333,41,20,2.0,4.0
W1,R3_LOW,HOLD,0.1858974358974359,0.5172413793103449,0.087378640776699,0.3333333333333333,0.1975308641975308,0.4375,0.5294117647058824,0.3703703703703703,0.087378640776699,0.3333333333333333,0.38541666666666663,17,27,1.0,2.0
W1,R3_LOW,RECLAIM,0.1858974358974359,0.5172413793103449,0.087378640776699,0.3333333333333333,0.1975308641975308,0.4375,0.5294117647058824,0.3703703703703703,0.087378640776699,0.3333333333333333,0.38541666666666663,17,27,1.0,2.0
W1,R6_LOW,BODY,0.0897435897435897,0.5,0.058252427184466,0.3333333333333333,0.1358024691358024,0.5454545454545454,0.4,0.45,0.058252427184466,0.3333333333333333,0.43939393939393934,10,20,1.0,3.0
H4,R6_LOW,HOLD,0.9423076923076924,0.3129251700680272,0.9223300970873788,0.3263157894736842,0.9753086419753086,0.3670886075949367,0.3825242718446602,0.4107485604606526,0.9223300970873788,0.3263157894736842,0.3467021985343105,515,521,2.0,4.0
H4,R12_LOW,BODY,0.7692307692307693,0.4083333333333333,0.7184466019417476,0.3243243243243243,0.7901234567901234,0.40625,0.3373983739837398,0.4098360655737705,0.7184466019417476,0.3243243243243243,0.36528716216216217,246,305,2.0,4.0
D1,R12_LOW,HOLD,0.2948717948717949,0.5,0.2233009708737864,0.5652173913043478,0.345679012345679,0.3214285714285714,0.4333333333333333,0.3780487804878049,0.2233009708737864,0.3214285714285714,0.4433229813664596,60,82,1.0,2.0
D1,R12_LOW,RECLAIM,0.2948717948717949,0.5,0.2233009708737864,0.5652173913043478,0.345679012345679,0.3214285714285714,0.4333333333333333,0.3780487804878049,0.2233009708737864,0.3214285714285714,0.4433229813664596,60,82,1.0,2.0
H1,R3_HIGH,WICK,1.0,0.4615384615384615,1.0,0.5339805825242718,1.0,0.3209876543209876,0.4034676663542643,0.3937823834196891,1.0,0.3209876543209876,0.4274841184226297,2134,1544,3.0,6.0
H1,PREV_HIGH,HOLD,1.0,0.4871794871794871,1.0,0.5048543689320388,1.0,0.3209876543209876,0.4021135590184488,0.4002747881841081,1.0,0.3209876543209876,0.4129210116265132,5583,4367,3.0,6.0
H1,PREV_HIGH,RECLAIM,1.0,0.4871794871794871,1.0,0.5048543689320388,1.0,0.3209876543209876,0.4018001800180018,0.4000459031443654,1.0,0.3209876543209876,0.4129210116265132,5555,4357,3.0,6.0
H1,SWING2_HIGH,WICK,1.0,0.358974358974359,1.0,0.4174757281553398,1.0,0.3209876543209876,0.3902439024390244,0.3807763401109057,1.0,0.3209876543209876,0.3692316912381637,779,541,3.0,6.0
H1,SWING2_LOW,HOLD,1.0,0.4230769230769231,1.0,0.3203883495145631,1.0,0.3703703703703703,0.3766478342749529,0.4217289719626168,1.0,0.3203883495145631,0.3453793599424667,1062,856,2.0,5.0
H1,SWING2_LOW,RECLAIM,1.0,0.4166666666666667,1.0,0.3203883495145631,1.0,0.3703703703703703,0.3783018867924528,0.4205607476635514,1.0,0.3203883495145631,0.3453793599424667,1060,856,2.0,5.0
H4,R6_LOW,RECLAIM,0.9423076923076924,0.3129251700680272,0.9223300970873788,0.3157894736842105,0.9753086419753086,0.3670886075949367,0.3843137254901961,0.4096153846153846,0.9223300970873788,0.3157894736842105,0.34143904063957364,510,520,2.0,4.0
H1,SWING2_LOW,WICK,1.0,0.4230769230769231,1.0,0.3106796116504854,1.0,0.4074074074074074,0.3817934782608695,0.4174397031539889,1.0,0.3106796116504854,0.35904350952894637,736,539,2.0,6.0
D1,R3_HIGH,WICK,0.6602564102564102,0.4563106796116505,0.6990291262135923,0.4305555555555556,0.6790123456790124,0.3090909090909091,0.4070351758793969,0.3680555555555556,0.6790123456790124,0.3090909090909091,0.36982323232323233,199,144,2.0,5.0
D1,SWING2_HIGH,BODY,0.3461538461538461,0.3888888888888889,0.3495145631067961,0.3055555555555556,0.345679012345679,0.5357142857142857,0.2923076923076923,0.5319148936170213,0.345679012345679,0.3055555555555556,0.42063492063492064,65,47,2.0,4.0
H4,R6_LOW,WICK,0.9230769230769232,0.375,0.8640776699029126,0.3033707865168539,0.9506172839506172,0.3506493506493506,0.3813813813813814,0.3869969040247678,0.8640776699029126,0.3033707865168539,0.3270100685831022,333,323,2.0,4.0
W1,R12_HIGH,HOLD,0.1666666666666666,0.3461538461538461,0.1941747572815534,0.3,0.1111111111111111,0.4444444444444444,0.3888888888888889,0.3333333333333333,0.1111111111111111,0.3,0.37222222222222223,36,15,2.0,6.0
W1,R12_HIGH,RECLAIM,0.1666666666666666,0.3461538461538461,0.1941747572815534,0.3,0.1111111111111111,0.4444444444444444,0.3888888888888889,0.3333333333333333,0.1111111111111111,0.3,0.37222222222222223,36,15,2.0,6.0
H4,R12_LOW,HOLD,0.8205128205128205,0.40625,0.7572815533980582,0.2948717948717949,0.8765432098765432,0.4225352112676056,0.3428571428571428,0.4046997389033943,0.7572815533980582,0.2948717948717949,0.3587035030697002,315,383,2.0,4.0
H4,R12_LOW,RECLAIM,0.8205128205128205,0.40625,0.7572815533980582,0.2948717948717949,0.8765432098765432,0.4225352112676056,0.3450479233226837,0.4031413612565445,0.7572815533980582,0.2948717948717949,0.3587035030697002,313,382,2.0,4.0
D1,SWING2_HIGH,WICK,0.3141025641025641,0.4081632653061224,0.3689320388349514,0.2894736842105263,0.3580246913580246,0.4137931034482758,0.2769230769230769,0.4782608695652174,0.3580246913580246,0.2894736842105263,0.35163339382940106,65,46,2.0,4.0
H4,SWING2_LOW,BODY,0.8269230769230769,0.3953488372093023,0.7475728155339806,0.2857142857142857,0.8395061728395061,0.4264705882352941,0.3744075829383886,0.4111675126903553,0.7475728155339806,0.2857142857142857,0.35609243697478987,211,197,2.0,5.0
D1,SWING2_HIGH,HOLD,0.358974358974359,0.375,0.4077669902912621,0.2857142857142857,0.3950617283950617,0.34375,0.3026315789473684,0.4528301886792453,0.3950617283950617,0.2857142857142857,0.31473214285714285,76,53,2.5,4.0
H1,PREV_HIGH,WICK,1.0,0.4743589743589743,1.0,0.5048543689320388,1.0,0.2839506172839506,0.4008632317237658,0.3938120702826585,1.0,0.2839506172839506,0.3944024931079947,3707,2618,3.0,6.0
D1,R3_HIGH,HOLD,0.7435897435897436,0.396551724137931,0.7281553398058253,0.3866666666666666,0.7407407407407407,0.2833333333333333,0.396,0.3532608695652174,0.7281553398058253,0.2833333333333333,0.33499999999999996,250,184,2.0,5.5
D1,R3_HIGH,RECLAIM,0.7435897435897436,0.396551724137931,0.7281553398058253,0.3866666666666666,0.7407407407407407,0.2833333333333333,0.396,0.3532608695652174,0.7281553398058253,0.2833333333333333,0.33499999999999996,250,184,2.0,5.5
W1,R12_HIGH,WICK,0.1282051282051282,0.55,0.174757281553398,0.2777777777777778,0.0864197530864197,0.2857142857142857,0.3548387096774194,0.2222222222222222,0.0864197530864197,0.2777777777777778,0.28174603174603174,31,9,2.0,3.0
D1,SWING2_HIGH,RECLAIM,0.358974358974359,0.375,0.4077669902912621,0.2619047619047619,0.3950617283950617,0.34375,0.28,0.4528301886792453,0.3950617283950617,0.2619047619047619,0.30282738095238093,75,53,3.0,4.0
W1,R6_HIGH,HOLD,0.2179487179487179,0.3823529411764705,0.2524271844660194,0.2692307692307692,0.1975308641975308,0.25,0.3829787234042553,0.3076923076923077,0.1975308641975308,0.25,0.2596153846153846,47,26,2.0,5.5
W1,R6_HIGH,RECLAIM,0.2179487179487179,0.3823529411764705,0.2524271844660194,0.2692307692307692,0.1975308641975308,0.25,0.3829787234042553,0.3076923076923077,0.1975308641975308,0.25,0.2596153846153846,47,26,2.0,5.5
W1,R6_LOW,HOLD,0.1025641025641025,0.4375,0.058252427184466,0.1666666666666666,0.1481481481481481,0.5,0.3636363636363636,0.4347826086956521,0.058252427184466,0.1666666666666666,0.3333333333333333,11,23,1.0,3.0
W1,R6_LOW,RECLAIM,0.1025641025641025,0.4375,0.058252427184466,0.1666666666666666,0.1481481481481481,0.5,0.3636363636363636,0.4347826086956521,0.058252427184466,0.1666666666666666,0.3333333333333333,11,23,1.0,3.0
W1,SWING2_HIGH,WICK,0.0576923076923076,0.2222222222222222,0.058252427184466,0.1666666666666666,0.0864197530864197,0.2857142857142857,0.2,0.25,0.058252427184466,0.1666666666666666,0.22619047619047616,10,8,1.0,6.0
W1,SWING2_HIGH,HOLD,0.0705128205128205,0.3636363636363636,0.058252427184466,0.0,0.0987654320987654,0.375,0.1818181818181818,0.4545454545454545,0.058252427184466,0.0,0.1875,11,11,2.0,5.0
W1,SWING2_HIGH,RECLAIM,0.0705128205128205,0.3636363636363636,0.058252427184466,0.0,0.0987654320987654,0.375,0.1818181818181818,0.4545454545454545,0.058252427184466,0.0,0.1875,11,11,2.0,5.0
W1,R12_LOW,BODY,0.0576923076923076,0.5555555555555556,0.0097087378640776,0.0,0.1111111111111111,0.4444444444444444,0.0,0.4117647058823529,0.0097087378640776,0.0,0.2222222222222222,2,17,1.0,2.0
W1,R12_LOW,HOLD,0.0641025641025641,0.5,0.0097087378640776,0.0,0.1111111111111111,0.4444444444444444,0.0,0.3888888888888889,0.0097087378640776,0.0,0.2222222222222222,2,18,1.0,2.0
W1,R12_LOW,RECLAIM,0.0641025641025641,0.5,0.0097087378640776,0.0,0.1111111111111111,0.4444444444444444,0.0,0.3888888888888889,0.0097087378640776,0.0,0.2222222222222222,2,18,1.0,2.0
W1,R12_LOW,WICK,0.0576923076923076,0.4444444444444444,0.0097087378640776,0.0,0.1111111111111111,0.4444444444444444,0.0,0.4666666666666667,0.0097087378640776,0.0,0.2222222222222222,2,15,1.0,2.0
W1,SWING2_LOW,BODY,0.0256410256410256,0.75,0.0,,0.1111111111111111,0.5555555555555556,,0.5,0.0,,,0,14,,3.0
W1,SWING2_LOW,HOLD,0.032051282051282,0.2,0.0,,0.0987654320987654,0.5,,0.4285714285714285,0.0,,,0,14,,2.5
W1,SWING2_LOW,RECLAIM,0.032051282051282,0.2,0.0,,0.0987654320987654,0.5,,0.4285714285714285,0.0,,,0,14,,2.5
W1,SWING2_LOW,WICK,0.032051282051282,0.2,0.0,,0.1234567901234567,0.4,,0.4615384615384615,0.0,,,0,13,,3.0
