role,partition,attempt,snapshot_min,feature,good_n,true_n,good_median,true_median,good_minus_true,iqr_scaled_abs_gap
CENTRAL,development,PARENT,30,close_minus_L_R,227,95,0.9403131115459884,0.8800738007380053,0.06023931080798306,0.22597129488036885
CENTRAL,development,PARENT,60,close_R,143,75,-0.10837438423645471,-0.21624713958810104,0.10787275535164634,0.3589794208170796
CENTRAL,development,PARENT,60,running_mfe_R,143,75,0.09523809523809285,0.05677419354838782,0.038463901689705024,0.1913907844668979
CENTRAL,development,PARENT,60,running_mae_R,143,75,0.2919919696631722,0.32469098583056993,-0.03269901616739773,0.14493062163374668
CENTRAL,development,PARENT,60,break_confirmed_by_snapshot,143,75,0.0,0.0,0.0,0.0
CENTRAL,development,PARENT,60,closes_above_H,143,75,0.0,0.0,0.0,0.0
CENTRAL,development,PARENT,60,closes_le_H,143,75,12.0,12.0,0.0,0.0
CENTRAL,development,PARENT,60,close_minus_L_R,143,75,0.8916256157635453,0.783752860411899,0.10787275535164631,0.3589794208170795
CENTRAL,development,H2,5,close_R,149,67,0.0,-0.01160092807424857,0.01160092807424857,0.17573134220435122
CENTRAL,development,H2,5,running_mfe_R,149,67,0.04220779220779192,0.02959641255605237,0.012611379651739547,0.17896226970192608
CENTRAL,development,H2,5,running_mae_R,149,67,0.10447761194029867,0.07887323943662099,0.025604372503677683,0.2918628914660588
CENTRAL,development,H2,5,break_confirmed_by_snapshot,149,67,0.0,0.0,0.0,0.0
CENTRAL,development,H2,5,closes_above_H,149,67,0.0,0.0,0.0,0.0
CENTRAL,development,H2,5,closes_le_H,149,67,1.0,1.0,0.0,0.0
CENTRAL,development,H2,5,close_minus_L_R,149,67,1.0,0.9883990719257514,0.011600928074248618,0.17573134220435163
CENTRAL,development,H2,10,close_R,147,66,0.011450381679389728,-0.02918907747996738,0.04063945915935711,0.33070442344408296
CENTRAL,development,H2,10,running_mfe_R,147,66,0.08239700374531223,0.043172712904768054,0.03922429084054417,0.40828628638039044
CENTRAL,development,H2,10,running_mae_R,147,66,0.11519607843137417,0.10180583193111348,0.013390246500260689,0.15199612719784036
CENTRAL,development,H2,10,break_confirmed_by_snapshot,147,66,1.0,0.0,1.0,1.0
CENTRAL,development,H2,10,closes_above_H,147,66,1.0,0.0,1.0,0.5
CENTRAL,development,H2,10,closes_le_H,147,66,1.0,2.0,-1.0,0.5
CENTRAL,development,H2,10,close_minus_L_R,147,66,1.0114503816793898,0.9708109225200326,0.04063945915935718,0.3307044234440837
CENTRAL,development,H2,15,close_R,141,66,0.015988372093021116,-0.042633503038092255,0.058621875131113374,0.37114564970450914
CENTRAL,development,H2,15,running_mfe_R,141,66,0.10299625468164693,0.05727006427079542,0.045726190410851505,0.3916588659271541
CENTRAL,development,H2,15,running_mae_R,141,66,0.12062256809339374,0.12172266634609614,-0.0011000982527024084,0.011471078387653544
CENTRAL,development,H2,15,break_confirmed_by_snapshot,141,66,1.0,1.0,0.0,0.0
CENTRAL,development,H2,15,closes_above_H,141,66,2.0,1.0,1.0,0.5
CENTRAL,development,H2,15,closes_le_H,141,66,1.0,2.0,-1.0,0.5
CENTRAL,development,H2,15,close_minus_L_R,141,66,1.015988372093021,0.9573664969619078,0.058621875131113166,0.3711456497045082
CENTRAL,development,H2,30,close_R,77,46,0.0,-0.04187272940349241,0.04187272940349241,0.2035027557922608
CENTRAL,development,H2,30,running_mfe_R,77,46,0.1358734723220649,0.05726465807220151,0.07860881424986338,0.4702070858379253
CENTRAL,development,H2,30,running_mae_R,77,46,0.14316239316239115,0.15101917244483487,-0.007856779282443715,0.07073712648310491
CENTRAL,development,H2,30,break_confirmed_by_snapshot,77,46,1.0,0.0,1.0,1.0
CENTRAL,development,H2,30,closes_above_H,77,46,3.0,0.0,3.0,0.6
CENTRAL,development,H2,30,closes_le_H,77,46,3.0,6.0,-3.0,0.6
CENTRAL,development,H2,30,close_minus_L_R,77,46,1.0,0.9581272705965076,0.041872729403492404,0.20350275579226082
CENTRAL,development,H2,60,close_R,38,33,0.014106572238876403,-0.07642563198118825,0.09053220422006465,0.29826700458083977
CENTRAL,development,H2,60,running_mfe_R,38,33,0.17110444037269457,0.058153477218231234,0.11295096315446333,0.4695872222102384
CENTRAL,development,H2,60,running_mae_R,38,33,0.1760945370011591,0.23362831858406935,-0.057533781582910254,0.2804412819315526
CENTRAL,development,H2,60,break_confirmed_by_snapshot,38,33,1.0,0.0,1.0,1.0
CENTRAL,development,H2,60,closes_above_H,38,33,5.0,0.0,5.0,0.5
CENTRAL,development,H2,60,closes_le_H,38,33,7.0,12.0,-5.0,0.5
CENTRAL,development,H2,60,close_minus_L_R,38,33,1.0141065722388765,0.9235743680188118,0.0905322042200647,0.2982670045808397
CENTRAL,external,PARENT,5,close_R,195,78,0.01898974553741111,0.006387548921846675,0.012602196615564436,0.12726260941539408
CENTRAL,external,PARENT,5,running_mfe_R,195,78,0.0644351464435131,0.05512750381172725,0.00930764263178585,0.0893721929555516
CENTRAL,external,PARENT,5,running_mae_R,195,78,0.12717770034843354,0.1142047879563885,0.012972912392045038,0.11897468689302557
CENTRAL,external,PARENT,5,break_confirmed_by_snapshot,195,78,1.0,1.0,0.0,0.0
CENTRAL,external,PARENT,5,closes_above_H,195,78,1.0,1.0,0.0,0.0
CENTRAL,external,PARENT,5,closes_le_H,195,78,0.0,0.0,0.0,0.0
CENTRAL,external,PARENT,5,close_minus_L_R,195,78,1.0189897455374113,1.0063875489218466,0.01260219661556472,0.12726260941539738
CENTRAL,external,PARENT,10,close_R,195,78,0.041139240506327716,-0.003555934456386655,0.04469517496271437,0.28956890452513306
CENTRAL,external,PARENT,10,running_mfe_R,195,78,0.11348684210526168,0.08373529218049859,0.029751549924763088,0.19087358003679702
CENTRAL,external,PARENT,10,running_mae_R,195,78,0.13875598086124302,0.11952264989124348,0.019233330969999546,0.17242298934308128
CENTRAL,external,PARENT,10,break_confirmed_by_snapshot,195,78,1.0,1.0,0.0,0.0
CENTRAL,external,PARENT,10,closes_above_H,195,78,1.0,1.0,0.0,0.0
CENTRAL,external,PARENT,10,closes_le_H,195,78,1.0,1.0,0.0,0.0
CENTRAL,external,PARENT,10,close_minus_L_R,195,78,1.0411392405063278,0.9964440655436133,0.04469517496271447,0.2895689045251334
CENTRAL,external,PARENT,15,close_R,182,78,0.03937272264302591,-0.03337927750066192,0.07275200014368782,0.379639467501754
CENTRAL,external,PARENT,15,running_mfe_R,182,78,0.12829339227525433,0.09570707070707195,0.03258632156818238,0.19237885968682222
CENTRAL,external,PARENT,15,running_mae_R,182,78,0.13746415037120224,0.1343934772187913,0.003070673152410941,0.023946900062453244
CENTRAL,external,PARENT,15,break_confirmed_by_snapshot,182,78,1.0,1.0,0.0,0.0
CENTRAL,external,PARENT,15,closes_above_H,182,78,2.0,1.0,1.0,0.5
CENTRAL,external,PARENT,15,closes_le_H,182,78,1.0,2.0,-1.0,0.5
CENTRAL,external,PARENT,15,close_minus_L_R,182,78,1.039372722643026,0.9666207224993381,0.07275200014368799,0.37963946750175476
CENTRAL,external,PARENT,30,close_R,113,34,0.036709837893472645,-0.06311612194228775,0.0998259598357604,0.35649265886166576
CENTRAL,external,PARENT,30,running_mfe_R,113,34,0.2154471544715453,0.08327461178187832,0.132172542689667,0.5901512347789177
CENTRAL,external,PARENT,30,running_mae_R,113,34,0.15062761506275948,0.197724738072587,-0.04709712300982752,0.3044885104637582
CENTRAL,external,PARENT,30,break_confirmed_by_snapshot,113,34,1.0,0.0,1.0,1.0
CENTRAL,external,PARENT,30,closes_above_H,113,34,5.0,0.0,5.0,0.8333333333333334
CENTRAL,external,PARENT,30,closes_le_H,113,34,1.0,6.0,-5.0,0.8333333333333334
CENTRAL,external,PARENT,30,close_minus_L_R,113,34,1.0367098378934727,0.9368838780577133,0.09982595983575937,0.3564926588616623
CENTRAL,external,H2,5,close_R,81,44,0.00017301038061874618,-0.008702746765539428,0.008875757146158174,0.11265122025815916
CENTRAL,external,H2,5,running_mfe_R,81,44,0.042865321311005435,0.021632088149631003,0.021233233161374432,0.4129803651335607
CENTRAL,external,H2,5,running_mae_R,81,44,0.11279908849221292,0.09773015025950148,0.015068938232711437,0.12541987293477527
CENTRAL,external,H2,5,break_confirmed_by_snapshot,81,44,1.0,0.0,1.0,1.0
CENTRAL,external,H2,5,closes_above_H,81,44,1.0,0.0,1.0,1.0
CENTRAL,external,H2,5,closes_le_H,81,44,0.0,1.0,-1.0,1.0
CENTRAL,external,H2,5,close_minus_L_R,81,44,1.0001730103806188,0.9912972532344608,0.008875757146157959,0.11265122025815612
CENTRAL,external,H2,10,close_R,81,44,0.03115827500564554,-0.036637654527921365,0.0677959295335669,0.48720440312387436
CENTRAL,external,H2,10,running_mfe_R,81,44,0.08133971291865665,0.03931216592744223,0.042027546991214415,0.4228300514209952
CENTRAL,external,H2,10,running_mae_R,81,44,0.11902614968440468,0.10759995215454349,0.011426197529861196,0.08697167428814265
CENTRAL,external,H2,10,break_confirmed_by_snapshot,81,44,1.0,1.0,0.0,0.0
CENTRAL,external,H2,10,closes_above_H,81,44,1.0,1.0,0.0,0.0
CENTRAL,external,H2,10,closes_le_H,81,44,1.0,1.0,0.0,0.0
CENTRAL,external,H2,10,close_minus_L_R,81,44,1.0311582750056456,0.9633623454720787,0.06779592953356695,0.487204403123875
CENTRAL,external,H2,15,close_R,79,44,0.0295392953929525,-0.04808506216146753,0.07762435755442003,0.5280588060088957
CENTRAL,external,H2,15,running_mfe_R,79,44,0.1195175438596482,0.055270303450467344,0.06424724040918087,0.4939064738447717
CENTRAL,external,H2,15,running_mae_R,79,44,0.129244148394858,0.11631347264564398,0.012930675749214027,0.09282182808940308
CENTRAL,external,H2,15,break_confirmed_by_snapshot,79,44,1.0,1.0,0.0,0.0
CENTRAL,external,H2,15,closes_above_H,79,44,2.0,1.0,1.0,0.3333333333333333
CENTRAL,external,H2,15,closes_le_H,79,44,1.0,2.0,-1.0,0.3333333333333333
CENTRAL,external,H2,15,close_minus_L_R,79,44,1.0295392953929525,0.9519149378385325,0.07762435755441999,0.5280588060088945
CENTRAL,external,H2,30,close_R,47,23,0.04549042826129772,-0.0862140774677225,0.1317045057290202,0.5324549569175754
CENTRAL,external,H2,30,running_mfe_R,47,23,0.1649836649836654,0.04831320283215352,0.11667046215151189,0.5767151306087047
CENTRAL,external,H2,30,running_mae_R,47,23,0.1452331452331442,0.1973466003316753,-0.0521134550985311,0.29660566922033127
CENTRAL,external,H2,30,break_confirmed_by_snapshot,47,23,1.0,0.0,1.0,1.0
CENTRAL,external,H2,30,closes_above_H,47,23,4.0,0.0,4.0,0.8
CENTRAL,external,H2,30,closes_le_H,47,23,2.0,6.0,-4.0,0.8
CENTRAL,external,H2,30,close_minus_L_R,47,23,1.0454904282612978,0.9137859225322779,0.13170450572901993,0.5324549569175747
CENTRAL,external,H2,60,close_R,24,14,0.12270072554882555,-0.20255253353718927,0.3252532590860148,0.8126980167614355
CENTRAL,external,H2,60,running_mfe_R,24,14,0.24040647173558527,0.01610422929074736,0.2243022424448379,0.8420263698607992
CENTRAL,external,H2,60,running_mae_R,24,14,0.17005515926009473,0.3177018909703852,-0.14764673171029047,0.4638656994832141
CENTRAL,external,H2,60,break_confirmed_by_snapshot,24,14,1.0,0.0,1.0,1.0
CENTRAL,external,H2,60,closes_above_H,24,14,9.0,0.0,9.0,0.8181818181818182
CENTRAL,external,H2,60,closes_le_H,24,14,3.0,12.0,-9.0,0.8181818181818182
CENTRAL,external,H2,60,close_minus_L_R,24,14,1.1227007255488255,0.7974474664628106,0.3252532590860149,0.8126980167614355
CENTRAL,external,PARENT,60,close_R,63,23,7.30887297182264e-05,-0.1327573618885393,0.13283045061825752,0.3605662511601327
CENTRAL,external,PARENT,60,running_mfe_R,63,23,0.13376344086021874,0.06754221388367807,0.06622122697654068,0.24877594696150124
CENTRAL,external,PARENT,60,running_mae_R,63,23,0.1989553656220322,0.3290289952798378,-0.1300736296578056,0.4753938445567335
CENTRAL,external,PARENT,60,break_confirmed_by_snapshot,63,23,1.0,0.0,1.0,1.0
CENTRAL,external,PARENT,60,closes_above_H,63,23,4.0,0.0,4.0,0.4
CENTRAL,external,PARENT,60,closes_le_H,63,23,8.0,12.0,-4.0,0.4
CENTRAL,external,PARENT,60,close_minus_L_R,63,23,1.0000730887297182,0.8672426381114607,0.1328304506182575,0.3605662511601326
CENTRAL,reference_validation,PARENT,5,close_R,221,96,0.00967117988394801,-0.007412427022521709,0.01708360690646972,0.17798381160079452
CENTRAL,reference_validation,PARENT,5,running_mfe_R,221,96,0.07782672540381806,0.04849593768884468,0.029330787714973383,0.2606074410479604
CENTRAL,reference_validation,PARENT,5,running_mae_R,221,96,0.1296296296296295,0.1205972581727551,0.00903237145687441,0.083066283321045
CENTRAL,reference_validation,PARENT,5,break_confirmed_by_snapshot,221,96,1.0,0.0,1.0,1.0
CENTRAL,reference_validation,PARENT,5,closes_above_H,221,96,1.0,0.0,1.0,1.0
CENTRAL,reference_validation,PARENT,5,closes_le_H,221,96,0.0,1.0,-1.0,1.0
CENTRAL,reference_validation,PARENT,5,close_minus_L_R,221,96,1.009671179883948,0.9925875729774785,0.017083606906469484,0.17798381160079224
CENTRAL,reference_validation,PARENT,10,close_R,221,96,0.027525906735752035,-0.044851166532580464,0.0723770732683325,0.42419112794747116
CENTRAL,reference_validation,PARENT,10,running_mfe_R,221,96,0.13390313390313283,0.06467701713458371,0.06922611676854912,0.4514245616525301
CENTRAL,reference_validation,PARENT,10,running_mae_R,221,96,0.1368267831149923,0.13729838709677417,-0.00047160398178186513,0.0040315099898315145
CENTRAL,reference_validation,PARENT,10,break_confirmed_by_snapshot,221,96,1.0,1.0,0.0,0.0
CENTRAL,reference_validation,PARENT,10,closes_above_H,221,96,1.0,1.0,0.0,0.0
CENTRAL,reference_validation,PARENT,10,closes_le_H,221,96,1.0,1.0,0.0,0.0
CENTRAL,reference_validation,PARENT,10,close_minus_L_R,221,96,1.027525906735752,0.9551488334674196,0.07237707326833243,0.42419112794747044
CENTRAL,reference_validation,PARENT,15,close_R,195,96,0.004464285714288008,-0.03604634964857773,0.04051063536286574,0.23763003969826416
CENTRAL,reference_validation,PARENT,15,running_mfe_R,195,96,0.137931034482758,0.0787909819756197,0.0591400525071383,0.386600233410104
CENTRAL,reference_validation,PARENT,15,running_mae_R,195,96,0.14058355437665776,0.1529446546830659,-0.012361100306408135,0.0995594900383767
CENTRAL,reference_validation,PARENT,15,break_confirmed_by_snapshot,195,96,1.0,1.0,0.0,0.0
CENTRAL,reference_validation,PARENT,15,closes_above_H,195,96,2.0,1.0,1.0,0.3333333333333333
CENTRAL,reference_validation,PARENT,15,closes_le_H,195,96,1.0,2.0,-1.0,0.3333333333333333
CENTRAL,reference_validation,PARENT,15,close_minus_L_R,195,96,1.004464285714288,0.9639536503514223,0.0405106353628657,0.2376300396982639
CENTRAL,reference_validation,H2,5,close_R,86,53,0.018348623853211926,-0.006711409395971826,0.025060033249183752,0.3316382943399892
CENTRAL,reference_validation,H2,5,running_mfe_R,86,53,0.05055798915310818,0.02363367799113683,0.026924311161971345,0.46233293987916363
CENTRAL,reference_validation,H2,5,running_mae_R,86,53,0.0985136612021883,0.07377979568672026,0.024733865515468037,0.28885368749139867
CENTRAL,reference_validation,H2,5,break_confirmed_by_snapshot,86,53,1.0,0.0,1.0,1.0
CENTRAL,reference_validation,H2,5,closes_above_H,86,53,1.0,0.0,1.0,1.0
CENTRAL,reference_validation,H2,5,closes_le_H,86,53,0.0,1.0,-1.0,1.0
CENTRAL,reference_validation,H2,5,close_minus_L_R,86,53,1.018348623853212,0.9932885906040282,0.025060033249183822,0.331638294339991
CENTRAL,reference_validation,H2,10,close_R,86,53,0.029683133322374648,-0.02777777777777875,0.0574609111001534,0.3929698380528546
CENTRAL,reference_validation,H2,10,running_mfe_R,86,53,0.07394429469901045,0.043373493975905196,0.03057080072310526,0.3246816598304955
CENTRAL,reference_validation,H2,10,running_mae_R,86,53,0.11127420859789189,0.09262166405023392,0.018652544547657968,0.17315022111274397
CENTRAL,reference_validation,H2,10,break_confirmed_by_snapshot,86,53,1.0,0.0,1.0,1.0
CENTRAL,reference_validation,H2,10,closes_above_H,86,53,1.0,0.0,1.0,0.5
CENTRAL,reference_validation,H2,10,closes_le_H,86,53,1.0,2.0,-1.0,0.5
CENTRAL,reference_validation,H2,10,close_minus_L_R,86,53,1.0296831333223746,0.9722222222222212,0.05746091110015339,0.3929698380528546
CENTRAL,reference_validation,H2,15,close_R,77,53,0.007547169811319237,-0.03703703703703834,0.04458420684835758,0.2640630906446896
CENTRAL,reference_validation,H2,15,running_mfe_R,77,53,0.09158415841584289,0.04460966542751102,0.04697449298833187,0.40541931499501044
CENTRAL,reference_validation,H2,15,running_mae_R,77,53,0.1218057921635418,0.13333333333332575,-0.011527541169783953,0.09918741836518613
CENTRAL,reference_validation,H2,15,break_confirmed_by_snapshot,77,53,1.0,1.0,0.0,0.0
CENTRAL,reference_validation,H2,15,closes_above_H,77,53,2.0,1.0,1.0,0.3333333333333333
CENTRAL,reference_validation,H2,15,closes_le_H,77,53,1.0,2.0,-1.0,0.3333333333333333
CENTRAL,reference_validation,H2,15,close_minus_L_R,77,53,1.0075471698113192,0.9629629629629617,0.04458420684835751,0.2640630906446892
CENTRAL,reference_validation,PARENT,30,close_R,119,54,0.0038684719535775655,-0.09643907766562654,0.1003075496192041,0.458962536867642
CENTRAL,reference_validation,PARENT,30,running_mfe_R,119,54,0.15057915057915608,0.05689733494851844,0.09368181563063764,0.5271555589587529
CENTRAL,reference_validation,PARENT,30,running_mae_R,119,54,0.16788321167882583,0.1964396955662078,-0.028556483887381967,0.1681892911308286
CENTRAL,reference_validation,PARENT,30,break_confirmed_by_snapshot,119,54,1.0,0.0,1.0,1.0
CENTRAL,reference_validation,PARENT,30,closes_above_H,119,54,3.0,0.0,3.0,0.6
CENTRAL,reference_validation,PARENT,30,closes_le_H,119,54,3.0,6.0,-3.0,0.6
CENTRAL,reference_validation,PARENT,30,close_minus_L_R,119,54,1.0038684719535775,0.9035609223343735,0.10030754961920407,0.4589625368676417
CENTRAL,reference_validation,PARENT,60,close_R,70,43,-0.04624455162802206,-0.21774193548387163,0.17149738385584956,0.5748581785536038
CENTRAL,reference_validation,PARENT,60,running_mfe_R,70,43,0.1263663149890693,0.05033557046980026,0.07603074451926906,0.5449402220741173
CENTRAL,reference_validation,PARENT,60,running_mae_R,70,43,0.23586654309545987,0.30941176470588183,-0.07354522161042196,0.29004922238604974
CENTRAL,reference_validation,PARENT,60,break_confirmed_by_snapshot,70,43,1.0,0.0,1.0,1.0
CENTRAL,reference_validation,PARENT,60,closes_above_H,70,43,1.0,0.0,1.0,0.125
CENTRAL,reference_validation,PARENT,60,closes_le_H,70,43,11.0,12.0,-1.0,0.125
CENTRAL,reference_validation,PARENT,60,close_minus_L_R,70,43,0.9537554483719779,0.7822580645161283,0.17149738385584956,0.5748581785536037
CENTRAL,reference_validation,H2,30,close_R,46,42,0.04875222816399318,-0.030776515151513976,0.07952874331550716,0.3855927817922339
CENTRAL,reference_validation,H2,30,running_mfe_R,46,42,0.1447920025798105,0.07284816247581455,0.07194384010399596,0.3857733982338733
CENTRAL,reference_validation,H2,30,running_mae_R,46,42,0.13224043715847358,0.14384920634920756,-0.011608769190733975,0.07074751495141263
CENTRAL,reference_validation,H2,30,break_confirmed_by_snapshot,46,42,1.0,1.0,0.0,0.0
CENTRAL,reference_validation,H2,30,closes_above_H,46,42,4.0,1.5,2.5,0.4166666666666667
CENTRAL,reference_validation,H2,30,closes_le_H,46,42,2.0,4.5,-2.5,0.4166666666666667
CENTRAL,reference_validation,H2,30,close_minus_L_R,46,42,1.0487522281639932,0.9692234848484861,0.07952874331550708,0.3855927817922335
CENTRAL,reference_validation,H2,60,close_R,16,27,0.016832930799113247,-0.1314285714285656,0.14826150222767884,0.4273552298073662
CENTRAL,reference_validation,H2,60,running_mfe_R,16,27,0.11393213841342589,0.06428571428569615,0.04964642412772974,0.29899104163752344
CENTRAL,reference_validation,H2,60,running_mae_R,16,27,0.2218847435759594,0.23428571428571235,-0.012400970709752962,0.04366062758106937
CENTRAL,reference_validation,H2,60,break_confirmed_by_snapshot,16,27,1.0,0.0,1.0,1.0
CENTRAL,reference_validation,H2,60,closes_above_H,16,27,2.5,0.0,2.5,0.22727272727272727
CENTRAL,reference_validation,H2,60,closes_le_H,16,27,9.5,12.0,-2.5,0.22727272727272727
CENTRAL,reference_validation,H2,60,close_minus_L_R,16,27,1.0168329307991133,0.8685714285714344,0.14826150222767887,0.4273552298073663
CLOCK_SUPPORT,external,PARENT,5,close_R,206,78,0.014721770123998413,0.0021633192082193033,0.01255845091577911,0.13421450348949154
CLOCK_SUPPORT,external,PARENT,5,running_mfe_R,206,78,0.062302590031389715,0.0504124190409806,0.011890170990409114,0.13556430034060762
CLOCK_SUPPORT,external,PARENT,5,running_mae_R,206,78,0.13350825549653642,0.1127180899908182,0.020790165505718217,0.1732383774575948
CLOCK_SUPPORT,external,PARENT,5,break_confirmed_by_snapshot,206,78,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,external,PARENT,5,closes_above_H,206,78,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,external,PARENT,5,closes_le_H,206,78,0.0,0.0,0.0,0.0
CLOCK_SUPPORT,external,PARENT,5,close_minus_L_R,206,78,1.0147217701239986,1.0021633192082193,0.012558450915779229,0.13421450348949254
CLOCK_SUPPORT,external,PARENT,10,close_R,205,78,0.028804751299182148,-0.004980954989818698,0.03378570628900084,0.23118861793188053
CLOCK_SUPPORT,external,PARENT,10,running_mfe_R,205,78,0.10016977928692732,0.07358022557285401,0.026589553714073302,0.1986109426260902
CLOCK_SUPPORT,external,PARENT,10,running_mae_R,205,78,0.14651907952228377,0.12014224471533999,0.026376834806943777,0.22332990654476184
CLOCK_SUPPORT,external,PARENT,10,break_confirmed_by_snapshot,205,78,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,external,PARENT,10,closes_above_H,205,78,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,external,PARENT,10,closes_le_H,205,78,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,external,PARENT,10,close_minus_L_R,205,78,1.0288047512991823,0.9950190450101817,0.03378570628900057,0.2311886179318785
CLOCK_SUPPORT,external,PARENT,15,close_R,191,78,0.01445783132530176,-0.02816078018126935,0.04261861150657111,0.2343133832274292
CLOCK_SUPPORT,external,PARENT,15,running_mfe_R,191,78,0.11524822695035689,0.09620498930919534,0.019043237641161545,0.13280181911897368
CLOCK_SUPPORT,external,PARENT,15,running_mae_R,191,78,0.15062761506275948,0.13945046727305024,0.01117714778970924,0.08773802773413127
CLOCK_SUPPORT,external,PARENT,15,break_confirmed_by_snapshot,191,78,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,external,PARENT,15,closes_above_H,191,78,2.0,1.0,1.0,0.3333333333333333
CLOCK_SUPPORT,external,PARENT,15,closes_le_H,191,78,1.0,2.0,-1.0,0.3333333333333333
CLOCK_SUPPORT,external,PARENT,15,close_minus_L_R,191,78,1.0144578313253017,0.9718392198187307,0.04261861150657098,0.23431338322743048
CLOCK_SUPPORT,external,PARENT,30,close_R,111,37,0.009992410827220822,-0.06835443037974501,0.07834684120696583,0.3007413392796831
CLOCK_SUPPORT,external,PARENT,30,running_mfe_R,111,37,0.17854824048824983,0.11636723256964228,0.06218100791860755,0.2953935494170204
CLOCK_SUPPORT,external,PARENT,30,running_mae_R,111,37,0.16471163245356818,0.19808497905445918,-0.033373346600891,0.1783087314947507
CLOCK_SUPPORT,external,PARENT,30,break_confirmed_by_snapshot,111,37,1.0,1.0,0.0,0.0
CLOCK_SUPPORT,external,PARENT,30,closes_above_H,111,37,4.0,1.0,3.0,0.5714285714285714
CLOCK_SUPPORT,external,PARENT,30,closes_le_H,111,37,2.0,5.0,-3.0,0.5714285714285714
CLOCK_SUPPORT,external,PARENT,30,close_minus_L_R,111,37,1.009992410827221,0.9316455696202557,0.07834684120696522,0.3007413392796814
CLOCK_SUPPORT,external,H2,5,close_R,86,48,0.004036441620671172,-0.012798862867164763,0.016835304487835934,0.2135547051316922
CLOCK_SUPPORT,external,H2,5,running_mfe_R,86,48,0.04571892009757593,0.020086084393925105,0.025632835703650825,0.48257507896989443
CLOCK_SUPPORT,external,H2,5,running_mae_R,86,48,0.09522806420877751,0.096111342147428,-0.0008832779386504924,0.011380720490099003
CLOCK_SUPPORT,external,H2,5,break_confirmed_by_snapshot,86,48,1.0,0.0,1.0,1.0
CLOCK_SUPPORT,external,H2,5,closes_above_H,86,48,1.0,0.0,1.0,1.0
