role,partition,attempt,snapshot_min,feature,good_n,true_n,good_median,true_median,good_minus_true,iqr_scaled_abs_gap
REF_SUPPORT,reference_validation,H2,60,running_mfe_R,23,21,0.1513353115726974,0.06363636363635695,0.08769894793634044,0.4422007053166637
REF_SUPPORT,reference_validation,H2,60,running_mae_R,23,21,0.1750741839762619,0.25541125541125664,-0.08033707143499474,0.2751536612288057
REF_SUPPORT,reference_validation,H2,60,break_confirmed_by_snapshot,23,21,1.0,0.0,1.0,1.0
REF_SUPPORT,reference_validation,H2,60,closes_above_H,23,21,4.0,0.0,4.0,0.36363636363636365
REF_SUPPORT,reference_validation,H2,60,closes_le_H,23,21,8.0,12.0,-4.0,0.36363636363636365
REF_SUPPORT,reference_validation,H2,60,close_minus_L_R,23,21,1.011560693641608,0.8390151515151499,0.172545542126458,0.5751532826961951
REF_SUPPORT,reference_validation,PARENT,30,close_R,144,43,-0.009262979803318486,-0.10897435897435179,0.0997113791710333,0.3856011455692175
REF_SUPPORT,reference_validation,PARENT,30,running_mfe_R,144,43,0.1471719714124558,0.09440559440559754,0.05276637700685827,0.28019322695973214
REF_SUPPORT,reference_validation,PARENT,30,running_mae_R,144,43,0.17993117301733175,0.20947630922693045,-0.0295451362095987,0.13900246444251227
REF_SUPPORT,reference_validation,PARENT,30,break_confirmed_by_snapshot,144,43,1.0,0.0,1.0,1.0
REF_SUPPORT,reference_validation,PARENT,30,closes_above_H,144,43,2.0,0.0,2.0,0.4
REF_SUPPORT,reference_validation,PARENT,30,closes_le_H,144,43,4.0,6.0,-2.0,0.4
REF_SUPPORT,reference_validation,PARENT,30,close_minus_L_R,144,43,0.9907370201966814,0.8910256410256482,0.09971137917103323,0.3856011455692171
REF_SUPPORT,reference_validation,PARENT,60,close_R,90,32,-0.09059886249581667,-0.24392370985477535,0.15332484735895868,0.4615600811272761
REF_SUPPORT,reference_validation,PARENT,60,running_mfe_R,90,32,0.1144439872750797,0.07742332968236611,0.0370206575927136,0.21428965263533925
REF_SUPPORT,reference_validation,PARENT,60,running_mae_R,90,32,0.2900211034066938,0.31489378291170156,-0.024872679505007766,0.08041652570928827
REF_SUPPORT,reference_validation,PARENT,60,break_confirmed_by_snapshot,90,32,0.5,0.0,0.5,0.5
REF_SUPPORT,reference_validation,PARENT,60,closes_above_H,90,32,0.5,0.0,0.5,0.1
REF_SUPPORT,reference_validation,PARENT,60,closes_le_H,90,32,11.5,12.0,-0.5,0.1
REF_SUPPORT,reference_validation,PARENT,60,close_minus_L_R,90,32,0.9094011375041833,0.7560762901452247,0.15332484735895857,0.4615600811272759
