partition,rule,config,tp_pct,sl_pct,rr,cost,decision_time,entry_ts,entry_price,side,market_state,regime,exit_ts,exit_price,exit_reason,samebar_sl,hold_min,gross_return,net_return,net_pnl_usd
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-14 22:15:00+00:00,2023-02-14 22:15:00+00:00,21.718,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-02-15 01:20:00+00:00,21.50082,TP,False,185.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-15 22:15:00+00:00,2023-02-15 22:15:00+00:00,23.507,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-02-15 22:55:00+00:00,23.742070000000002,SL,False,40.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-16 03:15:00+00:00,2023-02-16 03:15:00+00:00,23.83,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-02-16 07:15:00+00:00,23.722,TIME,False,240.0,0.004532102391942794,0.003032102391942794,1.516051195971397
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-16 09:15:00+00:00,2023-02-16 09:15:00+00:00,23.709,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-02-16 12:15:00+00:00,23.47191,SL,False,180.0,-0.009999999999999898,-0.011499999999999897,-5.7499999999999485
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-16 18:15:00+00:00,2023-02-16 18:15:00+00:00,23.764,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-02-16 20:05:00+00:00,23.52636,SL,False,110.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-17 15:00:00+00:00,2023-02-17 15:00:00+00:00,22.622,SHORT,DELEVERAGING,SIDEWAYS,2023-02-17 15:20:00+00:00,22.84822,SL,False,20.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-17 16:30:00+00:00,2023-02-17 16:30:00+00:00,22.701,SHORT,DELEVERAGING,SIDEWAYS,2023-02-17 17:10:00+00:00,22.92801,SL,False,40.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-17 21:15:00+00:00,2023-02-17 21:15:00+00:00,23.475,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-02-17 21:55:00+00:00,23.24025,SL,False,40.0,-0.01000000000000012,-0.01150000000000012,-5.7500000000000595
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-17 23:00:00+00:00,2023-02-17 23:00:00+00:00,23.192,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-02-18 01:30:00+00:00,23.42392,TP,False,150.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-18 10:30:00+00:00,2023-02-18 10:30:00+00:00,23.117,SHORT,DELEVERAGING,SIDEWAYS,2023-02-18 13:25:00+00:00,23.34817,SL,False,175.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-18 16:45:00+00:00,2023-02-18 16:45:00+00:00,23.43,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-02-18 16:55:00+00:00,23.6643,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-18 19:15:00+00:00,2023-02-18 19:15:00+00:00,23.68,LONG,HIGHLOC_BUY_BUILD,SIDEWAYS,2023-02-18 19:50:00+00:00,23.4432,SL,False,35.0,-0.009999999999999898,-0.011499999999999897,-5.7499999999999485
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-19 05:45:00+00:00,2023-02-19 05:45:00+00:00,23.709,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-02-19 06:00:00+00:00,23.946089999999998,TP,False,15.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-19 17:00:00+00:00,2023-02-19 17:00:00+00:00,24.612,SHORT,DELEVERAGING,BULL,2023-02-19 17:10:00+00:00,24.365879999999997,TP,False,10.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-19 17:15:00+00:00,2023-02-19 17:15:00+00:00,24.329,SHORT,DELEVERAGING,BULL,2023-02-19 17:20:00+00:00,24.572290000000002,SL,False,5.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-19 18:00:00+00:00,2023-02-19 18:00:00+00:00,24.385,SHORT,DELEVERAGING,BULL,2023-02-19 18:20:00+00:00,24.628850000000003,SL,False,20.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-19 18:30:00+00:00,2023-02-19 18:30:00+00:00,24.332,SHORT,DELEVERAGING,BULL,2023-02-19 19:45:00+00:00,24.57532,SL,False,75.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-19 20:15:00+00:00,2023-02-19 20:15:00+00:00,24.503,SHORT,DELEVERAGING,BULL,2023-02-19 20:20:00+00:00,24.25797,TP,False,5.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-19 20:30:00+00:00,2023-02-19 20:30:00+00:00,24.19,SHORT,DELEVERAGING,BULL,2023-02-19 20:40:00+00:00,24.431900000000002,SL,False,10.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-20 01:00:00+00:00,2023-02-20 01:00:00+00:00,24.543,SHORT,DELEVERAGING,BULL,2023-02-20 01:15:00+00:00,24.29757,TP,False,15.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-20 03:15:00+00:00,2023-02-20 03:15:00+00:00,25.789,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-02-20 03:45:00+00:00,26.04689,TP,False,30.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-20 07:15:00+00:00,2023-02-20 07:15:00+00:00,26.569,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-02-20 07:20:00+00:00,26.83469,TP,False,5.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-21 00:15:00+00:00,2023-02-21 00:15:00+00:00,26.185,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-02-21 00:55:00+00:00,26.446849999999998,SL,False,40.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-21 09:15:00+00:00,2023-02-21 09:15:00+00:00,25.273,SHORT,DELEVERAGING,BULL,2023-02-21 10:40:00+00:00,25.02027,TP,False,85.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-23 02:15:00+00:00,2023-02-23 02:15:00+00:00,24.261,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-02-23 02:40:00+00:00,24.50361,SL,False,25.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-23 04:15:00+00:00,2023-02-23 04:15:00+00:00,24.393,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-02-23 08:15:00+00:00,24.563,TIME,False,240.0,-0.006969212478989739,-0.008469212478989739,-4.23460623949487
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-23 10:00:00+00:00,2023-02-23 10:00:00+00:00,24.304,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-02-23 11:30:00+00:00,24.060959999999998,TP,False,90.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-24 10:30:00+00:00,2023-02-24 10:30:00+00:00,23.664,SHORT,DELEVERAGING,SIDEWAYS,2023-02-24 12:15:00+00:00,23.900640000000003,SL,False,105.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-24 12:15:00+00:00,2023-02-24 12:15:00+00:00,23.934,SHORT,DELEVERAGING,SIDEWAYS,2023-02-24 13:10:00+00:00,23.694660000000002,TP,False,55.0,0.009999999999999898,0.008499999999999898,4.249999999999949
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-24 13:45:00+00:00,2023-02-24 13:45:00+00:00,23.6,SHORT,DELEVERAGING,SIDEWAYS,2023-02-24 15:20:00+00:00,23.364,TP,False,95.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-26 09:30:00+00:00,2023-02-26 09:30:00+00:00,22.855,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-02-26 12:50:00+00:00,22.626450000000002,SL,False,200.0,-0.009999999999999898,-0.011499999999999897,-5.7499999999999485
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-02-28 18:15:00+00:00,2023-02-28 18:15:00+00:00,22.563,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-02-28 19:30:00+00:00,22.33737,TP,False,75.0,0.009999999999999898,0.008499999999999898,4.249999999999949
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-03-01 07:30:00+00:00,2023-03-01 07:30:00+00:00,22.632,SHORT,HIGHLOC_BUY_EXHAUSTION_LIKE,TRANSITION,2023-03-01 08:55:00+00:00,22.858320000000003,SL,False,85.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-03-01 10:00:00+00:00,2023-03-01 10:00:00+00:00,22.68,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-03-01 14:00:00+00:00,22.624,TIME,False,240.0,-0.0024691358024692134,-0.003969135802469213,-1.9845679012346065
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-03-01 15:15:00+00:00,2023-03-01 15:15:00+00:00,22.599,LONG,HIGHLOC_SELL_ABSORPTION_LIKE,TRANSITION,2023-03-01 16:10:00+00:00,22.37301,SL,False,55.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-03-01 16:15:00+00:00,2023-03-01 16:15:00+00:00,22.45,SHORT,DELEVERAGING,SIDEWAYS,2023-03-01 19:50:00+00:00,22.2255,TP,False,215.0,0.010000000000000009,0.00850000000000001,4.250000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-03-01 20:00:00+00:00,2023-03-01 20:00:00+00:00,22.149,SHORT,DELEVERAGING,SIDEWAYS,2023-03-01 21:35:00+00:00,22.37049,SL,False,95.0,-0.010000000000000009,-0.011500000000000008,-5.750000000000004
development,R3_STABLE_REGIME_CELLS,TP1.00_SL1.00,0.01,0.01,1.0,0.0015,2023-03-02 13:15:00+00:00,2023-03-02 13:15:00+00:00,21.836,SHORT,DELEVERAGING,SIDEWAYS,2023-03-02 17:15:00+00:00,21.743,TIME,False,240.0,0.004259021798864282,0.002759021798864282,1.379510899432141
