partition,exec_min,execution_start,entry_bar_start,exit_ts,entry_px,pnl_0,pnl_5,k1_ts,leave_bar,k1_episode_bars,single_bar_episode,range_completion_ts,range_completion_elapsed_min
external,300,2021-02-01 05:00:00+00:00,2021-02-01 07:10:00+00:00,2021-02-01 11:00:00+00:00,1316.155,3.7731407015132006,3.2692195214017565,2021-02-01 06:40:00+00:00,2021-02-01 06:45:00+00:00,1,True,2021-02-01 04:25:00+00:00,265.0
external,300,2021-02-24 05:00:00+00:00,2021-02-24 06:15:00+00:00,2021-02-24 09:20:00+00:00,1616.365,23.372477132330886,23.1107217714452,2021-02-24 05:05:00+00:00,2021-02-24 05:10:00+00:00,1,True,2021-02-24 04:15:00+00:00,255.0
external,300,2021-04-15 05:00:00+00:00,2021-04-15 06:50:00+00:00,2021-04-15 11:00:00+00:00,2464.6325,-9.787302163710033,-10.277669677789191,2021-04-15 06:00:00+00:00,2021-04-15 06:05:00+00:00,1,True,2021-04-15 03:55:00+00:00,235.0
external,300,2021-04-30 05:00:00+00:00,2021-04-30 05:15:00+00:00,2021-04-30 06:30:00+00:00,2760.3250000000003,3.5687355655583235,3.3168771269949775,2021-04-30 05:00:00+00:00,2021-04-30 05:05:00+00:00,1,True,2021-04-30 01:00:00+00:00,60.0
external,300,2021-07-07 05:00:00+00:00,2021-07-07 08:00:00+00:00,2021-07-07 11:00:00+00:00,2374.645,-0.9716643961518608,-1.470843142382538,2021-07-07 07:50:00+00:00,2021-07-07 07:55:00+00:00,1,True,2021-07-07 04:55:00+00:00,295.0
external,300,2021-08-11 05:00:00+00:00,2021-08-11 06:15:00+00:00,2021-08-11 06:25:00+00:00,3173.4225,5.138972513114748,4.886329348440532,2021-08-11 06:00:00+00:00,2021-08-11 06:05:00+00:00,1,True,2021-08-11 02:45:00+00:00,165.0
external,300,2021-08-23 05:00:00+00:00,2021-08-23 10:20:00+00:00,2021-08-23 11:00:00+00:00,3332.205,-0.09614714580878891,-0.5962009717499935,2021-08-23 10:05:00+00:00,2021-08-23 10:10:00+00:00,1,True,2021-08-23 03:40:00+00:00,220.0
external,300,2021-08-25 05:00:00+00:00,2021-08-25 06:20:00+00:00,2021-08-25 08:20:00+00:00,3204.8675,-6.140876962932129,-6.634889079910655,2021-08-25 06:00:00+00:00,2021-08-25 06:05:00+00:00,1,True,2021-08-25 04:30:00+00:00,270.0
external,300,2021-09-06 05:00:00+00:00,2021-09-06 09:20:00+00:00,2021-09-06 11:00:00+00:00,3950.9475,-0.23769715998505048,-0.7376095066517371,2021-09-06 08:45:00+00:00,2021-09-06 09:05:00+00:00,4,False,2021-09-06 04:00:00+00:00,240.0
external,300,2021-09-23 05:00:00+00:00,2021-09-23 05:30:00+00:00,2021-09-23 11:00:00+00:00,3108.7525,-4.059426088117368,-4.555518615765298,2021-09-23 05:15:00+00:00,2021-09-23 05:20:00+00:00,1,True,2021-09-23 04:40:00+00:00,280.0
external,300,2021-10-05 05:00:00+00:00,2021-10-05 09:10:00+00:00,2021-10-05 09:55:00+00:00,3405.6725,3.7217997326519208,3.4698648002517545,2021-10-05 08:55:00+00:00,2021-10-05 09:05:00+00:00,2,False,2021-10-05 00:40:00+00:00,40.0
external,300,2021-10-14 05:00:00+00:00,2021-10-14 05:10:00+00:00,2021-10-14 11:00:00+00:00,3644.2075,-0.5917426491219177,-1.091301127233701,2021-10-14 05:00:00+00:00,2021-10-14 05:05:00+00:00,1,True,2021-10-14 02:00:00+00:00,120.0
external,300,2021-10-28 05:00:00+00:00,2021-10-28 06:10:00+00:00,2021-10-28 08:20:00+00:00,3991.4375,8.259161016551063,8.004958537282404,2021-10-28 06:00:00+00:00,2021-10-28 06:05:00+00:00,1,True,2021-10-28 03:00:00+00:00,180.0
external,300,2021-11-02 05:00:00+00:00,2021-11-02 06:10:00+00:00,2021-11-02 09:40:00+00:00,4354.425,4.786677919587601,4.534210814180439,2021-11-02 06:00:00+00:00,2021-11-02 06:05:00+00:00,1,True,2021-11-02 04:55:00+00:00,295.0
external,540,2020-01-02 09:00:00+00:00,2020-01-02 10:35:00+00:00,2020-01-02 15:00:00+00:00,129.83249999999998,-2.4507191958868964,-2.9484196264756175,2020-01-02 10:10:00+00:00,2020-01-02 10:15:00+00:00,1,True,2020-01-02 08:50:00+00:00,290.0
external,540,2020-01-13 09:00:00+00:00,2020-01-13 11:10:00+00:00,2020-01-13 14:30:00+00:00,143.6325,-4.063864376098669,-4.559952467676753,2020-01-13 10:55:00+00:00,2020-01-13 11:05:00+00:00,2,False,2020-01-13 07:00:00+00:00,180.0
external,540,2020-01-16 09:00:00+00:00,2020-01-16 11:20:00+00:00,2020-01-16 11:40:00+00:00,161.97250000000003,4.708891941533189,4.456463709678404,2020-01-16 11:05:00+00:00,2020-01-16 11:15:00+00:00,2,False,2020-01-16 06:45:00+00:00,165.0
external,540,2020-02-17 09:00:00+00:00,2020-02-17 09:25:00+00:00,2020-02-17 11:25:00+00:00,251.07999999999998,-16.092209654293466,-16.57627541176031,2020-02-17 09:00:00+00:00,2020-02-17 09:05:00+00:00,1,True,2020-02-17 06:25:00+00:00,145.0
external,540,2020-03-13 09:00:00+00:00,2020-03-13 11:00:00+00:00,2020-03-13 15:00:00+00:00,126.125,3.0291377601585183,2.5259602111729733,2020-03-13 09:50:00+00:00,2020-03-13 10:00:00+00:00,2,False,2020-03-13 08:05:00+00:00,245.0
external,540,2020-03-20 09:00:00+00:00,2020-03-20 11:10:00+00:00,2020-03-20 13:25:00+00:00,147.90499999999997,-36.31832595246941,-36.78217570164226,2020-03-20 10:45:00+00:00,2020-03-20 10:50:00+00:00,1,True,2020-03-20 08:20:00+00:00,260.0
external,540,2020-04-02 09:00:00+00:00,2020-04-02 10:40:00+00:00,2020-04-02 12:05:00+00:00,137.28,3.7520979020978067,3.50014782818382,2020-04-02 10:10:00+00:00,2020-04-02 10:15:00+00:00,1,True,2020-04-02 07:25:00+00:00,205.0
external,540,2020-04-17 09:00:00+00:00,2020-04-17 09:30:00+00:00,2020-04-17 09:55:00+00:00,170.6775,4.419030042038319,4.166746668704047,2020-04-17 09:15:00+00:00,2020-04-17 09:25:00+00:00,2,False,2020-04-17 04:55:00+00:00,55.0
external,540,2020-04-24 09:00:00+00:00,2020-04-24 09:40:00+00:00,2020-04-24 10:35:00+00:00,188.855,-5.496502607820797,-5.991158777128236,2020-04-24 09:25:00+00:00,2020-04-24 09:35:00+00:00,2,False,2020-04-24 07:55:00+00:00,235.0
external,540,2020-05-06 09:00:00+00:00,2020-05-06 10:40:00+00:00,2020-05-06 11:50:00+00:00,208.7,3.9124101581217823,3.660379968137684,2020-05-06 10:30:00+00:00,2020-05-06 10:35:00+00:00,1,True,2020-05-06 08:00:00+00:00,240.0
external,540,2020-05-13 09:00:00+00:00,2020-05-13 11:20:00+00:00,2020-05-13 12:45:00+00:00,190.085,3.8875555672462485,3.6355377983470887,2020-05-13 11:00:00+00:00,2020-05-13 11:05:00+00:00,1,True,2020-05-13 08:00:00+00:00,240.0
external,540,2020-06-08 09:00:00+00:00,2020-06-08 09:30:00+00:00,2020-06-08 14:05:00+00:00,244.2925,-4.641841235404276,-5.137351638967047,2020-06-08 09:20:00+00:00,2020-06-08 09:25:00+00:00,1,True,2020-06-08 08:15:00+00:00,255.0
external,540,2020-06-12 09:00:00+00:00,2020-06-12 12:15:00+00:00,2020-06-12 14:05:00+00:00,236.44,4.971341566570819,4.718782175483116,2020-06-12 11:55:00+00:00,2020-06-12 12:05:00+00:00,2,False,2020-06-12 08:55:00+00:00,295.0
external,540,2020-06-22 09:00:00+00:00,2020-06-22 09:10:00+00:00,2020-06-22 11:50:00+00:00,235.32999999999998,1.9796371053413924,1.7285728189319731,2020-06-22 09:00:00+00:00,2020-06-22 09:05:00+00:00,1,True,2020-06-22 06:20:00+00:00,140.0
external,540,2020-06-30 09:00:00+00:00,2020-06-30 09:55:00+00:00,2020-06-30 12:35:00+00:00,227.11,-5.397578266038527,-5.892333310250287,2020-06-30 09:45:00+00:00,2020-06-30 09:50:00+00:00,1,True,2020-06-30 05:20:00+00:00,80.0
external,540,2020-07-01 09:00:00+00:00,2020-07-01 13:55:00+00:00,2020-07-01 15:00:00+00:00,228.03,0.7621277902030824,0.26121611824887514,2020-07-01 13:40:00+00:00,2020-07-01 13:45:00+00:00,1,True,2020-07-01 08:40:00+00:00,280.0
external,540,2020-07-20 09:00:00+00:00,2020-07-20 09:15:00+00:00,2020-07-20 10:30:00+00:00,239.1025,-1.952681381415899,-2.4508796009247042,2020-07-20 09:05:00+00:00,2020-07-20 09:10:00+00:00,1,True,2020-07-20 07:30:00+00:00,210.0
external,540,2020-07-23 09:00:00+00:00,2020-07-23 09:35:00+00:00,2020-07-23 14:30:00+00:00,263.6625,4.40728203669456,4.1550045344273645,2020-07-23 09:00:00+00:00,2020-07-23 09:05:00+00:00,1,True,2020-07-23 08:55:00+00:00,295.0
external,540,2020-08-05 09:00:00+00:00,2020-08-05 10:05:00+00:00,2020-08-05 11:10:00+00:00,392.7675,4.011006511485848,3.7589270479618357,2020-08-05 09:55:00+00:00,2020-08-05 10:00:00+00:00,1,True,2020-08-05 06:10:00+00:00,130.0
external,540,2020-09-16 09:00:00+00:00,2020-09-16 12:15:00+00:00,2020-09-16 13:15:00+00:00,364.44,4.895796290198717,4.643274652872242,2020-09-16 12:00:00+00:00,2020-09-16 12:05:00+00:00,1,True,2020-09-16 07:55:00+00:00,235.0
external,540,2020-09-18 09:00:00+00:00,2020-09-18 10:30:00+00:00,2020-09-18 15:00:00+00:00,387.09,-2.8154589371980228,-3.312794810324193,2020-09-18 09:40:00+00:00,2020-09-18 09:50:00+00:00,2,False,2020-09-18 06:50:00+00:00,170.0
external,540,2020-09-29 09:00:00+00:00,2020-09-29 09:25:00+00:00,2020-09-29 10:30:00+00:00,354.5175,3.7817399705234016,3.529775082981868,2020-09-29 09:05:00+00:00,2020-09-29 09:20:00+00:00,3,False,2020-09-29 06:50:00+00:00,170.0
external,540,2020-10-05 09:00:00+00:00,2020-10-05 11:15:00+00:00,2020-10-05 13:05:00+00:00,351.28999999999996,2.5320504426543216,2.280710087610505,2020-10-05 11:05:00+00:00,2020-10-05 11:10:00+00:00,1,True,2020-10-05 06:20:00+00:00,140.0
external,540,2020-10-07 09:00:00+00:00,2020-10-07 13:25:00+00:00,2020-10-07 15:00:00+00:00,340.5875,0.3230153778398085,-0.17745740114853936,2020-10-07 13:00:00+00:00,2020-10-07 13:05:00+00:00,1,True,2020-10-07 07:10:00+00:00,190.0
external,540,2020-11-16 09:00:00+00:00,2020-11-16 11:30:00+00:00,2020-11-16 14:10:00+00:00,454.625,4.010228210063205,3.7581491354955037,2020-11-16 11:00:00+00:00,2020-11-16 11:05:00+00:00,1,True,2020-11-16 07:15:00+00:00,195.0
external,540,2020-11-20 09:00:00+00:00,2020-11-20 09:10:00+00:00,2020-11-20 10:50:00+00:00,497.75,10.147463586137674,9.892317427423869,2020-11-20 09:00:00+00:00,2020-11-20 09:05:00+00:00,1,True,2020-11-20 08:40:00+00:00,280.0
external,540,2020-12-16 09:00:00+00:00,2020-12-16 09:25:00+00:00,2020-12-16 10:10:00+00:00,586.635,2.7791488745130937,2.5276850319971405,2020-12-16 09:15:00+00:00,2020-12-16 09:20:00+00:00,1,True,2020-12-16 08:55:00+00:00,295.0
external,540,2020-12-17 09:00:00+00:00,2020-12-17 10:05:00+00:00,2020-12-17 10:20:00+00:00,652.125,7.198236534406832,6.944564252280694,2020-12-17 09:15:00+00:00,2020-12-17 09:20:00+00:00,1,True,2020-12-17 08:20:00+00:00,260.0
external,540,2020-12-24 09:00:00+00:00,2020-12-24 10:10:00+00:00,2020-12-24 13:40:00+00:00,581.6,6.236863823934025,5.983671987939987,2020-12-24 10:00:00+00:00,2020-12-24 10:05:00+00:00,1,True,2020-12-24 08:55:00+00:00,295.0
external,540,2021-01-29 09:00:00+00:00,2021-01-29 09:10:00+00:00,2021-01-29 11:30:00+00:00,1366.4075,19.347037395506206,19.087293748631897,2021-01-29 09:00:00+00:00,2021-01-29 09:05:00+00:00,1,True,2021-01-29 08:55:00+00:00,295.0
external,540,2021-02-01 09:00:00+00:00,2021-02-01 09:25:00+00:00,2021-02-01 15:00:00+00:00,1330.6100000000001,-6.1943349290927046,-6.6882936148206955,2021-02-01 09:05:00+00:00,2021-02-01 09:10:00+00:00,1,True,2021-02-01 06:45:00+00:00,165.0
external,540,2021-02-02 09:00:00+00:00,2021-02-02 09:25:00+00:00,2021-02-02 15:00:00+00:00,1439.0325,-2.1138250873416915,-2.611862243676199,2021-02-02 09:00:00+00:00,2021-02-02 09:10:00+00:00,2,False,2021-02-02 08:55:00+00:00,295.0
external,540,2021-02-05 09:00:00+00:00,2021-02-05 09:20:00+00:00,2021-02-05 13:50:00+00:00,1667.1499999999999,7.967573403712969,7.713516645390284,2021-02-05 09:10:00+00:00,2021-02-05 09:15:00+00:00,1,True,2021-02-05 08:00:00+00:00,240.0
external,540,2021-02-09 09:00:00+00:00,2021-02-09 09:30:00+00:00,2021-02-09 10:50:00+00:00,1797.9750000000001,-14.992805795408781,-15.477970407307406,2021-02-09 09:05:00+00:00,2021-02-09 09:25:00+00:00,4,False,2021-02-09 08:30:00+00:00,270.0
external,540,2021-02-11 09:00:00+00:00,2021-02-11 09:10:00+00:00,2021-02-11 09:55:00+00:00,1747.4575,5.0550682920757595,4.8024670585465445,2021-02-11 09:00:00+00:00,2021-02-11 09:05:00+00:00,1,True,2021-02-11 08:55:00+00:00,295.0
external,540,2021-03-26 09:00:00+00:00,2021-03-26 13:20:00+00:00,2021-03-26 13:45:00+00:00,1632.3625,3.966370827558197,3.7143136707229023,2021-03-26 13:00:00+00:00,2021-03-26 13:05:00+00:00,1,True,2021-03-26 08:10:00+00:00,250.0
external,540,2021-04-02 09:00:00+00:00,2021-04-02 12:10:00+00:00,2021-04-02 14:05:00+00:00,2005.0175000000002,3.5214121572505035,3.2695773685662126,2021-04-02 12:00:00+00:00,2021-04-02 12:05:00+00:00,1,True,2021-04-02 07:20:00+00:00,200.0
external,540,2021-04-13 09:00:00+00:00,2021-04-13 09:20:00+00:00,2021-04-13 14:35:00+00:00,2211.995,8.562497654832034,8.308143583040616,2021-04-13 09:00:00+00:00,2021-04-13 09:05:00+00:00,1,True,2021-04-13 08:55:00+00:00,295.0
external,540,2021-05-07 09:00:00+00:00,2021-05-07 11:10:00+00:00,2021-05-07 13:05:00+00:00,3448.75,8.661254077564307,8.406850652238296,2021-05-07 10:00:00+00:00,2021-05-07 10:05:00+00:00,1,True,2021-05-07 07:25:00+00:00,205.0
external,540,2021-05-10 09:00:00+00:00,2021-05-10 09:10:00+00:00,2021-05-10 10:50:00+00:00,4139.25,-11.062559642447278,-11.551652536357915,2021-05-10 09:00:00+00:00,2021-05-10 09:05:00+00:00,1,True,2021-05-10 08:55:00+00:00,295.0
external,540,2021-06-02 09:00:00+00:00,2021-06-02 09:15:00+00:00,2021-06-02 13:30:00+00:00,2690.3625,9.735251290485868,9.480311134918496,2021-06-02 09:00:00+00:00,2021-06-02 09:10:00+00:00,2,False,2021-06-02 08:55:00+00:00,295.0
external,540,2021-06-24 09:00:00+00:00,2021-06-24 09:20:00+00:00,2021-06-24 12:00:00+00:00,1939.1625,7.246342170911424,6.992645847987489,2021-06-24 09:00:00+00:00,2021-06-24 09:05:00+00:00,1,True,2021-06-24 08:55:00+00:00,295.0
external,540,2021-09-14 09:00:00+00:00,2021-09-14 09:10:00+00:00,2021-09-14 15:00:00+00:00,3338.2175,0.39870469794129926,-0.10184373254133983,2021-09-14 09:00:00+00:00,2021-09-14 09:05:00+00:00,1,True,2021-09-14 08:50:00+00:00,290.0
external,540,2021-10-05 09:00:00+00:00,2021-10-05 09:10:00+00:00,2021-10-05 09:55:00+00:00,3407.0,3.709186968006995,3.4572583388376548,2021-10-05 09:00:00+00:00,2021-10-05 09:05:00+00:00,1,True,2021-10-05 08:55:00+00:00,295.0
external,540,2021-10-19 09:00:00+00:00,2021-10-19 13:50:00+00:00,2021-10-19 14:30:00+00:00,3828.8175,-8.73122759180871,-9.222650652686449,2021-10-19 13:30:00+00:00,2021-10-19 13:40:00+00:00,2,False,2021-10-19 07:00:00+00:00,180.0
external,540,2021-10-20 09:00:00+00:00,2021-10-20 10:05:00+00:00,2021-10-20 12:25:00+00:00,3864.6425,2.5879865990192212,2.33661828987426,2021-10-20 09:55:00+00:00,2021-10-20 10:00:00+00:00,1,True,2021-10-20 08:35:00+00:00,275.0
external,540,2021-11-03 09:00:00+00:00,2021-11-03 09:50:00+00:00,2021-11-03 12:30:00+00:00,4599.6849999999995,-6.483568766121928,-6.977238362557525,2021-11-03 09:25:00+00:00,2021-11-03 09:30:00+00:00,1,True,2021-11-03 07:55:00+00:00,235.0
external,540,2021-11-19 09:00:00+00:00,2021-11-19 10:15:00+00:00,2021-11-19 14:05:00+00:00,4129.37,9.432008272448455,9.177219662617153,2021-11-19 09:15:00+00:00,2021-11-19 09:25:00+00:00,2,False,2021-11-19 08:35:00+00:00,275.0
external,540,2021-12-02 09:00:00+00:00,2021-12-02 09:25:00+00:00,2021-12-02 11:25:00+00:00,4573.0650000000005,-7.376174622490616,-7.868952059149659,2021-12-02 09:10:00+00:00,2021-12-02 09:15:00+00:00,1,True,2021-12-02 08:35:00+00:00,275.0
external,540,2021-12-07 09:00:00+00:00,2021-12-07 09:15:00+00:00,2021-12-07 12:35:00+00:00,4395.115,-6.899829924814293,-7.393083468117778,2021-12-07 09:05:00+00:00,2021-12-07 09:10:00+00:00,1,True,2021-12-07 08:45:00+00:00,285.0
external,540,2021-12-24 09:00:00+00:00,2021-12-24 13:45:00+00:00,2021-12-24 15:00:00+00:00,4103.6449999999995,-3.5953300053975674,-4.091886397196198,2021-12-24 11:25:00+00:00,2021-12-24 11:30:00+00:00,1,True,2021-12-24 08:10:00+00:00,250.0
external,600,2020-01-02 10:00:00+00:00,2020-01-02 10:20:00+00:00,2020-01-02 13:35:00+00:00,129.905,-3.613887071321364,-4.110424915328081,2020-01-02 10:10:00+00:00,2020-01-02 10:15:00+00:00,1,True,2020-01-02 08:50:00+00:00,230.0
external,600,2020-01-16 10:00:00+00:00,2020-01-16 11:20:00+00:00,2020-01-16 11:40:00+00:00,162.055,4.197204652741382,3.9450321366730328,2020-01-16 11:05:00+00:00,2020-01-16 11:15:00+00:00,2,False,2020-01-16 09:25:00+00:00,265.0
external,600,2020-03-19 10:00:00+00:00,2020-03-19 10:40:00+00:00,2020-03-19 12:15:00+00:00,122.46,16.91177527355876,16.65324864923419,2020-03-19 10:00:00+00:00,2020-03-19 10:05:00+00:00,1,True,2020-03-19 09:55:00+00:00,295.0
external,600,2020-03-20 10:00:00+00:00,2020-03-20 11:00:00+00:00,2020-03-20 13:25:00+00:00,148.5025,-38.18555916567061,-38.647542614780356,2020-03-20 10:45:00+00:00,2020-03-20 10:50:00+00:00,1,True,2020-03-20 08:20:00+00:00,200.0
external,600,2020-03-31 10:00:00+00:00,2020-03-31 15:25:00+00:00,2020-03-31 16:00:00+00:00,132.5275,0.2508083228008443,-0.2495922852178586,2020-03-31 15:15:00+00:00,2020-03-31 15:20:00+00:00,1,True,2020-03-31 08:40:00+00:00,220.0
external,600,2020-04-02 10:00:00+00:00,2020-04-02 10:40:00+00:00,2020-04-02 12:05:00+00:00,137.28,3.7520979020978067,3.50014782818382,2020-04-02 10:10:00+00:00,2020-04-02 10:15:00+00:00,1,True,2020-04-02 07:25:00+00:00,145.0
external,600,2020-04-28 10:00:00+00:00,2020-04-28 10:20:00+00:00,2020-04-28 10:55:00+00:00,195.31,3.030443909681946,2.7788544824407073,2020-04-28 10:00:00+00:00,2020-04-28 10:10:00+00:00,2,False,2020-04-28 09:40:00+00:00,280.0
external,600,2020-05-06 10:00:00+00:00,2020-05-06 10:40:00+00:00,2020-05-06 11:50:00+00:00,208.7,3.9124101581217823,3.660379968137684,2020-05-06 10:30:00+00:00,2020-05-06 10:35:00+00:00,1,True,2020-05-06 08:00:00+00:00,180.0
external,600,2020-05-11 10:00:00+00:00,2020-05-11 10:55:00+00:00,2020-05-11 12:20:00+00:00,187.39249999999998,6.043694384780651,5.790599085238113,2020-05-11 10:45:00+00:00,2020-05-11 10:50:00+00:00,1,True,2020-05-11 09:55:00+00:00,295.0
external,600,2020-05-12 10:00:00+00:00,2020-05-12 12:10:00+00:00,2020-05-12 14:20:00+00:00,189.885,5.261321326065893,5.0086170175571265,2020-05-12 12:00:00+00:00,2020-05-12 12:05:00+00:00,1,True,2020-05-12 09:00:00+00:00,240.0
external,600,2020-05-13 10:00:00+00:00,2020-05-13 11:20:00+00:00,2020-05-13 12:45:00+00:00,189.98,3.7056953363511895,3.4537684521251504,2020-05-13 11:00:00+00:00,2020-05-13 11:05:00+00:00,1,True,2020-05-13 08:00:00+00:00,180.0
external,600,2020-06-12 10:00:00+00:00,2020-06-12 12:15:00+00:00,2020-06-12 14:05:00+00:00,236.44,4.971341566570819,4.718782175483116,2020-06-12 11:55:00+00:00,2020-06-12 12:05:00+00:00,2,False,2020-06-12 08:55:00+00:00,235.0
external,600,2020-06-30 10:00:00+00:00,2020-06-30 12:05:00+00:00,2020-06-30 12:35:00+00:00,227.2225,-5.642658627556685,-6.1371687138859095,2020-06-30 11:40:00+00:00,2020-06-30 12:00:00+00:00,4,False,2020-06-30 09:45:00+00:00,285.0
external,600,2020-07-01 10:00:00+00:00,2020-07-01 13:55:00+00:00,2020-07-01 16:00:00+00:00,228.03,2.6039907029777436,2.1012380885819364,2020-07-01 13:40:00+00:00,2020-07-01 13:45:00+00:00,1,True,2020-07-01 08:40:00+00:00,220.0
external,600,2020-08-27 10:00:00+00:00,2020-08-27 10:10:00+00:00,2020-08-27 12:25:00+00:00,386.155,-5.741119498646907,-6.235531173310871,2020-08-27 10:00:00+00:00,2020-08-27 10:05:00+00:00,1,True,2020-08-27 09:50:00+00:00,290.0
external,600,2020-09-09 10:00:00+00:00,2020-09-09 10:10:00+00:00,2020-09-09 13:20:00+00:00,344.1625,9.152173755130066,8.89752499263381,2020-09-09 10:00:00+00:00,2020-09-09 10:05:00+00:00,1,True,2020-09-09 09:40:00+00:00,280.0
external,600,2020-09-10 10:00:00+00:00,2020-09-10 13:10:00+00:00,2020-09-10 14:05:00+00:00,370.60249999999996,8.17387632301454,7.919716464782246,2020-09-10 12:50:00+00:00,2020-09-10 12:55:00+00:00,1,True,2020-09-10 09:30:00+00:00,270.0
external,600,2020-10-05 10:00:00+00:00,2020-10-05 11:15:00+00:00,2020-10-05 13:05:00+00:00,351.28999999999996,2.5320504426543216,2.280710087610505,2020-10-05 11:05:00+00:00,2020-10-05 11:10:00+00:00,1,True,2020-10-05 06:20:00+00:00,80.0
external,600,2020-10-07 10:00:00+00:00,2020-10-07 13:10:00+00:00,2020-10-07 16:00:00+00:00,340.78749999999997,-0.8364890144150646,-1.3358028684735008,2020-10-07 13:00:00+00:00,2020-10-07 13:05:00+00:00,1,True,2020-10-07 09:15:00+00:00,255.0
external,600,2020-10-21 10:00:00+00:00,2020-10-21 13:05:00+00:00,2020-10-21 13:40:00+00:00,381.12,3.9031066330814217,3.6510810925351582,2020-10-21 12:55:00+00:00,2020-10-21 13:00:00+00:00,1,True,2020-10-21 09:00:00+00:00,240.0
