role,partition,dev_block,execution_start,parent_entry_ts,parent_exit_ts,loss_class,H,L,R,parent_pnl,parent_pnl_5bps,h2_eligible,h2_recovery_entry_ts,h2_recovery_exit_ts,h2_recovery_reason,h2_recovery_pnl,h2_recovery_pnl_5bps,episode_pnl,episode_pnl_5bps,episode_class,latent_target_recovered,latent_recovery_min,latent_target_visit
CLOCK_SUPPORT,external,,2021-11-04 17:00:00+00:00,2021-11-04 20:45:00+00:00,2021-11-04 22:40:00+00:00,WIN,245.513,233.854,11.658999999999992,9.497664074814782,9.247664074814782,False,,,NONE,0.0,0.0,9.497664074814782,9.247664074814782,PARENT_WIN,False,,
CLOCK_SUPPORT,external,,2021-11-05 17:00:00+00:00,2021-11-06 00:40:00+00:00,2021-11-06 01:20:00+00:00,L5_BREAK_FAIL_LATE,238.967,230.61,8.357,-0.7825348269845378,-1.0325348269845378,False,,,NONE,0.0,0.0,-0.7825348269845378,-1.0325348269845378,RESIDUAL_LATENT_RECOVERABLE,True,180.0,1.0
CLOCK_SUPPORT,external,,2021-11-06 17:00:00+00:00,2021-11-06 19:50:00+00:00,2021-11-07 04:55:00+00:00,WIN,255.245,241.556,13.688999999999991,0.8697525906481429,0.6197525906481429,False,,,NONE,0.0,0.0,0.8697525906481429,0.6197525906481429,PARENT_WIN,False,,
CLOCK_SUPPORT,external,,2021-11-12 17:00:00+00:00,2021-11-12 17:55:00+00:00,2021-11-12 19:05:00+00:00,L5_BREAK_FAIL_LATE,229.416,221.115,8.300999999999988,-1.516895072706359,-1.766895072706359,True,2021-11-12 19:30:00+00:00,2021-11-12 21:05:00+00:00,TARGET,7.2366356313422475,6.9866356313422475,5.7197405586358885,5.2197405586358885,H2_ECONOMIC_RESCUE,True,120.0,3.0
CLOCK_SUPPORT,external,,2021-11-13 17:00:00+00:00,2021-11-13 17:15:00+00:00,2021-11-13 23:55:00+00:00,WIN,237.856,227.703,10.152999999999992,8.537098076146886,8.287098076146886,False,,,NONE,0.0,0.0,8.537098076146886,8.287098076146886,PARENT_WIN,False,,
CLOCK_SUPPORT,external,,2021-11-14 17:00:00+00:00,2021-11-14 22:15:00+00:00,2021-11-15 01:05:00+00:00,WIN,238.797,230.757,8.039999999999992,6.733752936594728,6.483752936594728,False,,,NONE,0.0,0.0,6.733752936594728,6.483752936594728,PARENT_WIN,False,,
CLOCK_SUPPORT,external,,2021-11-17 17:00:00+00:00,2021-11-18 00:20:00+00:00,2021-11-18 04:55:00+00:00,L1_NEVER_BREAK_TIME,220.63,210.089,10.540999999999997,-16.82454788560034,-17.07454788560034,False,,,NONE,0.0,0.0,-16.82454788560034,-17.07454788560034,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,external,,2021-11-19 17:00:00+00:00,2021-11-19 17:00:00+00:00,2021-11-19 17:10:00+00:00,L2_BREAK_FAST_FAIL_5M,217.1,203.3,13.799999999999985,-0.7047443574389467,-0.9547443574389468,True,2021-11-19 18:15:00+00:00,2021-11-19 19:35:00+00:00,FAILED_BREAK,-0.2924919391985026,-0.5424919391985026,-0.9972362966374493,-1.4972362966374493,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,external,,2021-11-20 17:00:00+00:00,2021-11-20 18:25:00+00:00,2021-11-20 18:35:00+00:00,L2_BREAK_FAST_FAIL_5M,215.186,206.056,9.129999999999995,-1.661353433773605,-1.911353433773605,True,2021-11-20 19:50:00+00:00,2021-11-20 23:05:00+00:00,TARGET,8.485682154043438,8.235682154043438,6.8243287202698335,6.3243287202698335,H2_ECONOMIC_RESCUE,True,270.0,2.0
CLOCK_SUPPORT,external,,2021-11-21 17:00:00+00:00,2021-11-21 17:50:00+00:00,2021-11-21 17:55:00+00:00,WIN,218.463,210.622,7.84099999999998,7.178332257636311,6.928332257636311,False,,,NONE,0.0,0.0,7.178332257636311,6.928332257636311,PARENT_WIN,False,,
CLOCK_SUPPORT,external,,2021-11-23 17:00:00+00:00,2021-11-23 17:00:00+00:00,2021-11-23 17:10:00+00:00,L2_BREAK_FAST_FAIL_5M,223.568,211.874,11.694000000000017,-1.3195090531739615,-1.5695090531739615,True,2021-11-23 17:45:00+00:00,2021-11-23 20:25:00+00:00,FAILED_BREAK,-0.9303657052888159,-1.180365705288816,-2.249874758462777,-2.749874758462777,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,external,,2021-11-26 17:00:00+00:00,2021-11-26 19:45:00+00:00,2021-11-27 04:55:00+00:00,L1_NEVER_BREAK_TIME,198.141,189.799,8.341999999999985,-0.9614365527578772,-1.2114365527578772,False,,,NONE,0.0,0.0,-0.9614365527578772,-1.2114365527578772,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,external,,2021-11-28 17:00:00+00:00,2021-11-28 20:35:00+00:00,2021-11-28 21:00:00+00:00,WIN,191.088,185.692,5.395999999999987,5.647659716988995,5.397659716988995,False,,,NONE,0.0,0.0,5.647659716988995,5.397659716988995,PARENT_WIN,False,,
CLOCK_SUPPORT,external,,2021-11-29 17:00:00+00:00,2021-11-29 17:10:00+00:00,2021-11-29 17:55:00+00:00,L5_BREAK_FAIL_LATE,210.898,203.633,7.264999999999986,-1.2826105510720942,-1.5326105510720942,True,2021-11-29 18:05:00+00:00,2021-11-29 18:45:00+00:00,FAILED_BREAK,-0.3579929634230372,-0.6079929634230372,-1.6406035144951314,-2.1406035144951314,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,external,,2021-12-01 17:00:00+00:00,2021-12-01 17:00:00+00:00,2021-12-01 17:10:00+00:00,L2_BREAK_FAST_FAIL_5M,229.77,220.767,9.003000000000014,-0.1893197545371761,-0.4393197545371761,True,2021-12-01 19:35:00+00:00,2021-12-01 20:05:00+00:00,FAILED_BREAK,-2.3567045306175927,-2.606704530617593,-2.5460242851547688,-3.046024285154769,RESIDUAL_LATENT_RECOVERABLE,True,485.0,7.0
CLOCK_SUPPORT,external,,2021-12-02 17:00:00+00:00,2021-12-02 18:50:00+00:00,2021-12-02 20:30:00+00:00,WIN,232.917,221.763,11.153999999999996,9.577660711755698,9.327660711755698,False,,,NONE,0.0,0.0,9.577660711755698,9.327660711755698,PARENT_WIN,False,,
CLOCK_SUPPORT,external,,2021-12-04 17:00:00+00:00,2021-12-04 19:35:00+00:00,2021-12-04 19:50:00+00:00,L3_BREAK_FAST_FAIL_10M,207.564,188.54,19.024,-0.5371837120116685,-0.7871837120116685,True,2021-12-04 19:55:00+00:00,2021-12-04 20:45:00+00:00,FAILED_BREAK,-0.8720201961804341,-1.1220201961804341,-1.4092039081921026,-1.9092039081921026,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,external,,2021-12-05 17:00:00+00:00,2021-12-05 23:10:00+00:00,2021-12-06 04:55:00+00:00,L1_NEVER_BREAK_TIME,197.34,181.205,16.13499999999999,-7.096888618627784,-7.346888618627783,False,,,NONE,0.0,0.0,-7.096888618627784,-7.346888618627783,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,external,,2021-12-06 17:00:00+00:00,2021-12-06 17:10:00+00:00,2021-12-06 17:20:00+00:00,L2_BREAK_FAST_FAIL_5M,190.69,179.107,11.582999999999998,-0.9780271645077888,-1.2280271645077887,True,2021-12-06 17:30:00+00:00,2021-12-06 20:50:00+00:00,FAILED_BREAK,-1.515548796475974,-1.765548796475974,-2.4935759609837627,-2.9935759609837627,RESIDUAL_LATENT_RECOVERABLE,True,270.0,4.0
CLOCK_SUPPORT,external,,2021-12-08 17:00:00+00:00,2021-12-09 00:05:00+00:00,2021-12-09 00:20:00+00:00,L2_BREAK_FAST_FAIL_5M,196.243,186.763,9.47999999999999,-0.489189423317049,-0.7391894233170491,False,,,NONE,0.0,0.0,-0.489189423317049,-0.7391894233170491,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,external,,2021-12-12 17:00:00+00:00,2021-12-12 17:00:00+00:00,2021-12-12 17:10:00+00:00,WIN,171.98,169.333,2.646999999999992,3.078264914524897,2.828264914524897,False,,,NONE,0.0,0.0,3.078264914524897,2.828264914524897,PARENT_WIN,False,,
CLOCK_SUPPORT,external,,2021-12-14 17:00:00+00:00,2021-12-14 21:35:00+00:00,2021-12-14 21:55:00+00:00,L4_BREAK_FAIL_30M,161.66,155.13,6.530000000000001,-2.7217617221328427,-2.971761722132843,True,2021-12-14 23:55:00+00:00,2021-12-15 00:45:00+00:00,FAILED_BREAK,-0.7422986514908358,-0.9922986514908358,-3.4640603736236786,-3.964060373623679,RESIDUAL_LATENT_RECOVERABLE,True,500.0,7.0
CLOCK_SUPPORT,external,,2021-12-15 17:00:00+00:00,2021-12-15 17:05:00+00:00,2021-12-15 17:15:00+00:00,L2_BREAK_FAST_FAIL_5M,164.87,156.7,8.170000000000016,-4.700673257718224,-4.950673257718225,True,2021-12-15 17:25:00+00:00,2021-12-15 18:30:00+00:00,TARGET,9.91083884272459,9.660838842724589,5.210165585006367,4.710165585006364,H2_ECONOMIC_RESCUE,True,75.0,2.0
CLOCK_SUPPORT,external,,2021-12-18 17:00:00+00:00,2021-12-18 21:45:00+00:00,2021-12-18 22:05:00+00:00,L3_BREAK_FAST_FAIL_10M,183.62,179.03,4.590000000000003,-1.388737610282076,-1.638737610282076,True,2021-12-18 22:10:00+00:00,2021-12-18 22:40:00+00:00,FAILED_BREAK,-0.6535235813092677,-0.9035235813092677,-2.0422611915913436,-2.5422611915913436,RESIDUAL_LATENT_RECOVERABLE,True,375.0,6.0
CLOCK_SUPPORT,external,,2021-12-20 17:00:00+00:00,2021-12-20 18:45:00+00:00,2021-12-20 19:50:00+00:00,WIN,174.0,168.41,5.590000000000003,6.425287356321863,6.175287356321863,False,,,NONE,0.0,0.0,6.425287356321863,6.175287356321863,PARENT_WIN,False,,
CLOCK_SUPPORT,external,,2021-12-21 17:00:00+00:00,2021-12-22 04:55:00+00:00,2021-12-22 04:55:00+00:00,WIN,181.72,176.6,5.1200000000000045,0.6328417345365933,0.3828417345365933,False,,,NONE,0.0,0.0,0.6328417345365933,0.3828417345365933,PARENT_WIN,False,,
CLOCK_SUPPORT,external,,2021-12-23 17:00:00+00:00,2021-12-23 17:30:00+00:00,2021-12-23 17:50:00+00:00,WIN,184.4,178.51,5.890000000000015,6.388286334056414,6.138286334056414,False,,,NONE,0.0,0.0,6.388286334056414,6.138286334056414,PARENT_WIN,False,,
CLOCK_SUPPORT,external,,2021-12-25 17:00:00+00:00,2021-12-25 21:30:00+00:00,2021-12-25 21:40:00+00:00,WIN,192.94,190.59,2.3499999999999943,2.435990463356519,2.185990463356519,False,,,NONE,0.0,0.0,2.435990463356519,2.185990463356519,PARENT_WIN,False,,
CLOCK_SUPPORT,external,,2021-12-26 17:00:00+00:00,2021-12-27 03:50:00+00:00,2021-12-27 04:05:00+00:00,L3_BREAK_FAST_FAIL_10M,200.65,196.24,4.409999999999997,-1.2210316471468197,-1.4710316471468197,True,2021-12-27 04:35:00+00:00,2021-12-27 04:45:00+00:00,FAILED_BREAK,-0.42362322452033085,-0.6736232245203309,-1.6446548716671505,-2.1446548716671505,RESIDUAL_LATENT_RECOVERABLE,True,585.0,6.0
CLOCK_SUPPORT,external,,2021-12-27 17:00:00+00:00,2021-12-27 17:05:00+00:00,2021-12-27 17:20:00+00:00,L2_BREAK_FAST_FAIL_5M,203.43,200.59,2.8400000000000034,-0.5653050189254882,-0.8153050189254882,False,,,NONE,0.0,0.0,-0.5653050189254882,-0.8153050189254882,RESIDUAL_LATENT_RECOVERABLE,True,10.0,1.0
CLOCK_SUPPORT,external,,2021-12-29 17:00:00+00:00,2021-12-29 18:25:00+00:00,2021-12-29 18:45:00+00:00,L4_BREAK_FAIL_30M,176.79,170.6,6.189999999999998,-1.1030035635499202,-1.3530035635499202,False,,,NONE,0.0,0.0,-1.1030035635499202,-1.3530035635499202,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,external,,2021-12-30 17:00:00+00:00,2021-12-30 17:25:00+00:00,2021-12-30 20:50:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,175.59,173.11,2.4799999999999898,-8.286348880915783,-8.536348880915783,True,2021-12-31 08:20:00+00:00,2021-12-31 08:30:00+00:00,TARGET,2.8247622301953434,2.5747622301953434,-5.46158665072044,-5.96158665072044,RESIDUAL_LATENT_RECOVERABLE,True,700.0,2.0
CLOCK_SUPPORT,reference_validation,,2025-01-01 17:00:00+00:00,2025-01-01 19:10:00+00:00,2025-01-01 19:25:00+00:00,L3_BREAK_FAST_FAIL_10M,192.21,189.02,3.1899999999999977,-0.1300660735654157,-0.3800660735654158,False,,,NONE,0.0,0.0,-0.1300660735654157,-0.3800660735654158,RESIDUAL_LATENT_RECOVERABLE,True,20.0,1.0
CLOCK_SUPPORT,reference_validation,,2025-01-04 17:00:00+00:00,2025-01-05 00:35:00+00:00,2025-01-05 04:55:00+00:00,WIN,217.58,213.45,4.130000000000024,0.6204614394704766,0.3704614394704766,False,,,NONE,0.0,0.0,0.6204614394704766,0.3704614394704766,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-05 17:00:00+00:00,2025-01-06 01:50:00+00:00,2025-01-06 02:05:00+00:00,WIN,214.54,211.54,3.0,2.796681271557744,2.546681271557744,False,,,NONE,0.0,0.0,2.796681271557744,2.546681271557744,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-10 17:00:00+00:00,2025-01-10 17:55:00+00:00,2025-01-11 04:55:00+00:00,L1_NEVER_BREAK_TIME,191.97,183.38,8.590000000000003,-16.35672240454239,-16.60672240454239,False,,,NONE,0.0,0.0,-16.35672240454239,-16.60672240454239,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-11 17:00:00+00:00,2025-01-11 20:15:00+00:00,2025-01-11 20:45:00+00:00,WIN,188.13,185.75,2.3799999999999955,2.5301653112209666,2.2801653112209666,False,,,NONE,0.0,0.0,2.5301653112209666,2.2801653112209666,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-12 17:00:00+00:00,2025-01-13 00:25:00+00:00,2025-01-13 00:45:00+00:00,L3_BREAK_FAST_FAIL_10M,190.98,186.6,4.379999999999996,-0.1309037595559337,-0.3809037595559337,False,,,NONE,0.0,0.0,-0.1309037595559337,-0.3809037595559337,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-13 17:00:00+00:00,2025-01-13 20:45:00+00:00,2025-01-14 04:50:00+00:00,WIN,180.22,167.71,12.509999999999993,13.883031849961093,13.63303184996109,False,,,NONE,0.0,0.0,13.883031849961093,13.63303184996109,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-15 17:00:00+00:00,2025-01-15 17:10:00+00:00,2025-01-15 20:10:00+00:00,WIN,198.6,186.23,12.370000000000005,12.457200402819725,12.207200402819725,False,,,NONE,0.0,0.0,12.457200402819725,12.207200402819725,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-17 17:00:00+00:00,2025-01-18 03:00:00+00:00,2025-01-18 03:05:00+00:00,WIN,222.09,216.26,5.8300000000000125,5.250123823675068,5.000123823675068,False,,,NONE,0.0,0.0,5.250123823675068,5.000123823675068,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-18 17:00:00+00:00,2025-01-19 04:40:00+00:00,2025-01-19 04:55:00+00:00,WIN,270.7,239.06,31.639999999999983,5.264130033247216,5.014130033247216,False,,,NONE,0.0,0.0,5.264130033247216,5.014130033247216,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-21 17:00:00+00:00,2025-01-21 17:45:00+00:00,2025-01-21 18:30:00+00:00,WIN,248.37,235.7,12.670000000000016,10.20252043322467,9.95252043322467,False,,,NONE,0.0,0.0,10.20252043322467,9.95252043322467,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-22 17:00:00+00:00,2025-01-22 19:50:00+00:00,2025-01-22 20:05:00+00:00,L3_BREAK_FAST_FAIL_10M,264.9,254.05,10.849999999999966,-0.3963759909399456,-0.6463759909399456,False,,,NONE,0.0,0.0,-0.3963759909399456,-0.6463759909399456,RESIDUAL_LATENT_RECOVERABLE,True,10.0,1.0
CLOCK_SUPPORT,reference_validation,,2025-01-23 17:00:00+00:00,2025-01-23 20:25:00+00:00,2025-01-23 20:50:00+00:00,L4_BREAK_FAIL_30M,256.14,242.01,14.129999999999995,-4.782540798001056,-5.032540798001056,True,2025-01-24 00:25:00+00:00,2025-01-24 06:20:00+00:00,TARGET,11.03302881236823,10.783028812368228,6.250488014367173,5.750488014367171,H2_ECONOMIC_RESCUE,True,570.0,3.0
CLOCK_SUPPORT,reference_validation,,2025-01-25 17:00:00+00:00,2025-01-25 17:40:00+00:00,2025-01-25 18:25:00+00:00,WIN,256.45,248.91,7.539999999999992,5.880288555274005,5.630288555274005,False,,,NONE,0.0,0.0,5.880288555274005,5.630288555274005,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-26 17:00:00+00:00,2025-01-26 18:30:00+00:00,2025-01-26 21:05:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,257.46,253.16,4.299999999999983,-11.302726637147488,-11.552726637147488,False,,,NONE,0.0,0.0,-11.302726637147488,-11.552726637147488,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-27 17:00:00+00:00,2025-01-27 21:20:00+00:00,2025-01-28 04:35:00+00:00,WIN,237.5,227.36,10.139999999999986,8.53894736842098,8.28894736842098,False,,,NONE,0.0,0.0,8.53894736842098,8.28894736842098,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-01-29 17:00:00+00:00,2025-01-29 17:30:00+00:00,2025-01-29 17:40:00+00:00,L2_BREAK_FAST_FAIL_5M,229.68,225.88,3.8000000000000114,-0.3047718564960222,-0.5547718564960222,True,2025-01-29 18:30:00+00:00,2025-01-29 18:40:00+00:00,FAILED_BREAK,-0.19592476489027622,-0.4459247648902762,-0.5006966213862984,-1.0006966213862984,RESIDUAL_LATENT_RECOVERABLE,True,75.0,2.0
CLOCK_SUPPORT,reference_validation,,2025-02-03 17:00:00+00:00,2025-02-03 18:35:00+00:00,2025-02-03 22:10:00+00:00,WIN,209.92,189.72,20.19999999999999,19.24542682926822,18.99542682926822,False,,,NONE,0.0,0.0,19.24542682926822,18.99542682926822,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-02-04 17:00:00+00:00,2025-02-04 19:15:00+00:00,2025-02-04 20:00:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,217.87,209.21,8.659999999999997,-22.306880249690188,-22.556880249690188,False,,,NONE,0.0,0.0,-22.306880249690188,-22.556880249690188,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,reference_validation,,2025-02-08 17:00:00+00:00,2025-02-08 17:05:00+00:00,2025-02-08 19:20:00+00:00,WIN,196.32,192.67,3.6500000000000057,3.718418907905474,3.468418907905474,False,,,NONE,0.0,0.0,3.718418907905474,3.468418907905474,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-02-09 17:00:00+00:00,2025-02-10 00:00:00+00:00,2025-02-10 00:15:00+00:00,WIN,202.0,196.3,5.699999999999989,5.643564356435649,5.393564356435649,False,,,NONE,0.0,0.0,5.643564356435649,5.393564356435649,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-02-13 17:00:00+00:00,2025-02-13 18:55:00+00:00,2025-02-13 19:25:00+00:00,L4_BREAK_FAIL_30M,193.05,188.7,4.350000000000023,-0.1036001036001654,-0.3536001036001654,True,2025-02-13 20:00:00+00:00,2025-02-13 20:30:00+00:00,TARGET,4.506604506604561,4.256604506604561,4.403004403004396,3.9030044030043958,H2_ECONOMIC_RESCUE,True,65.0,2.0
CLOCK_SUPPORT,reference_validation,,2025-02-14 17:00:00+00:00,2025-02-14 17:15:00+00:00,2025-02-14 17:45:00+00:00,WIN,202.08,196.34,5.740000000000009,5.680918448139338,5.430918448139338,False,,,NONE,0.0,0.0,5.680918448139338,5.430918448139338,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-02-19 17:00:00+00:00,2025-02-19 17:00:00+00:00,2025-02-19 17:10:00+00:00,L2_BREAK_FAST_FAIL_5M,172.69,168.03,4.659999999999997,-1.4476808153338627,-1.6976808153338627,True,2025-02-20 03:55:00+00:00,2025-02-20 04:10:00+00:00,FAILED_BREAK,-0.11581446522668237,-0.3658144652266824,-1.563495280560545,-2.063495280560545,RESIDUAL_LATENT_RECOVERABLE,True,670.0,2.0
CLOCK_SUPPORT,reference_validation,,2025-02-25 17:00:00+00:00,2025-02-25 19:55:00+00:00,2025-02-25 20:05:00+00:00,L2_BREAK_FAST_FAIL_5M,145.0,134.4,10.599999999999994,-3.5862068965517024,-3.836206896551703,True,2025-02-25 20:20:00+00:00,2025-02-25 20:45:00+00:00,FAILED_BREAK,-0.48275862068958286,-0.7327586206895829,-4.068965517241285,-4.568965517241286,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,reference_validation,,2025-02-28 17:00:00+00:00,2025-02-28 21:55:00+00:00,2025-03-01 04:55:00+00:00,L1_NEVER_BREAK_TIME,147.79,135.23,12.560000000000002,-3.620001353271507,-3.8700013532715074,False,,,NONE,0.0,0.0,-3.620001353271507,-3.8700013532715074,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,reference_validation,,2025-03-01 17:00:00+00:00,2025-03-01 21:45:00+00:00,2025-03-01 21:55:00+00:00,WIN,141.66,138.5,3.1599999999999966,4.461386418184388,4.211386418184388,False,,,NONE,0.0,0.0,4.461386418184388,4.211386418184388,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-03-04 17:00:00+00:00,2025-03-04 19:00:00+00:00,2025-03-04 19:10:00+00:00,L2_BREAK_FAST_FAIL_5M,143.26,130.52,12.73999999999998,-0.1396063102052092,-0.3896063102052092,True,2025-03-04 19:45:00+00:00,2025-03-04 20:35:00+00:00,FAILED_BREAK,-1.012145748987836,-1.262145748987836,-1.1517520591930452,-1.6517520591930452,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,reference_validation,,2025-03-05 17:00:00+00:00,2025-03-06 01:45:00+00:00,2025-03-06 02:00:00+00:00,L3_BREAK_FAST_FAIL_10M,147.27,140.12,7.150000000000006,-0.5432199361716239,-0.7932199361716239,False,,,NONE,0.0,0.0,-0.5432199361716239,-0.7932199361716239,RESIDUAL_LATENT_RECOVERABLE,True,70.0,1.0
CLOCK_SUPPORT,reference_validation,,2025-03-07 17:00:00+00:00,2025-03-07 18:50:00+00:00,2025-03-07 19:00:00+00:00,WIN,148.1,141.59,6.509999999999991,8.791357191087034,8.541357191087034,False,,,NONE,0.0,0.0,8.791357191087034,8.541357191087034,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-03-08 17:00:00+00:00,2025-03-08 19:45:00+00:00,2025-03-08 19:55:00+00:00,L2_BREAK_FAST_FAIL_5M,138.68,135.34,3.3400000000000034,-0.1442169022209949,-0.3942169022209949,True,2025-03-09 05:20:00+00:00,2025-03-09 06:05:00+00:00,FAILED_BREAK,-1.3340063455437035,-1.5840063455437035,-1.4782232477646984,-1.9782232477646984,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,reference_validation,,2025-03-11 17:00:00+00:00,2025-03-11 18:10:00+00:00,2025-03-11 18:20:00+00:00,L2_BREAK_FAST_FAIL_5M,126.71,118.53,8.179999999999993,-0.7102833241259265,-0.9602833241259264,True,2025-03-11 18:40:00+00:00,2025-03-11 20:40:00+00:00,FAILED_BREAK,-0.1973009233683376,-0.4473009233683376,-0.9075842474942641,-1.4075842474942641,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,reference_validation,,2025-03-14 17:00:00+00:00,2025-03-14 17:35:00+00:00,2025-03-15 04:55:00+00:00,WIN,133.68,125.9,7.780000000000001,3.889886295631362,3.639886295631362,False,,,NONE,0.0,0.0,3.889886295631362,3.639886295631362,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-03-15 17:00:00+00:00,2025-03-15 17:15:00+00:00,2025-03-15 17:35:00+00:00,L2_BREAK_FAST_FAIL_5M,136.0,133.83,2.1699999999999875,-0.3308823529412086,-0.5808823529412086,True,2025-03-15 21:35:00+00:00,2025-03-15 21:45:00+00:00,FAILED_BREAK,-0.036764705882319504,-0.2867647058823195,-0.3676470588235281,-0.8676470588235281,RESIDUAL_TRUE_FAILURE_PROXY,False,,
CLOCK_SUPPORT,reference_validation,,2025-03-17 17:00:00+00:00,2025-03-17 18:15:00+00:00,2025-03-17 18:45:00+00:00,WIN,128.78,125.44,3.3400000000000034,5.187140860382078,4.937140860382078,False,,,NONE,0.0,0.0,5.187140860382078,4.937140860382078,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-03-18 17:00:00+00:00,2025-03-18 18:55:00+00:00,2025-03-18 19:20:00+00:00,L4_BREAK_FAIL_30M,123.96,121.66,2.299999999999997,-0.1613423685059567,-0.4113423685059567,True,2025-03-18 19:30:00+00:00,2025-03-18 19:40:00+00:00,FAILED_BREAK,-0.5243626976443871,-0.7743626976443871,-0.6857050661503439,-1.1857050661503439,RESIDUAL_LATENT_RECOVERABLE,True,120.0,3.0
CLOCK_SUPPORT,reference_validation,,2025-03-19 17:00:00+00:00,2025-03-19 18:55:00+00:00,2025-03-19 19:05:00+00:00,L2_BREAK_FAST_FAIL_5M,132.71,127.16,5.550000000000011,-0.5651420390325179,-0.8151420390325179,True,2025-03-19 19:40:00+00:00,2025-03-19 23:00:00+00:00,TARGET,8.364102177680689,8.114102177680687,7.798960138648171,7.2989601386481695,H2_ECONOMIC_RESCUE,True,235.0,2.0
CLOCK_SUPPORT,reference_validation,,2025-03-21 17:00:00+00:00,2025-03-21 18:30:00+00:00,2025-03-21 18:35:00+00:00,WIN,127.73,124.74,2.990000000000009,4.68175056760356,4.43175056760356,False,,,NONE,0.0,0.0,4.68175056760356,4.43175056760356,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-03-22 17:00:00+00:00,2025-03-23 03:40:00+00:00,2025-03-23 04:00:00+00:00,WIN,130.22,128.55,1.6699999999999875,2.5648901858393858,2.3148901858393858,False,,,NONE,0.0,0.0,2.5648901858393858,2.3148901858393858,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-03-23 17:00:00+00:00,2025-03-24 00:25:00+00:00,2025-03-24 00:30:00+00:00,WIN,133.79,131.65,2.1399999999999864,3.1990432767770027,2.9490432767770027,False,,,NONE,0.0,0.0,3.1990432767770027,2.9490432767770027,PARENT_WIN,False,,
CLOCK_SUPPORT,reference_validation,,2025-03-27 17:00:00+00:00,2025-03-27 21:30:00+00:00,2025-03-27 21:40:00+00:00,L2_BREAK_FAST_FAIL_5M,139.75,135.5,4.25,-0.9660107334526492,-1.216010733452649,True,2025-03-27 21:45:00+00:00,2025-03-28 04:40:00+00:00,REFERENCE_INVALIDATION,-15.742397137746,-15.992397137746,-16.70840787119865,-17.20840787119865,RESIDUAL_TRUE_FAILURE_PROXY,False,,
