feature,cohort,n,median,q25,q75,dev_q33,dev_q67,psi_vs_development,median_displacement_dev_iqr,low_share,mid_share,high_share
ret_72h,development,865,0.0010781671159028061,-0.06535200582319223,0.08043310131477188,-0.04554895601792808,0.05649346945759404,0.0,0.0,0.33410404624277457,0.3329479768786127,0.3329479768786127
ret_72h,reference_validation,221,-0.036021380432256556,-0.09156193895870746,0.028924418604651336,-0.04554895601792808,0.05649346945759404,0.15463983535567155,0.2544810528077474,0.4479638009049774,0.38461538461538464,0.167420814479638
ret_72h,2020,111,0.02320131239746881,-0.07702690106127147,0.08799645049897509,-0.04554895601792808,0.05649346945759404,0.028649429087822913,0.15175175102508728,0.34234234234234234,0.26126126126126126,0.3963963963963964
ret_72h,2021,840,0.03886447585443764,-0.05126237620709492,0.15271486918448773,-0.04554895601792808,0.05649346945759404,0.06658763219906388,0.25919183022430176,0.2642857142857143,0.2773809523809524,0.4583333333333333
ret_72h,2022,392,-0.03184177251660719,-0.11349061062318042,0.06470466317403811,-0.04554895601792808,0.05649346945759404,0.048681141825633586,0.22581140336479041,0.4413265306122449,0.2780612244897959,0.28061224489795916
ret_72h,2023,224,0.05055835927945107,-0.015642798027513838,0.15151548165329548,-0.04554895601792808,0.05649346945759404,0.20222754445208382,0.33940498542640957,0.15178571428571427,0.36607142857142855,0.48214285714285715
ret_72h,2024,249,-0.005470156488020961,-0.05707066797103166,0.06632320333898511,-0.04554895601792808,0.05649346945759404,0.01772636527906361,0.0449176444184161,0.3293172690763052,0.3895582329317269,0.28112449799196787
ret_72h,2025,170,-0.03412658157192555,-0.0893051488659504,0.028449821078971538,-0.04554895601792808,0.05649346945759404,0.09570970837970363,0.24148384824049451,0.4294117647058823,0.37058823529411766,0.2
ret_72h,2026,51,-0.0461492358405754,-0.09238699451847737,0.030378090708898964,-0.04554895601792808,0.05649346945759404,0.5749161875506543,0.32395217785712793,0.5098039215686274,0.43137254901960786,0.058823529411764705
ret_7d,external,951,0.06513685165582928,-0.05320787889149009,0.27518766614901635,-0.07412491875903593,0.10178495285924116,0.08086742585103181,0.20270262898186578,0.21661409043112514,0.3438485804416404,0.4395373291272345
ret_7d,development,865,0.013645815283313212,-0.11333483117586396,0.14068770731386904,-0.07412491875903593,0.10178495285924116,0.0,0.0,0.33410404624277457,0.3329479768786127,0.3329479768786127
ret_7d,reference_validation,221,-0.0480121516312243,-0.15570823679795476,0.047535351921387026,-0.07412491875903593,0.10178495285924116,0.26930241805811767,0.24272636310588472,0.4343891402714932,0.4434389140271493,0.12217194570135746
ret_7d,2020,111,0.017483870967741844,-0.10868003815566424,0.07646143334345579,-0.07412491875903593,0.10178495285924116,0.10620311496483406,0.015109114755121451,0.32432432432432434,0.46846846846846846,0.2072072072072072
ret_7d,2021,840,0.08354948311748711,-0.04716813088729854,0.29724882211857556,-0.07412491875903593,0.10178495285924116,0.11352655208229986,0.27518687219559157,0.20238095238095238,0.3273809523809524,0.47023809523809523
ret_7d,2022,392,-0.06759111382863286,-0.17315649242606923,0.08137362300008844,-0.07412491875903593,0.10178495285924116,0.11851166494681838,0.31980205219163843,0.48214285714285715,0.3137755102040816,0.20408163265306123
ret_7d,2023,224,0.13254790135905037,0.04250387422605517,0.268040735347546,-0.07412491875903593,0.10178495285924116,0.37356302055213664,0.46807691468110774,0.11160714285714286,0.3169642857142857,0.5714285714285714
ret_7d,2024,249,-0.0017335760754074725,-0.0863344330612954,0.12724508220089326,-0.07412491875903593,0.10178495285924116,0.009423744416416139,0.06054341260487121,0.30120481927710846,0.37751004016064255,0.321285140562249
ret_7d,2025,170,-0.0363696801700103,-0.1464776281999006,0.055284959454039995,-0.07412491875903593,0.10178495285924116,0.19761599588864895,0.1968939281950567,0.4294117647058823,0.4235294117647059,0.14705882352941177
ret_7d,2026,51,-0.06893073301950237,-0.16152117230746998,0.03394398135371246,-0.07412491875903593,0.10178495285924116,0.7386740209214954,0.32507567554346417,0.45098039215686275,0.5098039215686274,0.0392156862745098
range_24h,external,951,0.1270537058725113,0.098017397084538,0.17522122020148226,0.08829926054806428,0.12472160356347438,0.18248751583063882,0.37377397154657566,0.17350157728706625,0.31545741324921134,0.5110410094637224
range_24h,development,865,0.10416666666666649,0.07928611947462583,0.14051841746248311,0.08829926054806428,0.12472160356347438,0.0,0.0,0.33410404624277457,0.3329479768786127,0.3329479768786127
range_24h,reference_validation,221,0.08329641116526364,0.0627140267239643,0.11150799813635658,0.08829926054806428,0.12472160356347438,0.22944775699112213,0.34083737157049937,0.5610859728506787,0.2579185520361991,0.18099547511312217
range_24h,2020,111,0.11552050796251717,0.0993668639326686,0.1474310870363549,0.08829926054806428,0.12472160356347438,0.33904409267855645,0.1854224268718808,0.10810810810810811,0.5135135135135135,0.3783783783783784
range_24h,2021,840,0.13098895174000363,0.0976751875094298,0.1809708263236227,0.08829926054806428,0.12472160356347438,0.18874215149644302,0.43804145777210834,0.18214285714285713,0.2892857142857143,0.5285714285714286
range_24h,2022,392,0.11191521910777734,0.08662853229833505,0.14854745077746712,0.08829926054806428,0.12472160356347438,0.0251029272920947,0.12654355129130432,0.2755102040816326,0.32142857142857145,0.4030612244897959
range_24h,2023,224,0.10811062886997981,0.0777446286607344,0.14080544177929613,0.08829926054806428,0.12472160356347438,0.00027214869268465903,0.06440983488967587,0.33482142857142855,0.32589285714285715,0.3392857142857143
range_24h,2024,249,0.0949960147621248,0.0713616782168946,0.11935826884716595,0.08829926054806428,0.12472160356347438,0.07369410829893662,0.14976821393115583,0.42570281124497994,0.357429718875502,0.21686746987951808
range_24h,2025,170,0.08704222511100208,0.0658324891839077,0.1153167935254938,0.08829926054806428,0.12472160356347438,0.14813205426989837,0.2796635455207035,0.5176470588235295,0.27058823529411763,0.21176470588235294
range_24h,2026,51,0.07055518836748187,0.05292790782606109,0.09529884688899971,0.08829926054806428,0.12472160356347438,0.6969697268447514,0.5489174733545027,0.7058823529411765,0.21568627450980393,0.0784313725490196
range_72h,external,951,0.21886134485634146,0.16727745283455925,0.3071463004613898,0.14343140608963403,0.2145307769929365,0.2889390621984836,0.4244874910239936,0.12618296529968454,0.3512092534174553,0.5226077812828601
range_72h,development,865,0.17109493290191452,0.1282972275227299,0.24082448206961832,0.14343140608963403,0.2145307769929365,0.0,0.0,0.33410404624277457,0.3329479768786127,0.3329479768786127
range_72h,reference_validation,221,0.137438698863989,0.10083275871214126,0.18274016339562396,0.14343140608963403,0.2145307769929365,0.23329173755015842,0.2990940654639493,0.5339366515837104,0.31221719457013575,0.15384615384615385
range_72h,2020,111,0.19331897957852157,0.16195141904259858,0.23293740184463851,0.14343140608963403,0.2145307769929365,0.3045708273537457,0.19749923488399532,0.11711711711711711,0.5045045045045045,0.3783783783783784
range_72h,2021,840,0.22681842894684892,0.16834312092164694,0.3190793255023741,0.14343140608963403,0.2145307769929365,0.30092491211796374,0.49519999638590007,0.12738095238095237,0.33095238095238094,0.5416666666666666
range_72h,2022,392,0.18167910644269458,0.146758577069459,0.24549334195761913,0.14343140608963403,0.2145307769929365,0.056998346570252524,0.09405875566234308,0.22959183673469388,0.40816326530612246,0.3622448979591837
range_72h,2023,224,0.17034301556954884,0.12982410302291872,0.2576667258749668,0.14343140608963403,0.2145307769929365,0.013999838529354965,0.00668209080007696,0.34375,0.28125,0.375
range_72h,2024,249,0.14451753539874226,0.10875627440044627,0.21409019090845047,0.14343140608963403,0.2145307769929365,0.101558816611319,0.23618631424174535,0.4899598393574297,0.26104417670682734,0.24899598393574296
range_72h,2025,170,0.1469971796575097,0.11238101658866546,0.18615132965062947,0.14343140608963403,0.2145307769929365,0.1472528325379361,0.2141503704274919,0.47058823529411764,0.35294117647058826,0.17647058823529413
range_72h,2026,51,0.108695652173913,0.08108780719405567,0.14048642582995424,0.14343140608963403,0.2145307769929365,0.7969505723942283,0.5545259322220527,0.7450980392156863,0.17647058823529413,0.0784313725490196
range_7d,external,951,0.3434956592512209,0.25198078110630096,0.5101334104982118,0.22161297692483442,0.32344072369465154,0.30366174380443256,0.47700367292524193,0.13249211356466878,0.31019978969505785,0.5573080967402734
range_7d,development,865,0.2619540467812047,0.19621014222332792,0.3671556026009375,0.22161297692483442,0.32344072369465154,0.0,0.0,0.33410404624277457,0.3329479768786127,0.3329479768786127
range_7d,reference_validation,221,0.2081194587027531,0.15882913946152147,0.2850456621004566,0.22161297692483442,0.32344072369465154,0.2228286456806689,0.3149225955432441,0.5384615384615384,0.2986425339366516,0.16289592760180996
range_7d,2020,111,0.27447921908020523,0.243509401774157,0.35668185803939845,0.22161297692483442,0.32344072369465154,0.7125975139367358,0.07326999074051496,0.04504504504504504,0.5675675675675675,0.38738738738738737
range_7d,2021,840,0.35175041276917024,0.2567560203716106,0.5324349589909065,0.22161297692483442,0.32344072369465154,0.30739453330832445,0.5252924867943849,0.14404761904761904,0.2761904761904762,0.5797619047619048
range_7d,2022,392,0.27486593656451713,0.2211392693641191,0.38859499191563396,0.22161297692483442,0.32344072369465154,0.03418264084378958,0.07553221802316795,0.25510204081632654,0.4005102040816326,0.34438775510204084
range_7d,2023,224,0.2794917374682879,0.18578086478636063,0.4125514926706615,0.22161297692483442,0.32344072369465154,0.020806109811629822,0.1025923159839599,0.3392857142857143,0.27232142857142855,0.38839285714285715
range_7d,2024,249,0.23577641598606586,0.17008765117053146,0.32792486722899084,0.22161297692483442,0.32344072369465154,0.06090841647072881,0.15313440168176348,0.4538152610441767,0.28112449799196787,0.26506024096385544
range_7d,2025,170,0.22685858797307687,0.16441827287478275,0.28924259966152605,0.22161297692483442,0.32344072369465154,0.15782224894443764,0.20530208132233407,0.48823529411764705,0.3352941176470588,0.17647058823529413
range_7d,2026,51,0.16951480012206283,0.13016053344261883,0.2510573021165472,0.22161297692483442,0.32344072369465154,0.6014025192455248,0.5407528603271969,0.7058823529411765,0.17647058823529413,0.11764705882352941
loc_24h,external,951,0.5716000000000008,0.3020271496719884,0.81603635180782,0.3036437246963564,0.6707317073170731,0.03860411010919104,0.15273065669554262,0.2544689800210305,0.3333333333333333,0.41219768664563616
loc_24h,development,865,0.4914572864321602,0.23199527744982343,0.7567276088742814,0.3036437246963564,0.6707317073170731,0.0,0.0,0.33410404624277457,0.3329479768786127,0.3329479768786127
loc_24h,reference_validation,221,0.339933993399341,0.17796610169491564,0.7164502164502184,0.3036437246963564,0.6707317073170731,0.02893868145936035,0.2887630206080277,0.416289592760181,0.29411764705882354,0.2895927601809955
loc_24h,2020,111,0.4163170163170168,0.2672732442422521,0.7596222161332384,0.3036437246963564,0.6707317073170731,0.0034188089486636023,0.1431973324593223,0.32432432432432434,0.36036036036036034,0.3153153153153153
loc_24h,2021,840,0.5773012546860463,0.3113576210490474,0.824554507303976,0.3036437246963564,0.6707317073170731,0.04998019001900074,0.16359572893259863,0.24523809523809523,0.32976190476190476,0.425
loc_24h,2022,392,0.4085875331564996,0.19289181416180612,0.6977088721964358,0.3036437246963564,0.6707317073170731,0.02124933348650381,0.15792766771336403,0.39540816326530615,0.32908163265306123,0.2755102040816326
loc_24h,2023,224,0.5593768877555525,0.29302479585087815,0.7820079121079238,0.3036437246963564,0.6707317073170731,0.020240763253508053,0.1294366618100608,0.27232142857142855,0.34375,0.38392857142857145
loc_24h,2024,249,0.5300429184549358,0.23114119922630558,0.8279848985370459,0.3036437246963564,0.6707317073170731,0.010986635676687503,0.07353393284921018,0.2931726907630522,0.3293172690763052,0.37751004016064255
loc_24h,2025,170,0.3485648117458119,0.1725637505825776,0.7054590431117952,0.3036437246963564,0.6707317073170731,0.025186796286029274,0.2723149806653748,0.40588235294117647,0.3176470588235294,0.27647058823529413
loc_24h,2026,51,0.3106936416184958,0.1957178156659275,0.7864932586674277,0.3036437246963564,0.6707317073170731,0.08597050412936454,0.34448733952214583,0.45098039215686275,0.21568627450980393,0.3333333333333333
loc_72h,external,951,0.598138964159722,0.3576436741621091,0.8222764987803584,0.3150955833882664,0.6945484810653345,0.08134883540446626,0.17805776243875165,0.2082018927444795,0.3964248159831756,0.3953732912723449
loc_72h,development,865,0.5008517887563888,0.2441982752576596,0.7905781357638707,0.3150955833882664,0.6945484810653345,0.0,0.0,0.33410404624277457,0.3329479768786127,0.3329479768786127
loc_72h,reference_validation,221,0.314944421572664,0.15166591285994271,0.6430635838150291,0.3150955833882664,0.6945484810653345,0.12058066730723233,0.34025296432318164,0.502262443438914,0.2669683257918552,0.23076923076923078
loc_72h,2020,111,0.4768901950307245,0.34615822133505253,0.6699176556640017,0.3150955833882664,0.6945484810653345,0.1944026057165143,0.04385519206997184,0.23423423423423423,0.5495495495495496,0.21621621621621623
loc_72h,2021,840,0.6159965531513848,0.3587611955708927,0.8316294266441824,0.3150955833882664,0.6945484810653345,0.08840959261081696,0.21074123099690467,0.20476190476190476,0.3761904761904762,0.41904761904761906
loc_72h,2022,392,0.3611773118996253,0.16923748122163101,0.7182176188830179,0.3150955833882664,0.6945484810653345,0.049703054310676495,0.25563621017684945,0.4413265306122449,0.29081632653061223,0.26785714285714285
loc_72h,2023,224,0.6550106142841525,0.3670344274417006,0.8136269961097216,0.3150955833882664,0.6945484810653345,0.06787507684261007,0.28214587811662445,0.21875,0.3794642857142857,0.4017857142857143
loc_72h,2024,249,0.5430205949656751,0.2946671856753598,0.7996395915370758,0.3150955833882664,0.6945484810653345,0.020472149095961886,0.07717855151216166,0.26907630522088355,0.357429718875502,0.37349397590361444
loc_72h,2025,170,0.3390032338384819,0.1539884763142823,0.6438103711235384,0.3150955833882664,0.6945484810653345,0.10537231682043016,0.29621984010896213,0.48823529411764705,0.2823529411764706,0.22941176470588234
loc_72h,2026,51,0.2866948257655759,0.13791292807478206,0.6329958803053052,0.3150955833882664,0.6945484810653345,0.19155565566526958,0.39195618006930255,0.5490196078431373,0.21568627450980393,0.23529411764705882
loc_7d,external,951,0.6290415448666843,0.40189509342631036,0.8314430475696393,0.31282820705176295,0.7004655493482308,0.1368834509972759,0.22784873576731052,0.17560462670872765,0.3964248159831756,0.42797055730809674
loc_7d,development,865,0.502343796356732,0.23256331508434594,0.7886241072729925,0.31282820705176295,0.7004655493482308,0.0,0.0,0.33410404624277457,0.3329479768786127,0.3329479768786127
loc_7d,reference_validation,221,0.334618208516887,0.15184084152755517,0.642857142857143,0.31282820705176295,0.7004655493482308,0.11628607049059025,0.30163174637736945,0.4841628959276018,0.3076923076923077,0.2081447963800905
loc_7d,2020,111,0.49989941661637544,0.3743354720439963,0.6656576421380763,0.31282820705176295,0.7004655493482308,0.3252064682321122,0.004395885800067848,0.18018018018018017,0.6126126126126126,0.2072072072072072
loc_7d,2021,840,0.6554421363854346,0.4079374575496222,0.8459825772052167,0.31282820705176295,0.7004655493482308,0.1457389722166167,0.27532662287896603,0.175,0.3678571428571429,0.45714285714285713
loc_7d,2022,392,0.31319459772526537,0.15261639864592305,0.6323583976289444,0.31282820705176295,0.7004655493482308,0.13214916492097245,0.3401592079293675,0.5,0.29336734693877553,0.2066326530612245
loc_7d,2023,224,0.7313740070368893,0.47596480084754833,0.8571609508975007,0.31282820705176295,0.7004655493482308,0.25788502282618075,0.41187980504559213,0.13839285714285715,0.3392857142857143,0.5223214285714286
loc_7d,2024,249,0.5559757942511343,0.31404478045943623,0.8062838996149847,0.31282820705176295,0.7004655493482308,0.03625285587916667,0.09644988218519708,0.24899598393574296,0.3895582329317269,0.3614457831325301
loc_7d,2025,170,0.33271622273723445,0.15807726967788913,0.6472913351303232,0.31282820705176295,0.7004655493482308,0.1115719739764118,0.3050522101222891,0.4823529411764706,0.3058823529411765,0.21176470588235294
loc_7d,2026,51,0.37335907335907315,0.1336178924489938,0.5988743404878324,0.31282820705176295,0.7004655493482308,0.1334499964628576,0.23196154954564768,0.49019607843137253,0.3137254901960784,0.19607843137254902
range_ratio_24_72,external,951,0.6150363039527489,0.4772889056433568,0.7518943352977775,0.5489470362081817,0.7123186275725053,0.012678629987308229,0.03320863605968229,0.38696109358569925,0.29758149316508936,0.31545741324921134
range_ratio_24_72,development,865,0.62374147675985,0.502358377562894,0.7644941904115844,0.5489470362081817,0.7123186275725053,0.0,0.0,0.33410404624277457,0.3329479768786127,0.3329479768786127
range_ratio_24_72,reference_validation,221,0.6375707902706649,0.49080323252502134,0.8013215947174128,0.5489470362081817,0.7123186275725053,0.04355105214628949,0.05275629209350872,0.3936651583710407,0.2398190045248869,0.3665158371040724
range_ratio_24_72,2020,111,0.6620191024001032,0.5208725069478324,0.762529999796096,0.5489470362081817,0.7123186275725053,0.03433297662421707,0.14602211435469795,0.35135135135135137,0.25225225225225223,0.3963963963963964
range_ratio_24_72,2021,840,0.6133182267038801,0.46910840329268655,0.7487112117487225,0.5489470362081817,0.7123186275725053,0.014356780680975904,0.039762785339011966,0.39166666666666666,0.30357142857142855,0.3047619047619048
range_ratio_24_72,2022,392,0.6314802702391924,0.5207102499210993,0.757214397059541,0.5489470362081817,0.7123186275725053,0.00993124158043264,0.02952207634372088,0.3163265306122449,0.38010204081632654,0.30357142857142855
range_ratio_24_72,2023,224,0.6134568845277155,0.4708718746570855,0.7670603843946777,0.5489470362081817,0.7123186275725053,0.023771501461714643,0.039233831197536415,0.3794642857142857,0.26339285714285715,0.35714285714285715
range_ratio_24_72,2024,249,0.6215910790659971,0.5136084400041676,0.7665164129235068,0.5489470362081817,0.7123186275725053,0.0026544250211726628,0.008203372406402917,0.321285140562249,0.321285140562249,0.357429718875502
range_ratio_24_72,2025,170,0.6183320185748564,0.48951967093602966,0.8030532892380873,0.5489470362081817,0.7123186275725053,0.05673159170328317,0.020636089842924473,0.4117647058823529,0.22941176470588234,0.3588235294117647
range_ratio_24_72,2026,51,0.6582236842105266,0.5104254367585737,0.7887749548025185,0.5489470362081817,0.7123186275725053,0.02097135895156242,0.13154329076958404,0.3333333333333333,0.27450980392156865,0.39215686274509803
