role,partition,episode_class,snapshot_min,n,reclaim_by_snapshot_rate,median_close_R,median_running_mfe_R,median_running_mae_R,median_closes_above_H,median_closes_le_H
CLOCK_SUPPORT,external,RESIDUAL_LATENT_RECOVERABLE,5,51,0.35294117647058826,-0.01841659610499609,0.005059021922427765,0.07982024395463093,0.0,1.0
CLOCK_SUPPORT,external,RESIDUAL_LATENT_RECOVERABLE,10,51,0.47058823529411764,-0.020675173639151324,0.04574332909784056,0.10928571428571586,0.0,2.0
CLOCK_SUPPORT,external,RESIDUAL_LATENT_RECOVERABLE,15,51,0.5098039215686274,-0.020118084408484338,0.0478408128704482,0.12243579389435973,1.0,2.0
CLOCK_SUPPORT,external,RESIDUAL_LATENT_RECOVERABLE,30,50,0.62,0.0043090085595300625,0.07001030278253355,0.13396836361335224,2.5,3.5
CLOCK_SUPPORT,external,RESIDUAL_LATENT_RECOVERABLE,60,50,0.84,0.11419894444277738,0.25303532546878654,0.21001281716042158,6.0,6.0
CLOCK_SUPPORT,external,RESIDUAL_TRUE_FAILURE_PROXY,10,43,0.3488372093023256,-0.09386098427194413,0.024683739586546835,0.1511355815554008,0.0,2.0
CLOCK_SUPPORT,external,RESIDUAL_TRUE_FAILURE_PROXY,15,43,0.3488372093023256,-0.11447084233261406,0.024683739586546835,0.18226030569708107,0.0,3.0
CLOCK_SUPPORT,external,RESIDUAL_TRUE_FAILURE_PROXY,30,43,0.4186046511627907,-0.17160722556739155,0.029754204398447164,0.2720694645441383,0.0,6.0
CLOCK_SUPPORT,external,RESIDUAL_TRUE_FAILURE_PROXY,60,42,0.5476190476190477,-0.2142557353657294,0.04247409644231245,0.3178849490514858,1.0,11.0
CLOCK_SUPPORT,reference_validation,H2_ECONOMIC_RESCUE,5,27,0.9629629629629629,0.40040650406504136,0.44918032786885204,0.0,1.0,0.0
CLOCK_SUPPORT,reference_validation,H2_ECONOMIC_RESCUE,10,27,0.9629629629629629,0.3868852459016396,0.5040650406504114,0.0,2.0,0.0
CLOCK_SUPPORT,reference_validation,H2_ECONOMIC_RESCUE,15,27,0.9629629629629629,0.39423076923078265,0.5136690647481992,0.0,3.0,0.0
CLOCK_SUPPORT,reference_validation,H2_ECONOMIC_RESCUE,30,27,0.9629629629629629,0.39508196721311456,0.5379609544468509,0.0,6.0,0.0
CLOCK_SUPPORT,reference_validation,H2_ECONOMIC_RESCUE,60,25,1.0,0.3558201058201054,0.5489417989417995,0.0,12.0,0.0
CLOCK_SUPPORT,reference_validation,RESIDUAL_LATENT_RECOVERABLE,5,51,0.45098039215686275,-0.00996677740863828,0.01764705882353005,0.07692307692307941,0.0,1.0
CLOCK_SUPPORT,reference_validation,RESIDUAL_LATENT_RECOVERABLE,10,51,0.6078431372549019,0.007843137254905982,0.0540540540540545,0.08620689655172481,1.0,1.0
CLOCK_SUPPORT,reference_validation,RESIDUAL_LATENT_RECOVERABLE,15,51,0.6470588235294118,-0.013333333333321207,0.060606060606063224,0.09688581314877995,1.0,2.0
CLOCK_SUPPORT,reference_validation,RESIDUAL_LATENT_RECOVERABLE,30,51,0.803921568627451,0.012820512820501142,0.13545816733067914,0.12857142857142703,3.0,3.0
CLOCK_SUPPORT,reference_validation,RESIDUAL_LATENT_RECOVERABLE,60,51,0.9019607843137255,0.003921568627452991,0.190828402366863,0.17171717171717435,7.0,5.0
CLOCK_SUPPORT,reference_validation,RESIDUAL_TRUE_FAILURE_PROXY,5,51,0.27450980392156865,-0.04586129753914952,0.0,0.08741258741258744,0.0,1.0
CLOCK_SUPPORT,reference_validation,RESIDUAL_TRUE_FAILURE_PROXY,10,49,0.3877551020408163,-0.048717948717948066,0.014722536806341504,0.08741258741258744,0.0,2.0
CLOCK_SUPPORT,reference_validation,RESIDUAL_TRUE_FAILURE_PROXY,15,49,0.3877551020408163,-0.05436013590034021,0.0205128205128164,0.14500000000000077,0.0,3.0
CLOCK_SUPPORT,reference_validation,RESIDUAL_TRUE_FAILURE_PROXY,30,48,0.4583333333333333,-0.08821923418196619,0.03411162393825512,0.17519037729318027,0.0,6.0
CLOCK_SUPPORT,reference_validation,RESIDUAL_TRUE_FAILURE_PROXY,60,48,0.5625,-0.0843469068684928,0.0725948103792384,0.24971029161532404,1.5,10.5
REF_SUPPORT,external,RESIDUAL_TRUE_FAILURE_PROXY,5,43,0.18604651162790697,-0.09046587215601404,0.0007849293563584221,0.12834346504559369,0.0,1.0
REF_SUPPORT,external,H2_ECONOMIC_RESCUE,5,31,1.0,0.46109271523178874,0.48906494086141655,0.0,1.0,0.0
REF_SUPPORT,external,H2_ECONOMIC_RESCUE,10,31,1.0,0.4635128334172109,0.535215324787552,0.0,2.0,0.0
REF_SUPPORT,external,H2_ECONOMIC_RESCUE,15,31,1.0,0.503564247852311,0.6464646464646521,0.0,3.0,0.0
REF_SUPPORT,external,H2_ECONOMIC_RESCUE,30,31,1.0,0.4684796044499405,0.6936026936026947,0.0,6.0,0.0
REF_SUPPORT,external,H2_ECONOMIC_RESCUE,60,31,1.0,0.45695364238410524,0.7275862068965457,0.0,12.0,0.0
REF_SUPPORT,external,RESIDUAL_LATENT_RECOVERABLE,5,53,0.3018867924528302,-0.03932082216264475,0.010723860589811122,0.10230179028133077,0.0,1.0
REF_SUPPORT,external,RESIDUAL_LATENT_RECOVERABLE,10,53,0.39622641509433965,-0.059740259740264846,0.04106699751861256,0.13555858310626603,0.0,2.0
REF_SUPPORT,external,RESIDUAL_LATENT_RECOVERABLE,15,53,0.4716981132075472,-0.06850192061459619,0.05617425483131409,0.1553643724696296,0.0,3.0
REF_SUPPORT,external,RESIDUAL_LATENT_RECOVERABLE,30,53,0.6037735849056604,-0.020737327188940884,0.09336913860772446,0.2057416267942573,2.0,4.0
REF_SUPPORT,external,RESIDUAL_LATENT_RECOVERABLE,60,52,0.7307692307692307,0.024788852047099255,0.16113380620087353,0.24005380584327854,5.0,7.0
REF_SUPPORT,external,RESIDUAL_TRUE_FAILURE_PROXY,10,41,0.3170731707317073,-0.11003757380569076,0.01938610662358717,0.17231638418079032,0.0,2.0
REF_SUPPORT,external,RESIDUAL_TRUE_FAILURE_PROXY,15,41,0.36585365853658536,-0.1167999999999978,0.020814479638005475,0.19609623241035024,0.0,3.0
REF_SUPPORT,external,RESIDUAL_TRUE_FAILURE_PROXY,30,41,0.3902439024390244,-0.19780219780219718,0.024484536082474456,0.30884904569115046,0.0,6.0
REF_SUPPORT,external,RESIDUAL_TRUE_FAILURE_PROXY,60,41,0.4878048780487805,-0.12113402061855513,0.05270692347735571,0.367268041237114,0.0,12.0
REF_SUPPORT,reference_validation,RESIDUAL_LATENT_RECOVERABLE,5,57,0.40350877192982454,-0.024137931034480597,0.01785714285714569,0.08808290155440536,0.0,1.0
REF_SUPPORT,reference_validation,RESIDUAL_LATENT_RECOVERABLE,10,57,0.5087719298245614,-0.01219512195121537,0.03865546218487708,0.11184210526315931,1.0,1.0
REF_SUPPORT,reference_validation,RESIDUAL_LATENT_RECOVERABLE,15,57,0.5964912280701754,0.01960784313725094,0.0714285714285764,0.11715481171547043,1.0,2.0
REF_SUPPORT,reference_validation,RESIDUAL_LATENT_RECOVERABLE,30,57,0.7368421052631579,0.012820512820501142,0.12121212121212072,0.1413793103448275,3.0,3.0
REF_SUPPORT,reference_validation,RESIDUAL_LATENT_RECOVERABLE,60,57,0.8070175438596491,0.047619047619043016,0.2108843537414983,0.14925373134328448,7.0,5.0
REF_SUPPORT,reference_validation,H2_ECONOMIC_RESCUE,5,45,0.9555555555555556,0.40437158469946205,0.4846938775510126,0.0,1.0,0.0
REF_SUPPORT,reference_validation,H2_ECONOMIC_RESCUE,10,45,0.9777777777777777,0.4153005464481016,0.5483870967742013,0.0,2.0,0.0
REF_SUPPORT,reference_validation,H2_ECONOMIC_RESCUE,15,45,0.9777777777777777,0.37459283387622416,0.5578034682080955,0.0,3.0,0.0
REF_SUPPORT,reference_validation,H2_ECONOMIC_RESCUE,30,45,0.9777777777777777,0.40112464854732954,0.648208469055379,0.0,6.0,0.0
REF_SUPPORT,reference_validation,H2_ECONOMIC_RESCUE,60,45,1.0,0.3373945641986878,0.6771720613287906,0.0,12.0,0.0
REF_SUPPORT,reference_validation,RESIDUAL_TRUE_FAILURE_PROXY,5,48,0.20833333333333334,-0.0702029839085281,0.0,0.116366932863822,0.0,1.0
REF_SUPPORT,reference_validation,RESIDUAL_TRUE_FAILURE_PROXY,10,43,0.32558139534883723,-0.0893854748603409,0.0016778523489917644,0.12389380530973396,0.0,2.0
REF_SUPPORT,reference_validation,RESIDUAL_TRUE_FAILURE_PROXY,15,43,0.3488372093023256,-0.052631578947368675,0.008080808080806445,0.13333333333333175,0.0,3.0
REF_SUPPORT,reference_validation,RESIDUAL_TRUE_FAILURE_PROXY,30,42,0.42857142857142855,-0.1271944216570981,0.02008132520081507,0.21325123379917837,0.0,6.0
REF_SUPPORT,reference_validation,RESIDUAL_TRUE_FAILURE_PROXY,60,42,0.4523809523809524,-0.17594259425942665,0.031965885267769945,0.3054917059341845,0.0,12.0
