partition,date_utc,H,L,range,F15,session_end,status,touch1_bar_start,leave1_bar_start,touch2_bar_start,leave2_bar_start,eligible_start,fill_bar_start,entry_px,opp_visit_before_t1
development,2023-06-26,30667.3,29890.1,777.2000000000007,30006.68,2023-06-27 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-06-27,30998.5,30351.0,647.5,30448.125,2023-06-28 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-06-28,30485.0,29804.6,680.4000000000015,29906.66,2023-06-29 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-06-29,30764.8,30380.0,384.7999999999993,30437.72,2023-06-30 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-06-30,31086.9,29500.0,1586.9000000000015,29738.035,2023-07-01 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-03,31395.2,30604.0,791.2000000000007,30722.68,2023-07-04 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-04,31145.0,30600.0,545.0,30681.75,2023-07-05 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-05,30579.6,30175.8,403.7999999999993,30236.37,2023-07-06 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-06,30590.0,29865.0,725.0,29973.75,2023-07-07 00:00:00+00:00,NO_LEAVE2,2023-07-06 23:20:00+00:00,2023-07-06 23:25:00+00:00,2023-07-06 23:55:00+00:00,,,,,False
development,2023-07-07,30443.6,30100.0,343.59999999999854,30151.54,2023-07-08 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-10,30830.0,30171.9,658.0999999999985,30270.615,2023-07-11 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-07-11,30804.9,30261.4,543.5,30342.925000000003,2023-07-12 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-12,30821.7,30186.0,635.7000000000007,30281.355,2023-07-13 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-13,31850.0,30450.0,1400.0,30660.0,2023-07-14 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-14,31364.9,29876.6,1488.300000000003,30099.844999999998,2023-07-15 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-17,30300.0,29630.0,670.0,29730.5,2023-07-18 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-18,30028.6,29400.0,628.5999999999985,29494.29,2023-07-19 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-19,30130.0,29745.0,385.0,29802.75,2023-07-20 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-20,30267.5,29468.8,798.7000000000007,29588.605,2023-07-21 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-21,30056.2,29762.0,294.2000000000007,29806.13,2023-07-22 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-24,29248.0,28830.0,418.0,28892.7,2023-07-25 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-25,29379.5,29134.9,244.59999999999854,29171.59,2023-07-26 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-26,29500.0,29172.0,328.0,29221.2,2023-07-27 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2023-07-27,29494.8,29065.5,429.2999999999993,29129.895,2023-07-28 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-28,29535.7,29180.6,355.1000000000022,29233.864999999998,2023-07-29 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-07-31,29441.1,29100.0,341.09999999999854,29151.165,2023-08-01 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-01,29330.0,28550.0,780.0,28667.0,2023-08-02 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-08-02,29448.8,28906.3,542.5,28987.675,2023-08-03 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-03,29440.0,29107.6,332.40000000000146,29157.46,2023-08-04 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-04,29323.8,28919.9,403.8999999999978,28980.485,2023-08-05 00:00:00+00:00,BREAK_BEFORE_LEAVE1,2023-08-04 20:45:00+00:00,,,,,,,False
development,2023-08-07,29177.0,28682.3,494.7000000000007,28756.505,2023-08-08 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-08-08,29944.8,29336.6,608.2000000000007,29427.829999999998,2023-08-09 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2023-08-09,29958.9,29366.0,592.9000000000015,29454.935,2023-08-10 00:00:00+00:00,NO_T2,2023-08-09 20:05:00+00:00,2023-08-09 20:10:00+00:00,,,,,,False
development,2023-08-10,29729.8,29303.7,426.09999999999854,29367.615,2023-08-11 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-11,29565.1,29220.0,345.09999999999854,29271.765,2023-08-12 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-14,29686.7,29233.0,453.7000000000007,29301.055,2023-08-15 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-15,29492.1,29050.0,442.09999999999854,29116.315,2023-08-16 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-16,29229.6,28940.0,289.59999999999854,28983.44,2023-08-17 00:00:00+00:00,LOW_BREAK_BEFORE_T2,2023-08-16 20:25:00+00:00,2023-08-16 20:30:00+00:00,,,,,,False
development,2023-08-17,28519.4,27700.0,819.4000000000015,27822.91,2023-08-18 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-08-18,26376.0,25600.0,776.0,25716.4,2023-08-19 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-21,26193.6,25800.0,393.59999999999854,25859.04,2023-08-22 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2023-08-22,26049.1,25693.6,355.5,25746.925,2023-08-23 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-08-23,26806.0,25841.1,964.9000000000015,25985.835,2023-08-24 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-24,26367.1,25835.0,532.0999999999985,25914.815,2023-08-25 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-25,26300.0,25754.4,545.5999999999985,25836.24,2023-08-26 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-28,26185.1,25902.2,282.8999999999978,25944.635000000002,2023-08-29 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-29,28168.0,25994.6,2173.4000000000015,26320.61,2023-08-30 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-30,27422.2,26950.0,472.2000000000007,27020.83,2023-08-31 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-08-31,27195.6,25876.6,1319.0,26074.449999999997,2023-09-01 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-09-01,26039.8,25312.0,727.7999999999993,25421.17,2023-09-02 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-09-04,25961.5,25707.5,254.0,25745.6,2023-09-05 00:00:00+00:00,LOW_BREAK_BEFORE_T2,2023-09-04 21:15:00+00:00,2023-09-04 21:25:00+00:00,,,,,,False
development,2023-09-05,25900.0,25610.0,290.0,25653.5,2023-09-06 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-09-06,26052.0,25326.0,726.0,25434.9,2023-09-07 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-09-07,25971.7,25602.3,369.40000000000146,25657.71,2023-09-08 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-09-08,25945.7,25707.0,238.70000000000073,25742.805,2023-09-09 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-09-11,25749.7,24915.0,834.7000000000007,25040.205,2023-09-12 00:00:00+00:00,NO_T2,2023-09-11 20:00:00+00:00,2023-09-11 20:05:00+00:00,,,,,,False
development,2023-09-12,26580.0,25868.0,712.0,25974.8,2023-09-13 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-09-13,26400.0,26038.0,362.0,26092.3,2023-09-14 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-09-14,26880.0,26491.9,388.09999999999854,26550.115,2023-09-15 00:00:00+00:00,NO_F15_FILL,2023-09-14 21:45:00+00:00,2023-09-14 22:00:00+00:00,2023-09-14 23:40:00+00:00,2023-09-14 23:50:00+00:00,2023-09-14 23:55:00+00:00,,,False
development,2023-09-15,26520.0,26206.6,313.40000000000146,26253.61,2023-09-16 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-09-18,27349.7,26611.2,738.5,26721.975000000002,2023-09-19 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-09-19,27480.0,26868.0,612.0,26959.8,2023-09-20 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-09-20,27297.9,26740.0,557.9000000000015,26823.685,2023-09-21 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-09-21,26685.7,26360.1,325.6000000000022,26408.94,2023-09-22 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-09-22,26688.2,26514.0,174.20000000000073,26540.13,2023-09-23 00:00:00+00:00,BREAK_BEFORE_LEAVE1,2023-09-22 20:30:00+00:00,,,,,,,False
development,2023-09-25,26419.4,26100.5,318.90000000000146,26148.335,2023-09-26 00:00:00+00:00,NO_T1,,,,,,,,True
development,2023-09-26,26289.9,26073.8,216.10000000000218,26106.215,2023-09-27 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-09-27,26760.4,26050.0,710.4000000000015,26156.56,2023-09-28 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-09-28,27308.7,26457.6,851.1000000000022,26585.265,2023-09-29 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-09-29,27098.0,26625.0,473.0,26695.95,2023-09-30 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-02,28613.0,27614.6,998.4000000000015,27764.36,2023-10-03 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-10-03,27569.2,27212.3,356.90000000000146,27265.835,2023-10-04 00:00:00+00:00,NO_T2,2023-10-03 20:05:00+00:00,2023-10-03 20:10:00+00:00,,,,,,False
development,2023-10-04,27830.0,27317.1,512.9000000000015,27394.035,2023-10-05 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-05,28110.0,27333.5,776.5,27449.975,2023-10-06 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-06,28035.6,27366.3,669.2999999999993,27466.695,2023-10-07 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-10-09,27739.6,27250.0,489.59999999999854,27323.44,2023-10-10 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-10,27622.9,27281.0,341.90000000000146,27332.285,2023-10-11 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-11,27155.0,26525.0,630.0,26619.5,2023-10-12 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-12,26800.0,26534.8,265.2000000000007,26574.579999999998,2023-10-13 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-13,26885.0,26670.1,214.90000000000146,26702.335,2023-10-14 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-10-16,30720.0,27698.5,3021.5,28151.725,2023-10-17 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-17,28596.0,28117.0,479.0,28188.85,2023-10-18 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-18,28423.4,28126.6,296.8000000000029,28171.12,2023-10-19 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-19,28933.4,28423.3,510.1000000000022,28499.815,2023-10-20 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-20,29718.8,29304.0,414.7999999999993,29366.22,2023-10-21 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2023-10-23,31430.9,30356.3,1074.6000000000022,30517.489999999998,2023-10-24 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-10-24,34549.3,33244.0,1305.300000000003,33439.795,2023-10-25 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-25,35154.3,34283.5,870.8000000000029,34414.12,2023-10-26 00:00:00+00:00,NO_T2,2023-10-25 23:00:00+00:00,2023-10-25 23:05:00+00:00,,,,,,False
development,2023-10-26,34362.4,33750.0,612.4000000000015,33841.86,2023-10-27 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-27,34211.4,33350.0,861.4000000000015,33479.21,2023-10-28 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-30,34850.0,34050.0,800.0,34170.0,2023-10-31 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-10-31,34632.0,34133.7,498.3000000000029,34208.445,2023-11-01 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-11-01,34785.2,34076.0,709.1999999999971,34182.38,2023-11-02 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2023-11-02,35232.9,34300.0,932.9000000000015,34439.935,2023-11-03 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-11-03,34850.0,34304.1,545.9000000000015,34385.985,2023-11-04 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-11-06,35244.9,34821.0,423.90000000000146,34884.585,2023-11-07 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-11-07,35609.4,34560.0,1049.4000000000015,34717.41,2023-11-08 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-11-08,35791.9,35073.0,718.9000000000015,35180.835,2023-11-09 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2023-11-09,38499.9,35304.0,3195.9000000000015,35783.385,2023-11-10 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-11-10,37448.0,36826.8,621.1999999999971,36919.98,2023-11-11 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2023-11-13,37074.3,36546.5,527.8000000000029,36625.67,2023-11-14 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-11-14,36720.0,34446.3,2273.699999999997,34787.355,2023-11-15 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-11-15,37845.0,36018.3,1826.699999999997,36292.305,2023-11-16 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2023-11-16,36977.3,35486.1,1491.2000000000044,35709.78,2023-11-17 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-11-17,37020.5,35868.3,1152.199999999997,36041.130000000005,2023-11-18 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-11-20,37784.7,36600.0,1184.699999999997,36777.705,2023-11-21 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-11-21,37531.0,36212.2,1318.800000000003,36410.02,2023-11-22 00:00:00+00:00,BREAK_BEFORE_LEAVE2,2023-11-21 23:05:00+00:00,2023-11-21 23:10:00+00:00,2023-11-21 23:20:00+00:00,,,,,False
development,2023-11-22,37448.0,36240.0,1208.0,36421.2,2023-11-23 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-11-23,37378.0,36856.3,521.6999999999971,36934.555,2023-11-24 00:00:00+00:00,NO_T1,,,,,,,,True
development,2023-11-24,38425.0,37551.0,874.0,37682.1,2023-11-25 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-11-27,37145.4,36700.0,445.40000000000146,36766.81,2023-11-28 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-11-28,38395.0,37246.4,1148.5999999999985,37418.69,2023-11-29 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-11-29,38243.9,37551.8,692.0999999999985,37655.615000000005,2023-11-30 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-11-30,37964.6,37442.9,521.6999999999971,37521.155,2023-12-01 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-12-01,38989.0,38209.6,779.4000000000015,38326.51,2023-12-02 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-12-04,42091.1,41120.1,971.0,41265.75,2023-12-05 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-12-05,44191.6,41810.0,2381.5999999999985,42167.24,2023-12-06 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2023-12-06,44305.1,43730.0,575.0999999999985,43816.265,2023-12-07 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-12-07,43959.1,43091.5,867.5999999999985,43221.64,2023-12-08 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-12-08,44081.6,43501.7,579.9000000000015,43588.685,2023-12-09 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-12-11,42185.3,40228.3,1957.0,40521.850000000006,2023-12-12 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-12-12,42085.9,40711.0,1374.9000000000015,40917.235,2023-12-13 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-12-13,42921.9,41331.0,1590.9000000000015,41569.635,2023-12-14 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-12-14,43450.1,41140.0,2310.0999999999985,41486.515,2023-12-15 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-12-15,42539.7,41668.0,871.6999999999971,41798.755,2023-12-16 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-12-18,41780.0,41170.0,610.0,41261.5,2023-12-19 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2023-12-19,43041.5,41835.4,1206.0999999999985,42016.315,2023-12-20 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-12-20,44384.6,43280.6,1104.0,43446.2,2023-12-21 00:00:00+00:00,NO_T2,2023-12-20 20:05:00+00:00,2023-12-20 20:10:00+00:00,,,,,,False
development,2023-12-21,44287.2,43386.2,901.0,43521.35,2023-12-22 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-12-22,44047.6,43430.4,617.1999999999971,43522.98,2023-12-23 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-12-25,43827.4,43383.2,444.20000000000437,43449.829999999994,2023-12-26 00:00:00+00:00,BREAK_BEFORE_LEAVE1,2023-12-25 20:35:00+00:00,,,,,,,False
development,2023-12-26,42870.0,41597.0,1273.0,41787.95,2023-12-27 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-12-27,43264.0,42804.9,459.09999999999854,42873.765,2023-12-28 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2023-12-28,42954.0,42320.5,633.5,42415.525,2023-12-29 00:00:00+00:00,NO_T1,,,,,,,,False
development,2023-12-29,43171.9,41680.0,1491.9000000000015,41903.785,2023-12-30 00:00:00+00:00,NO_T2,2023-12-29 22:20:00+00:00,2023-12-29 22:35:00+00:00,,,,,,False
development,2024-01-01,43593.2,42614.5,978.6999999999971,42761.305,2024-01-02 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-01-02,45850.0,44783.3,1066.699999999997,44943.305,2024-01-03 00:00:00+00:00,BREAK_BEFORE_LEAVE2,2024-01-02 20:50:00+00:00,2024-01-02 20:55:00+00:00,2024-01-02 21:00:00+00:00,,,,,False
development,2024-01-03,43595.9,41920.0,1675.9000000000015,42171.385,2024-01-04 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-01-04,44437.5,43166.6,1270.9000000000015,43357.235,2024-01-05 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-01-05,44060.9,43000.0,1060.9000000000015,43159.135,2024-01-06 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-01-08,47312.0,44657.0,2655.0,45055.25,2024-01-09 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-01-09,47100.0,46432.0,668.0,46532.2,2024-01-10 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-01-10,46768.0,44803.5,1964.5,45098.175,2024-01-11 00:00:00+00:00,HIGH_BREAK_BEFORE_F15,2024-01-10 20:10:00+00:00,2024-01-10 20:15:00+00:00,2024-01-10 20:40:00+00:00,2024-01-10 20:45:00+00:00,2024-01-10 20:50:00+00:00,,,False
development,2024-01-11,49027.5,45600.0,3427.5,46114.125,2024-01-12 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-01-12,45929.6,43221.1,2708.5,43627.375,2024-01-13 00:00:00+00:00,LOW_BREAK_BEFORE_T2,2024-01-12 21:40:00+00:00,2024-01-12 21:45:00+00:00,,,,,,False
development,2024-01-15,43376.0,42156.0,1220.0,42339.0,2024-01-16 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-01-16,43450.0,42050.0,1400.0,42260.0,2024-01-17 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2024-01-17,42934.9,42200.0,734.9000000000015,42310.235,2024-01-18 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-01-18,42821.4,40805.2,2016.2000000000044,41107.63,2024-01-19 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-01-19,42000.0,40300.0,1700.0,40555.0,2024-01-20 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-01-22,41096.1,39402.0,1694.0999999999985,39656.115,2024-01-23 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-01-23,39654.2,38545.0,1109.199999999997,38711.38,2024-01-24 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-01-24,40224.4,39602.0,622.4000000000015,39695.36,2024-01-25 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-01-25,40078.6,39535.3,543.2999999999956,39616.795000000006,2024-01-26 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-01-26,42187.1,40890.0,1297.0999999999985,41084.565,2024-01-27 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-01-29,43298.0,41768.3,1529.699999999997,41997.755000000005,2024-01-30 00:00:00+00:00,NO_T1,,,,,,,,True
development,2024-01-30,43625.2,43092.0,533.1999999999971,43171.979999999996,2024-01-31 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-01-31,43748.6,42548.0,1200.5999999999985,42728.09,2024-02-01 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-02-01,43288.0,42127.6,1160.4000000000015,42301.659999999996,2024-02-02 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-02-02,43480.0,42512.7,967.3000000000029,42657.795,2024-02-03 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-02-05,43580.0,42470.2,1109.800000000003,42636.67,2024-02-06 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-02-06,43378.8,42795.0,583.8000000000029,42882.57,2024-02-07 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-02-07,43708.2,42900.0,808.1999999999971,43021.229999999996,2024-02-08 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-02-08,45488.0,44667.3,820.6999999999971,44790.405,2024-02-09 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2024-02-09,48230.3,46638.6,1591.7000000000044,46877.354999999996,2024-02-10 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-02-12,50413.2,47892.9,2520.2999999999956,48270.945,2024-02-13 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-02-13,49944.0,48301.0,1643.0,48547.45,2024-02-14 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-02-14,52100.0,51217.7,882.3000000000029,51350.045,2024-02-15 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-02-15,52859.0,51658.0,1201.0,51838.15,2024-02-16 00:00:00+00:00,LOW_REVISIT_BEFORE_F15,2024-02-15 20:15:00+00:00,2024-02-15 20:20:00+00:00,2024-02-15 21:00:00+00:00,2024-02-15 21:05:00+00:00,2024-02-15 21:10:00+00:00,,,False
development,2024-02-16,52623.0,51623.2,999.8000000000029,51773.17,2024-02-17 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-02-19,52390.0,51688.8,701.1999999999971,51793.98,2024-02-20 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-02-20,53090.9,50788.0,2302.9000000000015,51133.435,2024-02-21 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-02-21,51459.5,50663.0,796.5,50782.475,2024-02-22 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-02-22,51785.8,50967.5,818.3000000000029,51090.245,2024-02-23 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-02-23,51372.3,50652.9,719.4000000000015,50760.810000000005,2024-02-24 00:00:00+00:00,NO_T2,2024-02-23 23:15:00+00:00,2024-02-23 23:20:00+00:00,,,,,,False
development,2024-02-26,54599.9,51237.9,3362.0,51742.200000000004,2024-02-27 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-02-27,57679.5,56231.0,1448.5,56448.275,2024-02-28 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-02-28,64300.0,59000.0,5300.0,59795.0,2024-02-29 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-02-29,63599.9,60452.0,3147.9000000000015,60924.185,2024-03-01 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-03-01,62678.7,61200.0,1478.699999999997,61421.805,2024-03-02 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2024-03-04,67648.6,64566.3,3082.300000000003,65028.645000000004,2024-03-05 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-03-05,69350.0,59112.0,10238.0,60647.7,2024-03-06 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-03-06,67570.0,65330.2,2239.800000000003,65666.17,2024-03-07 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-03-07,68101.3,66588.0,1513.300000000003,66814.995,2024-03-08 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-03-08,70330.8,66120.0,4210.800000000003,66751.62,2024-03-09 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-03-11,72890.0,71405.2,1484.800000000003,71627.92,2024-03-12 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-03-12,73370.0,68600.0,4770.0,69315.5,2024-03-13 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-03-13,73421.6,71671.1,1750.5,71933.675,2024-03-14 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,True
development,2024-03-14,72699.9,68600.0,4099.899999999994,69214.985,2024-03-15 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-03-15,70715.9,67444.9,3271.0,67935.54999999999,2024-03-16 00:00:00+00:00,NO_T2,2024-03-15 20:45:00+00:00,2024-03-15 20:50:00+00:00,,,,,,False
development,2024-03-18,68650.0,66601.6,2048.399999999994,66908.86,2024-03-19 00:00:00+00:00,NO_T1,,,,,,,,False
development,2024-03-19,65802.8,62412.1,3390.7000000000044,62920.705,2024-03-20 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-03-20,66062.4,62057.7,4004.699999999997,62658.405,2024-03-21 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-03-21,67663.9,64924.6,2739.2999999999956,65335.494999999995,2024-03-22 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-03-22,64413.3,62614.5,1798.800000000003,62884.32,2024-03-23 00:00:00+00:00,BREAK_BEFORE_T1,,,,,,,,False
development,2024-03-25,71063.6,66976.6,4087.0,67589.65000000001,2024-03-26 00:00:00+00:00,NO_T1,,,,,,,,True
development,2024-03-26,71021.9,69320.0,1701.8999999999942,69575.285,2024-03-27 00:00:00+00:00,NO_T1,,,,,,,,False
