source_tf,family,mode,partition,candidate_n,raw_candidate_wr,long_n,short_n,median_hours,weekly_coverage,weekly_wr
H1,R6_LOW,BODY,external,1178,0.3777589134125637,419,759,2.0,1.0,0.42718446601941745
H1,R6_LOW,BODY,reference_validation,1110,0.4207207207207207,336,774,5.0,1.0,0.4074074074074074
H1,R6_LOW,HOLD,development,2811,0.38811810743507646,1699,1112,4.0,1.0,0.40384615384615385
H1,R6_LOW,HOLD,external,1868,0.3875802997858672,1109,759,2.0,1.0,0.44660194174757284
H1,R6_LOW,HOLD,reference_validation,1649,0.4220739842328684,875,774,5.0,1.0,0.4074074074074074
H1,R6_LOW,RECLAIM,development,2798,0.3874195854181558,1686,1112,4.0,1.0,0.40384615384615385
H1,R6_LOW,RECLAIM,external,1862,0.3877551020408163,1103,759,2.0,1.0,0.4563106796116505
H1,R6_LOW,RECLAIM,reference_validation,1647,0.4225865209471767,873,774,5.0,1.0,0.4074074074074074
H1,R6_LOW,WICK,development,1769,0.3838326738270209,1510,259,4.0,1.0,0.41025641025641024
H1,R6_LOW,WICK,external,1178,0.399830220713073,987,191,2.0,1.0,0.47572815533980584
H1,R6_LOW,WICK,reference_validation,980,0.4051020408163265,746,234,5.0,1.0,0.41975308641975306
H1,SWING2_HIGH,BODY,development,1263,0.4283452098178939,682,581,4.0,1.0,0.4423076923076923
H1,SWING2_HIGH,BODY,external,987,0.3971631205673759,539,448,3.0,1.0,0.3883495145631068
H1,SWING2_HIGH,BODY,reference_validation,678,0.4218289085545723,396,282,6.0,1.0,0.4444444444444444
H1,SWING2_HIGH,HOLD,development,1566,0.41762452107279696,707,859,4.0,1.0,0.3717948717948718
H1,SWING2_HIGH,HOLD,external,1156,0.39013840830449825,559,597,3.0,1.0,0.39805825242718446
H1,SWING2_HIGH,HOLD,reference_validation,848,0.41037735849056606,412,436,6.0,1.0,0.38271604938271603
H1,SWING2_HIGH,RECLAIM,development,1565,0.41789137380191693,707,858,4.0,1.0,0.3717948717948718
H1,SWING2_HIGH,RECLAIM,external,1154,0.389948006932409,559,595,3.0,1.0,0.39805825242718446
H1,SWING2_HIGH,RECLAIM,reference_validation,848,0.41037735849056606,412,436,6.0,1.0,0.38271604938271603
H1,SWING2_HIGH,WICK,development,1022,0.4060665362035225,343,679,4.0,1.0,0.358974358974359
H1,SWING2_HIGH,WICK,external,779,0.3902439024390244,310,469,3.0,1.0,0.4174757281553398
