partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,F05,target_fraction,target_px,filled,fill_ts,cancel_reason,rebreak_confirmed,rebreak_complete_ts,target_reached,target_ts,high_failure,high_failure_ts,unresolved,minutes_reclaim_to_fill,minutes_fill_to_rebreak,minutes_fill_to_target
development,BEAR,20-00,2022-01-21 20:00:00+00:00,2022-01-22 00:00:00+00:00,2022-01-21 20:20:00+00:00,39045.0,37805.0,1240.0,37867.0,0.1,37681.0,True,2022-01-21 20:20:00+00:00,,True,2022-01-21 20:30:00+00:00,True,2022-01-21 21:35:00+00:00,False,,False,0.0,10.0,75.0
development,BEAR,20-00,2022-01-21 20:00:00+00:00,2022-01-22 00:00:00+00:00,2022-01-21 20:20:00+00:00,39045.0,37805.0,1240.0,37867.0,0.15,37619.0,True,2022-01-21 20:20:00+00:00,,True,2022-01-21 20:30:00+00:00,True,2022-01-21 21:35:00+00:00,False,,False,0.0,10.0,75.0
development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,37939.0,37575.06,363.9400000000023,37593.257,0.05,37556.863,True,2022-01-29 09:25:00+00:00,,False,,False,,True,2022-01-29 13:35:00+00:00,False,0.0,,
development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,37939.0,37575.06,363.9400000000023,37593.257,0.075,37547.7645,True,2022-01-29 09:25:00+00:00,,False,,False,,True,2022-01-29 13:35:00+00:00,False,0.0,,
development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,37939.0,37575.06,363.9400000000023,37593.257,0.1,37538.666,True,2022-01-29 09:25:00+00:00,,False,,False,,True,2022-01-29 13:35:00+00:00,False,0.0,,
development,BULL,08-12,2022-01-29 08:00:00+00:00,2022-01-29 12:00:00+00:00,2022-01-29 09:25:00+00:00,37939.0,37575.06,363.9400000000023,37593.257,0.15,37520.469,True,2022-01-29 09:25:00+00:00,,False,,False,,True,2022-01-29 13:35:00+00:00,False,0.0,,
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,41752.46,41352.85,399.6100000000006,41372.8305,0.05,41332.8695,True,2022-02-05 08:45:00+00:00,,True,2022-02-05 09:50:00+00:00,True,2022-02-05 09:55:00+00:00,False,,False,0.0,65.0,70.0
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,41752.46,41352.85,399.6100000000006,41372.8305,0.075,41322.87925,True,2022-02-05 08:45:00+00:00,,True,2022-02-05 09:50:00+00:00,True,2022-02-05 09:55:00+00:00,False,,False,0.0,65.0,70.0
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,41752.46,41352.85,399.6100000000006,41372.8305,0.1,41312.888999999996,True,2022-02-05 08:45:00+00:00,,True,2022-02-05 09:50:00+00:00,True,2022-02-05 09:55:00+00:00,False,,False,0.0,65.0,70.0
development,BULL,08-12,2022-02-05 08:00:00+00:00,2022-02-05 12:00:00+00:00,2022-02-05 08:45:00+00:00,41752.46,41352.85,399.6100000000006,41372.8305,0.15,41292.9085,True,2022-02-05 08:45:00+00:00,,True,2022-02-05 09:50:00+00:00,True,2022-02-05 09:55:00+00:00,False,,False,0.0,65.0,70.0
development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,45600.0,44063.38,1536.6200000000026,44140.210999999996,0.05,43986.549,True,2022-02-08 08:40:00+00:00,,True,2022-02-08 08:55:00+00:00,True,2022-02-08 09:00:00+00:00,False,,False,0.0,15.0,20.0
development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,45600.0,44063.38,1536.6200000000026,44140.210999999996,0.075,43948.133499999996,True,2022-02-08 08:40:00+00:00,,True,2022-02-08 08:55:00+00:00,True,2022-02-08 09:00:00+00:00,False,,False,0.0,15.0,20.0
development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,45600.0,44063.38,1536.6200000000026,44140.210999999996,0.1,43909.71799999999,True,2022-02-08 08:40:00+00:00,,True,2022-02-08 08:55:00+00:00,True,2022-02-08 09:10:00+00:00,False,,False,0.0,15.0,30.0
development,BULL,08-12,2022-02-08 08:00:00+00:00,2022-02-08 12:00:00+00:00,2022-02-08 08:40:00+00:00,45600.0,44063.38,1536.6200000000026,44140.210999999996,0.15,43832.886999999995,True,2022-02-08 08:40:00+00:00,,True,2022-02-08 08:55:00+00:00,True,2022-02-08 09:15:00+00:00,False,,False,0.0,15.0,35.0
development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,43978.64,42822.0,1156.6399999999994,42879.832,0.05,42764.168,True,2022-02-08 17:40:00+00:00,,True,2022-02-08 19:30:00+00:00,True,2022-02-08 19:35:00+00:00,False,,False,0.0,110.0,115.0
development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,43978.64,42822.0,1156.6399999999994,42879.832,0.075,42735.252,True,2022-02-08 17:40:00+00:00,,True,2022-02-08 19:30:00+00:00,True,2022-02-08 19:35:00+00:00,False,,False,0.0,110.0,115.0
development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,43978.64,42822.0,1156.6399999999994,42879.832,0.1,42706.336,True,2022-02-08 17:40:00+00:00,,True,2022-02-08 19:30:00+00:00,True,2022-02-08 19:35:00+00:00,False,,False,0.0,110.0,115.0
development,BULL,16-20,2022-02-08 16:00:00+00:00,2022-02-08 20:00:00+00:00,2022-02-08 17:40:00+00:00,43978.64,42822.0,1156.6399999999994,42879.832,0.15,42648.504,True,2022-02-08 17:40:00+00:00,,True,2022-02-08 19:30:00+00:00,False,,True,2022-02-08 20:40:00+00:00,False,0.0,110.0,
development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,43746.52,42046.11,1700.4099999999962,42131.1305,0.05,41961.0895,True,2022-02-11 23:15:00+00:00,,False,,False,,False,,True,0.0,,
development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,43746.52,42046.11,1700.4099999999962,42131.1305,0.075,41918.57925,True,2022-02-11 23:15:00+00:00,,False,,False,,False,,True,0.0,,
development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,43746.52,42046.11,1700.4099999999962,42131.1305,0.1,41876.069,True,2022-02-11 23:15:00+00:00,,False,,False,,False,,True,0.0,,
development,BEAR,20-00,2022-02-11 20:00:00+00:00,2022-02-12 00:00:00+00:00,2022-02-11 23:15:00+00:00,43746.52,42046.11,1700.4099999999962,42131.1305,0.15,41791.048500000004,True,2022-02-11 23:15:00+00:00,,False,,False,,False,,True,0.0,,
development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,42755.97,42158.01,597.9599999999991,42187.908,0.05,42128.112,True,2022-02-13 17:20:00+00:00,,True,2022-02-13 18:40:00+00:00,True,2022-02-13 18:45:00+00:00,False,,False,0.0,80.0,85.0
development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,42755.97,42158.01,597.9599999999991,42187.908,0.075,42113.163,True,2022-02-13 17:20:00+00:00,,True,2022-02-13 18:40:00+00:00,True,2022-02-13 18:45:00+00:00,False,,False,0.0,80.0,85.0
development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,42755.97,42158.01,597.9599999999991,42187.908,0.1,42098.214,True,2022-02-13 17:20:00+00:00,,True,2022-02-13 18:40:00+00:00,True,2022-02-13 18:45:00+00:00,False,,False,0.0,80.0,85.0
development,BEAR,16-20,2022-02-13 16:00:00+00:00,2022-02-13 20:00:00+00:00,2022-02-13 17:20:00+00:00,42755.97,42158.01,597.9599999999991,42187.908,0.15,42068.316,True,2022-02-13 17:20:00+00:00,,True,2022-02-13 18:40:00+00:00,True,2022-02-13 18:45:00+00:00,False,,False,0.0,80.0,85.0
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,43981.09,0.05,43897.31,True,2022-02-16 02:40:00+00:00,,True,2022-02-16 04:10:00+00:00,True,2022-02-16 04:20:00+00:00,False,,False,0.0,90.0,100.0
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,43981.09,0.075,43876.365,True,2022-02-16 02:40:00+00:00,,True,2022-02-16 04:10:00+00:00,True,2022-02-16 04:20:00+00:00,False,,False,0.0,90.0,100.0
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,43981.09,0.1,43855.42,True,2022-02-16 02:40:00+00:00,,True,2022-02-16 04:10:00+00:00,True,2022-02-16 04:20:00+00:00,False,,False,0.0,90.0,100.0
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,43981.09,0.15,43813.53,True,2022-02-16 02:40:00+00:00,,True,2022-02-16 04:10:00+00:00,True,2022-02-16 04:20:00+00:00,False,,False,0.0,90.0,100.0
development,BEAR,12-16,2022-02-18 12:00:00+00:00,2022-02-18 16:00:00+00:00,2022-02-18 14:55:00+00:00,40938.0,40073.1,864.9000000000015,40116.345,0.05,40029.854999999996,True,2022-02-18 14:55:00+00:00,,True,2022-02-18 15:35:00+00:00,True,2022-02-18 15:40:00+00:00,False,,False,0.0,40.0,45.0
development,BEAR,12-16,2022-02-18 12:00:00+00:00,2022-02-18 16:00:00+00:00,2022-02-18 14:55:00+00:00,40938.0,40073.1,864.9000000000015,40116.345,0.075,40008.2325,True,2022-02-18 14:55:00+00:00,,True,2022-02-18 15:35:00+00:00,True,2022-02-18 15:40:00+00:00,False,,False,0.0,40.0,45.0
development,BEAR,12-16,2022-02-18 12:00:00+00:00,2022-02-18 16:00:00+00:00,2022-02-18 14:55:00+00:00,40938.0,40073.1,864.9000000000015,40116.345,0.1,39986.61,True,2022-02-18 14:55:00+00:00,,True,2022-02-18 15:35:00+00:00,True,2022-02-18 15:40:00+00:00,False,,False,0.0,40.0,45.0
development,BEAR,12-16,2022-02-18 12:00:00+00:00,2022-02-18 16:00:00+00:00,2022-02-18 14:55:00+00:00,40938.0,40073.1,864.9000000000015,40116.345,0.15,39943.365,True,2022-02-18 14:55:00+00:00,,True,2022-02-18 15:35:00+00:00,True,2022-02-18 15:40:00+00:00,False,,False,0.0,40.0,45.0
development,BEAR,00-04,2022-02-20 00:00:00+00:00,2022-02-20 04:00:00+00:00,2022-02-20 03:40:00+00:00,40119.0,39777.0,342.0,39794.1,0.05,39759.9,True,2022-02-20 03:40:00+00:00,,True,2022-02-20 03:45:00+00:00,True,2022-02-20 03:50:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,00-04,2022-02-20 00:00:00+00:00,2022-02-20 04:00:00+00:00,2022-02-20 03:40:00+00:00,40119.0,39777.0,342.0,39794.1,0.075,39751.35,True,2022-02-20 03:40:00+00:00,,True,2022-02-20 03:45:00+00:00,True,2022-02-20 03:50:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,00-04,2022-02-20 00:00:00+00:00,2022-02-20 04:00:00+00:00,2022-02-20 03:40:00+00:00,40119.0,39777.0,342.0,39794.1,0.1,39742.8,True,2022-02-20 03:40:00+00:00,,True,2022-02-20 03:45:00+00:00,True,2022-02-20 03:50:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,00-04,2022-02-20 00:00:00+00:00,2022-02-20 04:00:00+00:00,2022-02-20 03:40:00+00:00,40119.0,39777.0,342.0,39794.1,0.15,39725.7,True,2022-02-20 03:40:00+00:00,,True,2022-02-20 03:45:00+00:00,True,2022-02-20 03:55:00+00:00,False,,False,0.0,5.0,15.0
development,BULL,16-20,2022-03-01 16:00:00+00:00,2022-03-01 20:00:00+00:00,2022-03-01 17:10:00+00:00,44935.0,43324.8,1610.199999999997,43405.310000000005,0.05,43244.29,True,2022-03-01 17:10:00+00:00,,False,,False,,False,,True,0.0,,
development,BULL,16-20,2022-03-01 16:00:00+00:00,2022-03-01 20:00:00+00:00,2022-03-01 17:10:00+00:00,44935.0,43324.8,1610.199999999997,43405.310000000005,0.075,43204.035,True,2022-03-01 17:10:00+00:00,,False,,False,,False,,True,0.0,,
development,BULL,16-20,2022-03-01 16:00:00+00:00,2022-03-01 20:00:00+00:00,2022-03-01 17:10:00+00:00,44935.0,43324.8,1610.199999999997,43405.310000000005,0.1,43163.780000000006,True,2022-03-01 17:10:00+00:00,,False,,False,,False,,True,0.0,,
development,BULL,16-20,2022-03-01 16:00:00+00:00,2022-03-01 20:00:00+00:00,2022-03-01 17:10:00+00:00,44935.0,43324.8,1610.199999999997,43405.310000000005,0.15,43083.270000000004,True,2022-03-01 17:10:00+00:00,,False,,False,,False,,True,0.0,,
development,BULL,00-04,2022-03-03 00:00:00+00:00,2022-03-03 04:00:00+00:00,2022-03-03 02:15:00+00:00,44345.0,43661.8,683.1999999999971,43695.96000000001,0.05,43627.64,True,2022-03-03 02:15:00+00:00,,True,2022-03-03 02:35:00+00:00,True,2022-03-03 02:40:00+00:00,False,,False,0.0,20.0,25.0
development,BULL,00-04,2022-03-03 00:00:00+00:00,2022-03-03 04:00:00+00:00,2022-03-03 02:15:00+00:00,44345.0,43661.8,683.1999999999971,43695.96000000001,0.075,43610.560000000005,True,2022-03-03 02:15:00+00:00,,True,2022-03-03 02:35:00+00:00,True,2022-03-03 02:40:00+00:00,False,,False,0.0,20.0,25.0
development,BULL,00-04,2022-03-03 00:00:00+00:00,2022-03-03 04:00:00+00:00,2022-03-03 02:15:00+00:00,44345.0,43661.8,683.1999999999971,43695.96000000001,0.1,43593.48,True,2022-03-03 02:15:00+00:00,,True,2022-03-03 02:35:00+00:00,True,2022-03-03 02:40:00+00:00,False,,False,0.0,20.0,25.0
development,BULL,00-04,2022-03-03 00:00:00+00:00,2022-03-03 04:00:00+00:00,2022-03-03 02:15:00+00:00,44345.0,43661.8,683.1999999999971,43695.96000000001,0.15,43559.32000000001,True,2022-03-03 02:15:00+00:00,,True,2022-03-03 02:35:00+00:00,True,2022-03-03 03:40:00+00:00,False,,False,0.0,20.0,85.0
development,BEAR,08-12,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,2022-03-13 08:20:00+00:00,39300.0,39051.6,248.40000000000146,39064.02,0.05,39039.18,True,2022-03-13 08:20:00+00:00,,True,2022-03-13 08:25:00+00:00,True,2022-03-13 08:30:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,08-12,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,2022-03-13 08:20:00+00:00,39300.0,39051.6,248.40000000000146,39064.02,0.075,39032.97,True,2022-03-13 08:20:00+00:00,,True,2022-03-13 08:25:00+00:00,True,2022-03-13 08:30:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,08-12,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,2022-03-13 08:20:00+00:00,39300.0,39051.6,248.40000000000146,39064.02,0.1,39026.759999999995,True,2022-03-13 08:20:00+00:00,,True,2022-03-13 08:25:00+00:00,True,2022-03-13 08:30:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,08-12,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,2022-03-13 08:20:00+00:00,39300.0,39051.6,248.40000000000146,39064.02,0.15,39014.34,True,2022-03-13 08:20:00+00:00,,True,2022-03-13 08:25:00+00:00,True,2022-03-13 08:30:00+00:00,False,,False,0.0,5.0,10.0
development,BULL,16-20,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-16 16:35:00+00:00,41188.0,40232.3,955.6999999999971,40280.08500000001,0.05,40184.515,True,2022-03-16 16:35:00+00:00,,True,2022-03-16 17:05:00+00:00,True,2022-03-16 17:10:00+00:00,False,,False,0.0,30.0,35.0
development,BULL,16-20,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-16 16:35:00+00:00,41188.0,40232.3,955.6999999999971,40280.08500000001,0.075,40160.622500000005,True,2022-03-16 16:35:00+00:00,,True,2022-03-16 17:05:00+00:00,True,2022-03-16 17:10:00+00:00,False,,False,0.0,30.0,35.0
development,BULL,16-20,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-16 16:35:00+00:00,41188.0,40232.3,955.6999999999971,40280.08500000001,0.1,40136.73,True,2022-03-16 16:35:00+00:00,,True,2022-03-16 17:05:00+00:00,True,2022-03-16 17:10:00+00:00,False,,False,0.0,30.0,35.0
development,BULL,16-20,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-16 16:35:00+00:00,41188.0,40232.3,955.6999999999971,40280.08500000001,0.15,40088.94500000001,True,2022-03-16 16:35:00+00:00,,True,2022-03-16 17:05:00+00:00,True,2022-03-16 17:10:00+00:00,False,,False,0.0,30.0,35.0
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:45:00+00:00,41998.0,41728.8,269.1999999999971,41742.26,0.05,41715.340000000004,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:45:00+00:00,41998.0,41728.8,269.1999999999971,41742.26,0.075,41708.61,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:45:00+00:00,41998.0,41728.8,269.1999999999971,41742.26,0.1,41701.880000000005,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:45:00+00:00,41998.0,41728.8,269.1999999999971,41742.26,0.15,41688.420000000006,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 12:55:00+00:00,41481.1,41055.8,425.29999999999563,41077.065,0.05,41034.535,True,2022-03-21 12:55:00+00:00,,True,2022-03-21 14:10:00+00:00,True,2022-03-21 14:15:00+00:00,False,,False,0.0,75.0,80.0
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 12:55:00+00:00,41481.1,41055.8,425.29999999999563,41077.065,0.075,41023.902500000004,True,2022-03-21 12:55:00+00:00,,True,2022-03-21 14:10:00+00:00,True,2022-03-21 14:15:00+00:00,False,,False,0.0,75.0,80.0
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 12:55:00+00:00,41481.1,41055.8,425.29999999999563,41077.065,0.1,41013.270000000004,True,2022-03-21 12:55:00+00:00,,True,2022-03-21 14:10:00+00:00,True,2022-03-21 14:15:00+00:00,False,,False,0.0,75.0,80.0
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 12:55:00+00:00,41481.1,41055.8,425.29999999999563,41077.065,0.15,40992.005000000005,True,2022-03-21 12:55:00+00:00,,True,2022-03-21 14:10:00+00:00,True,2022-03-21 14:15:00+00:00,False,,False,0.0,75.0,80.0
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 04:35:00+00:00,42518.0,41842.4,675.5999999999985,41876.18,0.05,41808.62,True,2022-03-23 04:35:00+00:00,,True,2022-03-23 05:10:00+00:00,True,2022-03-23 05:15:00+00:00,False,,False,0.0,35.0,40.0
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 04:35:00+00:00,42518.0,41842.4,675.5999999999985,41876.18,0.075,41791.73,True,2022-03-23 04:35:00+00:00,,True,2022-03-23 05:10:00+00:00,True,2022-03-23 05:15:00+00:00,False,,False,0.0,35.0,40.0
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 04:35:00+00:00,42518.0,41842.4,675.5999999999985,41876.18,0.1,41774.840000000004,True,2022-03-23 04:35:00+00:00,,True,2022-03-23 05:10:00+00:00,True,2022-03-23 05:15:00+00:00,False,,False,0.0,35.0,40.0
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 04:35:00+00:00,42518.0,41842.4,675.5999999999985,41876.18,0.15,41741.060000000005,True,2022-03-23 04:35:00+00:00,,True,2022-03-23 05:10:00+00:00,False,,False,,True,0.0,35.0,
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 10:55:00+00:00,45485.8,45100.3,385.5,45119.575000000004,0.05,45081.025,True,2022-04-06 10:55:00+00:00,,True,2022-04-06 11:00:00+00:00,True,2022-04-06 11:05:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 10:55:00+00:00,45485.8,45100.3,385.5,45119.575000000004,0.075,45071.387500000004,True,2022-04-06 10:55:00+00:00,,True,2022-04-06 11:00:00+00:00,True,2022-04-06 11:05:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 10:55:00+00:00,45485.8,45100.3,385.5,45119.575000000004,0.1,45061.75,True,2022-04-06 10:55:00+00:00,,True,2022-04-06 11:00:00+00:00,True,2022-04-06 11:05:00+00:00,False,,False,0.0,5.0,10.0
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 10:55:00+00:00,45485.8,45100.3,385.5,45119.575000000004,0.15,45042.475000000006,True,2022-04-06 10:55:00+00:00,,True,2022-04-06 11:00:00+00:00,True,2022-04-06 11:05:00+00:00,False,,False,0.0,5.0,10.0
