role,partition,loss_class,n,gross_loss,median_loss,latent_rate,median_recovery_min,median_target_visit,reclaim_rate,target_after_reclaim_rate
CLOCK_SUPPORT,development,L4_BREAK_FAIL_30M,67,66.15779069678429,0.5775359394352697,0.5671641791044776,115.0,3.0,0.9253731343283582,0.5671641791044776
CLOCK_SUPPORT,development,L0_NEVER_BREAK_REFERENCE_INVALIDATION,28,540.3674773954513,16.052347747458256,0.17857142857142858,260.0,3.0,0.21428571428571427,0.17857142857142858
CLOCK_SUPPORT,external,L1_NEVER_BREAK_TIME,20,276.9425244525634,8.135788913156194,0.4,347.5,3.5,0.7,0.4
CLOCK_SUPPORT,external,L5_BREAK_FAIL_LATE,32,40.06251473043265,0.8224510997053569,0.53125,215.0,2.0,0.9375,0.53125
CLOCK_SUPPORT,external,L4_BREAK_FAIL_30M,43,67.1781622708313,0.9594936708861024,0.6046511627906976,237.5,3.0,0.9302325581395349,0.6046511627906976
CLOCK_SUPPORT,external,L0_NEVER_BREAK_REFERENCE_INVALIDATION,10,258.84295494939227,27.00550752928052,0.0,,,0.1,0.0
CLOCK_SUPPORT,external,L2_BREAK_FAST_FAIL_5M,39,51.01049111837336,0.7287244154362549,0.46153846153846156,92.5,2.0,0.7948717948717948,0.46153846153846156
CLOCK_SUPPORT,external,L3_BREAK_FAST_FAIL_10M,24,64.74879448700793,1.6000368967660494,0.5,122.5,3.0,0.9583333333333334,0.5
CLOCK_SUPPORT,reference_validation,L2_BREAK_FAST_FAIL_5M,61,51.87480083690871,0.5651420390325179,0.5901639344262295,137.5,2.5,0.9180327868852459,0.5901639344262295
CLOCK_SUPPORT,reference_validation,L3_BREAK_FAST_FAIL_10M,34,24.82683945578701,0.40060537540981267,0.5882352941176471,87.5,2.5,1.0,0.5882352941176471
CLOCK_SUPPORT,reference_validation,L0_NEVER_BREAK_REFERENCE_INVALIDATION,16,173.23896951148748,9.796934387777707,0.1875,280.0,2.0,0.1875,0.1875
CLOCK_SUPPORT,reference_validation,L1_NEVER_BREAK_TIME,25,119.30416006208073,4.084547272207972,0.4,420.0,8.0,0.52,0.4
CLOCK_SUPPORT,reference_validation,L4_BREAK_FAIL_30M,37,30.201817719412272,0.5919261276192134,0.6756756756756757,105.0,2.0,0.9459459459459459,0.6756756756756757
CLOCK_SUPPORT,reference_validation,L5_BREAK_FAIL_LATE,20,15.152124137957248,0.3916755720594356,0.6,180.0,2.0,1.0,0.6
REF_SUPPORT,development,L4_BREAK_FAIL_30M,67,82.84914312543351,0.6527415143602888,0.5970149253731343,120.0,2.5,0.8955223880597015,0.5970149253731343
REF_SUPPORT,development,L2_BREAK_FAST_FAIL_5M,113,174.72283530861517,0.9861932938856066,0.584070796460177,117.5,2.0,0.8761061946902655,0.584070796460177
REF_SUPPORT,development,L1_NEVER_BREAK_TIME,52,344.8785986145791,5.440935412256819,0.36538461538461536,260.0,4.0,0.5576923076923077,0.36538461538461536
REF_SUPPORT,development,L3_BREAK_FAST_FAIL_10M,60,59.273312385139995,0.7218077991597571,0.5,95.0,2.0,0.8833333333333333,0.5
REF_SUPPORT,development,L0_NEVER_BREAK_REFERENCE_INVALIDATION,44,624.8185012185565,13.337519082429555,0.20454545454545456,200.0,3.0,0.22727272727272727,0.20454545454545456
REF_SUPPORT,development,L5_BREAK_FAIL_LATE,25,17.884168843174177,0.6198741178713996,0.72,150.0,2.0,1.0,0.72
REF_SUPPORT,external,L1_NEVER_BREAK_TIME,16,132.80915434015316,5.250270862867723,0.5,290.0,4.5,0.6875,0.5
REF_SUPPORT,external,L4_BREAK_FAIL_30M,33,59.651820319522656,1.097129550848508,0.5151515151515151,125.0,3.0,0.8787878787878788,0.5151515151515151
REF_SUPPORT,external,L0_NEVER_BREAK_REFERENCE_INVALIDATION,15,390.3680032709892,24.261015058561043,0.13333333333333333,505.0,5.5,0.13333333333333333,0.13333333333333333
REF_SUPPORT,external,L2_BREAK_FAST_FAIL_5M,45,59.094242424726104,0.930114159274742,0.5333333333333333,132.5,2.0,0.8444444444444444,0.5333333333333333
REF_SUPPORT,external,L5_BREAK_FAIL_LATE,27,35.71600099005234,1.0999999999999899,0.6296296296296297,245.0,2.0,0.9629629629629629,0.6296296296296297
REF_SUPPORT,external,L3_BREAK_FAST_FAIL_10M,20,43.097140349335035,1.8058286143454727,0.65,110.0,2.0,1.0,0.65
REF_SUPPORT,reference_validation,L2_BREAK_FAST_FAIL_5M,70,74.16096524357955,0.8038614022866375,0.5428571428571428,130.0,2.0,0.8428571428571429,0.5428571428571428
REF_SUPPORT,reference_validation,L1_NEVER_BREAK_TIME,19,59.002781890692916,2.5234741784038173,0.5263157894736842,362.5,7.0,0.7894736842105263,0.5263157894736842
REF_SUPPORT,reference_validation,L3_BREAK_FAST_FAIL_10M,32,19.49337173153981,0.4748846930918149,0.75,107.5,3.0,0.96875,0.75
REF_SUPPORT,reference_validation,L0_NEVER_BREAK_REFERENCE_INVALIDATION,24,253.5819532361648,10.324662374592037,0.20833333333333334,280.0,3.0,0.20833333333333334,0.20833333333333334
REF_SUPPORT,reference_validation,L4_BREAK_FAIL_30M,35,24.818171916429705,0.378443838934317,0.7428571428571429,87.5,2.0,0.8857142857142857,0.7428571428571429
REF_SUPPORT,reference_validation,L5_BREAK_FAIL_LATE,13,7.320959463676946,0.41062140706271677,0.6923076923076923,150.0,2.0,1.0,0.6923076923076923
