tf,partition,transition,date_utc,previous_session_high,previous_session_low,midpoint,active_session_start,active_session_end,status,side,signal_level,signal_k,signal_bar_start,signal_ts,setup_status,filled,entry_ts,entry_px,stop_px,target_px,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-15,97155.0,96243.8,96699.4,2026-01-15 13:30:00+00:00,2026-01-15 20:00:00+00:00,SIGNAL,LONG,HIGH,3.0,2026-01-15 13:45:00+00:00,2026-01-15 13:50:00+00:00,SIGNAL,True,2026-01-15 14:25:00+00:00,96699.4,96243.8,97155.0,2026-01-15 14:35:00+00:00,96243.8,SL_RANGE_EDGE,-0.004711508034175971,-2.7557540170879853,10.0
1h,reference_validation,ASIA_TO_LONDON,2026-01-16,95825.0,95111.1,95468.05,2026-01-16 08:00:00+00:00,2026-01-16 13:30:00+00:00,SIGNAL,LONG,HIGH,2.0,2026-01-16 08:10:00+00:00,2026-01-16 08:15:00+00:00,SIGNAL,True,2026-01-16 10:05:00+00:00,95468.05,95111.1,95825.0,2026-01-16 13:30:00+00:00,95473.9,TIME_EXIT_SESSION_END,6.127704504277354e-05,-0.36936147747861325,205.0
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-16,95805.0,95210.5,95507.75,2026-01-16 13:30:00+00:00,2026-01-16 20:00:00+00:00,SIGNAL,SHORT,LOW,0.0,2026-01-16 13:30:00+00:00,2026-01-16 13:35:00+00:00,SIGNAL,True,2026-01-16 14:00:00+00:00,95507.75,95805.0,95210.5,2026-01-16 14:35:00+00:00,95210.5,TP_RANGE_EDGE,0.0031123128751331386,1.1561564375665694,35.0
1h,reference_validation,ASIA_TO_LONDON,2026-01-19,93614.1,91800.0,92707.05,2026-01-19 08:00:00+00:00,2026-01-19 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-19,93312.8,92635.0,92973.9,2026-01-19 13:30:00+00:00,2026-01-19 20:00:00+00:00,SIGNAL,SHORT,LOW,7.0,2026-01-19 14:05:00+00:00,2026-01-19 14:10:00+00:00,SIGNAL,True,2026-01-19 15:10:00+00:00,92973.9,93312.8,92635.0,2026-01-19 16:50:00+00:00,93312.8,SL_RANGE_EDGE,-0.0036451090037097345,-2.222554501854867,100.0
1h,reference_validation,ASIA_TO_LONDON,2026-01-20,92845.0,90723.3,91784.15,2026-01-20 08:00:00+00:00,2026-01-20 13:30:00+00:00,,SHORT,LOW,,2026-01-20 08:10:00+00:00,2026-01-20 08:15:00+00:00,SIGNAL,False,,,92845.0,90723.3,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-20,91415.1,90622.2,91018.65,2026-01-20 13:30:00+00:00,2026-01-20 20:00:00+00:00,SIGNAL,SHORT,LOW,0.0,2026-01-20 13:30:00+00:00,2026-01-20 13:35:00+00:00,SIGNAL,True,2026-01-20 13:35:00+00:00,91018.65,91415.1,90622.2,2026-01-20 14:45:00+00:00,90622.2,TP_RANGE_EDGE,0.004355700727268541,1.7778503636342706,70.0
1h,reference_validation,ASIA_TO_LONDON,2026-01-21,90088.0,88218.2,89153.1,2026-01-21 08:00:00+00:00,2026-01-21 13:30:00+00:00,,SHORT,LOW,,2026-01-21 12:10:00+00:00,2026-01-21 12:15:00+00:00,SIGNAL,False,,,90088.0,88218.2,,,NO_FILL_MIDPOINT,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-21,89449.0,88109.7,88779.35,2026-01-21 13:30:00+00:00,2026-01-21 20:00:00+00:00,,LONG,HIGH,,2026-01-21 14:05:00+00:00,2026-01-21 14:10:00+00:00,SIGNAL,False,,,88109.7,89449.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-22,90327.7,89411.3,89869.5,2026-01-22 08:00:00+00:00,2026-01-22 13:30:00+00:00,,LONG,HIGH,,2026-01-22 13:25:00+00:00,2026-01-22 13:30:00+00:00,SIGNAL,False,,,89411.3,90327.7,,,NO_FILL_MIDPOINT,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-22,90160.2,89701.9,89931.04999999999,2026-01-22 13:30:00+00:00,2026-01-22 20:00:00+00:00,,,,,,,AMBIGUOUS_BOTH_ZONES,False,,,,,,,AMBIGUOUS_BOTH_ZONES,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-23,90050.0,89358.0,89704.0,2026-01-23 08:00:00+00:00,2026-01-23 13:30:00+00:00,,SHORT,LOW,,2026-01-23 08:00:00+00:00,2026-01-23 08:05:00+00:00,SIGNAL,False,,,90050.0,89358.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-23,89590.9,88823.3,89207.1,2026-01-23 13:30:00+00:00,2026-01-23 20:00:00+00:00,,LONG,HIGH,,2026-01-23 14:10:00+00:00,2026-01-23 14:15:00+00:00,SIGNAL,False,,,88823.3,89590.9,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-26,88059.6,86463.2,87261.4,2026-01-26 08:00:00+00:00,2026-01-26 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-26,88367.5,87556.9,87962.2,2026-01-26 13:30:00+00:00,2026-01-26 20:00:00+00:00,SIGNAL,SHORT,LOW,8.0,2026-01-26 14:10:00+00:00,2026-01-26 14:15:00+00:00,SIGNAL,True,2026-01-26 14:30:00+00:00,87962.2,88367.5,87556.9,2026-01-26 14:40:00+00:00,88367.5,SL_RANGE_EDGE,-0.004607661018028342,-2.7038305090141708,10.0
1h,reference_validation,ASIA_TO_LONDON,2026-01-27,88983.3,88157.4,88570.35,2026-01-27 08:00:00+00:00,2026-01-27 13:30:00+00:00,,SHORT,LOW,,2026-01-27 08:00:00+00:00,2026-01-27 08:05:00+00:00,SIGNAL,False,,,88983.3,88157.4,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-27,88365.6,87707.1,88036.35,2026-01-27 13:30:00+00:00,2026-01-27 20:00:00+00:00,SIGNAL,SHORT,LOW,0.0,2026-01-27 13:30:00+00:00,2026-01-27 13:35:00+00:00,SIGNAL,True,2026-01-27 13:40:00+00:00,88036.35,88365.6,87707.1,2026-01-27 14:15:00+00:00,88365.6,SL_RANGE_EDGE,-0.003739932425640191,-2.2699662128200955,35.0
1h,reference_validation,ASIA_TO_LONDON,2026-01-28,89454.6,88786.0,89120.3,2026-01-28 08:00:00+00:00,2026-01-28 13:30:00+00:00,SIGNAL,SHORT,LOW,10.0,2026-01-28 08:50:00+00:00,2026-01-28 08:55:00+00:00,SIGNAL,True,2026-01-28 09:30:00+00:00,89120.3,89454.6,88786.0,2026-01-28 09:55:00+00:00,89454.6,SL_RANGE_EDGE,-0.003751109455421453,-2.2755547277107264,25.0
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-28,90338.2,88831.9,89585.04999999999,2026-01-28 13:30:00+00:00,2026-01-28 20:00:00+00:00,,LONG,HIGH,,2026-01-28 13:30:00+00:00,2026-01-28 13:35:00+00:00,SIGNAL,False,,,88831.9,90338.2,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-29,89316.8,87650.1,88483.45000000001,2026-01-29 08:00:00+00:00,2026-01-29 13:30:00+00:00,,SHORT,LOW,,2026-01-29 10:00:00+00:00,2026-01-29 10:05:00+00:00,SIGNAL,False,,,89316.8,87650.1,,,NO_FILL_MIDPOINT,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-29,88461.2,87711.0,88086.1,2026-01-29 13:30:00+00:00,2026-01-29 20:00:00+00:00,,SHORT,LOW,,2026-01-29 14:25:00+00:00,2026-01-29 14:30:00+00:00,SIGNAL,False,,,88461.2,87711.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-01-30,84697.2,81000.0,82848.6,2026-01-30 08:00:00+00:00,2026-01-30 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-01-30,83296.9,82108.4,82702.65,2026-01-30 13:30:00+00:00,2026-01-30 20:00:00+00:00,,LONG,HIGH,,2026-01-30 14:30:00+00:00,2026-01-30 14:35:00+00:00,SIGNAL,False,,,82108.4,83296.9,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-02,78111.0,74555.0,76333.0,2026-02-02 08:00:00+00:00,2026-02-02 13:30:00+00:00,,LONG,HIGH,,2026-02-02 12:15:00+00:00,2026-02-02 12:20:00+00:00,SIGNAL,False,,,74555.0,78111.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-02,78400.0,76576.7,77488.35,2026-02-02 13:30:00+00:00,2026-02-02 20:00:00+00:00,,LONG,HIGH,,2026-02-02 13:55:00+00:00,2026-02-02 14:00:00+00:00,SIGNAL,False,,,76576.7,78400.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-03,79163.0,77566.5,78364.75,2026-02-03 08:00:00+00:00,2026-02-03 13:30:00+00:00,SIGNAL,LONG,HIGH,7.0,2026-02-03 08:35:00+00:00,2026-02-03 08:40:00+00:00,SIGNAL,True,2026-02-03 09:10:00+00:00,78364.75,77566.5,79163.0,2026-02-03 13:30:00+00:00,78391.7,TIME_EXIT_SESSION_END,0.00034390462548516965,-0.2280476872574152,260.0
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-03,79049.0,77900.0,78474.5,2026-02-03 13:30:00+00:00,2026-02-03 20:00:00+00:00,,SHORT,LOW,,2026-02-03 14:15:00+00:00,2026-02-03 14:20:00+00:00,SIGNAL,False,,,79049.0,77900.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-04,76952.5,75420.0,76186.25,2026-02-04 08:00:00+00:00,2026-02-04 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-04,76568.0,75629.9,76098.95,2026-02-04 13:30:00+00:00,2026-02-04 20:00:00+00:00,,SHORT,LOW,,2026-02-04 13:30:00+00:00,2026-02-04 13:35:00+00:00,SIGNAL,False,,,76568.0,75629.9,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-05,73316.3,70085.3,71700.8,2026-02-05 08:00:00+00:00,2026-02-05 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-05,71944.4,69112.1,70528.25,2026-02-05 13:30:00+00:00,2026-02-05 20:00:00+00:00,SIGNAL,SHORT,LOW,0.0,2026-02-05 13:30:00+00:00,2026-02-05 13:35:00+00:00,SIGNAL,True,2026-02-05 14:35:00+00:00,70528.25,71944.4,69112.1,2026-02-05 15:00:00+00:00,69112.1,TP_RANGE_EDGE,0.020079188126743475,9.639594063371737,25.0
1h,reference_validation,ASIA_TO_LONDON,2026-02-06,66783.0,59800.0,63291.5,2026-02-06 08:00:00+00:00,2026-02-06 13:30:00+00:00,,LONG,HIGH,,2026-02-06 11:55:00+00:00,2026-02-06 12:00:00+00:00,SIGNAL,False,,,59800.0,66783.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-06,67472.0,64438.9,65955.45,2026-02-06 13:30:00+00:00,2026-02-06 20:00:00+00:00,,LONG,HIGH,,2026-02-06 13:40:00+00:00,2026-02-06 13:45:00+00:00,SIGNAL,False,,,64438.9,67472.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-09,71434.9,70013.3,70724.1,2026-02-09 08:00:00+00:00,2026-02-09 13:30:00+00:00,,SHORT,LOW,,2026-02-09 08:20:00+00:00,2026-02-09 08:25:00+00:00,SIGNAL,False,,,71434.9,70013.3,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-09,70583.3,68373.9,69478.6,2026-02-09 13:30:00+00:00,2026-02-09 20:00:00+00:00,SIGNAL,SHORT,LOW,7.0,2026-02-09 14:05:00+00:00,2026-02-09 14:10:00+00:00,SIGNAL,True,2026-02-09 14:40:00+00:00,69478.6,70583.3,68373.9,2026-02-09 17:35:00+00:00,70583.3,SL_RANGE_EDGE,-0.015899859812949613,-8.349929906474806,175.0
1h,reference_validation,ASIA_TO_LONDON,2026-02-10,70499.9,68633.3,69566.6,2026-02-10 08:00:00+00:00,2026-02-10 13:30:00+00:00,,SHORT,LOW,,2026-02-10 08:15:00+00:00,2026-02-10 08:20:00+00:00,SIGNAL,False,,,70499.9,68633.3,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-10,69376.3,68318.0,68847.15,2026-02-10 13:30:00+00:00,2026-02-10 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-11,69262.7,66511.0,67886.85,2026-02-11 08:00:00+00:00,2026-02-11 13:30:00+00:00,,SHORT,LOW,,2026-02-11 10:05:00+00:00,2026-02-11 10:10:00+00:00,SIGNAL,False,,,69262.7,66511.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-11,67400.0,66342.6,66871.3,2026-02-11 13:30:00+00:00,2026-02-11 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-12,68021.0,66640.0,67330.5,2026-02-12 08:00:00+00:00,2026-02-12 13:30:00+00:00,,LONG,HIGH,,2026-02-12 10:55:00+00:00,2026-02-12 11:00:00+00:00,SIGNAL,False,,,66640.0,68021.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-12,68265.5,66860.0,67562.75,2026-02-12 13:30:00+00:00,2026-02-12 20:00:00+00:00,,LONG,HIGH,,2026-02-12 13:40:00+00:00,2026-02-12 13:45:00+00:00,SIGNAL,False,,,66860.0,68265.5,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-13,66778.5,65833.9,66306.2,2026-02-13 08:00:00+00:00,2026-02-13 13:30:00+00:00,,LONG,HIGH,,2026-02-13 08:45:00+00:00,2026-02-13 08:50:00+00:00,SIGNAL,False,,,65833.9,66778.5,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-13,67400.0,66159.9,66779.95,2026-02-13 13:30:00+00:00,2026-02-13 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-16,69033.6,68112.2,68572.9,2026-02-16 08:00:00+00:00,2026-02-16 13:30:00+00:00,SIGNAL,LONG,HIGH,12.0,2026-02-16 09:00:00+00:00,2026-02-16 09:05:00+00:00,SIGNAL,True,2026-02-16 11:10:00+00:00,68572.9,68112.2,69033.6,2026-02-16 12:25:00+00:00,69033.6,TP_RANGE_EDGE,0.006718397501053852,2.959198750526926,75.0
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-16,70110.9,68300.0,69205.45,2026-02-16 13:30:00+00:00,2026-02-16 20:00:00+00:00,,SHORT,LOW,,2026-02-16 13:35:00+00:00,2026-02-16 13:40:00+00:00,SIGNAL,False,,,70110.9,68300.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-17,69228.6,67854.2,68541.4,2026-02-17 08:00:00+00:00,2026-02-17 13:30:00+00:00,,SHORT,LOW,,2026-02-17 09:15:00+00:00,2026-02-17 09:20:00+00:00,SIGNAL,False,,,69228.6,67854.2,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-17,68445.8,67655.0,68050.4,2026-02-17 13:30:00+00:00,2026-02-17 20:00:00+00:00,SIGNAL,LONG,HIGH,4.0,2026-02-17 13:50:00+00:00,2026-02-17 13:55:00+00:00,SIGNAL,True,2026-02-17 14:00:00+00:00,68050.4,67655.0,68445.8,2026-02-17 14:35:00+00:00,67655.0,SL_RANGE_EDGE,-0.005810399351069084,-3.305199675534542,35.0
1h,reference_validation,ASIA_TO_LONDON,2026-02-18,68190.2,66850.1,67520.15,2026-02-18 08:00:00+00:00,2026-02-18 13:30:00+00:00,,LONG,HIGH,,2026-02-18 08:00:00+00:00,2026-02-18 08:05:00+00:00,SIGNAL,False,,,66850.1,68190.2,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-18,68438.0,67037.2,67737.6,2026-02-18 13:30:00+00:00,2026-02-18 20:00:00+00:00,,SHORT,LOW,,2026-02-18 13:45:00+00:00,2026-02-18 13:50:00+00:00,SIGNAL,False,,,68438.0,67037.2,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-19,67299.4,66301.8,66800.6,2026-02-19 08:00:00+00:00,2026-02-19 13:30:00+00:00,SIGNAL,LONG,HIGH,0.0,2026-02-19 08:00:00+00:00,2026-02-19 08:05:00+00:00,SIGNAL,True,2026-02-19 08:30:00+00:00,66800.6,66301.8,67299.4,2026-02-19 12:05:00+00:00,66301.8,SL_RANGE_EDGE,-0.007466998799412039,-4.13349939970602,215.0
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-19,67180.4,66100.0,66640.2,2026-02-19 13:30:00+00:00,2026-02-19 20:00:00+00:00,,SHORT,LOW,,2026-02-19 13:30:00+00:00,2026-02-19 13:35:00+00:00,SIGNAL,False,,,67180.4,66100.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-20,67999.9,66912.4,67456.15,2026-02-20 08:00:00+00:00,2026-02-20 13:30:00+00:00,,LONG,HIGH,,2026-02-20 08:10:00+00:00,2026-02-20 08:15:00+00:00,SIGNAL,False,,,66912.4,67999.9,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-20,68283.7,66925.8,67604.75,2026-02-20 13:30:00+00:00,2026-02-20 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-23,67655.8,64232.8,65944.3,2026-02-23 08:00:00+00:00,2026-02-23 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-23,66574.5,65534.6,66054.55,2026-02-23 13:30:00+00:00,2026-02-23 20:00:00+00:00,SIGNAL,SHORT,LOW,14.0,2026-02-23 14:40:00+00:00,2026-02-23 14:45:00+00:00,SIGNAL,True,2026-02-23 14:50:00+00:00,66054.55,66574.5,65534.6,2026-02-23 16:00:00+00:00,65534.6,TP_RANGE_EDGE,0.00787152436887395,3.535762184436975,70.0
1h,reference_validation,ASIA_TO_LONDON,2026-02-24,64980.0,62655.0,63817.5,2026-02-24 08:00:00+00:00,2026-02-24 13:30:00+00:00,,SHORT,LOW,,2026-02-24 13:20:00+00:00,2026-02-24 13:25:00+00:00,SIGNAL,False,,,64980.0,62655.0,,,NO_FILL_MIDPOINT,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-24,63432.4,62772.8,63102.600000000006,2026-02-24 13:30:00+00:00,2026-02-24 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-25,66283.1,63876.0,65079.55,2026-02-25 08:00:00+00:00,2026-02-25 13:30:00+00:00,,LONG,HIGH,,2026-02-25 12:50:00+00:00,2026-02-25 12:55:00+00:00,SIGNAL,False,,,63876.0,66283.1,,,NO_FILL_MIDPOINT,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-25,66299.9,64929.7,65614.79999999999,2026-02-25 13:30:00+00:00,2026-02-25 20:00:00+00:00,,LONG,HIGH,,2026-02-25 13:30:00+00:00,2026-02-25 13:35:00+00:00,SIGNAL,False,,,64929.7,66299.9,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-26,68850.0,67690.1,68270.05,2026-02-26 08:00:00+00:00,2026-02-26 13:30:00+00:00,SIGNAL,SHORT,LOW,0.0,2026-02-26 08:00:00+00:00,2026-02-26 08:05:00+00:00,SIGNAL,True,2026-02-26 09:10:00+00:00,68270.05,68850.0,67690.1,2026-02-26 13:30:00+00:00,68127.0,TIME_EXIT_SESSION_END,0.002095355137428534,0.647677568714267,260.0
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-26,68689.7,67750.0,68219.85,2026-02-26 13:30:00+00:00,2026-02-26 20:00:00+00:00,,SHORT,LOW,,2026-02-26 13:55:00+00:00,2026-02-26 14:00:00+00:00,SIGNAL,False,,,68689.7,67750.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-02-27,68188.8,66841.6,67515.20000000001,2026-02-27 08:00:00+00:00,2026-02-27 13:30:00+00:00,SIGNAL,LONG,HIGH,16.0,2026-02-27 09:20:00+00:00,2026-02-27 09:25:00+00:00,SIGNAL,True,2026-02-27 09:45:00+00:00,67515.20000000001,66841.6,68188.8,2026-02-27 10:10:00+00:00,66841.6,SL_RANGE_EDGE,-0.0099770125838331,-5.388506291916551,25.0
1h,reference_validation,LONDON_TO_NEWYORK,2026-02-27,68127.8,65714.2,66921.0,2026-02-27 13:30:00+00:00,2026-02-27 20:00:00+00:00,,SHORT,LOW,,2026-02-27 13:30:00+00:00,2026-02-27 13:35:00+00:00,SIGNAL,False,,,68127.8,65714.2,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-03-02,67082.5,65509.0,66295.75,2026-03-02 08:00:00+00:00,2026-03-02 13:30:00+00:00,SIGNAL,SHORT,LOW,2.0,2026-03-02 08:10:00+00:00,2026-03-02 08:15:00+00:00,SIGNAL,True,2026-03-02 09:00:00+00:00,66295.75,67082.5,65509.0,2026-03-02 13:30:00+00:00,65782.9,TIME_EXIT_SESSION_END,0.007735790001621612,3.467895000810806,270.0
1h,reference_validation,LONDON_TO_NEWYORK,2026-03-02,66707.5,65612.4,66159.95,2026-03-02 13:30:00+00:00,2026-03-02 20:00:00+00:00,,SHORT,LOW,,2026-03-02 13:30:00+00:00,2026-03-02 13:35:00+00:00,SIGNAL,False,,,66707.5,65612.4,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-03-03,69221.6,67759.6,68490.6,2026-03-03 08:00:00+00:00,2026-03-03 13:30:00+00:00,,SHORT,LOW,,2026-03-03 08:20:00+00:00,2026-03-03 08:25:00+00:00,SIGNAL,False,,,69221.6,67759.6,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-03-03,68281.6,66270.7,67276.15,2026-03-03 13:30:00+00:00,2026-03-03 20:00:00+00:00,,SHORT,LOW,,2026-03-03 14:40:00+00:00,2026-03-03 14:45:00+00:00,SIGNAL,False,,,68281.6,66270.7,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-03-04,69676.4,67350.0,68513.2,2026-03-04 08:00:00+00:00,2026-03-04 13:30:00+00:00,,LONG,HIGH,,2026-03-04 08:00:00+00:00,2026-03-04 08:05:00+00:00,SIGNAL,False,,,67350.0,69676.4,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-03-04,71887.9,69100.2,70494.04999999999,2026-03-04 13:30:00+00:00,2026-03-04 20:00:00+00:00,,LONG,HIGH,,2026-03-04 14:10:00+00:00,2026-03-04 14:15:00+00:00,SIGNAL,False,,,69100.2,71887.9,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-03-05,73295.7,71740.0,72517.85,2026-03-05 08:00:00+00:00,2026-03-05 13:30:00+00:00,SIGNAL,SHORT,LOW,0.0,2026-03-05 08:00:00+00:00,2026-03-05 08:05:00+00:00,SIGNAL,True,2026-03-05 09:05:00+00:00,72517.85,73295.7,71740.0,2026-03-05 10:25:00+00:00,73295.7,SL_RANGE_EDGE,-0.010726324622144734,-5.763162311072367,80.0
1h,reference_validation,LONDON_TO_NEWYORK,2026-03-05,73539.1,71716.3,72627.70000000001,2026-03-05 13:30:00+00:00,2026-03-05 20:00:00+00:00,,SHORT,LOW,,2026-03-05 15:05:00+00:00,2026-03-05 15:10:00+00:00,SIGNAL,False,,,73539.1,71716.3,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,ASIA_TO_LONDON,2026-03-06,71387.5,70100.0,70743.75,2026-03-06 08:00:00+00:00,2026-03-06 13:30:00+00:00,,SHORT,LOW,,2026-03-06 11:50:00+00:00,2026-03-06 11:55:00+00:00,SIGNAL,False,,,71387.5,70100.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-03-06,71035.3,69617.0,70326.15,2026-03-06 13:30:00+00:00,2026-03-06 20:00:00+00:00,SIGNAL,SHORT,LOW,0.0,2026-03-06 13:30:00+00:00,2026-03-06 13:35:00+00:00,SIGNAL,True,2026-03-06 13:35:00+00:00,70326.15,71035.3,69617.0,2026-03-06 13:55:00+00:00,69617.0,TP_RANGE_EDGE,0.010083731300518983,4.641865650259492,20.0
1h,reference_validation,ASIA_TO_LONDON,2026-03-09,68038.4,65770.5,66904.45,2026-03-09 08:00:00+00:00,2026-03-09 13:30:00+00:00,,LONG,HIGH,,2026-03-09 09:15:00+00:00,2026-03-09 09:20:00+00:00,SIGNAL,False,,,65770.5,68038.4,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-03-09,68760.9,67301.0,68030.95,2026-03-09 13:30:00+00:00,2026-03-09 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,reference_validation,ASIA_TO_LONDON,2026-03-10,70555.0,68345.0,69450.0,2026-03-10 08:00:00+00:00,2026-03-10 13:30:00+00:00,,LONG,HIGH,,2026-03-10 08:00:00+00:00,2026-03-10 08:05:00+00:00,SIGNAL,False,,,68345.0,70555.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,reference_validation,LONDON_TO_NEWYORK,2026-03-10,71272.4,70250.2,70761.29999999999,2026-03-10 13:30:00+00:00,2026-03-10 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
