role,partition,ref_min,hour,dev_block,execution_start,entry_ts,exit_ts,H,L,R,pnl,pnl_5bps,loss_class,mfe_R,mae_R,hold_min,entry_to_break_min,break_to_fail_min,latent_class,latent_target_recovered,latent_recovery_min,latent_target_visit,latent_target_visit_entry_eligible,post_exit_reclaim,reclaim_min,target_after_reclaim,reclaim_to_target_min,visit_count,break_ts,failure_ts,failure_close_ts,prebreak_last_close_distance_H_R,prebreak_return15_R,prebreak_return30_R,prebreak_return60_R,prebreak_range30_R,prebreak_range60_R,prebreak_upper80_close_fraction60,prebreak_nearH10_high_fraction60,break_close_excess_R,break_high_excess_R,break_body_R,break_range_R,break_upper_wick_R,break_lower_wick_R,break_close_location,fail_close_R,fail_low_R,fail_depth_below_H_R,fail_body_R,fail_range_R,fail_upper_wick_R,fail_lower_wick_R,fail_close_location,breakclose_to_failclose_drop_R,breakhigh_to_faillow_excursion_R,max_excess_H_by_fail_R,max_depth_H_by_fail_R,entry_to_failure_close_min
CENTRAL,development,360,15,0.0,2022-03-15 15:00:00+00:00,2022-03-15 15:15:00+00:00,2022-03-15 15:25:00+00:00,80.84,78.94,1.9000000000000057,-0.5566551212271564,-0.8066551212271564,L2_BREAK_FAST_FAIL_5M,0.0421052631578937,0.1315789473684206,10.0,0.0,5.0,LATENT_RECOVERABLE,True,50.0,1.0,False,True,0.0,True,50.0,1,2022-03-15 15:15:00+00:00,2022-03-15 15:20:00+00:00,2022-03-15 15:25:00+00:00,0.06842105263158382,0.12105263157894162,0.0,,0.26842105263158084,0.4947368421052605,0.5833333333333334,0.5833333333333334,0.021052631578943118,0.026315789473682637,0.08947368421052694,0.15789473684210328,0.005263157894739519,0.06315789473683683,0.9666666666666492,-0.042105263157893716,-0.05789473684210479,0.042105263157893716,-0.06842105263157634,0.0999999999999985,0.01578947368421108,0.01578947368421108,0.15789473684211314,0.06315789473683683,0.08421052631578743,0.042105263157893716,0.13157894736842066,10.0
CENTRAL,development,360,15,0.0,2022-03-17 15:00:00+00:00,2022-03-17 19:45:00+00:00,2022-03-17 20:05:00+00:00,90.76,86.54,4.219999999999999,-1.7078007933010175,-1.9578007933010175,L2_BREAK_FAST_FAIL_5M,0.0663507109004742,0.0995260663507113,20.0,10.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1,2022-03-17 19:55:00+00:00,2022-03-17 20:00:00+00:00,2022-03-17 20:05:00+00:00,0.05687203791469411,0.13270142180094843,0.2630331753554502,,0.33649289099526114,0.4454976303317526,0.3333333333333333,0.25,0.01658767772511687,0.01658767772511687,0.07345971563981099,0.10663507109004809,0.0,0.03317535545023711,1.0,-0.07582938388625769,-0.07819905213270104,0.07582938388625769,-0.09004739336492786,0.14454976303317527,0.05213270142180406,0.0023696682464433433,0.016393442622935926,0.09241706161137457,0.09478672985781791,0.06635071090047422,0.09952606635071133,20.0
CENTRAL,development,360,15,0.0,2022-03-24 15:00:00+00:00,2022-03-24 15:40:00+00:00,2022-03-24 15:50:00+00:00,101.85,97.27,4.579999999999998,-3.190967108492815,-3.4409671084928157,L2_BREAK_FAST_FAIL_5M,0.076419213973801,0.2139737991266354,10.0,0.0,5.0,LATENT_RECOVERABLE,True,225.0,5.0,True,True,30.0,True,195.0,8,2022-03-24 15:40:00+00:00,2022-03-24 15:45:00+00:00,2022-03-24 15:50:00+00:00,0.06331877729257471,0.04585152838428123,0.20960698689956514,,0.275109170305675,0.42576419213973876,0.75,0.4166666666666667,0.026200873362446416,0.07641921397380101,0.08733624454148599,0.14847161572052556,0.0502183406113546,0.010917030567684973,0.6617647058823505,-0.13973799126637573,-0.15065502183406068,0.13973799126637573,-0.1637554585152839,0.18777292576419208,0.013100436681223208,0.010917030567684973,0.05813953488371766,0.16593886462882215,0.2270742358078617,0.07641921397380101,0.15065502183406068,10.0
CENTRAL,development,360,15,0.0,2022-04-10 15:00:00+00:00,2022-04-10 15:05:00+00:00,2022-04-10 15:15:00+00:00,112.18,109.61,2.5700000000000074,0.0,-0.25,L2_BREAK_FAST_FAIL_5M,0.1712062256809324,0.1517509727626457,10.0,0.0,5.0,LATENT_RECOVERABLE,True,120.0,3.0,True,True,15.0,True,105.0,4,2022-04-10 15:05:00+00:00,2022-04-10 15:10:00+00:00,2022-04-10 15:15:00+00:00,0.07392996108949859,0.07392996108949307,0.10116731517509345,,0.24513618677043106,0.5252918287937761,0.5833333333333334,0.25,0.10116731517509345,0.17120622568093247,0.1789883268482461,0.2840466926070046,0.07003891050583903,0.03501945525291952,0.7534246575342386,0.0,-0.07003891050583903,0.0,-0.10116731517509345,0.18287937743190566,0.011673151750973172,0.07003891050583903,0.38297872340427075,0.10116731517509345,0.2412451361867715,0.17120622568093247,0.11284046692607215,10.0
CENTRAL,development,360,15,0.0,2022-04-16 15:00:00+00:00,2022-04-16 15:00:00+00:00,2022-04-16 15:10:00+00:00,102.98,101.19,1.7900000000000065,-0.2427655855505861,-0.4927655855505861,L2_BREAK_FAST_FAIL_5M,0.2681564245809989,0.6871508379888266,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,False,,False,,1,2022-04-16 15:00:00+00:00,2022-04-16 15:05:00+00:00,2022-04-16 15:10:00+00:00,0.09497206703910675,-0.02793296089385306,0.21229050279329278,,0.4301675977653673,0.5474860335195533,0.4166666666666667,0.3333333333333333,0.07262569832401955,0.2681564245809989,0.15642458100558665,0.3575418994413398,0.19553072625697937,0.005586592178773788,0.4531250000000094,-0.03351955307262685,-0.13966480446927323,0.03351955307262685,-0.1005586592178726,0.29050279329608614,0.08379888268156711,0.10614525139664639,0.3653846153846138,0.10614525139664639,0.4078212290502721,0.2681564245809989,0.13966480446927323,10.0
CENTRAL,development,360,15,0.0,2022-04-19 15:00:00+00:00,2022-04-19 15:10:00+00:00,2022-04-19 15:20:00+00:00,107.46,101.43,6.029999999999987,-0.651405174018238,-0.901405174018238,L2_BREAK_FAST_FAIL_5M,0.1824212271973484,0.1227197346600325,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,335.0,False,,3,2022-04-19 15:10:00+00:00,2022-04-19 15:15:00+00:00,2022-04-19 15:20:00+00:00,0.10116086235489233,0.026533996683249905,0.03648424543946921,,0.12271973466003494,0.19402985074626936,1.0,0.6666666666666666,0.08291873963515772,0.1824212271973484,0.18242122719734605,0.28358208955224073,0.09950248756219068,0.001658374792704003,0.6491228070175405,-0.023217247097844257,-0.05140961857379581,0.023217247097844257,-0.10613598673300198,0.15588723051409614,0.021558872305142612,0.028192371475951553,0.18085106382977437,0.10613598673300198,0.2338308457711442,0.1824212271973484,0.10116086235489233,10.0
CENTRAL,development,360,15,0.0,2022-05-01 15:00:00+00:00,2022-05-01 15:25:00+00:00,2022-05-01 15:35:00+00:00,89.76,87.01,2.75,-1.336898395721986,-1.586898395721986,L2_BREAK_FAST_FAIL_5M,0.2109090909090903,0.2727272727272727,10.0,0.0,5.0,LATENT_RECOVERABLE,True,35.0,2.0,True,True,15.0,True,20.0,7,2022-05-01 15:25:00+00:00,2022-05-01 15:30:00+00:00,2022-05-01 15:35:00+00:00,0.2690909090909124,0.4181818181818151,0.46181818181818035,,0.5999999999999969,0.7490909090909047,0.0,0.0,0.003636363636360329,0.05090909090909112,0.2690909090909072,0.32363636363636383,0.04727272727273079,0.007272727272725826,0.8539325842696521,-0.08363636363636508,-0.14181818181818204,0.08363636363636508,-0.09090909090909091,0.35272727272727233,0.20363636363636448,0.05818181818181694,0.1649484536082441,0.0872727272727254,0.19272727272727314,0.2109090909090903,0.2727272727272727,10.0
CENTRAL,development,360,15,0.0,2022-05-21 15:00:00+00:00,2022-05-21 15:00:00+00:00,2022-05-21 15:10:00+00:00,50.7,48.92,1.7800000000000011,-0.9861932938856066,-1.2361932938856066,L2_BREAK_FAST_FAIL_5M,0.0730337078651659,0.3033707865168572,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,50.0,False,,5,2022-05-21 15:00:00+00:00,2022-05-21 15:05:00+00:00,2022-05-21 15:10:00+00:00,0.02247191011236305,0.1573033707865134,0.5168539325842663,,0.5561797752808997,0.5730337078651699,0.3333333333333333,0.16666666666666666,0.044943820224718115,0.07303370786516594,0.07303370786516993,0.24157303370786484,0.028089887640447824,0.1404494382022471,0.8837209302325647,-0.05617977528089964,-0.07303370786516993,0.05617977528089964,-0.10112359550561775,0.14606741573033588,0.028089887640447824,0.01685393258427029,0.11538461538462064,0.10112359550561775,0.14606741573033588,0.07303370786516594,0.16853932584269893,10.0
CENTRAL,development,360,15,0.0,2022-05-26 15:00:00+00:00,2022-05-26 15:00:00+00:00,2022-05-26 15:10:00+00:00,45.43,41.56,3.869999999999997,-0.9905348888399336,-1.2405348888399337,L2_BREAK_FAST_FAIL_5M,0.1162790697674426,0.1162790697674426,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,55.0,False,,3,2022-05-26 15:00:00+00:00,2022-05-26 15:05:00+00:00,2022-05-26 15:10:00+00:00,0.09043927648578855,-0.01808785529715771,0.09043927648578855,,0.22222222222222224,0.37467700258398035,0.8333333333333334,0.5,0.010335917312661286,0.03359173126615056,0.10077519379844983,0.14987080103359324,0.02325581395348927,0.025839793281654134,0.8448275862068921,-0.025839793281654134,-0.03617571059431542,0.025839793281654134,-0.03617571059431542,0.1524547803617581,0.10594315245478139,0.010335917312661286,0.0677966101694897,0.03617571059431542,0.06976744186046598,0.11627906976744269,0.11627906976744269,10.0
CENTRAL,development,360,15,0.0,2022-06-07 15:00:00+00:00,2022-06-07 18:10:00+00:00,2022-06-07 18:20:00+00:00,39.64,37.06,2.5799999999999983,-0.6306760847628046,-0.8806760847628046,L2_BREAK_FAST_FAIL_5M,0.069767441860465,0.1434108527131774,10.0,0.0,5.0,LATENT_RECOVERABLE,True,85.0,2.0,True,True,0.0,True,85.0,8,2022-06-07 18:10:00+00:00,2022-06-07 18:15:00+00:00,2022-06-07 18:20:00+00:00,0.1434108527131774,0.06201550387597046,0.09302325581395432,,0.1434108527131774,0.1434108527131774,0.16666666666666666,0.0,0.031007751937983857,0.06976744186046505,0.17441860465116124,0.21317829457364246,0.038759689922481196,0.0,0.8181818181818147,-0.02325581395348927,-0.054263565891473124,0.02325581395348927,-0.058139534883720416,0.10852713178294625,0.019379844961241975,0.031007751937983857,0.2857142857142785,0.054263565891473124,0.12403100775193818,0.06976744186046505,0.1434108527131774,10.0
CENTRAL,development,360,15,0.0,2022-06-12 15:00:00+00:00,2022-06-12 15:05:00+00:00,2022-06-12 15:25:00+00:00,34.04,31.36,2.68,-3.378378378378344,-3.628378378378344,L2_BREAK_FAST_FAIL_5M,0.1716417910447764,0.1641791044776111,20.0,10.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,5.0,False,,3,2022-06-12 15:15:00+00:00,2022-06-12 15:20:00+00:00,2022-06-12 15:25:00+00:00,0.13805970149253635,0.0671641791044775,0.35447761194029953,,0.7164179104477618,1.1716417910447763,0.3333333333333333,0.4166666666666667,0.029850746268656077,0.08208955223880554,0.17164179104477642,0.24253731343283527,0.05223880597014946,0.018656716417909384,0.7846153846153833,-0.08208955223880554,-0.11567164179104562,0.08208955223880554,-0.11194029850746162,0.19029850746268848,0.04477611940298677,0.033582089552240076,0.17647058823529904,0.11194029850746162,0.19776119402985115,0.17164179104477642,0.16417910447761108,20.0
CENTRAL,development,360,15,0.0,2022-06-23 15:00:00+00:00,2022-06-23 15:10:00+00:00,2022-06-23 15:20:00+00:00,37.49,35.7,1.7899999999999991,-4.6679114430515085,-4.917911443051509,L2_BREAK_FAST_FAIL_5M,0.1620111731843571,0.3687150837988849,10.0,0.0,5.0,LATENT_RECOVERABLE,True,150.0,3.0,True,True,150.0,True,340.0,6,2022-06-23 15:10:00+00:00,2022-06-23 15:15:00+00:00,2022-06-23 15:20:00+00:00,0.27932960893854764,0.08379888268156349,0.46368715083799206,,0.6424581005586587,0.6815642458100556,0.16666666666666666,0.0,0.03351955307262301,0.16201117318435715,0.31284916201117063,0.4748603351955317,0.12849162011173412,0.03351955307262698,0.7294117647058781,-0.18994413407821428,-0.21229050279329761,0.18994413407821428,-0.21787709497206745,0.25139664804469447,0.011173184357543652,0.022346368715083335,0.08888888888888644,0.2234636871508373,0.37430167597765474,0.16201117318435715,0.31284916201117463,10.0
CENTRAL,development,360,15,1.0,2022-07-02 15:00:00+00:00,2022-07-02 18:50:00+00:00,2022-07-02 19:00:00+00:00,33.38,31.83,1.5500000000000045,-2.246854403834708,-2.4968544038347087,L2_BREAK_FAST_FAIL_5M,0.0709677419354833,0.1354838709677421,10.0,0.0,5.0,LATENT_RECOVERABLE,True,175.0,2.0,True,True,170.0,True,5.0,5,2022-07-02 18:50:00+00:00,2022-07-02 18:55:00+00:00,2022-07-02 19:00:00+00:00,0.116129032258064,-0.012903225806449009,-0.019354838709673514,,0.232258064516128,0.2580645161290352,1.0,0.5,0.0064516129032245045,0.0709677419354833,0.1290322580645176,0.2064516129032254,0.0645161290322588,0.012903225806449009,0.6874999999999959,-0.0903225806451614,-0.10322580645161498,0.0903225806451614,-0.0967741935483859,0.14838709677419568,0.038709677419356193,0.012903225806453592,0.08695652173914252,0.0967741935483859,0.17419354838709827,0.0709677419354833,0.1354838709677421,10.0
CENTRAL,development,360,15,1.0,2022-07-04 15:00:00+00:00,2022-07-04 15:05:00+00:00,2022-07-04 15:15:00+00:00,34.58,32.85,1.7299999999999969,-1.5905147484094884,-1.8405147484094884,L2_BREAK_FAST_FAIL_5M,0.2080924855491329,0.2023121387283248,10.0,0.0,5.0,LATENT_RECOVERABLE,True,335.0,2.0,True,True,115.0,True,220.0,2,2022-07-04 15:05:00+00:00,2022-07-04 15:10:00+00:00,2022-07-04 15:15:00+00:00,0.13294797687861115,0.3005780346820833,0.21965317919075333,,0.3583815028901767,0.3583815028901767,0.08333333333333333,0.0,0.040462427745664976,0.20809248554913298,0.17341040462427612,0.3526011560693645,0.167630057803468,0.011560693641620325,0.5245901639344271,-0.06358381502890152,-0.07514450867051774,0.06358381502890152,-0.09826589595375838,0.10982658959537461,0.0,0.011560693641616219,0.10526315789471716,0.10404624277456649,0.2832369942196507,0.20809248554913298,0.14450867052023147,10.0
CENTRAL,development,360,15,1.0,2022-07-05 15:00:00+00:00,2022-07-05 19:10:00+00:00,2022-07-05 19:20:00+00:00,35.06,33.13,1.93,-0.7130633200228553,-0.9630633200228552,L2_BREAK_FAST_FAIL_5M,0.0984455958549211,0.1088082901554408,10.0,0.0,5.0,LATENT_RECOVERABLE,True,15.0,1.0,False,True,0.0,True,15.0,8,2022-07-05 19:10:00+00:00,2022-07-05 19:15:00+00:00,2022-07-05 19:20:00+00:00,0.04145077720207534,0.1450777202072508,0.26943005181346946,,0.3575129533678745,0.6321243523316057,0.3333333333333333,0.16666666666666666,0.07253886010362724,0.0984455958549211,0.11917098445596061,0.20725388601036196,0.025906735751293864,0.06217616580310748,0.8750000000000067,-0.025906735751297545,-0.046632124352333375,0.025906735751297545,-0.08808290155440503,0.11917098445596061,0.010362694300519755,0.02072538860103583,0.17391304347825415,0.09844559585492478,0.14507772020725448,0.0984455958549211,0.10880829015544086,10.0
CENTRAL,development,360,15,1.0,2022-07-12 15:00:00+00:00,2022-07-12 15:10:00+00:00,2022-07-12 15:20:00+00:00,34.32,33.11,1.2100000000000009,-0.7284382284382107,-0.9784382284382108,L2_BREAK_FAST_FAIL_5M,0.148760330578512,0.099173553719006,10.0,0.0,5.0,TRUE_FAILURE_PROXY,False,,,False,True,0.0,False,,2,2022-07-12 15:10:00+00:00,2022-07-12 15:15:00+00:00,2022-07-12 15:20:00+00:00,0.09090909090909037,0.12396694214875907,0.19008264462810232,,0.2809917355371927,0.3801652892561988,0.3333333333333333,0.25,0.033057851239668694,0.12396694214875907,0.12396694214875907,0.22314049586776516,0.09090909090909037,0.008264462809915706,0.5925925925925887,-0.0413223140495844,-0.09917355371900607,0.0413223140495844,-0.0826446280991688,0.14876033057851207,0.008264462809921578,0.057851239669421683,0.38888888888889106,0.07438016528925309,0.22314049586776516,0.12396694214875907,0.09917355371900607,10.0
CENTRAL,development,360,15,1.0,2022-07-27 15:00:00+00:00,2022-07-27 16:20:00+00:00,2022-07-27 16:30:00+00:00,37.44,36.16,1.2800000000000011,-1.869658119658113,-2.119658119658113,L2_BREAK_FAST_FAIL_5M,0.0546875000000001,0.1171874999999987,10.0,0.0,5.0,LATENT_RECOVERABLE,True,90.0,2.0,True,True,90.0,True,5.0,2,2022-07-27 16:20:00+00:00,2022-07-27 16:25:00+00:00,2022-07-27 16:30:00+00:00,0.09374999999999792,0.23437499999999759,0.19531249999999983,,0.35156249999999634,0.35156249999999634,0.16666666666666666,0.08333333333333333,0.00781250000000399,0.023437500000000867,0.09375000000000347,0.11718749999999879,0.015624999999996877,0.007812499999998439,0.8666666666666919,-0.11718749999999879,-0.11718749999999879,0.11718749999999879,-0.12500000000000278,0.17187499999999897,0.046874999999996184,0.0,0.0,0.12500000000000278,0.14062499999999967,0.054687500000000173,0.11718749999999879,10.0
