structure_id,raid_i_h1,raid_time,reclaim_i_h1,reclaim_time,reclaim_close_time,raid_year,liquidity_low,liquidity_pivot_i,liquidity_confirm_i,significant_high,significant_high_pivot_i,significant_high_confirm_i,raid_extreme,raid_depth_pct,reclaim_delay_h1_bars,reclaim_close,median_prior_h1_range,bos_i_h1,bos_time,bos_close_time,bos_close,bos_high,bars_reclaim_to_bos,displacement_range_units,bull_path_efficiency,bos_extension_range_units,origin_i_h1,origin_time,origin_open,origin_high,origin_low,origin_close,zone_low,zone_high,zone_width_range_units,first_return_i_5m,first_return_time,return_year,bos_to_return_min,return_open,return_high,return_low,return_close,return_penetration_zone_width,pre_return_structural_high
2021-02-14 13:00:00+00:00__L3671__H3675,3678,2021-02-14 13:00:00+00:00,3678,2021-02-14 13:00:00+00:00,2021-02-14 14:00:00+00:00,2021,8.6372,3671,3673,8.7739,3675,3677,8.5616,0.8752836567406065,0,8.6618,0.16279999999999983,3681,2021-02-14 16:00:00+00:00,2021-02-14 17:00:00+00:00,8.8747,8.9077,3,1.9232186732186776,0.7694253704372963,0.619164619164628,3679,2021-02-14 14:00:00+00:00,8.6628,8.7181,8.6146,8.6299,8.6146,8.7181,0.6357493857493887,44267,2021-02-14 23:55:00+00:00,2021,415.0,8.7511,8.7547,8.7172,8.7306,0.008695652173909909,9.0
2021-02-17 05:00:00+00:00__L3733__H3736,3742,2021-02-17 05:00:00+00:00,3744,2021-02-17 07:00:00+00:00,2021-02-17 08:00:00+00:00,2021,7.9613,3733,3735,8.3176,3736,3738,7.5713,4.898697448909093,2,7.9681,0.1581999999999999,3754,2021-02-17 17:00:00+00:00,2021-02-17 18:00:00+00:00,8.3262,8.3489,10,4.771807838179524,0.45197526189574644,0.054361567635900776,3753,2021-02-17 16:00:00+00:00,8.2536,8.3449,8.135,8.1612,8.135,8.3449,1.3268015170670115,45060,2021-02-17 18:00:00+00:00,2021,0.0,8.3211,8.3348,8.3,8.3089,0.2139113863744637,8.3489
2021-02-20 22:00:00+00:00__L3824__H3826,3831,2021-02-20 22:00:00+00:00,3831,2021-02-20 22:00:00+00:00,2021-02-20 23:00:00+00:00,2021,10.0712,3824,3826,10.6253,3826,3828,9.8815,1.8835888474064504,0,10.1061,0.21814999999999962,3844,2021-02-21 11:00:00+00:00,2021-02-21 12:00:00+00:00,10.7361,10.7565,13,3.917487966995192,0.42944785276073655,0.5079074031629672,3840,2021-02-21 07:00:00+00:00,10.2167,10.2669,10.0333,10.0476,10.0333,10.2669,1.0708228283291292,46405,2021-02-22 10:05:00+00:00,2021,1325.0,10.3612,10.3672,10.215,10.247,0.22217465753424667,11.6436
2021-02-26 07:00:00+00:00__L3953__H3957,3960,2021-02-26 07:00:00+00:00,3961,2021-02-26 08:00:00+00:00,2021-02-26 09:00:00+00:00,2021,13.3615,3953,3955,14.7091,3957,3959,13.1035,1.930920929536348,1,13.5905,0.4361500000000005,3969,2021-02-26 16:00:00+00:00,2021-02-26 17:00:00+00:00,15.0435,15.0758,8,4.448011005388048,0.5968126180892137,0.7667087011349308,3966,2021-02-26 13:00:00+00:00,14.0351,14.0808,13.7804,13.8317,13.7804,14.0808,0.6887538690817366,47695,2021-02-26 21:35:00+00:00,2021,275.0,14.1486,14.1974,14.0501,14.0659,0.10219707057256834,15.5453
2021-02-28 16:00:00+00:00__L4008__H4010,4017,2021-02-28 16:00:00+00:00,4019,2021-02-28 18:00:00+00:00,2021-02-28 19:00:00+00:00,2021,11.9432,4008,4010,12.5483,4010,4012,11.4245,4.343057137115673,2,12.3183,0.3233499999999996,4020,2021-02-28 19:00:00+00:00,2021-02-28 20:00:00+00:00,13.2761,13.3514,1,5.726302767898567,1.0,2.250811813824033,4018,2021-02-28 17:00:00+00:00,11.8201,11.9185,11.709,11.7367,11.709,11.9185,0.6479047471779821,49899,2021-03-06 13:15:00+00:00,2021,8235.0,11.9703,11.9738,11.91,11.9443,0.04057279236276716,15.5512
2021-02-28 17:00:00+00:00__L4004__H4010,4018,2021-02-28 17:00:00+00:00,4019,2021-02-28 18:00:00+00:00,2021-02-28 19:00:00+00:00,2021,12.0614,4004,4006,12.5483,4010,4012,11.709,2.921717213590471,1,12.3183,0.33254999999999946,4020,2021-02-28 19:00:00+00:00,2021-02-28 20:00:00+00:00,13.2761,13.3514,1,4.712374079085859,1.0,2.1885430762291427,4018,2021-02-28 17:00:00+00:00,11.8201,11.9185,11.709,11.7367,11.709,11.9185,0.6299804540670594,49899,2021-03-06 13:15:00+00:00,2021,8235.0,11.9703,11.9738,11.91,11.9443,0.04057279236276716,15.5512
2021-03-11 08:00:00+00:00__L4265__H4269,4273,2021-03-11 08:00:00+00:00,4275,2021-03-11 10:00:00+00:00,2021-03-11 11:00:00+00:00,2021,13.867,4265,4267,14.1804,4269,4271,13.6708,1.4148698348597464,2,14.0543,0.1592999999999991,4278,2021-03-11 13:00:00+00:00,2021-03-11 14:00:00+00:00,14.5715,14.59,3,5.654111738857536,0.954595791805095,2.4551161330822473,4277,2021-03-11 12:00:00+00:00,14.1047,14.1781,14.0271,14.0982,14.0271,14.1781,0.9478970495919689,51366,2021-03-11 15:30:00+00:00,2021,90.0,14.2938,14.2982,14.1128,14.1904,0.4324503311258322,14.65
2021-03-11 09:00:00+00:00__L4262__H4269,4274,2021-03-11 09:00:00+00:00,4276,2021-03-11 11:00:00+00:00,2021-03-11 12:00:00+00:00,2021,14.06,4262,4264,14.1804,4269,4271,13.762,2.1194879089615934,2,14.1105,0.16860000000000053,4278,2021-03-11 13:00:00+00:00,2021-03-11 14:00:00+00:00,14.5715,14.59,2,4.801304863582428,0.949341021416805,2.3196915776986864,4277,2021-03-11 12:00:00+00:00,14.1047,14.1781,14.0271,14.0982,14.0271,14.1781,0.8956109134045037,51366,2021-03-11 15:30:00+00:00,2021,90.0,14.2938,14.2982,14.1128,14.1904,0.4324503311258322,14.65
2021-03-13 02:00:00+00:00__L4309__H4312,4315,2021-03-13 02:00:00+00:00,4315,2021-03-13 02:00:00+00:00,2021-03-13 03:00:00+00:00,2021,14.0713,4309,4311,14.6684,4312,4314,13.9093,1.151279554838578,0,14.1586,0.27725000000000044,4322,2021-03-13 09:00:00+00:00,2021-03-13 10:00:00+00:00,14.6945,14.7019,7,2.832100991884575,0.8891654222664719,0.09413886384129676,4320,2021-03-13 07:00:00+00:00,14.4224,14.4494,14.2577,14.3932,14.2577,14.4494,0.691433724075746,52180,2021-03-14 11:20:00+00:00,2021,1520.0,14.5031,14.5516,14.4312,14.4477,0.09494001043296887,15.4449
2021-03-18 13:00:00+00:00__L4437__H4440,4446,2021-03-18 13:00:00+00:00,4448,2021-03-18 15:00:00+00:00,2021-03-18 16:00:00+00:00,2021,14.1316,4437,4439,14.3799,4440,4442,13.9803,1.070650174077959,2,14.2274,0.17304999999999993,4449,2021-03-18 16:00:00+00:00,2021-03-18 17:00:00+00:00,14.3893,14.407,1,2.363478763363195,1.0,0.05431956082057896,4446,2021-03-18 13:00:00+00:00,14.0947,14.11,14.0275,14.0421,14.0275,14.11,0.4767408263507634,53486,2021-03-19 00:10:00+00:00,2021,430.0,14.1533,14.1665,14.1,14.1062,0.12121212121211926,14.78
2021-03-19 23:00:00+00:00__L4471__H4475,4480,2021-03-19 23:00:00+00:00,4480,2021-03-19 23:00:00+00:00,2021-03-20 00:00:00+00:00,2021,14.12,4471,4473,14.4608,4475,4477,14.0398,0.567988668555238,0,14.1535,0.11960000000000015,4487,2021-03-20 06:00:00+00:00,2021-03-20 07:00:00+00:00,14.4745,14.5806,7,3.63461538461539,1.0,0.11454849498327783,4480,2021-03-19 23:00:00+00:00,14.205,14.2131,14.0398,14.1535,14.0398,14.2131,1.4489966555184022,54057,2021-03-20 23:45:00+00:00,2021,1005.0,14.2358,14.2514,14.206,14.2514,0.0409694171956213,14.9722
2021-03-21 11:00:00+00:00__L4511__H4513,4516,2021-03-21 11:00:00+00:00,4518,2021-03-21 13:00:00+00:00,2021-03-21 14:00:00+00:00,2021,13.8215,4511,4513,14.0407,4513,4515,13.634,1.3565821365264261,2,13.9023,0.14344999999999963,4523,2021-03-21 18:00:00+00:00,2021-03-21 19:00:00+00:00,14.2413,14.2784,5,4.233530846985026,0.8977754237288164,1.3983966538863852,4520,2021-03-21 15:00:00+00:00,13.9454,14.041,13.9146,13.9261,13.9146,14.041,0.8811432554897219,54927,2021-03-24 00:15:00+00:00,2021,3195.0,14.092,14.0925,13.9562,13.9589,0.6708860759493619,16.612
2021-03-21 12:00:00+00:00__L4507__H4513,4517,2021-03-21 12:00:00+00:00,4518,2021-03-21 13:00:00+00:00,2021-03-21 14:00:00+00:00,2021,13.856,4507,4509,14.0407,4513,4515,13.634,1.6021939953810589,1,13.9023,0.14344999999999963,4523,2021-03-21 18:00:00+00:00,2021-03-21 19:00:00+00:00,14.2413,14.2784,5,4.233530846985026,0.8977754237288164,1.3983966538863852,4520,2021-03-21 15:00:00+00:00,13.9454,14.041,13.9146,13.9261,13.9146,14.041,0.8811432554897219,54927,2021-03-24 00:15:00+00:00,2021,3195.0,14.092,14.0925,13.9562,13.9589,0.6708860759493619,16.612
2021-03-29 05:00:00+00:00__L4696__H4699,4702,2021-03-29 05:00:00+00:00,4704,2021-03-29 07:00:00+00:00,2021-03-29 08:00:00+00:00,2021,17.9699,4696,4698,18.9126,4699,4701,17.6614,1.7167596925970579,2,18.1188,0.4711500000000015,4714,2021-03-29 17:00:00+00:00,2021-03-29 18:00:00+00:00,19.0157,19.047,10,2.8744561180091144,0.5236760670286669,0.2188262761328609,4712,2021-03-29 15:00:00+00:00,18.5104,18.5727,18.0394,18.1731,18.0394,18.5727,1.131911280908413,56615,2021-03-29 20:55:00+00:00,2021,175.0,18.611,18.626,18.5025,18.5853,0.1316332270766918,19.047
2021-03-29 06:00:00+00:00__L4692__H4699,4703,2021-03-29 06:00:00+00:00,4703,2021-03-29 06:00:00+00:00,2021-03-29 07:00:00+00:00,2021,17.8595,4692,4694,18.9126,4699,4701,17.7407,0.6651921946303101,0,17.8975,0.4814500000000024,4714,2021-03-29 17:00:00+00:00,2021-03-29 18:00:00+00:00,19.0157,19.047,11,2.648250077889692,0.578179937952429,0.21414477100425225,4712,2021-03-29 15:00:00+00:00,18.5104,18.5727,18.0394,18.1731,18.0394,18.5727,1.1076955031675104,56615,2021-03-29 20:55:00+00:00,2021,175.0,18.611,18.626,18.5025,18.5853,0.1316332270766918,19.047
2021-04-02 03:00:00+00:00__L4790__H4792,4796,2021-04-02 03:00:00+00:00,4798,2021-04-02 05:00:00+00:00,2021-04-02 06:00:00+00:00,2021,18.9934,4790,4792,19.2752,4792,4794,18.6388,1.866964313919579,2,19.0408,0.2581500000000023,4805,2021-04-02 12:00:00+00:00,2021-04-02 13:00:00+00:00,19.2945,19.5016,7,2.539996126283144,0.6296847853065256,0.07476273484407313,4803,2021-04-02 10:00:00+00:00,19.1997,19.1997,19.0879,19.1434,19.0879,19.1997,0.43308154173929025,57673,2021-04-02 13:05:00+00:00,2021,5.0,19.3103,19.3198,19.1944,19.2128,0.047406082289788584,19.5016
2021-04-06 11:00:00+00:00__L4890__H4897,4900,2021-04-06 11:00:00+00:00,4900,2021-04-06 11:00:00+00:00,2021-04-06 12:00:00+00:00,2021,22.52,4890,4892,23.85,4897,4899,22.25,1.1989342806394296,0,22.8498,0.4060000000000006,4906,2021-04-06 17:00:00+00:00,2021-04-06 18:00:00+00:00,24.1371,24.3083,6,4.64802955665024,0.49255787258465694,0.7071428571428532,4903,2021-04-06 14:00:00+00:00,22.9261,22.9268,21.6509,22.3966,21.6509,22.9268,3.1426108374384194,59094,2021-04-07 11:30:00+00:00,2021,1050.0,23.5276,23.5666,22.8753,23.1315,0.040363664864018156,26.459
2021-04-07 11:00:00+00:00__L4915__H4919,4924,2021-04-07 11:00:00+00:00,4924,2021-04-07 11:00:00+00:00,2021-04-07 12:00:00+00:00,2021,23.8019,4915,4917,26.459,4919,4921,22.8753,3.89296652788223,0,23.9822,0.7713999999999999,4927,2021-04-07 14:00:00+00:00,2021-04-07 15:00:00+00:00,27.0708,27.5648,3,5.438812548612911,1.0,0.7931034482758607,4924,2021-04-07 11:00:00+00:00,24.3334,24.6355,22.8753,23.9822,22.8753,24.6355,2.281825252787142,61142,2021-04-14 14:10:00+00:00,2021,10030.0,24.9641,25.2249,24.5888,24.7504,0.02653107601409003,29.9394
2021-04-08 14:00:00+00:00__L4940__H4946,4951,2021-04-08 14:00:00+00:00,4951,2021-04-08 14:00:00+00:00,2021-04-08 15:00:00+00:00,2021,25.9203,4940,4942,28.0273,4946,4948,25.8142,0.4093316821178822,0,25.9862,0.7863499999999988,4965,2021-04-09 04:00:00+00:00,2021-04-09 05:00:00+00:00,28.2894,28.3581,14,3.147707763718452,0.7957435046987285,0.3333121383607816,4962,2021-04-09 01:00:00+00:00,27.1742,27.423,27.0762,27.1484,27.0762,27.423,0.44102498887263786,59616,2021-04-09 07:00:00+00:00,2021,120.0,27.5726,27.585,27.3834,27.5239,0.11418685121106324,28.3581
2021-04-12 16:00:00+00:00__L5043__H5046,5049,2021-04-12 16:00:00+00:00,5049,2021-04-12 16:00:00+00:00,2021-04-12 17:00:00+00:00,2021,27.438,5043,5045,28.4929,5046,5048,26.9941,1.617829287848966,0,27.5031,0.5440999999999985,5056,2021-04-12 23:00:00+00:00,2021-04-13 00:00:00+00:00,28.585,28.6906,7,2.923911045763657,0.9150807747610586,0.16927035471421123,5052,2021-04-12 19:00:00+00:00,27.6566,27.7224,27.4985,27.6068,27.4985,27.7224,0.4115052380077211,60740,2021-04-13 04:40:00+00:00,2021,280.0,27.8452,27.8452,27.6967,27.7431,0.11478338543993055,28.8639
2021-04-20 15:00:00+00:00__L5232__H5235,5240,2021-04-20 15:00:00+00:00,5240,2021-04-20 15:00:00+00:00,2021-04-20 16:00:00+00:00,2021,29.2,5232,5234,31.6915,5235,5237,29.016,0.6301369863013735,0,29.7548,1.4876499999999986,5244,2021-04-20 19:00:00+00:00,2021-04-20 20:00:00+00:00,31.7782,31.9546,4,1.856753940779083,0.9450723960765983,0.0582798373273263,5242,2021-04-20 17:00:00+00:00,30.385,30.8031,30.193,30.3173,30.193,30.8031,0.410109904883541,62997,2021-04-21 00:45:00+00:00,2021,285.0,31.1353,31.3314,30.7086,30.7817,0.15489264055072963,32.488
2021-04-21 10:00:00+00:00__L5250__H5252,5259,2021-04-21 10:00:00+00:00,5259,2021-04-21 10:00:00+00:00,2021-04-21 11:00:00+00:00,2021,30.4385,5250,5252,33.8436,5252,5254,30.3351,0.3397013650475569,0,30.6341,0.9479500000000023,5263,2021-04-21 14:00:00+00:00,2021-04-21 15:00:00+00:00,34.7762,35.1789,4,4.684951737960854,1.0,0.983807162825042,5259,2021-04-21 10:00:00+00:00,31.512,31.5301,30.3351,30.6341,30.3351,31.5301,1.2606150113402579,63662,2021-04-23 08:10:00+00:00,2021,2470.0,31.6819,32.4046,31.4618,32.35,0.057154811715481736,41.5553
2021-04-28 06:00:00+00:00__L5417__H5419,5423,2021-04-28 06:00:00+00:00,5424,2021-04-28 07:00:00+00:00,2021-04-28 08:00:00+00:00,2021,42.0,5417,5419,45.1379,5419,5421,40.65,3.2142857142857175,1,42.4784,0.9984000000000002,5430,2021-04-28 13:00:00+00:00,2021-04-28 14:00:00+00:00,46.5023,46.5802,6,5.861678685897434,0.7242570960600446,1.3665865384615346,5426,2021-04-28 09:00:00+00:00,42.8009,42.8852,41.5494,42.0456,41.5494,42.8852,1.337940705128204,65400,2021-04-29 09:00:00+00:00,2021,1140.0,43.0416,43.0803,42.73,42.9028,0.11618505764336037,46.988
2021-04-28 07:00:00+00:00__L5407__H5419,5424,2021-04-28 07:00:00+00:00,5425,2021-04-28 08:00:00+00:00,2021-04-28 09:00:00+00:00,2021,42.567,5407,5409,45.1379,5419,5421,41.7025,2.030915967768458,1,42.8116,1.0530500000000025,5430,2021-04-28 13:00:00+00:00,2021-04-28 14:00:00+00:00,46.5023,46.5802,5,4.55799819571719,0.7066651348919146,1.295664973173157,5426,2021-04-28 09:00:00+00:00,42.8009,42.8852,41.5494,42.0456,41.5494,42.8852,1.2685057689568358,65400,2021-04-29 09:00:00+00:00,2021,1140.0,43.0416,43.0803,42.73,42.9028,0.11618505764336037,46.988
2021-05-07 04:00:00+00:00__L5585__H5631,5637,2021-05-07 04:00:00+00:00,5639,2021-05-07 06:00:00+00:00,2021-05-07 07:00:00+00:00,2021,42.3507,5585,5587,43.9409,5631,5633,41.465,2.091346778211458,2,42.7088,0.6079000000000008,5648,2021-05-07 15:00:00+00:00,2021-05-07 16:00:00+00:00,45.0171,45.13,9,5.843230794538561,0.5009005490093967,1.7703569666063474,5647,2021-05-07 14:00:00+00:00,43.0787,43.119,42.4127,42.5366,42.4127,43.119,1.1618687284092744,67859,2021-05-07 21:55:00+00:00,2021,355.0,43.3264,43.3353,42.8065,43.092,0.442446552456464,46.2986
2021-05-07 05:00:00+00:00__L5577__H5631,5638,2021-05-07 05:00:00+00:00,5639,2021-05-07 06:00:00+00:00,2021-05-07 07:00:00+00:00,2021,42.2502,5577,5579,43.9409,5631,5633,41.5686,1.6132468011985646,1,42.7088,0.61205,5648,2021-05-07 15:00:00+00:00,2021-05-07 16:00:00+00:00,45.0171,45.13,9,5.634343599379129,0.5009005490093967,1.7583530757291073,5647,2021-05-07 14:00:00+00:00,43.0787,43.119,42.4127,42.5366,42.4127,43.119,1.153990687035371,67859,2021-05-07 21:55:00+00:00,2021,355.0,43.3264,43.3353,42.8065,43.092,0.442446552456464,46.2986
2021-05-12 18:00:00+00:00__L5766__H5768,5771,2021-05-12 18:00:00+00:00,5773,2021-05-12 20:00:00+00:00,2021-05-12 21:00:00+00:00,2021,45.014,5766,5768,48.2,5768,5770,42.689,5.165059759186037,2,45.671,1.1054999999999957,5774,2021-05-12 21:00:00+00:00,2021-05-12 22:00:00+00:00,48.848,48.862,1,5.571234735413861,1.0,0.586160108548167,5771,2021-05-12 18:00:00+00:00,45.348,45.872,43.501,44.587,43.501,45.872,2.144730890999558,69301,2021-05-12 22:05:00+00:00,2021,5.0,48.817,48.852,45.327,45.96,0.22986081822016077,49.201
2021-05-25 11:00:00+00:00__L6070__H6072,6076,2021-05-25 11:00:00+00:00,6078,2021-05-25 13:00:00+00:00,2021-05-25 14:00:00+00:00,2021,27.69,6070,6072,30.168,6072,6074,26.101,5.738533766702789,2,27.846,1.5739999999999998,6087,2021-05-25 22:00:00+00:00,2021-05-25 23:00:00+00:00,30.935,31.346,9,3.071156289707751,0.5790065604498599,0.4872935196950442,6084,2021-05-25 19:00:00+00:00,28.924,29.335,28.18,28.414,28.18,29.335,0.7337992376111825,73072,2021-05-26 00:20:00+00:00,2021,80.0,29.65,29.666,29.281,29.496,0.046753246753248476,31.346
2021-05-26 19:00:00+00:00__L6102__H6105,6108,2021-05-26 19:00:00+00:00,6108,2021-05-26 19:00:00+00:00,2021-05-26 20:00:00+00:00,2021,33.347,6102,6104,35.254,6105,6107,32.724,1.8682340240501534,0,33.568,1.3974999999999973,6111,2021-05-26 22:00:00+00:00,2021-05-26 23:00:00+00:00,35.311,35.435,3,1.8511627906976804,1.0,0.040787119856888925,6108,2021-05-26 19:00:00+00:00,34.324,34.334,32.724,33.568,32.724,34.334,1.1520572450805078,73364,2021-05-27 00:40:00+00:00,2021,100.0,34.737,34.758,34.307,34.622,0.016770186335404294,35.813
2021-06-04 06:00:00+00:00__L6307__H6308,6311,2021-06-04 06:00:00+00:00,6313,2021-06-04 08:00:00+00:00,2021-06-04 09:00:00+00:00,2021,36.901,6307,6309,39.615,6308,6310,34.874,5.493076068399232,2,37.353,1.2449999999999974,6329,2021-06-05 00:00:00+00:00,2021-06-05 01:00:00+00:00,39.778,39.902,16,3.938955823293178,0.23809523809523778,0.13092369477911409,6328,2021-06-04 23:00:00+00:00,38.103,38.336,36.694,37.37,36.694,38.336,1.3188755020080316,76205,2021-06-05 21:25:00+00:00,2021,1225.0,38.552,38.763,37.885,37.911,0.2746650426309389,42.786
2021-06-04 12:00:00+00:00__L6312__H6313,6317,2021-06-04 12:00:00+00:00,6317,2021-06-04 12:00:00+00:00,2021-06-04 13:00:00+00:00,2021,34.874,6312,6314,38.048,6313,6315,34.225,1.8609852612261308,0,36.856,1.378499999999999,6320,2021-06-04 15:00:00+00:00,2021-06-04 16:00:00+00:00,38.131,38.475,3,2.833514689880306,0.585130793942176,0.06021037359448565,6319,2021-06-04 14:00:00+00:00,36.612,36.863,35.506,36.404,35.506,36.863,0.9844033369604646,75938,2021-06-04 23:10:00+00:00,2021,430.0,37.401,37.511,36.694,37.053,0.12453942520265071,39.159
2021-06-05 22:00:00+00:00__L6344__H6348,6351,2021-06-05 22:00:00+00:00,6352,2021-06-05 23:00:00+00:00,2021-06-06 00:00:00+00:00,2021,39.164,6344,6346,40.618,6348,6350,37.769,3.5619446430395336,1,39.658,1.185500000000001,6362,2021-06-06 09:00:00+00:00,2021-06-06 10:00:00+00:00,41.232,41.435,10,2.9211303247574842,0.3290133779264206,0.5179249261914776,6359,2021-06-06 06:00:00+00:00,40.276,40.466,39.505,39.663,39.505,40.466,0.8106284268241228,76371,2021-06-06 11:15:00+00:00,2021,75.0,40.844,40.854,40.423,40.562,0.044745057232049246,41.468
2021-06-08 14:00:00+00:00__L6411__H6412,6415,2021-06-08 14:00:00+00:00,6416,2021-06-08 15:00:00+00:00,2021-06-08 16:00:00+00:00,2021,35.406,6411,6413,37.439,6412,6414,33.55,5.2420493701632545,1,36.659,1.509999999999998,6418,2021-06-08 17:00:00+00:00,2021-06-08 18:00:00+00:00,37.961,37.997,2,2.921192052980137,1.0,0.34569536423841,6415,2021-06-08 14:00:00+00:00,35.807,36.43,34.388,34.876,34.388,36.43,1.3523178807947047,77926,2021-06-11 20:50:00+00:00,2021,4490.0,36.692,36.695,36.249,36.289,0.0886385896180202,44.018
2021-06-13 14:00:00+00:00__L6527__H6531,6535,2021-06-13 14:00:00+00:00,6537,2021-06-13 16:00:00+00:00,2021-06-13 17:00:00+00:00,2021,35.299,6527,6529,36.364,6531,6533,34.708,1.6742683928723225,2,36.014,0.6524999999999999,6538,2021-06-13 17:00:00+00:00,2021-06-13 18:00:00+00:00,36.95,37.247,1,3.4360153256705055,1.0,0.8980842911877482,6535,2021-06-13 14:00:00+00:00,35.471,35.612,34.708,34.8,34.708,35.612,1.3854406130268255,79877,2021-06-18 15:25:00+00:00,2021,7045.0,35.95,35.977,35.6,35.714,0.013274336283186293,41.74
2021-06-16 13:00:00+00:00__L6590__H6600,6606,2021-06-16 13:00:00+00:00,6608,2021-06-16 15:00:00+00:00,2021-06-16 16:00:00+00:00,2021,39.119,6590,6592,39.9,6600,6602,37.48,4.189779902349249,2,39.55,0.6479999999999997,6614,2021-06-16 21:00:00+00:00,2021-06-16 22:00:00+00:00,40.22,40.473,6,4.2283950617284,0.2789342214821005,0.49382716049382785,6613,2021-06-16 20:00:00+00:00,39.498,39.675,39.159,39.295,39.159,39.675,0.796296296296294,79385,2021-06-16 22:25:00+00:00,2021,25.0,39.82,39.91,39.501,39.529,0.33720930232558155,40.473
2021-06-22 14:00:00+00:00__L6730__H6738,6751,2021-06-22 14:00:00+00:00,6753,2021-06-22 16:00:00+00:00,2021-06-22 17:00:00+00:00,2021,27.449,6730,6732,28.771,6738,6740,20.855,24.02273306859995,2,28.026,1.6425,6761,2021-06-23 00:00:00+00:00,2021-06-23 01:00:00+00:00,29.316,29.633,8,5.151293759512937,0.20392032880177033,0.3318112633181115,6760,2021-06-22 23:00:00+00:00,26.978,27.243,25.72,26.956,25.72,27.243,0.9272450532724503,82087,2021-06-26 07:35:00+00:00,2021,4715.0,28.009,28.055,27.201,27.492,0.027577150361128067,32.99
2021-06-30 15:00:00+00:00__L6938__H6941,6944,2021-06-30 15:00:00+00:00,6946,2021-06-30 17:00:00+00:00,2021-06-30 18:00:00+00:00,2021,32.062,6938,6940,33.299,6941,6943,31.543,1.6187386937807948,2,32.621,0.8509999999999991,6947,2021-06-30 18:00:00+00:00,2021-06-30 19:00:00+00:00,33.393,33.418,1,2.1739130434782648,1.0,0.11045828437132937,6945,2021-06-30 16:00:00+00:00,31.918,32.25,31.597,31.8,31.597,32.25,0.7673325499412449,83561,2021-07-01 10:25:00+00:00,2021,925.0,32.328,32.497,32.141,32.483,0.16692189892802753,36.0
2021-06-30 16:00:00+00:00__L6934__H6941,6945,2021-06-30 16:00:00+00:00,6945,2021-06-30 16:00:00+00:00,2021-06-30 17:00:00+00:00,2021,31.78,6934,6936,33.299,6941,6943,31.597,0.5758338577721832,0,31.8,0.8509999999999991,6947,2021-06-30 18:00:00+00:00,2021-06-30 19:00:00+00:00,33.393,33.418,2,2.1104582843713295,1.0,0.11045828437132937,6945,2021-06-30 16:00:00+00:00,31.918,32.25,31.597,31.8,31.597,32.25,0.7673325499412449,83561,2021-07-01 10:25:00+00:00,2021,925.0,32.328,32.497,32.141,32.483,0.16692189892802753,36.0
2021-07-04 03:00:00+00:00__L7023__H7025,7028,2021-07-04 03:00:00+00:00,7029,2021-07-04 04:00:00+00:00,2021-07-04 05:00:00+00:00,2021,33.889,7023,7025,34.563,7025,7027,33.739,0.4426214996016574,1,34.52,0.47850000000000037,7030,2021-07-04 05:00:00+00:00,2021-07-04 06:00:00+00:00,35.023,35.187,1,2.6833855799373145,1.0,0.961337513061652,7028,2021-07-04 03:00:00+00:00,33.932,34.114,33.821,33.821,33.821,34.114,0.612330198537093,84576,2021-07-04 23:00:00+00:00,2021,1020.0,34.258,34.373,34.061,34.342,0.18088737201364302,35.55
2021-07-06 17:00:00+00:00__L7083__H7086,7090,2021-07-06 17:00:00+00:00,7090,2021-07-06 17:00:00+00:00,2021-07-06 18:00:00+00:00,2021,33.31,7083,7085,34.581,7086,7088,33.202,0.3242269588712221,0,33.466,0.5614999999999988,7098,2021-07-07 01:00:00+00:00,2021-07-07 02:00:00+00:00,34.69,34.754,8,2.650044523597512,0.6496815286624209,0.19412288512910933,7094,2021-07-06 21:00:00+00:00,33.51,33.537,33.208,33.368,33.208,33.537,0.585930543187892,85683,2021-07-08 19:15:00+00:00,2021,2475.0,33.632,33.701,33.501,33.701,0.10942249240121975,38.117
2021-07-11 04:00:00+00:00__L7193__H7194,7197,2021-07-11 04:00:00+00:00,7197,2021-07-11 04:00:00+00:00,2021-07-11 05:00:00+00:00,2021,31.544,7193,7195,32.2,7194,7196,31.359,0.5864823738270312,0,31.566,0.4780000000000051,7208,2021-07-11 15:00:00+00:00,2021-07-11 16:00:00+00:00,32.385,32.57,11,2.1464435146443206,0.5083798882681556,0.38702928870291464,7207,2021-07-11 14:00:00+00:00,32.09,32.179,31.931,32.039,31.931,32.179,0.518828451882842,86511,2021-07-11 16:15:00+00:00,2021,15.0,32.226,32.285,32.057,32.119,0.4919354838709651,32.57
2021-07-14 07:00:00+00:00__L7261__H7263,7272,2021-07-14 07:00:00+00:00,7274,2021-07-14 09:00:00+00:00,2021-07-14 10:00:00+00:00,2021,28.8,7261,7263,29.52,7263,7265,27.528,4.416666666666673,2,28.839,0.5440000000000023,7278,2021-07-14 13:00:00+00:00,2021-07-14 14:00:00+00:00,30.419,30.499,4,5.314338235294099,0.9415971394517288,1.6525735294117596,7277,2021-07-14 12:00:00+00:00,28.996,29.108,28.76,28.936,28.76,29.108,0.6397058823529367,87611,2021-07-15 11:55:00+00:00,2021,1315.0,29.206,29.21,29.098,29.133,0.028735632183912622,31.49
