hour_wib,component_rank,character_rule,component_size,component_cells,dev_component_wr_min,dev_component_wr_mean,dev_component_exp_floor,dev_component_exp_mean,test_viable_cells,test_stable_cells,test_viable_fraction,test_positive_net_cells,test_positive_exp_cells,test_median_wr,test_median_exp,test_median_pf,test_max_dd,verdict
3,3,RV_LOW__RANGE_MID,1,LB240/H240,0.6027397260273972,0.6027397260273972,1.0751673914653688,1.0751673914653688,0,0,0.0,0,0,0.3333333333333333,-0.21810503679332663,0.8219286011921251,46.90037714841082,PLATEAU_DEGRADATION_FAIL
4,1,DRIVE_DOWN__STR_B80_100,5,LB120/H240;LB180/H240;LB240/H240;LB180/H360;LB240/H360,0.5571428571428572,0.5799525922659243,2.802867284432801,3.462103464442619,5,2,1.0,5,5,0.6103896103896104,1.9893678000849402,2.70850353551449,51.28259418343706,STABLE_PLATEAU_FROZEN
4,2,EFF_MID__EXT_LOW,1,LB120/H480,0.5982905982905983,0.5982905982905983,1.961016611257173,1.961016611257173,0,0,0.0,1,1,0.42105263157894735,0.21275974767336497,1.1128624021089335,57.63068446190156,PLATEAU_DEGRADATION_FAIL
4,3,RV_LOW__RANGE_MID,1,LB360/H360,0.5540540540540541,0.5540540540540541,0.617234129984762,0.617234129984762,0,0,0.0,1,1,0.36363636363636365,0.3263069610759789,1.2628815831622877,40.12762107759035,PLATEAU_DEGRADATION_FAIL
5,1,DRIVE_DOWN__EFF_HIGH,4,LB180/H240;LB240/H240;LB180/H360;LB180/H480,0.5897435897435898,0.6323983034509351,1.3207629595082009,1.8158091852889904,2,0,0.5,4,4,0.5,0.4171731444582682,1.3166271456962373,67.47852848675643,PARTIAL_PLATEAU_PERSISTENCE
5,2,RV_LOW__RANGE_MID,3,LB240/H240;LB240/H360;LB240/H480,0.7051282051282052,0.7264957264957266,2.668039878570289,3.3587157950576105,0,0,0.0,0,0,0.2830188679245283,-0.9997424853467256,0.3183390985962404,64.00788334001484,PLATEAU_DEGRADATION_FAIL
5,3,EFF_HIGH__RV_LOW,2,LB240/H360;LB240/H480,0.5543478260869565,0.5923913043478262,1.2355710494338756,1.3304068334371548,0,0,0.0,0,0,0.2621951219512195,-1.2176604528737716,0.22166819358082407,112.94798527319738,PLATEAU_DEGRADATION_FAIL
6,1,DRIVE_DOWN__STR_B60_80,3,LB180/H120;LB180/H240;LB180/H360,0.6438356164383562,0.6575342465753424,0.8679696831148854,1.4791440376661562,0,0,0.0,2,2,0.49333333333333335,0.1112468979609938,1.0967129739437267,60.12433742271389,PLATEAU_DEGRADATION_FAIL
6,2,RV_LOW__RANGE_MID,3,LB120/H240;LB120/H360;LB120/H480,0.5540540540540541,0.5720720720720721,1.9915766360963767,2.0684468989042286,0,0,0.0,0,0,0.3902439024390244,-0.852103740988631,0.5611961353134423,73.89143900657274,PLATEAU_DEGRADATION_FAIL
6,3,DRIVE_DOWN__RV_LOW,2,LB180/H240;LB180/H360,0.576271186440678,0.5903954802259888,1.1735893606482215,1.57391469661165,0,0,0.0,0,0,0.43103448275862066,-0.18929941375173945,0.8727291302715434,77.41741467937675,PLATEAU_DEGRADATION_FAIL
7,1,DRIVE_DOWN__STR_B40_60,3,LB240/H240;LB240/H360;LB240/H480,0.5697674418604651,0.6046511627906976,2.6540658963539,3.232121188457937,1,0,0.3333333333333333,1,1,0.4691358024691358,-0.4142078043195177,0.7411543077394847,74.17512224366438,PLATEAU_DEGRADATION_FAIL
7,2,DRIVE_DOWN__STR_B20_40,3,LB360/H240;LB360/H360;LB360/H480,0.5697674418604651,0.5813953488372093,1.5902255341431115,2.1096355850740856,0,0,0.0,0,0,0.4105263157894737,-1.222920285328245,0.4590952882038213,151.98423449216702,PLATEAU_DEGRADATION_FAIL
7,3,DRIVE_DOWN__EFF_MID,3,LB180/H360;LB240/H360;LB180/H480,0.5503355704697986,0.5629001167813374,1.7470956328960925,2.000470578029412,0,0,0.0,0,0,0.43410852713178294,-0.5550704339841394,0.7329738815920125,138.9989366977452,PLATEAU_DEGRADATION_FAIL
8,1,EFF_LOW__RANGE_MID,2,LB360/H120;LB360/H240,0.5588235294117647,0.5882352941176471,1.1595619008336162,1.6289505530435682,0,0,0.0,1,1,0.35,0.0514743257356374,1.1039132517333292,66.78424848051493,PLATEAU_DEGRADATION_FAIL
8,2,RV_MID__RANGE_MID,2,LB360/H240;LB360/H360,0.5563380281690141,0.5633802816901409,1.324803810584203,1.3360695172330184,0,0,0.0,0,0,0.39416058394160586,-1.1559104670171125,0.37795174983241403,189.888934797902,PLATEAU_DEGRADATION_FAIL
8,3,DRIVE_DOWN__STR_B0_20,2,LB240/H240;LB360/H240,0.5555555555555556,0.5626614987080103,1.2912153348404063,1.5491601529615742,0,0,0.0,0,0,0.3777659574468085,-0.6326453233233512,0.6071036819928057,99.21047314790721,PLATEAU_DEGRADATION_FAIL
9,1,EFF_MID__EXT_HIGH,3,LB360/H240;LB360/H360;LB360/H480,0.6025641025641025,0.6111111111111112,1.6802930313342888,2.620348243193907,0,0,0.0,0,0,0.43478260869565216,-0.8666986571025758,0.5220471953911329,126.60222208874616,PLATEAU_DEGRADATION_FAIL
9,2,EFF_MID__RANGE_LOW,1,LB360/H480,0.5625,0.5625,1.5856178264903054,1.5856178264903054,0,0,0.0,0,0,0.3865546218487395,-1.4691360243464413,0.5004025739724565,202.68089819455062,PLATEAU_DEGRADATION_FAIL
9,3,DRIVE_DOWN__STR_B80_100,1,LB360/H120,0.6236559139784946,0.6236559139784946,2.222724796438481,2.222724796438481,0,0,0.0,0,0,0.4507042253521127,-0.1989304433532248,0.7952842349838332,39.55878132960884,PLATEAU_DEGRADATION_FAIL
10,1,DRIVE_UP__RV_HIGH,5,LB180/H240;LB120/H360;LB180/H360;LB60/H480;LB120/H480,0.5636363636363636,0.6146463026414911,1.4550755120494108,2.6550334960005526,0,0,0.0,1,1,0.40476190476190477,-0.5725994108226411,0.680095901805595,192.0835864266222,PLATEAU_DEGRADATION_FAIL
10,2,EFF_LOW__RV_HIGH,2,LB60/H240;LB60/H360,0.5833333333333334,0.5972222222222223,1.0508899788848602,1.4793275404043,0,0,0.0,0,0,0.31081081081081086,-1.1140863506864727,0.3923316704687332,155.5381928371184,PLATEAU_DEGRADATION_FAIL
10,3,DRIVE_UP__STR_B60_80,2,LB60/H480;LB120/H480,0.5662650602409639,0.5908248378127896,2.08094781048385,2.361308738383104,0,0,0.0,1,1,0.42160278745644597,0.17642759477834938,1.1248752747333888,82.6345552449047,PLATEAU_DEGRADATION_FAIL
11,1,DRIVE_UP__RANGE_HIGH,7,LB240/H120;LB360/H120;LB360/H240;LB240/H360;LB360/H360;LB240/H480;LB360/H480,0.5655737704918032,0.602720230589083,1.0359934560519184,2.3212412536103897,0,0,0.0,2,2,0.42857142857142855,-0.20198158381658785,0.8986612250278627,193.035287644491,PLATEAU_DEGRADATION_FAIL
11,2,DRIVE_UP__STR_B80_100,4,LB240/H360;LB360/H360;LB240/H480;LB360/H480,0.5675675675675675,0.6399247348614436,2.271914433283804,3.344123501094864,1,0,0.25,4,4,0.49554145588613563,0.42406144182099487,1.2529384689431113,67.9505712400152,PLATEAU_DEGRADATION_FAIL
11,3,DRIVE_UP__RV_HIGH,3,LB240/H360;LB240/H480;LB360/H480,0.5504587155963303,0.6062841038556095,2.619840901724961,2.9833560083582307,0,0,0.0,1,1,0.43902439024390244,-0.04498082660458853,0.9796482726040437,115.4098040440395,PLATEAU_DEGRADATION_FAIL
12,1,DRIVE_UP__STR_B80_100,5,LB180/H360;LB240/H360;LB360/H360;LB180/H480;LB360/H480,0.6233766233766234,0.6470219435736677,0.9775053098915188,1.8719825995905224,1,0,0.2,5,5,0.46226415094339623,0.2297035650238586,1.1205978058425272,74.63704147893176,PLATEAU_DEGRADATION_FAIL
12,2,DRIVE_UP__RV_HIGH,3,LB360/H240;LB240/H360;LB360/H360,0.5714285714285714,0.6327380952380953,1.2916753620132897,1.5903104091866151,0,0,0.0,2,2,0.453551912568306,0.08353700613458288,1.0417577016342574,128.82145277876083,PLATEAU_DEGRADATION_FAIL
12,3,DRIVE_UP__EXT_HIGH,3,LB120/H360;LB180/H360;LB120/H480,0.5823529411764706,0.6045343137254903,1.205405876694788,1.655346289495778,1,0,0.3333333333333333,1,1,0.4375,-0.05699936288190567,0.9676449481586112,157.39941363577864,PLATEAU_DEGRADATION_FAIL
13,1,DRIVE_UP__STR_B60_80,8,LB120/H240;LB180/H240;LB60/H360;LB120/H360;LB180/H360;LB60/H480;LB120/H480;LB180/H480,0.5925925925925926,0.6524386107719441,1.2723515611397394,2.103787241691097,1,0,0.125,5,5,0.42422169004447485,0.38289108279591966,1.17910638648311,172.85712480130303,PLATEAU_DEGRADATION_FAIL
13,2,DRIVE_UP__RANGE_MID,7,LB180/H240;LB60/H360;LB120/H360;LB180/H360;LB240/H360;LB60/H480;LB120/H480,0.5555555555555556,0.5860034474625213,0.5706464718212659,1.178693872466397,0,0,0.0,1,1,0.4,-0.21631399540802354,0.8830941616720395,161.92068119466387,PLATEAU_DEGRADATION_FAIL
13,3,EFF_MID__RV_HIGH,7,LB120/H120;LB180/H120;LB180/H240;LB120/H360;LB180/H360;LB120/H480;LB180/H480,0.5694444444444444,0.6150793650793652,0.8570655202302829,2.9769531112404417,0,0,0.0,1,1,0.3978494623655914,-0.48664235819788604,0.7688505057270947,97.92990858173752,PLATEAU_DEGRADATION_FAIL
14,1,EFF_HIGH__RANGE_MID,4,LB120/H240;LB60/H360;LB120/H360;LB180/H360,0.5698924731182796,0.5858353116417633,1.0662476231012468,1.1737719980041512,0,0,0.0,0,0,0.36923076923076925,-0.8531947435507423,0.5543863200141488,111.12255347688546,PLATEAU_DEGRADATION_FAIL
14,2,EFF_HIGH__RV_LOW,3,LB60/H360;LB120/H360;LB60/H480,0.5700934579439252,0.6012815066553384,0.7988200389647345,1.270387397522266,0,0,0.0,1,1,0.4036697247706422,-0.20563962919634166,0.9058931815247431,126.32742815462295,PLATEAU_DEGRADATION_FAIL
14,3,RV_LOW__RANGE_MID,3,LB60/H240;LB60/H360;LB60/H480,0.5921052631578947,0.6403508771929824,0.5158191954565844,1.3578828750484917,0,0,0.0,1,1,0.45901639344262296,-0.95771616354554,0.5731199813383371,98.36786626747912,PLATEAU_DEGRADATION_FAIL
15,1,EFF_LOW__RV_HIGH,3,LB180/H240;LB180/H360;LB240/H360,0.581081081081081,0.602969166349448,1.4447986913975988,2.6977096491185684,0,0,0.0,2,2,0.39622641509433965,0.01893853030040381,1.0097183805056724,123.16952118302143,PLATEAU_DEGRADATION_FAIL
15,2,RV_MID__RANGE_HIGH,2,LB240/H120;LB240/H240,0.5753424657534246,0.5890410958904109,1.0725477909726249,1.183721588091891,0,0,0.0,0,0,0.35384615384615387,-1.4569756136891308,0.33014345019378977,129.69205065024894,PLATEAU_DEGRADATION_FAIL
15,3,EFF_LOW__RANGE_MID,2,LB240/H240;LB240/H360,0.575,0.575,2.1539762162311216,2.982327802548167,0,0,0.0,0,0,0.32352941176470584,-0.7716784844179627,0.6924176274599052,133.85971545856452,PLATEAU_DEGRADATION_FAIL
16,1,EFF_LOW__RV_MID,4,LB180/H120;LB120/H240;LB180/H240;LB120/H360,0.5633802816901409,0.6120274277242402,1.047259034409997,1.9146492453392685,0,0,0.0,0,0,0.33793300342596116,-1.3369738799242201,0.40964622439001663,131.34534395113045,PLATEAU_DEGRADATION_FAIL
16,2,EFF_LOW__RANGE_MID,4,LB360/H120;LB360/H240;LB360/H360;LB360/H480,0.5571428571428572,0.5964285714285715,1.634058304409315,2.662822446875867,0,0,0.0,0,0,0.30198019801980197,-2.1358356472001243,0.2768395753471182,257.3023982510363,PLATEAU_DEGRADATION_FAIL
16,3,RV_MID__RANGE_LOW,3,LB60/H120;LB60/H240;LB60/H360,0.5909090909090909,0.6212121212121212,0.9595900940384976,1.7722319892113203,0,0,0.0,0,0,0.36363636363636365,-0.6858576323574671,0.506925705853994,56.22324399907889,PLATEAU_DEGRADATION_FAIL
17,1,DRIVE_UP__EXT_LOW,3,LB360/H240;LB360/H360;LB360/H480,0.5555555555555556,0.5604938271604939,2.342596504408934,2.914582067696958,0,0,0.0,0,0,0.3951612903225806,-0.46179233264087677,0.8384042048404674,198.66138127661512,PLATEAU_DEGRADATION_FAIL
17,2,EFF_LOW__EXT_MID,2,LB120/H360;LB120/H480,0.5662650602409639,0.5783132530120483,2.791079968272243,3.1990820320526177,0,0,0.0,0,0,0.3333333333333333,-0.8437775276397299,0.7290289482663164,137.76313346685976,PLATEAU_DEGRADATION_FAIL
17,3,EFF_LOW__RANGE_HIGH,2,LB120/H120;LB120/H240,0.55,0.575,1.899786017102426,3.6969809700000447,0,0,0.0,0,0,0.33653846153846156,-1.5160095161276086,0.2882727443648304,114.6177290262403,PLATEAU_DEGRADATION_FAIL
18,1,DRIVE_DOWN__STR_B80_100,4,LB60/H120;LB120/H120;LB60/H240;LB120/H240,0.575,0.5880142405063291,1.371327717296505,2.079510980274928,0,0,0.0,0,0,0.3957016434892541,-0.9208299019656915,0.6034782722173709,251.09365022980745,PLATEAU_DEGRADATION_FAIL
18,2,DRIVE_DOWN__EXT_HIGH,3,LB120/H120;LB120/H240;LB180/H240,0.5555555555555556,0.5633364456893869,1.022917930986773,1.4282639964427404,0,0,0.0,0,0,0.4117647058823529,-0.4873286656804321,0.7351396512142846,171.4612473277736,PLATEAU_DEGRADATION_FAIL
18,3,RV_HIGH__RANGE_MID,2,LB360/H360;LB360/H480,0.5901639344262295,0.6065573770491803,1.2548634545134392,2.08746287542722,0,0,0.0,0,0,0.4042553191489362,-0.23377732920705108,0.9351958881491717,120.88909067162248,PLATEAU_DEGRADATION_FAIL
19,1,RV_LOW__RANGE_MID,3,LB60/H240;LB60/H360;LB60/H480,0.5657894736842105,0.5745614035087719,2.909255240684532,3.3087621808123724,1,0,0.3333333333333333,3,3,0.5084745762711864,0.9688339650791156,1.5229041255549776,64.25399788037575,PLATEAU_DEGRADATION_FAIL
19,2,DRIVE_DOWN__STR_B60_80,3,LB60/H240;LB60/H360;LB60/H480,0.5573770491803278,0.5846994535519126,1.5387660239640597,2.177433608974735,0,0,0.0,0,0,0.3375,-1.8052580284915691,0.5397710487080374,167.85185420572887,PLATEAU_DEGRADATION_FAIL
19,3,DRIVE_DOWN__STR_B80_100,2,LB120/H120;LB120/H240,0.5692307692307692,0.5923076923076923,2.6090961952816265,2.614766482348262,0,0,0.0,0,0,0.36868686868686873,-1.0958728639733457,0.5533709129314253,175.40133766761812,PLATEAU_DEGRADATION_FAIL
20,1,DRIVE_DOWN__RANGE_HIGH,5,LB60/H120;LB120/H120;LB180/H120;LB240/H120;LB120/H240,0.5818181818181818,0.6010294746868695,2.652944458197829,3.2907431866871293,0,0,0.0,0,0,0.34838709677419355,-1.8208970704525669,0.34619282938996754,427.58016758545614,PLATEAU_DEGRADATION_FAIL
20,2,DRIVE_DOWN__STR_B80_100,5,LB60/H120;LB120/H120;LB180/H120;LB240/H120;LB60/H240,0.5606060606060606,0.6070492619163004,2.0224651494730304,3.62442040040548,0,0,0.0,0,0,0.3333333333333333,-1.5468285040557537,0.38807835518564693,197.1026838300483,PLATEAU_DEGRADATION_FAIL
20,3,DRIVE_DOWN__RV_HIGH,5,LB60/H120;LB120/H120;LB180/H120;LB240/H120;LB120/H240,0.5957446808510638,0.6045127648020685,2.842300121224722,3.474374309002596,0,0,0.0,0,0,0.3614457831325301,-1.4295522705602655,0.45366885256462325,396.28454566343987,PLATEAU_DEGRADATION_FAIL
21,1,DRIVE_UP__STR_B60_80,1,LB60/H480,0.5555555555555556,0.5555555555555556,3.472131861254047,3.472131861254047,0,0,0.0,0,0,0.39705882352941174,-0.9468712028351848,0.7553760027648446,74.64720627113131,PLATEAU_DEGRADATION_FAIL
21,2,DRIVE_UP__RANGE_MID,1,LB60/H480,0.5528455284552846,0.5528455284552846,2.049894222409758,2.049894222409758,0,0,0.0,0,0,0.4028776978417266,-1.66836158741328,0.5909696084504931,342.96342700191803,PLATEAU_DEGRADATION_FAIL
21,3,DRIVE_UP__STR_B20_40,1,LB60/H480,0.573170731707317,0.573170731707317,3.1200925890468443,3.1200925890468443,0,0,0.0,0,0,0.35714285714285715,-1.3492187067606372,0.5918811742361513,121.48236066311127,PLATEAU_DEGRADATION_FAIL
22,1,DRIVE_UP__EFF_HIGH,3,LB360/H360;LB240/H480;LB360/H480,0.5882352941176471,0.5930110086713126,3.5929952801957405,4.177847617941317,0,0,0.0,0,0,0.4375,-1.1343601576901345,0.7211760530523598,366.64152429644804,PLATEAU_DEGRADATION_FAIL
22,2,EFF_HIGH__RANGE_MID,3,LB240/H240;LB240/H360;LB240/H480,0.5714285714285714,0.5787545787545788,2.472748529552785,3.69877023534065,0,0,0.0,0,0,0.34177215189873417,-1.853790347551443,0.4515895281334744,152.16103579770743,PLATEAU_DEGRADATION_FAIL
22,3,RV_HIGH__RANGE_MID,2,LB360/H360;LB360/H480,0.6031746031746031,0.6111111111111112,2.876761145241484,2.9389770539290963,0,0,0.0,0,0,0.30158730158730157,-1.6524792077372112,0.5063826133285747,143.21189612283663,PLATEAU_DEGRADATION_FAIL
23,1,DRIVE_UP__RV_MID,3,LB120/H240;LB120/H360;LB120/H480,0.6237623762376238,0.6435643564356436,1.808425825046772,2.189287793698632,0,0,0.0,0,0,0.36363636363636365,-0.6418559481360077,0.7514631684417448,123.57129995896855,PLATEAU_DEGRADATION_FAIL
23,2,DRIVE_UP__STR_B40_60,3,LB60/H240;LB60/H360;LB60/H480,0.5568181818181818,0.5795454545454546,1.4512892834375029,1.7624505284150302,0,0,0.0,0,0,0.44594594594594594,-0.646571956026962,0.7714485604889116,147.11879396932937,PLATEAU_DEGRADATION_FAIL
23,3,DRIVE_UP__RANGE_MID,2,LB180/H480;LB240/H480,0.6052631578947368,0.6075096277278562,0.9495964395438858,1.3292432695196434,0,0,0.0,0,0,0.31970190964136,-1.8959348074156392,0.5350796870389545,336.44853399927973,PLATEAU_DEGRADATION_FAIL
