role,partition,dev_block,execution_start,H,L,R,parent_entry_ts,parent_exit_ts,parent_pnl,parent_pnl_5bps,signal_ts,confirm_ts,reentry_ts,reentry_price,reentry_R,exit_ts,exit_price,exit_reason,floor_close_ts,recovery_pnl,recovery_pnl_5bps,combined_episode_pnl,combined_episode_pnl_5bps,rescued,rescued_5bps,ref_width_pct,parent_mfe_R,parent_mae_R,parent_hold_min,exit_to_signal_min,signal_to_confirm_min,confirm_to_e20_min,confirm_close_R,confirm_body_R,running_mfe_R_to_confirm,running_mae_R_to_confirm,preconfirm_30m_return_R,preexit_60m_return_R,preexit_60m_range_R,preentry_30m_return_R,preentry_30m_range_R,preentry_60m_return_R,preentry_60m_range_R,last_completed_close_R_before_e20,stress_outcome,raw_outcome
CENTRAL,development,2,2023-04-25 15:00:00+00:00,21.163,20.726,0.43700000000000117,2023-04-25 17:55:00+00:00,2023-04-25 18:05:00+00:00,-1.1576808581014175,-1.4076808581014175,2023-04-25 18:15:00+00:00,2023-04-25 18:25:00+00:00,2023-04-25 18:35:00+00:00,21.2504,0.2,2023-04-25 18:45:00+00:00,21.142,E10_FLOOR,2023-04-25 18:40:00+00:00,-2.5505402251251863,-2.8005402251251867,-3.708221083226604,-4.208221083226604,False,False,0.020649246326135292,0.23798627002288084,0.19908466819221857,10.0,10.0,10.0,10.0,0.12814645308924666,0.08924485125858438,0.27231121281464404,0.11212814645308777,0.0503432494279221,0.3569794050343294,1.0,0.18077803203660608,0.3844393592677318,0.5194508009153311,0.8901601830663577,0.12356979405033948,FAIL,FAIL
CENTRAL,development,3,2023-08-12 15:00:00+00:00,24.636,24.46,0.17599999999999838,2023-08-12 15:00:00+00:00,2023-08-12 15:45:00+00:00,-0.04059100503328583,-0.29059100503328583,2023-08-12 16:00:00+00:00,2023-08-12 16:10:00+00:00,2023-08-12 16:15:00+00:00,24.6712,0.2,2023-08-12 16:20:00+00:00,24.7064,TARGET,,0.7133824053957571,0.46338240539575715,0.6727914003624713,0.17279140036247131,True,True,0.007144016885858028,0.3806818181818227,0.2727272727272654,45.0,15.0,10.0,5.0,0.14204545454546796,-0.05681818181817104,0.30681818181819626,0.2727272727272654,0.14772727272727296,0.18750000000000883,0.8352272727272717,0.2727272727272856,0.5795454545454617,-0.0340909090909107,0.653409090909088,0.14204545454546796,WIN,WIN
CENTRAL,development,4,2024-02-06 15:00:00+00:00,96.29,93.116,3.1740000000000066,2024-02-06 18:50:00+00:00,2024-02-06 19:05:00+00:00,-0.7425485512514429,-0.9925485512514429,2024-02-06 19:20:00+00:00,2024-02-06 19:30:00+00:00,2024-02-06 19:35:00+00:00,96.9248,0.2,2024-02-06 19:55:00+00:00,97.5596,TARGET,,3.2747036878074676,3.0247036878074676,2.5321551365560246,2.0321551365560246,True,True,0.03296292449890961,0.09766855702583095,0.10396975425331186,15.0,15.0,10.0,5.0,0.2233774417139217,0.061436672967861615,0.3112791430371763,0.06773787019533804,0.2712665406427184,0.07466918714555586,0.40894770006300724,0.2668557025834885,0.3790170132325143,0.44013862633900075,0.6225582860743526,0.2233774417139217,WIN,WIN
CENTRAL,development,4,2024-02-07 15:00:00+00:00,96.201,94.56,1.6409999999999911,2024-02-07 15:25:00+00:00,2024-02-07 15:50:00+00:00,-0.2130954979677746,-0.4630954979677746,2024-02-07 15:55:00+00:00,2024-02-07 16:05:00+00:00,2024-02-07 16:10:00+00:00,96.52919999999999,0.2,2024-02-07 16:25:00+00:00,96.296,E10_FLOOR,2024-02-07 16:20:00+00:00,-1.207924648707226,-1.457924648707226,-1.4210201466750005,-1.9210201466750005,False,False,0.017058034739763528,0.2931139549055523,0.21328458257160038,25.0,5.0,10.0,5.0,0.3625837903717345,0.2230347349177341,0.398537477148089,0.09201706276660394,0.3272394881170073,0.3443022547227305,0.9006703229738066,0.2827544180377912,0.490554539914693,0.7672151127361408,0.9134673979281033,0.3625837903717345,FAIL,FAIL
CENTRAL,development,4,2024-02-26 15:00:00+00:00,104.15,100.35,3.8000000000000114,2024-02-26 15:25:00+00:00,2024-02-26 15:45:00+00:00,-1.4882381180988946,-1.7382381180988946,2024-02-26 15:55:00+00:00,2024-02-26 16:05:00+00:00,2024-02-26 16:10:00+00:00,104.91000000000001,0.2,2024-02-26 16:15:00+00:00,105.67000000000002,TARGET,,3.622152321037131,3.372152321037131,2.1339142029382363,1.6339142029382363,True,True,0.03648583773403755,0.1613157894736836,0.19105263157894656,20.0,10.0,10.0,5.0,0.39394736842105144,0.12210526315789401,0.394736842105262,0.19105263157894656,0.3655263157894752,0.09552631578947328,0.532631578947367,0.4752631578947385,0.5857894736842085,0.6042105263157894,0.6255263157894744,0.39394736842105144,WIN,WIN
CENTRAL,development,4,2024-03-14 15:00:00+00:00,174.599,164.55,10.048999999999978,2024-03-14 23:10:00+00:00,2024-03-14 23:20:00+00:00,-0.7474269612082196,-0.9974269612082196,2024-03-14 23:25:00+00:00,2024-03-14 23:35:00+00:00,2024-03-14 23:40:00+00:00,176.60879999999997,0.2,2024-03-14 23:45:00+00:00,178.6186,TARGET,,5.6899769433913505,5.4399769433913505,4.942549982183131,4.442549982183131,True,True,0.057554739717867676,0.1025972733605342,0.11722559458652601,10.0,5.0,10.0,5.0,0.16210568215743085,0.08936212558463509,0.19076525027365965,0.051646930042788156,0.22022091750423198,0.16588715295054285,0.3501840979201924,0.1198129167081312,0.30799084486018563,0.34411384217335117,0.39814906955916146,0.16210568215743085,WIN,WIN
CENTRAL,development,4,2024-05-30 15:00:00+00:00,169.791,164.708,5.082999999999998,2024-05-30 16:45:00+00:00,2024-05-30 17:10:00+00:00,-0.4770570878315228,-0.7270570878315228,2024-05-30 17:15:00+00:00,2024-05-30 17:25:00+00:00,2024-05-30 17:30:00+00:00,170.8076,0.2,2024-05-30 17:35:00+00:00,171.8242,TARGET,,2.9758629007139437,2.7258629007139437,2.498805812882421,1.9988058128824209,True,True,0.029936804659846508,0.0485933503836345,0.13732048003147898,25.0,5.0,10.0,5.0,0.27877237851662445,0.017115876450912674,0.3165453472358862,0.058036592563444345,0.25791855203620057,0.32402124729490855,0.3615974818020899,0.2748376942750328,0.41255164273067263,0.415896124336023,0.5183946488294354,0.27877237851662445,WIN,WIN
CENTRAL,development,5,2024-08-21 15:00:00+00:00,142.42,138.689,3.7309999999999945,2024-08-21 18:20:00+00:00,2024-08-21 18:40:00+00:00,-0.48097177362732557,-0.7309717736273256,2024-08-21 18:55:00+00:00,2024-08-21 19:05:00+00:00,2024-08-21 19:10:00+00:00,143.16619999999998,0.2,2024-08-21 19:20:00+00:00,142.385,E10_FLOOR,2024-08-21 19:15:00+00:00,-2.7282976009699866,-2.978297600969987,-3.209269374597312,-3.7092693745973127,False,False,0.026197163319758424,0.1554543017957688,0.1500938086303872,20.0,15.0,10.0,5.0,0.19512195121951478,0.18064861967301196,0.19914232109354718,0.1500938086303872,0.23210935406057,0.08844813722862852,0.5065666041275768,0.308496381667109,0.34923612972393436,0.3811310640578931,0.4283034039131642,0.19512195121951478,FAIL,FAIL
CENTRAL,development,5,2024-09-19 15:00:00+00:00,141.922,138.207,3.7150000000000034,2024-09-19 15:15:00+00:00,2024-09-19 15:35:00+00:00,-0.4051521258155999,-0.6551521258155999,2024-09-19 15:40:00+00:00,2024-09-19 15:50:00+00:00,2024-09-19 15:55:00+00:00,142.665,0.2,2024-09-19 16:05:00+00:00,143.408,TARGET,,2.6040023832053505,2.3540023832053505,2.1988502573897506,1.6988502573897506,True,True,0.026176350389650677,0.07213997308209971,0.11332436069986322,20.0,5.0,10.0,5.0,0.24387617765814404,0.020995962314940213,0.2834454912516814,0.035800807537014714,0.2379542395693173,0.08398384925975319,0.4131897711978453,0.2320323014804829,0.3418573351278548,0.5458950201884225,0.6244952893674269,0.24387617765814404,WIN,WIN
CENTRAL,development,5,2024-10-04 15:00:00+00:00,142.598,138.042,4.556000000000012,2024-10-04 16:20:00+00:00,2024-10-04 18:05:00+00:00,-0.11570989775455676,-0.36570989775455676,2024-10-04 18:15:00+00:00,2024-10-04 18:25:00+00:00,2024-10-04 18:35:00+00:00,143.50920000000002,0.2,2024-10-04 19:00:00+00:00,144.42040000000003,TARGET,,3.1747093566126816,2.9247093566126816,3.058999458858125,2.558999458858125,True,True,0.031949957222401515,0.38718173836698355,0.07638279192274194,105.0,10.0,10.0,10.0,0.12510974539069178,0.024582967515363145,0.13915715539946982,0.07638279192274194,0.09130816505706667,-0.23331870061457724,0.38191395961369723,0.14091308165056943,0.27326602282704154,0.15013169446883137,0.27326602282704154,0.17515364354696475,WIN,WIN
CENTRAL,development,5,2024-10-23 15:00:00+00:00,169.5,164.1,5.400000000000006,2024-10-23 18:45:00+00:00,2024-10-23 19:15:00+00:00,-1.3274336283185528,-1.5774336283185528,2024-10-23 19:20:00+00:00,2024-10-23 19:30:00+00:00,2024-10-23 19:35:00+00:00,170.58,0.2,2024-10-23 19:40:00+00:00,171.66,TARGET,,3.1656700668307725,2.9156700668307725,1.8382364385122196,1.3382364385122196,True,True,0.03185840707964605,0.34259259259259117,0.1277777777777772,30.0,5.0,10.0,5.0,0.17407407407407346,-0.01666666666666728,0.2648148148148158,0.1166666666666657,-0.13888888888888876,0.7129629629629611,1.068518518518514,0.12962962962962737,0.4314814814814781,0.4537037037037011,0.7555555555555518,0.17407407407407346,WIN,WIN
CENTRAL,development,5,2024-11-28 15:00:00+00:00,238.9,234.03,4.8700000000000045,2024-11-29 02:05:00+00:00,2024-11-29 02:20:00+00:00,-0.6278777731268392,-0.8778777731268392,2024-11-29 02:25:00+00:00,2024-11-29 02:35:00+00:00,2024-11-29 02:40:00+00:00,239.874,0.2,2024-11-29 02:45:00+00:00,240.848,TARGET,,2.0302325387495657,1.7802325387495657,1.4023547656227264,0.9023547656227264,True,True,0.02038509836751781,0.11909650924024302,0.13141683778234378,15.0,5.0,10.0,5.0,0.31416837782340856,0.10061601642710649,0.3264887063655035,0.07392197125256947,0.35318275154004053,0.3305954825461979,0.585215605749485,0.225872689938397,0.45790554414784723,0.6427104722792593,0.7556468172484606,0.31416837782340856,WIN,WIN
CENTRAL,development,5,2024-12-30 15:00:00+00:00,194.77,187.14,7.630000000000024,2024-12-30 19:00:00+00:00,2024-12-30 19:20:00+00:00,-0.3080556553884395,-0.5580556553884395,2024-12-30 19:35:00+00:00,2024-12-30 19:45:00+00:00,2024-12-30 20:00:00+00:00,196.29600000000002,0.2,2024-12-30 20:30:00+00:00,195.46,E10_FLOOR,2024-12-30 20:25:00+00:00,-2.129437176508986,-2.3794371765089863,-2.4374928318974254,-2.937492831897426,False,False,0.03917441084355919,0.07994757536041722,0.07339449541284411,20.0,15.0,10.0,15.0,0.13368283093053454,0.03800786369593593,0.17431192660550196,0.061598951507208045,0.1480996068152021,0.16775884665792884,0.2948885976408903,0.11402359108781152,0.2437745740498007,0.1795543905635649,0.260812581913496,0.17562254259501955,FAIL,FAIL
CENTRAL,external,,2020-09-21 15:00:00+00:00,2.7324,2.4576,0.2748000000000004,2020-09-21 18:10:00+00:00,2020-09-21 18:40:00+00:00,-0.27448397013613013,-0.5244839701361301,2020-09-21 18:50:00+00:00,2020-09-21 19:00:00+00:00,2020-09-21 19:05:00+00:00,2.78736,0.2,2020-09-21 20:10:00+00:00,2.8423200000000004,TARGET,,9.85879111417265,9.608791114172648,9.58430714403652,9.084307144036519,True,True,0.10057092665788331,0.09425036390101892,0.02729257641921497,30.0,10.0,10.0,5.0,0.24999999999999878,0.09679767103347779,0.25254730713245926,0.02729257641921497,0.2416302765647733,0.05494905385735033,0.19359534206695883,0.25982532751091714,0.2798398835516743,0.2583697234352243,0.2922125181950515,0.24999999999999878,WIN,WIN
CENTRAL,external,,2020-11-21 15:00:00+00:00,2.3609,2.14,0.22089999999999987,2020-11-21 15:05:00+00:00,2020-11-21 15:25:00+00:00,-2.668473887076972,-2.9184738870769724,2020-11-21 15:30:00+00:00,2020-11-21 15:40:00+00:00,2020-11-21 15:45:00+00:00,2.40508,0.2,2020-11-21 15:55:00+00:00,2.374,E10_FLOOR,2020-11-21 15:50:00+00:00,-6.461323531857522,-6.711323531857522,-9.129797418934494,-9.629797418934494,False,False,0.09356601296115882,0.23223177908555875,0.1833408782254424,20.0,5.0,10.0,5.0,0.12177455862381141,0.08963331824354935,0.14984155726573178,0.06518786781349116,-0.06428248076052612,0.4721593481213214,0.7161611588954278,-0.06699864191942126,0.3064735174287004,0.237664101403349,0.4368492530556807,0.12177455862381141,FAIL,FAIL
CENTRAL,external,,2021-01-16 15:00:00+00:00,3.5683,3.1236,0.44469999999999965,2021-01-16 17:50:00+00:00,2021-01-17 02:55:00+00:00,-4.4979401956113385,-4.7479401956113385,2021-01-17 03:20:00+00:00,2021-01-17 03:30:00+00:00,2021-01-17 03:35:00+00:00,3.65724,0.2,2021-01-17 03:45:00+00:00,3.5867,E10_FLOOR,2021-01-17 03:40:00+00:00,-9.643884459319018,-9.893884459319018,-14.141824654930357,-14.641824654930357,False,False,0.12462517165036563,0.3314594108387684,0.6478524848212284,545.0,25.0,10.0,5.0,0.21182819878569903,0.06768608050371046,0.2651225545311451,0.14189341128850907,0.3330335057342029,0.06296379581740509,0.1598830672363401,0.3332583764335512,0.4007195862379133,0.3190915223746351,0.40701596581965416,0.21182819878569903,FAIL,FAIL
CENTRAL,external,,2021-02-01 15:00:00+00:00,4.409,4.1463,0.2626999999999997,2021-02-01 18:05:00+00:00,2021-02-01 22:55:00+00:00,-0.06804264005438876,-0.31804264005438876,2021-02-01 23:05:00+00:00,2021-02-01 23:15:00+00:00,2021-02-01 23:20:00+00:00,4.461539999999999,0.2,2021-02-01 23:25:00+00:00,4.51408,TARGET,,5.8881014178960855,5.6381014178960855,5.820058777841696,5.320058777841696,True,True,0.05958267180766608,0.3486867148839005,0.14312904453749317,290.0,10.0,10.0,5.0,0.2683669585078039,0.16292348686714797,0.2752188808526849,0.01370384468975869,0.2615150361629229,-0.11191473163304112,0.13170917396269594,0.2721735820327352,0.28892272554244364,0.19109250095165703,0.28892272554244364,0.2683669585078039,WIN,WIN
CENTRAL,external,,2021-02-10 15:00:00+00:00,8.4551,7.2879,1.1672000000000002,2021-02-10 20:05:00+00:00,2021-02-10 20:35:00+00:00,-0.4612600678879919,-0.7112600678879919,2021-02-10 20:45:00+00:00,2021-02-10 20:55:00+00:00,2021-02-10 21:00:00+00:00,8.68854,0.2,2021-02-10 22:20:00+00:00,8.92198,TARGET,,13.43378749479196,13.183787494791959,12.97252742690397,12.472527426903968,True,True,0.13804685929202495,0.1936257710760802,0.10083961617546199,30.0,10.0,10.0,5.0,0.29249485949280335,0.06922549691569566,0.3599211788896501,0.026130911583276187,0.2560829335161066,0.21444482522275468,0.4096127484578489,0.29952021932830747,0.3860520904729263,0.394362577107608,0.4708704592186427,0.29249485949280335,WIN,WIN
CENTRAL,external,,2021-04-04 15:00:00+00:00,25.0326,23.3189,1.7136999999999993,2021-04-04 16:00:00+00:00,2021-04-04 16:10:00+00:00,-0.8628748112460838,-1.1128748112460838,2021-04-04 16:25:00+00:00,2021-04-04 16:35:00+00:00,2021-04-04 16:40:00+00:00,25.375339999999998,0.2,2021-04-04 17:10:00+00:00,25.1121,E10_FLOOR,2021-04-04 17:05:00+00:00,-5.186925574199142,-5.436925574199142,-6.049800385445225,-6.549800385445225,False,False,0.0684587298163195,0.09768337515317776,0.19980159887961602,10.0,15.0,10.0,5.0,0.18492151485090771,-0.06261305946198413,0.3194841570870066,0.13572970765011264,0.21298943805800233,0.11303028534749363,0.39738577347260384,0.284763961020015,0.4552138647371192,0.4357822255937449,0.5915854583649436,0.18492151485090771,FAIL,FAIL
CENTRAL,external,,2021-04-18 15:00:00+00:00,27.7968,24.9075,2.889300000000002,2021-04-18 15:30:00+00:00,2021-04-18 15:40:00+00:00,-11.470744833937784,-11.720744833937784,2021-04-18 15:50:00+00:00,2021-04-18 16:00:00+00:00,2021-04-18 16:05:00+00:00,28.374660000000002,0.2,2021-04-18 16:10:00+00:00,28.0563,E10_FLOOR_ENTRY_BAR,2021-04-18 16:05:00+00:00,-5.609935061776983,-5.859935061776983,-17.080679895714766,-17.580679895714766,False,False,0.10394361940942849,0.02010867684214154,0.23351676876752187,10.0,10.0,10.0,5.0,0.15941577544733987,0.04644723635482635,0.22275291593119398,0.23351676876752187,0.14436022566019488,0.18983836915515753,0.3813034298965148,0.3791229709618249,0.45626968469871587,0.4018966531685875,0.5592704115183604,0.15941577544733987,FAIL,FAIL
CENTRAL,external,,2021-05-20 15:00:00+00:00,45.001,39.334,5.6669999999999945,2021-05-20 15:10:00+00:00,2021-05-20 15:20:00+00:00,-0.9666451856624736,-1.2166451856624736,2021-05-20 15:40:00+00:00,2021-05-20 15:50:00+00:00,2021-05-20 15:55:00+00:00,46.1344,0.2,2021-05-20 16:05:00+00:00,44.427,E10_FLOOR,2021-05-20 16:00:00+00:00,-18.504629950752584,-18.754629950752584,-19.47127513641506,-19.97127513641506,False,False,0.12593053487700262,0.04764425622022294,0.13058055408505304,10.0,20.0,10.0,5.0,0.13675666137286155,0.02311628727721905,0.2203988000705847,0.12528674783836272,0.16463737427210176,0.18281277571907575,0.3553908593612149,0.13128639491794736,0.34568554790894745,0.38344803246867903,0.5094406211399335,0.13675666137286155,FAIL,FAIL
CENTRAL,external,,2021-06-20 15:00:00+00:00,35.123,31.241,3.881999999999998,2021-06-20 19:35:00+00:00,2021-06-20 19:50:00+00:00,-0.15659254619476703,-0.40659254619476703,2021-06-20 20:10:00+00:00,2021-06-20 20:20:00+00:00,2021-06-20 20:30:00+00:00,35.8994,0.2,2021-06-20 20:40:00+00:00,35.496,E10_FLOOR,2021-06-20 20:35:00+00:00,-5.618478303258511,-5.868478303258512,-5.775070849453279,-6.275070849453279,False,False,0.11052586624149413,0.08088614116434834,0.12879958784131898,15.0,20.0,10.0,10.0,0.16950025759917609,0.02344152498712033,0.2053065430190635,0.056671818650180054,0.20607934054610963,0.1970633693972182,0.3570324574961351,0.19319938176197846,0.2542503863987641,0.26764554353426123,0.3657908294693463,0.16306027820711053,FAIL,FAIL
CENTRAL,external,,2021-06-22 15:00:00+00:00,25.162,20.098,5.064,2021-06-22 15:25:00+00:00,2021-06-22 15:40:00+00:00,-4.51077020904539,-4.76077020904539,2021-06-22 15:50:00+00:00,2021-06-22 16:00:00+00:00,2021-06-22 16:05:00+00:00,26.174799999999998,0.2,2021-06-22 16:15:00+00:00,27.1876,TARGET,,19.34685269801495,19.09685269801495,14.83608248896956,14.33608248896956,True,True,0.20125586201414833,0.24960505529225896,0.07089257503949412,15.0,10.0,10.0,5.0,0.24960505529225896,0.16034755134281153,0.32247235387045864,0.08827014218009463,0.02586887835702936,0.32563191153238497,0.7105055292259082,0.294431279620853,0.4107424960505533,0.3033175355450233,0.5631911532385466,0.24960505529225896,WIN,WIN
