partition,timeframe,signal_ts,entry_ts,exit_ts,entry_px,exit_px,return,mfe,mae,bars_held,hold_minutes,gross_pnl_usd,fee_sensitive_pnl_usd,exit_reason,context_15m,context_1h,context_4h
external,5m,2021-11-20 08:50:00+00:00,2021-11-20 08:55:00+00:00,2021-11-20 09:00:00+00:00,58607.8,58490.31,-0.0020046819706592833,5.8012755981273756e-05,-0.002351222874770964,1,5,-1.0023409853296417,-1.4023409853296416,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-20 09:00:00+00:00,2021-11-20 09:05:00+00:00,2021-11-20 09:25:00+00:00,58578.68,58518.55,-0.001026482672535467,0.0015930710627143352,-0.0011587833662348723,4,20,-0.5132413362677335,-0.9132413362677335,REVERSAL_CUT,DETERIORATING,REVERSAL,REVERSAL
external,5m,2021-11-20 09:45:00+00:00,2021-11-20 09:50:00+00:00,2021-11-20 10:00:00+00:00,58585.96,58523.79,-0.0010611757492750007,0.0005245284023680519,-0.001408357906911517,2,10,-0.5305878746375003,-0.9305878746375004,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-20 10:15:00+00:00,2021-11-20 10:20:00+00:00,2021-11-20 10:40:00+00:00,58646.68,58516.96,-0.0022118899143139803,0.0022732744632774082,-0.0026509599520382343,4,20,-1.1059449571569901,-1.50594495715699,REVERSAL_CUT,DETERIORATING,REVERSAL,REVERSAL
external,5m,2021-11-20 11:10:00+00:00,2021-11-20 11:15:00+00:00,2021-11-20 11:20:00+00:00,58606.83,58481.91,-0.002131492182737005,6.398571634047556e-05,-0.0025160889950881504,1,5,-1.0657460913685024,-1.4657460913685023,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-20 11:35:00+00:00,2021-11-20 11:40:00+00:00,2021-11-20 12:45:00+00:00,58600.0,58531.71,-0.001165358361774782,0.0042988054607508985,-0.001413822525597297,13,65,-0.582679180887391,-0.982679180887391,REVERSAL_CUT,DETERIORATING,REVERSAL,REVERSAL
external,5m,2021-11-20 13:10:00+00:00,2021-11-20 13:15:00+00:00,2021-11-20 13:20:00+00:00,58624.51,58521.23,-0.0017617204817574894,1.7057711865220426e-07,-0.001987394009775101,1,5,-0.8808602408787447,-1.2808602408787446,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-20 18:25:00+00:00,2021-11-20 18:30:00+00:00,2021-11-20 23:15:00+00:00,59416.87,59633.09,0.003639033829954341,0.006616302743648328,-0.006429992020784758,57,285,1.8195169149771706,1.4195169149771707,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-20 23:50:00+00:00,2021-11-20 23:55:00+00:00,2021-11-21 00:10:00+00:00,59850.28,59656.01,-0.003245933018191316,0.0001378439666448461,-0.004044258439559467,3,15,-1.622966509095658,-2.022966509095658,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-21 07:00:00+00:00,2021-11-21 07:05:00+00:00,2021-11-21 07:50:00+00:00,59077.89,59025.29,-0.0008903500108077278,0.0020249538363674713,-0.0015149491628763112,9,45,-0.4451750054038639,-0.8451750054038639,DYNAMIC_DETERIORATION_CUT,REVERSAL,HEALTHY_BULL,REVERSAL
external,5m,2021-11-21 08:35:00+00:00,2021-11-21 08:40:00+00:00,2021-11-21 08:50:00+00:00,59105.56,58871.49,-0.003960202728812701,4.162044992050973e-05,-0.004244439947781453,2,10,-1.9801013644063503,-2.3801013644063502,REVERSAL_CUT,REVERSAL,HEALTHY_BULL,REVERSAL
external,5m,2021-11-21 11:10:00+00:00,2021-11-21 11:15:00+00:00,2021-11-21 11:20:00+00:00,59212.19,58774.53,-0.007391383429662057,8.663756567695025e-05,-0.008114714216785557,1,5,-3.6956917148310287,-4.095691714831029,REVERSAL_CUT,REVERSAL,DETERIORATING,REVERSAL
external,5m,2021-11-21 12:20:00+00:00,2021-11-21 12:25:00+00:00,2021-11-21 13:10:00+00:00,59155.69,58987.99,-0.002834892129565336,0.0018961827678791732,-0.004138908700076049,9,45,-1.417446064782668,-1.817446064782668,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,REVERSAL
external,5m,2021-11-21 15:05:00+00:00,2021-11-21 15:10:00+00:00,2021-11-21 15:15:00+00:00,59029.64,58928.76,-0.00170897196730313,9.690047237298494e-05,-0.0019249651530993672,1,5,-0.854485983651565,-1.254485983651565,REVERSAL_CUT,REVERSAL,HEALTHY_BULL,REVERSAL
external,5m,2021-11-21 15:15:00+00:00,2021-11-21 15:20:00+00:00,2021-11-21 16:30:00+00:00,59028.35,59167.97,0.002365304129287038,0.008861843504011091,-0.0015367192205101299,14,70,1.182652064643519,0.782652064643519,DYNAMIC_DETERIORATION_CUT,REVERSAL,HEALTHY_BULL,REVERSAL
external,5m,2021-11-21 16:40:00+00:00,2021-11-21 16:45:00+00:00,2021-11-21 17:50:00+00:00,59284.69,59448.19,0.0027578789734752363,0.012956633491715941,-0.000416296349023626,13,65,1.3789394867376181,0.9789394867376181,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,REVERSAL
external,5m,2021-11-21 20:25:00+00:00,2021-11-21 20:30:00+00:00,2021-11-21 21:15:00+00:00,59450.11,59433.79,-0.0002745158924012392,0.004203356394126168,-0.0013243036892615079,9,45,-0.1372579462006196,-0.5372579462006196,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-21 21:25:00+00:00,2021-11-21 21:30:00+00:00,2021-11-21 21:50:00+00:00,59567.71,59462.72,-0.0017625320832377334,0.0009550476256348084,-0.002815283649480471,4,20,-0.8812660416188667,-1.2812660416188666,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-22 09:10:00+00:00,2021-11-22 09:15:00+00:00,2021-11-22 09:35:00+00:00,57724.0,57462.48,-0.0045305245651721116,0.00017722264569330903,-0.004694754348278041,4,20,-2.2652622825860558,-2.6652622825860557,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-22 12:40:00+00:00,2021-11-22 12:45:00+00:00,2021-11-22 12:50:00+00:00,57511.17,57175.68,-0.005833475479632866,0.00042061394334358404,-0.005932238902460085,1,5,-2.916737739816433,-3.316737739816433,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-22 13:35:00+00:00,2021-11-22 13:40:00+00:00,2021-11-22 15:10:00+00:00,58986.41,58103.13,-0.014974296621882988,0.006282633576106811,-0.015750916185609642,18,90,-7.487148310941494,-7.887148310941495,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-23 00:50:00+00:00,2021-11-23 00:55:00+00:00,2021-11-23 01:20:00+00:00,56661.74,56513.47,-0.002616756915689411,0.002574400291978307,-0.0026693497234642205,5,25,-1.3083784578447055,-1.7083784578447054,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-23 01:20:00+00:00,2021-11-23 01:25:00+00:00,2021-11-23 01:40:00+00:00,56781.19,56556.85,-0.0039509562938009335,0.003149106244515032,-0.0047121238565096535,3,15,-1.9754781469004667,-2.3754781469004667,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-23 01:45:00+00:00,2021-11-23 01:50:00+00:00,2021-11-23 02:15:00+00:00,56739.23,56674.54,-0.0011401282675144175,0.004144575102623005,-0.0015936063989590021,5,25,-0.5700641337572088,-0.9700641337572088,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-23 02:25:00+00:00,2021-11-23 02:30:00+00:00,2021-11-23 02:50:00+00:00,56916.8,56738.0,-0.0031414274871391923,0.0009394414302981158,-0.004336153824529898,4,20,-1.5707137435695961,-1.970713743569596,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-23 03:00:00+00:00,2021-11-23 03:05:00+00:00,2021-11-23 03:55:00+00:00,57051.68,56931.87,-0.0021000258011683037,0.00400198556817255,-0.002220267659076791,10,50,-1.0500129005841519,-1.4500129005841518,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-23 09:45:00+00:00,2021-11-23 09:50:00+00:00,2021-11-23 10:05:00+00:00,57067.68,56367.39,-0.012271219015737134,0.00015367717769487754,-0.013452097579575661,3,15,-6.135609507868567,-6.535609507868568,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-23 10:05:00+00:00,2021-11-23 10:10:00+00:00,2021-11-23 10:55:00+00:00,56575.6,56851.88,0.0048833772863212666,0.020649714718005807,-0.00095765665764036,9,45,2.4416886431606333,2.0416886431606334,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-23 13:15:00+00:00,2021-11-23 13:20:00+00:00,2021-11-23 14:40:00+00:00,56836.27,56757.17,-0.0013917169441274302,0.006980225831146214,-0.0032773086622327474,16,80,-0.6958584720637151,-1.095858472063715,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-23 14:45:00+00:00,2021-11-23 14:50:00+00:00,2021-11-23 15:45:00+00:00,57138.99,57136.19,-4.900331629931198e-05,0.011148429469964416,-0.0021713719475965343,11,55,-0.02450165814965599,-0.424501658149656,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-23 16:20:00+00:00,2021-11-23 16:25:00+00:00,2021-11-23 17:15:00+00:00,57436.75,57253.33,-0.00319342581187132,0.003099931663960831,-0.004609418186091618,10,50,-1.59671290593566,-1.9967129059356599,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-23 17:20:00+00:00,2021-11-23 17:25:00+00:00,2021-11-23 18:00:00+00:00,57655.61,57288.14,-0.006373534162590566,0.0007699164053593943,-0.0065771570190654716,7,35,-3.186767081295283,-3.586767081295283,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-23 18:50:00+00:00,2021-11-23 18:55:00+00:00,2021-11-23 19:20:00+00:00,57605.33,57329.09,-0.004795389593289512,0.00045759654531973837,-0.006150993319541831,5,25,-2.397694796644756,-2.797694796644756,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-23 19:35:00+00:00,2021-11-23 19:40:00+00:00,2021-11-23 20:20:00+00:00,57587.95,57499.98,-0.0015275765155730037,0.005210291389084132,-0.0021971610380295825,8,40,-0.7637882577865018,-1.1637882577865017,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-23 20:45:00+00:00,2021-11-23 20:50:00+00:00,2021-11-23 21:35:00+00:00,57581.47,57631.06,0.0008612145539179661,0.005323413938546517,0.0,9,45,0.43060727695898304,0.03060727695898302,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-23 22:05:00+00:00,2021-11-23 22:10:00+00:00,2021-11-23 22:15:00+00:00,57732.86,57631.98,-0.0017473584367723172,0.0006327419081610941,-0.0017475316483541725,1,5,-0.8736792183861586,-1.2736792183861585,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-23 23:35:00+00:00,2021-11-23 23:40:00+00:00,2021-11-24 00:00:00+00:00,57758.8,57574.24,-0.0031953572442641187,0.0002107038234866465,-0.0035064786664543712,4,20,-1.5976786221320594,-1.9976786221320593,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-24 00:30:00+00:00,2021-11-24 00:35:00+00:00,2021-11-24 00:50:00+00:00,57719.98,57623.16,-0.0016774087586308717,0.0009579005398130391,-0.0017321558323478703,3,15,-0.8387043793154358,-1.2387043793154358,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-24 08:30:00+00:00,2021-11-24 08:35:00+00:00,2021-11-24 09:50:00+00:00,57188.32,56786.85,-0.00702013977679361,0.00017748379389370683,-0.00921516841201142,15,75,-3.510069888396805,-3.910069888396805,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-24 15:50:00+00:00,2021-11-24 15:55:00+00:00,2021-11-24 17:20:00+00:00,57013.1,56639.26,-0.006557089511007086,7.735064397484948e-05,-0.0074924885684166664,17,85,-3.278544755503543,-3.678544755503543,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-24 18:05:00+00:00,2021-11-24 18:10:00+00:00,2021-11-24 18:40:00+00:00,56858.2,56717.08,-0.0024819639031836704,0.00501035910387615,-0.002995346317681502,6,30,-1.2409819515918352,-1.6409819515918351,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-24 19:30:00+00:00,2021-11-24 19:35:00+00:00,2021-11-24 19:45:00+00:00,56881.43,56758.8,-0.0021558881343172187,0.0008537056821531497,-0.002870532614950072,2,10,-1.0779440671586094,-1.4779440671586093,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-24 20:00:00+00:00,2021-11-24 20:05:00+00:00,2021-11-24 22:15:00+00:00,56810.01,57243.68,0.00763368990781732,0.012249953837360605,-0.0005183945575789606,26,130,3.81684495390866,3.4168449539086603,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-24 23:45:00+00:00,2021-11-24 23:50:00+00:00,2021-11-25 02:00:00+00:00,57193.94,57786.45,0.010359663978386502,0.020551128318839318,-0.0013693758464620176,26,130,5.179831989193251,4.779831989193251,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-25 04:00:00+00:00,2021-11-25 04:05:00+00:00,2021-11-25 04:10:00+00:00,57759.28,57689.29,-0.0012117533321052143,1.7313235201044108e-07,-0.0016456230063809363,1,5,-0.6058766660526071,-1.005876666052607,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-25 07:35:00+00:00,2021-11-25 07:40:00+00:00,2021-11-25 09:00:00+00:00,57713.74,57610.16,-0.0017947199401735503,0.004326179519816176,-0.0025337120761883547,16,80,-0.8973599700867751,-1.297359970086775,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-25 09:55:00+00:00,2021-11-25 10:00:00+00:00,2021-11-25 11:05:00+00:00,57802.63,57937.41,0.0023317278123851093,0.01307847065090284,-0.0007961575450805558,13,65,1.1658639061925546,0.7658639061925546,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-25 12:05:00+00:00,2021-11-25 12:10:00+00:00,2021-11-25 14:20:00+00:00,58176.0,58547.68,0.006388888888888999,0.012238723872387336,-9.746287128709064e-05,26,130,3.1944444444444997,2.7944444444445,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-25 15:00:00+00:00,2021-11-25 15:05:00+00:00,2021-11-25 15:35:00+00:00,58840.0,58665.0,-0.002974167233174674,0.003297076818490785,-0.0036614547926581142,6,30,-1.487083616587337,-1.8870836165873368,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-25 15:50:00+00:00,2021-11-25 15:55:00+00:00,2021-11-25 16:35:00+00:00,58913.37,58962.99,0.0008422536344465659,0.00910234807480892,-0.0005009049728440518,8,40,0.42112681722328293,0.021126817223282912,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-25 20:40:00+00:00,2021-11-25 20:45:00+00:00,2021-11-25 20:50:00+00:00,59018.5,58968.93,-0.0008399061311283873,0.001050009742707747,-0.0010527207570507624,1,5,-0.41995306556419365,-0.8199530655641937,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-25 23:10:00+00:00,2021-11-25 23:15:00+00:00,2021-11-25 23:45:00+00:00,59177.73,58890.65,-0.00485114924144614,0.0006977286894918056,-0.005293207427861879,6,30,-2.42557462072307,-2.82557462072307,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-26 00:00:00+00:00,2021-11-26 00:05:00+00:00,2021-11-26 00:20:00+00:00,59071.33,58979.1,-0.0015613327141948963,0.0019481531903886573,-0.0015748756630331595,3,15,-0.7806663570974481,-1.180666357097448,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-26 20:45:00+00:00,2021-11-26 20:50:00+00:00,2021-11-26 21:15:00+00:00,54448.32,54369.99,-0.0014386118800360226,0.0028974264036063513,-0.0015001381126176216,5,25,-0.7193059400180113,-1.1193059400180112,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-26 21:40:00+00:00,2021-11-26 21:45:00+00:00,2021-11-26 21:50:00+00:00,54431.44,54264.17,-0.0030730401400368423,1.8371735155398028e-07,-0.0035042247642173008,1,5,-1.5365200700184212,-1.936520070018421,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-27 01:40:00+00:00,2021-11-27 01:45:00+00:00,2021-11-27 02:00:00+00:00,54250.0,54172.22,-0.0014337327188940208,0.0015542857142856192,-0.0018433179723502668,3,15,-0.7168663594470104,-1.1168663594470103,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-27 02:00:00+00:00,2021-11-27 02:05:00+00:00,2021-11-27 02:20:00+00:00,54325.56,54159.85,-0.003050313701322138,0.001335835286373488,-0.0030547315112812168,3,15,-1.525156850661069,-1.925156850661069,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-27 02:20:00+00:00,2021-11-27 02:25:00+00:00,2021-11-27 03:50:00+00:00,54245.76,54395.84,0.0027666678464823846,0.007230795549735047,-0.00017918451137932667,17,85,1.3833339232411923,0.9833339232411923,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-27 04:25:00+00:00,2021-11-27 04:30:00+00:00,2021-11-27 05:10:00+00:00,54440.01,54396.3,-0.0008029021302531358,0.003471527650343864,-0.0008337617865977753,8,40,-0.4014510651265679,-0.8014510651265679,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-27 08:00:00+00:00,2021-11-27 08:05:00+00:00,2021-11-27 09:25:00+00:00,54524.64,54913.02,0.007123018143723625,0.014220359822641582,-0.0016341235815586774,16,80,3.5615090718618125,3.1615090718618126,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-27 10:35:00+00:00,2021-11-27 10:40:00+00:00,2021-11-27 11:35:00+00:00,54814.1,54701.2,-0.002059689021620348,0.0033732196642835,-0.0024667010860344174,11,55,-1.029844510810174,-1.4298445108101738,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-27 12:50:00+00:00,2021-11-27 12:55:00+00:00,2021-11-27 14:40:00+00:00,54764.05,54891.93,0.0023351085246616776,0.008654400103717652,-0.001605250159548155,21,105,1.1675542623308388,0.7675542623308388,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-27 15:30:00+00:00,2021-11-27 15:35:00+00:00,2021-11-27 16:05:00+00:00,54960.38,54847.91,-0.0020463832309746133,0.0011149850128402417,-0.002514538654936449,6,30,-1.0231916154873066,-1.4231916154873065,REVERSAL_CUT,DETERIORATING,REVERSAL,REVERSAL
external,5m,2021-11-27 16:05:00+00:00,2021-11-27 16:10:00+00:00,2021-11-27 16:55:00+00:00,55078.44,54977.81,-0.0018270306856912333,0.0031743818452374395,-0.0024045706450654958,9,45,-0.9135153428456166,-1.3135153428456166,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-27 17:20:00+00:00,2021-11-27 17:25:00+00:00,2021-11-27 17:35:00+00:00,55080.0,54930.26,-0.0027185911401597096,0.0007890341321714622,-0.003411220043572971,2,10,-1.3592955700798548,-1.7592955700798547,REVERSAL_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-27 19:50:00+00:00,2021-11-27 19:55:00+00:00,2021-11-27 20:35:00+00:00,55003.62,54853.29,-0.002733092840071283,0.0015340808477695145,-0.0028079970009247113,8,40,-1.3665464200356414,-1.7665464200356413,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
external,5m,2021-11-27 23:00:00+00:00,2021-11-27 23:05:00+00:00,2021-11-27 23:25:00+00:00,54867.12,54645.28,-0.004043222972155314,0.00012010836362463806,-0.0042028814342726095,4,20,-2.021611486077657,-2.4216114860776567,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-28 06:30:00+00:00,2021-11-28 06:35:00+00:00,2021-11-28 08:05:00+00:00,54378.36,54444.86,0.0012229129381613468,0.005289604173424944,-0.0008282706576659971,18,90,0.6114564690806734,0.2114564690806734,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-28 08:15:00+00:00,2021-11-28 08:20:00+00:00,2021-11-28 08:30:00+00:00,54569.06,54470.85,-0.0017997378001379793,0.00010610408169031693,-0.0020718700303797855,2,10,-0.8998689000689897,-1.2998689000689896,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-28 10:45:00+00:00,2021-11-28 10:50:00+00:00,2021-11-28 11:45:00+00:00,54797.99,54518.89,-0.005093252507984314,0.0031995699112321585,-0.0053346847211001025,11,55,-2.546626253992157,-2.946626253992157,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-28 12:15:00+00:00,2021-11-28 12:20:00+00:00,2021-11-28 12:25:00+00:00,54604.55,54455.31,-0.0027331055745355437,0.00033825020076161394,-0.0031832512125821166,1,5,-1.3665527872677719,-1.7665527872677718,REVERSAL_CUT,STRONG_BULL,REVERSAL,REVERSAL
external,5m,2021-11-28 19:20:00+00:00,2021-11-28 19:25:00+00:00,2021-11-29 02:25:00+00:00,54504.72,57609.11,0.05695635167009394,0.07032932193762309,-0.0009883547700089146,84,420,28.47817583504697,28.07817583504697,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
external,5m,2021-11-29 04:10:00+00:00,2021-11-29 04:15:00+00:00,2021-11-29 04:20:00+00:00,57539.82,57388.8,-0.0026246171781558747,2.4157183668549465e-05,-0.0026246171781558747,1,5,-1.3123085890779373,-1.7123085890779373,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-29 06:05:00+00:00,2021-11-29 06:10:00+00:00,2021-11-29 08:10:00+00:00,57427.6,57443.09,0.00026973093077198307,0.004961029191538513,-0.0012845739679178125,24,120,0.13486546538599153,-0.2651345346140085,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-29 13:45:00+00:00,2021-11-29 13:50:00+00:00,2021-11-29 14:30:00+00:00,57419.43,57164.46,-0.004440482951502678,0.0019329693798770808,-0.004513628923171087,8,40,-2.220241475751339,-2.620241475751339,REVERSAL_CUT,HEALTHY_BULL,HEALTHY_BULL,REVERSAL
external,5m,2021-11-29 16:45:00+00:00,2021-11-29 16:50:00+00:00,2021-11-29 19:10:00+00:00,57399.44,58457.74,0.018437462107644187,0.02656419644512198,-0.0009393819870020526,28,140,9.218731053822093,8.818731053822093,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,REVERSAL
external,5m,2021-11-29 20:50:00+00:00,2021-11-29 20:55:00+00:00,2021-11-29 21:00:00+00:00,58156.54,58072.1,-0.0014519433240011148,0.0009335149580769198,-0.0017769282698042455,1,5,-0.7259716620005574,-1.1259716620005573,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-29 21:10:00+00:00,2021-11-29 21:15:00+00:00,2021-11-29 21:45:00+00:00,58249.67,58205.18,-0.0007637811510348147,0.0025807871529572868,-0.0011867878393130304,6,30,-0.38189057551740735,-0.7818905755174074,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-29 21:50:00+00:00,2021-11-29 21:55:00+00:00,2021-11-29 22:25:00+00:00,58395.28,58179.99,-0.003686770574608089,0.00040174479855226153,-0.004022071646886505,6,30,-1.8433852873040446,-2.2433852873040445,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
external,5m,2021-11-30 10:30:00+00:00,2021-11-30 10:35:00+00:00,2021-11-30 13:05:00+00:00,56883.54,57766.82,0.015527866233360221,0.025727477579630342,-0.0013009035654251155,30,150,7.763933116680111,7.36393311668011,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,REVERSAL
external,5m,2021-11-30 13:15:00+00:00,2021-11-30 13:20:00+00:00,2021-11-30 13:35:00+00:00,58311.14,57912.18,-0.006841917342037873,4.047254092442998e-05,-0.0074390588144906955,3,15,-3.4209586710189366,-3.8209586710189365,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
