local_date,partition,london_open_utc,london_end_utc,utc_offset_hours,dst_regime,H,L,R,break_side,breakout_ts,retest_episodes,retest_bucket,first_retest_ts,first_retest_state,first_event,first_event_ts,post_e10,post_e20,post_e30,post_e50,first_e10_ts,first_e20_ts,opposite_boundary_reached,retest_episodes_before_e20,hold_then_e10,hold_then_e20,minutes_open_to_break
2020-03-09,external,2020-03-09 08:00:00+00:00,2020-03-09 13:00:00+00:00,0.0,GMT,17.465,16.261,1.2040000000000006,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-03-10,external,2020-03-10 08:00:00+00:00,2020-03-10 13:00:00+00:00,0.0,GMT,16.997,16.383,0.6140000000000008,UP_BREAK,2020-03-10 10:40:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2020-03-10 10:45:00+00:00,True,True,True,True,2020-03-10 10:45:00+00:00,2020-03-10 10:45:00+00:00,False,0.0,False,False,160.0
2020-03-11,external,2020-03-11 08:00:00+00:00,2020-03-11 13:00:00+00:00,0.0,GMT,17.129,16.556,0.5730000000000004,DOWN_BREAK,2020-03-11 08:30:00+00:00,2.0,2,2020-03-11 08:35:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2020-03-11 08:35:00+00:00,True,True,True,True,2020-03-11 08:35:00+00:00,2020-03-11 09:20:00+00:00,False,1.0,False,False,30.0
2020-03-12,external,2020-03-12 08:00:00+00:00,2020-03-12 13:00:00+00:00,0.0,GMT,16.628,14.443,2.1850000000000005,DOWN_BREAK,2020-03-12 08:10:00+00:00,1.0,1,2020-03-12 08:15:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2020-03-12 08:15:00+00:00,True,True,True,True,2020-03-12 10:00:00+00:00,2020-03-12 10:15:00+00:00,False,1.0,False,False,10.0
2020-03-13,external,2020-03-13 08:00:00+00:00,2020-03-13 13:00:00+00:00,0.0,GMT,10.415,6.236,4.178999999999999,UP_BREAK,2020-03-13 08:00:00+00:00,4.0,3+,2020-03-13 08:10:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2020-03-13 08:05:00+00:00,True,False,False,False,2020-03-13 08:05:00+00:00,,False,,False,False,0.0
2020-03-16,external,2020-03-16 08:00:00+00:00,2020-03-16 13:00:00+00:00,0.0,GMT,10.404,9.05,1.3539999999999992,DOWN_BREAK,2020-03-16 10:00:00+00:00,2.0,2,2020-03-16 12:05:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2020-03-16 10:05:00+00:00,True,True,True,False,2020-03-16 10:05:00+00:00,2020-03-16 10:05:00+00:00,False,0.0,False,False,120.0
2020-03-17,external,2020-03-17 08:00:00+00:00,2020-03-17 13:00:00+00:00,0.0,GMT,10.493,9.326,1.1669999999999998,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-03-18,external,2020-03-18 08:00:00+00:00,2020-03-18 13:00:00+00:00,0.0,GMT,10.425,9.795,0.6300000000000008,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-03-19,external,2020-03-19 08:00:00+00:00,2020-03-19 13:00:00+00:00,0.0,GMT,10.708,10.245,0.46300000000000097,UP_BREAK,2020-03-19 09:10:00+00:00,1.0,1,2020-03-19 09:15:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2020-03-19 09:15:00+00:00,True,True,True,True,2020-03-19 09:15:00+00:00,2020-03-19 09:15:00+00:00,False,0.0,False,False,70.0
2020-03-20,external,2020-03-20 08:00:00+00:00,2020-03-20 13:00:00+00:00,0.0,GMT,12.576,11.982,0.5940000000000012,UP_BREAK,2020-03-20 08:00:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2020-03-20 08:05:00+00:00,True,True,True,True,2020-03-20 08:05:00+00:00,2020-03-20 08:10:00+00:00,False,0.0,False,False,0.0
2020-03-23,external,2020-03-23 08:00:00+00:00,2020-03-23 13:00:00+00:00,0.0,GMT,11.422,10.765,0.657,UP_BREAK,2020-03-23 12:10:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2020-03-23 12:15:00+00:00,True,True,True,True,2020-03-23 12:15:00+00:00,2020-03-23 12:15:00+00:00,False,0.0,False,False,250.0
2020-03-24,external,2020-03-24 08:00:00+00:00,2020-03-24 13:00:00+00:00,0.0,GMT,12.434,11.906,0.5279999999999987,UP_BREAK,2020-03-24 09:20:00+00:00,2.0,2,2020-03-24 09:25:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2020-03-24 09:25:00+00:00,True,True,False,False,2020-03-24 09:30:00+00:00,2020-03-24 09:35:00+00:00,False,1.0,True,True,80.0
2020-03-25,external,2020-03-25 08:00:00+00:00,2020-03-25 13:00:00+00:00,0.0,GMT,12.438,12.086,0.3520000000000003,UP_BREAK,2020-03-25 08:55:00+00:00,1.0,1,2020-03-25 10:30:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2020-03-25 09:00:00+00:00,True,True,True,True,2020-03-25 09:00:00+00:00,2020-03-25 09:00:00+00:00,True,0.0,False,False,55.0
2020-03-26,external,2020-03-26 08:00:00+00:00,2020-03-26 13:00:00+00:00,0.0,GMT,12.468,12.177,0.29100000000000037,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-03-27,external,2020-03-27 08:00:00+00:00,2020-03-27 13:00:00+00:00,0.0,GMT,13.386,12.801,0.5849999999999991,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-03-30,external,2020-03-30 07:00:00+00:00,2020-03-30 12:00:00+00:00,1.0,BST,11.919,11.225,0.6940000000000008,UP_BREAK,2020-03-30 07:00:00+00:00,3.0,3+,2020-03-30 07:20:00+00:00,HOLD_RETEST,DIRECT_E10,2020-03-30 07:05:00+00:00,True,True,True,False,2020-03-30 07:05:00+00:00,2020-03-30 07:15:00+00:00,False,0.0,False,False,0.0
2020-03-31,external,2020-03-31 07:00:00+00:00,2020-03-31 12:00:00+00:00,1.0,BST,12.332,12.1,0.2320000000000011,UP_BREAK,2020-03-31 07:15:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2020-03-31 07:20:00+00:00,True,True,True,True,2020-03-31 07:20:00+00:00,2020-03-31 07:20:00+00:00,False,0.0,False,False,15.0
2020-04-01,external,2020-04-01 07:00:00+00:00,2020-04-01 12:00:00+00:00,1.0,BST,12.633,12.23,0.4029999999999987,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-04-02,external,2020-04-02 07:00:00+00:00,2020-04-02 12:00:00+00:00,1.0,BST,12.849,12.5,0.3490000000000002,UP_BREAK,2020-04-02 10:10:00+00:00,1.0,1,2020-04-02 10:15:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2020-04-02 10:15:00+00:00,True,True,True,False,2020-04-02 11:20:00+00:00,2020-04-02 11:25:00+00:00,False,1.0,False,False,190.0
2020-04-03,external,2020-04-03 07:00:00+00:00,2020-04-03 12:00:00+00:00,1.0,BST,13.295,12.923,0.3719999999999999,UP_BREAK,2020-04-03 07:15:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2020-04-03 07:20:00+00:00,True,True,True,True,2020-04-03 07:20:00+00:00,2020-04-03 07:30:00+00:00,False,0.0,False,False,15.0
2020-04-06,external,2020-04-06 07:00:00+00:00,2020-04-06 12:00:00+00:00,1.0,BST,14.251,13.639,0.6120000000000001,UP_BREAK,2020-04-06 09:25:00+00:00,3.0,3+,2020-04-06 10:15:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2020-04-06 09:50:00+00:00,True,False,False,False,2020-04-06 09:50:00+00:00,,False,,False,False,145.0
2020-04-07,external,2020-04-07 07:00:00+00:00,2020-04-07 12:00:00+00:00,1.0,BST,15.512,14.726,0.7859999999999996,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-04-08,external,2020-04-08 07:00:00+00:00,2020-04-08 12:00:00+00:00,1.0,BST,15.377,14.51,0.8670000000000009,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-04-09,external,2020-04-09 07:00:00+00:00,2020-04-09 12:00:00+00:00,1.0,BST,15.178,14.881,0.2970000000000006,UP_BREAK,2020-04-09 08:50:00+00:00,1.0,1,2020-04-09 08:55:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2020-04-09 08:55:00+00:00,True,False,False,False,2020-04-09 08:55:00+00:00,,True,,False,False,110.0
2020-04-10,external,2020-04-10 07:00:00+00:00,2020-04-10 12:00:00+00:00,1.0,BST,15.084,14.022,1.0619999999999994,DOWN_BREAK,2020-04-10 07:00:00+00:00,5.0,3+,2020-04-10 07:05:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2020-04-10 07:05:00+00:00,True,True,False,False,2020-04-10 07:25:00+00:00,2020-04-10 08:00:00+00:00,False,2.0,False,False,0.0
2020-04-13,external,2020-04-13 07:00:00+00:00,2020-04-13 12:00:00+00:00,1.0,BST,14.526,13.5,1.0259999999999998,UP_BREAK,2020-04-13 10:35:00+00:00,1.0,1,2020-04-13 10:40:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2020-04-13 10:40:00+00:00,True,True,True,False,2020-04-13 10:55:00+00:00,2020-04-13 11:00:00+00:00,False,1.0,True,True,215.0
2020-04-14,external,2020-04-14 07:00:00+00:00,2020-04-14 12:00:00+00:00,1.0,BST,15.515,14.763,0.7520000000000007,UP_BREAK,2020-04-14 07:10:00+00:00,1.0,1,2020-04-14 07:35:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2020-04-14 07:15:00+00:00,True,True,False,False,2020-04-14 07:15:00+00:00,2020-04-14 07:20:00+00:00,False,0.0,False,False,10.0
2020-04-15,external,2020-04-15 07:00:00+00:00,2020-04-15 12:00:00+00:00,1.0,BST,15.811,15.41,0.4009999999999998,DOWN_BREAK,2020-04-15 09:00:00+00:00,2.0,2,2020-04-15 09:20:00+00:00,HOLD_RETEST,DIRECT_E10,2020-04-15 09:05:00+00:00,True,True,True,False,2020-04-15 09:05:00+00:00,2020-04-15 09:05:00+00:00,False,0.0,False,False,120.0
2020-04-16,external,2020-04-16 07:00:00+00:00,2020-04-16 12:00:00+00:00,1.0,BST,15.13,14.069,1.061,UP_BREAK,2020-04-16 07:00:00+00:00,1.0,1,2020-04-16 07:50:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2020-04-16 07:05:00+00:00,True,True,True,False,2020-04-16 07:05:00+00:00,2020-04-16 07:10:00+00:00,False,0.0,False,False,0.0
2020-04-17,external,2020-04-17 07:00:00+00:00,2020-04-17 12:00:00+00:00,1.0,BST,15.767,15.139,0.6280000000000001,UP_BREAK,2020-04-17 09:20:00+00:00,3.0,3+,2020-04-17 09:25:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2020-04-17 09:25:00+00:00,True,True,False,False,2020-04-17 09:30:00+00:00,2020-04-17 09:40:00+00:00,False,1.0,True,True,140.0
2020-04-20,external,2020-04-20 07:00:00+00:00,2020-04-20 12:00:00+00:00,1.0,BST,16.456,15.921,0.5350000000000001,DOWN_BREAK,2020-04-20 11:45:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2020-04-20 11:50:00+00:00,True,True,True,True,2020-04-20 11:50:00+00:00,2020-04-20 11:50:00+00:00,False,0.0,False,False,285.0
2020-04-21,external,2020-04-21 07:00:00+00:00,2020-04-21 12:00:00+00:00,1.0,BST,15.422,14.806,0.6160000000000014,DOWN_BREAK,2020-04-21 11:10:00+00:00,2.0,2,2020-04-21 11:15:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2020-04-21 11:15:00+00:00,True,True,False,False,2020-04-21 11:20:00+00:00,2020-04-21 11:20:00+00:00,False,1.0,True,True,250.0
2020-04-22,external,2020-04-22 07:00:00+00:00,2020-04-22 12:00:00+00:00,1.0,BST,15.369,14.913,0.4559999999999995,UP_BREAK,2020-04-22 07:30:00+00:00,3.0,3+,2020-04-22 07:35:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2020-04-22 07:35:00+00:00,True,False,False,False,2020-04-22 07:40:00+00:00,,False,,True,False,30.0
2020-04-23,external,2020-04-23 07:00:00+00:00,2020-04-23 12:00:00+00:00,1.0,BST,15.91,15.379,0.5310000000000006,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-04-24,external,2020-04-24 07:00:00+00:00,2020-04-24 12:00:00+00:00,1.0,BST,16.269,15.952,0.3169999999999984,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-04-27,external,2020-04-27 07:00:00+00:00,2020-04-27 12:00:00+00:00,1.0,BST,16.567,16.192,0.375,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-04-28,external,2020-04-28 07:00:00+00:00,2020-04-28 12:00:00+00:00,1.0,BST,16.465,16.183,0.28200000000000003,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-04-29,external,2020-04-29 07:00:00+00:00,2020-04-29 12:00:00+00:00,1.0,BST,16.578,16.294,0.2839999999999989,UP_BREAK,2020-04-29 07:00:00+00:00,2.0,2,2020-04-29 07:05:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2020-04-29 07:05:00+00:00,True,True,True,True,2020-04-29 07:10:00+00:00,2020-04-29 08:00:00+00:00,False,2.0,True,True,0.0
2020-04-30,external,2020-04-30 07:00:00+00:00,2020-04-30 12:00:00+00:00,1.0,BST,18.137,17.2,0.9370000000000012,DOWN_BREAK,2020-04-30 09:05:00+00:00,2.0,2,2020-04-30 11:00:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2020-04-30 09:10:00+00:00,True,True,True,True,2020-04-30 09:10:00+00:00,2020-04-30 09:15:00+00:00,False,0.0,False,False,125.0
2020-05-01,external,2020-05-01 07:00:00+00:00,2020-05-01 12:00:00+00:00,1.0,BST,17.856,16.839,1.017000000000003,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-05-04,external,2020-05-04 07:00:00+00:00,2020-05-04 12:00:00+00:00,1.0,BST,17.267,16.25,1.0169999999999995,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-05-05,external,2020-05-05 07:00:00+00:00,2020-05-05 12:00:00+00:00,1.0,BST,17.294,16.911,0.3829999999999991,DOWN_BREAK,2020-05-05 10:00:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2020-05-05 10:05:00+00:00,True,True,True,True,2020-05-05 10:05:00+00:00,2020-05-05 10:05:00+00:00,False,0.0,False,False,180.0
2020-05-06,external,2020-05-06 07:00:00+00:00,2020-05-06 12:00:00+00:00,1.0,BST,16.904,16.594,0.3099999999999987,UP_BREAK,2020-05-06 07:00:00+00:00,2.0,2,2020-05-06 07:20:00+00:00,ACCEPT_BACK_INSIDE,DIRECT_E10,2020-05-06 07:10:00+00:00,True,True,True,True,2020-05-06 07:10:00+00:00,2020-05-06 09:00:00+00:00,False,1.0,False,False,0.0
2020-05-07,external,2020-05-07 07:00:00+00:00,2020-05-07 12:00:00+00:00,1.0,BST,16.904,16.024,0.879999999999999,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-05-08,external,2020-05-08 07:00:00+00:00,2020-05-08 12:00:00+00:00,1.0,BST,17.242,16.837,0.40500000000000114,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-05-11,external,2020-05-11 07:00:00+00:00,2020-05-11 12:00:00+00:00,1.0,BST,15.522,15.004,0.5180000000000007,DOWN_BREAK,2020-05-11 08:10:00+00:00,5.0,3+,2020-05-11 08:15:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2020-05-11 08:15:00+00:00,True,True,True,True,2020-05-11 08:25:00+00:00,2020-05-11 08:25:00+00:00,False,1.0,False,False,70.0
2020-05-12,external,2020-05-12 07:00:00+00:00,2020-05-12 12:00:00+00:00,1.0,BST,15.486,14.896,0.5899999999999999,UP_BREAK,2020-05-12 07:00:00+00:00,1.0,1,2020-05-12 07:05:00+00:00,HOLD_RETEST,BOUNDARY_HOLD_RETEST,2020-05-12 07:05:00+00:00,True,True,True,True,2020-05-12 08:05:00+00:00,2020-05-12 08:10:00+00:00,False,1.0,True,True,0.0
2020-05-13,external,2020-05-13 07:00:00+00:00,2020-05-13 12:00:00+00:00,1.0,BST,16.086,15.683,0.4029999999999987,DOWN_BREAK,2020-05-13 08:00:00+00:00,1.0,1,2020-05-13 08:05:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2020-05-13 08:05:00+00:00,False,False,False,False,,,False,,False,False,60.0
2020-05-14,external,2020-05-14 07:00:00+00:00,2020-05-14 12:00:00+00:00,1.0,BST,16.251,15.976,0.27500000000000036,UP_BREAK,2020-05-14 07:15:00+00:00,1.0,1,2020-05-14 08:05:00+00:00,HOLD_RETEST,DIRECT_E10,2020-05-14 07:20:00+00:00,True,True,True,True,2020-05-14 07:20:00+00:00,2020-05-14 07:20:00+00:00,False,0.0,False,False,15.0
2020-05-15,external,2020-05-15 07:00:00+00:00,2020-05-15 12:00:00+00:00,1.0,BST,16.451,15.81,0.641,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-05-18,external,2020-05-18 07:00:00+00:00,2020-05-18 12:00:00+00:00,1.0,BST,16.872,16.247,0.625,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-05-19,external,2020-05-19 07:00:00+00:00,2020-05-19 12:00:00+00:00,1.0,BST,16.669,16.302,0.3670000000000009,UP_BREAK,2020-05-19 08:15:00+00:00,2.0,2,2020-05-19 08:20:00+00:00,HOLD_RETEST,AMBIGUOUS_E10_BOUNDARY_INTERACTION,2020-05-19 08:20:00+00:00,True,True,True,True,2020-05-19 08:20:00+00:00,2020-05-19 09:00:00+00:00,False,2.0,False,False,75.0
2020-05-20,external,2020-05-20 07:00:00+00:00,2020-05-20 12:00:00+00:00,1.0,BST,17.348,17.02,0.3279999999999994,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-05-21,external,2020-05-21 07:00:00+00:00,2020-05-21 12:00:00+00:00,1.0,BST,17.064,16.666,0.3979999999999997,DOWN_BREAK,2020-05-21 08:15:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2020-05-21 08:20:00+00:00,True,True,True,True,2020-05-21 08:20:00+00:00,2020-05-21 08:30:00+00:00,False,0.0,False,False,75.0
2020-05-22,external,2020-05-22 07:00:00+00:00,2020-05-22 12:00:00+00:00,1.0,BST,16.263,15.935,0.3280000000000012,UP_BREAK,2020-05-22 07:00:00+00:00,1.0,1,2020-05-22 07:05:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2020-05-22 07:05:00+00:00,True,True,True,True,2020-05-22 07:35:00+00:00,2020-05-22 07:45:00+00:00,False,1.0,False,False,0.0
2020-05-25,external,2020-05-25 07:00:00+00:00,2020-05-25 12:00:00+00:00,1.0,BST,16.478,15.789,0.6890000000000018,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
2020-05-26,external,2020-05-26 07:00:00+00:00,2020-05-26 12:00:00+00:00,1.0,BST,16.486,16.225,0.26099999999999923,DOWN_BREAK,2020-05-26 11:15:00+00:00,2.0,2,2020-05-26 11:20:00+00:00,ACCEPT_BACK_INSIDE,ACCEPT_BACK_INSIDE,2020-05-26 11:20:00+00:00,True,False,False,False,2020-05-26 11:30:00+00:00,,False,,False,False,255.0
2020-05-27,external,2020-05-27 07:00:00+00:00,2020-05-27 12:00:00+00:00,1.0,BST,16.344,16.162,0.18200000000000216,UP_BREAK,2020-05-27 10:25:00+00:00,0.0,0,,NO_RETEST,DIRECT_E10,2020-05-27 10:30:00+00:00,True,True,True,True,2020-05-27 10:30:00+00:00,2020-05-27 10:30:00+00:00,False,0.0,False,False,205.0
2020-05-28,external,2020-05-28 07:00:00+00:00,2020-05-28 12:00:00+00:00,1.0,BST,16.575,16.344,0.2309999999999981,NO_BREAK,,,NA,,NA,NO_BREAK,,False,False,False,False,,,False,,False,False,
