partition,bull_cross_ts,signal_ts,entry_ts,entry_px,config,tp,sl,resolved,exit_reason,exit_ts,gross_return,gross_pnl_usd,net_pnl_usd,hold_minutes
reference_validation,2025-04-21 23:45:00+00:00,2025-04-22 00:00:00+00:00,2025-04-22 00:15:00+00:00,87476.3,TP2.00_SL1.50,0.02,0.015,True,TP,2025-04-22 13:05:00+00:00,0.02,10.0,9.6,770.0
reference_validation,2025-04-23 16:30:00+00:00,2025-04-23 16:45:00+00:00,2025-04-23 17:00:00+00:00,93585.5,TP0.50_SL0.50,0.005,0.005,True,TP,2025-04-23 18:10:00+00:00,0.005,2.5,2.1,70.0
reference_validation,2025-04-23 16:30:00+00:00,2025-04-23 16:45:00+00:00,2025-04-23 17:00:00+00:00,93585.5,TP0.75_SL0.75,0.0075,0.0075,True,SL,2025-04-24 03:40:00+00:00,-0.0075,-3.75,-4.15,640.0
reference_validation,2025-04-23 16:30:00+00:00,2025-04-23 16:45:00+00:00,2025-04-23 17:00:00+00:00,93585.5,TP1.00_SL0.50,0.01,0.005,True,SL,2025-04-23 19:20:00+00:00,-0.005,-2.5,-2.9,140.0
reference_validation,2025-04-23 16:30:00+00:00,2025-04-23 16:45:00+00:00,2025-04-23 17:00:00+00:00,93585.5,TP1.00_SL0.75,0.01,0.0075,True,SL,2025-04-24 03:40:00+00:00,-0.0075,-3.75,-4.15,640.0
reference_validation,2025-04-23 16:30:00+00:00,2025-04-23 16:45:00+00:00,2025-04-23 17:00:00+00:00,93585.5,TP1.50_SL1.00,0.015,0.01,True,SL,2025-04-24 03:55:00+00:00,-0.01,-5.0,-5.4,655.0
reference_validation,2025-04-23 16:30:00+00:00,2025-04-23 16:45:00+00:00,2025-04-23 17:00:00+00:00,93585.5,TP2.00_SL1.00,0.02,0.01,True,SL,2025-04-24 03:55:00+00:00,-0.01,-5.0,-5.4,655.0
reference_validation,2025-04-23 16:30:00+00:00,2025-04-23 16:45:00+00:00,2025-04-23 17:00:00+00:00,93585.5,TP2.00_SL1.50,0.02,0.015,True,SL,2025-04-24 07:35:00+00:00,-0.015,-7.5,-7.9,875.0
reference_validation,2025-04-24 15:00:00+00:00,2025-04-24 15:30:00+00:00,2025-04-24 15:45:00+00:00,93199.3,TP0.50_SL0.50,0.005,0.005,True,SL,2025-04-24 17:20:00+00:00,-0.005,-2.5,-2.9,95.0
reference_validation,2025-04-24 15:00:00+00:00,2025-04-24 15:30:00+00:00,2025-04-24 15:45:00+00:00,93199.3,TP0.75_SL0.75,0.0075,0.0075,True,TP,2025-04-24 23:30:00+00:00,0.0075,3.75,3.35,465.0
reference_validation,2025-04-24 15:00:00+00:00,2025-04-24 15:30:00+00:00,2025-04-24 15:45:00+00:00,93199.3,TP1.00_SL0.50,0.01,0.005,True,SL,2025-04-24 17:20:00+00:00,-0.005,-2.5,-2.9,95.0
reference_validation,2025-04-24 15:00:00+00:00,2025-04-24 15:30:00+00:00,2025-04-24 15:45:00+00:00,93199.3,TP1.00_SL0.75,0.01,0.0075,True,TP,2025-04-25 01:05:00+00:00,0.01,5.0,4.6,560.0
reference_validation,2025-04-24 15:00:00+00:00,2025-04-24 15:30:00+00:00,2025-04-24 15:45:00+00:00,93199.3,TP1.50_SL1.00,0.015,0.01,True,TP,2025-04-25 11:55:00+00:00,0.015,7.5,7.1,1210.0
reference_validation,2025-04-24 15:00:00+00:00,2025-04-24 15:30:00+00:00,2025-04-24 15:45:00+00:00,93199.3,TP2.00_SL1.00,0.02,0.01,True,TP,2025-04-25 14:10:00+00:00,0.02,10.0,9.6,1345.0
reference_validation,2025-04-24 15:00:00+00:00,2025-04-24 15:30:00+00:00,2025-04-24 15:45:00+00:00,93199.3,TP2.00_SL1.50,0.02,0.015,True,TP,2025-04-25 14:10:00+00:00,0.02,10.0,9.6,1345.0
reference_validation,2025-04-25 06:15:00+00:00,2025-04-25 06:30:00+00:00,2025-04-25 06:45:00+00:00,93497.5,TP0.50_SL0.50,0.005,0.005,True,TP,2025-04-25 11:10:00+00:00,0.005,2.5,2.1,265.0
reference_validation,2025-04-25 06:15:00+00:00,2025-04-25 06:30:00+00:00,2025-04-25 06:45:00+00:00,93497.5,TP0.75_SL0.75,0.0075,0.0075,True,TP,2025-04-25 11:30:00+00:00,0.0075,3.75,3.35,285.0
reference_validation,2025-04-25 06:15:00+00:00,2025-04-25 06:30:00+00:00,2025-04-25 06:45:00+00:00,93497.5,TP1.00_SL0.50,0.01,0.005,True,TP,2025-04-25 11:55:00+00:00,0.01,5.0,4.6,310.0
reference_validation,2025-04-25 06:15:00+00:00,2025-04-25 06:30:00+00:00,2025-04-25 06:45:00+00:00,93497.5,TP1.00_SL0.75,0.01,0.0075,True,TP,2025-04-25 11:55:00+00:00,0.01,5.0,4.6,310.0
reference_validation,2025-04-25 06:15:00+00:00,2025-04-25 06:30:00+00:00,2025-04-25 06:45:00+00:00,93497.5,TP1.50_SL1.00,0.015,0.01,True,TP,2025-04-25 12:10:00+00:00,0.015,7.5,7.1,325.0
reference_validation,2025-04-25 06:15:00+00:00,2025-04-25 06:30:00+00:00,2025-04-25 06:45:00+00:00,93497.5,TP2.00_SL1.00,0.02,0.01,True,TP,2025-04-25 14:45:00+00:00,0.02,10.0,9.6,480.0
reference_validation,2025-04-25 06:15:00+00:00,2025-04-25 06:30:00+00:00,2025-04-25 06:45:00+00:00,93497.5,TP2.00_SL1.50,0.02,0.015,True,TP,2025-04-25 14:45:00+00:00,0.02,10.0,9.6,480.0
reference_validation,2025-04-26 22:30:00+00:00,2025-04-26 22:45:00+00:00,2025-04-26 23:00:00+00:00,94733.8,TP0.50_SL0.50,0.005,0.005,True,TP,2025-04-27 01:10:00+00:00,0.005,2.5,2.1,130.0
reference_validation,2025-04-26 22:30:00+00:00,2025-04-26 22:45:00+00:00,2025-04-26 23:00:00+00:00,94733.8,TP0.75_SL0.75,0.0075,0.0075,True,SL,2025-04-27 01:55:00+00:00,-0.0075,-3.75,-4.15,175.0
reference_validation,2025-04-26 22:30:00+00:00,2025-04-26 22:45:00+00:00,2025-04-26 23:00:00+00:00,94733.8,TP1.00_SL0.50,0.01,0.005,True,SL,2025-04-27 01:30:00+00:00,-0.005,-2.5,-2.9,150.0
reference_validation,2025-04-26 22:30:00+00:00,2025-04-26 22:45:00+00:00,2025-04-26 23:00:00+00:00,94733.8,TP1.00_SL0.75,0.01,0.0075,True,SL,2025-04-27 01:55:00+00:00,-0.0075,-3.75,-4.15,175.0
reference_validation,2025-04-26 22:30:00+00:00,2025-04-26 22:45:00+00:00,2025-04-26 23:00:00+00:00,94733.8,TP1.50_SL1.00,0.015,0.01,True,SL,2025-04-27 05:25:00+00:00,-0.01,-5.0,-5.4,385.0
reference_validation,2025-04-26 22:30:00+00:00,2025-04-26 22:45:00+00:00,2025-04-26 23:00:00+00:00,94733.8,TP2.00_SL1.00,0.02,0.01,True,SL,2025-04-27 05:25:00+00:00,-0.01,-5.0,-5.4,385.0
reference_validation,2025-04-26 22:30:00+00:00,2025-04-26 22:45:00+00:00,2025-04-26 23:00:00+00:00,94733.8,TP2.00_SL1.50,0.02,0.015,True,SL,2025-04-28 00:05:00+00:00,-0.015,-7.5,-7.9,1505.0
reference_validation,2025-04-28 20:45:00+00:00,2025-04-28 21:15:00+00:00,2025-04-28 21:30:00+00:00,94352.9,TP0.50_SL0.50,0.005,0.005,True,TP,2025-04-28 22:50:00+00:00,0.005,2.5,2.1,80.0
reference_validation,2025-04-28 20:45:00+00:00,2025-04-28 21:15:00+00:00,2025-04-28 21:30:00+00:00,94352.9,TP0.75_SL0.75,0.0075,0.0075,True,TP,2025-04-28 23:25:00+00:00,0.0075,3.75,3.35,115.0
reference_validation,2025-04-28 20:45:00+00:00,2025-04-28 21:15:00+00:00,2025-04-28 21:30:00+00:00,94352.9,TP1.00_SL0.50,0.01,0.005,True,TP,2025-04-29 01:10:00+00:00,0.01,5.0,4.6,220.0
reference_validation,2025-04-28 20:45:00+00:00,2025-04-28 21:15:00+00:00,2025-04-28 21:30:00+00:00,94352.9,TP1.00_SL0.75,0.01,0.0075,True,TP,2025-04-29 01:10:00+00:00,0.01,5.0,4.6,220.0
reference_validation,2025-04-28 20:45:00+00:00,2025-04-28 21:15:00+00:00,2025-04-28 21:30:00+00:00,94352.9,TP1.50_SL1.00,0.015,0.01,True,SL,2025-04-30 13:50:00+00:00,-0.01,-5.0,-5.4,2420.0
reference_validation,2025-04-28 20:45:00+00:00,2025-04-28 21:15:00+00:00,2025-04-28 21:30:00+00:00,94352.9,TP2.00_SL1.00,0.02,0.01,True,SL,2025-04-30 13:50:00+00:00,-0.01,-5.0,-5.4,2420.0
reference_validation,2025-04-28 20:45:00+00:00,2025-04-28 21:15:00+00:00,2025-04-28 21:30:00+00:00,94352.9,TP2.00_SL1.50,0.02,0.015,True,SL,2025-04-30 13:55:00+00:00,-0.015,-7.5,-7.9,2425.0
reference_validation,2025-04-29 07:15:00+00:00,2025-04-29 07:45:00+00:00,2025-04-29 08:00:00+00:00,94877.9,TP0.50_SL0.50,0.005,0.005,True,TP,2025-04-29 16:35:00+00:00,0.005,2.5,2.1,515.0
reference_validation,2025-04-29 07:15:00+00:00,2025-04-29 07:45:00+00:00,2025-04-29 08:00:00+00:00,94877.9,TP0.75_SL0.75,0.0075,0.0075,True,SL,2025-04-29 22:10:00+00:00,-0.0075,-3.75,-4.15,850.0
reference_validation,2025-04-29 07:15:00+00:00,2025-04-29 07:45:00+00:00,2025-04-29 08:00:00+00:00,94877.9,TP1.00_SL0.50,0.01,0.005,True,SL,2025-04-29 21:20:00+00:00,-0.005,-2.5,-2.9,800.0
reference_validation,2025-04-29 07:15:00+00:00,2025-04-29 07:45:00+00:00,2025-04-29 08:00:00+00:00,94877.9,TP1.00_SL0.75,0.01,0.0075,True,SL,2025-04-29 22:10:00+00:00,-0.0075,-3.75,-4.15,850.0
reference_validation,2025-04-29 07:15:00+00:00,2025-04-29 07:45:00+00:00,2025-04-29 08:00:00+00:00,94877.9,TP1.50_SL1.00,0.015,0.01,True,SL,2025-04-29 22:20:00+00:00,-0.01,-5.0,-5.4,860.0
reference_validation,2025-04-29 07:15:00+00:00,2025-04-29 07:45:00+00:00,2025-04-29 08:00:00+00:00,94877.9,TP2.00_SL1.00,0.02,0.01,True,SL,2025-04-29 22:20:00+00:00,-0.01,-5.0,-5.4,860.0
reference_validation,2025-04-29 07:15:00+00:00,2025-04-29 07:45:00+00:00,2025-04-29 08:00:00+00:00,94877.9,TP2.00_SL1.50,0.02,0.015,True,SL,2025-04-30 13:50:00+00:00,-0.015,-7.5,-7.9,1790.0
reference_validation,2025-04-30 04:45:00+00:00,2025-04-30 05:30:00+00:00,2025-04-30 05:45:00+00:00,94955.6,TP0.50_SL0.50,0.005,0.005,True,SL,2025-04-30 07:45:00+00:00,-0.005,-2.5,-2.9,120.0
reference_validation,2025-04-30 04:45:00+00:00,2025-04-30 05:30:00+00:00,2025-04-30 05:45:00+00:00,94955.6,TP0.75_SL0.75,0.0075,0.0075,True,SL,2025-04-30 13:10:00+00:00,-0.0075,-3.75,-4.15,445.0
reference_validation,2025-04-30 04:45:00+00:00,2025-04-30 05:30:00+00:00,2025-04-30 05:45:00+00:00,94955.6,TP1.00_SL0.50,0.01,0.005,True,SL,2025-04-30 07:45:00+00:00,-0.005,-2.5,-2.9,120.0
reference_validation,2025-04-30 04:45:00+00:00,2025-04-30 05:30:00+00:00,2025-04-30 05:45:00+00:00,94955.6,TP1.00_SL0.75,0.01,0.0075,True,SL,2025-04-30 13:10:00+00:00,-0.0075,-3.75,-4.15,445.0
reference_validation,2025-04-30 04:45:00+00:00,2025-04-30 05:30:00+00:00,2025-04-30 05:45:00+00:00,94955.6,TP1.50_SL1.00,0.015,0.01,True,SL,2025-04-30 13:40:00+00:00,-0.01,-5.0,-5.4,475.0
reference_validation,2025-04-30 04:45:00+00:00,2025-04-30 05:30:00+00:00,2025-04-30 05:45:00+00:00,94955.6,TP2.00_SL1.00,0.02,0.01,True,SL,2025-04-30 13:40:00+00:00,-0.01,-5.0,-5.4,475.0
reference_validation,2025-04-30 04:45:00+00:00,2025-04-30 05:30:00+00:00,2025-04-30 05:45:00+00:00,94955.6,TP2.00_SL1.50,0.02,0.015,True,SL,2025-04-30 13:50:00+00:00,-0.015,-7.5,-7.9,485.0
reference_validation,2025-04-30 09:30:00+00:00,2025-04-30 10:30:00+00:00,2025-04-30 10:45:00+00:00,94931.9,TP0.50_SL0.50,0.005,0.005,True,SL,2025-04-30 12:35:00+00:00,-0.005,-2.5,-2.9,110.0
reference_validation,2025-04-30 09:30:00+00:00,2025-04-30 10:30:00+00:00,2025-04-30 10:45:00+00:00,94931.9,TP0.75_SL0.75,0.0075,0.0075,True,SL,2025-04-30 13:10:00+00:00,-0.0075,-3.75,-4.15,145.0
reference_validation,2025-04-30 09:30:00+00:00,2025-04-30 10:30:00+00:00,2025-04-30 10:45:00+00:00,94931.9,TP1.00_SL0.50,0.01,0.005,True,SL,2025-04-30 12:35:00+00:00,-0.005,-2.5,-2.9,110.0
reference_validation,2025-04-30 09:30:00+00:00,2025-04-30 10:30:00+00:00,2025-04-30 10:45:00+00:00,94931.9,TP1.00_SL0.75,0.01,0.0075,True,SL,2025-04-30 13:10:00+00:00,-0.0075,-3.75,-4.15,145.0
reference_validation,2025-04-30 09:30:00+00:00,2025-04-30 10:30:00+00:00,2025-04-30 10:45:00+00:00,94931.9,TP1.50_SL1.00,0.015,0.01,True,SL,2025-04-30 13:40:00+00:00,-0.01,-5.0,-5.4,175.0
reference_validation,2025-04-30 09:30:00+00:00,2025-04-30 10:30:00+00:00,2025-04-30 10:45:00+00:00,94931.9,TP2.00_SL1.00,0.02,0.01,True,SL,2025-04-30 13:40:00+00:00,-0.01,-5.0,-5.4,175.0
reference_validation,2025-04-30 09:30:00+00:00,2025-04-30 10:30:00+00:00,2025-04-30 10:45:00+00:00,94931.9,TP2.00_SL1.50,0.02,0.015,True,SL,2025-04-30 13:50:00+00:00,-0.015,-7.5,-7.9,185.0
reference_validation,2025-05-07 21:45:00+00:00,2025-05-07 22:00:00+00:00,2025-05-07 22:15:00+00:00,97129.4,TP0.50_SL0.50,0.005,0.005,True,TP,2025-05-08 00:55:00+00:00,0.005,2.5,2.1,160.0
reference_validation,2025-05-07 21:45:00+00:00,2025-05-07 22:00:00+00:00,2025-05-07 22:15:00+00:00,97129.4,TP0.75_SL0.75,0.0075,0.0075,True,TP,2025-05-08 01:00:00+00:00,0.0075,3.75,3.35,165.0
reference_validation,2025-05-07 21:45:00+00:00,2025-05-07 22:00:00+00:00,2025-05-07 22:15:00+00:00,97129.4,TP1.00_SL0.50,0.01,0.005,True,TP,2025-05-08 01:00:00+00:00,0.01,5.0,4.6,165.0
reference_validation,2025-05-07 21:45:00+00:00,2025-05-07 22:00:00+00:00,2025-05-07 22:15:00+00:00,97129.4,TP1.00_SL0.75,0.01,0.0075,True,TP,2025-05-08 01:00:00+00:00,0.01,5.0,4.6,165.0
reference_validation,2025-05-07 21:45:00+00:00,2025-05-07 22:00:00+00:00,2025-05-07 22:15:00+00:00,97129.4,TP1.50_SL1.00,0.015,0.01,True,TP,2025-05-08 02:25:00+00:00,0.015,7.5,7.1,250.0
reference_validation,2025-05-07 21:45:00+00:00,2025-05-07 22:00:00+00:00,2025-05-07 22:15:00+00:00,97129.4,TP2.00_SL1.00,0.02,0.01,True,TP,2025-05-08 03:40:00+00:00,0.02,10.0,9.6,325.0
reference_validation,2025-05-07 21:45:00+00:00,2025-05-07 22:00:00+00:00,2025-05-07 22:15:00+00:00,97129.4,TP2.00_SL1.50,0.02,0.015,True,TP,2025-05-08 03:40:00+00:00,0.02,10.0,9.6,325.0
reference_validation,2025-05-10 02:00:00+00:00,2025-05-10 02:30:00+00:00,2025-05-10 02:45:00+00:00,103146.5,TP0.50_SL0.50,0.005,0.005,True,TP,2025-05-10 06:25:00+00:00,0.005,2.5,2.1,220.0
reference_validation,2025-05-10 02:00:00+00:00,2025-05-10 02:30:00+00:00,2025-05-10 02:45:00+00:00,103146.5,TP0.75_SL0.75,0.0075,0.0075,True,TP,2025-05-10 07:00:00+00:00,0.0075,3.75,3.35,255.0
reference_validation,2025-05-10 02:00:00+00:00,2025-05-10 02:30:00+00:00,2025-05-10 02:45:00+00:00,103146.5,TP1.00_SL0.50,0.01,0.005,True,TP,2025-05-10 23:15:00+00:00,0.01,5.0,4.6,1230.0
reference_validation,2025-05-10 02:00:00+00:00,2025-05-10 02:30:00+00:00,2025-05-10 02:45:00+00:00,103146.5,TP1.00_SL0.75,0.01,0.0075,True,TP,2025-05-10 23:15:00+00:00,0.01,5.0,4.6,1230.0
reference_validation,2025-05-10 02:00:00+00:00,2025-05-10 02:30:00+00:00,2025-05-10 02:45:00+00:00,103146.5,TP1.50_SL1.00,0.015,0.01,True,TP,2025-05-10 23:15:00+00:00,0.015,7.5,7.1,1230.0
reference_validation,2025-05-10 02:00:00+00:00,2025-05-10 02:30:00+00:00,2025-05-10 02:45:00+00:00,103146.5,TP2.00_SL1.00,0.02,0.01,True,TP,2025-05-12 07:00:00+00:00,0.02,10.0,9.6,3135.0
reference_validation,2025-05-10 02:00:00+00:00,2025-05-10 02:30:00+00:00,2025-05-10 02:45:00+00:00,103146.5,TP2.00_SL1.50,0.02,0.015,True,TP,2025-05-12 07:00:00+00:00,0.02,10.0,9.6,3135.0
reference_validation,2025-05-10 22:30:00+00:00,2025-05-10 23:00:00+00:00,2025-05-10 23:15:00+00:00,103961.3,TP0.50_SL0.50,0.005,0.005,True,TP,2025-05-10 23:15:00+00:00,0.005,2.5,2.1,0.0
reference_validation,2025-05-10 22:30:00+00:00,2025-05-10 23:00:00+00:00,2025-05-10 23:15:00+00:00,103961.3,TP0.75_SL0.75,0.0075,0.0075,True,TP,2025-05-10 23:15:00+00:00,0.0075,3.75,3.35,0.0
reference_validation,2025-05-10 22:30:00+00:00,2025-05-10 23:00:00+00:00,2025-05-10 23:15:00+00:00,103961.3,TP1.00_SL0.50,0.01,0.005,True,SL,2025-05-11 02:50:00+00:00,-0.005,-2.5,-2.9,215.0
reference_validation,2025-05-10 22:30:00+00:00,2025-05-10 23:00:00+00:00,2025-05-10 23:15:00+00:00,103961.3,TP1.00_SL0.75,0.01,0.0075,True,TP,2025-05-12 01:05:00+00:00,0.01,5.0,4.6,1550.0
reference_validation,2025-05-10 22:30:00+00:00,2025-05-10 23:00:00+00:00,2025-05-10 23:15:00+00:00,103961.3,TP1.50_SL1.00,0.015,0.01,True,TP,2025-05-12 07:00:00+00:00,0.015,7.5,7.1,1905.0
reference_validation,2025-05-10 22:30:00+00:00,2025-05-10 23:00:00+00:00,2025-05-10 23:15:00+00:00,103961.3,TP2.00_SL1.00,0.02,0.01,True,SL,2025-05-12 14:25:00+00:00,-0.01,-5.0,-5.4,2350.0
reference_validation,2025-05-10 22:30:00+00:00,2025-05-10 23:00:00+00:00,2025-05-10 23:15:00+00:00,103961.3,TP2.00_SL1.50,0.02,0.015,True,SL,2025-05-12 15:00:00+00:00,-0.015,-7.5,-7.9,2385.0
reference_validation,2025-05-11 09:00:00+00:00,2025-05-11 09:15:00+00:00,2025-05-11 09:30:00+00:00,104267.7,TP0.50_SL0.50,0.005,0.005,True,TP,2025-05-11 12:05:00+00:00,0.005,2.5,2.1,155.0
reference_validation,2025-05-11 09:00:00+00:00,2025-05-11 09:15:00+00:00,2025-05-11 09:30:00+00:00,104267.7,TP0.75_SL0.75,0.0075,0.0075,True,TP,2025-05-12 01:05:00+00:00,0.0075,3.75,3.35,935.0
reference_validation,2025-05-11 09:00:00+00:00,2025-05-11 09:15:00+00:00,2025-05-11 09:30:00+00:00,104267.7,TP1.00_SL0.50,0.01,0.005,True,SL,2025-05-11 14:15:00+00:00,-0.005,-2.5,-2.9,285.0
reference_validation,2025-05-11 09:00:00+00:00,2025-05-11 09:15:00+00:00,2025-05-11 09:30:00+00:00,104267.7,TP1.00_SL0.75,0.01,0.0075,True,TP,2025-05-12 07:00:00+00:00,0.01,5.0,4.6,1290.0
reference_validation,2025-05-11 09:00:00+00:00,2025-05-11 09:15:00+00:00,2025-05-11 09:30:00+00:00,104267.7,TP1.50_SL1.00,0.015,0.01,True,TP,2025-05-12 07:05:00+00:00,0.015,7.5,7.1,1295.0
reference_validation,2025-05-11 09:00:00+00:00,2025-05-11 09:15:00+00:00,2025-05-11 09:30:00+00:00,104267.7,TP2.00_SL1.00,0.02,0.01,True,SL,2025-05-12 14:25:00+00:00,-0.01,-5.0,-5.4,1735.0
reference_validation,2025-05-11 09:00:00+00:00,2025-05-11 09:15:00+00:00,2025-05-11 09:30:00+00:00,104267.7,TP2.00_SL1.50,0.02,0.015,True,SL,2025-05-12 14:25:00+00:00,-0.015,-7.5,-7.9,1735.0
reference_validation,2025-05-11 18:45:00+00:00,2025-05-11 19:00:00+00:00,2025-05-11 19:15:00+00:00,104536.0,TP0.50_SL0.50,0.005,0.005,True,SL,2025-05-11 21:05:00+00:00,-0.005,-2.5,-2.9,110.0
reference_validation,2025-05-11 18:45:00+00:00,2025-05-11 19:00:00+00:00,2025-05-11 19:15:00+00:00,104536.0,TP0.75_SL0.75,0.0075,0.0075,True,SL,2025-05-11 22:05:00+00:00,-0.0075,-3.75,-4.15,170.0
reference_validation,2025-05-11 18:45:00+00:00,2025-05-11 19:00:00+00:00,2025-05-11 19:15:00+00:00,104536.0,TP1.00_SL0.50,0.01,0.005,True,SL,2025-05-11 21:05:00+00:00,-0.005,-2.5,-2.9,110.0
reference_validation,2025-05-11 18:45:00+00:00,2025-05-11 19:00:00+00:00,2025-05-11 19:15:00+00:00,104536.0,TP1.00_SL0.75,0.01,0.0075,True,SL,2025-05-11 22:05:00+00:00,-0.0075,-3.75,-4.15,170.0
reference_validation,2025-05-11 18:45:00+00:00,2025-05-11 19:00:00+00:00,2025-05-11 19:15:00+00:00,104536.0,TP1.50_SL1.00,0.015,0.01,True,SL,2025-05-12 14:25:00+00:00,-0.01,-5.0,-5.4,1150.0
reference_validation,2025-05-11 18:45:00+00:00,2025-05-11 19:00:00+00:00,2025-05-11 19:15:00+00:00,104536.0,TP2.00_SL1.00,0.02,0.01,True,SL,2025-05-12 14:25:00+00:00,-0.01,-5.0,-5.4,1150.0
reference_validation,2025-05-11 18:45:00+00:00,2025-05-11 19:00:00+00:00,2025-05-11 19:15:00+00:00,104536.0,TP2.00_SL1.50,0.02,0.015,True,SL,2025-05-12 14:25:00+00:00,-0.015,-7.5,-7.9,1150.0
reference_validation,2025-05-12 00:45:00+00:00,2025-05-12 01:00:00+00:00,2025-05-12 01:15:00+00:00,104713.0,TP0.50_SL0.50,0.005,0.005,True,SL,2025-05-12 01:25:00+00:00,-0.005,-2.5,-2.9,10.0
reference_validation,2025-05-12 00:45:00+00:00,2025-05-12 01:00:00+00:00,2025-05-12 01:15:00+00:00,104713.0,TP0.75_SL0.75,0.0075,0.0075,True,SL,2025-05-12 01:35:00+00:00,-0.0075,-3.75,-4.15,20.0
reference_validation,2025-05-12 00:45:00+00:00,2025-05-12 01:00:00+00:00,2025-05-12 01:15:00+00:00,104713.0,TP1.00_SL0.50,0.01,0.005,True,SL,2025-05-12 01:25:00+00:00,-0.005,-2.5,-2.9,10.0
reference_validation,2025-05-12 00:45:00+00:00,2025-05-12 01:00:00+00:00,2025-05-12 01:15:00+00:00,104713.0,TP1.00_SL0.75,0.01,0.0075,True,SL,2025-05-12 01:35:00+00:00,-0.0075,-3.75,-4.15,20.0
reference_validation,2025-05-12 00:45:00+00:00,2025-05-12 01:00:00+00:00,2025-05-12 01:15:00+00:00,104713.0,TP1.50_SL1.00,0.015,0.01,True,SL,2025-05-12 02:55:00+00:00,-0.01,-5.0,-5.4,100.0
reference_validation,2025-05-12 00:45:00+00:00,2025-05-12 01:00:00+00:00,2025-05-12 01:15:00+00:00,104713.0,TP2.00_SL1.00,0.02,0.01,True,SL,2025-05-12 02:55:00+00:00,-0.01,-5.0,-5.4,100.0
reference_validation,2025-05-12 00:45:00+00:00,2025-05-12 01:00:00+00:00,2025-05-12 01:15:00+00:00,104713.0,TP2.00_SL1.50,0.02,0.015,True,SL,2025-05-12 14:25:00+00:00,-0.015,-7.5,-7.9,790.0
reference_validation,2025-05-12 07:00:00+00:00,2025-05-12 08:30:00+00:00,2025-05-12 08:45:00+00:00,104467.6,TP0.50_SL0.50,0.005,0.005,True,SL,2025-05-12 11:45:00+00:00,-0.005,-2.5,-2.9,180.0
reference_validation,2025-05-12 07:00:00+00:00,2025-05-12 08:30:00+00:00,2025-05-12 08:45:00+00:00,104467.6,TP0.75_SL0.75,0.0075,0.0075,True,SL,2025-05-12 11:50:00+00:00,-0.0075,-3.75,-4.15,185.0
reference_validation,2025-05-12 07:00:00+00:00,2025-05-12 08:30:00+00:00,2025-05-12 08:45:00+00:00,104467.6,TP1.00_SL0.50,0.01,0.005,True,SL,2025-05-12 11:45:00+00:00,-0.005,-2.5,-2.9,180.0
reference_validation,2025-05-12 07:00:00+00:00,2025-05-12 08:30:00+00:00,2025-05-12 08:45:00+00:00,104467.6,TP1.00_SL0.75,0.01,0.0075,True,SL,2025-05-12 11:50:00+00:00,-0.0075,-3.75,-4.15,185.0
reference_validation,2025-05-12 07:00:00+00:00,2025-05-12 08:30:00+00:00,2025-05-12 08:45:00+00:00,104467.6,TP1.50_SL1.00,0.015,0.01,True,SL,2025-05-12 14:25:00+00:00,-0.01,-5.0,-5.4,340.0
reference_validation,2025-05-12 07:00:00+00:00,2025-05-12 08:30:00+00:00,2025-05-12 08:45:00+00:00,104467.6,TP2.00_SL1.00,0.02,0.01,True,SL,2025-05-12 14:25:00+00:00,-0.01,-5.0,-5.4,340.0
reference_validation,2025-05-12 07:00:00+00:00,2025-05-12 08:30:00+00:00,2025-05-12 08:45:00+00:00,104467.6,TP2.00_SL1.50,0.02,0.015,True,SL,2025-05-12 14:25:00+00:00,-0.015,-7.5,-7.9,340.0
reference_validation,2025-05-14 12:00:00+00:00,2025-05-14 12:30:00+00:00,2025-05-14 12:45:00+00:00,104151.2,TP0.50_SL0.50,0.005,0.005,True,SL,2025-05-14 13:45:00+00:00,-0.005,-2.5,-2.9,60.0
reference_validation,2025-05-14 12:00:00+00:00,2025-05-14 12:30:00+00:00,2025-05-14 12:45:00+00:00,104151.2,TP0.75_SL0.75,0.0075,0.0075,True,SL,2025-05-14 14:10:00+00:00,-0.0075,-3.75,-4.15,85.0
reference_validation,2025-05-14 12:00:00+00:00,2025-05-14 12:30:00+00:00,2025-05-14 12:45:00+00:00,104151.2,TP1.00_SL0.50,0.01,0.005,True,SL,2025-05-14 13:45:00+00:00,-0.005,-2.5,-2.9,60.0
reference_validation,2025-05-14 12:00:00+00:00,2025-05-14 12:30:00+00:00,2025-05-14 12:45:00+00:00,104151.2,TP1.00_SL0.75,0.01,0.0075,True,SL,2025-05-14 14:10:00+00:00,-0.0075,-3.75,-4.15,85.0
reference_validation,2025-05-14 12:00:00+00:00,2025-05-14 12:30:00+00:00,2025-05-14 12:45:00+00:00,104151.2,TP1.50_SL1.00,0.015,0.01,True,SL,2025-05-14 14:20:00+00:00,-0.01,-5.0,-5.4,95.0
reference_validation,2025-05-14 12:00:00+00:00,2025-05-14 12:30:00+00:00,2025-05-14 12:45:00+00:00,104151.2,TP2.00_SL1.00,0.02,0.01,True,SL,2025-05-14 14:20:00+00:00,-0.01,-5.0,-5.4,95.0
reference_validation,2025-05-14 12:00:00+00:00,2025-05-14 12:30:00+00:00,2025-05-14 12:45:00+00:00,104151.2,TP2.00_SL1.50,0.02,0.015,True,SL,2025-05-14 17:25:00+00:00,-0.015,-7.5,-7.9,280.0
