i,date,period,parent_pnl,win,f5_body,f5_upper,f5_lower,f5_upper_minus_lower,f5_upper_delta_prev3median,f5_body_delta_prev3median,f5_upper_share_delta_prev3median,h4_ret,entry_dist_ema7,entry_dist_ema20,ema7_slope15,ema20_slope15,m15_ret,m15_body,m15_upper,m15_lower,m15_close_pos,m15_range_open,h1_ret,h1_body,h1_upper,h1_lower,h1_close_pos,h1_range_open,leaf
20,2024-04-26,discovery,-4.25,0,0.03590664272890672,0.30700179533212635,0.6570915619389669,-0.35008976660684055,-0.02937105167899895,-0.6277205102599679,-0.6815642458100657,-0.0019111368001044626,-0.0006362485116451211,-0.0011523634884280654,-0.0005261269661148704,-0.0002950014401587042,-0.0009222983114008931,0.47899838449112697,0.2253634894991987,0.2956381260096744,0.2956381260096744,0.0019254726973260022,-0.0015791551519936942,0.26031258006660973,0.6459133999487675,0.09377401998462279,0.09377401998462279,0.0060663804707001895,2
21,2024-05-03,discovery,9.25,1,0.45434782608698815,0.5456521739130118,0.0,0.5456521739130118,0.3798962540587512,0.17383780787201425,0.7462686567164178,-0.008876170882205603,-0.0006910837237670275,-0.002198234951806599,-0.001392553667652341,-0.0009016267330390626,-0.0009119757617108704,0.2687904430064689,0.10104529616726114,0.63016426082627,0.63016426082627,0.0033928876023650817,-0.00105200235054137,0.15978456014363343,0.5155167991792748,0.32469864067709175,0.32469864067709175,0.00658387987923083,6
22,2024-05-10,discovery,-1.3542458979474974,0,0.5346441947565261,0.45692883895132563,0.008426966292148227,0.4485018726591774,-0.021558775129489005,0.3560262025792431,0.39935166554886725,0.0027655852417303173,-0.0010260135522414116,-0.00028264540687250594,-0.000771460232991128,7.950727710492878e-05,-0.0018995186303204514,0.851063829787234,0.1425531914893514,0.006382978723414576,0.006382978723414576,0.0022319343906265087,-0.0012212700574995017,0.19022945965950652,0.5785837651122584,0.2311867752282351,0.2311867752282351,0.006419983843119908,3
23,2024-05-17,discovery,-4.25,0,0.7762756214565972,0.168774531181843,0.05494984736155979,0.1138246838202832,0.09309425907304333,0.04819838895451778,0.32443427409084374,0.012289248166529543,0.002184922198952277,0.004417528725404463,0.0005383539337644461,0.0008349310505866292,0.002423319464210927,0.4680478552670268,0.1129267580974538,0.41902538663551936,0.8870732419025462,0.0051775036183603785,0.006562699111016812,0.771810883140064,0.2281891168599361,0.0,0.771810883140064,0.008502988561546163,6
24,2024-05-24,discovery,-4.25,0,0.8036684782609053,0.0815217391304364,0.11480978260865837,-0.03328804347822198,0.013176415389384008,0.4405888632127493,0.31950702936383063,-0.010523401535656784,0.0009286661286052045,4.082943225314217e-05,-0.00017763059776265688,-0.00040081146352333175,0.0026217815281539547,0.7946630483944099,0.05427408412483253,0.15106286748075756,0.9457259158751674,0.0032992367437382586,0.0041906538256901715,0.5641851106639721,0.31368209255534957,0.12213279678067825,0.6863179074446505,0.007427799398602318,6
25,2024-05-31,discovery,-1.5370876584068487,0,0.806146572104101,0.03427895981080354,0.1595744680850954,-0.12529550827429187,0.004486213696775081,0.2750584892025266,0.11329335669009531,-0.005073351415988525,-0.0003555596689505114,-0.0014382962397159194,-0.0010650805123134655,-0.0006617979017891074,0.00019791064993857077,0.11936339522545805,0.09725906277629914,0.7833775419982428,0.9027409372237009,0.0016580514450410307,-0.001280857691587034,0.2544344286129732,0.4486769409711863,0.2968886304158405,0.2968886304158405,0.005034136687277411,6
26,2024-06-07,discovery,2.2641437765556223,1,0.5942446043163793,0.39712230215835714,0.008633093525263608,0.38848920863309355,0.21495175952254958,0.1000585578048071,0.6185701475498866,0.001620378191483196,-0.00030691950201755525,-0.0010214371452997861,-0.0007310521441482587,-0.000441691865416205,-0.00020094938042958255,0.2057553956834951,0.19136690647486201,0.6028776978416429,0.6028776978416429,0.0009766420936958104,-0.0021122464006957387,0.6024000000000233,0.23,0.1675999999999767,0.1675999999999767,0.003506385127316844,3
27,2024-06-14,discovery,0.44420742142373193,1,0.8204318062138372,0.09478672985782281,0.08478146392833998,0.010005265929482837,-0.22888476772678162,0.3166561859333781,-0.25257554507177704,0.002343078181507474,-0.0010034740338610293,-0.0009225549480796902,0.00019977147709449028,0.00011857411143889607,-0.000579580252446088,0.18671799807509665,0.7358036573628621,0.07747834456204125,0.07747834456204125,0.0031040406303680388,-0.0007780962180939932,0.25072184793074465,0.6717998075072141,0.07747834456204125,0.07747834456204125,0.0031034240713994883,2
28,2024-06-21,discovery,-4.25,0,0.6366630076838486,0.29582875960483074,0.06750823271132061,0.22832052689351012,0.18745805706372698,0.015480937076948864,0.5757125536651093,-0.004560020101313067,-0.0037644178400628725,-0.005543828836408915,-0.0029413273510275895,-0.001286576795850869,-0.005356063541263056,0.9280343716433866,0.038936627282491795,0.033029001074121545,0.033029001074121545,0.005771406431615675,-0.006601564253419623,0.7771501457725907,0.2004373177842555,0.02241253644315387,0.02241253644315387,0.008494580216357994,3
29,2024-06-28,discovery,-1.060675494960666,0,0.22153209109723487,0.6915113871635495,0.08695652173921559,0.604554865424334,0.6554162271963518,-0.5887464871929031,0.7693105305682266,-0.007849133537206954,-0.0008860940839487963,-0.002385249843817383,-0.0016621888610541813,-0.0009804568246493117,-0.0011728313615105845,0.34582132564841983,0.022574447646480093,0.6316042267051001,0.6316042267051001,0.003391437353701457,-0.004665183028083608,0.6860825972785879,0.0,0.3139174027214121,0.3139174027214121,0.0067997396327913575,5
30,2024-07-05,discovery,-4.25,0,0.09353233830847218,0.1313432835820606,0.7751243781094672,-0.6437810945274066,-0.11744898694932498,-0.4204318134213939,-0.5112647394626454,-0.01494710647707942,0.0019071161956984994,0.0019753093893164486,0.0021006382248769384,0.0005328442010894552,0.003598157743235353,0.6208213944603515,0.11588666029927024,0.26329194524037836,0.8841133397007298,0.005795801780257846,0.0021114771496164586,0.23599670510708173,0.0895799011532128,0.6744233937397055,0.9104200988467872,0.008947061988252347,5
31,2024-07-12,discovery,5.775159712220119,1,0.9080068143100275,0.09114139693353455,0.0008517887564379857,0.09028960817709657,-0.017890336182830757,0.6120068143100421,0.8556600955789052,0.003230932575816192,0.0011159873107442486,5.574091922255775e-05,-0.00022068887076931443,-0.0004873767576657473,0.003174502731548845,0.6517502706604096,0.03861421869360211,0.3096355106459883,0.9613857813063978,0.004870734811252409,-0.0020388892774707568,0.24226054435902314,0.20423852067318163,0.5535009349677952,0.5535009349677952,0.008416101279988859,6
32,2024-07-19,discovery,9.25,1,0.5420560747663841,0.45794392523361593,0.0,0.45794392523361593,0.021735799788119903,0.43361236615712717,0.552631578947346,-0.009704827062781196,-0.0011733638514639377,-0.004033231297920992,-0.0018320361561819931,-0.0014623038191947657,-0.0006152580866414237,0.1571772253408054,0.40617481956697,0.4366479550922246,0.4366479550922246,0.00391442262266318,-0.007959828495220034,0.8242981606969975,0.0,0.17570183930300248,0.17570183930300248,0.009656491879697419,3
33,2024-07-26,discovery,6.644536267620877,1,0.9025270758123692,0.0012033694343114242,0.09626955475331939,-0.09506618531900796,-0.7266995768395554,0.7430816685333822,-0.8058361391706079,-0.002092100158175847,-0.001148023853495772,-0.0015916899037979881,-0.0006531516356879097,-0.0002940399154623963,-0.0009307384206729274,0.46423248882268453,0.4761549925484021,0.05961251862891336,0.05961251862891336,0.0020048972079340904,-0.0025073871713061635,0.5558862433862252,0.4176587301587478,0.026455026455026964,0.026455026455026964,0.0045106120202439695,2
34,2024-08-02,discovery,9.25,1,0.4446952595936636,0.22498118886381585,0.3303235515425205,-0.10534236267870467,0.11187526426783805,0.028470847159995316,-0.14748252745674906,-0.007029400883280301,-0.0016817435939195935,-0.0020842281089776815,-0.0013570425735279779,-0.0004532277327690126,-0.002463284005449151,0.7829955511616371,0.0,0.21700444883836295,0.21700444883836295,0.0031459744589795243,-0.004662782307805702,0.7590300580954759,0.13008335438241933,0.11088658752210481,0.11088658752210481,0.006143079919002606,2
35,2024-08-09,discovery,-4.25,0,0.5044606650446009,0.009732360097300342,0.48580697485809876,-0.47607461476079843,-0.29148467844222836,0.43143835267133035,-0.3053053608712985,-0.007875813263326092,-0.0005664830456765246,-0.0012592653967962164,-0.0011380733577435187,-0.0005306782696546941,-0.00015939868898684484,0.05749851807941468,0.2187314759928992,0.7237700059276861,0.7237700059276861,0.002772222560008629,-0.00019390099218152823,0.024681029073421765,0.7199330683957292,0.25538590253084903,0.25538590253084903,0.007856276640846042,6
36,2024-08-16,discovery,-4.25,0,0.14285714285717316,0.7026239067054373,0.15451895043738953,0.5481049562680478,0.6789272242409827,-0.6083276912660538,0.5498866213151277,0.009770455649252163,0.00015567398937976762,0.0008250921160157798,0.0001589556089953703,0.00027384412046815854,-0.0010327646288373904,0.5122985581000908,0.016963528413909884,0.4707379134859993,0.4707379134859993,0.0020159428764888986,-0.0012257436947710199,0.29313164349958104,0.11774325429273541,0.5891251022076835,0.5891251022076835,0.004181546830418249,5
37,2024-08-23,discovery,-0.36258088295512625,0,0.10238907849829182,0.45392491467577695,0.44368600682593123,0.010238907849845713,0.403841442221688,-0.43934714854678225,0.3964138045669051,0.007925369437794094,8.973178911642066e-05,0.00048519723176698726,-0.00011675596360205542,9.064571806294275e-05,0.0005720364333119399,0.22706571242680848,0.3181522446324012,0.45478204294079033,0.6818477553675988,0.0025192550085970087,-0.0019390617949237576,0.3991921911814077,0.2480646247054962,0.35274318411309613,0.35274318411309613,0.004857464243439003,6
38,2024-08-30,discovery,2.5748362482274363,1,0.16262626262624794,0.47474747474747475,0.36262626262627734,0.11212121212119741,0.07597446861245793,-0.3322612629361237,-0.04009412324367356,0.003979586821262648,-0.0013633972680116013,-0.0002817122271389083,-0.001162005311046821,0.00011784863453967453,-0.0020990389231896334,0.6119842829076593,0.2116895874263205,0.17632612966602018,0.17632612966602018,0.0034298902468813193,-0.0016129684687417045,0.2673184357541818,0.6324022346368756,0.10027932960894262,0.10027932960894262,0.00603388413594105,2
39,2024-09-06,discovery,9.25,1,0.3574181117534179,0.642581888246582,0.0,0.642581888246582,0.3830139870120186,-0.1852078994475695,0.16053019145795455,-0.013923050127577774,0.0008409107910496427,-0.0029486185878634386,0.0007894543882671634,-0.0011297581292176728,0.0017694250536217648,0.45454545454546064,0.30779880018457767,0.23765574526996167,0.6922011998154223,0.0038927351179676058,-0.011237568727714975,0.5431950634213182,0.014312649982862807,0.442492286595819,0.442492286595819,0.020687906581725972,5
40,2024-09-13,discovery,-4.25,0,0.6245161290322768,0.3741935483870968,0.0012903225806263846,0.3729032258064704,0.07580645161285038,0.05980054782862909,0.1783817557013807,0.004371660297093127,0.0017288464938280956,0.0029336683417842124,0.0013307774248685345,0.000718936362540834,0.002174145612539702,0.6785137318255091,0.15616585891222035,0.16532040926227057,0.8438341410877797,0.003204276509909693,0.0059877957740746,0.9223585912486705,0.07737459978655223,0.00026680896477733197,0.9226254002134477,0.0064918306512096475,5
41,2024-09-20,discovery,-4.25,0,0.631131458469582,0.1170699803793413,0.25179856115107674,-0.13472858077173544,-0.24664683377993785,0.23555623723060526,-0.2843810680871828,-0.0035905290380896515,-0.00048556590468862293,-0.0014492036507939288,0.0002799943799032256,-0.0002455156883218734,0.00020951117734258062,0.07552526973312335,0.7813742191936381,0.14310051107323848,0.21862578080636183,0.0027740540097761154,-0.0042031040236879535,0.6550965534099149,0.025421657296507718,0.3194817892935774,0.3194817892935774,0.0064160069257117956,5
42,2024-09-27,discovery,0.8346867607596238,1,0.02702702702700931,0.2149292149291855,0.7580437580438052,-0.5431145431146197,-0.1672256672257608,-0.4499844672258642,-0.5521501744908173,0.0015442774495699751,0.0003891879986062108,0.0008987336592831685,0.00044508927132169696,0.0002859385221305466,0.0009514092941369512,0.6812705366923039,0.20591456736031252,0.11281489594738364,0.7940854326396874,0.001396522002487058,0.0019675273769568236,0.42186474064346885,0.3141825344714299,0.26395272488510124,0.6858174655285701,0.004663882015727948,6
43,2024-10-04,discovery,0.39894982240543175,1,0.6836419753085439,0.055555555555642885,0.26080246913581323,-0.20524691358017033,-0.20984728804625286,0.13426626588740587,-0.6535569105689447,0.007799280142199105,0.0007719920557001103,0.002332232871844475,0.0011986089008610978,0.0008441762366617755,0.0005344535131357464,0.2784380305603067,0.6129032258064496,0.10865874363324371,0.3870967741935504,0.0019194702392493477,0.005156419578679516,0.6998444790046678,0.16040879804487296,0.13974672295045915,0.839591201955127,0.007367950642424377,6
44,2024-10-11,discovery,7.550188644398743,1,0.09880239520966368,0.4880239520956564,0.4131736526946799,0.07485029940097648,0.1766315470323837,-0.49675316034587574,-0.19473549706124782,0.0011671944080327012,-0.0008016010703407739,-0.0012107623051778038,-0.0010539288111709455,-0.00040895363195303513,-0.0010920842832105038,0.6138888888888485,0.2277777777777643,0.15833333333338723,0.15833333333338723,0.001778960823329424,-0.0019748762822295873,0.47281323877068016,0.45981087470447496,0.06737588652484486,0.06737588652484486,0.004176863336915587,2
45,2024-10-18,discovery,0.8606223079650483,1,0.22179487179490912,0.35512820512816784,0.4230769230769231,-0.06794871794875523,0.32121653320385546,-0.39098115344164697,0.36876629411776946,0.006259227066159445,-0.0003629645034427531,-0.0007365837181624313,-0.0006820071850696108,-0.00032225477266756286,-0.00025010298358152383,0.11318242343542163,0.18641810918775328,0.7003994673768251,0.7003994673768251,0.00220973341964334,-0.001893252296064074,0.3903694730466242,0.29103573591764587,0.3185947910357299,0.3185947910357299,0.004849898434137838,6
46,2024-10-25,discovery,5.255605626959065,1,0.8097165991903789,0.0013495276651994687,0.18893387314442173,-0.18758434547922226,-0.0008976633461672899,0.2612854941426913,0.003076134323684975,-0.0070546840984241355,0.0007488472603169871,-0.00038874878535988255,0.00013687446254073699,-0.0003952131276557802,0.0009950101206321893,0.503375843961023,0.0007501875468212053,0.49587396849215587,0.9992498124531788,0.0019766743529098176,-0.0016283682153171997,0.22861295681061033,0.18750000000000377,0.5838870431893859,0.5838870431893859,0.007122816825584251,6
47,2024-11-01,discovery,9.25,1,0.3270270270269877,0.4702702702703096,0.20270270270270271,0.2675675675676069,0.3246120069650571,0.08799808211561602,0.5027167493503042,-0.0013934179374820443,-0.00018782088565594268,-0.000647860887823648,0.00012045994604936716,-0.00011598363463516392,-0.0002986077952502608,0.1139240506328972,0.6373142542652986,0.24876169510180415,0.24876169510180415,0.0026211128694189137,0.0008809936452918166,0.17779073156513833,0.41678810842319314,0.4054211600116685,0.5832118915768069,0.004955228191796734,6
48,2024-11-08,discovery,-0.03253534809829972,0,0.5674955595025832,0.10746003552402482,0.32504440497339193,-0.2175843694493671,-0.16851058357358384,0.13727520273449562,-0.23588626574544566,0.003565198602379027,0.0008585470637152426,0.002244184997557852,0.0014071342162436107,0.0008387230286723835,0.0007554507413269906,0.391156462585034,0.5170068027210885,0.09183673469387756,0.48299319727891155,0.0019313262430449263,0.0037979621205332936,0.5231439462697407,0.13795607188237574,0.33889998184788356,0.8620439281176242,0.007259879709235744,6
49,2024-11-15,discovery,9.25,1,0.7677881963597385,0.04853833425255887,0.18367346938770268,-0.1351351351351438,-0.046789650645960516,0.4337575129566972,-0.0038295092472491743,-0.006337447254037287,-0.002740503686057494,-0.0034839951840407446,-0.0020764603595732067,-0.0007290612931414309,-0.003455760358190063,0.8198975465085214,0.09032084119708958,0.089781612294389,0.089781612294389,0.004214868519739018,-0.006000682359422194,0.6706359260197778,0.2871801368127676,0.04218393716745453,0.04218393716745453,0.00894774963076641,2
50,2024-11-22,discovery,-4.25,0,0.4459081836327229,0.20119760479039592,0.35289421157688117,-0.15169660678648525,0.04314628459702061,0.29678211446201064,0.17736064367904025,0.0036778647552961896,-0.0006956712674413001,0.0007809023451388342,7.476295484742934e-05,0.0005718951415349949,-0.00198592057725433,0.6014007308160619,0.12941534713763359,0.2691839220463044,0.2691839220463044,0.003302158569976387,0.0020565599416046965,0.3174380551659778,0.4441327723235076,0.2384291725105146,0.5558672276764924,0.006478618137102095,6
51,2024-11-29,discovery,7.557015765459781,1,0.8003838771593034,0.0,0.1996161228406966,-0.1996161228406966,-0.02818991097914456,0.1118812033625387,-0.18867924528291527,-0.00989482288546406,-0.0019838313944641195,-0.004001489669422709,-0.0017802161721486298,-0.0011261525436867537,-0.001963943949894964,0.8924170616113882,0.009004739336465305,0.0985781990521465,0.0985781990521465,0.002200701930046882,-0.006542746915502828,0.7787938704893574,0.1955017301038178,0.025704399406824778,0.025704399406824778,0.008401127902292886,2
52,2024-12-06,discovery,1.4911228218801593,1,0.34973404255324375,0.2074468085105302,0.44281914893622604,-0.23537234042569583,0.03795528308680948,-0.440315164663777,-0.3325359992371823,0.004160416839207981,0.00097483398236764,0.0014924246994703072,0.0006351375352318112,0.0003077298414324581,0.001813697188055352,0.8070812528370429,0.07081252837036342,0.12210621879259363,0.9291874716296366,0.002247229980475753,0.0007397821412924444,0.13662024840046036,0.2709823108769244,0.5923974407226152,0.7290176891230756,0.005414879199486521,6
53,2024-12-13,discovery,0.12262824438394393,1,0.5527343750000883,0.2792968749999306,0.16796874999998113,0.11132812499994948,-0.05444025401281244,-0.11292280246805408,-0.09385571068328802,0.004106706148824468,0.0007492846276082599,0.001825025866497132,0.0014814686413999745,0.0007690691747050948,0.0004997501249375258,0.3028467595396622,0.6965475469412231,0.0006056935191145805,0.3034524530587768,0.0016501749125437863,0.00446641359331057,0.5791048659901151,0.14962269060629604,0.2712724434035889,0.8503773093937039,0.007712616238639604,6
