partition,date_utc,signal_ts,window_status,H,L,range,F15,F65,E20_DOWN,eligible_start,h2_bar_start,opposite_break_bar_start,session_end,blind_filled,blind_touch_bar_start,blind_entry_px,h2_after_fill,minutes_fill_to_h2,max_pre_h2_frac,adverse_excursion_r,rule,entry_executed,confirmation_kind,confirmation_bar_start,entry_start,entry_px,entry_fraction,entry_on_h2_bar_open,entry_status,fixed_exit_reason,fixed_exit_px,fixed_net_pnl_usd,fixed_hold_minutes,fixed_h2_seen,fixed_breakdown_accepted,fixed_e20_reached,hybrid_exit_reason,hybrid_exit_px,hybrid_net_pnl_usd,hybrid_hold_minutes,hybrid_e20_reached,hybrid_ceiling_ratchets,hybrid_final_ceiling,session_trough_after_e20,trough_extension_r,realized_exit_extension_r,capture_ratio,giveback_r,entry_executed_b,b27ai_exit_reason,b27ai_exit_px,b27ai_net_pnl_usd,b27ai_hold_minutes,breakdown_accepted,acceptance_bar_start,e20_diag_reached,preaccept_f65_invalid,b27ai_trough_px_in_trade,b27ai_trough_extension_r,b27ai_realized_exit_extension_r,b27ai_capture_ratio,b27ai_giveback_r
development,2022-03-14,2022-03-14 13:35:00+00:00,H2_ARRIVAL,39287.4,38630.0,657.4000000000015,38728.61,39057.31,38498.52,2022-03-14 13:45:00+00:00,2022-03-14 17:30:00+00:00,,2022-03-14 20:00:00+00:00,True,2022-03-14 14:50:00+00:00,38728.61,True,160.0,0.7655917249771855,0.6155917249771855,EARLY_REJECT,True,LATER_REJECT,2022-03-14 17:00:00+00:00,2022-03-14 17:05:00+00:00,38721.1,0.1385762093093981,False,EXECUTED,TP_E20_DOWN,38498.52,2.4741435548060857,80.0,True,True,True,PROFIT_CEILING_HIT,38498.52,2.4741435548060857,85.0,True,0,38498.52,38400.0,0.34986309704898,0.2000000000000044,0.5716521739130574,0.1498630970489756,True,BREAKDOWN_RECLAIM_L,38665.4,0.31924609579787633,115.0,True,2022-03-14 18:20:00+00:00,True,False,38400.0,0.34986309704898005,-0.053848494067540886,0.0,0.40371159111652094
development,2022-03-14,2022-03-14 13:35:00+00:00,H2_ARRIVAL,39287.4,38630.0,657.4000000000015,38728.61,39057.31,38498.52,2022-03-14 13:45:00+00:00,2022-03-14 17:30:00+00:00,,2022-03-14 20:00:00+00:00,True,2022-03-14 14:50:00+00:00,38728.61,True,160.0,0.7655917249771855,0.6155917249771855,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-03-24,2022-03-24 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,43206.7,42721.0,485.6999999999971,42793.855,43036.705,42623.86,2022-03-24 13:40:00+00:00,,2022-03-24 14:45:00+00:00,2022-03-24 20:00:00+00:00,True,2022-03-24 13:50:00+00:00,42793.855,False,,0.852995676343433,0.702995676343433,BLIND_F15,True,,,2022-03-24 13:50:00+00:00,42793.855,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,43063.3,-3.5481739609577896,15.0,False,False,False,PRE_E20_CLOSE_INVALIDATION_F65,43063.3,-3.5481739609577896,15.0,False,0,,,,,,,True,PRE_ACCEPT_CLOSE_INVALIDATION_F65,43063.3,-3.5481739609576786,15.0,False,,False,True,,,,,
development,2022-03-24,2022-03-24 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,43206.7,42721.0,485.6999999999971,42793.855,43036.705,42623.86,2022-03-24 13:40:00+00:00,,2022-03-24 14:45:00+00:00,2022-03-24 20:00:00+00:00,True,2022-03-24 13:50:00+00:00,42793.855,False,,0.852995676343433,0.702995676343433,EARLY_REJECT,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-03-24,2022-03-24 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,43206.7,42721.0,485.6999999999971,42793.855,43036.705,42623.86,2022-03-24 13:40:00+00:00,,2022-03-24 14:45:00+00:00,2022-03-24 20:00:00+00:00,True,2022-03-24 13:50:00+00:00,42793.855,False,,0.852995676343433,0.702995676343433,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-03-29,2022-03-29 15:50:00+00:00,H2_ARRIVAL,48100.0,47320.0,780.0,47437.0,47827.0,47164.0,2022-03-29 16:00:00+00:00,2022-03-29 16:00:00+00:00,,2022-03-29 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-03-29,2022-03-29 15:50:00+00:00,H2_ARRIVAL,48100.0,47320.0,780.0,47437.0,47827.0,47164.0,2022-03-29 16:00:00+00:00,2022-03-29 16:00:00+00:00,,2022-03-29 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-03-29,2022-03-29 15:50:00+00:00,H2_ARRIVAL,48100.0,47320.0,780.0,47437.0,47827.0,47164.0,2022-03-29 16:00:00+00:00,2022-03-29 16:00:00+00:00,,2022-03-29 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-03-31,2022-03-31 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,47619.4,47050.0,569.4000000000015,47135.41,47420.11,46936.12,,,,2022-03-31 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-03-31,2022-03-31 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,47619.4,47050.0,569.4000000000015,47135.41,47420.11,46936.12,,,,2022-03-31 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-03-31,2022-03-31 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,47619.4,47050.0,569.4000000000015,47135.41,47420.11,46936.12,,,,2022-03-31 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-04-08,2022-04-08 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,43968.1,42851.3,1116.7999999999956,43018.82,43577.22,42627.94,,,,2022-04-08 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-04-08,2022-04-08 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,43968.1,42851.3,1116.7999999999956,43018.82,43577.22,42627.94,,,,2022-04-08 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-04-08,2022-04-08 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,43968.1,42851.3,1116.7999999999956,43018.82,43577.22,42627.94,,,,2022-04-08 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-04-12,2022-04-12 14:20:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,40700.0,40017.6,682.4000000000015,40119.96,40461.16,39881.12,,,,2022-04-12 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-04-12,2022-04-12 14:20:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,40700.0,40017.6,682.4000000000015,40119.96,40461.16,39881.12,,,,2022-04-12 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
development,2022-04-12,2022-04-12 14:20:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,40700.0,40017.6,682.4000000000015,40119.96,40461.16,39881.12,,,,2022-04-12 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,,False,NO_TRADE,,,,False,,False,False,,,,,
