partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,minutes_break_to_retest,eligible,outcome,persistent_like,reclaim_close,reclaim_close_ext_r4,reclaim_body_ratio,reclaim_close_pos,time_left_min,final_close_loc_r4,net_from_reclaim_r4,close_span_r4,directionality_efficiency,nb_class,RECLAIM_C05,RECLAIM_C10,RECLAIM_STRONG_BODY,QUICK_RECLAIM,SLOW_RECLAIM,TIME_LEFT_120,HOLD_5M_ABOVE_L,HIGHER_CLOSE_5M,HOLD_10M_ABOVE_L,EXT10_CLOSE_BEFORE_REBREAK,EXT25_CLOSE_BEFORE_REBREAK
development,BULL,00-04,2022-02-16 00:00:00+00:00,2022-02-16 04:00:00+00:00,2022-02-16 02:40:00+00:00,44777.0,43939.2,837.8000000000029,0.0,True,NO_BOUNDARY,True,43950.0,0.01289090475054055,0.30349013657055474,0.3459787556904766,80.0,0.03783719264741496,0.024946287896874413,0.2029123895917873,0.1229411764705968,FLAT_CHOP_LIKE,False,False,False,True,False,False,True,True,True,True,False
development,BEAR,12-16,2022-02-18 12:00:00+00:00,2022-02-18 16:00:00+00:00,2022-02-18 14:55:00+00:00,40938.0,40073.1,864.9000000000015,10.0,True,REBREAK_LOW,False,40297.2,0.2591050988553569,0.887914540816311,0.9008290816326467,65.0,,,,,,True,True,True,True,False,False,True,True,True,True,True
development,BEAR,00-04,2022-02-20 00:00:00+00:00,2022-02-20 04:00:00+00:00,2022-02-20 03:40:00+00:00,40119.0,39777.0,342.0,0.0,True,REBREAK_LOW,False,39830.7,0.15701754385964062,0.7166095890410977,0.9315068493150659,20.0,,,,,,True,True,True,True,False,False,False,False,False,False,False
development,BULL,16-20,2022-03-01 16:00:00+00:00,2022-03-01 20:00:00+00:00,2022-03-01 17:10:00+00:00,44935.0,43324.8,1610.199999999997,0.0,True,NO_BOUNDARY,True,43370.0,0.028071047074895772,0.4276800907543971,0.7311401020986916,170.0,0.22910197490994588,0.2010309278350501,0.3059247298472236,0.6571254567600447,INTERNAL_UP,False,False,False,True,False,True,True,True,True,True,True
development,BULL,00-04,2022-03-03 00:00:00+00:00,2022-03-03 04:00:00+00:00,2022-03-03 02:15:00+00:00,44345.0,43661.8,683.1999999999971,0.0,True,REBREAK_LOW,False,43719.1,0.08387002341919772,0.7879999999999806,0.8546666666666473,105.0,,,,,,True,False,True,True,False,False,True,True,True,True,False
development,BEAR,08-12,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,2022-03-13 08:20:00+00:00,39300.0,39051.6,248.40000000000146,0.0,True,REBREAK_LOW,False,39057.3,0.02294685990339908,0.31272084805662226,0.3215547703181066,220.0,,,,,,False,False,False,True,False,True,False,False,False,False,False
development,BULL,16-20,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-16 16:35:00+00:00,41188.0,40232.3,955.6999999999971,0.0,True,REBREAK_LOW,False,40234.1,0.0018834362247521607,0.5494680851063598,0.7026595744680774,205.0,,,,,,False,False,False,True,False,True,True,True,True,True,False
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:45:00+00:00,41998.0,41728.8,269.1999999999971,10.0,True,REBREAK_LOW,False,41734.8,0.022288261515602023,0.18541666666669698,0.6666666666666666,135.0,,,,,,False,False,False,True,False,True,False,False,False,False,False
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 12:55:00+00:00,41481.1,41055.8,425.29999999999563,5.0,True,REBREAK_LOW,False,41119.5,0.1497766282623977,0.6955017301037818,0.8793870489372165,185.0,,,,,,True,True,True,True,False,True,True,True,True,True,True
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 04:35:00+00:00,42518.0,41842.4,675.5999999999985,0.0,True,REBREAK_LOW,False,41875.2,0.04854943753699779,0.36007827788648833,0.9386823222439549,205.0,,,,,,False,False,False,True,False,True,True,True,True,True,False
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 10:55:00+00:00,45485.8,45100.3,385.5,0.0,True,REBREAK_LOW,False,45158.6,0.1512321660181469,0.7105882352941347,0.7105882352941347,65.0,,,,,,True,True,False,True,False,False,False,False,False,False,False
development,BEAR,00-04,2022-04-07 00:00:00+00:00,2022-04-07 04:00:00+00:00,2022-04-07 01:10:00+00:00,44040.7,43110.0,930.6999999999971,10.0,True,REBREAK_LOW,False,43155.2,0.048565595788113494,0.6209833526906577,0.950058072009285,170.0,,,,,,False,False,True,True,False,True,True,False,False,False,False
development,BEAR,20-00,2022-04-08 20:00:00+00:00,2022-04-09 00:00:00+00:00,2022-04-08 22:35:00+00:00,43707.2,42298.2,1409.0,0.0,True,REBREAK_LOW,False,42349.7,0.036550745209368345,0.5605962410887775,0.5780946208684083,85.0,,,,,,False,False,False,True,False,False,True,True,True,False,False
development,BEAR,16-20,2022-04-11 16:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-11 16:35:00+00:00,41245.9,40536.0,709.9000000000015,0.0,True,REBREAK_LOW,False,40591.6,0.07832089026623247,0.37754158964878254,0.5337338262476858,205.0,,,,,,True,False,False,True,False,True,True,True,True,True,True
development,BEAR,12-16,2022-04-15 12:00:00+00:00,2022-04-15 16:00:00+00:00,2022-04-15 14:35:00+00:00,40400.0,40005.6,394.40000000000146,0.0,True,HIGH_BREAK,True,40036.3,0.07783975659230287,0.5889212827989238,0.8066083576288114,85.0,,,,,,True,False,True,True,False,False,True,True,True,True,True
development,BEAR,08-12,2022-04-16 08:00:00+00:00,2022-04-16 12:00:00+00:00,2022-04-16 08:40:00+00:00,40544.1,40350.0,194.09999999999854,0.0,True,REBREAK_LOW,False,40354.6,0.02369912416279536,0.24175824175811217,0.8131868131867407,200.0,,,,,,False,False,False,True,False,True,True,True,False,False,False
development,SIDEWAYS,16-20,2022-04-17 16:00:00+00:00,2022-04-17 20:00:00+00:00,2022-04-17 17:15:00+00:00,40574.1,40164.0,410.09999999999854,0.0,True,REBREAK_LOW,False,40220.2,0.13703974640330965,0.7782369146005665,0.9490358126721151,165.0,,,,,,True,True,True,True,False,True,True,True,True,True,False
development,BULL,16-20,2022-04-20 16:00:00+00:00,2022-04-20 20:00:00+00:00,2022-04-20 18:50:00+00:00,42160.0,41037.3,1122.699999999997,0.0,True,REBREAK_LOW,False,41039.5,0.0019595617707286856,0.8394202898550893,0.8927536231884058,70.0,,,,,,False,False,True,True,False,False,False,False,False,False,False
development,BEAR,08-12,2022-04-22 08:00:00+00:00,2022-04-22 12:00:00+00:00,2022-04-22 10:15:00+00:00,40786.1,40264.6,521.5,5.0,True,NO_BOUNDARY,True,40290.1,0.0488974113135187,0.900153609831027,0.9239631336405402,105.0,0.5626078619367237,0.5137104506232051,0.3698945349952089,1.0,INTERNAL_UP,False,False,True,True,False,False,True,True,True,True,True
development,BEAR,12-16,2022-04-24 12:00:00+00:00,2022-04-24 16:00:00+00:00,2022-04-24 13:20:00+00:00,39777.0,39524.1,252.90000000000146,5.0,True,REBREAK_LOW,False,39524.8,0.002767892447624996,0.7578947368421819,0.9473684210526315,160.0,,,,,,False,False,True,True,False,True,False,False,False,False,False
development,SIDEWAYS,12-16,2022-04-28 12:00:00+00:00,2022-04-28 16:00:00+00:00,2022-04-28 13:25:00+00:00,39878.0,39340.0,538.0,0.0,True,REBREAK_LOW,False,39374.1,0.06338289962825008,0.5810089020771599,0.9442136498516234,155.0,,,,,,True,False,True,True,False,True,True,True,True,True,False
development,BEAR,12-16,2022-04-30 12:00:00+00:00,2022-04-30 16:00:00+00:00,2022-04-30 13:10:00+00:00,38678.8,38514.0,164.8000000000029,0.0,True,REBREAK_LOW,False,38546.9,0.19963592233010238,0.648459383753529,0.648459383753529,170.0,,,,,,True,True,False,True,False,True,True,True,True,True,True
development,BEAR,16-20,2022-05-01 16:00:00+00:00,2022-05-01 20:00:00+00:00,2022-05-01 19:15:00+00:00,38680.6,37812.0,868.5999999999985,0.0,True,REBREAK_LOW,False,37853.4,0.047662905825468026,0.4960806270996805,0.8947368421052503,45.0,,,,,,False,False,False,True,False,False,True,False,False,False,False
development,SIDEWAYS,08-12,2022-05-02 08:00:00+00:00,2022-05-02 12:00:00+00:00,2022-05-02 11:50:00+00:00,39155.0,38572.8,582.1999999999971,0.0,True,REBREAK_LOW,False,38583.0,0.017519752662310446,0.3469999999999709,0.83,10.0,,,,,,False,False,False,True,False,False,False,False,False,False,False
development,SIDEWAYS,16-20,2022-05-02 16:00:00+00:00,2022-05-02 20:00:00+00:00,2022-05-02 18:25:00+00:00,39222.0,38218.0,1004.0,5.0,True,REBREAK_LOW,False,38241.4,0.023306772908367985,0.4541715628672205,0.682726204465343,95.0,,,,,,False,False,False,True,False,False,False,False,False,False,False
development,SIDEWAYS,12-16,2022-05-03 12:00:00+00:00,2022-05-03 16:00:00+00:00,2022-05-03 13:55:00+00:00,38659.7,38250.0,409.6999999999971,0.0,True,REBREAK_LOW,False,38319.8,0.17036856236271272,0.8158620689655374,0.8765517241379712,125.0,,,,,,True,True,True,True,False,True,True,True,True,True,True
development,BULL,08-12,2022-05-05 08:00:00+00:00,2022-05-05 12:00:00+00:00,2022-05-05 08:50:00+00:00,39845.0,39515.8,329.1999999999971,0.0,True,REBREAK_LOW,False,39528.9,0.03979343863912108,0.5981873111782449,0.9597180261832842,190.0,,,,,,False,False,True,True,False,True,False,False,False,False,False
development,BEAR,08-12,2022-05-06 08:00:00+00:00,2022-05-06 12:00:00+00:00,2022-05-06 11:20:00+00:00,36535.9,35800.0,735.9000000000015,0.0,True,REBREAK_LOW,False,35804.8,0.006522625356710016,0.3311938382542032,0.5853658536586004,40.0,,,,,,False,False,False,True,False,False,False,False,False,False,False
development,BEAR,12-16,2022-05-09 12:00:00+00:00,2022-05-09 16:00:00+00:00,2022-05-09 14:45:00+00:00,33789.2,32620.0,1169.199999999997,0.0,True,REBREAK_LOW,False,32705.4,0.07304139582620738,0.608582197738483,0.7077413743114054,75.0,,,,,,True,False,False,True,False,False,True,False,False,False,False
development,BEAR,00-04,2022-05-10 00:00:00+00:00,2022-05-10 04:00:00+00:00,2022-05-10 00:15:00+00:00,31888.5,30003.6,1884.9000000000015,0.0,True,REBREAK_LOW,False,30275.8,0.14441084407660912,0.7062723100458936,0.8518612952575164,225.0,,,,,,True,True,True,True,False,True,True,False,True,False,False
development,BULL,08-12,2022-05-25 08:00:00+00:00,2022-05-25 12:00:00+00:00,2022-05-25 11:20:00+00:00,30209.3,29658.4,550.8999999999978,0.0,True,REBREAK_LOW,False,29669.6,0.02033036848792364,0.6493987049028277,0.9250693802034966,40.0,,,,,,False,False,True,True,False,False,False,False,False,False,False
development,BEAR,12-16,2022-06-04 12:00:00+00:00,2022-06-04 16:00:00+00:00,2022-06-04 13:05:00+00:00,29794.1,29575.0,219.09999999999854,20.0,True,REBREAK_LOW,False,29596.1,0.09630305796439381,0.769857433808562,0.8981670061099766,175.0,,,,,,True,False,True,False,False,True,True,False,True,False,False
development,BEAR,00-04,2022-06-09 00:00:00+00:00,2022-06-09 04:00:00+00:00,2022-06-09 00:40:00+00:00,30515.8,30090.0,425.7999999999993,0.0,True,REBREAK_LOW,False,30137.5,0.11155472052606877,0.8543046357615894,0.8543046357615894,200.0,,,,,,True,True,True,True,False,True,True,True,True,True,True
development,BEAR,12-16,2022-06-12 12:00:00+00:00,2022-06-12 16:00:00+00:00,2022-06-12 13:45:00+00:00,27698.0,27324.5,373.5,0.0,True,REBREAK_LOW,False,27340.0,0.041499330655957165,0.3986784140968715,0.49559471365637175,135.0,,,,,,False,False,False,True,False,True,False,False,False,False,False
development,BULL,20-00,2022-06-21 20:00:00+00:00,2022-06-22 00:00:00+00:00,2022-06-21 20:40:00+00:00,21540.0,20863.6,676.4000000000015,20.0,True,REBREAK_LOW,False,20889.4,0.038143110585456615,0.549436795995002,0.5619524405506964,200.0,,,,,,False,False,False,False,False,True,True,True,False,True,False
development,BULL,00-04,2022-06-22 00:00:00+00:00,2022-06-22 04:00:00+00:00,2022-06-22 00:20:00+00:00,21056.7,20535.2,521.5,0.0,True,REBREAK_LOW,False,20550.0,0.028379674017256516,0.20230263157893177,0.817434210526313,220.0,,,,,,False,False,False,True,False,True,True,True,True,True,True
development,BULL,16-20,2022-06-26 16:00:00+00:00,2022-06-26 20:00:00+00:00,2022-06-26 17:45:00+00:00,21888.0,21180.0,708.0,0.0,True,REBREAK_LOW,False,21221.5,0.05861581920903955,0.9984544049459266,0.9984544049459266,135.0,,,,,,True,False,True,True,False,True,True,True,True,True,False
development,BEAR,08-12,2022-07-02 08:00:00+00:00,2022-07-02 12:00:00+00:00,2022-07-02 09:50:00+00:00,19296.2,19096.7,199.5,20.0,True,NO_BOUNDARY,True,19125.9,0.14636591478697106,0.9493150684931906,0.9506849315068693,130.0,0.46065162907267077,0.3142857142856997,0.5303258145363372,0.5926275992438329,INTERNAL_UP,True,True,True,False,False,True,True,True,True,True,True
development,SIDEWAYS,12-16,2022-07-05 12:00:00+00:00,2022-07-05 16:00:00+00:00,2022-07-05 12:25:00+00:00,20209.2,19461.9,747.2999999999993,0.0,True,REBREAK_LOW,False,19465.8,0.00521878763548484,0.18361153262516355,0.5963581183611291,215.0,,,,,,False,False,False,True,False,True,True,True,True,False,False
development,BEAR,20-00,2022-07-11 20:00:00+00:00,2022-07-12 00:00:00+00:00,2022-07-11 21:10:00+00:00,20733.8,20384.0,349.7999999999993,0.0,True,REBREAK_LOW,False,20403.1,0.05460263007432414,0.6864608076008627,0.8194774346792925,170.0,,,,,,True,False,True,True,False,True,True,False,True,False,False
development,BEAR,08-12,2022-07-12 08:00:00+00:00,2022-07-12 12:00:00+00:00,2022-07-12 09:55:00+00:00,20048.9,19618.2,430.7000000000007,0.0,True,REBREAK_LOW,False,19634.4,0.03761318783376062,0.5299625468165555,0.5617977528090117,125.0,,,,,,False,False,False,True,False,True,False,False,False,False,False
development,BULL,12-16,2022-07-17 12:00:00+00:00,2022-07-17 16:00:00+00:00,2022-07-17 13:15:00+00:00,21545.7,21210.1,335.6000000000022,0.0,True,REBREAK_LOW,False,21215.2,0.01519666269368936,0.2292307692307916,0.6953846153846266,165.0,,,,,,False,False,False,True,False,True,False,False,False,False,False
development,SIDEWAYS,12-16,2022-07-21 12:00:00+00:00,2022-07-21 16:00:00+00:00,2022-07-21 14:40:00+00:00,23069.0,22444.0,625.0,0.0,True,NO_BOUNDARY,True,22454.6,0.01695999999999767,0.714193548387078,0.714193548387078,80.0,0.3035200000000012,0.2865600000000035,0.272,1.0,INTERNAL_UP,False,False,False,True,False,False,True,True,True,True,True
development,BULL,12-16,2022-07-28 12:00:00+00:00,2022-07-28 16:00:00+00:00,2022-07-28 12:45:00+00:00,23150.9,22809.8,341.1000000000022,0.0,True,HIGH_BREAK,True,22918.3,0.3180885370858965,0.8371559633027628,0.888188073394494,195.0,,,,,,True,True,True,True,False,True,True,True,True,True,True
development,BULL,00-04,2022-07-29 00:00:00+00:00,2022-07-29 04:00:00+00:00,2022-07-29 00:35:00+00:00,24194.6,23720.0,474.59999999999854,0.0,True,NO_BOUNDARY,True,23805.3,0.17973029919932476,0.6207332490518349,0.621365360303406,205.0,0.3914875684787186,0.2117572692793938,0.3796881584492231,0.557713651498333,INTERNAL_UP,True,True,False,True,False,True,True,True,True,True,True
development,SIDEWAYS,04-08,2022-08-01 04:00:00+00:00,2022-08-01 08:00:00+00:00,2022-08-01 07:45:00+00:00,23458.3,23251.0,207.29999999999927,70.0,True,NO_BOUNDARY,True,23263.2,0.05885190545104086,0.8095238095237958,0.9246031746031672,15.0,0.3010130246020341,0.24216111915099325,0.13651712493971543,1.0,INTERNAL_UP,True,False,True,False,True,False,True,True,True,True,True
development,BEAR,08-12,2022-08-01 08:00:00+00:00,2022-08-01 12:00:00+00:00,2022-08-01 11:20:00+00:00,23408.7,23100.0,308.7000000000007,30.0,True,NO_BOUNDARY,True,23111.4,0.03692905733722523,0.8200438917337569,0.9473299195318416,40.0,0.37641723356009216,0.3394881762228669,0.4337544541626093,0.7826736370425764,INTERNAL_UP,False,False,True,False,True,False,True,False,True,True,True
development,BULL,04-08,2022-08-06 04:00:00+00:00,2022-08-06 08:00:00+00:00,2022-08-06 05:35:00+00:00,23341.8,23140.8,201.0,0.0,True,REBREAK_LOW,False,23156.4,0.07761194029851833,0.6142322097378655,0.8951310861423523,145.0,,,,,,True,False,True,True,False,True,True,False,True,True,True
development,BULL,16-20,2022-08-06 16:00:00+00:00,2022-08-06 20:00:00+00:00,2022-08-06 17:20:00+00:00,23227.4,23146.1,81.30000000000291,10.0,True,HIGH_BREAK,True,23217.9,0.883148831488319,0.8294352538505537,0.9891614375356655,160.0,,,,,,True,True,True,True,False,True,True,False,True,True,True
development,BULL,04-08,2022-08-15 04:00:00+00:00,2022-08-15 08:00:00+00:00,2022-08-15 07:05:00+00:00,25200.0,24150.0,1050.0,0.0,True,REBREAK_LOW,False,24177.7,0.026380952380953074,0.4165477888730467,0.8751783166904429,55.0,,,,,,False,False,False,True,False,False,False,False,False,False,False
development,BEAR,04-08,2022-08-16 04:00:00+00:00,2022-08-16 08:00:00+00:00,2022-08-16 05:30:00+00:00,24234.0,23843.8,390.2000000000007,0.0,True,NO_BOUNDARY,True,23915.2,0.18298308559713305,0.7841031149301643,0.854994629430723,150.0,0.5389543823680135,0.35597129677088046,0.4351614556637595,0.8180212014134182,INTERNAL_UP,True,True,True,True,False,True,True,False,True,True,True
development,BEAR,08-12,2022-08-17 08:00:00+00:00,2022-08-17 12:00:00+00:00,2022-08-17 08:15:00+00:00,24437.0,23754.0,683.0,0.0,True,REBREAK_LOW,False,23786.1,0.04699853587115453,0.5108556832694574,0.5938697318007442,225.0,,,,,,False,False,False,True,False,True,True,True,True,False,False
development,BULL,12-16,2022-08-25 12:00:00+00:00,2022-08-25 16:00:00+00:00,2022-08-25 13:25:00+00:00,21810.9,21601.0,209.90000000000146,0.0,True,REBREAK_LOW,False,21604.7,0.017627441638879,0.7193763919822014,0.8129175946548279,155.0,,,,,,False,False,True,True,False,True,True,True,True,True,True
development,BEAR,20-00,2022-08-28 20:00:00+00:00,2022-08-29 00:00:00+00:00,2022-08-28 22:15:00+00:00,20140.0,19942.0,198.0,5.0,True,REBREAK_LOW,False,19960.1,0.09141414141413406,0.5185783521809013,0.5331179321486142,105.0,,,,,,True,False,False,True,False,False,False,False,False,False,False
development,SIDEWAYS,08-12,2022-08-31 08:00:00+00:00,2022-08-31 12:00:00+00:00,2022-08-31 08:40:00+00:00,20496.0,20178.9,317.09999999999854,0.0,True,REBREAK_LOW,False,20199.5,0.06496373383790173,0.731596828992062,0.8890147225368137,200.0,,,,,,True,False,True,True,False,True,True,True,True,True,True
development,BEAR,04-08,2022-09-01 04:00:00+00:00,2022-09-01 08:00:00+00:00,2022-09-01 07:50:00+00:00,20198.3,19910.0,288.2999999999993,15.0,True,REBREAK_LOW,False,19918.6,0.029830038154694993,0.6011560693641345,0.8829479768785824,10.0,,,,,,False,False,True,False,False,False,False,False,False,False,False
development,SIDEWAYS,08-12,2022-09-02 08:00:00+00:00,2022-09-02 12:00:00+00:00,2022-09-02 11:40:00+00:00,20290.0,20023.2,266.7999999999993,10.0,True,NO_BOUNDARY,True,20025.6,0.008995502248867405,0.12350597609554881,0.7091633466134551,20.0,0.2218890554722672,0.21289355322339978,0.17428785607196448,1.0,INTERNAL_UP,False,False,False,True,False,False,True,True,True,True,False
development,BEAR,16-20,2022-09-03 16:00:00+00:00,2022-09-03 20:00:00+00:00,2022-09-03 19:25:00+00:00,19894.0,19740.1,153.90000000000146,15.0,True,REBREAK_LOW,False,19741.6,0.009746588693957023,0.8146811070998589,0.8146811070998589,35.0,,,,,,False,False,True,False,False,False,True,True,True,True,True
development,BEAR,04-08,2022-09-08 04:00:00+00:00,2022-09-08 08:00:00+00:00,2022-09-08 07:35:00+00:00,19373.8,19139.4,234.39999999999782,5.0,True,NO_BOUNDARY,True,19144.9,0.023464163822525815,0.5744089012517674,0.8873435326843062,25.0,0.10494880546074563,0.0814846416382198,0.1126279863481146,0.7234848484848532,MIXED_INTERNAL,False,False,True,True,False,False,True,True,True,True,False
development,BULL,12-16,2022-09-10 12:00:00+00:00,2022-09-10 16:00:00+00:00,2022-09-10 12:30:00+00:00,21384.0,21246.0,138.0,0.0,True,REBREAK_LOW,False,21281.3,0.2557971014492701,0.7349246231155577,0.9170854271356532,210.0,,,,,,True,True,True,True,False,True,True,True,True,True,True
development,BEAR,12-16,2022-09-15 12:00:00+00:00,2022-09-15 16:00:00+00:00,2022-09-15 13:45:00+00:00,20213.3,20010.2,203.09999999999854,0.0,True,REBREAK_LOW,False,20048.0,0.18611521418020455,0.5872844827586022,0.6077586206896518,135.0,,,,,,True,True,False,True,False,True,True,True,True,True,True
development,BEAR,20-00,2022-09-15 20:00:00+00:00,2022-09-16 00:00:00+00:00,2022-09-15 23:15:00+00:00,19936.3,19640.0,296.2999999999993,0.0,True,NO_BOUNDARY,True,19671.1,0.10496118798514553,0.6371681415929203,0.6920353982300628,45.0,0.17144785690178668,0.06648666891664116,0.27674654066824234,0.24024390243903326,FLAT_CHOP_LIKE,True,True,False,True,False,False,True,True,True,True,True
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:25:00+00:00,20019.0,19707.0,312.0,0.0,True,REBREAK_LOW,False,19720.0,0.041666666666666664,0.5049115913556351,0.5166994106090452,215.0,,,,,,False,False,False,True,False,True,True,False,True,True,False
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 01:30:00+00:00,19686.3,19408.0,278.2999999999993,0.0,True,REBREAK_LOW,False,19431.1,0.08300395256916494,0.6387665198237681,0.7180616740087555,150.0,,,,,,True,False,False,True,False,True,True,True,True,True,False
development,BEAR,08-12,2022-09-28 08:00:00+00:00,2022-09-28 12:00:00+00:00,2022-09-28 09:30:00+00:00,18870.8,18610.3,260.5,5.0,True,HIGH_BREAK,True,18654.8,0.1708253358925144,0.8736141906873464,0.9567627494456605,150.0,,,,,,True,True,True,True,False,True,True,True,True,True,True
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:30:00+00:00,19389.0,19213.6,175.40000000000146,70.0,True,REBREAK_LOW,False,19252.5,0.22177879133409995,0.8494117647058909,0.8929411764706053,30.0,,,,,,True,True,True,False,True,False,True,False,False,False,False
development,BEAR,12-16,2022-10-08 12:00:00+00:00,2022-10-08 16:00:00+00:00,2022-10-08 14:35:00+00:00,19539.3,19441.1,98.20000000000073,0.0,True,NO_BOUNDARY,True,19461.0,0.20264765784115385,0.5039215686274653,0.9803921568627451,85.0,0.3961303462321911,0.19348268839103727,0.303462321792251,0.6375838926174653,INTERNAL_UP,True,True,True,True,False,False,True,True,True,True,True
development,BEAR,20-00,2022-10-10 20:00:00+00:00,2022-10-11 00:00:00+00:00,2022-10-10 22:20:00+00:00,19355.5,19100.0,255.5,0.0,True,NO_BOUNDARY,True,19137.2,0.14559686888454296,0.5375275938190012,0.8918322295805803,100.0,0.09393346379647749,-0.05166340508806547,0.2743639921722199,0.18830242510699452,FLAT_CHOP_LIKE,True,True,True,True,False,False,True,True,True,True,True
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:20:00+00:00,19279.9,19000.0,279.90000000000146,0.0,True,REBREAK_LOW,False,19001.0,0.003572704537334744,0.31514324693039053,0.5852660300136392,220.0,,,,,,False,False,False,True,False,True,False,False,False,False,False
