side,atoms,k,disc_n,disc_wr,disc_exp,val_n,val_wr,val_exp,pooled_n,pooled_wr,pooled_exp,val_quartiles,candidate80,validated80
SHORT,NEG_FLOW + LOW_BREAKOUT_POS,2,2241,0.18116912092815707,-0.0017844780385101063,1258,0.18124006359300476,-0.0010475179469968986,3499,0.18119462703629607,-0.0015195178226988417,4,False,False
SHORT,LOW_BREAKOUT_POS + HIGH_FUNDING,2,3996,0.1806806806806807,-0.0016633131952292924,1834,0.18047982551799346,-0.0010198076697555977,5830,0.18061749571183533,-0.0014608793815554066,4,False,False
SHORT,NEG_FLOW + HIGH_VOLUME + HIGH_FUNDING,3,1950,0.21384615384615385,-0.001470245441897973,844,0.18009478672985782,-0.0012599004285363232,2794,0.2036506800286328,-0.0014067052875396222,4,False,False
SHORT,COMPRESSED + NEG_FLOW + NEG_4H,3,751,0.16511318242343542,-0.001966588592597437,338,0.17751479289940827,-0.0008330557888083144,1089,0.1689623507805326,-0.001614766657169775,4,False,False
LONG,COMPRESSED + HIGH_VOLUME + VIX_DOWN,3,187,0.20320855614973263,-0.001849670836498808,96,0.17708333333333334,-0.001204965924252843,283,0.19434628975265017,-0.0016309723503659009,4,False,False
SHORT,NEG_4H + HIGH_VOLUME + HIGH_FUNDING,3,2436,0.22454844006568145,-0.0015498967206792878,939,0.17678381256656017,-0.0015438926990633654,3375,0.21125925925925926,-0.0015482262684430358,4,False,False
LONG,HIGH_VOLUME + LOW_FUNDING,2,1828,0.21170678336980306,-0.0007900654187134455,1012,0.17588932806324112,-0.001256401725969093,2840,0.198943661971831,-0.0009562387789045424,4,False,False
SHORT,LOW_BREAKOUT_POS + NEG_4H + YIELD_UP,3,710,0.19436619718309858,-0.0018886485574913755,296,0.17567567567567569,-0.0009319604976654832,1006,0.18886679920477137,-0.0016071578361111923,4,False,False
SHORT,NEG_FLOW + NEG_4H + HIGH_FUNDING,3,3272,0.18643031784841077,-0.0016902942870387807,1307,0.17521040550879877,-0.0009198035807703909,4579,0.1832277789910461,-0.0014703704274421905,4,False,False
SHORT,NEG_FLOW + VIX_UP,2,1917,0.15701617110067814,-0.0017649060776653092,1022,0.17416829745596868,-0.0012131775558684892,2939,0.16298060564817965,-0.0015730494770268778,4,False,False
SHORT,HIGH_VOLUME + DOLLAR_UP + VIX_UP,3,745,0.22416107382550335,-0.0012206104815611256,380,0.1736842105263158,-0.0016138430293676511,1125,0.2071111111111111,-0.0013534356977091078,4,False,False
SHORT,COMPRESSED + LOW_BREAKOUT_POS + HIGH_FUNDING,3,984,0.15548780487804878,-0.0017340104004250323,537,0.17318435754189945,-0.0009615660741620179,1521,0.16173570019723865,-0.0014612933700481493,4,False,False
SHORT,NEG_FLOW + HIGH_FUNDING + VIX_UP,3,1731,0.1634893125361063,-0.0016509764482731278,833,0.17286914765906364,-0.0011980593485134466,2564,0.16653666146645865,-0.00150383138427164,4,False,False
SHORT,COMPRESSED + LOW_BREAKOUT_POS + HIGH_VOLUME,3,129,0.23255813953488372,-0.0018309252073694686,87,0.1724137931034483,-0.0022209922097166505,216,0.20833333333333334,-0.001988035527759306,4,False,False
SHORT,NEG_FLOW + NEG_4H,2,3599,0.17977215893303697,-0.0017830551227771723,1687,0.17190278601066983,-0.0010550280435723013,5286,0.1772606886114264,-0.0015507089853162152,4,False,False
LONG,HIGH_VOLUME + YIELD_DOWN,2,2073,0.18572117703810903,-0.0014679660821495454,606,0.1716171617161716,-0.0005503634749516852,2679,0.18253079507278835,-0.0012604008787296488,4,False,False
LONG,POS_4H + LOW_FUNDING + YIELD_DOWN,3,695,0.2143884892086331,-0.0007056187484895865,321,0.17133956386292834,-0.0020216428224956668,1016,0.20078740157480315,-0.0011214098191155235,4,False,False
LONG,POS_FLOW + HIGH_VOLUME + LOW_FUNDING,3,651,0.2457757296466974,-0.000305981636784895,330,0.1696969696969697,-0.001365985639608856,981,0.22018348623853212,-0.0006625579068480011,4,False,False
SHORT,NEG_4H + YIELD_UP + SPX_DOWN,3,678,0.13126843657817108,-0.002743820729081249,289,0.1695501730103806,-0.0007925493790080282,967,0.14270941054808686,-0.00216065897088977,4,False,False
LONG,LOW_FUNDING + YIELD_DOWN,2,2316,0.14378238341968913,-0.0011832131751143384,980,0.1683673469387755,-0.00103039862381365,3296,0.15109223300970873,-0.0011377768097397408,4,False,False
SHORT,NEG_4H + HIGH_FUNDING,2,5910,0.183248730964467,-0.0017019132849064478,2214,0.16757000903342367,-0.0011878785709554477,8124,0.1789758739537174,-0.0015618255378991224,4,False,False
LONG,POS_4H + HIGH_VOLUME + YIELD_DOWN,3,795,0.24528301886792453,-0.001048267396371919,234,0.16666666666666666,-0.0009834664025402885,1029,0.22740524781341107,-0.0010335313103110818,4,False,False
LONG,POS_FLOW + LOW_FUNDING + YIELD_DOWN,3,731,0.1545827633378933,-0.0007695858797347891,364,0.16483516483516483,-0.001505111754202298,1095,0.15799086757990868,-0.001014089458096591,4,False,False
SHORT,HIGH_VOLUME + VIX_UP,2,1992,0.21285140562248997,-0.0012915446770731679,900,0.16444444444444445,-0.0021676703394699582,2892,0.19778699861687413,-0.0015641978915120031,4,False,False
SHORT,NEG_FLOW + HIGH_FUNDING + SPX_DOWN,3,1693,0.1488481984642646,-0.002054324265963875,745,0.16375838926174496,-0.0016812297630766733,2438,0.15340442986054142,-0.0019403146660250047,4,False,False
LONG,HIGH_BREAKOUT_POS + HIGH_VOLUME + LOW_FUNDING,3,567,0.2804232804232804,-0.00028696943396277217,239,0.16317991631799164,-0.0013435540682705655,806,0.2456575682382134,-0.0006002743069150832,4,False,False
LONG,COMPRESSED + HIGH_BREAKOUT_POS + SPX_UP,3,411,0.1411192214111922,-0.0022540844196344352,129,0.16279069767441862,-0.0015794656711892974,540,0.14629629629629629,-0.0020929254963947632,4,False,False
SHORT,COMPRESSED + NEG_4H + HIGH_VOLUME,3,214,0.22429906542056074,-0.0021820685068054753,86,0.16279069767441862,-0.0028723179493518177,300,0.20666666666666667,-0.00237994001366876,4,False,False
LONG,COMPRESSED + LOW_FUNDING + YIELD_DOWN,3,812,0.11822660098522167,-0.0019384554469195501,289,0.16262975778546712,-0.0017337389442241891,1101,0.1298819255222525,-0.0018847196891729934,4,False,False
SHORT,HIGH_VOLUME + VIX_UP + SPX_DOWN,3,1332,0.21396396396396397,-0.0015645336306060514,659,0.16236722306525037,-0.0025678204322510975,1991,0.19688598694123555,-0.001896610979819555,4,False,False
SHORT,NEG_FLOW + SPX_DOWN,2,1915,0.14255874673629243,-0.002111227264860947,969,0.16202270381836945,-0.0016673214976042974,2884,0.14909847434119278,-0.0019620786211467676,4,False,False
SHORT,HIGH_VOLUME + SPX_DOWN,2,1939,0.19752449716348633,-0.0017792807190065497,865,0.16184971098265896,-0.0022422285332577853,2804,0.18651925820256776,-0.001922094506213154,4,False,False
LONG,HIGH_VOLUME + LOW_FUNDING + SPX_UP,3,583,0.1835334476843911,-0.0012084270625042648,272,0.16176470588235295,-0.0005941895007345261,855,0.17660818713450294,-0.001013020493145939,4,False,False
SHORT,NEG_FLOW + VIX_UP + SPX_DOWN,3,1295,0.14903474903474903,-0.002165321179770032,747,0.1606425702811245,-0.001826039509506089,2042,0.15328109696376102,-0.002041205896867405,4,False,False
SHORT,LOW_BREAKOUT_POS + HIGH_VOLUME + YIELD_UP,3,446,0.19506726457399104,-0.0017297767021262741,175,0.16,-0.0012991598031282187,621,0.18518518518518517,-0.0016084273344537142,4,False,False
SHORT,COMPRESSED + HIGH_VOLUME,2,620,0.19838709677419356,-0.0018439765643401371,244,0.1598360655737705,-0.0016265414712399652,864,0.1875,-0.0017825712834183291,4,False,False
LONG,HIGH_VOLUME + VIX_DOWN + SPX_UP,3,1308,0.16972477064220184,-0.0016216039809575367,602,0.15946843853820597,-0.0010118558766448313,1910,0.16649214659685863,-0.0014294215941532181,4,False,False
SHORT,HIGH_VOLUME + HIGH_FUNDING + VIX_UP,3,1813,0.2167677881963596,-0.0011067212819239362,712,0.15870786516853932,-0.0022386833238977645,2525,0.2003960396039604,-0.0014259121626706156,4,False,False
SHORT,NEG_FLOW + DOLLAR_UP + SPX_DOWN,3,754,0.13793103448275862,-0.0021111726127764937,489,0.1574642126789366,-0.0013389313153625683,1243,0.14561544650040226,-0.00180737052553964,4,False,False
SHORT,COMPRESSED + LOW_BREAKOUT_POS,2,1122,0.16042780748663102,-0.0015846648583236198,722,0.15650969529085873,-0.0010341639274586336,1844,0.15889370932754882,-0.0013691216522040322,4,False,False
LONG,HIGH_BREAKOUT_POS + POS_4H + LOW_FUNDING,3,994,0.22937625754527163,-0.0010926729711439197,435,0.15632183908045977,-0.0015556992354916583,1429,0.20713785864240727,-0.0012336221838739872,4,False,False
SHORT,COMPRESSED + LOW_BREAKOUT_POS + DOLLAR_UP,3,325,0.17846153846153845,-0.0007146378140226418,232,0.15517241379310345,-0.00017744808627596405,557,0.1687612208258528,-0.0004908891302933252,4,False,False
SHORT,COMPRESSED + NEG_FLOW + LOW_BREAKOUT_POS,3,420,0.1357142857142857,-0.002317306356677042,316,0.1550632911392405,-0.0012134519667077845,736,0.14402173913043478,-0.001843368874027198,4,False,False
SHORT,NEG_4H + YIELD_UP + DOLLAR_UP,3,733,0.15552523874488403,-0.002146964179198355,271,0.15498154981549817,-0.000806851644872315,1004,0.1553784860557769,-0.0017852405768055695,4,False,False
SHORT,HIGH_VOLUME + HIGH_FUNDING + SPX_DOWN,3,1750,0.1982857142857143,-0.0017093983708974549,634,0.15457413249211358,-0.0022896085062780124,2384,0.18666107382550334,-0.0018636992206588951,4,False,False
LONG,POS_FLOW + HIGH_VOLUME + YIELD_DOWN,3,706,0.21529745042492918,-0.0010844645563854124,221,0.15384615384615385,-0.0008097034634102257,927,0.20064724919093851,-0.0010189605633460206,4,False,False
LONG,COMPRESSED + POS_4H + YIELD_DOWN,3,466,0.18240343347639484,-0.0017365165181208822,118,0.15254237288135594,-0.0027511400198062096,584,0.17636986301369864,-0.0019415260612696298,4,False,False
SHORT,COMPRESSED + NEG_FLOW + SPX_DOWN,3,634,0.11041009463722397,-0.0025350445640621804,335,0.15223880597014924,-0.0009431890722185139,969,0.12487100103199174,-0.0019847126860770116,4,False,False
LONG,HIGH_BREAKOUT_POS + LOW_FUNDING + VIX_DOWN,3,452,0.19469026548672566,-0.001132388774596445,224,0.15178571428571427,-0.002060452630733143,676,0.1804733727810651,-0.0014399128926062385,4,False,False
SHORT,LOW_BREAKOUT_POS + HIGH_FUNDING + YIELD_UP,3,1013,0.18163869693978282,-0.0014233345355705658,371,0.1509433962264151,-0.0009216033834053237,1384,0.17341040462427745,-0.0012888386848095073,4,False,False
SHORT,COMPRESSED + HIGH_FUNDING + VIX_UP,3,1807,0.15384615384615385,-0.00175994277495089,771,0.1504539559014267,-0.0007711385538752018,2578,0.15283165244375485,-0.001464222040098541,4,False,False
SHORT,COMPRESSED + NEG_FLOW + VIX_UP,3,630,0.13333333333333333,-0.0021369871931422937,359,0.15041782729805014,-0.0006975620205370758,989,0.13953488372093023,-0.0016144860435313,4,False,False
SHORT,HIGH_FUNDING + DOLLAR_UP + SPX_DOWN,3,2224,0.13983812949640287,-0.0021336548608737655,1126,0.15008880994671403,-0.0015574538487270028,3350,0.14328358208955225,-0.0019399825206716,4,False,False
SHORT,COMPRESSED + HIGH_VOLUME + HIGH_FUNDING,3,542,0.1992619926199262,-0.001899047591453016,200,0.15,-0.0016753805426040081,742,0.18598382749326145,-0.0018387599772080006,4,False,False
LONG,COMPRESSED + HIGH_BREAKOUT_POS + POS_4H,3,476,0.22268907563025211,-0.0014174381043223015,160,0.15,-0.0017140480924813031,636,0.20440251572327045,-0.0014920569692679626,4,False,False
LONG,POS_4H + LOW_FUNDING,2,2138,0.205799812909261,-0.0007658760207951651,1055,0.14976303317535544,-0.0020693364740807466,3193,0.18728468524898215,-0.0011965527443204668,4,False,False
LONG,HIGH_VOLUME + DOLLAR_DOWN + SPX_UP,3,929,0.14208826695371368,-0.0023647657136318767,274,0.14963503649635038,-0.0010160418705647243,1203,0.14380714879467996,-0.0020575750793838305,4,False,False
SHORT,HIGH_VOLUME + HIGH_FUNDING,2,5909,0.19309527838889828,-0.0015361836607963293,2239,0.1496203662349263,-0.0014516900894035705,8148,0.18114874815905743,-0.0015129655574153294,4,False,False
SHORT,HIGH_FUNDING + VIX_UP,2,5888,0.16168478260869565,-0.001650937829139517,2405,0.14885654885654886,-0.0013693382587633607,8293,0.15796454841432533,-0.0015692729350415238,4,False,False
SHORT,NEG_FLOW + YIELD_UP + VIX_UP,3,644,0.12111801242236025,-0.002184197132696006,337,0.14836795252225518,-0.0012373462290958279,981,0.1304791029561672,-0.0018589282697874844,4,False,False
