partition,dev_block,ref_min,hour,execution_start,family,target_R,H,L,R,h1_ts,h1_break_ts,entry_ts,entry_price,entry_F,exit_ts,exit_price,exit_reason,return,pnl,return_5bps,pnl_5bps,won,won_5bps,h1_break_confirmed,invalidation_close_ts,candidate,role,candidate_scope
development,0,180,13,2022-01-14 13:00:00+00:00,E0_RESTING_H,0.4,147.0,141.91,5.090000000000003,2022-01-14 15:05:00+00:00,2022-01-14 15:05:00+00:00,2022-01-14 15:05:00+00:00,147.0,1.0,2022-01-14 15:40:00+00:00,146.59,FAILED_BREAK,-0.0027891156462585,-1.39455782312925,-0.0032891156462585,-1.64455782312925,False,False,True,2022-01-14 15:35:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-15 13:00:00+00:00,E0_RESTING_H,0.4,146.8,143.8,3.0,2022-01-15 15:40:00+00:00,2022-01-15 15:40:00+00:00,2022-01-15 15:40:00+00:00,146.8,1.0,2022-01-15 15:50:00+00:00,148.0,TARGET,0.008174386920980936,4.087193460490468,0.007674386920980936,3.837193460490468,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-16 13:00:00+00:00,E0_RESTING_H,0.4,150.03,147.6,2.430000000000007,2022-01-16 14:00:00+00:00,2022-01-16 14:00:00+00:00,2022-01-16 14:00:00+00:00,150.03,1.0,2022-01-16 14:10:00+00:00,149.92,FAILED_BREAK,-0.0007331866959942035,-0.36659334799710175,-0.0012331866959942035,-0.6165933479971017,False,False,True,2022-01-16 14:05:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-18 13:00:00+00:00,E0_RESTING_H,0.4,138.23,136.38,1.8499999999999943,2022-01-18 21:10:00+00:00,2022-01-18 21:10:00+00:00,2022-01-18 21:10:00+00:00,138.23,1.0,2022-01-18 21:15:00+00:00,138.97,TARGET,0.005353396513058106,2.676698256529053,0.004853396513058106,2.426698256529053,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-19 13:00:00+00:00,E0_RESTING_H,0.4,137.01,133.64,3.3700000000000045,2022-01-19 13:15:00+00:00,2022-01-19 13:20:00+00:00,2022-01-19 13:15:00+00:00,137.01,1.0,2022-01-19 13:35:00+00:00,136.68,FAILED_BREAK,-0.002408583315086421,-1.2042916575432105,-0.002908583315086421,-1.4542916575432105,False,False,True,2022-01-19 13:30:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-20 13:00:00+00:00,E0_RESTING_H,0.4,138.17,136.57,1.5999999999999943,2022-01-20 13:30:00+00:00,2022-01-20 13:30:00+00:00,2022-01-20 13:30:00+00:00,138.17,1.0,2022-01-20 13:35:00+00:00,138.80999999999997,TARGET,0.004631975103133623,2.3159875515668116,0.004131975103133623,2.0659875515668116,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-21 13:00:00+00:00,E0_RESTING_H,0.4,124.12,115.5,8.620000000000005,2022-01-21 16:20:00+00:00,2022-01-21 16:20:00+00:00,2022-01-21 16:20:00+00:00,124.12,1.0,2022-01-21 16:35:00+00:00,123.33,FAILED_BREAK,-0.006364808250080567,-3.1824041250402835,-0.006864808250080567,-3.432404125040284,False,False,True,2022-01-21 16:30:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-22 13:00:00+00:00,E0_RESTING_H,0.4,102.46,87.47,14.989999999999995,2022-01-22 13:15:00+00:00,2022-01-22 13:20:00+00:00,2022-01-22 13:15:00+00:00,102.46,1.0,2022-01-22 13:30:00+00:00,101.56,FAILED_BREAK,-0.008783915674409393,-4.391957837204696,-0.009283915674409393,-4.641957837204696,False,False,True,2022-01-22 13:25:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-24 13:00:00+00:00,E0_RESTING_H,0.4,87.15,80.7,6.450000000000003,2022-01-24 14:35:00+00:00,2022-01-24 14:35:00+00:00,2022-01-24 14:35:00+00:00,87.15,1.0,2022-01-24 14:45:00+00:00,85.79,FAILED_BREAK,-0.01560527825588065,-7.802639127940325,-0.01610527825588065,-8.052639127940326,False,False,True,2022-01-24 14:40:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-25 13:00:00+00:00,E0_RESTING_H,0.4,94.58,90.8,3.780000000000001,2022-01-25 14:35:00+00:00,,2022-01-25 14:35:00+00:00,94.58,1.0,2022-01-25 17:25:00+00:00,96.092,TARGET,0.015986466483400408,7.993233241700204,0.015486466483400407,7.743233241700204,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-26 13:00:00+00:00,E0_RESTING_H,0.4,98.17,95.26,2.9099999999999966,2022-01-26 13:45:00+00:00,2022-01-26 13:45:00+00:00,2022-01-26 13:45:00+00:00,98.17,1.0,2022-01-26 13:50:00+00:00,99.334,TARGET,0.011856982784964831,5.928491392482416,0.01135698278496483,5.678491392482416,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-27 13:00:00+00:00,E0_RESTING_H,0.4,91.93,89.54,2.3900000000000006,2022-01-27 13:05:00+00:00,2022-01-27 13:05:00+00:00,2022-01-27 13:05:00+00:00,91.93,1.0,2022-01-27 13:15:00+00:00,91.77,FAILED_BREAK,-0.0017404546937889176,-0.8702273468944588,-0.0022404546937889176,-1.1202273468944588,False,False,True,2022-01-27 13:10:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-28 13:00:00+00:00,E0_RESTING_H,0.4,89.9,87.15,2.75,2022-01-28 13:40:00+00:00,,2022-01-28 13:40:00+00:00,89.9,1.0,2022-01-28 15:50:00+00:00,91.0,TARGET,0.012235817575083408,6.117908787541704,0.011735817575083407,5.867908787541704,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-29 13:00:00+00:00,E0_RESTING_H,0.4,97.49,95.8,1.6899999999999977,2022-01-29 13:30:00+00:00,2022-01-29 13:30:00+00:00,2022-01-29 13:30:00+00:00,97.49,1.0,2022-01-29 13:35:00+00:00,98.166,TARGET,0.0069340445173864396,3.46702225869322,0.006434044517386439,3.21702225869322,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-01-31 13:00:00+00:00,E0_RESTING_H,0.4,91.88,90.14,1.7399999999999949,2022-01-31 13:50:00+00:00,,2022-01-31 13:50:00+00:00,91.88,1.0,2022-01-31 14:55:00+00:00,92.576,TARGET,0.007575097953852916,3.787548976926458,0.007075097953852916,3.537548976926458,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-01 13:00:00+00:00,E0_RESTING_H,0.4,107.81,103.96,3.8500000000000085,2022-02-01 13:25:00+00:00,,2022-02-01 13:25:00+00:00,107.81,1.0,2022-02-01 14:00:00+00:00,109.35000000000001,TARGET,0.014284389203228054,7.142194601614027,0.013784389203228053,6.892194601614027,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-02 13:00:00+00:00,E0_RESTING_H,0.4,111.89,109.46,2.430000000000007,2022-02-02 13:00:00+00:00,2022-02-02 13:00:00+00:00,2022-02-02 13:00:00+00:00,111.89,1.0,2022-02-02 13:10:00+00:00,111.64,FAILED_BREAK,-0.0022343372955581087,-1.1171686477790543,-0.0027343372955581087,-1.3671686477790543,False,False,True,2022-02-02 13:05:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-03 13:00:00+00:00,E0_RESTING_H,0.4,97.78,93.9,3.8799999999999955,2022-02-03 14:35:00+00:00,2022-02-03 14:35:00+00:00,2022-02-03 14:35:00+00:00,97.78,1.0,2022-02-03 14:45:00+00:00,97.34,FAILED_BREAK,-0.004499897729597024,-2.249948864798512,-0.004999897729597025,-2.4999488647985126,False,False,True,2022-02-03 14:40:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-04 13:00:00+00:00,E0_RESTING_H,0.4,106.9,103.64,3.260000000000005,2022-02-04 15:15:00+00:00,2022-02-04 15:20:00+00:00,2022-02-04 15:15:00+00:00,106.9,1.0,2022-02-04 15:25:00+00:00,108.20400000000001,TARGET,0.01219831618334899,6.099158091674495,0.011698316183348989,5.849158091674495,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-05 13:00:00+00:00,E0_RESTING_H,0.4,115.89,114.2,1.6899999999999977,2022-02-05 14:55:00+00:00,,2022-02-05 14:55:00+00:00,115.89,1.0,2022-02-05 15:35:00+00:00,116.566,TARGET,0.005833117611528271,2.9165588057641356,0.005333117611528271,2.6665588057641356,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-07 13:00:00+00:00,E0_RESTING_H,0.4,117.9,115.84,2.0600000000000023,2022-02-07 13:05:00+00:00,2022-02-07 13:05:00+00:00,2022-02-07 13:05:00+00:00,117.9,1.0,2022-02-07 14:05:00+00:00,118.724,TARGET,0.006988973706530954,3.494486853265477,0.006488973706530954,3.244486853265477,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-08 13:00:00+00:00,E0_RESTING_H,0.4,114.35,111.35,3.0,2022-02-08 23:30:00+00:00,,2022-02-08 23:30:00+00:00,114.35,1.0,2022-02-09 00:55:00+00:00,114.82,TIME,0.004110188019239125,2.0550940096195625,0.003610188019239125,1.8050940096195625,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-09 13:00:00+00:00,E0_RESTING_H,0.4,115.3,111.0,4.299999999999997,2022-02-09 13:00:00+00:00,2022-02-09 13:05:00+00:00,2022-02-09 13:00:00+00:00,115.3,1.0,2022-02-09 13:50:00+00:00,114.79,FAILED_BREAK,-0.00442324371205538,-2.21162185602769,-0.004923243712055381,-2.4616218560276906,False,False,True,2022-02-09 13:45:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-11 13:00:00+00:00,E0_RESTING_H,0.4,106.59,104.9,1.6899999999999977,2022-02-11 13:00:00+00:00,2022-02-11 13:00:00+00:00,2022-02-11 13:00:00+00:00,106.59,1.0,2022-02-11 13:20:00+00:00,107.266,TARGET,0.006342058354442237,3.1710291772211185,0.005842058354442237,2.9210291772211185,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-12 13:00:00+00:00,E0_RESTING_H,0.4,96.18,93.59,2.5900000000000034,2022-02-12 16:10:00+00:00,,2022-02-12 16:10:00+00:00,96.18,1.0,2022-02-12 16:40:00+00:00,97.21600000000001,TARGET,0.01077147016011648,5.38573508005824,0.01027147016011648,5.13573508005824,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-13 13:00:00+00:00,E0_RESTING_H,0.4,96.75,95.25,1.5,2022-02-13 14:15:00+00:00,,2022-02-13 14:15:00+00:00,96.75,1.0,2022-02-13 16:05:00+00:00,94.67,REFERENCE_INVALIDATION,-0.021498708010335932,-10.749354005167966,-0.021998708010335932,-10.999354005167966,False,False,False,2022-02-13 16:00:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-14 13:00:00+00:00,E0_RESTING_H,0.4,95.0,91.78,3.219999999999999,2022-02-14 13:00:00+00:00,2022-02-14 13:00:00+00:00,2022-02-14 13:00:00+00:00,95.0,1.0,2022-02-14 13:15:00+00:00,94.76,FAILED_BREAK,-0.002526315789473599,-1.2631578947367994,-0.003026315789473599,-1.5131578947367994,False,False,True,2022-02-14 13:10:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-15 13:00:00+00:00,E0_RESTING_H,0.4,103.61,101.44,2.1700000000000017,2022-02-15 23:30:00+00:00,2022-02-15 23:35:00+00:00,2022-02-15 23:30:00+00:00,103.61,1.0,2022-02-15 23:35:00+00:00,104.478,TARGET,0.008377569732651136,4.188784866325568,0.007877569732651135,3.938784866325568,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-16 13:00:00+00:00,E0_RESTING_H,0.4,102.87,101.36,1.5100000000000051,2022-02-16 19:20:00+00:00,2022-02-16 19:25:00+00:00,2022-02-16 19:20:00+00:00,102.87,1.0,2022-02-16 19:30:00+00:00,103.474,TARGET,0.005871488286186333,2.9357441430931663,0.005371488286186332,2.6857441430931663,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-19 13:00:00+00:00,E0_RESTING_H,0.4,91.0,88.51,2.489999999999995,2022-02-19 15:40:00+00:00,,2022-02-19 15:40:00+00:00,91.0,1.0,2022-02-19 16:15:00+00:00,91.996,TARGET,0.010945054945054933,5.472527472527466,0.010445054945054932,5.222527472527466,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-20 13:00:00+00:00,E0_RESTING_H,0.4,90.98,88.21,2.7700000000000102,2022-02-20 17:40:00+00:00,2022-02-20 17:40:00+00:00,2022-02-20 17:40:00+00:00,90.98,1.0,2022-02-20 18:00:00+00:00,90.95,FAILED_BREAK,-0.00032974280061548455,-0.16487140030774228,-0.0008297428006154846,-0.4148714003077423,False,False,True,2022-02-20 17:55:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-22 13:00:00+00:00,E0_RESTING_H,0.4,85.97,83.21,2.760000000000005,2022-02-22 14:45:00+00:00,2022-02-22 14:45:00+00:00,2022-02-22 14:45:00+00:00,85.97,1.0,2022-02-22 14:50:00+00:00,87.074,TARGET,0.012841688961265474,6.420844480632737,0.012341688961265473,6.170844480632737,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-02-24 13:00:00+00:00,E0_RESTING_H,0.4,81.69,79.24,2.450000000000003,2022-02-24 14:05:00+00:00,,2022-02-24 14:05:00+00:00,81.69,1.0,2022-02-24 14:30:00+00:00,82.67,TARGET,0.011996572407883432,5.998286203941716,0.011496572407883432,5.748286203941716,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-01 13:00:00+00:00,E0_RESTING_H,0.4,99.34,94.14,5.200000000000003,2022-03-01 13:05:00+00:00,2022-03-01 13:10:00+00:00,2022-03-01 13:05:00+00:00,99.34,1.0,2022-03-01 13:20:00+00:00,99.08,FAILED_BREAK,-0.0026172740084559054,-1.3086370042279527,-0.0031172740084559054,-1.5586370042279527,False,False,True,2022-03-01 13:15:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-05 13:00:00+00:00,E0_RESTING_H,0.4,89.82,87.71,2.1099999999999994,2022-03-05 16:15:00+00:00,2022-03-05 16:20:00+00:00,2022-03-05 16:15:00+00:00,89.82,1.0,2022-03-05 16:40:00+00:00,90.66399999999999,TARGET,0.009396570919616876,4.698285459808438,0.008896570919616875,4.448285459808438,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-06 13:00:00+00:00,E0_RESTING_H,0.4,87.57,85.5,2.069999999999993,2022-03-06 13:15:00+00:00,2022-03-06 13:15:00+00:00,2022-03-06 13:15:00+00:00,87.57,1.0,2022-03-06 14:00:00+00:00,87.55,FAILED_BREAK,-0.0002283887175973387,-0.11419435879866935,-0.0007283887175973387,-0.36419435879866935,False,False,True,2022-03-06 13:55:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-07 13:00:00+00:00,E0_RESTING_H,0.4,84.49,81.83,2.6599999999999966,2022-03-07 13:10:00+00:00,2022-03-07 13:10:00+00:00,2022-03-07 13:10:00+00:00,84.49,1.0,2022-03-07 13:30:00+00:00,84.48,FAILED_BREAK,-0.00011835720203567934,-0.05917860101783967,-0.0006183572020356794,-0.30917860101783967,False,False,True,2022-03-07 13:25:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-08 13:00:00+00:00,E0_RESTING_H,0.4,84.54,83.11,1.4300000000000068,2022-03-08 18:05:00+00:00,2022-03-08 18:15:00+00:00,2022-03-08 18:05:00+00:00,84.54,1.0,2022-03-08 18:25:00+00:00,84.17,FAILED_BREAK,-0.004376626449018262,-2.188313224509131,-0.004876626449018262,-2.4383132245091312,False,False,True,2022-03-08 18:20:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-09 13:00:00+00:00,E0_RESTING_H,0.4,89.09,87.02,2.0700000000000074,2022-03-09 15:50:00+00:00,,2022-03-09 15:50:00+00:00,89.09,1.0,2022-03-09 18:45:00+00:00,86.81,REFERENCE_INVALIDATION,-0.02559209787854977,-12.796048939274884,-0.02609209787854977,-13.046048939274884,False,False,False,2022-03-09 18:40:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-10 13:00:00+00:00,E0_RESTING_H,0.4,82.93,81.85,1.0800000000000125,2022-03-10 13:30:00+00:00,2022-03-10 13:30:00+00:00,2022-03-10 13:30:00+00:00,82.93,1.0,2022-03-10 13:35:00+00:00,83.36200000000001,TARGET,0.0052092125889304786,2.6046062944652393,0.004709212588930478,2.3546062944652393,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-12 13:00:00+00:00,E0_RESTING_H,0.4,81.66,80.9,0.7599999999999909,2022-03-12 13:40:00+00:00,,2022-03-12 13:40:00+00:00,81.66,1.0,2022-03-12 15:45:00+00:00,81.964,TARGET,0.0037227528777858954,1.8613764388929477,0.0032227528777858954,1.6113764388929477,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-13 13:00:00+00:00,E0_RESTING_H,0.4,81.49,79.93,1.559999999999988,2022-03-13 15:00:00+00:00,2022-03-13 15:00:00+00:00,2022-03-13 15:00:00+00:00,81.49,1.0,2022-03-13 15:15:00+00:00,81.43,FAILED_BREAK,-0.0007362866609398333,-0.36814333046991665,-0.0012362866609398333,-0.6181433304699167,False,False,True,2022-03-13 15:10:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-15 13:00:00+00:00,E0_RESTING_H,0.4,80.64,79.23,1.4099999999999966,2022-03-15 14:30:00+00:00,,2022-03-15 14:30:00+00:00,80.64,1.0,2022-03-15 15:40:00+00:00,81.204,TARGET,0.006994047619047539,3.4970238095237693,0.006494047619047538,3.2470238095237693,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-16 13:00:00+00:00,E0_RESTING_H,0.4,84.6,83.3,1.2999999999999972,2022-03-16 14:20:00+00:00,2022-03-16 14:20:00+00:00,2022-03-16 14:20:00+00:00,84.6,1.0,2022-03-16 14:30:00+00:00,84.43,FAILED_BREAK,-0.0020094562647752223,-1.0047281323876112,-0.0025094562647752223,-1.2547281323876112,False,False,True,2022-03-16 14:25:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-17 13:00:00+00:00,E0_RESTING_H,0.4,89.48,86.54,2.9399999999999977,2022-03-17 13:00:00+00:00,,2022-03-17 13:00:00+00:00,89.48,1.0,2022-03-17 14:10:00+00:00,90.656,TARGET,0.013142601698703738,6.571300849351869,0.012642601698703737,6.321300849351869,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-18 13:00:00+00:00,E0_RESTING_H,0.4,85.88,84.35,1.5300000000000011,2022-03-18 14:00:00+00:00,2022-03-18 14:00:00+00:00,2022-03-18 14:00:00+00:00,85.88,1.0,2022-03-18 14:25:00+00:00,85.74,FAILED_BREAK,-0.0016301816488123455,-0.8150908244061728,-0.0021301816488123455,-1.0650908244061728,False,False,True,2022-03-18 14:20:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-19 13:00:00+00:00,E0_RESTING_H,0.4,91.79,89.72,2.0700000000000074,2022-03-19 13:00:00+00:00,,2022-03-19 13:00:00+00:00,91.79,1.0,2022-03-19 14:35:00+00:00,92.61800000000001,TARGET,0.009020590478265644,4.510295239132822,0.008520590478265644,4.260295239132822,True,True,False,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-21 13:00:00+00:00,E0_RESTING_H,0.4,91.1,88.76,2.339999999999989,2022-03-21 13:40:00+00:00,,2022-03-21 13:40:00+00:00,91.1,1.0,2022-03-21 16:35:00+00:00,88.58,REFERENCE_INVALIDATION,-0.02766190998902296,-13.83095499451148,-0.02816190998902296,-14.08095499451148,False,False,False,2022-03-21 16:30:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-22 13:00:00+00:00,E0_RESTING_H,0.4,92.18,90.45,1.730000000000004,2022-03-22 13:40:00+00:00,2022-03-22 13:40:00+00:00,2022-03-22 13:40:00+00:00,92.18,1.0,2022-03-22 13:50:00+00:00,91.77,FAILED_BREAK,-0.004447819483619164,-2.223909741809582,-0.004947819483619165,-2.4739097418095826,False,False,True,2022-03-22 13:45:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-23 13:00:00+00:00,E0_RESTING_H,0.4,92.62,90.8,1.8200000000000074,2022-03-23 13:00:00+00:00,2022-03-23 13:00:00+00:00,2022-03-23 13:00:00+00:00,92.62,1.0,2022-03-23 13:10:00+00:00,92.44,FAILED_BREAK,-0.0019434247462751797,-0.9717123731375898,-0.0024434247462751797,-1.2217123731375898,False,False,True,2022-03-23 13:05:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-24 13:00:00+00:00,E0_RESTING_H,0.4,101.85,98.3,3.549999999999997,2022-03-24 15:40:00+00:00,2022-03-24 15:40:00+00:00,2022-03-24 15:40:00+00:00,101.85,1.0,2022-03-24 15:50:00+00:00,101.2,FAILED_BREAK,-0.00638193421698563,-3.190967108492815,-0.00688193421698563,-3.4409671084928153,False,False,True,2022-03-24 15:45:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-26 13:00:00+00:00,E0_RESTING_H,0.4,100.96,99.61,1.3499999999999943,2022-03-26 15:25:00+00:00,2022-03-26 15:25:00+00:00,2022-03-26 15:25:00+00:00,100.96,1.0,2022-03-26 15:30:00+00:00,101.49999999999999,TARGET,0.005348652931854048,2.674326465927024,0.004848652931854047,2.424326465927024,True,True,True,,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-27 13:00:00+00:00,E0_RESTING_H,0.4,101.1,99.05,2.049999999999997,2022-03-27 15:20:00+00:00,2022-03-27 15:20:00+00:00,2022-03-27 15:20:00+00:00,101.1,1.0,2022-03-27 16:15:00+00:00,101.09,FAILED_BREAK,-9.891196834810323e-05,-0.049455984174051615,-0.0005989119683481032,-0.2994559841740516,False,False,True,2022-03-27 16:10:00+00:00,Z1_R180_H13,CANDIDATE,A17
development,0,180,13,2022-03-28 13:00:00+00:00,E0_RESTING_H,0.4,111.59,109.15,2.4399999999999977,2022-03-28 13:50:00+00:00,2022-03-28 13:55:00+00:00,2022-03-28 13:50:00+00:00,111.59,1.0,2022-03-28 14:05:00+00:00,111.4,FAILED_BREAK,-0.0017026615288108227,-0.8513307644054113,-0.0022026615288108227,-1.1013307644054113,False,False,True,2022-03-28 14:00:00+00:00,Z1_R180_H13,CANDIDATE,A17
