partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,entry_fraction,entry_px,filled,fill_ts,terminal_type,terminal_ts,minutes_reclaim_to_fill,minutes_fill_to_rebreak
external,BULL,08-12,2020-09-25 08:00:00+00:00,2020-09-25 12:00:00+00:00,2020-09-25 09:05:00+00:00,10697.78,10613.39,84.39000000000124,0.1,10621.829,True,2020-09-25 09:05:00+00:00,REBREAK_LOW_AFTER_FILL,2020-09-25 09:25:00+00:00,0.0,20.0
external,BULL,08-12,2020-09-25 08:00:00+00:00,2020-09-25 12:00:00+00:00,2020-09-25 09:05:00+00:00,10697.78,10613.39,84.39000000000124,0.15,10626.048499999999,True,2020-09-25 09:05:00+00:00,REBREAK_LOW_AFTER_FILL,2020-09-25 09:25:00+00:00,0.0,20.0
external,BULL,08-12,2020-09-25 08:00:00+00:00,2020-09-25 12:00:00+00:00,2020-09-25 09:05:00+00:00,10697.78,10613.39,84.39000000000124,0.25,10634.4875,True,2020-09-25 09:15:00+00:00,REBREAK_LOW_AFTER_FILL,2020-09-25 09:25:00+00:00,10.0,10.0
external,BULL,08-12,2020-09-25 08:00:00+00:00,2020-09-25 12:00:00+00:00,2020-09-25 09:05:00+00:00,10697.78,10613.39,84.39000000000124,0.5,10655.585,False,,LOW_BREAK_BEFORE_FILL,2020-09-25 09:25:00+00:00,,
external,BULL,08-12,2020-09-27 08:00:00+00:00,2020-09-27 12:00:00+00:00,2020-09-27 09:25:00+00:00,10792.0,10620.0,172.0,0.05,10628.6,True,2020-09-27 09:25:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-09-27 12:00:00+00:00,0.0,
external,BULL,08-12,2020-09-27 08:00:00+00:00,2020-09-27 12:00:00+00:00,2020-09-27 09:25:00+00:00,10792.0,10620.0,172.0,0.1,10637.2,True,2020-09-27 09:25:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-09-27 12:00:00+00:00,0.0,
external,BULL,08-12,2020-09-27 08:00:00+00:00,2020-09-27 12:00:00+00:00,2020-09-27 09:25:00+00:00,10792.0,10620.0,172.0,0.15,10645.8,True,2020-09-27 09:35:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-09-27 12:00:00+00:00,10.0,
external,BULL,08-12,2020-09-27 08:00:00+00:00,2020-09-27 12:00:00+00:00,2020-09-27 09:25:00+00:00,10792.0,10620.0,172.0,0.25,10663.0,True,2020-09-27 10:40:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-09-27 12:00:00+00:00,75.0,
external,BULL,08-12,2020-09-27 08:00:00+00:00,2020-09-27 12:00:00+00:00,2020-09-27 09:25:00+00:00,10792.0,10620.0,172.0,0.5,10706.0,False,,NO_FILL_BEFORE_BLOCK_END,2020-09-27 12:00:00+00:00,,
external,BEAR,20-00,2020-10-02 20:00:00+00:00,2020-10-03 00:00:00+00:00,2020-10-02 22:15:00+00:00,10561.44,10487.86,73.57999999999993,0.05,10491.539,True,2020-10-02 22:15:00+00:00,HIGH_BREAK_AFTER_FILL,2020-10-02 22:35:00+00:00,0.0,
external,BEAR,20-00,2020-10-02 20:00:00+00:00,2020-10-03 00:00:00+00:00,2020-10-02 22:15:00+00:00,10561.44,10487.86,73.57999999999993,0.1,10495.218,True,2020-10-02 22:20:00+00:00,HIGH_BREAK_AFTER_FILL,2020-10-02 22:35:00+00:00,5.0,
external,BEAR,20-00,2020-10-02 20:00:00+00:00,2020-10-03 00:00:00+00:00,2020-10-02 22:15:00+00:00,10561.44,10487.86,73.57999999999993,0.15,10498.897,True,2020-10-02 22:20:00+00:00,HIGH_BREAK_AFTER_FILL,2020-10-02 22:35:00+00:00,5.0,
external,BEAR,20-00,2020-10-02 20:00:00+00:00,2020-10-03 00:00:00+00:00,2020-10-02 22:15:00+00:00,10561.44,10487.86,73.57999999999993,0.25,10506.255000000001,True,2020-10-02 22:20:00+00:00,HIGH_BREAK_AFTER_FILL,2020-10-02 22:35:00+00:00,5.0,
external,BEAR,20-00,2020-10-02 20:00:00+00:00,2020-10-03 00:00:00+00:00,2020-10-02 22:15:00+00:00,10561.44,10487.86,73.57999999999993,0.5,10524.650000000001,True,2020-10-02 22:30:00+00:00,HIGH_BREAK_AFTER_FILL,2020-10-02 22:35:00+00:00,15.0,
external,SIDEWAYS,20-00,2020-10-06 20:00:00+00:00,2020-10-07 00:00:00+00:00,2020-10-06 21:10:00+00:00,10743.99,10528.24,215.75,0.05,10539.0275,True,2020-10-06 21:10:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-10-07 00:00:00+00:00,0.0,
external,SIDEWAYS,20-00,2020-10-06 20:00:00+00:00,2020-10-07 00:00:00+00:00,2020-10-06 21:10:00+00:00,10743.99,10528.24,215.75,0.1,10549.815,True,2020-10-06 21:15:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-10-07 00:00:00+00:00,5.0,
external,SIDEWAYS,20-00,2020-10-06 20:00:00+00:00,2020-10-07 00:00:00+00:00,2020-10-06 21:10:00+00:00,10743.99,10528.24,215.75,0.15,10560.602499999999,True,2020-10-06 21:15:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-10-07 00:00:00+00:00,5.0,
external,SIDEWAYS,20-00,2020-10-06 20:00:00+00:00,2020-10-07 00:00:00+00:00,2020-10-06 21:10:00+00:00,10743.99,10528.24,215.75,0.25,10582.1775,True,2020-10-06 22:10:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-10-07 00:00:00+00:00,60.0,
external,SIDEWAYS,20-00,2020-10-06 20:00:00+00:00,2020-10-07 00:00:00+00:00,2020-10-06 21:10:00+00:00,10743.99,10528.24,215.75,0.5,10636.115,False,,NO_FILL_BEFORE_BLOCK_END,2020-10-07 00:00:00+00:00,,
external,BULL,08-12,2020-10-26 08:00:00+00:00,2020-10-26 12:00:00+00:00,2020-10-26 08:35:00+00:00,13144.0,13018.03,125.96999999999935,0.05,13024.328500000001,True,2020-10-26 08:35:00+00:00,HIGH_BREAK_AFTER_FILL,2020-10-26 11:15:00+00:00,0.0,
external,BULL,08-12,2020-10-26 08:00:00+00:00,2020-10-26 12:00:00+00:00,2020-10-26 08:35:00+00:00,13144.0,13018.03,125.96999999999935,0.1,13030.627,True,2020-10-26 08:35:00+00:00,HIGH_BREAK_AFTER_FILL,2020-10-26 11:15:00+00:00,0.0,
external,BULL,08-12,2020-10-26 08:00:00+00:00,2020-10-26 12:00:00+00:00,2020-10-26 08:35:00+00:00,13144.0,13018.03,125.96999999999935,0.15,13036.925500000001,True,2020-10-26 08:50:00+00:00,HIGH_BREAK_AFTER_FILL,2020-10-26 11:15:00+00:00,15.0,
external,BULL,08-12,2020-10-26 08:00:00+00:00,2020-10-26 12:00:00+00:00,2020-10-26 08:35:00+00:00,13144.0,13018.03,125.96999999999935,0.25,13049.522500000001,True,2020-10-26 08:50:00+00:00,HIGH_BREAK_AFTER_FILL,2020-10-26 11:15:00+00:00,15.0,
external,BULL,08-12,2020-10-26 08:00:00+00:00,2020-10-26 12:00:00+00:00,2020-10-26 08:35:00+00:00,13144.0,13018.03,125.96999999999935,0.5,13081.015,True,2020-10-26 09:15:00+00:00,HIGH_BREAK_AFTER_FILL,2020-10-26 11:15:00+00:00,40.0,
external,BULL,12-16,2020-10-28 12:00:00+00:00,2020-10-28 16:00:00+00:00,2020-10-28 13:05:00+00:00,13700.75,13301.0,399.75,0.05,13320.9875,True,2020-10-28 13:05:00+00:00,REBREAK_LOW_AFTER_FILL,2020-10-28 13:10:00+00:00,0.0,5.0
external,BULL,12-16,2020-10-28 12:00:00+00:00,2020-10-28 16:00:00+00:00,2020-10-28 13:05:00+00:00,13700.75,13301.0,399.75,0.1,13340.975,False,,LOW_BREAK_BEFORE_FILL,2020-10-28 13:10:00+00:00,,
external,BULL,12-16,2020-10-28 12:00:00+00:00,2020-10-28 16:00:00+00:00,2020-10-28 13:05:00+00:00,13700.75,13301.0,399.75,0.15,13360.9625,False,,LOW_BREAK_BEFORE_FILL,2020-10-28 13:10:00+00:00,,
external,BULL,12-16,2020-10-28 12:00:00+00:00,2020-10-28 16:00:00+00:00,2020-10-28 13:05:00+00:00,13700.75,13301.0,399.75,0.25,13400.9375,False,,LOW_BREAK_BEFORE_FILL,2020-10-28 13:10:00+00:00,,
external,BULL,12-16,2020-10-28 12:00:00+00:00,2020-10-28 16:00:00+00:00,2020-10-28 13:05:00+00:00,13700.75,13301.0,399.75,0.5,13500.875,False,,LOW_BREAK_BEFORE_FILL,2020-10-28 13:10:00+00:00,,
external,BULL,04-08,2020-11-01 04:00:00+00:00,2020-11-01 08:00:00+00:00,2020-11-01 04:25:00+00:00,13891.52,13628.37,263.14999999999964,0.05,13641.5275,True,2020-11-01 04:25:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-01 08:00:00+00:00,0.0,
external,BULL,04-08,2020-11-01 04:00:00+00:00,2020-11-01 08:00:00+00:00,2020-11-01 04:25:00+00:00,13891.52,13628.37,263.14999999999964,0.1,13654.685000000001,True,2020-11-01 04:25:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-01 08:00:00+00:00,0.0,
external,BULL,04-08,2020-11-01 04:00:00+00:00,2020-11-01 08:00:00+00:00,2020-11-01 04:25:00+00:00,13891.52,13628.37,263.14999999999964,0.15,13667.8425,True,2020-11-01 04:45:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-01 08:00:00+00:00,20.0,
external,BULL,04-08,2020-11-01 04:00:00+00:00,2020-11-01 08:00:00+00:00,2020-11-01 04:25:00+00:00,13891.52,13628.37,263.14999999999964,0.25,13694.157500000001,True,2020-11-01 05:05:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-01 08:00:00+00:00,40.0,
external,BULL,04-08,2020-11-01 04:00:00+00:00,2020-11-01 08:00:00+00:00,2020-11-01 04:25:00+00:00,13891.52,13628.37,263.14999999999964,0.5,13759.945,True,2020-11-01 07:45:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-01 08:00:00+00:00,200.0,
external,SIDEWAYS,04-08,2020-11-03 04:00:00+00:00,2020-11-03 08:00:00+00:00,2020-11-03 06:10:00+00:00,13632.74,13303.86,328.8799999999992,0.05,13320.304,True,2020-11-03 06:10:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-03 08:00:00+00:00,0.0,
external,SIDEWAYS,04-08,2020-11-03 04:00:00+00:00,2020-11-03 08:00:00+00:00,2020-11-03 06:10:00+00:00,13632.74,13303.86,328.8799999999992,0.1,13336.748,True,2020-11-03 06:10:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-03 08:00:00+00:00,0.0,
external,SIDEWAYS,04-08,2020-11-03 04:00:00+00:00,2020-11-03 08:00:00+00:00,2020-11-03 06:10:00+00:00,13632.74,13303.86,328.8799999999992,0.15,13353.192000000001,True,2020-11-03 06:10:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-03 08:00:00+00:00,0.0,
external,SIDEWAYS,04-08,2020-11-03 04:00:00+00:00,2020-11-03 08:00:00+00:00,2020-11-03 06:10:00+00:00,13632.74,13303.86,328.8799999999992,0.25,13386.08,True,2020-11-03 06:15:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-03 08:00:00+00:00,5.0,
external,SIDEWAYS,04-08,2020-11-03 04:00:00+00:00,2020-11-03 08:00:00+00:00,2020-11-03 06:10:00+00:00,13632.74,13303.86,328.8799999999992,0.5,13468.3,False,,NO_FILL_BEFORE_BLOCK_END,2020-11-03 08:00:00+00:00,,
external,BULL,08-12,2020-11-06 08:00:00+00:00,2020-11-06 12:00:00+00:00,2020-11-06 09:45:00+00:00,15795.93,15435.0,360.9300000000003,0.05,15453.0465,True,2020-11-06 09:45:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-06 10:00:00+00:00,0.0,15.0
external,BULL,08-12,2020-11-06 08:00:00+00:00,2020-11-06 12:00:00+00:00,2020-11-06 09:45:00+00:00,15795.93,15435.0,360.9300000000003,0.1,15471.093,True,2020-11-06 09:45:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-06 10:00:00+00:00,0.0,15.0
external,BULL,08-12,2020-11-06 08:00:00+00:00,2020-11-06 12:00:00+00:00,2020-11-06 09:45:00+00:00,15795.93,15435.0,360.9300000000003,0.15,15489.1395,True,2020-11-06 09:50:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-06 10:00:00+00:00,5.0,10.0
external,BULL,08-12,2020-11-06 08:00:00+00:00,2020-11-06 12:00:00+00:00,2020-11-06 09:45:00+00:00,15795.93,15435.0,360.9300000000003,0.25,15525.2325,False,,LOW_BREAK_BEFORE_FILL,2020-11-06 10:00:00+00:00,,
external,BULL,08-12,2020-11-06 08:00:00+00:00,2020-11-06 12:00:00+00:00,2020-11-06 09:45:00+00:00,15795.93,15435.0,360.9300000000003,0.5,15615.465,False,,LOW_BREAK_BEFORE_FILL,2020-11-06 10:00:00+00:00,,
external,BULL,12-16,2020-11-07 12:00:00+00:00,2020-11-07 16:00:00+00:00,2020-11-07 14:25:00+00:00,15598.0,15408.0,190.0,0.05,15417.5,True,2020-11-07 14:25:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-07 14:40:00+00:00,0.0,15.0
external,BULL,12-16,2020-11-07 12:00:00+00:00,2020-11-07 16:00:00+00:00,2020-11-07 14:25:00+00:00,15598.0,15408.0,190.0,0.1,15427.0,True,2020-11-07 14:25:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-07 14:40:00+00:00,0.0,15.0
external,BULL,12-16,2020-11-07 12:00:00+00:00,2020-11-07 16:00:00+00:00,2020-11-07 14:25:00+00:00,15598.0,15408.0,190.0,0.15,15436.5,True,2020-11-07 14:25:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-07 14:40:00+00:00,0.0,15.0
external,BULL,12-16,2020-11-07 12:00:00+00:00,2020-11-07 16:00:00+00:00,2020-11-07 14:25:00+00:00,15598.0,15408.0,190.0,0.25,15455.5,True,2020-11-07 14:30:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-07 14:40:00+00:00,5.0,10.0
external,BULL,12-16,2020-11-07 12:00:00+00:00,2020-11-07 16:00:00+00:00,2020-11-07 14:25:00+00:00,15598.0,15408.0,190.0,0.5,15503.0,False,,LOW_BREAK_BEFORE_FILL,2020-11-07 14:40:00+00:00,,
external,BULL,08-12,2020-11-09 08:00:00+00:00,2020-11-09 12:00:00+00:00,2020-11-09 08:45:00+00:00,15495.0,15281.0,214.0,0.05,15291.7,True,2020-11-09 08:45:00+00:00,HIGH_BREAK_AFTER_FILL,2020-11-09 11:10:00+00:00,0.0,
external,BULL,08-12,2020-11-09 08:00:00+00:00,2020-11-09 12:00:00+00:00,2020-11-09 08:45:00+00:00,15495.0,15281.0,214.0,0.1,15302.4,True,2020-11-09 08:45:00+00:00,HIGH_BREAK_AFTER_FILL,2020-11-09 11:10:00+00:00,0.0,
external,BULL,08-12,2020-11-09 08:00:00+00:00,2020-11-09 12:00:00+00:00,2020-11-09 08:45:00+00:00,15495.0,15281.0,214.0,0.15,15313.1,True,2020-11-09 08:45:00+00:00,HIGH_BREAK_AFTER_FILL,2020-11-09 11:10:00+00:00,0.0,
external,BULL,08-12,2020-11-09 08:00:00+00:00,2020-11-09 12:00:00+00:00,2020-11-09 08:45:00+00:00,15495.0,15281.0,214.0,0.25,15334.5,True,2020-11-09 08:45:00+00:00,HIGH_BREAK_AFTER_FILL,2020-11-09 11:10:00+00:00,0.0,
external,BULL,08-12,2020-11-09 08:00:00+00:00,2020-11-09 12:00:00+00:00,2020-11-09 08:45:00+00:00,15495.0,15281.0,214.0,0.5,15388.0,True,2020-11-09 08:45:00+00:00,HIGH_BREAK_AFTER_FILL,2020-11-09 11:10:00+00:00,0.0,
external,BULL,08-12,2020-11-13 08:00:00+00:00,2020-11-13 12:00:00+00:00,2020-11-13 08:45:00+00:00,16449.9,16180.0,269.90000000000146,0.05,16193.495,True,2020-11-13 08:45:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-13 11:05:00+00:00,0.0,140.0
external,BULL,08-12,2020-11-13 08:00:00+00:00,2020-11-13 12:00:00+00:00,2020-11-13 08:45:00+00:00,16449.9,16180.0,269.90000000000146,0.1,16206.99,True,2020-11-13 08:45:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-13 11:05:00+00:00,0.0,140.0
external,BULL,08-12,2020-11-13 08:00:00+00:00,2020-11-13 12:00:00+00:00,2020-11-13 08:45:00+00:00,16449.9,16180.0,269.90000000000146,0.15,16220.485,True,2020-11-13 08:45:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-13 11:05:00+00:00,0.0,140.0
external,BULL,08-12,2020-11-13 08:00:00+00:00,2020-11-13 12:00:00+00:00,2020-11-13 08:45:00+00:00,16449.9,16180.0,269.90000000000146,0.25,16247.475,True,2020-11-13 08:50:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-13 11:05:00+00:00,5.0,135.0
external,BULL,08-12,2020-11-13 08:00:00+00:00,2020-11-13 12:00:00+00:00,2020-11-13 08:45:00+00:00,16449.9,16180.0,269.90000000000146,0.5,16314.95,True,2020-11-13 09:25:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-13 11:05:00+00:00,40.0,100.0
external,BULL,00-04,2020-11-14 00:00:00+00:00,2020-11-14 04:00:00+00:00,2020-11-14 02:20:00+00:00,16355.0,16180.0,175.0,0.05,16188.75,True,2020-11-14 02:20:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-14 02:50:00+00:00,0.0,30.0
external,BULL,00-04,2020-11-14 00:00:00+00:00,2020-11-14 04:00:00+00:00,2020-11-14 02:20:00+00:00,16355.0,16180.0,175.0,0.1,16197.5,True,2020-11-14 02:20:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-14 02:50:00+00:00,0.0,30.0
external,BULL,00-04,2020-11-14 00:00:00+00:00,2020-11-14 04:00:00+00:00,2020-11-14 02:20:00+00:00,16355.0,16180.0,175.0,0.15,16206.25,True,2020-11-14 02:25:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-14 02:50:00+00:00,5.0,25.0
external,BULL,00-04,2020-11-14 00:00:00+00:00,2020-11-14 04:00:00+00:00,2020-11-14 02:20:00+00:00,16355.0,16180.0,175.0,0.25,16223.75,True,2020-11-14 02:30:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-14 02:50:00+00:00,10.0,20.0
external,BULL,00-04,2020-11-14 00:00:00+00:00,2020-11-14 04:00:00+00:00,2020-11-14 02:20:00+00:00,16355.0,16180.0,175.0,0.5,16267.5,False,,LOW_BREAK_BEFORE_FILL,2020-11-14 02:50:00+00:00,,
external,BULL,12-16,2020-11-18 12:00:00+00:00,2020-11-18 16:00:00+00:00,2020-11-18 14:10:00+00:00,18292.67,17855.0,437.66999999999825,0.05,17876.8835,True,2020-11-18 14:10:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-18 14:35:00+00:00,0.0,25.0
external,BULL,12-16,2020-11-18 12:00:00+00:00,2020-11-18 16:00:00+00:00,2020-11-18 14:10:00+00:00,18292.67,17855.0,437.66999999999825,0.1,17898.767,True,2020-11-18 14:10:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-18 14:35:00+00:00,0.0,25.0
external,BULL,12-16,2020-11-18 12:00:00+00:00,2020-11-18 16:00:00+00:00,2020-11-18 14:10:00+00:00,18292.67,17855.0,437.66999999999825,0.15,17920.6505,True,2020-11-18 14:10:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-18 14:35:00+00:00,0.0,25.0
external,BULL,12-16,2020-11-18 12:00:00+00:00,2020-11-18 16:00:00+00:00,2020-11-18 14:10:00+00:00,18292.67,17855.0,437.66999999999825,0.25,17964.4175,True,2020-11-18 14:10:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-18 14:35:00+00:00,0.0,25.0
external,BULL,12-16,2020-11-18 12:00:00+00:00,2020-11-18 16:00:00+00:00,2020-11-18 14:10:00+00:00,18292.67,17855.0,437.66999999999825,0.5,18073.835,False,,LOW_BREAK_BEFORE_FILL,2020-11-18 14:35:00+00:00,,
external,BULL,20-00,2020-11-19 20:00:00+00:00,2020-11-20 00:00:00+00:00,2020-11-19 22:40:00+00:00,18142.0,17885.0,257.0,0.05,17897.85,True,2020-11-19 22:40:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-19 23:00:00+00:00,0.0,20.0
external,BULL,20-00,2020-11-19 20:00:00+00:00,2020-11-20 00:00:00+00:00,2020-11-19 22:40:00+00:00,18142.0,17885.0,257.0,0.1,17910.7,True,2020-11-19 22:40:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-19 23:00:00+00:00,0.0,20.0
external,BULL,20-00,2020-11-19 20:00:00+00:00,2020-11-20 00:00:00+00:00,2020-11-19 22:40:00+00:00,18142.0,17885.0,257.0,0.15,17923.55,True,2020-11-19 22:40:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-19 23:00:00+00:00,0.0,20.0
external,BULL,20-00,2020-11-19 20:00:00+00:00,2020-11-20 00:00:00+00:00,2020-11-19 22:40:00+00:00,18142.0,17885.0,257.0,0.25,17949.25,True,2020-11-19 22:40:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-19 23:00:00+00:00,0.0,20.0
external,BULL,20-00,2020-11-19 20:00:00+00:00,2020-11-20 00:00:00+00:00,2020-11-19 22:40:00+00:00,18142.0,17885.0,257.0,0.5,18013.5,False,,LOW_BREAK_BEFORE_FILL,2020-11-19 23:00:00+00:00,,
external,BULL,08-12,2020-11-22 08:00:00+00:00,2020-11-22 12:00:00+00:00,2020-11-22 09:05:00+00:00,18635.84,18310.0,325.84000000000015,0.05,18326.292,True,2020-11-22 09:05:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-22 09:25:00+00:00,0.0,20.0
external,BULL,08-12,2020-11-22 08:00:00+00:00,2020-11-22 12:00:00+00:00,2020-11-22 09:05:00+00:00,18635.84,18310.0,325.84000000000015,0.1,18342.584,True,2020-11-22 09:05:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-22 09:25:00+00:00,0.0,20.0
external,BULL,08-12,2020-11-22 08:00:00+00:00,2020-11-22 12:00:00+00:00,2020-11-22 09:05:00+00:00,18635.84,18310.0,325.84000000000015,0.15,18358.876,True,2020-11-22 09:05:00+00:00,REBREAK_LOW_AFTER_FILL,2020-11-22 09:25:00+00:00,0.0,20.0
external,BULL,08-12,2020-11-22 08:00:00+00:00,2020-11-22 12:00:00+00:00,2020-11-22 09:05:00+00:00,18635.84,18310.0,325.84000000000015,0.25,18391.46,False,,LOW_BREAK_BEFORE_FILL,2020-11-22 09:25:00+00:00,,
external,BULL,08-12,2020-11-22 08:00:00+00:00,2020-11-22 12:00:00+00:00,2020-11-22 09:05:00+00:00,18635.84,18310.0,325.84000000000015,0.5,18472.92,False,,LOW_BREAK_BEFORE_FILL,2020-11-22 09:25:00+00:00,,
external,BULL,04-08,2020-11-25 04:00:00+00:00,2020-11-25 08:00:00+00:00,2020-11-25 05:05:00+00:00,19240.56,18750.0,490.5600000000013,0.05,18774.528,True,2020-11-25 05:05:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-25 08:00:00+00:00,0.0,
external,BULL,04-08,2020-11-25 04:00:00+00:00,2020-11-25 08:00:00+00:00,2020-11-25 05:05:00+00:00,19240.56,18750.0,490.5600000000013,0.1,18799.056,True,2020-11-25 05:15:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-25 08:00:00+00:00,10.0,
external,BULL,04-08,2020-11-25 04:00:00+00:00,2020-11-25 08:00:00+00:00,2020-11-25 05:05:00+00:00,19240.56,18750.0,490.5600000000013,0.15,18823.584,True,2020-11-25 05:15:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-25 08:00:00+00:00,10.0,
external,BULL,04-08,2020-11-25 04:00:00+00:00,2020-11-25 08:00:00+00:00,2020-11-25 05:05:00+00:00,19240.56,18750.0,490.5600000000013,0.25,18872.64,True,2020-11-25 05:40:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-25 08:00:00+00:00,35.0,
external,BULL,04-08,2020-11-25 04:00:00+00:00,2020-11-25 08:00:00+00:00,2020-11-25 05:05:00+00:00,19240.56,18750.0,490.5600000000013,0.5,18995.28,True,2020-11-25 07:15:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-11-25 08:00:00+00:00,130.0,
external,SIDEWAYS,12-16,2020-12-08 12:00:00+00:00,2020-12-08 16:00:00+00:00,2020-12-08 12:50:00+00:00,19177.31,18675.0,502.3100000000013,0.05,18700.1155,True,2020-12-08 12:50:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-12-08 16:00:00+00:00,0.0,
external,SIDEWAYS,12-16,2020-12-08 12:00:00+00:00,2020-12-08 16:00:00+00:00,2020-12-08 12:50:00+00:00,19177.31,18675.0,502.3100000000013,0.1,18725.231,True,2020-12-08 12:50:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-12-08 16:00:00+00:00,0.0,
external,SIDEWAYS,12-16,2020-12-08 12:00:00+00:00,2020-12-08 16:00:00+00:00,2020-12-08 12:50:00+00:00,19177.31,18675.0,502.3100000000013,0.15,18750.3465,True,2020-12-08 13:00:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-12-08 16:00:00+00:00,10.0,
external,SIDEWAYS,12-16,2020-12-08 12:00:00+00:00,2020-12-08 16:00:00+00:00,2020-12-08 12:50:00+00:00,19177.31,18675.0,502.3100000000013,0.25,18800.5775,True,2020-12-08 13:05:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-12-08 16:00:00+00:00,15.0,
external,SIDEWAYS,12-16,2020-12-08 12:00:00+00:00,2020-12-08 16:00:00+00:00,2020-12-08 12:50:00+00:00,19177.31,18675.0,502.3100000000013,0.5,18926.155,True,2020-12-08 13:55:00+00:00,NO_BOUNDARY_AFTER_FILL,2020-12-08 16:00:00+00:00,65.0,
external,SIDEWAYS,12-16,2020-12-10 12:00:00+00:00,2020-12-10 16:00:00+00:00,2020-12-10 13:15:00+00:00,18487.47,18118.0,369.47000000000116,0.05,18136.4735,True,2020-12-10 13:15:00+00:00,REBREAK_LOW_AFTER_FILL,2020-12-10 13:40:00+00:00,0.0,25.0
external,SIDEWAYS,12-16,2020-12-10 12:00:00+00:00,2020-12-10 16:00:00+00:00,2020-12-10 13:15:00+00:00,18487.47,18118.0,369.47000000000116,0.1,18154.947,True,2020-12-10 13:15:00+00:00,REBREAK_LOW_AFTER_FILL,2020-12-10 13:40:00+00:00,0.0,25.0
external,SIDEWAYS,12-16,2020-12-10 12:00:00+00:00,2020-12-10 16:00:00+00:00,2020-12-10 13:15:00+00:00,18487.47,18118.0,369.47000000000116,0.15,18173.4205,True,2020-12-10 13:15:00+00:00,REBREAK_LOW_AFTER_FILL,2020-12-10 13:40:00+00:00,0.0,25.0
external,SIDEWAYS,12-16,2020-12-10 12:00:00+00:00,2020-12-10 16:00:00+00:00,2020-12-10 13:15:00+00:00,18487.47,18118.0,369.47000000000116,0.25,18210.3675,False,,LOW_BREAK_BEFORE_FILL,2020-12-10 13:40:00+00:00,,
external,SIDEWAYS,12-16,2020-12-10 12:00:00+00:00,2020-12-10 16:00:00+00:00,2020-12-10 13:15:00+00:00,18487.47,18118.0,369.47000000000116,0.5,18302.735,False,,LOW_BREAK_BEFORE_FILL,2020-12-10 13:40:00+00:00,,
external,SIDEWAYS,08-12,2020-12-11 08:00:00+00:00,2020-12-11 12:00:00+00:00,2020-12-11 11:20:00+00:00,18042.64,17680.0,362.6399999999994,0.05,17698.132,True,2020-12-11 11:20:00+00:00,REBREAK_LOW_AFTER_FILL,2020-12-11 11:30:00+00:00,0.0,10.0
