local_date,partition,duration_regime,H,L,R,leave_ts,terminal,terminal_start,measurement_end_exclusive,preterminal_bars,preterminal_low,preterminal_low_bar_start,depth_from_H_R,lowest_level_fraction,h2,F95_reached_preterminal,F95_first_touch_bar_start,F95_first_touch_signal_ts,F95_minutes_leave_to_touch,F90_reached_preterminal,F90_first_touch_bar_start,F90_first_touch_signal_ts,F90_minutes_leave_to_touch,F85_reached_preterminal,F85_first_touch_bar_start,F85_first_touch_signal_ts,F85_minutes_leave_to_touch,F80_reached_preterminal,F80_first_touch_bar_start,F80_first_touch_signal_ts,F80_minutes_leave_to_touch,F75_reached_preterminal,F75_first_touch_bar_start,F75_first_touch_signal_ts,F75_minutes_leave_to_touch,F70_reached_preterminal,F70_first_touch_bar_start,F70_first_touch_signal_ts,F70_minutes_leave_to_touch,F65_reached_preterminal,F65_first_touch_bar_start,F65_first_touch_signal_ts,F65_minutes_leave_to_touch,F60_reached_preterminal,F60_first_touch_bar_start,F60_first_touch_signal_ts,F60_minutes_leave_to_touch,F55_reached_preterminal,F55_first_touch_bar_start,F55_first_touch_signal_ts,F55_minutes_leave_to_touch,F50_reached_preterminal,F50_first_touch_bar_start,F50_first_touch_signal_ts,F50_minutes_leave_to_touch,F45_reached_preterminal,F45_first_touch_bar_start,F45_first_touch_signal_ts,F45_minutes_leave_to_touch,F40_reached_preterminal,F40_first_touch_bar_start,F40_first_touch_signal_ts,F40_minutes_leave_to_touch,F35_reached_preterminal,F35_first_touch_bar_start,F35_first_touch_signal_ts,F35_minutes_leave_to_touch
2024-03-27,development,DST_MISMATCH_5H30,584.91,572.17,12.740000000000009,2024-03-27 13:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2024-03-27 14:00:00+00:00,2024-03-27 14:00:00+00:00,4,572.64,2024-03-27 13:45:00+00:00,0.9631083202511753,0.03689167974882472,False,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0,True,2024-03-27 13:40:00+00:00,2024-03-27 13:45:00+00:00,5.0
2024-03-29,development,DST_MISMATCH_5H30,620.45,606.5,13.950000000000045,2024-03-29 14:25:00+00:00,NO_H2_BY_END,,2024-03-29 20:00:00+00:00,67,602.61,2024-03-29 15:40:00+00:00,1.2788530465949801,-0.27885304659498017,False,True,2024-03-29 14:25:00+00:00,2024-03-29 14:30:00+00:00,5.0,True,2024-03-29 14:25:00+00:00,2024-03-29 14:30:00+00:00,5.0,True,2024-03-29 14:40:00+00:00,2024-03-29 14:45:00+00:00,20.0,True,2024-03-29 14:40:00+00:00,2024-03-29 14:45:00+00:00,20.0,True,2024-03-29 14:50:00+00:00,2024-03-29 14:55:00+00:00,30.0,True,2024-03-29 14:50:00+00:00,2024-03-29 14:55:00+00:00,30.0,True,2024-03-29 15:00:00+00:00,2024-03-29 15:05:00+00:00,40.0,True,2024-03-29 15:15:00+00:00,2024-03-29 15:20:00+00:00,55.0,True,2024-03-29 15:20:00+00:00,2024-03-29 15:25:00+00:00,60.0,True,2024-03-29 15:20:00+00:00,2024-03-29 15:25:00+00:00,60.0,True,2024-03-29 15:20:00+00:00,2024-03-29 15:25:00+00:00,60.0,True,2024-03-29 15:20:00+00:00,2024-03-29 15:25:00+00:00,60.0,True,2024-03-29 15:25:00+00:00,2024-03-29 15:30:00+00:00,65.0
2024-04-01,development,NORMAL_6H30,592.9,580.01,12.889999999999986,2024-04-01 13:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2024-04-01 15:00:00+00:00,2024-04-01 15:00:00+00:00,14,577.51,2024-04-01 14:50:00+00:00,1.1939487975174556,-0.19394879751745558,False,True,2024-04-01 13:50:00+00:00,2024-04-01 13:55:00+00:00,5.0,True,2024-04-01 13:50:00+00:00,2024-04-01 13:55:00+00:00,5.0,True,2024-04-01 13:50:00+00:00,2024-04-01 13:55:00+00:00,5.0,True,2024-04-01 13:55:00+00:00,2024-04-01 14:00:00+00:00,10.0,True,2024-04-01 14:05:00+00:00,2024-04-01 14:10:00+00:00,20.0,True,2024-04-01 14:05:00+00:00,2024-04-01 14:10:00+00:00,20.0,True,2024-04-01 14:10:00+00:00,2024-04-01 14:15:00+00:00,25.0,True,2024-04-01 14:10:00+00:00,2024-04-01 14:15:00+00:00,25.0,True,2024-04-01 14:10:00+00:00,2024-04-01 14:15:00+00:00,25.0,True,2024-04-01 14:20:00+00:00,2024-04-01 14:25:00+00:00,35.0,True,2024-04-01 14:25:00+00:00,2024-04-01 14:30:00+00:00,40.0,True,2024-04-01 14:25:00+00:00,2024-04-01 14:30:00+00:00,40.0,True,2024-04-01 14:30:00+00:00,2024-04-01 14:35:00+00:00,45.0
2024-04-04,development,NORMAL_6H30,591.69,579.39,12.300000000000068,2024-04-04 14:20:00+00:00,H2_ARRIVAL,2024-04-04 14:35:00+00:00,2024-04-04 14:35:00+00:00,3,589.85,2024-04-04 14:25:00+00:00,0.1495934959349611,0.8504065040650389,True,True,2024-04-04 14:20:00+00:00,2024-04-04 14:25:00+00:00,5.0,True,2024-04-04 14:20:00+00:00,2024-04-04 14:25:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-04-10,development,NORMAL_6H30,592.45,574.51,17.940000000000055,2024-04-10 15:45:00+00:00,H2_ARRIVAL,2024-04-10 15:45:00+00:00,2024-04-10 15:45:00+00:00,0,592.45,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-05-08,development,NORMAL_6H30,587.2,577.99,9.210000000000036,2024-05-08 18:30:00+00:00,H2_ARRIVAL,2024-05-08 19:00:00+00:00,2024-05-08 19:00:00+00:00,6,585.13,2024-05-08 18:55:00+00:00,0.22475570032573744,0.7752442996742626,True,True,2024-05-08 18:30:00+00:00,2024-05-08 18:35:00+00:00,5.0,True,2024-05-08 18:30:00+00:00,2024-05-08 18:35:00+00:00,5.0,True,2024-05-08 18:35:00+00:00,2024-05-08 18:40:00+00:00,10.0,True,2024-05-08 18:50:00+00:00,2024-05-08 18:55:00+00:00,25.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-05-09,development,NORMAL_6H30,602.75,589.0,13.75,2024-05-09 15:35:00+00:00,NO_H2_BY_END,,2024-05-09 20:00:00+00:00,53,590.2,2024-05-09 17:00:00+00:00,0.9127272727272694,0.08727272727273058,False,True,2024-05-09 15:35:00+00:00,2024-05-09 15:40:00+00:00,5.0,True,2024-05-09 15:35:00+00:00,2024-05-09 15:40:00+00:00,5.0,True,2024-05-09 15:35:00+00:00,2024-05-09 15:40:00+00:00,5.0,True,2024-05-09 15:35:00+00:00,2024-05-09 15:40:00+00:00,5.0,True,2024-05-09 15:35:00+00:00,2024-05-09 15:40:00+00:00,5.0,True,2024-05-09 15:35:00+00:00,2024-05-09 15:40:00+00:00,5.0,True,2024-05-09 15:35:00+00:00,2024-05-09 15:40:00+00:00,5.0,True,2024-05-09 15:35:00+00:00,2024-05-09 15:40:00+00:00,5.0,True,2024-05-09 15:35:00+00:00,2024-05-09 15:40:00+00:00,5.0,True,2024-05-09 15:35:00+00:00,2024-05-09 15:40:00+00:00,5.0,True,2024-05-09 16:25:00+00:00,2024-05-09 16:30:00+00:00,55.0,True,2024-05-09 16:25:00+00:00,2024-05-09 16:30:00+00:00,55.0,True,2024-05-09 16:30:00+00:00,2024-05-09 16:35:00+00:00,60.0
2024-05-24,development,NORMAL_6H30,598.61,588.58,10.029999999999973,2024-05-24 13:45:00+00:00,H2_ARRIVAL,2024-05-24 14:25:00+00:00,2024-05-24 14:25:00+00:00,8,595.0,2024-05-24 14:05:00+00:00,0.3599202392821559,0.6400797607178441,True,True,2024-05-24 13:45:00+00:00,2024-05-24 13:50:00+00:00,5.0,True,2024-05-24 13:45:00+00:00,2024-05-24 13:50:00+00:00,5.0,True,2024-05-24 13:45:00+00:00,2024-05-24 13:50:00+00:00,5.0,True,2024-05-24 13:45:00+00:00,2024-05-24 13:50:00+00:00,5.0,True,2024-05-24 13:50:00+00:00,2024-05-24 13:55:00+00:00,10.0,True,2024-05-24 13:50:00+00:00,2024-05-24 13:55:00+00:00,10.0,True,2024-05-24 14:05:00+00:00,2024-05-24 14:10:00+00:00,25.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-06-10,development,NORMAL_6H30,651.25,635.07,16.17999999999995,2024-06-10 15:45:00+00:00,H2_ARRIVAL,2024-06-10 15:45:00+00:00,2024-06-10 15:45:00+00:00,0,651.25,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-06-25,development,NORMAL_6H30,573.72,566.74,6.980000000000018,2024-06-25 14:00:00+00:00,H2_ARRIVAL,2024-06-25 14:10:00+00:00,2024-06-25 14:10:00+00:00,2,572.05,2024-06-25 14:00:00+00:00,0.23925501432665736,0.7607449856733426,True,True,2024-06-25 14:00:00+00:00,2024-06-25 14:05:00+00:00,5.0,True,2024-06-25 14:00:00+00:00,2024-06-25 14:05:00+00:00,5.0,True,2024-06-25 14:00:00+00:00,2024-06-25 14:05:00+00:00,5.0,True,2024-06-25 14:00:00+00:00,2024-06-25 14:05:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-07-02,development,NORMAL_6H30,581.85,577.63,4.220000000000027,2024-07-02 13:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2024-07-02 14:10:00+00:00,2024-07-02 14:10:00+00:00,4,577.83,2024-07-02 13:55:00+00:00,0.9526066350710796,0.04739336492892042,False,True,2024-07-02 13:50:00+00:00,2024-07-02 13:55:00+00:00,5.0,True,2024-07-02 13:50:00+00:00,2024-07-02 13:55:00+00:00,5.0,True,2024-07-02 13:50:00+00:00,2024-07-02 13:55:00+00:00,5.0,True,2024-07-02 13:50:00+00:00,2024-07-02 13:55:00+00:00,5.0,True,2024-07-02 13:50:00+00:00,2024-07-02 13:55:00+00:00,5.0,True,2024-07-02 13:50:00+00:00,2024-07-02 13:55:00+00:00,5.0,True,2024-07-02 13:50:00+00:00,2024-07-02 13:55:00+00:00,5.0,True,2024-07-02 13:50:00+00:00,2024-07-02 13:55:00+00:00,5.0,True,2024-07-02 13:50:00+00:00,2024-07-02 13:55:00+00:00,5.0,True,2024-07-02 13:50:00+00:00,2024-07-02 13:55:00+00:00,5.0,True,2024-07-02 13:50:00+00:00,2024-07-02 13:55:00+00:00,5.0,True,2024-07-02 13:55:00+00:00,2024-07-02 14:00:00+00:00,10.0,True,2024-07-02 13:55:00+00:00,2024-07-02 14:00:00+00:00,10.0
2024-07-09,development,NORMAL_6H30,519.02,511.27,7.75,2024-07-09 14:25:00+00:00,H2_ARRIVAL,2024-07-09 17:00:00+00:00,2024-07-09 17:00:00+00:00,31,511.55,2024-07-09 15:05:00+00:00,0.9638709677419317,0.03612903225806833,True,True,2024-07-09 14:25:00+00:00,2024-07-09 14:30:00+00:00,5.0,True,2024-07-09 14:25:00+00:00,2024-07-09 14:30:00+00:00,5.0,True,2024-07-09 14:25:00+00:00,2024-07-09 14:30:00+00:00,5.0,True,2024-07-09 14:25:00+00:00,2024-07-09 14:30:00+00:00,5.0,True,2024-07-09 14:25:00+00:00,2024-07-09 14:30:00+00:00,5.0,True,2024-07-09 14:25:00+00:00,2024-07-09 14:30:00+00:00,5.0,True,2024-07-09 14:25:00+00:00,2024-07-09 14:30:00+00:00,5.0,True,2024-07-09 14:25:00+00:00,2024-07-09 14:30:00+00:00,5.0,True,2024-07-09 14:25:00+00:00,2024-07-09 14:30:00+00:00,5.0,True,2024-07-09 14:25:00+00:00,2024-07-09 14:30:00+00:00,5.0,True,2024-07-09 14:25:00+00:00,2024-07-09 14:30:00+00:00,5.0,True,2024-07-09 14:55:00+00:00,2024-07-09 15:00:00+00:00,35.0,True,2024-07-09 14:55:00+00:00,2024-07-09 15:00:00+00:00,35.0
2024-07-11,development,NORMAL_6H30,539.9,526.08,13.819999999999936,2024-07-11 14:15:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2024-07-11 15:45:00+00:00,2024-07-11 15:45:00+00:00,18,525.57,2024-07-11 15:40:00+00:00,1.0369030390738057,-0.03690303907380559,False,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0,True,2024-07-11 14:15:00+00:00,2024-07-11 14:20:00+00:00,5.0
2024-07-12,development,NORMAL_6H30,529.38,518.02,11.360000000000014,2024-07-12 13:50:00+00:00,H2_ARRIVAL,2024-07-12 13:50:00+00:00,2024-07-12 13:50:00+00:00,0,529.38,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-07-19,development,NORMAL_6H30,578.23,566.14,12.090000000000032,2024-07-19 13:50:00+00:00,H2_ARRIVAL,2024-07-19 13:50:00+00:00,2024-07-19 13:50:00+00:00,0,578.23,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-08-15,development,NORMAL_6H30,528.78,514.06,14.720000000000027,2024-08-15 14:10:00+00:00,H2_ARRIVAL,2024-08-15 14:30:00+00:00,2024-08-15 14:30:00+00:00,4,526.76,2024-08-15 14:15:00+00:00,0.13722826086956372,0.8627717391304363,True,True,2024-08-15 14:10:00+00:00,2024-08-15 14:15:00+00:00,5.0,True,2024-08-15 14:10:00+00:00,2024-08-15 14:15:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-08-22,development,NORMAL_6H30,584.44,571.55,12.8900000000001,2024-08-22 13:45:00+00:00,H2_ARRIVAL,2024-08-22 13:45:00+00:00,2024-08-22 13:45:00+00:00,0,584.44,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-08-27,development,NORMAL_6H30,556.0,546.52,9.480000000000018,2024-08-27 14:00:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2024-08-27 16:50:00+00:00,2024-08-27 16:50:00+00:00,34,547.19,2024-08-27 16:40:00+00:00,0.9293248945147604,0.0706751054852396,False,True,2024-08-27 14:00:00+00:00,2024-08-27 14:05:00+00:00,5.0,True,2024-08-27 14:00:00+00:00,2024-08-27 14:05:00+00:00,5.0,True,2024-08-27 14:00:00+00:00,2024-08-27 14:05:00+00:00,5.0,True,2024-08-27 14:00:00+00:00,2024-08-27 14:05:00+00:00,5.0,True,2024-08-27 14:00:00+00:00,2024-08-27 14:05:00+00:00,5.0,True,2024-08-27 14:05:00+00:00,2024-08-27 14:10:00+00:00,10.0,True,2024-08-27 14:05:00+00:00,2024-08-27 14:10:00+00:00,10.0,True,2024-08-27 14:05:00+00:00,2024-08-27 14:10:00+00:00,10.0,True,2024-08-27 14:10:00+00:00,2024-08-27 14:15:00+00:00,15.0,True,2024-08-27 14:10:00+00:00,2024-08-27 14:15:00+00:00,15.0,True,2024-08-27 14:10:00+00:00,2024-08-27 14:15:00+00:00,15.0,True,2024-08-27 14:10:00+00:00,2024-08-27 14:15:00+00:00,15.0,True,2024-08-27 14:10:00+00:00,2024-08-27 14:15:00+00:00,15.0
2024-08-29,development,NORMAL_6H30,545.23,539.88,5.350000000000023,2024-08-29 14:15:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2024-08-29 14:15:00+00:00,2024-08-29 14:15:00+00:00,0,545.23,,0.0,1.0,False,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-09-04,development,NORMAL_6H30,513.19,495.52,17.670000000000073,2024-09-04 15:00:00+00:00,NO_H2_BY_END,,2024-09-04 20:00:00+00:00,60,501.27,2024-09-04 15:40:00+00:00,0.6745897000565945,0.3254102999434056,False,True,2024-09-04 15:00:00+00:00,2024-09-04 15:05:00+00:00,5.0,True,2024-09-04 15:00:00+00:00,2024-09-04 15:05:00+00:00,5.0,True,2024-09-04 15:00:00+00:00,2024-09-04 15:05:00+00:00,5.0,True,2024-09-04 15:05:00+00:00,2024-09-04 15:10:00+00:00,10.0,True,2024-09-04 15:05:00+00:00,2024-09-04 15:10:00+00:00,10.0,True,2024-09-04 15:05:00+00:00,2024-09-04 15:10:00+00:00,10.0,True,2024-09-04 15:10:00+00:00,2024-09-04 15:15:00+00:00,15.0,True,2024-09-04 15:10:00+00:00,2024-09-04 15:15:00+00:00,15.0,True,2024-09-04 15:10:00+00:00,2024-09-04 15:15:00+00:00,15.0,True,2024-09-04 15:15:00+00:00,2024-09-04 15:20:00+00:00,20.0,True,2024-09-04 15:35:00+00:00,2024-09-04 15:40:00+00:00,40.0,True,2024-09-04 15:40:00+00:00,2024-09-04 15:45:00+00:00,45.0,True,2024-09-04 15:40:00+00:00,2024-09-04 15:45:00+00:00,45.0
2024-09-05,development,NORMAL_6H30,508.19,502.28,5.910000000000025,2024-09-05 13:45:00+00:00,H2_ARRIVAL,2024-09-05 13:55:00+00:00,2024-09-05 13:55:00+00:00,2,504.74,2024-09-05 13:50:00+00:00,0.5837563451776606,0.41624365482233944,True,True,2024-09-05 13:45:00+00:00,2024-09-05 13:50:00+00:00,5.0,True,2024-09-05 13:45:00+00:00,2024-09-05 13:50:00+00:00,5.0,True,2024-09-05 13:45:00+00:00,2024-09-05 13:50:00+00:00,5.0,True,2024-09-05 13:45:00+00:00,2024-09-05 13:50:00+00:00,5.0,True,2024-09-05 13:45:00+00:00,2024-09-05 13:50:00+00:00,5.0,True,2024-09-05 13:45:00+00:00,2024-09-05 13:50:00+00:00,5.0,True,2024-09-05 13:45:00+00:00,2024-09-05 13:50:00+00:00,5.0,True,2024-09-05 13:45:00+00:00,2024-09-05 13:50:00+00:00,5.0,True,2024-09-05 13:45:00+00:00,2024-09-05 13:50:00+00:00,5.0,True,2024-09-05 13:45:00+00:00,2024-09-05 13:50:00+00:00,5.0,True,2024-09-05 13:50:00+00:00,2024-09-05 13:55:00+00:00,10.0,False,,,,False,,,
2024-09-18,development,NORMAL_6H30,545.74,536.4,9.340000000000032,2024-09-18 18:15:00+00:00,H2_ARRIVAL,2024-09-18 18:15:00+00:00,2024-09-18 18:15:00+00:00,0,545.74,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-09-25,development,NORMAL_6H30,598.5,592.08,6.419999999999959,2024-09-25 14:15:00+00:00,H2_ARRIVAL,2024-09-25 14:15:00+00:00,2024-09-25 14:15:00+00:00,0,598.5,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-10-11,development,NORMAL_6H30,569.2,560.24,8.960000000000036,2024-10-11 13:40:00+00:00,H2_ARRIVAL,2024-10-11 13:50:00+00:00,2024-10-11 13:50:00+00:00,2,566.26,2024-10-11 13:40:00+00:00,0.3281250000000048,0.6718749999999952,True,True,2024-10-11 13:40:00+00:00,2024-10-11 13:45:00+00:00,5.0,True,2024-10-11 13:40:00+00:00,2024-10-11 13:45:00+00:00,5.0,True,2024-10-11 13:40:00+00:00,2024-10-11 13:45:00+00:00,5.0,True,2024-10-11 13:40:00+00:00,2024-10-11 13:45:00+00:00,5.0,True,2024-10-11 13:40:00+00:00,2024-10-11 13:45:00+00:00,5.0,True,2024-10-11 13:40:00+00:00,2024-10-11 13:45:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-10-24,development,NORMAL_6H30,593.43,585.57,7.8599999999999,2024-10-24 14:05:00+00:00,H2_ARRIVAL,2024-10-24 14:35:00+00:00,2024-10-24 14:35:00+00:00,6,589.62,2024-10-24 14:20:00+00:00,0.48473282442748017,0.5152671755725199,True,True,2024-10-24 14:05:00+00:00,2024-10-24 14:10:00+00:00,5.0,True,2024-10-24 14:05:00+00:00,2024-10-24 14:10:00+00:00,5.0,True,2024-10-24 14:05:00+00:00,2024-10-24 14:10:00+00:00,5.0,True,2024-10-24 14:05:00+00:00,2024-10-24 14:10:00+00:00,5.0,True,2024-10-24 14:05:00+00:00,2024-10-24 14:10:00+00:00,5.0,True,2024-10-24 14:05:00+00:00,2024-10-24 14:10:00+00:00,5.0,True,2024-10-24 14:05:00+00:00,2024-10-24 14:10:00+00:00,5.0,True,2024-10-24 14:05:00+00:00,2024-10-24 14:10:00+00:00,5.0,True,2024-10-24 14:05:00+00:00,2024-10-24 14:10:00+00:00,5.0,False,,,,False,,,,False,,,,False,,,
2024-10-28,development,DST_MISMATCH_5H30,596.55,590.88,5.669999999999959,2024-10-28 13:40:00+00:00,H2_ARRIVAL,2024-10-28 13:40:00+00:00,2024-10-28 13:40:00+00:00,0,596.55,,0.0,1.0,True,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
2024-10-29,development,DST_MISMATCH_5H30,607.98,604.43,3.550000000000068,2024-10-29 14:15:00+00:00,H2_ARRIVAL,2024-10-29 14:25:00+00:00,2024-10-29 14:25:00+00:00,2,605.66,2024-10-29 14:20:00+00:00,0.653521126760565,0.3464788732394351,True,True,2024-10-29 14:15:00+00:00,2024-10-29 14:20:00+00:00,5.0,True,2024-10-29 14:15:00+00:00,2024-10-29 14:20:00+00:00,5.0,True,2024-10-29 14:15:00+00:00,2024-10-29 14:20:00+00:00,5.0,True,2024-10-29 14:15:00+00:00,2024-10-29 14:20:00+00:00,5.0,True,2024-10-29 14:15:00+00:00,2024-10-29 14:20:00+00:00,5.0,True,2024-10-29 14:15:00+00:00,2024-10-29 14:20:00+00:00,5.0,True,2024-10-29 14:15:00+00:00,2024-10-29 14:20:00+00:00,5.0,True,2024-10-29 14:15:00+00:00,2024-10-29 14:20:00+00:00,5.0,True,2024-10-29 14:20:00+00:00,2024-10-29 14:25:00+00:00,10.0,True,2024-10-29 14:20:00+00:00,2024-10-29 14:25:00+00:00,10.0,True,2024-10-29 14:20:00+00:00,2024-10-29 14:25:00+00:00,10.0,True,2024-10-29 14:20:00+00:00,2024-10-29 14:25:00+00:00,10.0,True,2024-10-29 14:20:00+00:00,2024-10-29 14:25:00+00:00,10.0
2024-11-08,development,NORMAL_6H30,601.94,594.59,7.350000000000023,2024-11-08 14:40:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2024-11-08 16:30:00+00:00,2024-11-08 16:30:00+00:00,22,595.0,2024-11-08 15:45:00+00:00,0.9442176870748344,0.05578231292516556,False,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0,True,2024-11-08 14:40:00+00:00,2024-11-08 14:45:00+00:00,5.0
2024-12-09,development,NORMAL_6H30,731.28,708.06,23.220000000000027,2024-12-09 15:10:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2024-12-09 20:25:00+00:00,2024-12-09 20:25:00+00:00,63,709.26,2024-12-09 20:20:00+00:00,0.9483204134366906,0.05167958656330939,False,True,2024-12-09 15:10:00+00:00,2024-12-09 15:15:00+00:00,5.0,True,2024-12-09 15:10:00+00:00,2024-12-09 15:15:00+00:00,5.0,True,2024-12-09 15:10:00+00:00,2024-12-09 15:15:00+00:00,5.0,True,2024-12-09 15:10:00+00:00,2024-12-09 15:15:00+00:00,5.0,True,2024-12-09 15:15:00+00:00,2024-12-09 15:20:00+00:00,10.0,True,2024-12-09 15:15:00+00:00,2024-12-09 15:20:00+00:00,10.0,True,2024-12-09 15:15:00+00:00,2024-12-09 15:20:00+00:00,10.0,True,2024-12-09 15:15:00+00:00,2024-12-09 15:20:00+00:00,10.0,True,2024-12-09 15:15:00+00:00,2024-12-09 15:20:00+00:00,10.0,True,2024-12-09 15:30:00+00:00,2024-12-09 15:35:00+00:00,25.0,True,2024-12-09 15:35:00+00:00,2024-12-09 15:40:00+00:00,30.0,True,2024-12-09 15:35:00+00:00,2024-12-09 15:40:00+00:00,30.0,True,2024-12-09 15:40:00+00:00,2024-12-09 15:45:00+00:00,35.0
