role,partition,dev_block,execution_start,lane,horizon_min,required_closes_above_H,H,L,R,parent_entry_ts,parent_exit_ts,parent_pnl,parent_pnl_5bps,signal_ts,signal_delay_min,signal_close,reentry_ts,reentry_price,exit_ts,exit_price,exit_reason,invalidation_close_ts,recovery_pnl,recovery_pnl_5bps,combined_episode_pnl,combined_episode_pnl_5bps,rescued,rescued_5bps,parent_mae_R,scope
CENTRAL,development,1,2022-07-05 15:00:00+00:00,RC30_C2,30,2,35.06,33.13,1.9299999999999997,2022-07-05 19:10:00+00:00,2022-07-05 19:20:00+00:00,-0.7130633200228553,-0.9630633200228553,2022-07-05 19:25:00+00:00,10.0,35.3,2022-07-05 19:30:00+00:00,35.3,2022-07-05 19:35:00+00:00,35.832,TARGET,,7.535410764872519,7.285410764872519,6.8223474448496635,6.3223474448496635,True,True,0.10880829015544087,DEVELOPMENT_FROZEN
CENTRAL,development,1,2022-07-12 15:00:00+00:00,RC30_C2,30,2,34.32,33.11,1.2100000000000009,2022-07-12 15:10:00+00:00,2022-07-12 15:20:00+00:00,-0.7284382284382107,-0.9784382284382107,2022-07-12 15:25:00+00:00,10.0,34.42,2022-07-12 15:30:00+00:00,34.43,2022-07-12 15:55:00+00:00,34.2,FAILED_RECLAIM,2022-07-12 15:50:00+00:00,-3.340110368864335,-3.5901103688643357,-4.068548597302546,-4.568548597302547,False,False,0.09917355371900607,DEVELOPMENT_FROZEN
CENTRAL,development,1,2022-09-06 15:00:00+00:00,RC30_C2,30,2,33.53,32.4,1.1300000000000026,2022-09-06 15:45:00+00:00,2022-09-06 16:10:00+00:00,-0.2982403817477497,-0.5482403817477497,2022-09-06 16:15:00+00:00,10.0,33.55,2022-09-06 16:20:00+00:00,33.55,2022-09-06 16:30:00+00:00,33.51,FAILED_RECLAIM,2022-09-06 16:25:00+00:00,-0.5961251862890982,-0.8461251862890982,-0.8943655680368479,-1.3943655680368479,False,False,0.12389380530973473,DEVELOPMENT_FROZEN
CENTRAL,development,1,2022-09-19 15:00:00+00:00,RC30_C2,30,2,32.5,30.58,1.9200000000000017,2022-09-19 19:00:00+00:00,2022-09-19 19:10:00+00:00,-1.230769230769202,-1.480769230769202,2022-09-19 19:15:00+00:00,10.0,32.53,2022-09-19 19:20:00+00:00,32.54,2022-09-20 01:05:00+00:00,32.46,FAILED_RECLAIM,2022-09-20 01:00:00+00:00,-1.2292562999385304,-1.4792562999385304,-2.4600255307077323,-2.9600255307077323,False,False,0.0781249999999992,DEVELOPMENT_FROZEN
CENTRAL,development,1,2022-10-11 15:00:00+00:00,RC30_C2,30,2,31.71,31.05,0.6600000000000001,2022-10-11 16:45:00+00:00,2022-10-11 17:05:00+00:00,-0.31535793125198053,-0.5653579312519805,2022-10-11 17:20:00+00:00,20.0,31.73,2022-10-11 17:25:00+00:00,31.73,2022-10-11 17:35:00+00:00,31.71,FAILED_RECLAIM,2022-10-11 17:30:00+00:00,-0.31515915537344563,-0.5651591553734456,-0.6305170866254262,-1.1305170866254262,False,False,0.12121212121212399,DEVELOPMENT_FROZEN
CENTRAL,development,1,2022-10-17 15:00:00+00:00,RC30_C2,30,2,31.19,30.16,1.0300000000000011,2022-10-17 23:35:00+00:00,2022-10-17 23:55:00+00:00,0.0,-0.25,2022-10-18 00:20:00+00:00,30.0,31.34,2022-10-18 00:25:00+00:00,31.34,2022-10-18 01:35:00+00:00,31.13,FAILED_RECLAIM,2022-10-18 01:30:00+00:00,-3.350350989151263,-3.600350989151263,-3.350350989151263,-3.850350989151263,False,False,0.058252427184468165,DEVELOPMENT_FROZEN
CENTRAL,development,1,2022-12-12 15:00:00+00:00,RC30_C2,30,2,13.212,13.0,0.21199999999999974,2022-12-12 19:55:00+00:00,2022-12-12 20:40:00+00:00,0.0,-0.25,2022-12-12 20:55:00+00:00,20.0,13.28,2022-12-12 21:00:00+00:00,13.28,2022-12-12 21:05:00+00:00,13.2968,TARGET,,0.6325301204819223,0.38253012048192225,0.6325301204819223,0.13253012048192225,True,True,0.0660377358490536,DEVELOPMENT_FROZEN
CENTRAL,development,2,2023-01-01 15:00:00+00:00,RC30_C2,30,2,9.975,9.717,0.2579999999999991,2023-01-01 18:05:00+00:00,2023-01-01 18:20:00+00:00,-0.6516290726816809,-0.9016290726816809,2023-01-01 18:25:00+00:00,10.0,9.996,2023-01-01 18:30:00+00:00,9.997,2023-01-01 18:50:00+00:00,9.96,FAILED_RECLAIM,2023-01-01 18:45:00+00:00,-1.8505551665499165,-2.100555166549917,-2.5021842392315974,-3.002184239231598,False,False,0.1356589147286832,DEVELOPMENT_FROZEN
CENTRAL,development,2,2023-02-02 15:00:00+00:00,RC30_C2,30,2,25.285,24.59,0.6950000000000003,2023-02-02 17:00:00+00:00,2023-02-02 17:10:00+00:00,-0.49436424757759445,-0.7443642475775945,2023-02-02 17:15:00+00:00,10.0,25.361,2023-02-02 17:20:00+00:00,25.361,2023-02-02 18:00:00+00:00,25.563,TARGET,,3.982492803911497,3.732492803911497,3.4881285563339026,2.9881285563339026,True,True,0.14388489208633293,DEVELOPMENT_FROZEN
CENTRAL,development,2,2023-04-06 15:00:00+00:00,RC30_C2,30,2,20.765,20.345,0.4200000000000017,2023-04-06 15:25:00+00:00,2023-04-06 15:50:00+00:00,-0.38526366482066754,-0.6352636648206675,2023-04-06 16:10:00+00:00,25.0,20.77,2023-04-06 16:15:00+00:00,20.77,2023-04-06 16:55:00+00:00,20.753,FAILED_RECLAIM,2023-04-06 16:50:00+00:00,-0.40924410207027195,-0.659244102070272,-0.7945077668909395,-1.2945077668909395,False,False,0.1023809523809502,DEVELOPMENT_FROZEN
CENTRAL,development,2,2023-05-07 15:00:00+00:00,RC30_C2,30,2,22.4,21.923,0.4770000000000003,2023-05-07 15:00:00+00:00,2023-05-07 15:20:00+00:00,-0.2901785714285454,-0.5401785714285454,2023-05-07 15:25:00+00:00,10.0,22.446,2023-05-07 15:30:00+00:00,22.447,2023-05-07 16:10:00+00:00,22.590799999999998,TARGET,,3.2031006370562,2.9531006370562,2.9129220656276544,2.4129220656276544,True,True,0.07966457023060845,DEVELOPMENT_FROZEN
CENTRAL,development,2,2023-05-31 15:00:00+00:00,RC30_C2,30,2,20.77,20.32,0.4499999999999993,2023-05-31 22:45:00+00:00,2023-05-31 23:00:00+00:00,-0.0962927298989169,-0.3462927298989169,2023-05-31 23:10:00+00:00,15.0,20.771,2023-05-31 23:15:00+00:00,20.772,2023-05-31 23:25:00+00:00,20.747,FAILED_RECLAIM,2023-05-31 23:20:00+00:00,-0.6017716156364039,-0.8517716156364039,-0.6980643455353208,-1.1980643455353208,False,False,0.1333333333333307,DEVELOPMENT_FROZEN
CENTRAL,development,2,2023-06-27 15:00:00+00:00,RC30_C2,30,2,16.83,16.5,0.3299999999999983,2023-06-27 21:35:00+00:00,2023-06-27 21:45:00+00:00,-0.2376708259060889,-0.4876708259060889,2023-06-27 21:50:00+00:00,10.0,16.892,2023-06-27 21:55:00+00:00,16.893,2023-06-27 22:25:00+00:00,16.825,FAILED_RECLAIM,2023-06-27 22:20:00+00:00,-2.012667968981252,-2.262667968981252,-2.250338794887341,-2.750338794887341,False,False,0.1181818181818125,DEVELOPMENT_FROZEN
CENTRAL,development,2,2023-06-29 15:00:00+00:00,RC30_C2,30,2,18.283,16.312,1.971,2023-06-30 01:05:00+00:00,2023-06-30 01:20:00+00:00,-1.9143466608324555,-2.1643466608324555,2023-06-30 01:40:00+00:00,25.0,18.309,2023-06-30 01:45:00+00:00,18.309,2023-06-30 03:55:00+00:00,19.0714,TARGET,,20.82036157081213,20.57036157081213,18.906014909979675,18.406014909979675,True,True,0.11872146118721551,DEVELOPMENT_FROZEN
CENTRAL,development,2,2023-06-30 15:00:00+00:00,RC30_C2,30,2,19.6,16.991,2.6090000000000018,2023-06-30 17:15:00+00:00,2023-06-30 17:40:00+00:00,-2.091836734693875,-2.3418367346938753,2023-06-30 17:45:00+00:00,10.0,19.707,2023-06-30 17:50:00+00:00,19.71,2023-06-30 18:00:00+00:00,19.524,FAILED_RECLAIM,2023-06-30 17:55:00+00:00,-4.718417047184175,-4.968417047184176,-6.81025378187805,-7.3102537818780515,False,False,0.11230356458413285,DEVELOPMENT_FROZEN
CENTRAL,development,3,2023-07-10 15:00:00+00:00,RC30_C2,30,2,21.3,20.494,0.8060000000000009,2023-07-10 18:40:00+00:00,2023-07-10 18:50:00+00:00,-1.220657276995274,-1.470657276995274,2023-07-10 18:55:00+00:00,10.0,21.347,2023-07-10 19:00:00+00:00,21.347,2023-07-10 20:00:00+00:00,21.622400000000003,TARGET,,6.4505551131306404,6.2005551131306404,5.2298978361353665,4.7298978361353665,True,True,0.08808933002481566,DEVELOPMENT_FROZEN
CENTRAL,development,3,2023-07-26 15:00:00+00:00,RC30_C2,30,2,24.706,23.428,1.2779999999999987,2023-07-26 15:20:00+00:00,2023-07-26 16:40:00+00:00,-0.46547397393342793,-0.7154739739334279,2023-07-26 17:00:00+00:00,25.0,24.73,2023-07-26 17:05:00+00:00,24.731,2023-07-26 17:15:00+00:00,24.579,FAILED_RECLAIM,2023-07-26 17:10:00+00:00,-3.073066192228413,-3.3230661922284135,-3.538540166161841,-4.038540166161841,False,False,0.11580594679186215,DEVELOPMENT_FROZEN
CENTRAL,development,3,2023-09-30 15:00:00+00:00,RC30_C2,30,2,21.49,20.24,1.25,2023-09-30 15:45:00+00:00,2023-09-30 15:55:00+00:00,-1.4425314099580921,-1.6925314099580921,2023-09-30 16:10:00+00:00,20.0,21.615,2023-09-30 16:15:00+00:00,21.614,2023-09-30 16:45:00+00:00,21.468,FAILED_RECLAIM,2023-09-30 16:40:00+00:00,-3.377440547793098,-3.627440547793098,-4.81997195775119,-5.31997195775119,False,False,0.10719999999999744,DEVELOPMENT_FROZEN
CENTRAL,development,3,2023-11-03 15:00:00+00:00,RC30_C2,30,2,40.315,38.1,2.2149999999999963,2023-11-04 01:40:00+00:00,2023-11-04 01:50:00+00:00,-1.785935755922119,-2.035935755922119,2023-11-04 02:10:00+00:00,25.0,40.336,2023-11-04 02:15:00+00:00,40.337,2023-11-04 02:30:00+00:00,40.254,FAILED_RECLAIM,2023-11-04 02:25:00+00:00,-1.0288320896448266,-1.2788320896448266,-2.8147678455669456,-3.3147678455669456,False,False,0.13047404063205184,DEVELOPMENT_FROZEN
CENTRAL,development,3,2023-11-19 15:00:00+00:00,RC30_C2,30,2,61.8,59.087,2.712999999999994,2023-11-19 23:05:00+00:00,2023-11-19 23:15:00+00:00,-0.2669902912620925,-0.5169902912620925,2023-11-19 23:20:00+00:00,10.0,61.954,2023-11-19 23:25:00+00:00,61.962,2023-11-19 23:40:00+00:00,61.617,FAILED_RECLAIM,2023-11-19 23:35:00+00:00,-2.7839643652561863,-3.0339643652561863,-3.050954656518279,-3.550954656518279,False,False,0.1334316255068174,DEVELOPMENT_FROZEN
CENTRAL,development,3,2023-12-08 15:00:00+00:00,RC30_C2,30,2,74.5,70.532,3.9680000000000035,2023-12-08 23:40:00+00:00,2023-12-09 00:25:00+00:00,-0.43624161073824164,-0.6862416107382416,2023-12-09 00:30:00+00:00,10.0,74.762,2023-12-09 00:35:00+00:00,74.761,2023-12-09 00:45:00+00:00,74.288,FAILED_RECLAIM,2023-12-09 00:40:00+00:00,-3.1634140795334664,-3.4134140795334664,-3.599655690271708,-4.0996556902717085,False,False,0.06628024193548512,DEVELOPMENT_FROZEN
CENTRAL,development,3,2023-12-11 15:00:00+00:00,RC30_C2,30,2,70.014,66.936,3.0779999999999887,2023-12-11 16:35:00+00:00,2023-12-11 16:55:00+00:00,-1.4997000599879518,-1.7497000599879518,2023-12-11 17:20:00+00:00,30.0,70.113,2023-12-11 17:25:00+00:00,70.114,2023-12-11 17:50:00+00:00,69.923,FAILED_RECLAIM,2023-12-11 17:45:00+00:00,-1.362067490087604,-1.612067490087604,-2.8617675500755557,-3.3617675500755557,False,False,0.14294996751137082,DEVELOPMENT_FROZEN
CENTRAL,development,3,2023-12-17 15:00:00+00:00,RC30_C2,30,2,73.35,71.389,1.9609999999999985,2023-12-17 16:35:00+00:00,2023-12-17 16:50:00+00:00,-0.12269938650305567,-0.3726993865030557,2023-12-17 16:55:00+00:00,10.0,73.966,2023-12-17 17:00:00+00:00,73.965,2023-12-17 17:05:00+00:00,74.1344,TARGET,,1.145136213073772,0.8951362130737719,1.0224368265707162,0.5224368265707162,True,True,0.0963793982661872,DEVELOPMENT_FROZEN
CENTRAL,development,4,2024-01-16 15:00:00+00:00,RC30_C2,30,2,98.185,94.187,3.9980000000000047,2024-01-16 21:55:00+00:00,2024-01-16 22:25:00+00:00,-0.11203340632481851,-0.3620334063248185,2024-01-16 22:30:00+00:00,10.0,98.447,2024-01-16 22:35:00+00:00,98.437,2024-01-16 23:00:00+00:00,98.185,FAILED_RECLAIM,2024-01-16 22:55:00+00:00,-1.280006501620301,-1.530006501620301,-1.3920399079451196,-1.8920399079451196,False,False,0.04102051025512789,DEVELOPMENT_FROZEN
CENTRAL,development,4,2024-02-06 15:00:00+00:00,RC30_C2,30,2,96.29,93.116,3.1740000000000066,2024-02-06 18:50:00+00:00,2024-02-06 19:05:00+00:00,-0.7425485512514429,-0.9925485512514429,2024-02-06 19:20:00+00:00,20.0,96.884,2024-02-06 19:25:00+00:00,96.884,2024-02-06 19:35:00+00:00,97.5596,TARGET,,3.486643821477231,3.236643821477231,2.744095270225788,2.244095270225788,True,True,0.10396975425331186,DEVELOPMENT_FROZEN
CENTRAL,development,4,2024-02-12 15:00:00+00:00,RC30_C2,30,2,106.768,103.382,3.3859999999999957,2024-02-12 15:05:00+00:00,2024-02-12 15:20:00+00:00,-1.0911509066386937,-1.3411509066386937,2024-02-12 15:25:00+00:00,10.0,107.167,2024-02-12 15:30:00+00:00,107.168,2024-02-12 15:35:00+00:00,108.1224,TARGET,,4.452821737832124,4.202821737832124,3.3616708311934307,2.8616708311934307,True,True,0.12581216774955772,DEVELOPMENT_FROZEN
CENTRAL,development,4,2024-03-06 15:00:00+00:00,RC30_C2,30,2,133.044,126.263,6.781000000000006,2024-03-07 00:35:00+00:00,2024-03-07 01:10:00+00:00,-1.1875770421815313,-1.4375770421815313,2024-03-07 01:15:00+00:00,10.0,133.216,2024-03-07 01:20:00+00:00,133.216,2024-03-07 01:50:00+00:00,135.7564,TARGET,,9.53489070381941,9.284890703819409,8.34731366163788,7.847313661637878,True,True,0.1433416900162229,DEVELOPMENT_FROZEN
CENTRAL,development,4,2024-03-14 15:00:00+00:00,RC30_C2,30,2,174.599,164.55,10.048999999999978,2024-03-14 23:10:00+00:00,2024-03-14 23:20:00+00:00,-0.7474269612082196,-0.9974269612082196,2024-03-14 23:25:00+00:00,10.0,174.877,2024-03-14 23:30:00+00:00,174.876,2024-03-14 23:45:00+00:00,178.6186,TARGET,,10.700725085203144,10.450725085203144,9.953298123994925,9.453298123994925,True,True,0.11722559458652601,DEVELOPMENT_FROZEN
CENTRAL,development,4,2024-04-23 15:00:00+00:00,RC30_C2,30,2,158.486,153.331,5.155000000000001,2024-04-23 15:00:00+00:00,2024-04-23 15:20:00+00:00,-1.167295533990309,-1.417295533990309,2024-04-23 15:25:00+00:00,10.0,159.21,2024-04-23 15:30:00+00:00,159.21,2024-04-23 15:40:00+00:00,157.986,FAILED_RECLAIM,2024-04-23 15:35:00+00:00,-3.8439796495195466,-4.093979649519547,-5.011275183509856,-5.511275183509856,False,False,0.1311348205625582,DEVELOPMENT_FROZEN
CENTRAL,development,4,2024-04-25 15:00:00+00:00,RC30_C2,30,2,147.5,142.041,5.459000000000003,2024-04-25 15:50:00+00:00,2024-04-25 16:05:00+00:00,-0.07118644067793944,-0.32118644067793944,2024-04-25 16:10:00+00:00,10.0,147.534,2024-04-25 16:15:00+00:00,147.532,2024-04-25 16:25:00+00:00,147.377,FAILED_RECLAIM,2024-04-25 16:20:00+00:00,-0.5253097633056147,-0.7753097633056147,-0.5964962039835542,-1.0964962039835542,False,False,0.05000915918666349,DEVELOPMENT_FROZEN
CENTRAL,development,4,2024-05-27 15:00:00+00:00,RC30_C2,30,2,169.3,165.071,4.229000000000013,2024-05-27 15:00:00+00:00,2024-05-27 15:30:00+00:00,-0.28942705256945755,-0.5394270525694576,2024-05-27 15:35:00+00:00,10.0,170.455,2024-05-27 15:40:00+00:00,170.455,2024-05-27 15:45:00+00:00,170.9916,TARGET,,1.5740224692734062,1.3240224692734062,1.2845954167039486,0.7845954167039486,True,True,0.10191534641759523,DEVELOPMENT_FROZEN
CENTRAL,development,4,2024-05-30 15:00:00+00:00,RC30_C2,30,2,169.791,164.708,5.082999999999998,2024-05-30 16:45:00+00:00,2024-05-30 17:10:00+00:00,-0.4770570878315228,-0.7270570878315228,2024-05-30 17:15:00+00:00,10.0,170.288,2024-05-30 17:20:00+00:00,170.288,2024-05-30 17:30:00+00:00,171.8242,TARGET,,4.510593817532604,4.260593817532604,4.033536729701082,3.5335367297010816,True,True,0.13732048003147898,DEVELOPMENT_FROZEN
CENTRAL,development,4,2024-06-09 15:00:00+00:00,RC30_C2,30,2,161.589,158.876,2.712999999999994,2024-06-09 15:10:00+00:00,2024-06-09 15:25:00+00:00,-0.30014419298346473,-0.5501441929834647,2024-06-09 15:45:00+00:00,25.0,161.745,2024-06-09 15:50:00+00:00,161.746,2024-06-09 16:05:00+00:00,161.512,FAILED_RECLAIM,2024-06-09 16:00:00+00:00,-0.7233563735734028,-0.9733563735734028,-1.0235005665568675,-1.5235005665568675,False,False,0.14043494286767455,DEVELOPMENT_FROZEN
CENTRAL,development,5,2024-07-05 15:00:00+00:00,RC30_C2,30,2,133.688,122.032,11.655999999999992,2024-07-05 15:05:00+00:00,2024-07-06 02:55:00+00:00,-0.37774519777389326,-0.6277451977738933,2024-07-06 03:05:00+00:00,15.0,134.094,2024-07-06 03:10:00+00:00,134.094,2024-07-06 05:00:00+00:00,133.561,FAILED_RECLAIM,2024-07-06 04:55:00+00:00,-1.9874118155919773,-2.2374118155919778,-2.3651570133658706,-2.865157013365871,False,False,0.14481811942347197,DEVELOPMENT_FROZEN
CENTRAL,development,5,2024-09-19 15:00:00+00:00,RC30_C2,30,2,141.922,138.207,3.7150000000000034,2024-09-19 15:15:00+00:00,2024-09-19 15:35:00+00:00,-0.4051521258155999,-0.6551521258155999,2024-09-19 15:40:00+00:00,10.0,142.312,2024-09-19 15:45:00+00:00,142.313,2024-09-19 16:05:00+00:00,143.408,TARGET,,3.847153808857917,3.597153808857917,3.4420016830423172,2.9420016830423172,True,True,0.11332436069986322,DEVELOPMENT_FROZEN
CENTRAL,development,5,2024-10-04 15:00:00+00:00,RC30_C2,30,2,142.598,138.042,4.556000000000012,2024-10-04 16:20:00+00:00,2024-10-04 18:05:00+00:00,-0.11570989775455676,-0.36570989775455676,2024-10-04 18:15:00+00:00,15.0,142.814,2024-10-04 18:20:00+00:00,142.812,2024-10-04 19:00:00+00:00,144.42040000000003,TARGET,,5.63117945270708,5.38117945270708,5.5154695549525234,5.0154695549525234,True,True,0.07638279192274194,DEVELOPMENT_FROZEN
CENTRAL,development,5,2024-10-23 15:00:00+00:00,RC30_C2,30,2,169.5,164.1,5.400000000000006,2024-10-23 18:45:00+00:00,2024-10-23 19:15:00+00:00,-1.3274336283185528,-1.5774336283185528,2024-10-23 19:20:00+00:00,10.0,169.81,2024-10-23 19:25:00+00:00,169.81,2024-10-23 19:40:00+00:00,171.66,TARGET,,5.4472645898356875,5.1972645898356875,4.119830961517135,3.6198309615171347,True,True,0.1277777777777772,DEVELOPMENT_FROZEN
CENTRAL,development,5,2024-11-05 15:00:00+00:00,RC30_C2,30,2,167.79,160.92,6.8700000000000045,2024-11-05 16:30:00+00:00,2024-11-05 16:45:00+00:00,-1.1919661481614163,-1.4419661481614163,2024-11-05 16:55:00+00:00,15.0,168.43,2024-11-05 17:00:00+00:00,168.43,2024-11-05 17:35:00+00:00,167.8,FAILED_RECLAIM,2024-11-05 17:30:00+00:00,-1.8702131449266357,-2.1202131449266357,-3.062179293088052,-3.562179293088052,False,False,0.14410480349344687,DEVELOPMENT_FROZEN
CENTRAL,development,5,2024-11-27 15:00:00+00:00,RC30_C2,30,2,239.85,232.04,7.810000000000002,2024-11-27 15:35:00+00:00,2024-11-27 16:10:00+00:00,-0.5003126954346016,-0.7503126954346016,2024-11-27 16:35:00+00:00,30.0,240.11,2024-11-27 16:40:00+00:00,240.11,2024-11-27 16:50:00+00:00,238.95,FAILED_RECLAIM,2024-11-27 16:45:00+00:00,-2.415559535213052,-2.6655595352130526,-2.9158722306476537,-3.415872230647654,False,False,0.1229193341869408,DEVELOPMENT_FROZEN
CENTRAL,development,5,2024-11-28 15:00:00+00:00,RC30_C2,30,2,238.9,234.03,4.8700000000000045,2024-11-29 02:05:00+00:00,2024-11-29 02:20:00+00:00,-0.6278777731268392,-0.8778777731268392,2024-11-29 02:25:00+00:00,10.0,240.3,2024-11-29 02:30:00+00:00,240.29,2024-11-29 02:45:00+00:00,240.848,TARGET,,1.1610970077823302,0.9110970077823302,0.5332192346554909,0.033219234655490926,True,True,0.13141683778234378,DEVELOPMENT_FROZEN
CENTRAL,development,5,2024-12-02 15:00:00+00:00,RC30_C2,30,2,228.14,221.71,6.429999999999978,2024-12-02 15:20:00+00:00,2024-12-02 15:30:00+00:00,-0.6794073814324064,-0.9294073814324064,2024-12-02 15:40:00+00:00,15.0,229.3,2024-12-02 15:45:00+00:00,229.29,2024-12-02 16:25:00+00:00,227.39,FAILED_RECLAIM,2024-12-02 16:20:00+00:00,-4.143224737232332,-4.393224737232332,-4.822632118664739,-5.322632118664739,False,False,0.12441679626749388,DEVELOPMENT_FROZEN
CENTRAL,development,5,2024-12-03 15:00:00+00:00,RC30_C2,30,2,227.12,215.11,12.009999999999991,2024-12-03 18:45:00+00:00,2024-12-03 19:05:00+00:00,-0.6384290243043322,-0.8884290243043322,2024-12-03 19:30:00+00:00,30.0,227.72,2024-12-03 19:35:00+00:00,227.73,2024-12-03 21:15:00+00:00,231.924,TARGET,,9.208272954814966,8.958272954814966,8.569843930510633,8.069843930510633,True,True,0.07660283097418956,DEVELOPMENT_FROZEN
