clock,side,partition,reference_start,execution_start,H,L,level,fraction,price,filled,fill_ts,outcome,minutes_to_h2,mae_ru,tail_frac
LONDON,LONG,external,2020-02-17 08:00:00+00:00,2020-02-17 13:30:00+00:00,254.0,243.0,F90,0.9,252.9,False,,H2,,,
LONDON,LONG,external,2020-02-17 08:00:00+00:00,2020-02-17 13:30:00+00:00,254.0,243.0,F85,0.85,252.35,False,,H2,,,
LONDON,LONG,external,2020-02-17 08:00:00+00:00,2020-02-17 13:30:00+00:00,254.0,243.0,F80,0.8,251.8,False,,H2,,,
LONDON,LONG,external,2020-02-17 08:00:00+00:00,2020-02-17 13:30:00+00:00,254.0,243.0,F75,0.75,251.25,False,,H2,,,
RAW_0530,LONG,external,2020-02-19 05:30:00+00:00,2020-02-19 11:00:00+00:00,283.46,274.54,F95,0.95,283.014,False,,H2,,,
RAW_0530,LONG,external,2020-02-19 05:30:00+00:00,2020-02-19 11:00:00+00:00,283.46,274.54,F90,0.9,282.568,True,2020-02-19 16:40:00+00:00,H2,25.0,0.11412556053811407,0.785874439461886
RAW_0530,LONG,external,2020-02-19 05:30:00+00:00,2020-02-19 11:00:00+00:00,283.46,274.54,F85,0.85,282.12199999999996,True,2020-02-19 16:35:00+00:00,H2,30.0,0.06412556053811402,0.785874439461886
RAW_0530,LONG,external,2020-02-19 05:30:00+00:00,2020-02-19 11:00:00+00:00,283.46,274.54,F80,0.8,281.676,True,2020-02-19 16:30:00+00:00,H2,35.0,0.07690582959641057,0.7230941704035895
RAW_0530,LONG,external,2020-02-19 05:30:00+00:00,2020-02-19 11:00:00+00:00,283.46,274.54,F75,0.75,281.23,True,2020-02-19 16:30:00+00:00,H2,35.0,0.026905829596410524,0.7230941704035895
LONDON,LONG,external,2020-02-19 08:00:00+00:00,2020-02-19 13:30:00+00:00,283.46,274.54,F95,0.95,283.014,False,,H2,,,
LONDON,LONG,external,2020-02-19 08:00:00+00:00,2020-02-19 13:30:00+00:00,283.46,274.54,F90,0.9,282.568,True,2020-02-19 16:40:00+00:00,H2,25.0,0.11412556053811407,0.785874439461886
LONDON,LONG,external,2020-02-19 08:00:00+00:00,2020-02-19 13:30:00+00:00,283.46,274.54,F85,0.85,282.12199999999996,True,2020-02-19 16:35:00+00:00,H2,30.0,0.06412556053811402,0.785874439461886
LONDON,LONG,external,2020-02-19 08:00:00+00:00,2020-02-19 13:30:00+00:00,283.46,274.54,F80,0.8,281.676,True,2020-02-19 16:30:00+00:00,H2,35.0,0.07690582959641057,0.7230941704035895
LONDON,LONG,external,2020-02-19 08:00:00+00:00,2020-02-19 13:30:00+00:00,283.46,274.54,F75,0.75,281.23,True,2020-02-19 16:30:00+00:00,H2,35.0,0.026905829596410524,0.7230941704035895
SHORT_2000,SHORT,external,2020-02-24 20:00:00+00:00,2020-02-25 01:30:00+00:00,266.84,259.83,F05,0.05,260.1805,False,,H2,,,
SHORT_2000,SHORT,external,2020-02-24 20:00:00+00:00,2020-02-25 01:30:00+00:00,266.84,259.83,F10,0.1,260.531,False,,H2,,,
SHORT_2000,SHORT,external,2020-02-24 20:00:00+00:00,2020-02-25 01:30:00+00:00,266.84,259.83,F15,0.15,260.88149999999996,False,,H2,,,
SHORT_2000,SHORT,external,2020-02-24 20:00:00+00:00,2020-02-25 01:30:00+00:00,266.84,259.83,F20,0.2,261.23199999999997,False,,H2,,,
SHORT_2000,SHORT,external,2020-02-24 20:00:00+00:00,2020-02-25 01:30:00+00:00,266.84,259.83,F25,0.25,261.5825,False,,H2,,,
SHORT_2000,SHORT,external,2020-02-27 20:00:00+00:00,2020-02-28 01:30:00+00:00,235.2,222.83,F05,0.05,223.44850000000002,True,2020-02-28 07:45:00+00:00,NO_H2,,0.08257881972514063,0.13257881972514063
SHORT_2000,SHORT,external,2020-02-27 20:00:00+00:00,2020-02-28 01:30:00+00:00,235.2,222.83,F10,0.1,224.067,True,2020-02-28 07:45:00+00:00,NO_H2,,0.03257881972514062,0.13257881972514063
SHORT_2000,SHORT,external,2020-02-27 20:00:00+00:00,2020-02-28 01:30:00+00:00,235.2,222.83,F15,0.15,224.68550000000002,False,,NO_H2,,,
SHORT_2000,SHORT,external,2020-02-27 20:00:00+00:00,2020-02-28 01:30:00+00:00,235.2,222.83,F20,0.2,225.304,False,,NO_H2,,,
SHORT_2000,SHORT,external,2020-02-27 20:00:00+00:00,2020-02-28 01:30:00+00:00,235.2,222.83,F25,0.25,225.9225,False,,NO_H2,,,
ALT_0330,LONG,external,2020-03-02 03:30:00+00:00,2020-03-02 09:00:00+00:00,223.0,218.88,F95,0.95,222.794,False,,H2,,,
ALT_0330,LONG,external,2020-03-02 03:30:00+00:00,2020-03-02 09:00:00+00:00,223.0,218.88,F90,0.9,222.588,False,,H2,,,
ALT_0330,LONG,external,2020-03-02 03:30:00+00:00,2020-03-02 09:00:00+00:00,223.0,218.88,F85,0.85,222.382,False,,H2,,,
ALT_0330,LONG,external,2020-03-02 03:30:00+00:00,2020-03-02 09:00:00+00:00,223.0,218.88,F80,0.8,222.176,False,,H2,,,
ALT_0330,LONG,external,2020-03-02 03:30:00+00:00,2020-03-02 09:00:00+00:00,223.0,218.88,F75,0.75,221.97,False,,H2,,,
LONDON,LONG,external,2020-03-02 08:00:00+00:00,2020-03-02 13:30:00+00:00,228.0,219.83,F95,0.95,227.5915,True,2020-03-02 13:55:00+00:00,H2,5.0,0.09932680538555694,0.850673194614443
LONDON,LONG,external,2020-03-02 08:00:00+00:00,2020-03-02 13:30:00+00:00,228.0,219.83,F90,0.9,227.183,True,2020-03-02 13:50:00+00:00,H2,10.0,0.06401468788249765,0.8359853121175024
LONDON,LONG,external,2020-03-02 08:00:00+00:00,2020-03-02 13:30:00+00:00,228.0,219.83,F85,0.85,226.7745,True,2020-03-02 13:50:00+00:00,H2,10.0,0.0140146878824976,0.8359853121175024
LONDON,LONG,external,2020-03-02 08:00:00+00:00,2020-03-02 13:30:00+00:00,228.0,219.83,F80,0.8,226.366,False,,H2,,,
LONDON,LONG,external,2020-03-02 08:00:00+00:00,2020-03-02 13:30:00+00:00,228.0,219.83,F75,0.75,225.9575,False,,H2,,,
ALT_0330,LONG,external,2020-03-03 03:30:00+00:00,2020-03-03 09:00:00+00:00,232.22,226.04,F95,0.95,231.911,False,,OPPOSITE,,,
ALT_0330,LONG,external,2020-03-03 03:30:00+00:00,2020-03-03 09:00:00+00:00,232.22,226.04,F90,0.9,231.602,True,2020-03-03 12:30:00+00:00,OPPOSITE,,1.0488673139158555,-0.14886731391585542
ALT_0330,LONG,external,2020-03-03 03:30:00+00:00,2020-03-03 09:00:00+00:00,232.22,226.04,F85,0.85,231.293,True,2020-03-03 12:30:00+00:00,OPPOSITE,,0.9988673139158554,-0.14886731391585542
ALT_0330,LONG,external,2020-03-03 03:30:00+00:00,2020-03-03 09:00:00+00:00,232.22,226.04,F80,0.8,230.984,True,2020-03-03 12:30:00+00:00,OPPOSITE,,0.9488673139158554,-0.14886731391585542
ALT_0330,LONG,external,2020-03-03 03:30:00+00:00,2020-03-03 09:00:00+00:00,232.22,226.04,F75,0.75,230.675,True,2020-03-03 12:35:00+00:00,OPPOSITE,,0.8988673139158554,-0.14886731391585542
RAW_2330,LONG,external,2020-03-08 23:30:00+00:00,2020-03-09 05:00:00+00:00,208.03,195.35,F95,0.95,207.39600000000002,True,2020-03-09 08:00:00+00:00,H2,5.0,0.12350157728706523,0.8264984227129347
RAW_2330,LONG,external,2020-03-08 23:30:00+00:00,2020-03-09 05:00:00+00:00,208.03,195.35,F90,0.9,206.762,True,2020-03-09 07:15:00+00:00,H2,50.0,0.1641955835962139,0.7358044164037861
RAW_2330,LONG,external,2020-03-08 23:30:00+00:00,2020-03-09 05:00:00+00:00,208.03,195.35,F85,0.85,206.128,True,2020-03-09 06:30:00+00:00,H2,95.0,0.1843848580441646,0.6656151419558354
RAW_2330,LONG,external,2020-03-08 23:30:00+00:00,2020-03-09 05:00:00+00:00,208.03,195.35,F80,0.8,205.494,True,2020-03-09 06:30:00+00:00,H2,95.0,0.13438485804416467,0.6656151419558354
RAW_2330,LONG,external,2020-03-08 23:30:00+00:00,2020-03-09 05:00:00+00:00,208.03,195.35,F75,0.75,204.86,True,2020-03-09 06:30:00+00:00,H2,95.0,0.08438485804416462,0.6656151419558354
ALT_0330,LONG,external,2020-03-10 03:30:00+00:00,2020-03-10 09:00:00+00:00,204.0,197.51,F95,0.95,203.6755,False,,H2,,,
ALT_0330,LONG,external,2020-03-10 03:30:00+00:00,2020-03-10 09:00:00+00:00,204.0,197.51,F90,0.9,203.351,False,,H2,,,
ALT_0330,LONG,external,2020-03-10 03:30:00+00:00,2020-03-10 09:00:00+00:00,204.0,197.51,F85,0.85,203.0265,False,,H2,,,
ALT_0330,LONG,external,2020-03-10 03:30:00+00:00,2020-03-10 09:00:00+00:00,204.0,197.51,F80,0.8,202.702,False,,H2,,,
ALT_0330,LONG,external,2020-03-10 03:30:00+00:00,2020-03-10 09:00:00+00:00,204.0,197.51,F75,0.75,202.3775,False,,H2,,,
RAW_0530,LONG,external,2020-03-10 05:30:00+00:00,2020-03-10 11:00:00+00:00,204.66,197.51,F95,0.95,204.3025,False,,H2,,,
RAW_0530,LONG,external,2020-03-10 05:30:00+00:00,2020-03-10 11:00:00+00:00,204.66,197.51,F90,0.9,203.945,False,,H2,,,
RAW_0530,LONG,external,2020-03-10 05:30:00+00:00,2020-03-10 11:00:00+00:00,204.66,197.51,F85,0.85,203.5875,False,,H2,,,
RAW_0530,LONG,external,2020-03-10 05:30:00+00:00,2020-03-10 11:00:00+00:00,204.66,197.51,F80,0.8,203.23,False,,H2,,,
RAW_0530,LONG,external,2020-03-10 05:30:00+00:00,2020-03-10 11:00:00+00:00,204.66,197.51,F75,0.75,202.8725,False,,H2,,,
SHORT_2000,SHORT,external,2020-03-10 20:00:00+00:00,2020-03-11 01:30:00+00:00,204.18,200.03,F05,0.05,200.2375,False,,H2,,,
SHORT_2000,SHORT,external,2020-03-10 20:00:00+00:00,2020-03-11 01:30:00+00:00,204.18,200.03,F10,0.1,200.445,False,,H2,,,
SHORT_2000,SHORT,external,2020-03-10 20:00:00+00:00,2020-03-11 01:30:00+00:00,204.18,200.03,F15,0.15,200.6525,False,,H2,,,
SHORT_2000,SHORT,external,2020-03-10 20:00:00+00:00,2020-03-11 01:30:00+00:00,204.18,200.03,F20,0.2,200.86,False,,H2,,,
SHORT_2000,SHORT,external,2020-03-10 20:00:00+00:00,2020-03-11 01:30:00+00:00,204.18,200.03,F25,0.25,201.0675,False,,H2,,,
SHORT_2000,SHORT,external,2020-03-17 20:00:00+00:00,2020-03-18 01:30:00+00:00,119.75,114.95,F05,0.05,115.19,False,,H2,,,
SHORT_2000,SHORT,external,2020-03-17 20:00:00+00:00,2020-03-18 01:30:00+00:00,119.75,114.95,F10,0.1,115.43,True,2020-03-18 06:20:00+00:00,H2,5.0,0.07500000000000082,0.17500000000000082
SHORT_2000,SHORT,external,2020-03-17 20:00:00+00:00,2020-03-18 01:30:00+00:00,119.75,114.95,F15,0.15,115.67,True,2020-03-18 06:15:00+00:00,H2,10.0,0.06666666666666515,0.21666666666666515
SHORT_2000,SHORT,external,2020-03-17 20:00:00+00:00,2020-03-18 01:30:00+00:00,119.75,114.95,F20,0.2,115.91,True,2020-03-18 06:15:00+00:00,H2,10.0,0.016666666666665136,0.21666666666666515
SHORT_2000,SHORT,external,2020-03-17 20:00:00+00:00,2020-03-18 01:30:00+00:00,119.75,114.95,F25,0.25,116.15,False,,H2,,,
