entry_ts,exit_ts,clock,gross,net
2024-03-19 21:30:00+00:00,2024-03-20 03:30:00+00:00,1290,-1.7760851056038038,-2.526085105603804
2024-03-22 21:45:00+00:00,2024-03-23 03:45:00+00:00,1305,2.216189009044697,1.466189009044697
2024-03-25 21:30:00+00:00,2024-03-26 03:30:00+00:00,1290,6.3173168145543475,5.5673168145543475
2024-04-04 21:45:00+00:00,2024-04-05 03:45:00+00:00,1305,-2.052586017078259,-2.802586017078259
2024-04-12 21:00:00+00:00,2024-04-13 03:00:00+00:00,1260,-2.0419102860843097,-2.7919102860843097
2024-04-12 21:15:00+00:00,2024-04-13 03:15:00+00:00,1275,-1.5612753940509752,-2.311275394050975
2024-04-12 21:30:00+00:00,2024-04-13 03:30:00+00:00,1290,-1.0319933455827721,-1.7819933455827721
2024-04-12 21:45:00+00:00,2024-04-13 03:45:00+00:00,1305,1.0651531643601166,0.31515316436011664
2024-04-15 21:00:00+00:00,2024-04-16 03:00:00+00:00,1260,2.0126406819605123,1.2626406819605123
2024-04-15 21:15:00+00:00,2024-04-16 03:15:00+00:00,1275,0.05817730503332709,-0.6918226949666729
2024-04-24 21:15:00+00:00,2024-04-25 03:15:00+00:00,1275,2.1558888207016844,1.4058888207016844
2024-04-24 21:45:00+00:00,2024-04-25 03:45:00+00:00,1305,0.8105118620795452,0.060511862079545176
2024-05-08 21:00:00+00:00,2024-05-09 03:00:00+00:00,1260,7.994129390670082,7.244129390670082
2024-05-08 21:15:00+00:00,2024-05-09 03:15:00+00:00,1275,8.238192320761092,7.488192320761092
2024-05-27 21:45:00+00:00,2024-05-28 03:45:00+00:00,1305,-6.716972209443082,-7.466972209443082
2024-05-30 21:30:00+00:00,2024-05-31 03:30:00+00:00,1290,2.152279441394766,1.4022794413947661
2024-05-30 21:45:00+00:00,2024-05-31 03:45:00+00:00,1305,1.655845280374742,0.9058452803747421
2024-06-07 21:00:00+00:00,2024-06-08 03:00:00+00:00,1260,-0.5266492651279491,-1.276649265127949
2024-06-07 21:15:00+00:00,2024-06-08 03:15:00+00:00,1275,-0.4955468481324727,-1.2455468481324727
2024-06-07 21:30:00+00:00,2024-06-08 03:30:00+00:00,1290,-1.4783863696560595,-2.2283863696560595
2024-06-07 21:45:00+00:00,2024-06-08 03:45:00+00:00,1305,-0.07854438299323534,-0.8285443829932353
2024-06-12 21:00:00+00:00,2024-06-13 03:00:00+00:00,1260,-6.126162100751979,-6.876162100751979
2024-06-12 21:15:00+00:00,2024-06-13 03:15:00+00:00,1275,-6.800429973533618,-7.550429973533618
2024-06-12 21:45:00+00:00,2024-06-13 03:45:00+00:00,1305,-11.086688693509556,-11.836688693509556
2024-07-03 21:00:00+00:00,2024-07-04 03:00:00+00:00,1260,-4.699129847608285,-5.449129847608285
2024-07-24 21:15:00+00:00,2024-07-25 03:15:00+00:00,1275,-24.24387180896927,-24.99387180896927
2024-07-24 21:30:00+00:00,2024-07-25 03:30:00+00:00,1290,-23.97359846770399,-24.72359846770399
2024-07-24 21:45:00+00:00,2024-07-25 03:45:00+00:00,1305,-25.333125114495342,-26.083125114495342
2024-07-31 21:00:00+00:00,2024-08-01 03:00:00+00:00,1260,-3.897035087283603,-4.647035087283603
2024-07-31 21:15:00+00:00,2024-08-01 03:15:00+00:00,1275,-8.982452022557284,-9.732452022557284
2024-07-31 21:30:00+00:00,2024-08-01 03:30:00+00:00,1290,-3.700258815917173,-4.450258815917174
2024-07-31 21:45:00+00:00,2024-08-01 03:45:00+00:00,1305,-6.676291265985979,-7.426291265985979
2024-08-02 21:15:00+00:00,2024-08-03 03:15:00+00:00,1275,-0.8949418960656476,-1.6449418960656477
2024-08-02 21:30:00+00:00,2024-08-03 03:30:00+00:00,1290,-1.4741990017711215,-2.2241990017711215
2024-08-05 21:45:00+00:00,2024-08-06 03:45:00+00:00,1305,11.95235493029511,11.20235493029511
2024-08-06 21:00:00+00:00,2024-08-07 03:00:00+00:00,1260,1.3187891264228138,0.5687891264228138
2024-08-06 21:15:00+00:00,2024-08-07 03:15:00+00:00,1275,4.500239717334925,3.7502397173349253
2024-08-07 21:00:00+00:00,2024-08-08 03:00:00+00:00,1260,22.529927050817417,21.779927050817417
2024-08-07 21:15:00+00:00,2024-08-08 03:15:00+00:00,1275,22.33544831122224,21.58544831122224
2024-08-15 21:00:00+00:00,2024-08-16 03:00:00+00:00,1260,8.692735062856057,7.942735062856057
2024-08-15 21:15:00+00:00,2024-08-16 03:15:00+00:00,1275,8.460240214958205,7.710240214958205
2024-08-15 21:30:00+00:00,2024-08-16 03:30:00+00:00,1290,6.731191911579951,5.981191911579951
2024-08-15 21:45:00+00:00,2024-08-16 03:45:00+00:00,1305,3.820194859248815,3.070194859248815
2024-08-26 21:15:00+00:00,2024-08-27 03:15:00+00:00,1275,-1.9131557924757916,-2.6631557924757914
2024-08-26 21:30:00+00:00,2024-08-27 03:30:00+00:00,1290,0.545706671450958,-0.20429332854904203
2024-08-27 21:45:00+00:00,2024-08-28 03:45:00+00:00,1305,-13.858533287210333,-14.608533287210333
2024-08-29 21:45:00+00:00,2024-08-30 03:45:00+00:00,1305,-2.6247445419939757,-3.3747445419939757
2024-09-06 21:00:00+00:00,2024-09-07 03:00:00+00:00,1260,14.40838507169623,13.65838507169623
2024-09-06 21:15:00+00:00,2024-09-07 03:15:00+00:00,1275,10.440194749786624,9.690194749786624
2024-09-06 21:30:00+00:00,2024-09-07 03:30:00+00:00,1290,10.148307400794362,9.398307400794362
2024-09-06 21:45:00+00:00,2024-09-07 03:45:00+00:00,1305,8.19582782630026,7.44582782630026
2024-10-01 21:00:00+00:00,2024-10-02 03:00:00+00:00,1260,8.286684183898268,7.536684183898268
2024-10-01 21:45:00+00:00,2024-10-02 03:45:00+00:00,1305,6.166274255094606,5.416274255094606
2024-10-02 21:00:00+00:00,2024-10-03 03:00:00+00:00,1260,1.174053419430565,0.42405341943056496
2024-10-02 21:15:00+00:00,2024-10-03 03:15:00+00:00,1275,3.936691911618802,3.186691911618802
2024-10-02 21:30:00+00:00,2024-10-03 03:30:00+00:00,1290,3.521126760563434,2.771126760563434
2024-10-02 21:45:00+00:00,2024-10-03 03:45:00+00:00,1305,4.081141960466782,3.3311419604667822
2024-10-09 21:00:00+00:00,2024-10-10 03:00:00+00:00,1260,8.225053078556217,7.475053078556217
2024-10-09 21:15:00+00:00,2024-10-10 03:15:00+00:00,1275,6.180171878104306,5.430171878104306
2024-10-09 21:30:00+00:00,2024-10-10 03:30:00+00:00,1290,4.395974567350227,3.645974567350227
2024-10-09 21:45:00+00:00,2024-10-10 03:45:00+00:00,1305,4.514368493750643,3.764368493750643
2024-10-25 21:00:00+00:00,2024-10-26 03:00:00+00:00,1260,-7.1182270976588855,-7.8682270976588855
2024-10-25 21:15:00+00:00,2024-10-26 03:15:00+00:00,1275,-7.025199655086338,-7.775199655086338
2024-10-29 21:00:00+00:00,2024-10-30 03:00:00+00:00,1260,1.5894823210639661,0.8394823210639661
2024-10-29 21:15:00+00:00,2024-10-30 03:15:00+00:00,1275,2.694595944004214,1.944595944004214
2024-10-29 21:30:00+00:00,2024-10-30 03:30:00+00:00,1290,1.5123406232976748,0.7623406232976748
2024-10-29 21:45:00+00:00,2024-10-30 03:45:00+00:00,1305,6.012624412285477,5.262624412285477
2024-10-31 21:15:00+00:00,2024-11-01 03:15:00+00:00,1275,-1.997637714131687,-2.7476377141316872
2024-11-04 21:45:00+00:00,2024-11-05 03:45:00+00:00,1305,8.067573031436357,7.317573031436357
2024-11-05 21:00:00+00:00,2024-11-06 03:00:00+00:00,1260,29.275602496557795,28.525602496557795
2024-11-05 21:15:00+00:00,2024-11-06 03:15:00+00:00,1275,34.44786970104105,33.69786970104105
2024-11-05 21:30:00+00:00,2024-11-06 03:30:00+00:00,1290,33.61980756853107,32.86980756853107
2024-11-05 21:45:00+00:00,2024-11-06 03:45:00+00:00,1305,34.14544493362958,33.39544493362958
2024-11-13 21:00:00+00:00,2024-11-14 03:00:00+00:00,1260,6.64666672975793,5.89666672975793
2024-11-13 21:15:00+00:00,2024-11-14 03:15:00+00:00,1275,8.22392495529266,7.473924955292659
2024-11-13 21:30:00+00:00,2024-11-14 03:30:00+00:00,1290,6.461281368785179,5.711281368785179
2024-11-13 21:45:00+00:00,2024-11-14 03:45:00+00:00,1305,5.33035570450719,4.58035570450719
2024-11-14 21:00:00+00:00,2024-11-15 03:00:00+00:00,1260,-2.8344415279542248,-3.5844415279542248
2024-12-05 21:00:00+00:00,2024-12-06 03:00:00+00:00,1260,6.769553076274033,6.019553076274033
2024-12-05 21:15:00+00:00,2024-12-06 03:15:00+00:00,1275,1.668326757984683,0.918326757984683
2024-12-05 21:30:00+00:00,2024-12-06 03:30:00+00:00,1290,3.131990470227271,2.381990470227271
2024-12-05 21:45:00+00:00,2024-12-06 03:45:00+00:00,1305,5.362996623105828,4.612996623105828
2024-12-09 21:00:00+00:00,2024-12-10 03:00:00+00:00,1260,-7.728125892759388,-8.478125892759387
2024-12-09 21:15:00+00:00,2024-12-10 03:15:00+00:00,1275,-6.0960724747749095,-6.8460724747749095
2024-12-09 21:30:00+00:00,2024-12-10 03:30:00+00:00,1290,-6.96902744612322,-7.71902744612322
2024-12-09 21:45:00+00:00,2024-12-10 03:45:00+00:00,1305,-4.485282247215156,-5.235282247215156
2024-12-12 21:15:00+00:00,2024-12-13 03:15:00+00:00,1275,3.362451380422219,2.612451380422219
2024-12-12 21:45:00+00:00,2024-12-13 03:45:00+00:00,1305,9.83122439313507,9.08122439313507
2024-12-18 21:00:00+00:00,2024-12-19 03:00:00+00:00,1260,-6.268238937526048,-7.018238937526048
2024-12-18 21:15:00+00:00,2024-12-19 03:15:00+00:00,1275,-5.486071324332262,-6.236071324332262
2024-12-18 21:30:00+00:00,2024-12-19 03:30:00+00:00,1290,-5.927997639089312,-6.677997639089312
2024-12-18 21:45:00+00:00,2024-12-19 03:45:00+00:00,1305,-5.299426380027971,-6.049426380027971
2024-12-19 21:00:00+00:00,2024-12-20 03:00:00+00:00,1260,10.90631072411988,10.15631072411988
2024-12-19 21:15:00+00:00,2024-12-20 03:15:00+00:00,1275,6.4308634212724325,5.6808634212724325
2024-12-19 21:30:00+00:00,2024-12-20 03:30:00+00:00,1290,1.2467808527163418,0.49678085271634176
2024-12-19 21:45:00+00:00,2024-12-20 03:45:00+00:00,1305,-5.205010728991488,-5.955010728991488
2024-12-30 21:45:00+00:00,2024-12-31 03:45:00+00:00,1305,1.8107938339840444,1.0607938339840444
