dimension,partition,value,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,max_win_streak,median_mfe_pct,median_mae_pct,median_giveback_pct
weekday,external,Friday,15,0.4,-166.63112754626314,-11.108741836417543,0.39583322908440344,233.6700431768447,6,3,0.011622192736743697,-0.05129576047301543,0.030249223159363292
weekday,external,Monday,18,0.8888888888888888,389.2217719752555,21.62343177640308,15.130191917528986,22.058038718360194,1,8,0.04956689826992744,-0.008343702646948725,0.014400692173962004
weekday,external,Thursday,22,0.7727272727272727,256.4750790116281,11.657958136892187,20.562450369563447,10.982356371862352,4,12,0.024517524774095967,-0.01557691024549207,0.015586385484808618
weekday,external,Tuesday,20,0.65,-72.5833572107781,-3.6291678605389053,0.7142821981408012,240.3432312066752,4,7,0.04332310984260779,-0.020937449014574894,0.03099028639677992
weekday,external,Wednesday,27,0.7037037037037037,23.79828460041487,0.8814179481635137,1.101023003344928,170.3451101951264,4,8,0.03444477821167502,-0.01880088157243731,0.038147138964577554
weekday,development,Friday,30,0.4666666666666667,-16.46837246837689,-0.5489457489458964,0.8674317887671044,91.19186588786619,4,4,0.0167562005904337,-0.012997749152066251,0.014142589547174844
weekday,development,Monday,48,0.7083333333333334,309.3791793879452,6.445399570582192,3.732953713900739,36.06195881254517,3,8,0.02266325796458757,-0.009422314315770897,0.013847821082949574
weekday,development,Thursday,56,0.375,-201.52789444311816,-3.598712400769967,0.3522876955907979,258.3941189522331,14,8,0.01133799278454306,-0.01651260158433132,0.015203597197851304
weekday,development,Tuesday,40,0.85,292.35733092094017,7.308933273023504,11.321999448796024,13.127451000040423,2,15,0.019556634624364855,-0.0081818205002262,0.010771625841744847
weekday,development,Wednesday,27,0.8148148148148148,197.01137367651498,7.296717543574629,3.0209697275821044,90.27057419877121,3,20,0.02997031029363839,-0.007963010531723658,0.008230704401489986
weekday,reference_validation,Friday,16,0.4375,-42.09384746096944,-2.63086546631059,0.45519076662491925,60.486597751500305,4,4,0.011596278198277798,-0.008907599577354597,0.011707480119276692
weekday,reference_validation,Monday,26,0.5384615384615384,-37.77353078308884,-1.4528281070418783,0.7156934713373236,88.05315758190528,5,5,0.011053742706574887,-0.019773100562123502,0.011030083724343553
weekday,reference_validation,Thursday,16,0.5625,-40.26568912595223,-2.5166055703720143,0.4282058239245961,70.2622062891865,4,5,0.008010272581346567,-0.00869428103980796,0.008670613933771665
weekday,reference_validation,Tuesday,14,0.21428571428571427,-36.741147794589864,-2.6243676996135616,0.5262514817211136,62.21034297791827,6,2,0.008860393597584393,-0.01667874184249868,0.0164109660495379
weekday,reference_validation,Wednesday,12,0.8333333333333334,70.14943533807899,5.845786278173249,9.880721653810266,5.34039548022594,1,5,0.022221558415277176,-0.0053332302337952275,0.008458020025272406
month,external,1,11,0.7272727272727273,65.21404348661162,5.928549407873783,3.327575338705478,25.54902464926773,2,5,0.04005515792238512,-0.01367197910559148,0.02777078877846273
month,external,2,6,0.0,-232.95464795415216,-38.82577465902536,0.0,232.95464795415216,6,0,0.0019274419600057158,-0.10103467780475384,0.07926547304640102
month,external,3,3,1.0,69.68789550995322,23.22929850331774,inf,0.0,0,3,0.057556636274432416,-0.006669102214199252,0.00709788782329035
month,external,4,16,0.5,-100.94983767829817,-6.309364854893635,0.3470251869167403,137.26022157013864,5,3,0.033393062556397846,-0.028806064552139465,0.04284955627687359
month,external,5,12,0.9166666666666666,464.26386445504613,38.688655371253844,18.28738069423881,26.855651105651077,1,7,0.12958859114614252,-0.0042884022398217425,0.03099028639677992
month,external,6,4,0.25,-120.85726954892839,-30.214317387232096,0.054889503727800215,127.87633829655456,3,1,0.025641479052290972,-0.0815734081991416,0.10228136197775073
month,external,8,9,0.7777777777777778,86.95773847047187,9.66197094116354,15.438791993326449,6.022507873973346,2,5,0.04569831820469661,-0.015017367023087869,0.032029133034165325
month,external,9,11,0.6363636363636364,-53.06019840191574,-4.823654400174158,0.7354893135063322,200.5975603680798,4,6,0.0380142766448337,-0.020761752661152655,0.012681748501881529
month,external,11,13,0.9230769230769231,120.60858860314204,9.277583738703234,57.67100136599072,2.1282240598543822,1,9,0.027662861984747877,-0.004233116755266719,0.009320639984050194
month,external,12,17,0.8235294117647058,131.37047388832684,7.727674934607461,5.862351849974326,22.35254555024207,2,12,0.020539528351571024,-0.014805988199671827,0.007276714513556604
month,development,1,10,0.6,48.42729812484126,4.842729812484126,2.926239182997523,25.14085402908323,4,6,0.06286841601938309,-0.014513521978158639,0.026769448333788526
month,development,2,4,1.0,35.88308465708945,8.970771164272362,inf,0.0,0,4,0.02647871877948993,-0.004627599929978465,0.005273324213924568
month,development,3,22,0.6363636363636364,247.24008309726864,11.238185595330393,6.143886028361685,25.516902717980344,4,5,0.037043016021007014,-0.011467751583256192,0.01023705308816214
month,development,4,10,0.4,-24.027658401758963,-2.4027658401758965,0.7302794781889098,71.06882380925336,3,4,0.009087400509449561,-0.017021543151283014,0.015436217602105007
month,development,5,25,0.56,57.048445557190334,2.281937822287613,1.4768841426735173,77.63902541478046,6,6,0.03361012257809426,-0.013383192284983303,0.028844875714475582
month,development,6,21,0.6666666666666666,43.58296130849063,2.075379109928125,1.360963849404291,118.36611857949222,5,10,0.017980991523246947,-0.008203799654576738,0.011471321695760706
month,development,7,11,0.36363636363636365,-23.587838802182258,-2.144348982016569,0.5834661021762906,56.628857640213944,7,4,0.015124016938898865,-0.01327910927057907,0.015124016938898865
month,development,8,6,0.6666666666666666,21.836232376028168,3.6393720626713613,4.9053643658030355,5.591343170751273,2,2,0.009255497656890266,-0.012263822868321006,0.00669783384931949
month,development,9,5,0.8,30.27480301033389,6.054960602066778,7.66611176527128,4.541598472449529,1,4,0.01918671248568171,-0.010312231452305864,0.002865329512894199
month,development,10,16,0.5625,-3.494052440131277,-0.21837827750820482,0.8818542797880512,24.52457551472694,3,4,0.014833770415367709,-0.0076069131051235694,0.0165267013300312
month,development,11,49,0.673469387755102,148.78570111993199,3.036442879998612,2.6027542585585244,43.56071141183864,7,13,0.01761292293073624,-0.014621365787694351,0.009236290705652572
month,development,12,22,0.6818181818181818,-1.2174425331965395,-0.05533829696347907,0.9852520175567888,50.17852687240132,4,12,0.017519523769678136,-0.006209548337328008,0.012217076796730009
month,reference_validation,1,7,0.5714285714285714,26.56161827873919,3.794516896962741,1.853859748603298,28.549032527120264,2,3,0.021035662328470872,-0.00903555293655478,0.020962117609764075
month,reference_validation,2,12,0.5833333333333334,-12.86815167396137,-1.0723459728301141,0.7448226406345427,43.671432360574215,3,4,0.011284825133372922,-0.02703106595658511,0.0159377961560227
month,reference_validation,3,7,0.8571428571428571,55.38341405388189,7.911916293411699,9.509845527412148,6.508157389635258,1,6,0.02763466042154561,-0.007470049330514428,0.0064402810304451386
month,reference_validation,4,3,1.0,24.74372055551263,8.247906851837543,inf,0.0,0,3,0.028017855446860862,-0.0014358532557972037,0.012061167348697
month,reference_validation,5,3,0.0,-29.09719714349931,-9.69906571449977,0.0,29.09719714349931,3,0,0.009138223190510608,-0.03606874848704922,0.030077463083998945
month,reference_validation,6,21,0.3333333333333333,-123.8493724009754,-5.89758916195121,0.1571460952744199,139.08266271724352,9,6,0.007305936073059405,-0.01788153483173971,0.015582488251298598
month,reference_validation,7,11,0.45454545454545453,-12.885909046583564,-1.171446276962142,0.5882036858350898,31.291948478740387,6,5,0.01337104654152732,-0.009201277955271592,0.008276218802534485
month,reference_validation,9,1,0.0,-1.1828122613167507,-1.1828122613167507,0.0,1.1828122613167507,1,0,0.004735475329701089,-0.014002749630836586,0.00560109985233459
month,reference_validation,11,15,0.6,-18.559114089517568,-1.2372742726345045,0.724522033451042,50.82007161642732,4,4,0.01579555669705912,-0.007546687132258922,0.009976662777129386
month,reference_validation,12,4,0.5,5.029023901198862,1.2572559752997154,3.427886749432351,1.525257058919565,1,1,0.012193832935075144,-0.0021553275213255785,0.01013582065161267
