structure_id,raid_i_h1,raid_time,reclaim_i_h1,reclaim_time,reclaim_close_time,year,liquidity_high,liquidity_pivot_i,liquidity_confirm_i,significant_low,significant_low_pivot_i,significant_low_confirm_i,raid_extreme,raid_depth_pct,reclaim_delay_h1_bars,reclaim_close,median_prior_h1_range,bos_i_h1,bos_time,bos_close_time,bos_close,bos_low,bars_reclaim_to_bos,displacement_range_units,bear_path_efficiency,bos_extension_range_units,origin_i_h1,origin_time,origin_open,origin_high,origin_low,origin_close,zone_low,zone_high,zone_width_range_units,first_return_i_5m,first_return_time,bos_to_return_min,return_open,return_high,return_low,return_close,return_penetration_zone_width,pre_return_structural_low,outcome,resolution_i_5m,resolution_time,return_to_resolution_min,max_above_zone_width,max_new_low_extension_pct,retrace_fraction_of_raid_leg,origin_distance_from_pre_return_low_fraction
2023-08-03 15:00:00+00:00__H25155__L25157,25160,2023-08-03 15:00:00+00:00,25160,2023-08-03 15:00:00+00:00,2023-08-03 16:00:00+00:00,2023,22.838,25155,25157,22.592,25157,25159,23.1,1.147210789035813,0,22.788,0.21000000000000085,25170,2023-08-04 01:00:00+00:00,2023-08-04 02:00:00+00:00,22.577,22.55,10,2.490476190476179,0.282463186077642,0.07142857142855692,25169,2023-08-04 00:00:00+00:00,22.634,22.725,22.502,22.713,22.502,22.725,1.0619047619047697,302052,2023-08-04 02:00:00+00:00,0.0,22.578,22.634,22.576,22.603,0.591928251121076,22.55,CONTINUATION,302053,2023-08-04 02:05:00+00:00,5.0,3.6995515695066814,0.5232815964523374,0.15272727272727185,-0.08727272727273047
2023-10-04 11:00:00+00:00__H26636__L26639,26644,2023-10-04 11:00:00+00:00,26646,2023-10-04 13:00:00+00:00,2023-10-04 14:00:00+00:00,2023,23.381,26636,26638,22.759,26639,26641,23.645,1.1291219366152072,2,23.066,0.37950000000000017,26648,2023-10-04 15:00:00+00:00,2023-10-04 16:00:00+00:00,22.684,22.627,2,2.5322793148880054,1.0,0.19762845849802174,26644,2023-10-04 11:00:00+00:00,23.49,23.645,23.454,23.568,23.454,23.645,0.5032938076416308,319892,2023-10-05 00:40:00+00:00,520.0,23.27,23.508,23.229,23.433,0.28272251308899893,22.543,INVALIDATED,319894,2023-10-05 00:50:00+00:00,10.0,0.5497382198952933,0.26615800913808596,0.8756805807622501,0.8266787658802188
2023-10-05 13:00:00+00:00__H26661__L26664,26670,2023-10-05 13:00:00+00:00,26670,2023-10-05 13:00:00+00:00,2023-10-05 14:00:00+00:00,2023,23.47,26661,26663,22.826,26664,26666,23.593,0.5240732850447349,0,23.3,0.2414999999999985,26672,2023-10-05 15:00:00+00:00,2023-10-05 16:00:00+00:00,22.79,22.552,2,3.3250517598343925,1.0,0.14906832298137304,26670,2023-10-05 13:00:00+00:00,23.2,23.593,23.186,23.3,23.186,23.593,1.6853002070393481,320190,2023-10-06 01:30:00+00:00,570.0,22.956,23.2,22.948,23.115,0.03439803439803279,22.483,INVALIDATED,320383,2023-10-06 17:35:00+00:00,965.0,0.4594594594594623,-0.8139483165058036,0.6459459459459451,0.6333333333333331
2023-11-19 23:00:00+00:00__H27746__L27749,27760,2023-11-19 23:00:00+00:00,27760,2023-11-19 23:00:00+00:00,2023-11-20 00:00:00+00:00,2023,61.8,27746,27748,59.087,27749,27751,62.151,0.5679611650485583,0,61.099,1.0645000000000024,27776,2023-11-20 15:00:00+00:00,2023-11-20 16:00:00+00:00,59.008,58.44,16,2.952559887271013,0.3783245883842951,0.07421324565523761,27775,2023-11-20 14:00:00+00:00,59.657,60.199,56.971,60.04,56.971,60.199,3.0324095819633574,333324,2023-11-20 16:00:00+00:00,0.0,59.001,59.409,58.939,59.399,0.7552664188351924,58.44,CONTINUATION,333328,2023-11-20 16:20:00+00:00,20.0,-0.2391573729863687,9.822039698836404,0.26111560226354075,-0.3958501751549445
2023-11-23 10:00:00+00:00__H27835__L27840,27843,2023-11-23 10:00:00+00:00,27843,2023-11-23 10:00:00+00:00,2023-11-23 11:00:00+00:00,2023,58.497,27835,27837,57.543,27840,27842,58.958,0.7880746021163398,0,57.862,1.0345000000000013,27847,2023-11-23 14:00:00+00:00,2023-11-23 15:00:00+00:00,57.457,57.123,4,1.4509424842919243,0.6542810985460441,0.08313194780086845,27844,2023-11-23 11:00:00+00:00,57.863,58.014,57.189,57.969,57.189,58.014,0.7974867085548591,334176,2023-11-23 15:00:00+00:00,0.0,57.457,57.62,57.397,57.43,0.5224242424242375,57.123,CONTINUATION,334179,2023-11-23 15:15:00+00:00,15.0,1.0012121212121183,1.7541095530696837,0.2708446866485012,0.03596730245231742
2024-01-07 13:00:00+00:00__H28921__L28922,28926,2024-01-07 13:00:00+00:00,28928,2024-01-07 15:00:00+00:00,2024-01-07 16:00:00+00:00,2024,95.625,28921,28923,92.906,28922,28924,96.764,1.1911111111110984,2,93.901,1.6729999999999947,28934,2024-01-07 21:00:00+00:00,2024-01-07 22:00:00+00:00,92.788,92.027,6,2.376569037656911,0.28270256540512984,0.070531978481775,28932,2024-01-07 19:00:00+00:00,94.464,94.966,94.0,94.76,94.0,94.966,0.577405857740584,347390,2024-01-08 12:10:00+00:00,850.0,93.614,94.288,93.54,94.125,0.2981366459627314,85.1,INVALIDATED,347418,2024-01-08 14:30:00+00:00,140.0,9.321946169772325,-8.425381903642776,0.7877229080932786,0.7630315500685875
2024-01-07 14:00:00+00:00__H28918__L28922,28927,2024-01-07 14:00:00+00:00,28928,2024-01-07 15:00:00+00:00,2024-01-07 16:00:00+00:00,2024,95.651,28918,28920,92.906,28922,28924,96.764,1.1636051897000455,1,93.901,1.6550000000000011,28934,2024-01-07 21:00:00+00:00,2024-01-07 22:00:00+00:00,92.788,92.027,6,2.402416918429001,0.28270256540512984,0.07129909365559464,28932,2024-01-07 19:00:00+00:00,94.464,94.966,94.0,94.76,94.0,94.966,0.5836858006042256,347390,2024-01-08 12:10:00+00:00,850.0,93.614,94.288,93.54,94.125,0.2981366459627314,85.1,INVALIDATED,347418,2024-01-08 14:30:00+00:00,140.0,9.321946169772325,-8.425381903642776,0.7877229080932786,0.7630315500685875
2024-01-19 06:00:00+00:00__H29199__L29204,29207,2024-01-19 06:00:00+00:00,29208,2024-01-19 07:00:00+00:00,2024-01-19 08:00:00+00:00,2024,94.863,29199,29201,91.465,29204,29206,95.358,0.5218051295025505,1,94.498,1.2734999999999985,29216,2024-01-19 15:00:00+00:00,2024-01-19 16:00:00+00:00,91.262,90.735,8,3.216332940714573,0.7425424506654456,0.15940321947389335,29214,2024-01-19 13:00:00+00:00,94.223,94.788,93.8,94.258,93.8,94.788,0.775814683941893,350646,2024-01-19 19:30:00+00:00,210.0,93.643,94.727,93.564,94.173,0.9382591093117482,87.005,INVALIDATED,350654,2024-01-19 20:10:00+00:00,40.0,0.17004048582996603,-3.6446181253951,0.9244582784628278,0.8134801867592475
2024-01-21 10:00:00+00:00__H29252__L29255,29259,2024-01-21 10:00:00+00:00,29260,2024-01-21 11:00:00+00:00,2024-01-21 12:00:00+00:00,2024,93.346,29252,29254,91.88,29255,29257,93.967,0.6652668566408781,1,93.194,0.7510000000000048,29269,2024-01-21 20:00:00+00:00,2024-01-21 21:00:00+00:00,91.836,91.637,9,2.837549933422086,0.48293029871977183,0.05858854860185972,29267,2024-01-21 18:00:00+00:00,92.483,92.904,92.243,92.72,92.243,92.904,0.8801597869507286,351244,2024-01-21 21:20:00+00:00,20.0,92.143,92.295,92.128,92.239,0.07866868381241543,91.637,CONTINUATION,351262,2024-01-21 22:50:00+00:00,90.0,-0.38124054462934165,10.407368202800185,0.28240343347639557,0.2600858369098691
2024-01-21 11:00:00+00:00__H29246__L29255,29260,2024-01-21 11:00:00+00:00,29260,2024-01-21 11:00:00+00:00,2024-01-21 12:00:00+00:00,2024,93.48,29246,29248,91.88,29255,29257,93.734,0.2717158750534798,0,93.194,0.7510000000000048,29269,2024-01-21 20:00:00+00:00,2024-01-21 21:00:00+00:00,91.836,91.637,9,2.5272969374167564,0.48293029871977183,0.05858854860185972,29267,2024-01-21 18:00:00+00:00,92.483,92.904,92.243,92.72,92.243,92.904,0.8801597869507286,351244,2024-01-21 21:20:00+00:00,20.0,92.143,92.295,92.128,92.239,0.07866868381241543,91.637,CONTINUATION,351262,2024-01-21 22:50:00+00:00,90.0,-0.38124054462934165,10.407368202800185,0.3137815927515513,0.2889842632331885
2024-01-27 01:00:00+00:00__H29387__L29391,29394,2024-01-27 01:00:00+00:00,29394,2024-01-27 01:00:00+00:00,2024-01-27 02:00:00+00:00,2024,93.72,29387,29389,91.645,29391,29393,93.8,0.08536064874091753,0,92.631,1.1664999999999992,29398,2024-01-27 05:00:00+00:00,2024-01-27 06:00:00+00:00,91.554,91.31,4,1.9254179168452608,0.5537275064267362,0.07801114444920192,29395,2024-01-27 02:00:00+00:00,92.631,93.548,92.579,93.065,92.579,93.548,0.8306900985855199,352876,2024-01-27 13:20:00+00:00,440.0,92.186,92.589,92.136,92.347,0.010319917440665665,90.636,INVALIDATED,352985,2024-01-27 22:25:00+00:00,545.0,6.068111455108302,-1.396795975109234,0.6172566371681423,0.6140960809102393
2024-02-19 16:00:00+00:00__H29943__L29958,29961,2024-02-19 16:00:00+00:00,29961,2024-02-19 16:00:00+00:00,2024-02-19 17:00:00+00:00,2024,113.746,29943,29945,111.75,29958,29960,114.257,0.4492465669122536,0,112.776,1.1764999999999972,29968,2024-02-19 23:00:00+00:00,2024-02-20 00:00:00+00:00,111.658,111.167,7,2.2090947726306926,0.38340192043895244,0.0781980450488729,29966,2024-02-19 21:00:00+00:00,112.222,113.0,112.098,112.911,112.098,113.0,0.7666808329791782,359628,2024-02-20 00:00:00+00:00,0.0,111.657,112.242,111.623,112.044,0.1596452328159704,111.167,CONTINUATION,359636,2024-02-20 00:40:00+00:00,40.0,-0.8403547671840296,7.683934980704707,0.34789644012945037,0.30129449838187583
2024-03-18 11:00:00+00:00__H30620__L30625,30628,2024-03-18 11:00:00+00:00,30630,2024-03-18 13:00:00+00:00,2024-03-18 14:00:00+00:00,2024,205.788,30620,30622,198.4,30625,30627,209.596,1.8504480338989548,2,204.814,3.923000000000016,30634,2024-03-18 17:00:00+00:00,2024-03-18 18:00:00+00:00,197.788,195.43,4,3.009941371399425,0.6538246789503083,0.15600305888350555,30632,2024-03-18 15:00:00+00:00,202.05,204.338,198.504,203.91,198.504,204.338,1.4871271985725159,367620,2024-03-18 18:00:00+00:00,0.0,197.789,198.58,197.62,198.193,0.013027082619132976,195.43,INVALIDATED,367662,2024-03-18 21:30:00+00:00,210.0,0.11347274597188992,12.500639615207495,0.2223634053367222,0.21699844698573942
2024-04-21 03:00:00+00:00__H31429__L31433,31436,2024-04-21 03:00:00+00:00,31436,2024-04-21 03:00:00+00:00,2024-04-21 04:00:00+00:00,2024,152.398,31429,31431,148.003,31433,31435,153.452,0.691610126117137,0,150.539,1.9500000000000028,31449,2024-04-21 16:00:00+00:00,2024-04-21 17:00:00+00:00,147.835,146.7,13,2.8805128205128114,0.296556262338229,0.08615384615383472,31448,2024-04-21 15:00:00+00:00,149.05,150.721,149.0,150.1,149.0,150.721,0.8825641025641031,377411,2024-04-21 17:55:00+00:00,55.0,148.97,149.178,148.777,148.878,0.10342823939569837,146.7,INVALIDATED,377500,2024-04-22 01:20:00+00:00,445.0,3.3991865194654167,0.10633946830264315,0.36700236966824723,0.3406398104265415
2024-05-09 06:00:00+00:00__H31867__L31868,31871,2024-05-09 06:00:00+00:00,31872,2024-05-09 07:00:00+00:00,2024-05-09 08:00:00+00:00,2024,144.839,31867,31869,143.128,31868,31870,145.772,0.6441635194940565,1,143.228,1.8019999999999925,31874,2024-05-09 09:00:00+00:00,2024-05-09 10:00:00+00:00,142.858,141.692,2,1.6170921198668142,0.2700729927007324,0.1498335183129761,31873,2024-05-09 08:00:00+00:00,143.229,143.88,142.888,143.728,142.888,143.88,0.5504994450610402,382500,2024-05-09 10:00:00+00:00,0.0,142.857,143.0,142.255,142.555,0.11290322580644746,141.692,CONTINUATION,382503,2024-05-09 10:15:00+00:00,15.0,11.915322580645272,0.8165598622364076,0.3205882352941171,0.2931372549019614
2024-06-05 15:00:00+00:00__H32520__L32521,32528,2024-06-05 15:00:00+00:00,32529,2024-06-05 16:00:00+00:00,2024-06-05 17:00:00+00:00,2024,174.467,32520,32522,172.619,32521,32523,175.784,0.7548705485851182,1,174.174,1.3770000000000238,32542,2024-06-06 05:00:00+00:00,2024-06-06 06:00:00+00:00,172.535,172.409,13,2.359477124182962,0.26337779206170764,0.06100217864923873,32539,2024-06-06 02:00:00+00:00,173.701,174.49,173.603,174.38,173.603,174.49,0.6441539578794373,390591,2024-06-06 12:15:00+00:00,375.0,173.375,173.626,173.277,173.615,0.025930101465610058,171.644,CONTINUATION,390647,2024-06-06 16:55:00+00:00,280.0,-0.7328072153325877,2.4172123697886327,0.4787439613526584,0.47318840579710375
2024-06-26 02:00:00+00:00__H33008__L33016,33019,2024-06-26 02:00:00+00:00,33019,2024-06-26 02:00:00+00:00,2024-06-26 03:00:00+00:00,2024,139.857,33008,33010,135.883,33016,33018,140.38,0.3739533952537233,0,138.813,1.5854999999999961,33035,2024-06-26 18:00:00+00:00,2024-06-26 19:00:00+00:00,135.678,135.08,16,2.965625985493541,0.2872720608448628,0.12929675181331632,33034,2024-06-26 17:00:00+00:00,136.074,136.36,134.8,136.256,134.8,136.36,0.9839167455061533,396432,2024-06-26 19:00:00+00:00,0.0,135.677,135.707,135.336,135.519,0.5814102564102442,135.08,INVALIDATED,396438,2024-06-26 19:30:00+00:00,30.0,9.544871794871773,-0.07328990228012254,0.11830188679244966,-0.05283018867924567
2024-06-26 03:00:00+00:00__H33003__L33016,33020,2024-06-26 03:00:00+00:00,33020,2024-06-26 03:00:00+00:00,2024-06-26 04:00:00+00:00,2024,139.168,33003,33005,135.883,33016,33018,139.224,0.04023913543342861,0,138.39,1.6735000000000042,33035,2024-06-26 18:00:00+00:00,2024-06-26 19:00:00+00:00,135.678,135.08,15,2.1189124589184245,0.2585319351763572,0.1224977591873391,33034,2024-06-26 17:00:00+00:00,136.074,136.36,134.8,136.256,134.8,136.36,0.9321780699133543,396432,2024-06-26 19:00:00+00:00,0.0,135.677,135.707,135.336,135.519,0.5814102564102442,135.08,INVALIDATED,396438,2024-06-26 19:30:00+00:00,30.0,9.544871794871773,-0.07328990228012254,0.1513030888030851,-0.06756756756756821
2024-09-17 16:00:00+00:00__H35019__L35022,35025,2024-09-17 16:00:00+00:00,35025,2024-09-17 16:00:00+00:00,2024-09-17 17:00:00+00:00,2024,133.299,35019,35021,130.806,35022,35024,134.88,1.1860554092678832,0,132.304,1.2530000000000001,35041,2024-09-18 08:00:00+00:00,2024-09-18 09:00:00+00:00,130.709,130.514,16,3.3288108539505123,0.24451939291736927,0.07741420590583273,35040,2024-09-18 07:00:00+00:00,131.209,131.45,131.07,131.26,131.07,131.45,0.3032721468475622,420612,2024-09-18 18:00:00+00:00,540.0,129.129,132.283,128.8,130.483,1.0,126.96,INVALIDATED,420618,2024-09-18 18:30:00+00:00,30.0,32.89473684210566,-1.112948960302455,0.6720959595959586,0.5189393939393937
2024-09-29 01:00:00+00:00__H35287__L35294,35298,2024-09-29 01:00:00+00:00,35298,2024-09-29 01:00:00+00:00,2024-09-29 02:00:00+00:00,2024,157.968,35287,35289,155.537,35294,35296,157.997,0.01835814848578643,0,157.926,0.9654999999999916,35303,2024-09-29 06:00:00+00:00,2024-09-29 07:00:00+00:00,155.408,155.176,5,2.6815121698602273,0.8859957776213896,0.13360952874160562,35300,2024-09-29 03:00:00+00:00,157.626,157.888,157.051,157.787,157.051,157.888,0.8669083376489123,423709,2024-09-29 12:05:00+00:00,305.0,156.999,157.245,156.999,157.098,0.23178016726405348,155.0,INVALIDATED,423774,2024-09-29 17:30:00+00:00,325.0,4.627240143369067,0.8322580645161238,0.7490824157490804,0.6843510176843437
2024-09-29 02:00:00+00:00__H35282__L35294,35299,2024-09-29 02:00:00+00:00,35299,2024-09-29 02:00:00+00:00,2024-09-29 03:00:00+00:00,2024,157.657,35282,35284,155.537,35294,35296,158.499,0.5340707992667504,0,157.625,0.9869999999999948,35303,2024-09-29 06:00:00+00:00,2024-09-29 07:00:00+00:00,155.408,155.176,4,3.131712259371859,0.8724911452184144,0.1306990881459167,35300,2024-09-29 03:00:00+00:00,157.626,157.888,157.051,157.787,157.051,157.888,0.8480243161094447,423709,2024-09-29 12:05:00+00:00,305.0,156.999,157.245,156.999,157.098,0.23178016726405348,155.0,INVALIDATED,423774,2024-09-29 17:30:00+00:00,325.0,4.627240143369067,0.8322580645161238,0.6416118891111768,0.5861674764218321
2024-10-29 17:00:00+00:00__H36028__L36031,36034,2024-10-29 17:00:00+00:00,36034,2024-10-29 17:00:00+00:00,2024-10-29 18:00:00+00:00,2024,181.81,36028,36030,178.31,36031,36033,183.03,0.671030196358835,0,180.82,1.6950000000000074,36036,2024-10-29 19:00:00+00:00,2024-10-29 20:00:00+00:00,178.13,178.04,2,2.890855457227129,0.7620396600566502,0.10619469026549029,36035,2024-10-29 18:00:00+00:00,180.82,182.14,180.45,181.24,180.45,182.14,0.9970501474926197,432517,2024-10-30 02:05:00+00:00,365.0,180.21,180.8,180.11,180.55,0.20710059171599007,176.31,CONTINUATION,432626,2024-10-30 11:10:00+00:00,545.0,-0.4437869822485213,2.6147127219102795,0.6681547619047634,0.6160714285714266
2024-11-04 03:00:00+00:00__H36158__L36161,36164,2024-11-04 03:00:00+00:00,36164,2024-11-04 03:00:00+00:00,2024-11-04 04:00:00+00:00,2024,163.75,36158,36160,160.36,36161,36163,164.953,0.7346564885496232,0,162.76,2.0150000000000006,36177,2024-11-04 16:00:00+00:00,2024-11-04 17:00:00+00:00,160.1,159.8,13,2.4084367245657603,0.19940029985007465,0.12903225806452567,36176,2024-11-04 15:00:00+00:00,162.49,163.46,161.52,162.97,161.52,163.46,0.9627791563275421,434142,2024-11-04 17:30:00+00:00,30.0,161.03,161.61,161.03,161.46,0.0463917525773214,159.67,CONTINUATION,434156,2024-11-04 18:40:00+00:00,70.0,2.9587628865979316,2.9059936118243797,0.3672155971985653,0.3501798220707964
2024-11-08 12:00:00+00:00__H36257__L36264,36269,2024-11-08 12:00:00+00:00,36271,2024-11-08 14:00:00+00:00,2024-11-08 15:00:00+00:00,2024,201.26,36257,36259,197.39,36264,36266,205.33,2.0222597634900197,2,199.71,2.7849999999999824,36273,2024-11-08 16:00:00+00:00,2024-11-08 17:00:00+00:00,197.11,197.0,2,2.951526032315997,0.5000000000000028,0.10053859964092442,36272,2024-11-08 15:00:00+00:00,199.72,202.07,198.5,201.01,198.5,202.07,1.2818671454219086,435294,2024-11-08 17:30:00+00:00,30.0,197.24,198.95,196.98,198.64,0.12605042016806428,196.23,INVALIDATED,435447,2024-11-09 06:15:00+00:00,765.0,0.41736694677871483,0.6166233501503234,0.298901098901098,0.24945054945054995
