role,partition,dev_block,execution_start,loss_class,episode_class_before_a10,lane,snapshot_min,required_above,require_e10,H,L,R,parent_pnl,parent_pnl_5bps,h2_recovery_pnl,h2_recovery_pnl_5bps,episode_pnl_before_a10,episode_pnl_before_a10_5bps,h2_exit_ts,reclaim_signal_ts,acceptance_snapshot_ts,acceptance_closes_above,acceptance_e10_reached,entry_ts,entry_price,exit_ts,exit_price,exit_reason,invalidation_close_ts,a10_pnl,a10_pnl_5bps,a10_won,a10_won_5bps,combined_episode_pnl,combined_episode_pnl_5bps,rescued,rescued_5bps,selection_scope
CENTRAL,development,2.0,2023-01-06 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,13.3,12.89,0.4100000000000001,-0.8270676691729539,-1.077067669172954,-0.4887218045112607,-0.7387218045112607,-1.3157894736842146,-1.8157894736842146,2023-01-06 19:30:00+00:00,2023-01-06 19:35:00+00:00,2023-01-06 19:50:00+00:00,4,True,2023-01-06 19:55:00+00:00,13.383,2023-01-06 20:05:00+00:00,13.301,FAILED_ACCEPTANCE,2023-01-06 20:00:00+00:00,-3.063588134200046,-3.313588134200046,False,False,-4.37937760788426,-5.12937760788426,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-02-07 18:00:00+00:00,L0_NEVER_BREAK_REFERENCE_INVALIDATION,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,23.7,22.742,0.9579999999999984,-21.43459915611812,-21.68459915611812,-1.1392405063290756,-1.3892405063290756,-22.5738396624472,-23.0738396624472,2023-02-07 23:00:00+00:00,2023-02-07 23:00:00+00:00,2023-02-07 23:15:00+00:00,4,True,2023-02-07 23:20:00+00:00,23.883,2023-02-08 00:35:00+00:00,24.083199999999998,TARGET,,4.191265753883511,3.9412657538835107,True,True,-18.38257390856369,-19.13257390856369,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-02-25 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,22.614,22.2,0.4140000000000015,-0.0663305916688838,-0.3163305916688839,-0.4200937472362831,-0.6700937472362831,-0.4864243389051669,-0.986424338905167,2023-02-26 05:55:00+00:00,2023-02-26 06:45:00+00:00,2023-02-26 07:00:00+00:00,4,True,2023-02-26 07:05:00+00:00,22.65,2023-02-26 07:40:00+00:00,22.779600000000002,TARGET,,2.8609271523180047,2.6109271523180047,True,True,2.3745028134128376,1.6245028134128376,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-03-11 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,17.708,16.97,0.7379999999999995,-1.2988479783148654,-1.5488479783148654,-0.8470747684661828,-1.0970747684661828,-2.145922746781048,-2.645922746781048,2023-03-11 19:10:00+00:00,2023-03-11 19:25:00+00:00,2023-03-11 19:40:00+00:00,4,True,2023-03-11 19:45:00+00:00,17.769,2023-03-11 20:00:00+00:00,18.0032,TARGET,,6.590128876132639,6.340128876132639,True,True,4.444206129351591,3.694206129351591,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-03-31 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,21.008,20.635,0.3729999999999975,-1.0472201066260567,-1.2972201066260567,-0.7378141660319693,-0.9878141660319693,-1.785034272658026,-2.285034272658026,2023-04-01 03:40:00+00:00,2023-04-01 03:40:00+00:00,2023-04-01 03:55:00+00:00,4,True,2023-04-01 04:00:00+00:00,21.017,2023-04-01 04:35:00+00:00,21.1572,TARGET,,3.33539515630199,3.08539515630199,True,True,1.5503608836439642,0.8003608836439642,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-12 18:00:00+00:00,L1_NEVER_BREAK_TIME,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,15.47,14.708,0.7620000000000005,-3.3936651583710287,-3.6436651583710287,-0.09696186166774368,-0.3469618616677437,-3.4906270200387723,-3.9906270200387723,2023-06-13 07:40:00+00:00,2023-06-13 08:20:00+00:00,2023-06-13 08:35:00+00:00,4,True,2023-06-13 08:40:00+00:00,15.535,2023-06-13 09:35:00+00:00,15.425,FAILED_ACCEPTANCE,2023-06-13 09:30:00+00:00,-3.5403926617315618,-3.7903926617315618,False,False,-7.031019681770334,-7.781019681770334,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-16 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,15.286,14.315,0.971,-0.6541933795629618,-0.9041933795629618,-1.3410964281041493,-1.5910964281041493,-1.995289807667111,-2.495289807667111,2023-06-16 20:15:00+00:00,2023-06-16 20:30:00+00:00,2023-06-16 20:45:00+00:00,4,True,2023-06-16 20:50:00+00:00,15.363,2023-06-16 21:25:00+00:00,15.27,FAILED_ACCEPTANCE,2023-06-16 21:20:00+00:00,-3.026752587385273,-3.276752587385273,False,False,-5.0220423950523845,-5.7720423950523845,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,2.0,2023-06-19 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,15.827,15.419,0.4079999999999995,-0.0947747520060882,-0.3447747520060882,-1.2952549440828909,-1.5452549440828909,-1.390029696088979,-1.890029696088979,2023-06-19 21:15:00+00:00,2023-06-19 21:15:00+00:00,2023-06-19 21:30:00+00:00,4,True,2023-06-19 21:35:00+00:00,15.86,2023-06-19 22:40:00+00:00,15.9902,TARGET,,4.104665825977349,3.8546658259773494,True,True,2.7146361298883703,1.9646361298883703,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-02 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,19.494,18.85,0.6439999999999984,-0.6155740227762885,-0.8655740227762885,-0.8207653637016254,-1.0707653637016254,-1.436339386477914,-1.936339386477914,2023-07-02 21:50:00+00:00,2023-07-02 22:20:00+00:00,2023-07-02 22:35:00+00:00,4,True,2023-07-02 22:40:00+00:00,19.69,2023-07-02 22:50:00+00:00,19.474,FAILED_ACCEPTANCE,2023-07-02 22:45:00+00:00,-5.485017775520573,-5.735017775520573,False,False,-6.921357161998487,-7.671357161998487,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-07-10 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,21.3,20.764,0.5360000000000014,-1.220657276995274,-1.470657276995274,-1.1267605633803468,-1.3767605633803468,-2.3474178403756207,-2.8474178403756207,2023-07-10 22:40:00+00:00,2023-07-10 23:00:00+00:00,2023-07-10 23:15:00+00:00,4,True,2023-07-10 23:20:00+00:00,21.355,2023-07-10 23:35:00+00:00,21.258,FAILED_ACCEPTANCE,2023-07-10 23:30:00+00:00,-2.2711308826973142,-2.5211308826973147,False,False,-4.618548723072935,-5.368548723072935,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-10-04 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,23.148,22.543,0.6050000000000004,-1.8144116122343343,-2.064411612234335,-0.08640055296355031,-0.3364005529635503,-1.9008121651978847,-2.4008121651978853,2023-10-04 22:25:00+00:00,2023-10-04 22:25:00+00:00,2023-10-04 22:40:00+00:00,4,True,2023-10-04 22:45:00+00:00,23.23,2023-10-04 23:35:00+00:00,23.144,FAILED_ACCEPTANCE,2023-10-04 23:30:00+00:00,-1.8510546706845266,-2.101054670684527,False,False,-3.751866835882411,-4.501866835882412,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-10-12 18:00:00+00:00,L1_NEVER_BREAK_TIME,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,21.455,20.82,0.634999999999998,-6.035889070146738,-6.285889070146738,-0.16313213703095242,-0.4131321370309524,-6.19902120717769,-6.69902120717769,2023-10-13 12:05:00+00:00,2023-10-13 12:10:00+00:00,2023-10-13 12:25:00+00:00,4,True,2023-10-13 12:30:00+00:00,21.523,2023-10-13 14:25:00+00:00,21.441,FAILED_ACCEPTANCE,2023-10-13 14:20:00+00:00,-1.9049389025693753,-2.1549389025693753,False,False,-8.103960109747065,-8.853960109747065,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-10-15 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,21.908,21.64,0.2680000000000007,-0.3423406974621401,-0.5923406974621401,0.0,-0.25,-0.3423406974621401,-0.8423406974621401,2023-10-15 19:05:00+00:00,2023-10-15 19:05:00+00:00,2023-10-15 19:20:00+00:00,4,True,2023-10-15 19:25:00+00:00,21.913,2023-10-15 19:35:00+00:00,21.874,FAILED_ACCEPTANCE,2023-10-15 19:30:00+00:00,-0.8898827180213176,-1.1398827180213176,False,False,-1.2322234154834577,-1.9822234154834577,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-11-03 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,40.315,38.556,1.7590000000000003,-1.785935755922119,-2.035935755922119,-0.7565422299392055,-1.0065422299392055,-2.5424779858613245,-3.0424779858613245,2023-11-04 02:30:00+00:00,2023-11-04 02:30:00+00:00,2023-11-04 02:45:00+00:00,4,True,2023-11-04 02:50:00+00:00,40.364,2023-11-04 03:45:00+00:00,41.0186,TARGET,,8.108710732335766,7.858710732335767,True,True,5.566232746474441,4.8162327464744425,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-12-01 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,61.116,59.756,1.3599999999999994,-0.2454349106617015,-0.4954349106617015,-2.0452909221807536,-2.2952909221807536,-2.290725832842455,-2.790725832842455,2023-12-02 04:40:00+00:00,2023-12-02 04:50:00+00:00,2023-12-02 05:05:00+00:00,4,True,2023-12-02 05:10:00+00:00,61.507,2023-12-02 05:55:00+00:00,61.66,TARGET,,1.2437608727461358,0.9937608727461358,True,True,-1.0469649600963193,-1.7969649600963193,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-12-04 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,61.612,59.904,1.7079999999999984,-0.357073297409638,-0.607073297409638,-0.21911315977407586,-0.46911315977407586,-0.5761864571837139,-1.0761864571837139,2023-12-04 22:05:00+00:00,2023-12-04 22:05:00+00:00,2023-12-04 22:20:00+00:00,4,True,2023-12-04 22:25:00+00:00,61.647,2023-12-04 22:35:00+00:00,61.581,FAILED_ACCEPTANCE,2023-12-04 22:30:00+00:00,-0.5353058542994504,-0.7853058542994504,False,False,-1.1114923114831643,-1.8614923114831643,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,3.0,2023-12-19 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,74.999,72.001,2.9979999999999905,-0.9800130668408124,-1.2300130668408125,-0.7733436445819253,-1.0233436445819253,-1.7533567114227377,-2.2533567114227377,2023-12-20 02:45:00+00:00,2023-12-20 04:15:00+00:00,2023-12-20 04:30:00+00:00,4,True,2023-12-20 04:35:00+00:00,75.245,2023-12-20 05:05:00+00:00,74.607,FAILED_ACCEPTANCE,2023-12-20 05:00:00+00:00,-4.239484351119705,-4.489484351119705,False,False,-5.992841062542443,-6.742841062542443,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,4.0,2024-02-01 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,97.509,94.815,2.6940000000000026,-0.3794521531345629,-0.6294521531345629,-1.3434657313683984,-1.5934657313683984,-1.7229178845029613,-2.2229178845029613,2024-02-01 20:30:00+00:00,2024-02-01 21:05:00+00:00,2024-02-01 21:20:00+00:00,4,True,2024-02-01 21:25:00+00:00,97.733,2024-02-01 22:05:00+00:00,97.385,FAILED_ACCEPTANCE,2024-02-01 22:00:00+00:00,-1.7803607788566822,-2.030360778856682,False,False,-3.5032786633596436,-4.2532786633596436,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,4.0,2024-02-08 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,104.974,102.066,2.9080000000000013,-0.3143635566902336,-0.5643635566902336,-1.281269647722294,-1.531269647722294,-1.5956332044125277,-2.0956332044125277,2024-02-09 06:05:00+00:00,2024-02-09 07:10:00+00:00,2024-02-09 07:25:00+00:00,4,True,2024-02-09 07:30:00+00:00,105.256,2024-02-09 08:35:00+00:00,106.1372,TARGET,,4.185984646956076,3.9359846469560757,True,True,2.590351442543548,1.840351442543548,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,4.0,2024-02-17 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,107.955,105.551,2.4039999999999964,-0.3149460423324535,-0.5649460423324535,-0.06947339169099953,-0.31947339169099953,-0.384419434023453,-0.884419434023453,2024-02-17 20:10:00+00:00,2024-02-17 20:10:00+00:00,2024-02-17 20:25:00+00:00,4,True,2024-02-17 20:30:00+00:00,108.243,2024-02-17 21:20:00+00:00,108.9166,TARGET,,3.111517603909708,2.861517603909708,True,True,2.727098169886255,1.977098169886255,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,4.0,2024-02-25 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,103.96,102.223,1.7369999999999948,-0.1346671796844667,-0.3846671796844667,-0.5723355136590946,-0.8223355136590946,-0.7070026933435614,-1.2070026933435614,2024-02-25 22:50:00+00:00,2024-02-26 00:50:00+00:00,2024-02-26 01:05:00+00:00,4,True,2024-02-26 01:10:00+00:00,104.035,2024-02-26 01:20:00+00:00,104.6548,TARGET,,2.978805209785107,2.728805209785107,True,True,2.2718025164415456,1.5218025164415456,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,4.0,2024-05-11 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_TRUE_FAILURE_PROXY,AC15_C4_E10,15,4,True,147.001,144.169,2.8319999999999936,-0.9727824980782508,-1.222782498078251,-0.4693845620097892,-0.7193845620097892,-1.4421670600880399,-1.94216706008804,2024-05-12 05:30:00+00:00,2024-05-12 05:30:00+00:00,2024-05-12 05:45:00+00:00,4,True,2024-05-12 05:50:00+00:00,147.286,2024-05-12 06:25:00+00:00,146.752,FAILED_ACCEPTANCE,2024-05-12 06:20:00+00:00,-1.8127995871976554,-2.062799587197656,False,False,-3.2549666472856953,-4.004966647285696,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,4.0,2024-05-26 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,165.937,161.5,4.437000000000012,-0.9220366765700372,-1.1720366765700372,-0.451978763024552,-0.701978763024552,-1.3740154395945892,-1.8740154395945892,2024-05-27 01:25:00+00:00,2024-05-27 01:35:00+00:00,2024-05-27 01:50:00+00:00,4,True,2024-05-27 01:55:00+00:00,166.043,2024-05-27 02:05:00+00:00,165.659,FAILED_ACCEPTANCE,2024-05-27 02:00:00+00:00,-1.156326975542521,-1.406326975542521,False,False,-2.53034241513711,-3.28034241513711,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,4.0,2024-06-18 18:00:00+00:00,L3_BREAK_FAST_FAIL_10M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,137.771,132.5,5.270999999999987,-1.825493028285996,-2.0754930282859965,-0.8746398008288581,-1.124639800828858,-2.700132829114854,-3.2001328291148545,2024-06-19 01:45:00+00:00,2024-06-19 01:55:00+00:00,2024-06-19 02:10:00+00:00,4,True,2024-06-19 02:15:00+00:00,138.802,2024-06-19 02:25:00+00:00,139.87939999999998,TARGET,,3.881067996138299,3.631067996138299,True,True,1.1809351670234447,0.43093516702344425,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,5.0,2024-07-05 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,136.388,130.685,5.703000000000003,-1.979646303193805,-2.229646303193805,-1.4224125289615253,-1.6724125289615253,-3.4020588321553302,-3.9020588321553302,2024-07-06 06:50:00+00:00,2024-07-06 07:00:00+00:00,2024-07-06 07:15:00+00:00,4,True,2024-07-06 07:20:00+00:00,137.229,2024-07-06 09:50:00+00:00,138.66920000000002,TARGET,,5.247433122736456,4.997433122736456,True,True,1.8453742905811255,1.0953742905811255,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,5.0,2024-07-18 18:00:00+00:00,L5_BREAK_FAIL_LATE,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,161.095,155.07,6.025000000000006,-0.7262795245042142,-0.9762795245042142,-0.1334616220242668,-0.3834616220242668,-0.859741146528481,-1.359741146528481,2024-07-19 05:25:00+00:00,2024-07-19 05:40:00+00:00,2024-07-19 05:55:00+00:00,4,True,2024-07-19 06:00:00+00:00,162.165,2024-07-19 06:05:00+00:00,163.505,TARGET,,4.131594363765312,3.881594363765312,True,True,3.271853217236831,2.521853217236831,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,5.0,2024-07-22 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,181.4,176.854,4.545999999999992,-0.2370452039691661,-0.4870452039691662,-1.2872105843440007,-1.5372105843440007,-1.5242557883131669,-2.024255788313167,2024-07-22 19:00:00+00:00,2024-07-22 19:10:00+00:00,2024-07-22 19:25:00+00:00,4,True,2024-07-22 19:30:00+00:00,181.658,2024-07-22 20:40:00+00:00,183.2184,TARGET,,4.294883792621329,4.044883792621329,True,True,2.770628004308162,2.020628004308162,True,True,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,5.0,2024-07-26 18:00:00+00:00,L2_BREAK_FAST_FAIL_5M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,183.083,179.044,4.038999999999987,-0.3932642571948253,-0.6432642571948253,-0.30314119825430863,-0.5531411982543086,-0.6964054554491339,-1.196405455449134,2024-07-26 23:30:00+00:00,2024-07-27 02:50:00+00:00,2024-07-27 03:05:00+00:00,4,True,2024-07-27 03:10:00+00:00,183.216,2024-07-27 03:20:00+00:00,182.663,FAILED_ACCEPTANCE,2024-07-27 03:15:00+00:00,-1.5091476726923347,-1.7591476726923347,False,False,-2.2055531281414686,-2.9555531281414686,False,False,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,5.0,2024-08-06 18:00:00+00:00,L4_BREAK_FAIL_30M,RESIDUAL_LATENT_RECOVERABLE,AC15_C4_E10,15,4,True,148.44,138.615,9.824999999999989,-1.6976556184316594,-1.9476556184316596,-0.18862840204803,-0.43862840204803,-1.8862840204796893,-2.38628402047969,2024-08-07 02:15:00+00:00,2024-08-07 02:20:00+00:00,2024-08-07 02:35:00+00:00,4,True,2024-08-07 02:40:00+00:00,149.589,2024-08-07 04:05:00+00:00,152.37,TARGET,,9.295469586667494,9.045469586667492,True,True,7.409185566187805,6.659185566187802,True,True,DEVELOPMENT_FROZEN_WINNER
