hour_wib,character_rule,raw_component_id,component_size,halo_cell_count,halo_economic_support_count,halo_economic_support_ratio,component_min_half_exp_floor,component_min_half_exp_mean,component_exp_floor,component_exp_mean,component_pf_median,component_dd_max,component_wr_min,component_wr_mean,component_trade_sum,component_ls_max,min_lb,max_lb,min_hold,max_hold,component_cells
0,DRIVE_UP__RV_HIGH,1,1,3,1,0.3333333333333333,0.8242062213845388,0.8242062213845388,1.4168486781174081,1.4168486781174081,1.2879273964167761,140.73685742206493,0.5909090909090909,0.5909090909090909,132,6,30,30,960,960,LB30/H960
0,DRIVE_UP__RV_MID,1,7,14,7,0.5,0.25373264041822574,1.359950207683765,0.9372905511172256,1.6795158470296838,1.7026772213748878,132.46667208244034,0.5241379310344828,0.6035467980295568,1035,13,240,360,240,960,LB360/H240;LB240/H360;LB360/H360;LB240/H480;LB360/H480;LB240/H720;LB240/H960
0,DRIVE_UP__STR_B20_40,1,1,4,1,0.25,2.074031171940109,2.074031171940109,4.389342082447176,4.389342082447176,2.6089301256893656,52.217879635323186,0.5952380952380952,0.5952380952380952,84,7,120,120,960,960,LB120/H960
0,DRIVE_UP__STR_B40_60,1,2,5,2,0.4,0.5012975657465392,0.8578058103001671,1.5396466736699947,1.8006508375074919,1.4870548378150885,74.29898964369818,0.5520833333333334,0.5520833333333334,192,10,30,30,720,960,LB30/H720;LB30/H960
0,DRIVE_UP__STR_B60_80,1,1,5,1,0.2,0.2423065270377097,0.2423065270377097,0.5977312988464757,0.5977312988464757,1.1775723966198952,88.6265052078093,0.5698924731182796,0.5698924731182796,93,6,180,180,480,480,LB180/H480
0,DRIVE_UP__STR_B60_80,2,1,4,1,0.25,0.8486600879137645,0.8486600879137645,1.2267135740130923,1.2267135740130923,1.3572324040870603,68.63152361061644,0.5568181818181818,0.5568181818181818,88,4,360,360,480,480,LB360/H480
0,DRIVE_UP__STR_B60_80,3,1,4,1,0.25,0.7889519552155438,0.7889519552155438,1.4045274731951864,1.4045274731951864,1.369181621405852,102.01114203096299,0.5913978494623656,0.5913978494623656,93,5,180,180,960,960,LB180/H960
0,EFF_HIGH__RANGE_MID,1,1,5,1,0.2,0.5535447159591681,0.5535447159591681,1.1344090941982305,1.1344090941982305,1.425596490828244,60.69399787970795,0.5274725274725275,0.5274725274725275,91,7,180,180,480,480,LB180/H480
0,EFF_HIGH__RANGE_MID,2,1,4,1,0.25,1.4859739906935392,1.4859739906935392,1.5170816353438477,1.5170816353438477,1.4490994562979622,89.3948610944017,0.5384615384615384,0.5384615384615384,91,8,180,180,960,960,LB180/H960
0,EFF_HIGH__RV_MID,1,2,5,2,0.4,0.016475060274960925,1.3597987532677422,1.8173704620237376,2.6549582146815407,1.9408314400661548,99.1778115588057,0.5769230769230769,0.625,208,7,360,360,720,960,LB360/H720;LB360/H960
0,EFF_LOW__RANGE_MID,1,1,3,1,0.3333333333333333,0.15055853480424614,0.15055853480424614,0.6158390904174272,0.6158390904174272,1.3485249840721565,79.44025990281924,0.6027397260273972,0.6027397260273972,73,9,360,360,240,240,LB360/H240
0,EFF_LOW__RANGE_MID,2,3,7,3,0.42857142857142855,0.9734139338555228,2.1023657411114938,1.3186797204724474,2.379209755733527,1.9326258778033294,102.45551067666588,0.5342465753424658,0.5981735159817352,219,8,360,360,480,960,LB360/H480;LB360/H720;LB360/H960
0,EFF_LOW__RANGE_MID,3,2,5,2,0.4,0.8437482478268935,0.9476346865475145,0.9488342799229691,1.1153139532325518,1.2767517131807273,97.40459102096767,0.5446428571428571,0.5580357142857142,224,9,30,30,720,960,LB30/H720;LB30/H960
0,EFF_LOW__RV_HIGH,1,2,8,2,0.25,0.1754601549635668,0.529348550612895,1.364361847815491,1.9246824265334603,1.4779610540504322,117.41340152339788,0.6091954022988506,0.6206896551724138,174,8,120,120,480,720,LB120/H480;LB120/H720
0,EFF_LOW__RV_MID,1,7,12,7,0.5833333333333334,0.2718489872831855,1.903777132620786,0.8180678122302083,2.3413456983299135,2.7342490328015523,103.57372746617735,0.5483870967741935,0.6127596652167047,679,9,240,360,240,960,LB360/H240;LB240/H360;LB360/H360;LB240/H480;LB360/H480;LB360/H720;LB360/H960
0,EFF_LOW__RV_MID,2,4,9,4,0.4444444444444444,0.6509883649087796,0.8478238651016732,0.8114140592932656,1.2055336122166724,1.3538077745058406,76.30793878075872,0.5229357798165137,0.5642201834862386,436,7,30,30,360,960,LB30/H360;LB30/H480;LB30/H720;LB30/H960
0,EFF_MID__EXT_HIGH,1,1,5,1,0.2,0.9403027051358701,0.9403027051358701,1.5666328232511975,1.5666328232511975,1.464196820845111,67.34702600201899,0.5959595959595959,0.5959595959595959,99,5,240,240,480,480,LB240/H480
0,EFF_MID__EXT_MID,1,1,5,1,0.2,0.2557164532323645,0.2557164532323645,0.7485021273368739,0.7485021273368739,1.2398625600278115,78.81435716122719,0.5230769230769231,0.5230769230769231,130,11,120,120,360,360,LB120/H360
0,EFF_MID__EXT_MID,2,2,7,2,0.2857142857142857,0.897965905764745,0.8980838939362736,1.5642917115022548,1.6002884301775366,1.3941399387092677,98.74434983222416,0.5307692307692308,0.5461538461538462,260,10,120,120,720,960,LB120/H720;LB120/H960
0,EFF_MID__EXT_MID,3,2,7,2,0.2857142857142857,0.38081612601018894,0.9588746367029204,0.6716423049657472,1.1727599864076583,1.2857753584342089,106.09005486830527,0.543046357615894,0.5529801324503312,302,9,240,240,720,960,LB240/H720;LB240/H960
0,EFF_MID__RANGE_HIGH,1,1,4,1,0.25,0.1588236510674984,0.1588236510674984,3.080703512440553,3.080703512440553,1.7623415848675243,95.16864316238448,0.6235294117647059,0.6235294117647059,85,7,240,240,960,960,LB240/H960
0,EFF_MID__RV_HIGH,1,1,5,1,0.2,1.7039293470280015,1.7039293470280015,2.4730760428933247,2.4730760428933247,1.5643024964893664,135.7606274725979,0.6696428571428571,0.6696428571428571,112,10,240,240,720,720,LB240/H720
0,EFF_MID__RV_MID,1,2,8,2,0.25,0.6219170412798457,0.692349863619211,0.8876565688761361,0.932763990350027,1.3395355457081934,103.3039065327612,0.5612244897959183,0.5867346938775511,196,9,240,240,360,480,LB240/H360;LB240/H480
0,RV_HIGH__RANGE_MID,1,3,11,3,0.2727272727272727,0.3151865194603971,1.097810342370139,0.49115213026921034,1.3092456051355266,1.4711341096740975,77.01536639836269,0.5333333333333333,0.56,225,7,120,120,360,720,LB120/H360;LB120/H480;LB120/H720
0,RV_HIGH__RANGE_MID,2,1,4,1,0.25,0.4320084550999397,0.4320084550999397,0.805935781720916,0.805935781720916,1.228084612567263,70.8080090451712,0.5925925925925926,0.5925925925925926,81,7,30,30,720,720,LB30/H720
0,RV_HIGH__RANGE_MID,3,1,4,1,0.25,0.9598883350335967,0.9598883350335967,1.5498346039651867,1.5498346039651867,1.3399468779126091,107.66786250209968,0.5692307692307692,0.5692307692307692,65,7,360,360,720,720,LB360/H720
0,RV_LOW__RANGE_MID,1,1,5,1,0.2,0.40786192034674357,0.40786192034674357,0.6342163906663792,0.6342163906663792,1.3326715246375131,54.849210048963705,0.5434782608695652,0.5434782608695652,92,12,180,180,480,480,LB180/H480
0,RV_LOW__RANGE_MID,2,1,4,1,0.25,2.0268642898203155,2.0268642898203155,2.1014108986257987,2.1014108986257987,1.7949379163877641,53.957557615286206,0.5760869565217391,0.5760869565217391,92,8,180,180,960,960,LB180/H960
0,RV_MID__RANGE_HIGH,1,2,6,2,0.3333333333333333,0.06260987470225222,0.7445714217358175,1.1236730736756433,1.6153398219781234,1.5130391502558922,89.209830752481,0.5428571428571428,0.6142857142857143,140,4,30,30,480,720,LB30/H480;LB30/H720
0,RV_MID__RANGE_HIGH,2,2,5,2,0.4,2.222538317408594,2.8652017863681887,2.644621257753486,3.124941722057658,2.0914052513651926,106.05447861557839,0.5428571428571428,0.6071428571428571,140,7,360,360,720,960,LB360/H720;LB360/H960
0,RV_MID__RANGE_LOW,1,6,12,6,0.5,0.5018903281339037,2.0781612363887314,0.8933716933458937,2.6365699358782293,2.5870452993922637,123.19160084474932,0.550561797752809,0.6611896419797832,550,9,240,360,360,960,LB240/H360;LB360/H360;LB360/H480;LB240/H720;LB360/H720;LB360/H960
0,RV_MID__RANGE_MID,1,2,7,2,0.2857142857142857,0.10700616876465396,0.32953964525164514,0.34719640998301693,0.8426611785584549,1.3533591891354733,110.86157139729865,0.5833333333333334,0.5972222222222223,288,9,240,240,240,360,LB240/H240;LB240/H360
1,DRIVE_DOWN__EFF_LOW,1,1,4,1,0.25,0.7425089336189727,0.7425089336189727,0.8146325961765307,0.8146325961765307,1.2048621446669994,127.84526850948698,0.5469613259668509,0.5469613259668509,181,5,60,60,960,960,LB60/H960
1,DRIVE_DOWN__EFF_MID,1,1,4,1,0.25,0.8680771706173431,0.8680771706173431,1.0663667927598603,1.0663667927598603,1.3712581652495457,159.90293606362854,0.6377551020408163,0.6377551020408163,196,9,360,360,360,360,LB360/H360
1,DRIVE_DOWN__EXT_LOW,1,1,4,1,0.25,0.07487098972459068,0.07487098972459068,0.818124965005758,0.818124965005758,1.1921725616869185,113.36691094498043,0.5260115606936416,0.5260115606936416,173,14,240,240,960,960,LB240/H960
1,DRIVE_DOWN__RANGE_MID,1,2,7,2,0.2857142857142857,0.059235127614022706,0.2899789668622823,0.5240531010222285,0.7299583543078798,1.2205033090655037,136.50451904162614,0.56875,0.5830762987012987,314,7,30,60,360,360,LB30/H360;LB60/H360
1,DRIVE_DOWN__RV_MID,1,1,5,1,0.2,0.4801204204232072,0.4801204204232072,0.9901488498442883,0.9901488498442883,1.25668030101839,99.1619598412278,0.6104651162790697,0.6104651162790697,172,6,60,60,720,720,LB60/H720
1,DRIVE_DOWN__STR_B0_20,1,1,4,1,0.25,0.13687008788612778,0.13687008788612778,0.7665046184616445,0.7665046184616445,1.2415403286704982,78.98725103960638,0.5206611570247934,0.5206611570247934,121,9,60,60,960,960,LB60/H960
1,DRIVE_DOWN__STR_B20_40,1,1,5,1,0.2,0.03690588270610135,0.03690588270610135,1.122800085905941,1.122800085905941,1.347022026849501,68.58739749304118,0.5585585585585585,0.5585585585585585,111,7,120,120,480,480,LB120/H480
1,DRIVE_DOWN__STR_B40_60,1,1,5,1,0.2,0.35549279865532296,0.35549279865532296,0.5861052010873835,0.5861052010873835,1.181421850467149,101.55794112295139,0.6372549019607843,0.6372549019607843,102,5,120,120,360,360,LB120/H360
1,DRIVE_DOWN__STR_B60_80,1,4,13,4,0.3076923076923077,0.2640626977779895,1.2365185077338536,0.6578278149003937,1.679770425194356,1.6160133289745626,118.2922581092727,0.5425531914893617,0.6063829787234043,376,5,60,60,240,720,LB60/H240;LB60/H360;LB60/H480;LB60/H720
1,DRIVE_UP__EFF_HIGH,1,1,3,1,0.3333333333333333,0.12359838862077008,0.12359838862077008,0.8921965971184491,0.8921965971184491,1.398545280845023,87.54466954925996,0.5225806451612903,0.5225806451612903,155,15,360,360,240,240,LB360/H240
1,DRIVE_UP__EFF_HIGH,2,4,8,4,0.5,0.7008214603088498,2.3163072630191848,1.9792919864750682,3.3918036371817397,2.057579852869411,151.1085301700975,0.5548387096774193,0.5918359219434488,627,13,240,360,480,960,LB360/H480;LB360/H720;LB240/H960;LB360/H960
1,DRIVE_UP__EFF_MID,1,1,5,1,0.2,0.028348803012734836,0.028348803012734836,0.582024167707959,0.582024167707959,1.1673817591783962,123.2684572431976,0.5625,0.5625,160,8,180,180,720,720,LB180/H720
1,DRIVE_UP__EFF_MID,2,1,4,1,0.25,0.5717738686162792,0.5717738686162792,2.1843315467859448,2.1843315467859448,1.6456301145125338,107.16445022614676,0.5857988165680473,0.5857988165680473,169,9,120,120,960,960,LB120/H960
1,DRIVE_UP__EXT_HIGH,1,1,3,1,0.3333333333333333,1.4353234675560675,1.4353234675560675,1.652552607876312,1.652552607876312,1.4040773517818348,135.79758392299738,0.535483870967742,0.535483870967742,155,9,360,360,960,960,LB360/H960
1,DRIVE_UP__EXT_MID,1,2,7,2,0.2857142857142857,2.291819447210082,2.3023537174731628,2.4697516408062037,2.58526064484174,1.8488851838913,108.17577517599094,0.5304878048780488,0.5518292682926829,328,10,120,120,720,960,LB120/H720;LB120/H960
1,DRIVE_UP__EXT_MID,2,1,4,1,0.25,0.8179904007083825,0.8179904007083825,0.9820288047798196,0.9820288047798196,1.2931056408979311,125.65740393691851,0.5229885057471264,0.5229885057471264,174,9,360,360,720,720,LB360/H720
1,DRIVE_UP__RV_LOW,1,1,5,1,0.2,0.3800675715980001,0.3800675715980001,0.6113289535239265,0.6113289535239265,1.3084722878674153,115.90267292864692,0.5445026178010471,0.5445026178010471,191,13,180,180,360,360,LB180/H360
1,DRIVE_UP__RV_MID,1,5,11,5,0.45454545454545453,0.11945894138133797,0.3694641499264987,0.5607659240083099,0.875594860296453,1.2644022076604156,156.05108928996674,0.5287356321839081,0.5362186253811869,843,10,30,60,240,720,LB30/H240;LB30/H360;LB30/H480;LB30/H720;LB60/H720
1,DRIVE_UP__RV_MID,2,5,11,5,0.45454545454545453,0.5733651290374949,1.4817495801883893,0.9052714487322634,2.006287238207938,1.6810302289150585,128.60105912287153,0.5337837837837838,0.5624186230025646,707,12,240,360,360,960,LB360/H360;LB360/H480;LB240/H720;LB360/H720;LB240/H960
1,DRIVE_UP__STR_B0_20,1,1,3,1,0.3333333333333333,0.5653935621532239,0.5653935621532239,1.2437079300867193,1.2437079300867193,1.3484519622575655,132.20408200414033,0.5740740740740741,0.5740740740740741,108,5,30,30,960,960,LB30/H960
1,DRIVE_UP__STR_B20_40,1,1,5,1,0.2,0.8207609867602466,0.8207609867602466,1.1173663105014358,1.1173663105014358,1.579814418607287,56.34510583010308,0.6228070175438597,0.6228070175438597,114,6,120,120,360,360,LB120/H360
1,DRIVE_UP__STR_B40_60,1,3,10,3,0.3,0.36885458710590546,1.4736648313640668,1.632551038165537,3.0506629405278645,2.3284813086156446,78.75131413055684,0.5670103092783505,0.6391752577319588,291,8,180,180,480,960,LB180/H480;LB180/H720;LB180/H960
1,DRIVE_UP__STR_B40_60,2,1,4,1,0.25,0.20137135776357662,0.20137135776357662,0.9385593431868375,0.9385593431868375,1.3047959833142304,86.92257052411966,0.52,0.52,100,5,30,30,720,720,LB30/H720
1,DRIVE_UP__STR_B60_80,1,4,13,4,0.3076923076923077,0.7443933923245488,1.634676705238439,2.2201979293139855,2.4744407418909162,1.8153558749264498,99.23697207662275,0.5393258426966292,0.5730337078651685,356,8,60,60,360,960,LB60/H360;LB60/H480;LB60/H720;LB60/H960
1,DRIVE_UP__STR_B60_80,2,1,5,1,0.2,1.4052384389262174,1.4052384389262174,1.5858531731784111,1.5858531731784111,1.5381347391758922,104.59605962348434,0.5853658536585366,0.5853658536585366,82,6,240,240,480,480,LB240/H480
1,EFF_HIGH__EXT_MID,1,2,7,2,0.2857142857142857,0.6937276342513979,0.7705753128654176,0.8919324334479494,1.1559065760291127,1.2959677359136217,157.04920479170653,0.56,0.5680000000000001,250,8,240,240,720,960,LB240/H720;LB240/H960
1,EFF_HIGH__RANGE_HIGH,1,1,3,1,0.3333333333333333,1.8527590635504287,1.8527590635504287,2.823280720142953,2.823280720142953,1.6511960460582646,156.04005454017624,0.5860215053763441,0.5860215053763441,186,12,360,360,960,960,LB360/H960
1,EFF_HIGH__RANGE_MID,1,4,13,4,0.3076923076923077,0.7349927664631867,1.1805752553105486,1.5348652021664972,1.7066391437084991,1.7299771174554115,111.96416668192693,0.532608695652174,0.5543478260869565,368,10,240,240,240,720,LB240/H240;LB240/H360;LB240/H480;LB240/H720
1,EFF_HIGH__RV_MID,1,2,8,2,0.25,0.23108597984523777,0.30225954573059344,0.9017638657884286,1.2313246507539988,1.3054447781963758,148.30572203700467,0.5783132530120482,0.608433734939759,166,5,60,60,480,720,LB60/H480;LB60/H720
1,EFF_HIGH__RV_MID,2,2,7,2,0.2857142857142857,0.8232036419030827,1.0068844032699225,2.4466333177601776,2.6096547129738186,1.8788825133881186,58.687047205528245,0.5520833333333334,0.5729166666666667,192,8,240,240,720,960,LB240/H720;LB240/H960
1,EFF_LOW__EXT_HIGH,1,2,6,2,0.3333333333333333,0.2116632322950124,0.35482328359610615,0.599940542065009,0.6635147651422961,1.258710919558079,75.65943201262061,0.576271186440678,0.5847457627118644,118,6,30,30,360,480,LB30/H360;LB30/H480
1,EFF_LOW__EXT_LOW,1,2,7,2,0.2857142857142857,0.6967497884120727,0.7001968950109295,1.2774655365559824,1.3670483360211507,1.3476405663249515,136.14709507836875,0.5219512195121951,0.5439024390243903,410,7,60,60,720,960,LB60/H720;LB60/H960
1,EFF_LOW__EXT_LOW,2,1,5,1,0.2,1.2559376218921254,1.2559376218921254,1.5696285155556813,1.5696285155556813,1.4330209957523985,121.75920015682027,0.5441176470588235,0.5441176470588235,204,7,180,180,720,720,LB180/H720
1,EFF_LOW__EXT_MID,1,2,5,2,0.4,0.7374817749439745,1.140119264170875,1.5781616363790465,1.9670611610871218,1.6735556611078035,65.22904773586356,0.5274725274725275,0.5604395604395604,182,4,30,30,720,960,LB30/H720;LB30/H960
1,EFF_LOW__RANGE_MID,1,5,12,5,0.4166666666666667,0.04870790109265167,0.7905837735773579,0.5470186992637615,1.3650007919753329,1.419617937459646,119.70539369118326,0.5377358490566038,0.5926579163248564,488,9,120,180,240,480,LB120/H240;LB180/H240;LB120/H360;LB180/H360;LB180/H480
1,EFF_LOW__RANGE_MID,2,3,9,3,0.3333333333333333,0.12438121457752979,0.7894458969543052,1.0576025573911827,1.8556581875693023,1.4841934230492,123.2336353206941,0.5483870967741935,0.5748968688713059,292,8,60,120,720,960,LB60/H720;LB120/H720;LB60/H960
1,EFF_LOW__RV_LOW,1,1,3,1,0.3333333333333333,0.5468578784936836,0.5468578784936836,0.923208387650397,0.923208387650397,1.255250161186086,66.32950508432148,0.5495495495495496,0.5495495495495496,111,10,30,30,960,960,LB30/H960
1,EFF_LOW__RV_MID,1,1,4,1,0.25,0.4617655301742412,0.4617655301742412,1.5601662280707902,1.5601662280707902,1.8057167665842708,77.97285158229242,0.5677966101694916,0.5677966101694916,118,11,360,360,360,360,LB360/H360
1,EFF_LOW__RV_MID,2,1,5,1,0.2,0.3847816023305182,0.3847816023305182,1.1922437473560892,1.1922437473560892,1.2996295997254372,100.65826509315251,0.5775862068965517,0.5775862068965517,116,5,60,60,720,720,LB60/H720
1,EFF_LOW__RV_MID,3,1,4,1,0.25,0.23329369786990117,0.23329369786990117,1.6104621650740085,1.6104621650740085,1.4965215480494203,112.13342391875025,0.5338983050847458,0.5338983050847458,118,13,360,360,720,720,LB360/H720
1,EFF_MID__EXT_HIGH,1,3,7,3,0.42857142857142855,0.9462481446407968,1.579078419523655,1.3551105105479389,1.922268656245233,1.7433645502210944,63.75698875813019,0.5921052631578947,0.6447368421052632,228,7,360,360,240,480,LB360/H240;LB360/H360;LB360/H480
1,EFF_MID__EXT_HIGH,2,1,3,1,0.3333333333333333,0.10032259835195828,0.10032259835195828,1.3951832568191602,1.3951832568191602,1.342064128311512,97.27951681302369,0.5595238095238095,0.5595238095238095,84,4,30,30,960,960,LB30/H960
1,EFF_MID__EXT_MID,1,4,13,4,0.3076923076923077,0.8443195164668333,1.533684434070174,1.3764119906901926,1.995662481700527,1.6351382208283538,98.52582737010675,0.5285714285714286,0.5625,560,13,120,120,360,960,LB120/H360;LB120/H480;LB120/H720;LB120/H960
1,EFF_MID__RANGE_MID,1,4,13,4,0.3076923076923077,0.20396594289527756,0.5219780618604913,0.6730005740968188,0.8834413428835525,1.2666493118960678,144.87286660655784,0.5230769230769231,0.5423076923076923,520,8,60,60,360,960,LB60/H360;LB60/H480;LB60/H720;LB60/H960
1,EFF_MID__RV_HIGH,1,1,4,1,0.25,1.564711609075288,1.564711609075288,2.2330469641701067,2.2330469641701067,1.5457989207920824,100.20975371107491,0.6568627450980392,0.6568627450980392,102,7,360,360,480,480,LB360/H480
1,EFF_MID__RV_MID,1,5,10,5,0.5,1.0156942569115501,1.6582066724259235,1.1193407060065603,1.8907888287284766,1.6513041893591849,117.5874303879134,0.5391304347826087,0.5791304347826087,575,7,30,30,240,960,LB30/H240;LB30/H360;LB30/H480;LB30/H720;LB30/H960
1,EFF_MID__RV_MID,2,1,4,1,0.25,1.0426227874545866,1.0426227874545866,1.72250820123435,1.72250820123435,1.4238517953536707,76.51959594744937,0.5862068965517241,0.5862068965517241,87,7,120,120,960,960,LB120/H960
1,RV_HIGH__RANGE_MID,1,2,8,2,0.25,0.5745104271636586,0.8031096990255984,0.9541451792360642,1.1560928179283443,1.3330433346396462,138.12055465894724,0.5588235294117647,0.5735294117647058,136,7,180,180,480,720,LB180/H480;LB180/H720
1,RV_HIGH__RANGE_MID,2,1,5,1,0.2,1.3222326709436438,1.3222326709436438,1.5144848110843903,1.5144848110843903,1.4280306984456164,46.47926343920545,0.5245901639344263,0.5245901639344263,61,4,60,60,720,720,LB60/H720
1,RV_LOW__RANGE_MID,1,5,15,5,0.3333333333333333,0.5882169381032554,1.178104930887566,1.0120901713870643,1.531171476351156,1.8177150497227599,94.7334061758759,0.5520833333333334,0.5937500000000001,480,9,240,240,240,960,LB240/H240;LB240/H360;LB240/H480;LB240/H720;LB240/H960
1,RV_LOW__RANGE_MID,2,1,4,1,0.25,0.05640646188644631,0.05640646188644631,0.6736511701505181,0.6736511701505181,1.2327305164917723,55.286212231347896,0.625,0.625,96,4,30,30,360,360,LB30/H360
1,RV_LOW__RANGE_MID,3,2,5,2,0.4,0.33430604021036286,0.7832284869384631,1.721858229866486,1.8104621763205957,1.512952488164403,92.30941006624042,0.5208333333333334,0.5520833333333334,192,8,30,30,720,960,LB30/H720;LB30/H960
1,RV_MID__RANGE_HIGH,1,4,8,4,0.5,0.9360406900908962,2.0675273653753794,1.4683953095391329,2.7116251160650253,2.137097334602153,71.57240182966108,0.5256410256410257,0.5724358974358975,296,9,240,360,720,960,LB240/H720;LB360/H720;LB240/H960;LB360/H960
1,RV_MID__RANGE_LOW,1,4,9,4,0.4444444444444444,1.0523693027514314,1.643272588088657,1.2153261568847034,2.3109933324623118,2.1925807000643625,85.96999541063447,0.5698924731182796,0.6317204301075269,372,9,360,360,240,720,LB360/H240;LB360/H360;LB360/H480;LB360/H720
1,RV_MID__RANGE_LOW,2,2,5,2,0.4,0.6287213533868791,0.8210342329112055,3.5212968891761847,3.5301712807966714,2.223851398957825,89.89657582291119,0.5575221238938053,0.5752212389380531,226,6,30,30,720,960,LB30/H720;LB30/H960
1,RV_MID__RANGE_MID,1,4,13,4,0.3076923076923077,0.3543950517068622,0.9867466430864285,1.121910166851255,1.4966234408247514,1.4093579100457538,159.58614141252366,0.5393258426966292,0.5617977528089888,712,13,60,60,360,960,LB60/H360;LB60/H480;LB60/H720;LB60/H960
1,STR_B20_40,1,2,8,2,0.25,0.22761140579838282,0.32628575277878213,0.9391526156399593,1.0065754314603645,1.3740404430731759,103.03981260559624,0.5244444444444445,0.56,450,14,120,120,360,480,LB120/H360;LB120/H480
1,STR_B40_60,1,1,4,1,0.25,0.11007749180321129,0.11007749180321129,1.3321498052001048,1.3321498052001048,1.315194559474988,138.10918575768187,0.5909090909090909,0.5909090909090909,198,6,180,180,960,960,LB180/H960
1,STR_B60_80,1,3,11,3,0.2727272727272727,1.8526519711201992,1.9823985769724395,2.014137874945053,2.1451268315174805,1.800479414063265,139.71439662416842,0.5846994535519126,0.6010928961748634,549,8,60,60,360,720,LB60/H360;LB60/H480;LB60/H720
2,DRIVE_DOWN__EFF_LOW,1,1,4,1,0.25,0.32667029482419435,0.32667029482419435,0.937077591504443,0.937077591504443,1.2765275827733247,155.0537452836401,0.5586592178770949,0.5586592178770949,179,10,360,360,480,480,LB360/H480
2,DRIVE_DOWN__RV_LOW,1,5,14,5,0.35714285714285715,0.2667848392915334,0.7328946074113258,0.42658244083045876,0.9765581803817224,1.32555260719733,143.89424150511422,0.5240641711229946,0.5358809076456135,933,13,120,180,360,960,LB120/H360;LB120/H480;LB120/H720;LB120/H960;LB180/H960
2,DRIVE_DOWN__RV_MID,1,1,3,1,0.3333333333333333,0.1940902121114467,0.1940902121114467,0.5538980213448411,0.5538980213448411,1.2120582178167658,130.04650135696394,0.5304878048780488,0.5304878048780488,164,13,360,360,240,240,LB360/H240
2,DRIVE_DOWN__RV_MID,2,1,4,1,0.25,0.9408631426777511,0.9408631426777511,1.0009464939979935,1.0009464939979935,1.2209876123241261,154.7639399399759,0.5740740740740741,0.5740740740740741,162,6,60,60,960,960,LB60/H960
2,DRIVE_DOWN__STR_B20_40,1,1,4,1,0.25,0.11053136677738339,0.11053136677738339,0.35613748738892725,0.35613748738892725,1.167986148310884,48.369898025866135,0.5978260869565217,0.5978260869565217,92,5,240,240,240,240,LB240/H240
