variant,scope,name,source_n,trades_n,fill_rate,wr,pf,expectancy,total_net,avg_win,avg_loss,max_dd,max_loss_streak,tp_n,hard_stop_n,early_n,be_n,time_n,median_risk_pct,median_hold_min
A_R1,CLOCK_MAJOR,16-20,122,102,0.8360655737704918,0.24509803921568626,0.2651182598428257,-0.7037649954157802,-71.78402953240958,1.0358813373192854,-1.2685852333167753,72.87034325404676,12,23,27,52,0,0,0.002833177314520467,10.0
A_R1,CLOCK_OOS,20-00,56,48,0.8571428571428571,0.2708333333333333,0.5207128239169523,-0.3390807309152227,-16.27587508393069,1.360202159756546,-0.9702429474504508,18.77878695441992,12,12,13,21,0,2,0.0022487399344391264,10.0
A_R1,CLOCK_MAJOR,20-00,99,84,0.8484848484848485,0.27380952380952384,0.356631726879085,-0.5227512968991979,-43.91110893953262,1.0582953918523612,-1.1188836549530643,46.414020810021846,12,22,26,34,0,2,0.0020064321397099604,10.0
A_R1_5,PARTITION,external,202,178,0.8811881188118812,0.29213483146067415,0.7108685116756804,-0.297124106065369,-52.888090879635676,2.5006242147199815,-1.4517503971831323,73.8188224907365,13,42,49,76,0,11,0.0030922274760740278,10.0
A_R1_5,PARTITION,development,333,280,0.8408408408408409,0.19285714285714287,0.2699891711578628,-0.5982280541380695,-167.50385515865946,1.147223647195066,-1.0152828854300577,169.3088353615154,21,49,107,118,0,6,0.0017159832959306944,10.0
A_R1_5,PARTITION,reference_validation,194,163,0.8402061855670103,0.22085889570552147,0.242836537021583,-0.5530682753930096,-90.15012888906057,0.8031344096848848,-0.9375036821867432,90.1501288890605,19,32,55,71,0,5,0.0016478480291554983,10.0
A_R1_5,POOL,POOLED_OOS,396,341,0.8611111111111112,0.25806451612903225,0.5263376595309877,-0.41946692014280423,-143.03821976869625,1.806196567205624,-1.193610741829214,143.49360283208853,19,74,104,147,0,16,0.0024249162123253063,10.0
A_R1_5,POOL,POOLED_MAJOR,729,621,0.8518518518518519,0.2286634460547504,0.41565639559260054,-0.5000677535062088,-310.54207492735566,1.555601231426961,-1.1094727553026809,310.997457990748,21,123,211,265,0,22,0.00199618962974162,10.0
A_R1_5,CLOCK_OOS,00-04,65,59,0.9076923076923077,0.22033898305084745,0.1351175933690767,-0.8358089676995069,-49.31272909427091,0.5926121131163464,-1.2394931861909437,50.680523259861,10,11,18,26,0,4,0.001676903393121208,10.0
A_R1_5,CLOCK_MAJOR,00-04,112,100,0.8928571428571429,0.2,0.19863972538654795,-0.7409678961620907,-74.09678961620907,0.918348863030945,-1.15579708596035,75.46458378179913,13,18,32,44,0,6,0.0019158267822461956,10.0
A_R1_5,CLOCK_OOS,04-08,69,57,0.8260869565217391,0.3333333333333333,1.119308452600708,0.09815240054634015,5.594686831141389,2.7624902304847248,-1.2340165144228525,28.017187694704994,16,16,10,27,0,4,0.0027791896720600136,10.0
A_R1_5,CLOCK_MAJOR,04-08,112,95,0.8482142857142857,0.25263157894736843,0.7606236653793715,-0.19043989119667362,-18.091789663683993,2.395294454976249,-1.0644909377903373,28.017187694704994,23,21,21,49,0,4,0.0024478986085407733,10.0
A_R1_5,CLOCK_OOS,08-12,69,63,0.9130434782608695,0.3333333333333333,0.688941934501867,-0.22437461107138043,-14.135600497496966,1.4908574547688305,-1.081990643991486,18.650964082636474,9,17,18,26,0,2,0.0022798008092126433,10.0
A_R1_5,CLOCK_MAJOR,08-12,127,111,0.8740157480314961,0.27927927927927926,0.48167297217485056,-0.37806789255873174,-41.96553607401923,1.2579967051912373,-1.0120429241868447,45.924091315986665,9,28,39,41,0,3,0.0018108912171775967,10.0
A_R1_5,CLOCK_OOS,12-16,75,64,0.8533333333333334,0.234375,0.4156369613604941,-0.510806913332947,-32.69164245330861,1.5501613475088705,-1.1417155646110546,33.06485897599356,9,14,25,24,0,1,0.0023104458568931957,10.0
A_R1_5,CLOCK_MAJOR,12-16,157,129,0.821656050955414,0.21705426356589147,0.40308170883029837,-0.4923667097391674,-63.515305556352594,1.53178765235096,-1.053518414080985,63.88852207903757,10,25,60,41,0,3,0.001588820511128391,10.0
A_R1_5,CLOCK_OOS,16-20,62,50,0.8064516129032258,0.18,0.41628482589889704,-0.7073517997529852,-35.36758998764926,2.8025447443695337,-1.4778168948042696,37.596506246994444,9,9,19,22,0,0,0.0030576548178010638,10.0
A_R1_5,CLOCK_MAJOR,16-20,122,102,0.8360655737704918,0.18627450980392157,0.3195611506499412,-0.6999353295649566,-71.39340361562557,1.7646938040537699,-1.2641275408752675,73.62231987497077,12,15,31,55,0,1,0.002833177314520467,10.0
A_R1_5,CLOCK_OOS,20-00,56,48,0.8571428571428571,0.22916666666666666,0.5255616956233115,-0.35677801181483076,-17.125344567111878,1.7246087820243916,-0.9755686802535185,24.567413076653907,24,7,14,22,0,5,0.0022487399344391264,10.0
A_R1_5,CLOCK_MAJOR,20-00,99,84,0.8484848484848485,0.23809523809523808,0.416635165549911,-0.4938006000174432,-41.47925040146523,1.4812098139401353,-1.1109913543791867,49.14235925416232,24,16,28,35,0,5,0.0020064321397099604,10.0
A_R2,PARTITION,external,202,178,0.8811881188118812,0.2696629213483146,0.818238781000556,-0.1936199502354224,-34.46435114190518,3.2322705238364926,-1.4585641252773602,72.12026458094743,13,36,53,76,0,13,0.0030922274760740278,10.0
A_R2,PARTITION,development,333,280,0.8408408408408409,0.16428571428571428,0.2525195723739636,-0.6501302657968508,-182.03647442311825,1.336890397535408,-1.0407411654262695,183.01349358805177,17,37,116,119,0,8,0.0017159832959306944,10.0
A_R2,PARTITION,reference_validation,194,163,0.8402061855670103,0.18404907975460122,0.2543574487766685,-0.5736127023497283,-93.4988704830057,1.0631606310798447,-0.9428096948526393,93.4988704830056,19,25,60,72,0,6,0.0016478480291554983,10.0
A_R2,POOL,POOLED_OOS,396,341,0.8611111111111112,0.2287390029325513,0.5937766107280867,-0.37525871444255393,-127.96322162491089,2.3979974881608586,-1.1977453448724633,129.0630907792766,19,61,113,148,0,19,0.0024249162123253063,10.0
A_R2,POOL,POOLED_MAJOR,729,621,0.8518518518518519,0.1996779388083736,0.4449825587749934,-0.4991943575652643,-309.99969604802914,2.0043609867998042,-1.1238238599823036,311.0995652023949,19,98,229,267,0,27,0.00199618962974162,10.0
A_R2,CLOCK_OOS,00-04,65,59,0.9076923076923077,0.22033898305084745,0.18769778733764195,-0.7849962822923681,-46.31478065524971,0.8232235315025925,-1.2394931861909437,48.3724661514798,10,10,18,27,0,4,0.001676903393121208,10.0
A_R2,CLOCK_MAJOR,00-04,112,100,0.8928571428571429,0.19,0.22472745758931056,-0.7288934374153652,-72.88934374153652,1.1120189154761062,-1.160712384389908,74.94702923776659,19,15,33,46,0,6,0.0019158267822461956,10.0
A_R2,CLOCK_OOS,04-08,69,57,0.8260869565217391,0.2631578947368421,1.0922431834292772,0.08323588018286783,4.744445170423466,3.745236380544834,-1.2246214413749772,29.916354932002527,19,11,13,27,0,6,0.0027791896720600136,10.0
A_R2,CLOCK_MAJOR,04-08,112,95,0.8482142857142857,0.18947368421052632,0.7052359346277776,-0.2590986864365521,-24.61437521147245,3.271720588845451,-1.0844850105284487,33.34477196318939,24,14,26,49,0,6,0.0024478986085407733,10.0
A_R2,CLOCK_OOS,08-12,69,63,0.9130434782608695,0.2857142857142857,0.6913754854688835,-0.24395558311904844,-15.369201736500052,1.9127682870172633,-1.106645131173573,18.986824964209504,12,13,21,26,0,3,0.0022798008092126433,10.0
A_R2,CLOCK_MAJOR,08-12,127,111,0.8740157480314961,0.24324324324324326,0.4631149435115728,-0.42568206899045574,-47.25070965794059,1.5095658068541422,-1.047726029083362,49.99258842808735,12,20,44,41,0,6,0.0018108912171775967,10.0
A_R2,CLOCK_OOS,12-16,75,64,0.8533333333333334,0.203125,0.4886872198698762,-0.46973924665151845,-30.06331178569718,2.210231693722065,-1.152869094197726,30.69426714927719,9,12,27,24,0,1,0.0023104458568931957,10.0
A_R2,CLOCK_MAJOR,12-16,157,129,0.821656050955414,0.1937984496124031,0.4776542491053611,-0.44663897600562114,-57.61642790472513,2.1074724210796383,-1.060608061843424,58.24738326830516,10,22,63,41,0,3,0.001588820511128391,10.0
A_R2,CLOCK_OOS,16-20,62,50,0.8064516129032258,0.16,0.5355166820003047,-0.5747037483069196,-28.73518741534598,4.141206913413055,-1.4729724457773907,30.75800614104857,9,8,20,22,0,0,0.0030576548178010638,10.0
A_R2,CLOCK_MAJOR,16-20,122,102,0.8360655737704918,0.16666666666666666,0.3870867295685064,-0.6473367925992474,-66.02835284512324,2.4529618861102778,-1.2673965283411524,68.05117157082586,12,13,33,55,0,1,0.002833177314520467,10.0
A_R2,CLOCK_OOS,20-00,56,48,0.8571428571428571,0.22916666666666666,0.6613150692848856,-0.2546913583862802,-12.22518520254145,2.1700778151671583,-0.9755686802535185,24.406229555262158,24,7,14,22,0,5,0.0022487399344391264,10.0
A_R2,CLOCK_MAJOR,20-00,99,84,0.8484848484848485,0.21428571428571427,0.4451528417430642,-0.49524388913370504,-41.600486687231225,1.8542218329991174,-1.136007267897202,53.781531039951915,24,14,30,35,0,5,0.0020064321397099604,10.0
B_R1_BE,PARTITION,external,202,178,0.8811881188118812,0.2696629213483146,0.7529882330839611,-0.18756272690090825,-33.38616538836167,2.1202928574937414,-1.039694019600471,49.45859925430419,13,47,35,69,23,4,0.0030922274760740278,10.0
B_R1_BE,PARTITION,development,333,280,0.8408408408408409,0.18571428571428572,0.20252544907867776,-0.5699172814683461,-159.5768388111369,0.7793441593803808,-0.8776435749952488,160.55385797607042,21,56,84,113,25,2,0.0017159832959306944,10.0
B_R1_BE,PARTITION,reference_validation,194,163,0.8402061855670103,0.2331288343558282,0.2304461197209169,-0.4784685371031624,-77.99037154781547,0.614593213280675,-0.8107593092198488,78.40688114180318,16,39,42,69,12,1,0.0016478480291554983,10.0
B_R1_BE,POOL,POOLED_OOS,396,341,0.8611111111111112,0.25219941348973607,0.529073496138636,-0.32661741037002096,-111.37653693617715,1.4549837123763398,-0.9274711223550681,112.19676572680132,16,86,77,138,35,5,0.0024249162123253063,10.0
B_R1_BE,POOL,POOLED_MAJOR,729,621,0.8518518518518519,0.2222222222222222,0.3794125265289285,-0.4363178353418906,-270.95337574731406,1.2003948953053987,-0.9039500440982591,271.77360453793835,21,142,161,251,60,7,0.00199618962974162,10.0
B_R1_BE,CLOCK_OOS,00-04,65,59,0.9076923076923077,0.3050847457627119,0.21240373916180377,-0.5322007187329932,-31.399842405246602,0.47045000279061594,-0.9723888403775047,32.34212871826309,7,18,12,23,4,2,0.001676903393121208,10.0
B_R1_BE,CLOCK_MAJOR,00-04,112,100,0.8928571428571429,0.24,0.23576063844747958,-0.5079039073379316,-50.79039073379316,0.6528481972187451,-0.8744572035137242,51.73267704680963,11,25,21,41,10,3,0.0019158267822461956,10.0
B_R1_BE,CLOCK_OOS,04-08,69,57,0.8260869565217391,0.2807017543859649,1.4507036125041661,0.26094639878626685,14.87394473081721,2.992222154779207,-0.804917310869515,10.563025673184203,10,15,6,26,10,0,0.0027791896720600136,10.0
B_R1_BE,CLOCK_MAJOR,04-08,112,95,0.8482142857142857,0.23157894736842105,0.8901588234935918,-0.06561161267612657,-6.233103204232024,2.2960638555456057,-0.7773494250169226,25.480583986922554,13,22,13,47,13,0,0.0024478986085407733,10.0
B_R1_BE,CLOCK_OOS,08-12,69,63,0.9130434782608695,0.2857142857142857,0.6976587753207986,-0.15344644182941683,-9.66712583525326,1.2392831933247548,-0.7105382958910854,12.707980134544751,9,19,13,23,8,0,0.0022798008092126433,10.0
B_R1_BE,CLOCK_MAJOR,08-12,127,111,0.8740157480314961,0.24324324324324326,0.44427633249646387,-0.3210089443449858,-35.63199282229342,1.055044148093428,-0.7633117240573329,38.672847121584894,10,31,30,38,12,0,0.0018108912171775967,10.0
B_R1_BE,CLOCK_OOS,12-16,75,64,0.8533333333333334,0.203125,0.35298249005740856,-0.4845587649948524,-31.011760959670553,1.3014281728077444,-0.9398103373759066,31.78365117892579,14,14,21,23,5,1,0.0023104458568931957,10.0
B_R1_BE,CLOCK_MAJOR,12-16,157,129,0.821656050955414,0.1937984496124031,0.3301259046729153,-0.5030349632202901,-64.89151025541742,1.2791877565112513,-0.93145388623268,65.66340047467268,14,27,53,39,8,2,0.001588820511128391,10.0
B_R1_BE,CLOCK_OOS,16-20,62,50,0.8064516129032258,0.22,0.29782845175256834,-0.7003290881369121,-35.016454406845604,1.3502134819391203,-1.2786872489275878,36.10276812848277,17,11,13,22,4,0,0.0030576548178010638,10.0
B_R1_BE,CLOCK_MAJOR,16-20,122,102,0.8360655737704918,0.20588235294117646,0.21372400791945637,-0.687331123657265,-70.10777461304103,0.907455174926497,-1.1007942381049074,71.19408833467823,14,19,21,52,10,0,0.002833177314520467,10.0
B_R1_BE,CLOCK_OOS,20-00,56,48,0.8571428571428571,0.20833333333333334,0.4343167114386743,-0.39906870958288176,-19.155298059978325,1.4706932709990226,-0.8911113360518037,19.854630695978774,13,9,12,21,4,2,0.0022487399344391264,10.0
B_R1_BE,CLOCK_MAJOR,20-00,99,84,0.8484848484848485,0.2261904761904762,0.31542511336515183,-0.5154595728397261,-43.29860411853699,1.0500152322174494,-0.9730599004718236,43.997936754537434,13,18,23,34,7,2,0.0020064321397099604,10.0
B_R1_5_BE,PARTITION,external,202,178,0.8811881188118812,0.2303370786516854,0.7647268391055266,-0.18301705653823885,-32.57703606380652,2.582626822805206,-1.0106915021811675,48.70113379650487,16,33,35,76,28,6,0.0030922274760740278,10.0
B_R1_5_BE,PARTITION,development,333,280,0.8408408408408409,0.16071428571428573,0.2337679181196051,-0.5590011468680899,-156.52032112306517,1.061164698082875,-0.8692456703693384,158.32530132592117,21,40,85,118,33,4,0.0017159832959306944,10.0
B_R1_5_BE,PARTITION,reference_validation,194,163,0.8402061855670103,0.17791411042944785,0.2180864266559255,-0.5076106884884592,-82.74054222361886,0.7957749229174099,-0.7896866790165953,82.74054222361883,19,25,42,71,23,2,0.0016478480291554983,10.0
B_R1_5_BE,POOL,POOLED_OOS,396,341,0.8611111111111112,0.20527859237536658,0.5279340112394805,-0.3381747163854117,-115.31757828742538,1.8423596071374049,-0.9014123645278367,115.77296135081764,19,58,77,147,51,8,0.0024249162123253063,10.0
B_R1_5_BE,POOL,POOLED_MAJOR,729,621,0.8518518518518519,0.18518518518518517,0.3939704016186667,-0.43774218906681245,-271.83789941049054,1.5366746427247626,-0.8864732872012614,272.29328247388315,21,98,162,265,84,12,0.00199618962974162,10.0
B_R1_5_BE,CLOCK_OOS,00-04,65,59,0.9076923076923077,0.2033898305084746,0.16840530242631838,-0.6003309635544719,-35.41952684971384,0.5977306962480825,-0.9062190469083157,35.85613189976842,10,10,12,26,8,3,0.001676903393121208,10.0
B_R1_5_BE,CLOCK_MAJOR,00-04,112,100,0.8928571428571429,0.18,0.20997146653687448,-0.5489603430762049,-54.89603430762049,0.8105614996026561,-0.8473919670788815,55.33263935767504,13,16,21,44,15,4,0.0019158267822461956,10.0
B_R1_5_BE,CLOCK_OOS,04-08,69,57,0.8260869565217391,0.21052631578947367,1.2058502462442453,0.12381481235680895,7.0574443043381105,3.4451505028173126,-0.7618747050993254,16.447298124940986,19,10,6,27,13,1,0.0027791896720600136,10.0
B_R1_5_BE,CLOCK_MAJOR,04-08,112,95,0.8482142857142857,0.16842105263157894,0.7498908727628513,-0.15547568098865597,-14.770189693922317,2.7677994408882065,-0.7475314018751091,25.132174064765096,24,14,13,49,18,1,0.0024478986085407733,10.0
B_R1_5_BE,CLOCK_OOS,08-12,69,63,0.9130434782608695,0.25396825396825395,0.6913033241233856,-0.16402234753346026,-10.333407894607996,1.4463063148436264,-0.712219338980979,13.98153715095497,9,12,13,26,11,1,0.0022798008092126433,10.0
B_R1_5_BE,CLOCK_MAJOR,08-12,127,111,0.8740157480314961,0.21621621621621623,0.4457310239480732,-0.33062642319140845,-36.69953297424634,1.2297068389330148,-0.7610631851567665,40.34766223059329,9,21,30,41,17,2,0.0018108912171775967,10.0
B_R1_5_BE,CLOCK_OOS,12-16,75,64,0.8533333333333334,0.203125,0.44394049454836076,-0.4194633523966305,-26.845654553384353,1.6486715266511527,-0.94663498823234,27.218871076069306,12,12,21,24,6,1,0.0023104458568931957,10.0
B_R1_5_BE,CLOCK_MAJOR,12-16,157,129,0.821656050955414,0.18604651162790697,0.40562441874971045,-0.45097554287801284,-58.175845031263655,1.6542250437875008,-0.9321642484015589,58.549061553948626,12,21,53,41,11,3,0.001588820511128391,10.0
B_R1_5_BE,CLOCK_OOS,16-20,62,50,0.8064516129032258,0.16,0.37641512741316346,-0.6369146565988036,-31.845732829940182,2.402883734779469,-1.2159238740041889,34.074649089285366,18,8,13,22,7,0,0.0030576548178010638,10.0
B_R1_5_BE,CLOCK_MAJOR,16-20,122,102,0.8360655737704918,0.1568627450980392,0.2591331157229948,-0.6627079831882017,-67.59621428519657,1.4776960941418025,-1.0609226952495978,69.82513054454176,14,12,21,55,14,0,0.002833177314520467,10.0
B_R1_5_BE,CLOCK_OOS,20-00,56,48,0.8571428571428571,0.1875,0.4815408708466824,-0.3735562596691066,-17.930700464117116,1.8504330387372048,-0.886784559301332,22.25596972002567,24,6,12,22,6,2,0.0022487399344391264,10.0
B_R1_5_BE,CLOCK_MAJOR,20-00,99,84,0.8484848484848485,0.20238095238095238,0.38625771534380066,-0.4726200371219186,-39.70008311824116,1.4697166573369056,-0.9654517357159487,44.24639271730477,24,14,24,35,9,2,0.0020064321397099604,10.0
B_R2_BE,PARTITION,external,202,178,0.8811881188118812,0.20786516853932585,0.9131595826930948,-0.06850562894660862,-12.194001952496336,3.4655272278710627,-0.9958759530760682,43.176871155460766,16,28,36,76,31,7,0.0030922274760740278,10.0
B_R2_BE,PARTITION,development,333,280,0.8408408408408409,0.13214285714285715,0.21360842505155883,-0.5840647880216818,-163.5381406460709,1.2005959046120616,-0.8558032473938978,164.51515981100448,22,29,85,119,43,4,0.0017159832959306944,10.0
B_R2_BE,PARTITION,reference_validation,194,163,0.8402061855670103,0.147239263803681,0.1992084762179804,-0.5296917332121002,-86.33975251357232,0.8949276031104763,-0.7756691725771494,86.33975251357228,19,19,42,72,28,2,0.0016478480291554983,10.0
B_R2_BE,POOL,POOLED_OOS,396,341,0.8611111111111112,0.17888563049853373,0.6030650416357386,-0.28895529168935097,-98.53375446606867,2.454143768948864,-0.886559015614105,98.53375446606856,19,47,78,148,59,9,0.0024249162123253063,10.0
B_R2_BE,POOL,POOLED_MAJOR,729,621,0.8518518518518519,0.15780998389694043,0.42552875248047944,-0.4220159341580347,-262.07189511213954,1.9808654936380303,-0.872269050647546,262.0718951121397,22,76,163,267,102,13,0.00199618962974162,10.0
B_R2_BE,CLOCK_OOS,00-04,65,59,0.9076923076923077,0.2033898305084746,0.23150479153016076,-0.5547792336023357,-32.731974782537804,0.8216933685127515,-0.9062190469083157,33.54807479138721,10,9,12,27,8,3,0.001676903393121208,10.0
B_R2_BE,CLOCK_MAJOR,00-04,112,100,0.8928571428571429,0.17,0.22669785361329742,-0.5398452487319486,-53.98452487319486,0.9309332766873245,-0.8410890430949322,54.80062488204424,19,13,21,46,16,4,0.0019158267822461956,10.0
B_R2_BE,CLOCK_OOS,04-08,69,57,0.8260869565217391,0.15789473684210525,1.1897137215758133,0.11810298809543948,6.73187032144005,4.690692450101077,-0.7392575360306175,16.447298124940986,19,7,6,27,16,1,0.0027791896720600136,10.0
B_R2_BE,CLOCK_MAJOR,04-08,112,95,0.8482142857142857,0.12631578947368421,0.7407249394492266,-0.16554025059135102,-15.726323806178346,3.74405474516294,-0.7307829005799232,30.69006079021409,24,10,13,49,22,1,0.0024478986085407733,10.0
B_R2_BE,CLOCK_OOS,08-12,69,63,0.9130434782608695,0.20634920634920634,0.7437051846425795,-0.14250025303209524,-8.977515941022,2.0038897366145907,-0.7005616503402335,14.32767705550504,15,8,14,26,13,2,0.0022798008092126433,10.0
B_R2_BE,CLOCK_MAJOR,08-12,127,111,0.8740157480314961,0.17117117117117117,0.44170540554142945,-0.34769922417566673,-38.59461388349901,1.6070981112398373,-0.7514073695332165,43.94477499798202,16,13,31,41,23,3,0.0018108912171775967,10.0
B_R2_BE,CLOCK_OOS,12-16,75,64,0.8533333333333334,0.171875,0.5247953236416577,-0.36441059023313627,-23.32227777492072,2.3414642386298747,-0.9260072528273461,23.95323313850074,12,10,21,24,8,1,0.0023104458568931957,10.0
B_R2_BE,CLOCK_MAJOR,12-16,157,129,0.821656050955414,0.16279069767441862,0.4806144352158516,-0.3989092357646716,-51.45929141364263,2.2675216508819545,-0.9173819081681822,52.09024677722264,12,18,53,41,14,3,0.001588820511128391,10.0
B_R2_BE,CLOCK_OOS,16-20,62,50,0.8064516129032258,0.14,0.4856640054541928,-0.5294451565798322,-26.47225782899161,3.570934982740618,-1.1969489001901379,28.921377235873614,18,7,13,22,8,0,0.0030576548178010638,10.0
B_R2_BE,CLOCK_MAJOR,16-20,122,102,0.8360655737704918,0.13725490196078433,0.3055101811224587,-0.6266705172084422,-63.920392755261105,2.008497074014592,-1.045901724903016,66.36951216214311,14,10,21,55,16,0,0.002833177314520467,10.0
B_R2_BE,CLOCK_OOS,20-00,56,48,0.8571428571428571,0.1875,0.6020888103269363,-0.2866999679174287,-13.761598460036577,2.313666594746154,-0.886784559301332,22.094786198633926,24,6,12,22,6,2,0.0022487399344391264,10.0
B_R2_BE,CLOCK_MAJOR,20-00,99,84,0.8484848484848485,0.17857142857142858,0.4138109142195647,-0.4569850997662333,-38.3867483803636,1.8065678608403308,-0.9490618303328777,46.719936118960945,24,12,24,35,11,2,0.0020064321397099604,10.0
