clock_min,reference_start_utc,execution_start_utc,execution_end_utc,partition,days,k1_opp0,clean_windows,f85_touches,trades,wins,wr,pf,expectancy,total_net,tp_rate,time_exit_rate
210,03:30,09:00,15:30,external,523,117,76,53,27,19,0.7037037037037037,1.6306621639348278,1.1577982078074018,31.260551610799848,0.6296296296296297,0.14814814814814814
210,03:30,09:00,15:30,development,782,214,159,109,37,25,0.6756756756756757,1.4886739997084404,0.5064932137200978,18.74024890764362,0.6756756756756757,0.13513513513513514
210,03:30,09:00,15:30,reference_validation,411,96,71,37,15,12,0.8,2.0260986711696853,0.5639519810897242,8.459279716345863,0.7333333333333333,0.13333333333333333
210,03:30,09:00,15:30,august,14,3,3,1,0,0,,,,0.0,,
240,04:00,09:30,16:00,external,523,118,80,42,16,12,0.75,2.23540687855419,1.924744420155969,30.795910722495503,0.6875,0.1875
240,04:00,09:30,16:00,development,782,206,148,96,34,21,0.6176470588235294,1.0610556870578551,0.08476320249488281,2.8819488848260155,0.6176470588235294,0.08823529411764706
240,04:00,09:30,16:00,reference_validation,411,105,70,42,15,13,0.8666666666666667,2.3774237492193477,0.7424546843563125,11.136820265344687,0.7333333333333333,0.13333333333333333
240,04:00,09:30,16:00,august,14,5,4,2,0,0,,,,0.0,,
270,04:30,10:00,16:30,external,523,114,78,47,19,12,0.631578947368421,0.8277747372988362,-0.2871109753318211,-5.455108531304601,0.631578947368421,0.2631578947368421
270,04:30,10:00,16:30,development,782,213,139,88,26,15,0.5769230769230769,0.9279245173887409,-0.1178410866852085,-3.063868253815421,0.5769230769230769,0.11538461538461539
270,04:30,10:00,16:30,reference_validation,411,116,77,44,17,14,0.8235294117647058,1.071774203743014,0.07792376476037367,1.3247040009263524,0.8235294117647058,0.058823529411764705
270,04:30,10:00,16:30,august,14,5,4,3,0,0,,,,0.0,,
300,05:00,10:30,17:00,external,523,115,74,41,17,10,0.5882352941176471,2.3300881130339905,1.3510924821181003,22.968572196007706,0.5882352941176471,0.29411764705882354
300,05:00,10:30,17:00,development,782,208,146,101,41,26,0.6341463414634146,1.1371980952051421,0.19083770154456758,7.824345763327271,0.6097560975609756,0.0975609756097561
300,05:00,10:30,17:00,reference_validation,411,111,71,38,18,12,0.6666666666666666,0.6674776053430166,-0.6393810933668962,-11.50885968060413,0.6666666666666666,0.05555555555555555
300,05:00,10:30,17:00,august,14,6,5,3,1,1,1.0,inf,4.8652909963315505,4.8652909963315505,0.0,1.0
330,05:30,11:00,17:30,external,523,120,83,50,21,16,0.7619047619047619,3.1613253720495615,1.6104495538428751,33.81944063070038,0.7142857142857143,0.19047619047619047
330,05:30,11:00,17:30,development,782,221,165,115,46,30,0.6521739130434783,1.3027182834248974,0.34674938486853263,15.9504717039525,0.6521739130434783,0.15217391304347827
330,05:30,11:00,17:30,reference_validation,411,103,67,36,14,11,0.7857142857142857,1.0870159776925992,0.12430854704047348,1.7403196585666287,0.7857142857142857,0.0
330,05:30,11:00,17:30,august,14,5,4,1,1,1,1.0,inf,4.588389571850771,4.588389571850771,0.0,1.0
360,06:00,11:30,18:00,external,523,107,79,51,24,14,0.5833333333333334,1.2663909716478579,0.3988724952518039,9.572939886043294,0.5833333333333334,0.3333333333333333
360,06:00,11:30,18:00,development,782,209,152,99,36,21,0.5833333333333334,0.7980675554368687,-0.26149556414460434,-9.413840309205757,0.5833333333333334,0.19444444444444445
360,06:00,11:30,18:00,reference_validation,411,107,76,40,16,11,0.6875,1.1851261432750246,0.22313611499357355,3.570177839897177,0.6875,0.0
360,06:00,11:30,18:00,august,14,3,2,1,1,1,1.0,inf,4.091493782556754,4.091493782556754,0.0,1.0
390,06:30,12:00,18:30,external,523,109,84,59,36,23,0.6388888888888888,1.4726248982302916,0.6627139041060746,23.857700547818684,0.6111111111111112,0.3055555555555556
390,06:30,12:00,18:30,development,782,202,150,96,32,20,0.625,0.9333371202240566,-0.08848700922569908,-2.8315842952223704,0.625,0.125
390,06:30,12:00,18:30,reference_validation,411,101,68,36,12,9,0.75,2.2616067794589774,0.9338113913413432,11.205736696096118,0.75,0.08333333333333333
390,06:30,12:00,18:30,august,14,3,2,2,1,1,1.0,inf,3.770177091993743,3.770177091993743,0.0,1.0
420,07:00,12:30,19:00,external,523,101,69,40,21,16,0.7619047619047619,3.00336577666924,1.5188746133311657,31.896366879954478,0.5714285714285714,0.38095238095238093
420,07:00,12:30,19:00,development,782,192,140,80,25,15,0.6,0.5283451192180157,-1.326005026876524,-33.1501256719131,0.56,0.08
420,07:00,12:30,19:00,reference_validation,411,97,69,38,14,12,0.8571428571428571,2.3487520716709556,1.079076134915991,15.107065888823874,0.8571428571428571,0.0
420,07:00,12:30,19:00,august,14,5,4,3,2,1,0.5,0.435804428915621,-1.3182945040068506,-2.636589008013701,0.0,0.5
450,07:30,13:00,19:30,external,523,101,63,39,21,16,0.7619047619047619,1.6428169333621465,0.795219425068109,16.69960792643029,0.5714285714285714,0.38095238095238093
450,07:30,13:00,19:30,development,782,176,122,74,24,12,0.5,0.43125242943836617,-2.036699869867926,-48.880796876830225,0.5,0.08333333333333333
450,07:30,13:00,19:30,reference_validation,411,92,60,32,15,13,0.8666666666666667,2.2844846767192726,1.0971236435702565,16.456854653553847,0.8666666666666667,0.0
450,07:30,13:00,19:30,august,14,4,4,3,1,1,1.0,inf,3.1955545870559603,3.1955545870559603,0.0,1.0
480,08:00,13:30,20:00,external,523,101,63,46,27,20,0.7407407407407407,2.1760904251256123,1.34187409616372,36.230600596420445,0.6666666666666666,0.25925925925925924
480,08:00,13:30,20:00,development,782,164,119,72,30,20,0.6666666666666666,1.1694548445504862,0.30547719996090394,9.164315998827119,0.6666666666666666,0.1
480,08:00,13:30,20:00,reference_validation,411,82,53,31,11,10,0.9090909090909091,6.228115566751987,1.4915967936781387,16.407564730459526,0.9090909090909091,0.0
480,08:00,13:30,20:00,august,14,4,3,3,1,1,1.0,inf,2.6529477668266304,2.6529477668266304,0.0,1.0
510,08:30,14:00,20:30,external,523,92,61,40,17,12,0.7058823529411765,1.5064457254084167,0.6842163858517496,11.631678559479743,0.6470588235294118,0.29411764705882354
510,08:30,14:00,20:30,development,782,166,106,74,26,17,0.6538461538461539,1.1413892061096558,0.28951276962965794,7.527332010371106,0.6538461538461539,0.07692307692307693
510,08:30,14:00,20:30,reference_validation,411,90,49,32,16,14,0.875,3.137644498848695,1.1415793410678834,18.265269457086134,0.875,0.0625
510,08:30,14:00,20:30,august,14,4,1,1,0,0,,,,0.0,,
540,09:00,14:30,21:00,external,523,98,63,44,23,14,0.6086956521739131,0.825974733915463,-0.3998233913329905,-9.195938000658781,0.5217391304347826,0.30434782608695654
540,09:00,14:30,21:00,development,782,170,126,85,41,26,0.6341463414634146,0.8636882917393072,-0.26989906752048226,-11.065861768339772,0.6097560975609756,0.14634146341463414
540,09:00,14:30,21:00,reference_validation,411,88,55,26,10,6,0.6,0.5186253612543779,-0.7878963778944756,-7.878963778944756,0.6,0.1
540,09:00,14:30,21:00,august,14,5,3,3,0,0,,,,0.0,,
570,09:30,15:00,21:30,external,523,112,80,50,21,11,0.5238095238095238,0.6692058898889701,-0.7039493510918771,-14.782936372929418,0.38095238095238093,0.47619047619047616
570,09:30,15:00,21:30,development,782,156,112,75,37,24,0.6486486486486487,1.405962530237365,0.6331541064349195,23.426701938092023,0.6486486486486487,0.16216216216216217
570,09:30,15:00,21:30,reference_validation,411,89,62,34,20,14,0.7,1.522742458308675,0.36055890950398606,7.211178190079721,0.65,0.25
570,09:30,15:00,21:30,august,14,3,3,3,2,1,0.5,1.4637678709818527,0.21693905799523056,0.4338781159904611,0.5,0.5
600,10:00,15:30,22:00,external,523,114,75,46,20,7,0.35,0.31940316841576283,-2.02369107434088,-40.4738214868176,0.2,0.55
600,10:00,15:30,22:00,development,782,154,116,82,37,22,0.5945945945945946,1.0392131939300164,0.060953357940888145,2.2552742438128615,0.5135135135135135,0.2972972972972973
600,10:00,15:30,22:00,reference_validation,411,59,41,23,12,8,0.6666666666666666,2.6851883265385372,0.8015285382890779,9.618342459468934,0.4166666666666667,0.5833333333333334
600,10:00,15:30,22:00,august,14,4,3,3,2,2,1.0,inf,2.2355837502187175,4.471167500437435,1.0,0.0
630,10:30,16:00,22:30,external,523,122,88,64,34,14,0.4117647058823529,0.585391157689836,-1.1482659617637465,-39.041042699967385,0.35294117647058826,0.5
630,10:30,16:00,22:30,development,782,145,102,71,31,21,0.6774193548387096,1.4959934315280523,0.6144662615788504,19.048454108944362,0.5483870967741935,0.3225806451612903
630,10:30,16:00,22:30,reference_validation,411,62,40,26,14,7,0.5,1.3439240987579129,0.34482137489928494,4.827499248589989,0.5,0.42857142857142855
630,10:30,16:00,22:30,august,14,3,3,2,2,2,1.0,inf,1.0375635482702377,2.0751270965404753,0.5,0.5
660,11:00,16:30,23:00,external,523,86,62,47,19,8,0.42105263157894735,0.5300056480464483,-0.9546088547838961,-18.137568240894026,0.2631578947368421,0.631578947368421
660,11:00,16:30,23:00,development,782,127,92,56,26,18,0.6923076923076923,2.1553058968969916,1.1899824103198786,30.939542668316847,0.5384615384615384,0.34615384615384615
660,11:00,16:30,23:00,reference_validation,411,56,40,26,12,3,0.25,0.1736268421107815,-1.7656088874359346,-21.187306649231214,0.25,0.5833333333333334
660,11:00,16:30,23:00,august,14,3,1,1,1,0,0.0,0.0,-0.4695032239862448,-0.4695032239862448,0.0,1.0
690,11:30,17:00,23:30,external,523,93,75,46,19,11,0.5789473684210527,0.7544835733531605,-0.6430564177220982,-12.218071936719866,0.42105263157894735,0.47368421052631576
690,11:30,17:00,23:30,development,782,112,78,48,22,12,0.5454545454545454,1.3043659788935433,0.43842266145926895,9.645298552103917,0.45454545454545453,0.4090909090909091
690,11:30,17:00,23:30,reference_validation,411,59,39,26,15,3,0.2,0.17713267633949495,-2.0760110583588878,-31.140165875383314,0.2,0.6666666666666666
690,11:30,17:00,23:30,august,14,2,1,1,0,0,,,,0.0,,
720,12:00,17:30,00:00+1d,external,523,85,66,38,14,9,0.6428571428571429,1.2103394317891651,0.38048510022762116,5.3267914031866965,0.42857142857142855,0.5714285714285714
720,12:00,17:30,00:00+1d,development,782,113,77,43,26,12,0.46153846153846156,1.051295105098183,0.07298551496619411,1.8976233891210468,0.38461538461538464,0.5384615384615384
720,12:00,17:30,00:00+1d,reference_validation,411,61,43,23,15,4,0.26666666666666666,0.3454932443678951,-1.31351802563648,-19.7027703845472,0.2,0.6666666666666666
720,12:00,17:30,00:00+1d,august,14,4,2,2,1,0,0.0,0.0,-2.8525897937787144,-2.8525897937787144,0.0,1.0
750,12:30,18:00,00:30+1d,external,522,93,67,43,19,11,0.5789473684210527,0.5500060565810245,-1.1559272894418144,-21.962618499394473,0.42105263157894735,0.42105263157894735
750,12:30,18:00,00:30+1d,development,781,112,81,44,23,14,0.6086956521739131,0.9527249018209312,-0.07626002608143166,-1.753980599872928,0.43478260869565216,0.43478260869565216
750,12:30,18:00,00:30+1d,reference_validation,410,63,41,21,11,5,0.45454545454545453,1.0691465575397072,0.0811226040056793,0.8923486440624724,0.36363636363636365,0.5454545454545454
750,12:30,18:00,00:30+1d,august,13,3,2,1,0,0,,,,0.0,,
780,13:00,18:30,01:00+1d,external,522,100,69,47,22,10,0.45454545454545453,0.6696135939633638,-0.7889237751712815,-17.356323053768193,0.4090909090909091,0.45454545454545453
780,13:00,18:30,01:00+1d,development,781,113,78,44,22,13,0.5909090909090909,1.118078785957881,0.1799114777387537,3.9580525102525814,0.45454545454545453,0.4090909090909091
780,13:00,18:30,01:00+1d,reference_validation,410,64,48,26,13,5,0.38461538461538464,0.8144382250685296,-0.2501034746271738,-3.2513451701532596,0.3076923076923077,0.6153846153846154
780,13:00,18:30,01:00+1d,august,13,3,3,2,1,0,0.0,0.0,-2.689730678500912,-2.689730678500912,0.0,1.0
810,13:30,19:00,01:30+1d,external,522,109,72,49,28,12,0.42857142857142855,0.4906718679017089,-1.5666719854233861,-43.86681559185481,0.39285714285714285,0.42857142857142855
810,13:30,19:00,01:30+1d,development,781,119,80,52,25,17,0.68,1.033738698570009,0.04972460664357774,1.2431151660894435,0.48,0.36
810,13:30,19:00,01:30+1d,reference_validation,410,65,49,28,14,8,0.5714285714285714,1.1548165030190067,0.16668086907341048,2.3335321670277467,0.35714285714285715,0.6428571428571429
810,13:30,19:00,01:30+1d,august,13,2,2,2,0,0,,,,0.0,,
840,14:00,19:30,02:00+1d,external,522,103,67,50,26,8,0.3076923076923077,0.2086855620349391,-3.1172417571981788,-81.04828568715264,0.2692307692307692,0.46153846153846156
840,14:00,19:30,02:00+1d,development,781,123,78,50,24,10,0.4166666666666667,0.49910215558907084,-1.1972864011161464,-28.73487362678751,0.4166666666666667,0.4166666666666667
840,14:00,19:30,02:00+1d,reference_validation,410,65,50,27,10,3,0.3,0.5935263573995399,-0.711766593720486,-7.11766593720486,0.3,0.6
840,14:00,19:30,02:00+1d,august,13,3,3,3,1,0,0.0,0.0,-2.422452149954612,-2.422452149954612,0.0,1.0
870,14:30,20:00,02:30+1d,external,522,96,69,44,19,6,0.3157894736842105,0.20439283491516846,-3.227045787655966,-61.31386996546336,0.2631578947368421,0.47368421052631576
870,14:30,20:00,02:30+1d,development,781,113,84,56,24,13,0.5416666666666666,0.6441233107772376,-0.6018959863967727,-14.445503673522543,0.4166666666666667,0.4583333333333333
870,14:30,20:00,02:30+1d,reference_validation,410,71,58,33,18,9,0.5,0.8899404911283614,-0.11635998074622989,-2.094479653432138,0.3888888888888889,0.5555555555555556
870,14:30,20:00,02:30+1d,august,13,2,2,1,0,0,,,,0.0,,
900,15:00,20:30,03:00+1d,external,522,98,77,58,30,10,0.3333333333333333,0.3088524277434043,-2.425213073890254,-72.75639221670762,0.3,0.4
900,15:00,20:30,03:00+1d,development,781,127,90,54,25,9,0.36,0.5942180680651264,-0.4879810253704893,-12.199525634262233,0.32,0.64
900,15:00,20:30,03:00+1d,reference_validation,410,76,59,37,15,4,0.26666666666666666,0.3041875594947034,-1.0503168485221626,-15.75475272783244,0.2,0.8
900,15:00,20:30,03:00+1d,august,13,2,2,1,0,0,,,,0.0,,
930,15:30,21:00,03:30+1d,external,522,108,85,61,27,10,0.37037037037037035,0.18764007790225024,-3.049344360211433,-82.3322977257087,0.2962962962962963,0.37037037037037035
930,15:30,21:00,03:30+1d,development,781,131,101,64,32,11,0.34375,0.6281748615576838,-0.5795951895414808,-18.547046065327386,0.3125,0.59375
930,15:30,21:00,03:30+1d,reference_validation,410,82,62,39,16,7,0.4375,0.4394762260510504,-0.8534140196841389,-13.654624314946222,0.3125,0.5
930,15:30,21:00,03:30+1d,august,13,2,1,0,0,0,,,,0.0,,
960,16:00,21:30,04:00+1d,external,522,117,95,66,34,15,0.4411764705882353,0.43088009002856376,-1.8477516147971038,-62.82355490310153,0.38235294117647056,0.29411764705882354
960,16:00,21:30,04:00+1d,development,781,133,97,61,25,10,0.4,0.5457484086359561,-0.765559755232403,-19.138993880810077,0.36,0.52
960,16:00,21:30,04:00+1d,reference_validation,410,70,51,25,13,6,0.46153846153846156,0.3561346452936975,-1.2454551553498052,-16.190917019547467,0.46153846153846156,0.3076923076923077
960,16:00,21:30,04:00+1d,august,13,5,3,3,1,0,0.0,0.0,-2.016461490320853,-2.016461490320853,0.0,0.0
990,16:30,22:00,04:30+1d,external,522,127,104,71,23,13,0.5652173913043478,0.5822074033135363,-0.9000831331764545,-20.701912063058455,0.4782608695652174,0.34782608695652173
990,16:30,22:00,04:30+1d,development,781,149,107,72,35,16,0.45714285714285713,0.5600097008296371,-0.7378296015772442,-25.824036055203546,0.4,0.3142857142857143
990,16:30,22:00,04:30+1d,reference_validation,410,70,52,28,15,9,0.6,0.7631438548133043,-0.26212411839533817,-3.9318617759300727,0.4666666666666667,0.4
990,16:30,22:00,04:30+1d,august,13,2,1,1,1,0,0.0,0.0,-2.016461490320853,-2.016461490320853,0.0,0.0
1020,17:00,22:30,05:00+1d,external,522,120,89,61,27,18,0.6666666666666666,1.1231061041574482,0.2219832645601811,5.99354814312489,0.5925925925925926,0.2222222222222222
1020,17:00,22:30,05:00+1d,development,781,143,106,80,37,22,0.5945945945945946,0.9861582060205776,-0.016449322689106732,-0.6086249394969491,0.5135135135135135,0.32432432432432434
1020,17:00,22:30,05:00+1d,reference_validation,410,64,44,21,13,7,0.5384615384615384,0.4077805040294566,-1.0718009151713022,-13.933411897226927,0.46153846153846156,0.3076923076923077
1020,17:00,22:30,05:00+1d,august,13,2,1,1,1,0,0.0,0.0,-2.016461490320853,-2.016461490320853,0.0,0.0
1050,17:30,23:00,05:30+1d,external,522,114,82,56,32,18,0.5625,0.8271014012156038,-0.36707083916372074,-11.746266853239064,0.53125,0.21875
1050,17:30,23:00,05:30+1d,development,781,136,98,65,30,13,0.43333333333333335,0.6001413522780968,-0.6472874525048778,-19.418623575146334,0.4,0.36666666666666664
1050,17:30,23:00,05:30+1d,reference_validation,410,63,46,20,10,5,0.5,0.4596393697487317,-0.8754747221396346,-8.754747221396347,0.5,0.4
1050,17:30,23:00,05:30+1d,august,13,2,1,1,1,0,0.0,0.0,-2.016461490320853,-2.016461490320853,0.0,0.0
1080,18:00,23:30,06:00+1d,external,522,105,77,48,20,13,0.65,1.4152502540551357,0.5198423986131132,10.396847972262265,0.65,0.15
1080,18:00,23:30,06:00+1d,development,781,148,110,70,30,14,0.4666666666666667,0.424337942840329,-1.2834988940278456,-38.504966820835364,0.36666666666666664,0.43333333333333335
1080,18:00,23:30,06:00+1d,reference_validation,410,67,47,26,10,8,0.8,1.0386402867308402,0.03710108585258147,0.3710108585258147,0.7,0.2
1080,18:00,23:30,06:00+1d,august,13,1,1,1,1,0,0.0,0.0,-2.016461490320853,-2.016461490320853,0.0,0.0
1110,18:30,00:00+1d,06:30+1d,external,522,100,75,47,21,15,0.7142857142857143,2.7438598457940033,1.3683895371870145,28.736180280927304,0.6190476190476191,0.23809523809523808
1110,18:30,00:00+1d,06:30+1d,development,782,126,94,55,27,13,0.48148148148148145,0.5525408990504198,-0.8966908289001536,-24.210652380304147,0.4074074074074074,0.37037037037037035
1110,18:30,00:00+1d,06:30+1d,reference_validation,410,74,48,22,8,7,0.875,2.3994266910792708,0.6761980050879722,5.409584040703778,0.75,0.125
1110,18:30,00:00+1d,06:30+1d,august,14,3,2,1,1,0,0.0,0.0,-2.016461490320853,-2.016461490320853,0.0,0.0
1140,19:00,00:30+1d,07:00+1d,external,522,84,61,40,20,14,0.7,3.041897113745046,1.4076505368528258,28.153010737056515,0.6,0.35
1140,19:00,00:30+1d,07:00+1d,development,782,117,82,45,20,9,0.45,0.35517948994454623,-1.5315681561954781,-30.631363123909562,0.4,0.4
1140,19:00,00:30+1d,07:00+1d,reference_validation,410,60,45,24,9,6,0.6666666666666666,0.5737637257313649,-0.7411346437302071,-6.670211793571864,0.5555555555555556,0.1111111111111111
1140,19:00,00:30+1d,07:00+1d,august,14,2,1,0,0,0,,,,0.0,,
1170,19:30,01:00+1d,07:30+1d,external,522,91,70,52,21,14,0.6666666666666666,2.0443545854999514,1.0019476555452436,21.040900766450115,0.6190476190476191,0.3333333333333333
1170,19:30,01:00+1d,07:30+1d,development,782,129,87,56,19,8,0.42105263157894735,0.2686616151402859,-1.7599292622783913,-33.438655983289436,0.42105263157894735,0.47368421052631576
1170,19:30,01:00+1d,07:30+1d,reference_validation,410,65,49,29,12,8,0.6666666666666666,1.1805275533407196,0.258512787492793,3.1021534499135157,0.5833333333333334,0.16666666666666666
1170,19:30,01:00+1d,07:30+1d,august,14,2,1,0,0,0,,,,0.0,,
1200,20:00,01:30+1d,08:00+1d,external,522,80,57,41,17,10,0.5882352941176471,1.2820391314040867,0.43449963109099166,7.386493728546858,0.4117647058823529,0.47058823529411764
1200,20:00,01:30+1d,08:00+1d,development,782,132,96,60,27,14,0.5185185185185185,0.6227635543668413,-0.5517653513062034,-14.89766448526749,0.4444444444444444,0.4074074074074074
1200,20:00,01:30+1d,08:00+1d,reference_validation,410,70,49,25,10,7,0.7,2.192636965518299,1.07943255808215,10.7943255808215,0.6,0.2
1200,20:00,01:30+1d,08:00+1d,august,14,2,1,0,0,0,,,,0.0,,
1230,20:30,02:00+1d,08:30+1d,external,522,81,62,37,20,12,0.6,2.327599590765325,1.2168349258479179,24.336698516958357,0.6,0.3
1230,20:30,02:00+1d,08:30+1d,development,782,134,100,63,27,11,0.4074074074074074,0.330522985994262,-1.3767732211269674,-37.17287697042812,0.4074074074074074,0.4074074074074074
1230,20:30,02:00+1d,08:30+1d,reference_validation,410,73,50,29,15,10,0.6666666666666666,1.4536360111005335,0.5766020294446176,8.649030441669264,0.6666666666666666,0.13333333333333333
1230,20:30,02:00+1d,08:30+1d,august,14,2,2,2,0,0,,,,0.0,,
1260,21:00,02:30+1d,09:00+1d,external,522,79,60,33,14,9,0.6428571428571429,1.4468060033281605,0.4757551581211054,6.660572213695476,0.42857142857142855,0.42857142857142855
1260,21:00,02:30+1d,09:00+1d,development,782,135,102,63,32,17,0.53125,0.6498294110283944,-0.5080746896673559,-16.25839006935539,0.5,0.375
1260,21:00,02:30+1d,09:00+1d,reference_validation,410,76,53,29,14,10,0.7142857142857143,2.5715952510705464,1.1781451523406827,16.494032132769558,0.6428571428571429,0.21428571428571427
1260,21:00,02:30+1d,09:00+1d,august,14,3,3,2,0,0,,,,0.0,,
1290,21:30,03:00+1d,09:30+1d,external,522,89,64,41,16,10,0.625,2.0838449836937096,1.235088368151492,19.76141389042387,0.5625,0.25
1290,21:30,03:00+1d,09:30+1d,development,782,139,104,72,28,13,0.4642857142857143,0.40608215646963186,-1.1661589813790465,-32.6524514786133,0.4642857142857143,0.32142857142857145
1290,21:30,03:00+1d,09:30+1d,reference_validation,410,74,54,32,15,9,0.6,1.1378720210319735,0.17251999136205995,2.5877998704308993,0.4666666666666667,0.26666666666666666
1290,21:30,03:00+1d,09:30+1d,august,14,1,1,0,0,0,,,,0.0,,
1320,22:00,03:30+1d,10:00+1d,external,522,94,67,41,16,10,0.625,0.8307422919448954,-0.2985224999168108,-4.776359998668973,0.5,0.1875
1320,22:00,03:30+1d,10:00+1d,development,782,136,98,70,31,16,0.5161290322580645,0.4075917575452895,-1.2350669341746026,-38.28707495941268,0.3548387096774194,0.5483870967741935
1320,22:00,03:30+1d,10:00+1d,reference_validation,410,78,54,32,19,13,0.6842105263157895,1.2981426618822731,0.2694758804441047,5.1200417284379895,0.631578947368421,0.15789473684210525
1320,22:00,03:30+1d,10:00+1d,august,14,2,2,0,0,0,,,,0.0,,
1350,22:30,04:00+1d,10:30+1d,external,522,105,79,46,20,12,0.6,1.310921768842869,0.46284095607654097,9.25681912153082,0.55,0.3
1350,22:30,04:00+1d,10:30+1d,development,782,148,109,74,38,19,0.5,0.8527622374988654,-0.20826038573646613,-7.913894657985713,0.47368421052631576,0.39473684210526316
1350,22:30,04:00+1d,10:30+1d,reference_validation,410,81,65,38,23,17,0.7391304347826086,2.0151061917326514,0.6474512270134793,14.891378221310024,0.6956521739130435,0.13043478260869565
1350,22:30,04:00+1d,10:30+1d,august,14,2,2,0,0,0,,,,0.0,,
1380,23:00,04:30+1d,11:00+1d,external,522,96,75,47,22,14,0.6363636363636364,1.5595530591063442,0.738371333442273,16.244169335730007,0.5909090909090909,0.2727272727272727
1380,23:00,04:30+1d,11:00+1d,development,782,148,110,68,26,13,0.5,0.627041183318777,-0.5034602810306876,-13.089967306797877,0.38461538461538464,0.46153846153846156
1380,23:00,04:30+1d,11:00+1d,reference_validation,410,78,55,31,20,15,0.75,1.967407633168083,0.6840896373294884,13.681792746589768,0.65,0.25
1380,23:00,04:30+1d,11:00+1d,august,14,1,1,0,0,0,,,,0.0,,
