partition,timeframe,bull_cross_ts,signal_ts,entry_ts,exit_ts,bars_cross_to_signal,entry_px,exit_px,return,mfe,mae,bars_held,hold_minutes,gross_pnl_usd,fee_sensitive_pnl_usd,exit_reason
external,5m,2020-01-15 09:45:00+00:00,2020-01-15 09:50:00+00:00,2020-01-15 09:55:00+00:00,2020-01-15 11:50:00+00:00,1,8738.0,8767.37,0.00336118104829497,0.008354314488441261,-0.0015060654612039093,23,115,1.680590524147485,1.280590524147485,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-15 20:50:00+00:00,2020-01-15 21:00:00+00:00,2020-01-15 21:05:00+00:00,2020-01-15 21:40:00+00:00,2,8834.67,8806.6,-0.0031772550644223463,0.003580212956454387,-0.003924311830549421,7,35,-1.5886275322111731,-1.988627532211173,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-16 06:00:00+00:00,2020-01-16 06:10:00+00:00,2020-01-16 06:15:00+00:00,2020-01-16 07:10:00+00:00,2,8702.24,8706.08,0.0004412656971077844,0.0037507584254168336,-0.00010342164775956064,11,55,0.2206328485538922,-0.17936715144610782,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-16 08:20:00+00:00,2020-01-16 08:30:00+00:00,2020-01-16 08:35:00+00:00,2020-01-16 08:45:00+00:00,2,8716.99,8698.16,-0.0021601493175970043,0.00019961018654379714,-0.002167032427477733,2,10,-1.0800746587985022,-1.480074658798502,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-16 11:45:00+00:00,2020-01-16 11:55:00+00:00,2020-01-16 12:00:00+00:00,2020-01-16 13:00:00+00:00,2,8730.74,8726.48,-0.00048793114902057066,0.0072193193245932985,-0.0036033600817341194,12,60,-0.24396557451028533,-0.6439655745102854,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-16 15:55:00+00:00,2020-01-16 16:05:00+00:00,2020-01-16 16:10:00+00:00,2020-01-16 16:15:00+00:00,2,8712.88,8692.0,-0.002396452149002304,0.00023987476012532483,-0.0026007473992525343,1,5,-1.198226074501152,-1.5982260745011518,REVERSAL_CUT
external,5m,2020-01-16 18:50:00+00:00,2020-01-16 19:00:00+00:00,2020-01-16 19:05:00+00:00,2020-01-16 20:15:00+00:00,2,8692.54,8700.2,0.0008812153869870443,0.00315903061705769,0.0,14,70,0.44060769349352213,0.04060769349352211,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-17 01:55:00+00:00,2020-01-17 02:05:00+00:00,2020-01-17 02:10:00+00:00,2020-01-17 04:10:00+00:00,2,8744.94,8786.17,0.004714726458957985,0.011269374060885351,-0.0027284349578157174,24,120,2.3573632294789926,1.9573632294789927,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-17 16:25:00+00:00,2020-01-17 16:30:00+00:00,2020-01-17 16:35:00+00:00,2020-01-17 17:05:00+00:00,1,8905.47,8876.89,-0.003209263520061234,0.00325642554519856,-0.004952012639422576,6,30,-1.604631760030617,-2.004631760030617,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-18 09:25:00+00:00,2020-01-18 09:30:00+00:00,2020-01-18 09:35:00+00:00,2020-01-18 11:05:00+00:00,1,8895.99,8886.3,-0.0010892548215545306,0.0029372784816530384,-0.0017974390708622723,18,90,-0.5446274107772653,-0.9446274107772653,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-18 19:55:00+00:00,2020-01-18 20:00:00+00:00,2020-01-18 20:05:00+00:00,2020-01-18 20:40:00+00:00,1,8919.76,8911.12,-0.0009686359274240219,0.0005863386458828668,-0.0010482344816452605,7,35,-0.48431796371201097,-0.884317963712011,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-19 21:10:00+00:00,2020-01-19 21:15:00+00:00,2020-01-19 21:20:00+00:00,2020-01-19 22:15:00+00:00,1,8717.53,8631.85,-0.009828472055731452,0.0049784744073149145,-0.009830766283568937,11,55,-4.914236027865726,-5.314236027865727,REVERSAL_CUT
external,5m,2020-01-19 23:30:00+00:00,2020-01-19 23:35:00+00:00,2020-01-19 23:40:00+00:00,2020-01-20 00:30:00+00:00,1,8712.2,8692.4,-0.002272675099286192,0.0031909276646540086,-0.007489497486283581,10,50,-1.136337549643096,-1.536337549643096,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-20 05:45:00+00:00,2020-01-20 06:00:00+00:00,2020-01-20 06:05:00+00:00,2020-01-20 06:15:00+00:00,3,8680.91,8670.72,-0.0011738400697622886,0.00010828357856507154,-0.0015470728299222802,2,10,-0.5869200348811443,-0.9869200348811443,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-20 14:45:00+00:00,2020-01-20 14:50:00+00:00,2020-01-20 14:55:00+00:00,2020-01-20 16:40:00+00:00,1,8668.0,8662.03,-0.0006887401938162618,0.004920396862021281,-0.0028841716658976058,21,105,-0.3443700969081309,-0.7443700969081309,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-21 03:00:00+00:00,2020-01-21 03:10:00+00:00,2020-01-21 03:15:00+00:00,2020-01-21 03:25:00+00:00,2,8675.1,8666.66,-0.0009728994478450659,0.0014870145589098716,-0.0012795241553411607,2,10,-0.48644972392253294,-0.886449723922533,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-21 10:50:00+00:00,2020-01-21 11:00:00+00:00,2020-01-21 11:05:00+00:00,2020-01-21 11:40:00+00:00,2,8675.01,8663.01,-0.001383283708030314,0.0010363100445993645,-0.0020922166083957583,7,35,-0.691641854015157,-1.091641854015157,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-21 20:25:00+00:00,2020-01-21 20:35:00+00:00,2020-01-21 20:40:00+00:00,2020-01-21 22:15:00+00:00,2,8689.0,8719.69,0.0035320520197952288,0.01163540108182759,-9.437219472896441e-05,19,95,1.7660260098976144,1.3660260098976145,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-22 04:35:00+00:00,2020-01-22 04:40:00+00:00,2020-01-22 04:45:00+00:00,2020-01-22 05:20:00+00:00,1,8735.88,8734.51,-0.00015682449850484836,0.0014949839054567704,-0.0006524814901301967,7,35,-0.07841224925242418,-0.4784122492524242,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-22 16:50:00+00:00,2020-01-22 16:55:00+00:00,2020-01-22 17:00:00+00:00,2020-01-22 18:10:00+00:00,1,8692.06,8678.0,-0.0016175682174305317,0.001373667462028605,-0.002883091004894034,14,70,-0.8087841087152658,-1.2087841087152658,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-22 23:55:00+00:00,2020-01-23 00:10:00+00:00,2020-01-23 00:15:00+00:00,2020-01-23 00:25:00+00:00,3,8674.03,8666.09,-0.0009153761285124462,8.761786620525847e-05,-0.0009257519284577853,2,10,-0.4576880642562231,-0.8576880642562231,REVERSAL_CUT
external,5m,2020-01-23 08:10:00+00:00,2020-01-23 08:20:00+00:00,2020-01-23 08:25:00+00:00,2020-01-23 08:40:00+00:00,2,8609.0,8550.76,-0.006765013358113525,0.001786502497386433,-0.008131025670809588,3,15,-3.3825066790567626,-3.7825066790567625,REVERSAL_CUT
external,5m,2020-01-23 20:30:00+00:00,2020-01-23 20:35:00+00:00,2020-01-23 20:40:00+00:00,2020-01-23 20:50:00+00:00,1,8377.04,8369.53,-0.0008964980470429484,0.0005920945823345569,-0.0011006274292592044,2,10,-0.4482490235214742,-0.8482490235214742,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-24 11:40:00+00:00,2020-01-24 11:50:00+00:00,2020-01-24 11:55:00+00:00,2020-01-24 15:10:00+00:00,2,8387.67,8460.0,0.008623372164140886,0.014762144910326569,-0.0019635965649578146,39,195,4.311686082070443,3.911686082070443,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-25 06:55:00+00:00,2020-01-25 07:00:00+00:00,2020-01-25 07:05:00+00:00,2020-01-25 07:35:00+00:00,1,8336.09,8332.0,-0.0004906376970498227,0.001427527773812276,-0.0007065662678784612,6,30,-0.24531884852491137,-0.6453188485249114,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-25 08:05:00+00:00,2020-01-25 08:10:00+00:00,2020-01-25 08:15:00+00:00,2020-01-25 09:10:00+00:00,1,8337.5,8349.03,0.0013829085457273127,0.006296851574213003,-0.0008683658170913766,11,55,0.6914542728636563,0.2914542728636563,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-25 14:05:00+00:00,2020-01-25 14:10:00+00:00,2020-01-25 14:15:00+00:00,2020-01-25 14:35:00+00:00,1,8353.08,8330.16,-0.002743898059158978,0.00022985533479857878,-0.00276305267039223,4,20,-1.371949029579489,-1.7719490295794889,REVERSAL_CUT
external,5m,2020-01-25 15:45:00+00:00,2020-01-25 15:50:00+00:00,2020-01-25 15:55:00+00:00,2020-01-25 16:35:00+00:00,1,8339.0,8332.31,-0.000802254466962582,0.0025182875644562674,-0.0008010552824080364,8,40,-0.401127233481291,-0.801127233481291,REVERSAL_CUT
external,5m,2020-01-26 03:45:00+00:00,2020-01-26 03:50:00+00:00,2020-01-26 03:55:00+00:00,2020-01-26 06:25:00+00:00,1,8381.07,8378.77,-0.0002744279668347449,0.0021393449762381334,-0.0032776244560658307,30,150,-0.13721398341737245,-0.5372139834173725,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-26 07:55:00+00:00,2020-01-26 08:00:00+00:00,2020-01-26 08:05:00+00:00,2020-01-26 09:25:00+00:00,1,8392.34,8412.0,0.00234261242990641,0.011398489575017212,0.0,16,80,1.171306214953205,0.771306214953205,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-27 05:50:00+00:00,2020-01-27 06:00:00+00:00,2020-01-27 06:05:00+00:00,2020-01-27 06:15:00+00:00,2,8651.53,8645.86,-0.0006553754075868667,0.0002854986343454602,-0.0014251814418951847,2,10,-0.32768770379343337,-0.7276877037934334,REVERSAL_CUT
external,5m,2020-01-27 11:15:00+00:00,2020-01-27 11:25:00+00:00,2020-01-27 11:30:00+00:00,2020-01-27 14:00:00+00:00,2,8646.12,8739.0,0.01074239080651207,0.016409672778078477,-0.0007205544220992843,30,150,5.371195403256035,4.971195403256035,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-28 11:10:00+00:00,2020-01-28 11:15:00+00:00,2020-01-28 11:20:00+00:00,2020-01-28 12:10:00+00:00,1,9089.97,9043.5,-0.005112228093161919,0.003899902859965554,-0.005783297414622912,10,50,-2.5561140465809595,-2.9561140465809594,REVERSAL_CUT
external,5m,2020-01-28 20:00:00+00:00,2020-01-28 20:10:00+00:00,2020-01-28 20:15:00+00:00,2020-01-28 21:35:00+00:00,2,9076.49,9059.14,-0.001911531880716022,0.005675101278137307,-0.001908226638270949,16,80,-0.955765940358011,-1.355765940358011,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-29 10:45:00+00:00,2020-01-29 10:50:00+00:00,2020-01-29 10:55:00+00:00,2020-01-29 11:10:00+00:00,1,9403.66,9309.15,-0.010050342100841658,0.004821526937383913,-0.013575565258633349,3,15,-5.025171050420829,-5.425171050420829,REVERSAL_CUT
external,5m,2020-01-29 14:40:00+00:00,2020-01-29 14:45:00+00:00,2020-01-29 14:50:00+00:00,2020-01-29 15:05:00+00:00,1,9340.42,9317.51,-0.0024527804959519894,0.000664852329980814,-0.002618725924530274,3,15,-1.2263902479759947,-1.6263902479759946,REVERSAL_CUT
external,5m,2020-01-29 16:30:00+00:00,2020-01-29 16:40:00+00:00,2020-01-29 16:45:00+00:00,2020-01-29 17:50:00+00:00,2,9343.83,9351.14,0.0007823344388755427,0.004307655426093904,0.0,13,65,0.39116721943777133,-0.008832780562228693,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-30 04:20:00+00:00,2020-01-30 04:30:00+00:00,2020-01-30 04:35:00+00:00,2020-01-30 05:45:00+00:00,2,9358.47,9327.16,-0.003345632352296901,0.0010183288507630284,-0.003362729164061995,14,70,-1.6728161761484506,-2.0728161761484505,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-30 12:10:00+00:00,2020-01-30 12:15:00+00:00,2020-01-30 12:20:00+00:00,2020-01-30 13:05:00+00:00,1,9394.0,9369.57,-0.002600596125186372,0.0013572493080689085,-0.0033904619970194227,9,45,-1.300298062593186,-1.7002980625931858,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-30 15:40:00+00:00,2020-01-30 15:45:00+00:00,2020-01-30 15:50:00+00:00,2020-01-30 16:30:00+00:00,1,9392.82,9381.5,-0.001205175868375985,0.010452664907876441,-0.0018971938139983324,8,40,-0.6025879341879925,-1.0025879341879924,REVERSAL_CUT
external,5m,2020-01-30 17:05:00+00:00,2020-01-30 17:15:00+00:00,2020-01-30 17:20:00+00:00,2020-01-30 19:30:00+00:00,2,9468.95,9486.93,0.0018988377803239587,0.008039962192217587,-0.0025293195127232826,26,130,0.9494188901619793,0.5494188901619793,DYNAMIC_DETERIORATION_CUT
external,5m,2020-01-31 16:00:00+00:00,2020-01-31 16:10:00+00:00,2020-01-31 16:15:00+00:00,2020-01-31 16:40:00+00:00,2,9350.0,9308.15,-0.0044759358288770645,0.0,-0.005026737967914419,5,25,-2.2379679144385323,-2.637967914438532,REVERSAL_CUT
external,5m,2020-01-31 18:25:00+00:00,2020-01-31 18:40:00+00:00,2020-01-31 18:45:00+00:00,2020-01-31 19:05:00+00:00,3,9323.95,9314.59,-0.0010038663870999276,0.0009706186755611412,-0.0010628542624102622,4,20,-0.5019331935499638,-0.9019331935499638,DYNAMIC_DETERIORATION_CUT
external,5m,2020-02-01 07:15:00+00:00,2020-02-01 07:25:00+00:00,2020-02-01 07:30:00+00:00,2020-02-01 08:05:00+00:00,2,9440.46,9423.33,-0.0018145302241626693,0.003023157769854512,-0.001821945117081003,7,35,-0.9072651120813346,-1.3072651120813346,REVERSAL_CUT
external,5m,2020-02-01 16:30:00+00:00,2020-02-01 16:45:00+00:00,2020-02-01 16:50:00+00:00,2020-02-01 18:00:00+00:00,3,9397.66,9388.71,-0.0009523647376049604,0.0034412821915243974,-0.001227965259436803,14,70,-0.4761823688024802,-0.8761823688024802,DYNAMIC_DETERIORATION_CUT
external,5m,2020-02-01 20:35:00+00:00,2020-02-01 20:45:00+00:00,2020-02-01 20:50:00+00:00,2020-02-01 21:05:00+00:00,2,9389.19,9382.0,-0.0007657742574173065,0.0001917098280042051,-0.0008637592806195471,3,15,-0.38288712870865327,-0.7828871287086533,REVERSAL_CUT
external,5m,2020-02-01 22:00:00+00:00,2020-02-01 22:05:00+00:00,2020-02-01 22:10:00+00:00,2020-02-01 22:40:00+00:00,1,9408.77,9357.89,-0.0054077206691205415,0.00034329673272903705,-0.005765897136395082,6,30,-2.7038603345602708,-3.1038603345602707,REVERSAL_CUT
external,5m,2020-02-02 06:20:00+00:00,2020-02-02 06:25:00+00:00,2020-02-02 06:30:00+00:00,2020-02-02 08:25:00+00:00,1,9333.46,9360.66,0.0029142461638020922,0.006699551934652437,0.0,23,115,1.4571230819010461,1.0571230819010462,DYNAMIC_DETERIORATION_CUT
external,5m,2020-02-03 01:30:00+00:00,2020-02-03 01:40:00+00:00,2020-02-03 01:45:00+00:00,2020-02-03 02:05:00+00:00,2,9574.36,9389.87,-0.019269173083109492,0.0013682376681050101,-0.02752037734114865,4,20,-9.634586541554746,-10.034586541554747,REVERSAL_CUT
external,5m,2020-02-03 05:40:00+00:00,2020-02-03 06:00:00+00:00,2020-02-03 06:05:00+00:00,2020-02-03 06:10:00+00:00,4,9416.2,9400.82,-0.0016333552813238006,0.00019646991355304344,-0.0016333552813238006,1,5,-0.8166776406619003,-1.2166776406619002,REVERSAL_CUT
external,5m,2020-02-03 19:35:00+00:00,2020-02-03 19:45:00+00:00,2020-02-03 19:50:00+00:00,2020-02-03 19:55:00+00:00,2,9316.28,9309.97,-0.000677308968816015,0.00015027457311278525,-0.000996105741776776,1,5,-0.3386544844080075,-0.7386544844080075,REVERSAL_CUT
external,5m,2020-02-04 00:10:00+00:00,2020-02-04 00:15:00+00:00,2020-02-04 00:20:00+00:00,2020-02-04 01:30:00+00:00,1,9344.85,9330.19,-0.0015687785250699804,0.0024773003311984176,-0.001802062098375079,14,70,-0.7843892625349902,-1.18438926253499,DYNAMIC_DETERIORATION_CUT
external,5m,2020-02-04 15:30:00+00:00,2020-02-04 15:35:00+00:00,2020-02-04 15:40:00+00:00,2020-02-04 17:10:00+00:00,1,9200.01,9212.12,0.0013163029170621954,0.004665212320421386,-5.217385633271565e-05,18,90,0.6581514585310977,0.25815145853109767,DYNAMIC_DETERIORATION_CUT
external,5m,2020-02-04 23:25:00+00:00,2020-02-04 23:30:00+00:00,2020-02-04 23:35:00+00:00,2020-02-05 00:05:00+00:00,1,9196.07,9187.37,-0.00094605630448652,0.0012537964587047146,-0.0012864190898937977,6,30,-0.47302815224326,-0.87302815224326,REVERSAL_CUT
external,5m,2020-02-05 02:45:00+00:00,2020-02-05 02:55:00+00:00,2020-02-05 03:00:00+00:00,2020-02-05 06:55:00+00:00,2,9230.0,9268.82,0.00420585048754063,0.007583965330444142,-0.0021863488624052074,47,235,2.102925243770315,1.702925243770315,DYNAMIC_DETERIORATION_CUT
external,5m,2020-02-06 04:10:00+00:00,2020-02-06 04:15:00+00:00,2020-02-06 04:20:00+00:00,2020-02-06 05:40:00+00:00,1,9661.98,9648.45,-0.001400334093011879,0.0011560777397594535,-0.0032860759388861904,16,80,-0.7001670465059395,-1.1001670465059394,DYNAMIC_DETERIORATION_CUT
external,5m,2020-02-06 09:50:00+00:00,2020-02-06 09:55:00+00:00,2020-02-06 10:00:00+00:00,2020-02-06 11:05:00+00:00,1,9667.99,9665.82,-0.00022445203191145957,0.003930496411353346,-0.0016518428339292734,13,65,-0.11222601595572979,-0.5122260159557298,DYNAMIC_DETERIORATION_CUT
