role,partition,dev_block,execution_start,parent_entry_ts,lane,component,H,L,R,entry_ts,entry_price,baseline_exit_ts,baseline_exit_price,baseline_exit_reason,baseline_pnl,baseline_pnl_5bps,intervention,signal_ts,candidate_exit_ts,candidate_exit_price,candidate_exit_reason,candidate_pnl,candidate_pnl_5bps,guard_entry_to_e20_min,guard_running_mae_R_to_e20,selection_scope
CENTRAL,reference_validation,,2025-07-21 18:00:00+00:00,2025-07-22 01:25:00+00:00,G_SHALLOW25,PARENT,199.48,191.42,8.060000000000002,2025-07-22 01:25:00+00:00,199.48,2025-07-22 02:00:00+00:00,202.704,TARGET,8.08101062763178,7.8310106276317795,False,,2025-07-22 02:00:00+00:00,202.704,TARGET,8.08101062763189,7.8310106276318905,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-07-22 18:00:00+00:00,2025-07-22 23:40:00+00:00,G_SHALLOW25,PARENT,205.17,196.89,8.280000000000001,2025-07-22 23:40:00+00:00,205.17,2025-07-22 23:50:00+00:00,204.85,FAILED_BREAK,-0.779841107374335,-1.029841107374335,False,,2025-07-22 23:50:00+00:00,204.85,FAILED_BREAK,-0.779841107374335,-1.029841107374335,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-07-25 18:00:00+00:00,2025-07-25 18:05:00+00:00,G_SHALLOW25,PARENT,181.31,176.14,5.170000000000016,2025-07-25 18:05:00+00:00,181.31,2025-07-25 20:25:00+00:00,183.378,TARGET,5.7029397165077045,5.4529397165077045,False,,2025-07-25 20:25:00+00:00,183.378,TARGET,5.7029397165075935,5.4529397165075935,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-07-26 18:00:00+00:00,2025-07-27 05:20:00+00:00,G_SHALLOW25,PARENT,187.91,185.32,2.5900000000000034,2025-07-27 05:20:00+00:00,187.91,2025-07-27 05:45:00+00:00,187.9,FAILED_BREAK,-0.026608482784296,-0.276608482784296,False,,2025-07-27 05:45:00+00:00,187.9,FAILED_BREAK,-0.02660848278429606,-0.27660848278429606,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-07-27 18:00:00+00:00,2025-07-27 22:10:00+00:00,G_SHALLOW25,PARENT,189.7,184.8,4.899999999999977,2025-07-27 22:10:00+00:00,189.7,2025-07-27 22:35:00+00:00,189.51,FAILED_BREAK,-0.5007907221929453,-0.7507907221929453,False,,2025-07-27 22:35:00+00:00,189.51,FAILED_BREAK,-0.5007907221929453,-0.7507907221929453,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-07-30 18:00:00+00:00,2025-07-31 04:35:00+00:00,G_SHALLOW25,PARENT,180.5,177.62,2.8799999999999955,2025-07-31 04:35:00+00:00,180.5,2025-07-31 04:45:00+00:00,180.39,FAILED_BREAK,-0.3047091412742841,-0.5547091412742842,False,,2025-07-31 04:45:00+00:00,180.39,FAILED_BREAK,-0.30470914127428417,-0.5547091412742842,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-03 18:00:00+00:00,2025-08-03 23:15:00+00:00,G_SHALLOW25,PARENT,162.65,160.27,2.3799999999999955,2025-08-03 23:15:00+00:00,162.65,2025-08-03 23:25:00+00:00,162.52,FAILED_BREAK,-0.3996311097448357,-0.6496311097448357,False,,2025-08-03 23:25:00+00:00,162.52,FAILED_BREAK,-0.39963110974483573,-0.6496311097448357,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-04 18:00:00+00:00,2025-08-05 01:05:00+00:00,G_SHALLOW25,PARENT,169.73,164.37,5.359999999999985,2025-08-05 01:05:00+00:00,169.73,2025-08-05 05:55:00+00:00,168.3,TIME,-4.212572909915668,-4.462572909915669,False,,2025-08-05 05:55:00+00:00,168.3,TIME,-4.212572909915668,-4.462572909915669,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-06 18:00:00+00:00,2025-08-06 18:00:00+00:00,G_SHALLOW25,PARENT,169.47,163.86,5.609999999999985,2025-08-06 18:00:00+00:00,169.47,2025-08-06 18:20:00+00:00,169.38,FAILED_BREAK,-0.265533722782818,-0.5155337227828181,False,,2025-08-06 18:20:00+00:00,169.38,FAILED_BREAK,-0.26553372278281806,-0.5155337227828181,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-07 18:00:00+00:00,2025-08-07 19:45:00+00:00,G_SHALLOW25,PARENT,171.68,166.93,4.75,2025-08-07 19:45:00+00:00,171.68,2025-08-07 21:25:00+00:00,173.58,TARGET,5.533550792171549,5.283550792171549,False,,2025-08-07 21:25:00+00:00,173.58,TARGET,5.533550792171549,5.283550792171549,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-08 18:00:00+00:00,2025-08-08 18:00:00+00:00,G_SHALLOW25,PARENT,179.3,174.12,5.180000000000007,2025-08-08 18:00:00+00:00,179.3,2025-08-09 05:20:00+00:00,181.372,TARGET,5.778025655326258,5.528025655326258,False,,2025-08-09 05:20:00+00:00,181.372,TARGET,5.778025655326258,5.528025655326258,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-09 18:00:00+00:00,2025-08-09 18:25:00+00:00,G_SHALLOW25,PARENT,181.9,178.79,3.1100000000000136,2025-08-09 18:25:00+00:00,181.9,2025-08-09 20:40:00+00:00,183.144,TARGET,3.4194612424408577,3.1694612424408577,True,2025-08-09 19:15:00+00:00,2025-08-09 19:20:00+00:00,182.16,A16_GUARDED_E10_FAIL,0.71467839472239,0.46467839472239003,45.0,0.2186495176848887,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-10 18:00:00+00:00,2025-08-10 18:30:00+00:00,G_SHALLOW25,PARENT,182.4,178.44,3.960000000000008,2025-08-10 18:30:00+00:00,182.4,2025-08-10 18:45:00+00:00,182.34,FAILED_BREAK,-0.1644736842105199,-0.4144736842105199,False,,2025-08-10 18:45:00+00:00,182.34,FAILED_BREAK,-0.1644736842105199,-0.4144736842105199,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-12 18:00:00+00:00,2025-08-12 18:05:00+00:00,G_SHALLOW25,PARENT,186.64,176.14,10.5,2025-08-12 18:05:00+00:00,186.64,2025-08-12 19:35:00+00:00,190.84,TARGET,11.251607372481764,11.001607372481764,False,,2025-08-12 19:35:00+00:00,190.84,TARGET,11.251607372481875,11.001607372481875,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-13 18:00:00+00:00,2025-08-13 23:35:00+00:00,G_SHALLOW25,PARENT,202.95,194.6,8.349999999999994,2025-08-13 23:35:00+00:00,202.95,2025-08-14 02:45:00+00:00,206.29,TARGET,8.22862774082289,7.978627740822891,False,,2025-08-14 02:45:00+00:00,206.29,TARGET,8.22862774082289,7.978627740822891,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-16 18:00:00+00:00,2025-08-16 23:45:00+00:00,G_SHALLOW25,PARENT,189.39,186.82,2.569999999999993,2025-08-16 23:45:00+00:00,189.39,2025-08-17 00:10:00+00:00,189.09,FAILED_BREAK,-0.7920164739426139,-1.042016473942614,True,2025-08-16 23:55:00+00:00,2025-08-17 00:00:00+00:00,189.53,A16_GUARDED_E10_FAIL,0.3696076878400012,0.1196076878400012,5.0,0.15175097276264102,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-18 18:00:00+00:00,2025-08-19 01:05:00+00:00,G_SHALLOW25,PARENT,185.6,180.45,5.150000000000006,2025-08-19 01:05:00+00:00,185.6,2025-08-19 03:40:00+00:00,180.2,REFERENCE_INVALIDATION,-14.54741379310348,-14.79741379310348,False,,2025-08-19 03:40:00+00:00,180.2,REFERENCE_INVALIDATION,-14.54741379310348,-14.79741379310348,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-20 18:00:00+00:00,2025-08-20 19:45:00+00:00,G_SHALLOW25,PARENT,186.3,177.44,8.860000000000014,2025-08-20 19:45:00+00:00,186.3,2025-08-20 21:20:00+00:00,186.04,FAILED_BREAK,-0.6977992485239226,-0.9477992485239226,False,,2025-08-20 21:20:00+00:00,186.04,FAILED_BREAK,-0.6977992485239226,-0.9477992485239226,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-22 18:00:00+00:00,2025-08-22 19:25:00+00:00,G_SHALLOW25,PARENT,198.11,180.11,18.0,2025-08-22 19:25:00+00:00,198.11,2025-08-22 19:40:00+00:00,197.92,FAILED_BREAK,-0.4795315733683858,-0.7295315733683858,False,,2025-08-22 19:40:00+00:00,197.92,FAILED_BREAK,-0.4795315733683858,-0.7295315733683858,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-23 18:00:00+00:00,2025-08-23 18:15:00+00:00,G_SHALLOW25,PARENT,203.91,201.04,2.8700000000000045,2025-08-23 18:15:00+00:00,203.91,2025-08-23 18:55:00+00:00,203.83,FAILED_BREAK,-0.1961649747437288,-0.4461649747437288,False,,2025-08-23 18:55:00+00:00,203.83,FAILED_BREAK,-0.19616497474372885,-0.44616497474372885,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-24 18:00:00+00:00,2025-08-24 18:10:00+00:00,G_SHALLOW25,PARENT,209.93,204.06,5.8700000000000045,2025-08-24 18:10:00+00:00,209.93,2025-08-24 19:35:00+00:00,207.78,FAILED_BREAK,-5.120754537226713,-5.370754537226713,False,,2025-08-24 19:35:00+00:00,207.78,FAILED_BREAK,-5.120754537226713,-5.370754537226713,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-26 18:00:00+00:00,2025-08-26 18:20:00+00:00,G_SHALLOW25,PARENT,194.18,188.31,5.8700000000000045,2025-08-26 18:20:00+00:00,194.18,2025-08-26 18:35:00+00:00,194.12,FAILED_BREAK,-0.1544958286126552,-0.4044958286126552,False,,2025-08-26 18:35:00+00:00,194.12,FAILED_BREAK,-0.1544958286126552,-0.4044958286126552,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-27 18:00:00+00:00,2025-08-27 18:10:00+00:00,G_SHALLOW25,PARENT,209.98,203.26,6.719999999999999,2025-08-27 18:10:00+00:00,209.98,2025-08-27 18:55:00+00:00,209.6,FAILED_BREAK,-0.9048480807695714,-1.1548480807695714,False,,2025-08-27 18:55:00+00:00,209.6,FAILED_BREAK,-0.9048480807695714,-1.1548480807695714,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-28 18:00:00+00:00,2025-08-29 00:15:00+00:00,G_SHALLOW25,PARENT,215.97,207.03,8.939999999999998,2025-08-29 00:15:00+00:00,215.97,2025-08-29 05:55:00+00:00,215.71,TIME,-0.6019354539982258,-0.8519354539982258,True,2025-08-29 00:30:00+00:00,2025-08-29 00:35:00+00:00,215.22,A16_GUARDED_E10_FAIL,-1.7363522711487667,-1.986352271148767,10.0,0.1565995525727076,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-30 18:00:00+00:00,2025-08-30 23:00:00+00:00,G_SHALLOW25,PARENT,201.59,198.13,3.460000000000008,2025-08-30 23:00:00+00:00,201.59,2025-08-30 23:25:00+00:00,202.974,TARGET,3.432709955850988,3.182709955850988,False,,2025-08-30 23:25:00+00:00,202.974,TARGET,3.4327099558509877,3.1827099558509877,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-08-31 18:00:00+00:00,2025-08-31 18:55:00+00:00,G_SHALLOW25,PARENT,205.54,201.39,4.150000000000006,2025-08-31 18:55:00+00:00,205.54,2025-08-31 19:10:00+00:00,205.35,FAILED_BREAK,-0.462197139242948,-0.712197139242948,False,,2025-08-31 19:10:00+00:00,205.35,FAILED_BREAK,-0.46219713924294803,-0.712197139242948,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-01 18:00:00+00:00,2025-09-02 02:45:00+00:00,G_SHALLOW25,PARENT,200.82,197.2,3.620000000000005,2025-09-02 02:45:00+00:00,200.82,2025-09-02 02:55:00+00:00,202.268,TARGET,3.605218603724758,3.355218603724758,False,,2025-09-02 02:55:00+00:00,202.268,TARGET,3.605218603724758,3.355218603724758,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-02 18:00:00+00:00,2025-09-02 18:50:00+00:00,G_SHALLOW25,PARENT,205.32,199.37,5.949999999999989,2025-09-02 18:50:00+00:00,205.32,2025-09-02 19:25:00+00:00,204.79,FAILED_BREAK,-1.290668225209457,-1.540668225209457,True,2025-09-02 19:10:00+00:00,2025-09-02 19:15:00+00:00,205.46,A16_GUARDED_E10_FAIL,0.3409312293006783,0.09093122930067832,15.0,0.12941176470587953,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-06 18:00:00+00:00,2025-09-07 01:45:00+00:00,G_SHALLOW25,PARENT,202.56,199.5,3.0600000000000023,2025-09-07 01:45:00+00:00,202.56,2025-09-07 02:05:00+00:00,202.34,FAILED_BREAK,-0.5430489731437782,-0.7930489731437782,False,,2025-09-07 02:05:00+00:00,202.34,FAILED_BREAK,-0.5430489731437782,-0.7930489731437782,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-07 18:00:00+00:00,2025-09-07 22:15:00+00:00,G_SHALLOW25,PARENT,205.45,201.63,3.819999999999993,2025-09-07 22:15:00+00:00,205.45,2025-09-07 22:25:00+00:00,204.93,FAILED_BREAK,-1.265514723777006,-1.515514723777006,False,,2025-09-07 22:25:00+00:00,204.93,FAILED_BREAK,-1.265514723777006,-1.515514723777006,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-08 18:00:00+00:00,2025-09-08 19:05:00+00:00,G_SHALLOW25,PARENT,216.89,212.97,3.919999999999988,2025-09-08 19:05:00+00:00,216.89,2025-09-09 00:35:00+00:00,212.93,REFERENCE_INVALIDATION,-9.129051592973337,-9.379051592973337,False,,2025-09-09 00:35:00+00:00,212.93,REFERENCE_INVALIDATION,-9.129051592973337,-9.379051592973337,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-09 18:00:00+00:00,2025-09-10 02:20:00+00:00,G_SHALLOW25,PARENT,218.47,211.66,6.810000000000002,2025-09-10 02:20:00+00:00,218.47,2025-09-10 03:30:00+00:00,218.09,FAILED_BREAK,-0.8696846248912871,-1.119684624891287,False,,2025-09-10 03:30:00+00:00,218.09,FAILED_BREAK,-0.8696846248912871,-1.119684624891287,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-10 18:00:00+00:00,2025-09-11 00:20:00+00:00,G_SHALLOW25,PARENT,224.98,221.39,3.5900000000000034,2025-09-11 00:20:00+00:00,224.98,2025-09-11 00:35:00+00:00,224.32,FAILED_BREAK,-1.4667970486265114,-1.7167970486265114,False,,2025-09-11 00:35:00+00:00,224.32,FAILED_BREAK,-1.4667970486265114,-1.7167970486265114,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-11 18:00:00+00:00,2025-09-11 22:20:00+00:00,G_SHALLOW25,PARENT,228.29,225.15,3.1399999999999864,2025-09-11 22:20:00+00:00,228.29,2025-09-11 22:35:00+00:00,228.16,FAILED_BREAK,-0.2847255683560146,-0.5347255683560146,False,,2025-09-11 22:35:00+00:00,228.16,FAILED_BREAK,-0.2847255683560146,-0.5347255683560146,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-12 18:00:00+00:00,2025-09-12 22:10:00+00:00,G_SHALLOW25,PARENT,241.76,237.85,3.9099999999999966,2025-09-12 22:10:00+00:00,241.76,2025-09-12 22:15:00+00:00,243.324,TARGET,3.2346128391793627,2.9846128391793627,False,,2025-09-12 22:15:00+00:00,243.324,TARGET,3.2346128391793627,2.9846128391793627,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-13 18:00:00+00:00,2025-09-13 21:15:00+00:00,G_SHALLOW25,PARENT,240.99,235.54,5.450000000000017,2025-09-13 21:15:00+00:00,240.99,2025-09-13 21:30:00+00:00,240.94,FAILED_BREAK,-0.1037387443462711,-0.3537387443462712,False,,2025-09-13 21:30:00+00:00,240.94,FAILED_BREAK,-0.10373874434627117,-0.3537387443462712,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-15 18:00:00+00:00,2025-09-16 01:20:00+00:00,G_SHALLOW25,PARENT,235.5,230.02,5.47999999999999,2025-09-16 01:20:00+00:00,235.5,2025-09-16 05:55:00+00:00,236.44,TIME,1.9957537154989824,1.7457537154989824,False,,2025-09-16 05:55:00+00:00,236.44,TIME,1.9957537154989824,1.7457537154989824,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-17 18:00:00+00:00,2025-09-17 18:00:00+00:00,G_SHALLOW25,PARENT,236.95,231.76,5.189999999999998,2025-09-17 18:00:00+00:00,236.95,2025-09-17 18:10:00+00:00,236.21,FAILED_BREAK,-1.5615108672715206,-1.8115108672715208,False,,2025-09-17 18:10:00+00:00,236.21,FAILED_BREAK,-1.5615108672715206,-1.8115108672715206,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-20 18:00:00+00:00,2025-09-21 03:00:00+00:00,G_SHALLOW25,PARENT,241.13,236.91,4.219999999999999,2025-09-21 03:00:00+00:00,241.13,2025-09-21 05:55:00+00:00,240.28,TIME,-1.76253473230209,-2.0125347323020906,False,,2025-09-21 05:55:00+00:00,240.28,TIME,-1.7625347323020901,-2.0125347323020906,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-26 18:00:00+00:00,2025-09-26 18:15:00+00:00,G_SHALLOW25,PARENT,201.99,193.18,8.810000000000002,2025-09-26 18:15:00+00:00,201.99,2025-09-26 18:35:00+00:00,201.95,FAILED_BREAK,-0.099014802713071,-0.349014802713071,False,,2025-09-26 18:35:00+00:00,201.95,FAILED_BREAK,-0.09901480271307106,-0.34901480271307106,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-27 18:00:00+00:00,2025-09-27 21:40:00+00:00,G_SHALLOW25,PARENT,203.66,200.75,2.9099999999999966,2025-09-27 21:40:00+00:00,203.66,2025-09-27 22:20:00+00:00,204.824,TARGET,2.857704016498097,2.607704016498097,False,,2025-09-27 22:20:00+00:00,204.824,TARGET,2.857704016498097,2.607704016498097,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-28 18:00:00+00:00,2025-09-28 18:40:00+00:00,G_SHALLOW25,PARENT,205.77,200.31,5.460000000000008,2025-09-28 18:40:00+00:00,205.77,2025-09-28 19:10:00+00:00,205.77,FAILED_BREAK,0.0,-0.25,False,,2025-09-28 19:10:00+00:00,205.77,FAILED_BREAK,0.0,-0.25,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-29 18:00:00+00:00,2025-09-29 20:05:00+00:00,G_SHALLOW25,PARENT,213.4,207.51,5.890000000000015,2025-09-29 20:05:00+00:00,213.4,2025-09-29 20:20:00+00:00,213.36,FAILED_BREAK,-0.0937207122773675,-0.3437207122773675,False,,2025-09-29 20:20:00+00:00,213.36,FAILED_BREAK,-0.09372071227736756,-0.34372071227736756,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-09-30 18:00:00+00:00,2025-09-30 19:50:00+00:00,G_SHALLOW25,PARENT,208.79,204.17,4.6200000000000045,2025-09-30 19:50:00+00:00,208.79,2025-09-30 20:05:00+00:00,208.33,FAILED_BREAK,-1.1015853249676244,-1.3515853249676244,False,,2025-09-30 20:05:00+00:00,208.33,FAILED_BREAK,-1.1015853249676244,-1.3515853249676244,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-01 18:00:00+00:00,2025-10-01 23:50:00+00:00,G_SHALLOW25,PARENT,220.89,217.26,3.629999999999996,2025-10-01 23:50:00+00:00,220.89,2025-10-01 23:55:00+00:00,222.342,TARGET,3.286703789216361,3.036703789216361,False,,2025-10-01 23:55:00+00:00,222.342,TARGET,3.286703789216361,3.036703789216361,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-02 18:00:00+00:00,2025-10-02 18:00:00+00:00,G_SHALLOW25,PARENT,230.3,222.53,7.77000000000001,2025-10-02 18:00:00+00:00,230.3,2025-10-02 19:10:00+00:00,233.408,TARGET,6.747720364741694,6.497720364741694,False,,2025-10-02 19:10:00+00:00,233.408,TARGET,6.747720364741583,6.497720364741583,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-04 18:00:00+00:00,2025-10-05 02:30:00+00:00,G_SHALLOW25,PARENT,229.4,224.0,5.400000000000006,2025-10-05 02:30:00+00:00,229.4,2025-10-05 02:45:00+00:00,229.13,FAILED_BREAK,-0.588491717524009,-0.838491717524009,False,,2025-10-05 02:45:00+00:00,229.13,FAILED_BREAK,-0.588491717524009,-0.838491717524009,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-05 18:00:00+00:00,2025-10-06 02:45:00+00:00,G_SHALLOW25,PARENT,231.92,228.21,3.70999999999998,2025-10-06 02:45:00+00:00,231.92,2025-10-06 03:05:00+00:00,231.92,FAILED_BREAK,0.0,-0.25,True,2025-10-06 02:50:00+00:00,2025-10-06 02:55:00+00:00,232.12,A16_GUARDED_E10_FAIL,0.43118316660917255,0.18118316660917255,0.0,0.22641509433961712,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-08 18:00:00+00:00,2025-10-08 18:10:00+00:00,G_SHALLOW25,PARENT,227.56,219.33,8.22999999999999,2025-10-08 18:10:00+00:00,227.56,2025-10-08 18:30:00+00:00,227.16,FAILED_BREAK,-0.8788890841975872,-1.1288890841975872,False,,2025-10-08 18:30:00+00:00,227.16,FAILED_BREAK,-0.8788890841975872,-1.1288890841975872,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-12 18:00:00+00:00,2025-10-12 19:15:00+00:00,G_SHALLOW25,PARENT,195.77,178.91,16.860000000000014,2025-10-12 19:15:00+00:00,195.77,2025-10-13 05:55:00+00:00,193.95,TIME,-4.6483117944527415,-4.898311794452742,False,,2025-10-13 05:55:00+00:00,193.95,TIME,-4.6483117944527415,-4.898311794452742,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-13 18:00:00+00:00,2025-10-13 18:00:00+00:00,G_SHALLOW25,PARENT,205.91,192.32,13.590000000000003,2025-10-13 18:00:00+00:00,205.91,2025-10-14 05:55:00+00:00,199.62,TIME,-15.273663250934876,-15.523663250934876,False,,2025-10-14 05:55:00+00:00,199.62,TIME,-15.273663250934877,-15.523663250934877,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-17 18:00:00+00:00,2025-10-17 18:35:00+00:00,G_SHALLOW25,PARENT,184.95,176.16,8.789999999999992,2025-10-17 18:35:00+00:00,184.95,2025-10-18 05:55:00+00:00,184.45,TIME,-1.3517166801838565,-1.6017166801838565,False,,2025-10-18 05:55:00+00:00,184.45,TIME,-1.3517166801838565,-1.6017166801838565,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-18 18:00:00+00:00,2025-10-18 19:05:00+00:00,G_SHALLOW25,PARENT,186.14,183.23,2.9099999999999966,2025-10-18 19:05:00+00:00,186.14,2025-10-18 19:15:00+00:00,185.89,FAILED_BREAK,-0.6715375523799194,-0.9215375523799194,False,,2025-10-18 19:15:00+00:00,185.89,FAILED_BREAK,-0.6715375523799194,-0.9215375523799194,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-19 18:00:00+00:00,2025-10-20 04:05:00+00:00,G_SHALLOW25,PARENT,192.15,189.59,2.5600000000000023,2025-10-20 04:05:00+00:00,192.15,2025-10-20 05:50:00+00:00,193.174,TARGET,2.664584959666927,2.414584959666927,False,,2025-10-20 05:50:00+00:00,193.174,TARGET,2.664584959666927,2.414584959666927,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-23 18:00:00+00:00,2025-10-24 00:50:00+00:00,G_SHALLOW25,PARENT,193.44,188.0,5.439999999999998,2025-10-24 00:50:00+00:00,193.44,2025-10-24 05:55:00+00:00,193.22,TIME,-0.56865177832921,-0.81865177832921,False,,2025-10-24 05:55:00+00:00,193.22,TIME,-0.56865177832921,-0.81865177832921,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-24 18:00:00+00:00,2025-10-24 19:05:00+00:00,G_SHALLOW25,PARENT,192.37,188.66,3.710000000000008,2025-10-24 19:05:00+00:00,192.37,2025-10-24 20:25:00+00:00,193.854,TARGET,3.8571502833082416,3.6071502833082416,False,,2025-10-24 20:25:00+00:00,193.854,TARGET,3.8571502833082416,3.6071502833082416,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-25 18:00:00+00:00,2025-10-25 18:10:00+00:00,G_SHALLOW25,PARENT,192.82,191.33,1.489999999999981,2025-10-25 18:10:00+00:00,192.82,2025-10-25 18:25:00+00:00,193.416,TARGET,1.5454828337309046,1.2954828337309046,False,,2025-10-25 18:25:00+00:00,193.416,TARGET,1.5454828337309046,1.2954828337309046,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-10-26 18:00:00+00:00,2025-10-26 22:00:00+00:00,G_SHALLOW25,PARENT,199.83,198.0,1.8300000000000125,2025-10-26 22:00:00+00:00,199.83,2025-10-26 22:05:00+00:00,200.562,TARGET,1.8315568232998287,1.5815568232998292,False,,2025-10-26 22:05:00+00:00,200.562,TARGET,1.8315568232998292,1.5815568232998292,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-11-01 18:00:00+00:00,2025-11-02 04:45:00+00:00,G_SHALLOW25,PARENT,187.0,183.58,3.4199999999999875,2025-11-02 04:45:00+00:00,187.0,2025-11-02 05:25:00+00:00,186.72,FAILED_BREAK,-0.7486631016042633,-0.9986631016042632,False,,2025-11-02 05:25:00+00:00,186.72,FAILED_BREAK,-0.7486631016042633,-0.9986631016042633,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-11-02 18:00:00+00:00,2025-11-02 21:20:00+00:00,G_SHALLOW25,PARENT,185.27,181.91,3.3600000000000136,2025-11-02 21:20:00+00:00,185.27,2025-11-02 22:05:00+00:00,185.2,FAILED_BREAK,-0.1889134776272838,-0.4389134776272838,True,2025-11-02 21:55:00+00:00,2025-11-02 22:00:00+00:00,185.4,A16_GUARDED_E10_FAIL,0.35083931559343196,0.10083931559343196,30.0,0.11309523809524474,FROZEN_OOS
CENTRAL,reference_validation,,2025-11-05 18:00:00+00:00,2025-11-05 18:15:00+00:00,G_SHALLOW25,PARENT,162.4,156.83,5.569999999999993,2025-11-05 18:15:00+00:00,162.4,2025-11-05 19:10:00+00:00,162.25,FAILED_BREAK,-0.461822660098532,-0.711822660098532,False,,2025-11-05 19:10:00+00:00,162.25,FAILED_BREAK,-0.461822660098532,-0.711822660098532,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-11-07 18:00:00+00:00,2025-11-07 18:05:00+00:00,G_SHALLOW25,PARENT,161.43,149.69,11.740000000000007,2025-11-07 18:05:00+00:00,161.43,2025-11-08 00:35:00+00:00,161.2,FAILED_BREAK,-0.7123830762560401,-0.96238307625604,False,,2025-11-08 00:35:00+00:00,161.2,FAILED_BREAK,-0.7123830762560401,-0.9623830762560401,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-11-09 18:00:00+00:00,2025-11-09 18:55:00+00:00,G_SHALLOW25,PARENT,163.93,159.16,4.77000000000001,2025-11-09 18:55:00+00:00,163.93,2025-11-09 19:30:00+00:00,165.83800000000002,TARGET,5.819557128042496,5.569557128042496,False,,2025-11-09 19:30:00+00:00,165.83800000000002,TARGET,5.819557128042496,5.569557128042496,,,FROZEN_OOS
CENTRAL,reference_validation,,2025-11-10 18:00:00+00:00,2025-11-11 01:15:00+00:00,G_SHALLOW25,PARENT,169.64,165.06,4.579999999999984,2025-11-11 01:15:00+00:00,169.64,2025-11-11 01:25:00+00:00,169.57,FAILED_BREAK,-0.206319264324406,-0.456319264324406,False,,2025-11-11 01:25:00+00:00,169.57,FAILED_BREAK,-0.20631926432440606,-0.45631926432440606,,,FROZEN_OOS
