role,partition,dev_block,execution_start,parent_entry_ts,lane,component,H,L,R,entry_ts,entry_price,baseline_exit_ts,baseline_exit_price,baseline_exit_reason,baseline_pnl,baseline_pnl_5bps,intervention,signal_ts,candidate_exit_ts,candidate_exit_price,candidate_exit_reason,candidate_pnl,candidate_pnl_5bps,guard_entry_to_e20_min,guard_running_mae_R_to_e20,selection_scope
CENTRAL,development,0.0,2022-01-18 18:00:00+00:00,2022-01-18 21:10:00+00:00,G_SHALLOW25,PARENT,137.82,134.24,3.579999999999984,2022-01-18 21:10:00+00:00,137.82,2022-01-18 21:15:00+00:00,139.25199999999998,TARGET,5.195182121607855,4.945182121607855,False,,2022-01-18 21:15:00+00:00,139.25199999999998,TARGET,5.195182121607855,4.945182121607855,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-01-24 18:00:00+00:00,2022-01-24 18:05:00+00:00,G_SHALLOW25,PARENT,90.14,80.83,9.310000000000002,2022-01-24 18:05:00+00:00,90.14,2022-01-24 18:25:00+00:00,89.29,FAILED_BREAK,-4.714887952074531,-4.964887952074531,False,,2022-01-24 18:25:00+00:00,89.29,FAILED_BREAK,-4.714887952074531,-4.964887952074531,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-01-25 18:00:00+00:00,2022-01-25 18:30:00+00:00,G_SHALLOW25,PARENT,97.92,90.5,7.420000000000002,2022-01-25 18:30:00+00:00,97.92,2022-01-25 18:45:00+00:00,97.63,FAILED_BREAK,-1.4808006535947935,-1.7308006535947935,False,,2022-01-25 18:45:00+00:00,97.63,FAILED_BREAK,-1.4808006535947937,-1.7308006535947937,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-01-26 18:00:00+00:00,2022-01-26 19:00:00+00:00,G_SHALLOW25,PARENT,101.97,97.43,4.539999999999992,2022-01-26 19:00:00+00:00,101.97,2022-01-26 19:05:00+00:00,103.786,TARGET,8.904579778366228,8.654579778366228,False,,2022-01-26 19:05:00+00:00,103.786,TARGET,8.904579778366228,8.654579778366228,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-01-28 18:00:00+00:00,2022-01-28 18:30:00+00:00,G_SHALLOW25,PARENT,92.7,88.16,4.540000000000006,2022-01-28 18:30:00+00:00,92.7,2022-01-28 18:40:00+00:00,92.01,FAILED_BREAK,-3.721682847896424,-3.971682847896424,False,,2022-01-28 18:40:00+00:00,92.01,FAILED_BREAK,-3.7216828478964237,-3.9716828478964237,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-01-31 18:00:00+00:00,2022-01-31 20:00:00+00:00,G_SHALLOW25,PARENT,98.77,91.13,7.640000000000001,2022-01-31 20:00:00+00:00,98.77,2022-01-31 20:10:00+00:00,97.89,FAILED_BREAK,-4.45479396577908,-4.70479396577908,False,,2022-01-31 20:10:00+00:00,97.89,FAILED_BREAK,-4.45479396577908,-4.70479396577908,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-02 18:00:00+00:00,2022-02-02 18:55:00+00:00,G_SHALLOW25,PARENT,109.63,103.54,6.089999999999989,2022-02-02 18:55:00+00:00,109.63,2022-02-02 20:05:00+00:00,108.94,FAILED_BREAK,-3.146948827875584,-3.396948827875584,False,,2022-02-02 20:05:00+00:00,108.94,FAILED_BREAK,-3.146948827875584,-3.396948827875584,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-03 18:00:00+00:00,2022-02-03 21:15:00+00:00,G_SHALLOW25,PARENT,99.2,95.76,3.4399999999999977,2022-02-03 21:15:00+00:00,99.2,2022-02-03 21:20:00+00:00,100.576,TARGET,6.935483870967762,6.685483870967762,False,,2022-02-03 21:20:00+00:00,100.576,TARGET,6.935483870967651,6.685483870967651,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-04 18:00:00+00:00,2022-02-04 23:45:00+00:00,G_SHALLOW25,PARENT,111.3,101.98,9.319999999999991,2022-02-04 23:45:00+00:00,111.3,2022-02-05 00:05:00+00:00,111.31,FAILED_BREAK,0.0449236298293298,-0.2050763701706701,False,,2022-02-05 00:05:00+00:00,111.31,FAILED_BREAK,0.04492362982932985,-0.20507637017067015,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-06 18:00:00+00:00,2022-02-07 03:15:00+00:00,G_SHALLOW25,PARENT,115.94,111.11,4.829999999999998,2022-02-07 03:15:00+00:00,115.94,2022-02-07 03:35:00+00:00,117.872,TARGET,8.331895808176615,8.081895808176615,False,,2022-02-07 03:35:00+00:00,117.872,TARGET,8.331895808176615,8.081895808176615,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-08 18:00:00+00:00,2022-02-08 20:40:00+00:00,G_SHALLOW25,PARENT,113.19,110.11,3.0799999999999983,2022-02-08 20:40:00+00:00,113.19,2022-02-08 23:30:00+00:00,114.422,TARGET,5.442176870748328,5.192176870748328,False,,2022-02-08 23:30:00+00:00,114.422,TARGET,5.442176870748328,5.192176870748328,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-09 18:00:00+00:00,2022-02-09 19:45:00+00:00,G_SHALLOW25,PARENT,115.12,112.36,2.760000000000005,2022-02-09 19:45:00+00:00,115.12,2022-02-09 20:00:00+00:00,115.0,FAILED_BREAK,-0.5211952744961779,-0.7711952744961779,False,,2022-02-09 20:00:00+00:00,115.0,FAILED_BREAK,-0.5211952744961779,-0.7711952744961779,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-12 18:00:00+00:00,2022-02-12 18:00:00+00:00,G_SHALLOW25,PARENT,97.74,93.45,4.289999999999992,2022-02-12 18:00:00+00:00,97.74,2022-02-12 18:10:00+00:00,99.456,TARGET,8.778391651319772,8.528391651319772,False,,2022-02-12 18:10:00+00:00,99.456,TARGET,8.778391651319883,8.528391651319883,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-14 18:00:00+00:00,2022-02-15 01:25:00+00:00,G_SHALLOW25,PARENT,97.92,95.23,2.6899999999999977,2022-02-15 01:25:00+00:00,97.92,2022-02-15 01:30:00+00:00,98.996,TARGET,5.494281045751559,5.244281045751559,False,,2022-02-15 01:30:00+00:00,98.996,TARGET,5.494281045751559,5.244281045751559,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-15 18:00:00+00:00,2022-02-15 22:40:00+00:00,G_SHALLOW25,PARENT,103.2,100.76,2.4399999999999977,2022-02-15 22:40:00+00:00,103.2,2022-02-15 23:35:00+00:00,104.176,TARGET,4.728682170542675,4.478682170542675,False,,2022-02-15 23:35:00+00:00,104.176,TARGET,4.728682170542675,4.478682170542675,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-16 18:00:00+00:00,2022-02-16 19:00:00+00:00,G_SHALLOW25,PARENT,100.23,98.11,2.1200000000000045,2022-02-16 19:00:00+00:00,100.23,2022-02-16 19:15:00+00:00,101.078,TARGET,4.230270378130285,3.980270378130285,False,,2022-02-16 19:15:00+00:00,101.078,TARGET,4.230270378130285,3.9802703781302853,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-20 18:00:00+00:00,2022-02-20 18:10:00+00:00,G_SHALLOW25,PARENT,91.5,87.37,4.129999999999996,2022-02-20 18:10:00+00:00,91.5,2022-02-20 18:40:00+00:00,93.152,TARGET,9.02732240437154,8.77732240437154,False,,2022-02-20 18:40:00+00:00,93.152,TARGET,9.02732240437154,8.77732240437154,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-22 18:00:00+00:00,2022-02-23 00:15:00+00:00,G_SHALLOW25,PARENT,87.6,83.71,3.890000000000001,2022-02-23 00:15:00+00:00,87.6,2022-02-23 00:25:00+00:00,87.51,FAILED_BREAK,-0.5136986301369495,-0.7636986301369495,False,,2022-02-23 00:25:00+00:00,87.51,FAILED_BREAK,-0.5136986301369495,-0.7636986301369495,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-02-24 18:00:00+00:00,2022-02-24 18:50:00+00:00,G_SHALLOW25,PARENT,86.8,80.17,6.629999999999996,2022-02-24 18:50:00+00:00,86.8,2022-02-24 19:35:00+00:00,89.452,TARGET,15.276497695852488,15.026497695852486,False,,2022-02-24 19:35:00+00:00,89.452,TARGET,15.276497695852488,15.026497695852486,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-01 18:00:00+00:00,2022-03-02 03:25:00+00:00,G_SHALLOW25,PARENT,102.02,96.03,5.989999999999995,2022-03-02 03:25:00+00:00,102.02,2022-03-02 03:40:00+00:00,104.416,TARGET,11.74279553028823,11.49279553028823,False,,2022-03-02 03:40:00+00:00,104.416,TARGET,11.74279553028823,11.49279553028823,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-08 18:00:00+00:00,2022-03-08 18:05:00+00:00,G_SHALLOW25,PARENT,84.37,81.3,3.0700000000000074,2022-03-08 18:05:00+00:00,84.37,2022-03-08 18:25:00+00:00,84.17,FAILED_BREAK,-1.185255422543552,-1.435255422543552,False,,2022-03-08 18:25:00+00:00,84.17,FAILED_BREAK,-1.1852554225435519,-1.4352554225435519,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-10 18:00:00+00:00,2022-03-10 22:35:00+00:00,G_SHALLOW25,PARENT,83.4,81.08,2.3200000000000074,2022-03-10 22:35:00+00:00,83.4,2022-03-10 22:45:00+00:00,83.23,FAILED_BREAK,-1.0191846522781822,-1.2691846522781822,False,,2022-03-10 22:45:00+00:00,83.23,FAILED_BREAK,-1.0191846522781822,-1.2691846522781822,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-12 18:00:00+00:00,2022-03-13 03:50:00+00:00,G_SHALLOW25,PARENT,82.38,80.83,1.5499999999999972,2022-03-13 03:50:00+00:00,82.38,2022-03-13 04:05:00+00:00,83.0,TARGET,3.763049283806774,3.513049283806774,False,,2022-03-13 04:05:00+00:00,83.0,TARGET,3.763049283806774,3.513049283806774,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-14 18:00:00+00:00,2022-03-14 22:50:00+00:00,G_SHALLOW25,PARENT,81.44,78.86,2.5799999999999983,2022-03-14 22:50:00+00:00,81.44,2022-03-15 05:55:00+00:00,79.84,TIME,-9.82318271119842,-10.07318271119842,False,,2022-03-15 05:55:00+00:00,79.84,TIME,-9.82318271119842,-10.07318271119842,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-15 18:00:00+00:00,2022-03-15 18:00:00+00:00,G_SHALLOW25,PARENT,82.84,79.9,2.9399999999999977,2022-03-15 18:00:00+00:00,82.84,2022-03-15 18:50:00+00:00,84.016,TARGET,7.098020280057904,6.848020280057904,False,,2022-03-15 18:50:00+00:00,84.016,TARGET,7.098020280057904,6.848020280057904,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-16 18:00:00+00:00,2022-03-16 19:10:00+00:00,G_SHALLOW25,PARENT,84.97,83.32,1.6500000000000057,2022-03-16 19:10:00+00:00,84.97,2022-03-16 19:15:00+00:00,85.63,TARGET,3.883723667176597,3.633723667176597,False,,2022-03-16 19:15:00+00:00,85.63,TARGET,3.8837236671765973,3.6337236671765973,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-17 18:00:00+00:00,2022-03-17 19:45:00+00:00,G_SHALLOW25,PARENT,90.76,88.65,2.1099999999999994,2022-03-17 19:45:00+00:00,90.76,2022-03-17 20:05:00+00:00,90.45,FAILED_BREAK,-1.7078007933010175,-1.9578007933010175,False,,2022-03-17 20:05:00+00:00,90.45,FAILED_BREAK,-1.7078007933010175,-1.9578007933010177,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-18 18:00:00+00:00,2022-03-19 00:50:00+00:00,G_SHALLOW25,PARENT,92.31,85.35,6.960000000000008,2022-03-19 00:50:00+00:00,92.31,2022-03-19 05:55:00+00:00,89.79,TIME,-13.649658758531023,-13.899658758531023,False,,2022-03-19 05:55:00+00:00,89.79,TIME,-13.649658758531025,-13.899658758531025,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-20 18:00:00+00:00,2022-03-20 20:10:00+00:00,G_SHALLOW25,PARENT,90.19,87.77,2.4200000000000017,2022-03-20 20:10:00+00:00,90.19,2022-03-20 20:20:00+00:00,89.87,FAILED_BREAK,-1.7740325978489735,-2.024032597848974,False,,2022-03-20 20:20:00+00:00,89.87,FAILED_BREAK,-1.7740325978489735,-2.024032597848974,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-21 18:00:00+00:00,2022-03-22 02:25:00+00:00,G_SHALLOW25,PARENT,90.1,87.39,2.7099999999999937,2022-03-22 02:25:00+00:00,90.1,2022-03-22 03:00:00+00:00,90.06,FAILED_BREAK,-0.2219755826858849,-0.4719755826858849,False,,2022-03-22 03:00:00+00:00,90.06,FAILED_BREAK,-0.2219755826858849,-0.4719755826858849,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-23 18:00:00+00:00,2022-03-24 05:35:00+00:00,G_SHALLOW25,PARENT,96.35,91.91,4.439999999999998,2022-03-24 05:35:00+00:00,96.35,2022-03-24 05:55:00+00:00,96.97,TIME,3.217436429683418,2.967436429683418,False,,2022-03-24 05:55:00+00:00,96.97,TIME,3.217436429683418,2.967436429683418,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-24 18:00:00+00:00,2022-03-24 19:05:00+00:00,G_SHALLOW25,PARENT,102.73,99.82,2.910000000000011,2022-03-24 19:05:00+00:00,102.73,2022-03-24 19:50:00+00:00,102.68,FAILED_BREAK,-0.2433563710697583,-0.4933563710697584,False,,2022-03-24 19:50:00+00:00,102.68,FAILED_BREAK,-0.24335637106975838,-0.4933563710697584,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-26 18:00:00+00:00,2022-03-26 20:20:00+00:00,G_SHALLOW25,PARENT,103.3,99.7,3.5999999999999943,2022-03-26 20:20:00+00:00,103.3,2022-03-27 05:55:00+00:00,101.47,TIME,-8.857696030977745,-9.107696030977747,False,,2022-03-27 05:55:00+00:00,101.47,TIME,-8.857696030977745,-9.107696030977747,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-03-27 18:00:00+00:00,2022-03-27 18:00:00+00:00,G_SHALLOW25,PARENT,102.0,100.1,1.9000000000000057,2022-03-27 18:00:00+00:00,102.0,2022-03-27 18:15:00+00:00,102.76,TARGET,3.7254901960784848,3.4754901960784848,False,,2022-03-27 18:15:00+00:00,102.76,TARGET,3.7254901960784848,3.4754901960784848,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-04-03 18:00:00+00:00,2022-04-03 22:00:00+00:00,G_SHALLOW25,PARENT,137.99,134.01,3.980000000000018,2022-04-03 22:00:00+00:00,137.99,2022-04-03 22:15:00+00:00,137.96,FAILED_BREAK,-0.1087035292412497,-0.3587035292412497,False,,2022-04-03 22:15:00+00:00,137.96,FAILED_BREAK,-0.10870352924124971,-0.3587035292412497,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-04-04 18:00:00+00:00,2022-04-05 03:25:00+00:00,G_SHALLOW25,PARENT,133.75,125.69,8.060000000000002,2022-04-05 03:25:00+00:00,133.75,2022-04-05 03:40:00+00:00,133.39,FAILED_BREAK,-1.345794392523414,-1.595794392523414,False,,2022-04-05 03:40:00+00:00,133.39,FAILED_BREAK,-1.345794392523414,-1.595794392523414,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-04-06 18:00:00+00:00,2022-04-06 18:00:00+00:00,G_SHALLOW25,PARENT,119.39,114.39,5.0,2022-04-06 18:00:00+00:00,119.39,2022-04-06 18:10:00+00:00,118.04,FAILED_BREAK,-5.653739844208028,-5.903739844208028,False,,2022-04-06 18:10:00+00:00,118.04,FAILED_BREAK,-5.653739844208028,-5.903739844208028,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-04-07 18:00:00+00:00,2022-04-07 18:35:00+00:00,G_SHALLOW25,PARENT,117.53,111.66,5.8700000000000045,2022-04-07 18:35:00+00:00,117.53,2022-04-07 18:45:00+00:00,117.09,FAILED_BREAK,-1.8718625031906575,-2.121862503190658,False,,2022-04-07 18:45:00+00:00,117.09,FAILED_BREAK,-1.8718625031906577,-2.121862503190658,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-04-09 18:00:00+00:00,2022-04-09 23:25:00+00:00,G_SHALLOW25,PARENT,111.75,109.2,2.549999999999997,2022-04-09 23:25:00+00:00,111.75,2022-04-09 23:30:00+00:00,112.77,TARGET,4.563758389261707,4.313758389261707,False,,2022-04-09 23:30:00+00:00,112.77,TARGET,4.563758389261707,4.313758389261707,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-04-10 18:00:00+00:00,2022-04-10 18:00:00+00:00,G_SHALLOW25,PARENT,114.87,110.56,4.310000000000002,2022-04-10 18:00:00+00:00,114.87,2022-04-10 18:50:00+00:00,114.84,FAILED_BREAK,-0.1305823974928066,-0.3805823974928066,False,,2022-04-10 18:50:00+00:00,114.84,FAILED_BREAK,-0.13058239749280665,-0.38058239749280665,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-04-13 18:00:00+00:00,2022-04-14 01:20:00+00:00,G_SHALLOW25,PARENT,105.97,102.46,3.510000000000005,2022-04-14 01:20:00+00:00,105.97,2022-04-14 03:10:00+00:00,105.8,FAILED_BREAK,-0.8021138057940913,-1.0521138057940913,False,,2022-04-14 03:10:00+00:00,105.8,FAILED_BREAK,-0.8021138057940913,-1.0521138057940913,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-04-18 18:00:00+00:00,2022-04-18 18:00:00+00:00,G_SHALLOW25,PARENT,101.18,97.01,4.170000000000002,2022-04-18 18:00:00+00:00,101.18,2022-04-18 18:15:00+00:00,101.11,FAILED_BREAK,-0.3459181656454424,-0.5959181656454424,False,,2022-04-18 18:15:00+00:00,101.11,FAILED_BREAK,-0.3459181656454424,-0.5959181656454424,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-04-19 18:00:00+00:00,2022-04-19 22:35:00+00:00,G_SHALLOW25,PARENT,108.56,105.27,3.2900000000000063,2022-04-19 22:35:00+00:00,108.56,2022-04-20 05:55:00+00:00,107.97,TIME,-2.717391304347838,-2.9673913043478386,False,,2022-04-20 05:55:00+00:00,107.97,TIME,-2.717391304347838,-2.9673913043478386,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-04-22 18:00:00+00:00,2022-04-22 19:15:00+00:00,G_SHALLOW25,PARENT,101.57,99.17,2.3999999999999915,2022-04-22 19:15:00+00:00,101.57,2022-04-23 04:25:00+00:00,98.73,REFERENCE_INVALIDATION,-13.980506054937448,-14.230506054937448,False,,2022-04-23 04:25:00+00:00,98.73,REFERENCE_INVALIDATION,-13.980506054937447,-14.230506054937447,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-04-25 18:00:00+00:00,2022-04-25 18:45:00+00:00,G_SHALLOW25,PARENT,99.23,96.18,3.049999999999997,2022-04-25 18:45:00+00:00,99.23,2022-04-25 18:50:00+00:00,100.45,TARGET,6.147334475461008,5.897334475461008,False,,2022-04-25 18:50:00+00:00,100.45,TARGET,6.147334475461008,5.897334475461008,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-04-28 18:00:00+00:00,2022-04-28 18:00:00+00:00,G_SHALLOW25,PARENT,100.12,96.23,3.890000000000001,2022-04-28 18:00:00+00:00,100.12,2022-04-29 05:55:00+00:00,97.52,TIME,-12.98441869756295,-13.23441869756295,False,,2022-04-29 05:55:00+00:00,97.52,TIME,-12.98441869756295,-13.23441869756295,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-05-04 18:00:00+00:00,2022-05-04 18:45:00+00:00,G_SHALLOW25,PARENT,88.31,86.24,2.0700000000000074,2022-05-04 18:45:00+00:00,88.31,2022-05-04 18:50:00+00:00,89.138,TARGET,4.688030800588883,4.438030800588883,False,,2022-05-04 18:50:00+00:00,89.138,TARGET,4.688030800588883,4.438030800588883,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-05-09 18:00:00+00:00,2022-05-10 05:45:00+00:00,G_SHALLOW25,PARENT,71.76,64.83,6.930000000000007,2022-05-10 05:45:00+00:00,71.76,2022-05-10 05:55:00+00:00,70.93,TIME,-5.783166109253058,-6.033166109253058,False,,2022-05-10 05:55:00+00:00,70.93,TIME,-5.783166109253058,-6.033166109253058,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-05-12 18:00:00+00:00,2022-05-13 03:05:00+00:00,G_SHALLOW25,PARENT,49.36,42.94,6.420000000000002,2022-05-13 03:05:00+00:00,49.36,2022-05-13 03:20:00+00:00,49.09,FAILED_BREAK,-2.7350081037276763,-2.9850081037276768,False,,2022-05-13 03:20:00+00:00,49.09,FAILED_BREAK,-2.7350081037276763,-2.9850081037276768,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-05-14 18:00:00+00:00,2022-05-14 18:00:00+00:00,G_SHALLOW25,PARENT,48.94,45.75,3.1899999999999977,2022-05-14 18:00:00+00:00,48.94,2022-05-14 18:10:00+00:00,50.216,TARGET,13.036371066612151,12.786371066612151,False,,2022-05-14 18:10:00+00:00,50.216,TARGET,13.036371066612261,12.786371066612261,,,DEVELOPMENT_FROZEN_WINNER
CENTRAL,development,0.0,2022-05-15 18:00:00+00:00,2022-05-15 18:10:00+00:00,G_SHALLOW25,PARENT,54.78,52.16,2.6200000000000045,2022-05-15 18:10:00+00:00,54.78,2022-05-15 18:30:00+00:00,54.76,FAILED_BREAK,-0.1825483753195023,-0.4325483753195023,True,2022-05-15 18:20:00+00:00,2022-05-15 18:25:00+00:00,54.95,A16_GUARDED_E10_FAIL,1.5516611902154365,1.3016611902154365,5.0,0.14885496183206104,DEVELOPMENT_FROZEN_WINNER
