i,period,date,parent_pnl,parent_win,parent_mfe_r,parent_mae_r,failure_to_develop,developed_05r,sf68_pnl,sf9_pnl,ret6h,ret12h,ret24h,ret48h,ret72h,sun_pre16_ret,sat_day_ret,fri_day_ret,thu_day_ret,sat18_to_sun12_ret,sun12_to16_ret,prior24_range,prior24_close_loc,prior24_taker,pre_close_vs_ema7,pre_close_vs_ema20,pre_ema_spread,ret30m,ret60m,ret120m,ret240m,ret480m,taker30,taker60,taker120,taker240,range_pos2h,range_pos4h,range_pos8h,ema7_slope30,ema20_slope60,last_green,last_body_ratio,last_upper_wick_ratio,last_lower_wick_ratio,last_wick_dominant,last_upper_gt_lower,last3_up
10,D,2024-02-11,-7.649805624526015,False,0.3211640266607696,1.06485762074447,True,False,-7.649805624526015,-7.649805624526015,0.007690342788707172,0.005515569994463565,0.022385697625263656,0.032087270169539606,0.07680862726672699,0.018821153528622236,-0.00031743075777068697,0.049048729048729145,0.04210767404898563,0.030213813613923834,-0.003319610344427737,0.03765447387075005,0.732649126786119,0.000211941754166131,-5.3772215892311515e-05,-0.0007491471509092351,-0.0006954123288789305,-0.0005503063025645849,-0.0008511610043699935,-0.0018064692755042078,-0.003319610344427737,0.008528650608216504,-0.1618179156376689,-0.09939362061178747,-0.09599033308052973,-0.06322047757439475,0.2666002656042555,0.2666002656042555,0.5554403168018097,-0.0010685878969510787,-0.0006034677646210573,True,0.6661891117478926,0.030085959885367854,0.3037249283667395,False,False,False
11,D,2024-02-18,-4.115703573975951,False,0.35136579150071445,0.9260397753243974,True,False,-4.115703573975951,-4.115703573975951,0.009969438748859805,0.005335320012494371,0.0010451238500741589,-0.001264361391491331,-0.002729017072715334,0.016427753193358985,-0.02084841826670991,-0.004378978608020279,0.013402139769047583,-0.003110624230796777,0.004287062644993789,0.028856310775457805,0.8010947656517297,0.003868243735044514,0.0008482435902699148,0.0017548621608034498,0.000905850188916979,0.0018037699371677984,0.0022164758034726173,0.005249506767518453,0.0042851162466182036,0.002088558759086645,0.13657494446042517,0.04364717569729781,0.09094993259163187,-0.0037560504031443065,0.9589385474860417,0.9630560442322266,0.965179378956891,0.0010425785557992562,0.0011263650619255383,True,0.5428571428572389,0.3230769230768591,0.1340659340659021,False,True,True
12,D,2024-02-25,1.1471846780681167,True,0.4609401629946386,0.5760368663594465,False,False,1.1471846780681167,1.1471846780681167,9.683710642915955e-06,0.001792740564829698,0.012115925552037998,0.012423529411764722,-0.005391661128608227,0.007583178846716665,0.0031104351281463494,-0.008256424791405426,0.0027213479821535103,0.010330255125997834,-0.00012393493415963075,0.0185296649132336,0.6654322293937124,-0.013598097443622273,-0.0009325924934426855,-0.0017514171129496825,-0.0008195889620207231,-0.0024670941417623826,-0.002382291056844621,-0.0031450001447974607,-0.00012393493415963075,0.0022516576859170634,-0.18615547126420728,-0.13453274622108258,-0.13396592288111042,-0.03477613653364919,0.11014070839397017,0.09368551382582542,0.34709890563699675,-0.0015344107319920086,-0.0006799891403278524,True,0.05785123966942149,0.6247933884298001,0.31735537190077834,True,True,False
13,D,2024-03-03,-7.750000000000006,False,0.053748979754012334,1.2182715949847607,True,False,-7.750000000000006,-7.750000000000006,-0.003323209612739353,-0.004312975743346437,-0.005876492096964503,-0.005125847047434573,-0.019351422014628028,-0.00436924477943057,0.007202797202797262,-0.011977106277134886,-0.004716113628113083,0.001550277549690282,-0.006808407827977758,0.015277268318131032,0.34446697257496894,-0.019957316819949854,-0.00034513039968220305,-0.0006065252731236592,-0.00026148511990542467,0.0010584913900169024,0.00034554922859797443,-0.004280819152749804,-0.006808407827977758,-0.002212009903072798,0.11340839048885965,0.02651325551277517,-0.10475102365848654,-0.08536609856964328,0.5287469287469335,0.4174317858528407,0.38350956397766905,0.0010185338100030528,-0.0013556813547660473,False,0.316053511705653,0.17642140468226422,0.5075250836120828,True,False,False
14,D,2024-03-10,12.19609973468022,True,2.8011264734158727,0.27153933817331793,False,True,12.19609973468022,1.2500000000000018,0.012317416260441139,0.019587689158564237,0.02000675765611737,0.03647867729680576,0.04504808275899275,0.023102992957746427,0.00436610441222629,0.007341644759986332,0.003080601886180201,0.018594656711211188,0.00348526819440953,0.026528031060650603,0.9639095243375065,-0.01429655176475421,0.0014204544270901565,0.00266859298199984,0.0012463681457592912,0.0018849626814743115,0.004390039449862382,0.004740244677310379,0.00348526819440953,0.019513157894736732,0.04186783755427381,0.05542136969865408,0.05206719846113228,0.004080890920191038,0.8682719546742084,0.9034411153960159,0.9544596012591775,0.0012054816996851514,0.0018891528928588475,True,0.5204778156996501,0.3703071672355219,0.10921501706482806,False,True,True
15,D,2024-03-17,-7.750000000000006,False,0.25669951390212237,1.1169433698550644,True,False,-7.750000000000006,-7.750000000000006,0.0023553188189071594,-0.009125785480026738,-0.036528629412820535,-0.008392106384436882,-0.09300725220277828,-0.024564925881689126,0.00413807514756237,-0.04841903321570595,-0.022540748000240973,-0.03038056765306385,0.002531962067261917,0.07206187131930397,0.429787416976549,-0.027869943591526853,0.0044776329775346735,0.009488444585294298,0.00498847504737987,0.010840528206179645,0.013370665229418988,0.023877391854120633,0.0025334721069540933,0.01970021478887274,0.07550566542166326,0.05097066834587838,0.030643831160123813,-0.020639451015769694,0.8945508231925566,0.8945508231925566,0.8945508231925566,0.008100685832492571,0.005530845628136216,True,0.22755417956656346,0.7297213622290931,0.042724458204343375,True,True,True
16,D,2024-03-24,-7.670065131609785,False,0.7223228274360616,1.208247104199803,False,True,-7.670065131609785,1.3299348683902228,0.015231117751964174,0.003923733204592272,0.011187355686363754,-0.009176024279210826,-0.030307665576117415,-0.0061174601048445965,0.03767374273439472,-0.052840864040356705,0.05866822511316161,-0.001503904247286636,0.01596881855949217,0.03490959230359447,0.6612657091561952,0.0020264001366432876,0.004310376886027534,0.008467713908747898,0.004139494242417996,0.008329742926899364,0.010378400794743836,0.016058932547815097,0.015970399368901544,0.011373739564133123,0.1684960122110013,0.10819167852441547,0.11449256665383811,0.08264114328497452,0.9816302186878739,0.9816302186878739,0.9845629510825992,0.0043573788963424676,0.00661222661322558,True,0.761791518034095,0.09155766944113468,0.1466508125247704,False,False,True
17,D,2024-03-31,-7.750000000000006,False,0.1441934710821007,1.0572833950048028,True,False,-7.750000000000006,-7.750000000000006,0.004015084041289807,0.006903827379981076,0.004486783125011717,0.004902934188965924,-0.004004253457349893,0.0014521619416829612,0.014455684063363172,-0.02134161423961589,0.020838353420898237,0.001089933805067167,0.0024183297136768367,0.014062077807097895,0.7817865903515964,0.010532616906955446,-0.00043493662577287484,-0.00042693176529973176,8.008343594934075e-06,-0.001574099044753141,-0.00036096209187475026,0.0007170121081152558,0.0024197582236866744,0.00598510374179817,-0.2558816448754453,0.004311058581919269,0.012275621295791517,0.054138689729286815,0.3628264208909549,0.5077242333410323,0.7209879769994815,-0.0008487764075455484,0.0005816333595278778,True,0.5634743875279775,0.12917594654764167,0.30734966592438084,False,False,False
18,D,2024-04-07,1.062683115989905,True,0.6341367856685535,0.921605276675825,False,True,1.062683115989905,1.062683115989905,0.0027283495865633167,0.016245682684237206,0.021936106201456695,0.03467506732986636,0.04924467741399763,0.020088125900853848,0.002623930303230937,0.0022847753427162054,0.023813155299706956,0.02150523369197499,0.0028889639269129574,0.03369122547204739,0.8674285714285689,0.0013119294123320117,-4.8019733955850796e-05,0.0006823130835402758,0.0007303678895680399,5.611954902895455e-05,0.0018899394959872584,0.0036145396046964873,0.002887516721189254,0.007077235183306607,0.07460673258884487,0.11110579543329768,0.06500239878216241,0.008323631110980001,0.7686802175780068,0.8219872218550255,0.6275163640854552,0.0006516647453889135,0.0012094577839274478,False,0.2787356321840102,0.050287356321834877,0.6709770114941549,True,False,False
19,D,2024-04-14,11.799729740203384,True,2.0792366425737008,0.3699201034580435,False,True,11.799729740203384,11.799729740203384,0.02261865321605261,0.043405689627565414,-0.04013141058069425,-0.08917634501512106,-0.09265567554339116,-0.04356528120621794,-0.02081745530562029,-0.016806542776398037,0.0074774956141612225,-0.051783111701536155,0.00872344384488244,0.1391643267256193,0.5853761368427393,-0.02395451091695193,-0.0007599941589367942,-0.0007998941026168271,-3.993029046756025e-05,-0.004814567421684179,0.0009635391210847111,-0.001882918663174138,0.00872344384488244,0.013022374993522545,-0.1545566422194654,-0.024643872805702682,-0.07406674090503151,-0.03091958481382262,0.42441243366186726,0.613560012216227,0.8620789884823605,-0.0012391148565492616,0.0009543546419530369,True,0.38913362701909787,0.3318649045521149,0.27900146842878715,True,True,False
20,D,2024-04-21,0.2634379647475298,True,0.7521739742962139,0.8335109024502708,False,True,0.2634379647475298,1.2914297476254917,-0.0058108627744764,0.0031581046425530612,0.018651070215424337,0.004596110411916099,0.05840945824505783,0.0028759567849243606,0.011297783890225954,0.007653543307086563,0.055415110552655245,0.023464439782368895,-0.002069826663550156,0.03849693251533748,0.6781122930956595,-0.0176110110376966,-0.0007669443752112981,-0.0015074827705976457,-0.0007411067830650486,-0.0013941550128028224,-0.0032990425404471058,-0.0019316954934281982,-0.002069826663550156,0.0025165258040447114,0.01653356470499845,-0.06453180313563811,-0.045749373047118014,-0.032155437722158786,0.09994086339444848,0.09518445508308182,0.19883459415252563,-0.001343619089863246,-0.0006841819684085815,False,0.01992753623185612,0.7844202898550632,0.19565217391308073,True,True,False
21,D,2024-04-28,7.123449824019988,True,1.3023173171859415,0.33225356533203176,False,True,7.123449824019988,7.123449824019988,-0.0037797601354204735,0.00677796205795822,0.010760334540213634,-0.010983924827211222,-0.003941823687857671,0.015387608271357767,-0.014553968478448698,-0.011841320712528858,-0.005709309973228938,0.01657734928089405,-0.0021186905489476437,0.02713487629688749,0.6045882352941193,-0.02520827077214947,-0.0010190400331248073,-0.0021592999319873796,-0.001141423054650037,-0.002729745771869574,-0.003215242818143005,-0.004035297908214219,-0.0021186905489476437,0.0014862393112657912,-0.18748457338127844,-0.14810813404580514,-0.12512518429721864,-0.05067528056075321,0.10773006134969683,0.10773006134969683,0.22108922363847383,-0.0019906248685888084,-0.0013194141889731892,False,0.6173228346456234,0.0015748031495833828,0.38110236220479315,False,False,True
22,D,2024-05-05,-7.750000000000006,False,0.13300343990668706,1.1276671398671008,True,False,-7.750000000000006,-7.750000000000006,0.008236718113808994,-0.0032858518860758856,0.007850310401621652,0.074996748305318,0.10094525349193662,-0.00038012123039909973,0.03266499162207359,0.04510825710469035,0.034504407971000406,-0.01670352333151115,0.0050807037493287854,0.027292982986647063,0.4704064376931579,-0.009438451470841642,-0.0008898476954881662,-0.0003193964681791339,0.0005709592941212094,-0.0021700238796703575,-0.0009011399263074704,0.004650714893496,0.005123564130628644,0.0025157529930686096,-0.08809472509585259,-0.028024767928120475,0.09285991077407951,0.04768983424364204,0.5205569205569134,0.6616576118367763,0.7337638712024704,-7.779618337022676e-05,0.0013380722286693292,False,0.11232279171213108,0.7175572519083945,0.17011995637947439,True,True,False
23,D,2024-05-12,-0.5940303459258807,False,0.19449815964015357,0.951660068708647,True,False,-0.5940303459258807,-0.5940303459258807,0.0022561983878197633,0.0008231383872718823,0.004484577988868477,-0.03154799871796088,-0.004199452798574588,-0.0020225637671680285,0.0020036796930422707,-0.012850888613233025,-0.009400968613773597,0.005603943015326518,-0.000476538268806892,0.0175203449793655,0.5701737816395945,0.009023702894921817,0.0009258339049493802,0.0018970431226688067,0.0009703108710166219,0.002442204980981355,0.0038237741720090757,0.001909061063690043,-0.000476538268806892,0.0013846984261360884,0.2562056387777303,0.275275586090455,0.06199666104386137,0.01855570211971891,0.8988553199474671,0.8988553199474671,0.8875301093199974,0.0014390926830754047,0.0012981975181665106,True,0.9519230769230781,0.0,0.048076923076921955,False,False,True
24,D,2024-05-19,2.9387547704702888,True,1.371019266204603,0.665929724302112,False,True,2.9387547704702888,2.9387547704702888,-0.0007473073859871615,0.0028430991723189525,0.0020047768323629978,0.015261217902663882,0.013060886914814551,0.004001088894473037,-0.0006233323617120812,0.027087152371565226,0.006263054467253948,-0.0009421984332416145,6.40643623361914e-05,0.012590371591141514,0.7417890839603531,-0.01462141194445086,-0.0004948783407933144,-0.0004835693718099332,1.1314568318265827e-05,-0.000979310940153466,-0.00253807483754398,0.0019419591546732118,6.555432889521207e-05,0.0036077927126474396,-0.21624116019875017,-0.1692871149456321,0.030162906360988728,-0.029387624140897572,0.4736137155103175,0.5385157350868984,0.5787781350482315,-0.0008043014101069001,0.0003027385172620356,False,0.9977827050996495,0.0,0.0022172949003505067,False,False,False
25,D,2024-05-26,-0.28066817668684374,False,1.0606552749557543,0.25078668965905493,False,True,-0.28066817668684374,-0.28066817668684374,0.0037301360462298483,0.0008984362001789314,0.004101620328710087,0.029397454115301258,-0.007912926262655273,0.003286172551612898,0.008124280883451851,0.00797242513509655,-0.034303694068826496,-0.0058229679412545865,0.0027350402574155552,0.011518233328490446,0.44424823410695735,0.0009014442745579563,-0.00029481722810509314,-0.0008413996285802083,-0.0005467435899048079,-0.0021131219826709957,-0.0025519325482415978,0.0008130081300812275,0.0027335868834208465,8.095222951109982e-05,-0.22155031665256553,-0.11827160018686222,0.00828400780470151,0.020745561635273635,0.20027434842248973,0.3781807100411336,0.46323819544915923,-0.0019092231802364523,9.418614951917093e-05,True,0.7141073657926709,0.0012484394507592197,0.28464419475656993,False,False,False
26,D,2024-06-02,-7.6496932433887705,False,0.5200943334795006,1.0506200565486725,False,True,-7.6496932433887705,-7.6496932433887705,0.000380732008936846,-0.0006898910325958685,0.0005401942928326964,-0.005663274959993414,0.0009848899861641947,0.0007381163271331648,0.0074060854822879385,-0.021553129074315502,0.0166740388868587,0.003248115856361755,-0.0014700293711279455,0.00535138334073082,0.5529444290848814,-0.02917042877918869,-0.00013570343752089542,-0.0001239702235679152,1.1734806406593634e-05,1.03261134132282e-05,0.0006937986212598446,-0.0011066070778648074,-0.0014700293711279455,-0.001953691475751085,0.15395971434770495,0.20413806364520592,0.08301380249617818,-0.016475057016547834,0.5280771412365529,0.4368840919756137,0.4606256742179185,0.00016738516091674427,5.931185451824028e-05,True,1.0,0.0,0.0,False,False,False
27,D,2024-06-09,-3.299061684802147,False,0.10315115453113366,0.5085496041754567,True,False,-1.7956150464798197,-1.7956150464798197,0.0025459190160788125,-0.0002175789372061976,-0.0012738670140413078,-0.024962971498593278,-0.022053652094371046,-0.0006294227027151544,-0.02104586351350024,-0.0007932079980162987,-0.005300199843600639,-0.002284934826119134,0.0006504191670309023,0.005740312319259644,0.5667506297229219,-0.030690546101455767,0.00018787359045102647,0.00024161043050563435,5.372674621795248e-05,0.0005999128972620227,0.0007658812177366858,-0.0004854599697199369,0.0006489760599941441,0.0010171032035144467,0.1669238576338976,0.05080223085078739,-0.07128463332901691,0.02247476617511146,0.49307844429798514,0.613373554550043,0.7452798940046517,0.0002653367687543984,-4.9247819953857075e-05,False,0.5928571428573507,0.014285714285506401,0.39285714285714285,False,False,True
28,D,2024-06-16,-1.121749710994776,False,0.13905878974440622,0.7529656173369378,True,False,-1.121749710994776,-1.121749710994776,0.001962741184298178,0.0034299836602544875,0.0005889210362595154,-0.01308454087932287,-0.019335990397864045,0.0012980556365687068,0.013627688546737238,-0.025343441249974008,-0.037774336550146836,-0.002020098394934444,0.0016900982615268845,0.010358505189890899,0.6760563380281676,0.025917135158195145,4.1808797313303e-05,-3.2201544136412075e-05,-7.400724729578201e-05,-0.0007268888553761954,0.00018868123889603794,-0.0006228969686183916,0.0016900982615268845,0.0015795686946111775,0.03839887381180174,0.14537058431394767,0.043443000986801206,0.09649005510536379,0.3131914893617269,0.5592203898051248,0.7389760284107766,-0.0004055610818819444,0.0001566557247381084,True,0.9086419753087138,0.09135802469128616,0.0,False,True,False
29,D,2024-06-23,11.773275414335378,True,1.9108008804977523,0.05482579049579225,False,True,11.773275414335378,11.773275414335378,-0.0018656947890819398,0.0016060631998318087,0.0014159303051095584,0.01172862406780939,-0.019925930663547975,0.0010000715447759934,0.010258867894881618,-0.018830196765843632,-0.000556240369799621,0.0009892673821745301,9.47887919247048e-05,0.004910820007228978,0.5548857868020172,-0.022356022025198503,2.939015363656594e-05,-5.4711657810790904e-05,-8.409933975483952e-05,1.5537697561907038e-06,-0.0004705699642801875,0.00011188376519943866,9.47887919247048e-05,-0.0014955915731792446,0.2192087176630486,0.11503608492099926,0.12187984601720858,0.08700992024096155,0.2530949105914019,0.4681684622918346,0.3182701652089362,-0.00011325883017276883,-0.00013890150667295043,True,1.0,0.0,0.0,False,False,True
30,D,2024-06-30,-7.6998603587942345,False,0.26180550172192973,1.6223585612023765,True,False,-7.6998603587942345,-7.6998603587942345,0.011817870974953903,0.008287383323013042,0.009468094179081898,0.0015295371522947576,0.011324109080811606,0.008875739644970349,0.001347516450040942,-0.012547588292591172,0.0073797002731468275,-0.003608770574993203,0.012840174954171557,0.018008401284902442,0.7734174899377994,-0.004896406669709195,0.0004702463532026968,0.0014670064218849088,0.0009962915662065086,0.001047391198986558,0.00027464669708909817,0.008282428179913426,0.012841841629353867,0.008755037588316528,0.0048421976096344466,-0.04332155354231082,0.04662409908562126,0.0674752258717477,0.6759973839110568,0.7734174899377994,0.7734174899377994,0.0004861683584800325,0.0015177299951227852,False,0.6323943661972036,0.03661971830983866,0.33098591549295775,False,False,True
31,D,2024-07-07,11.799289801074897,True,1.796228750121785,0.34112356085399687,False,True,11.799289801074897,11.799289801074897,-0.012238853044628906,-0.005510483379670972,0.019352282295668877,0.06582522440207228,-0.0008548031091945019,-0.0035517774450026796,0.024903854674346526,-0.03196862497512376,-0.036488483498028024,0.014637885462555067,0.0007658816235303068,0.036507866164413816,0.5886380189366365,0.012831193924403777,0.0017547651425018351,0.0026256779611020242,0.0008693872481617682,0.0028209603795159577,0.004888001464830927,-2.2559222296769654e-05,0.0007658816235303068,-0.004926601749953741,0.05840648581330221,0.0432753745151091,-0.06082681609761187,-0.018363867432598546,0.9156721105527688,0.7831050228310519,0.41611360879183945,0.0015383592320474815,0.0008198012054416726,True,0.11013767209014706,0.19023779724651832,0.6996245306633346,True,False,True
32,D,2024-07-14,-7.708370066496263,False,0.8675592665966434,1.167786057130701,False,True,-7.708370066496263,-7.708370066496263,0.014105349380857835,0.02728488037574972,0.038651887885185365,0.04998368371180728,0.03480062945541795,0.02688163784967368,0.008677943459953319,0.008179664517472762,-0.0009830915194051215,0.025949146042485438,0.004053325679461928,0.04344851534925165,0.9092608055986331,0.020441442326572117,-0.0003845360246934604,0.0006138369522181719,0.0009987570349714314,-0.001982135896564041,0.0022954730206958818,0.005331671397947213,0.004053325679461928,0.007523480526526516,-0.20539152641396508,-0.0070605139003410144,0.0855298851622337,0.0019711227205945203,0.6210561275323843,0.6413077648538225,0.8003848845346416,0.0003384573366123078,0.00222068947087406,True,0.24159021406731743,0.42048929663607626,0.33792048929660634,True,True,False
