partition,ref_min,hour,visit,opportunity_n,break_n,break_conversion,median_extension_R,median_ext30_R,median_ext60_R,median_break_delay_min,reclaim30_rate,reach_E05_rate,reach_E10_rate,reach_E15_rate,reach_E20_rate,reach_E30_rate,reach_E40_rate,b1_opp_n,b1_break_conversion,b2_opp_n,b2_break_conversion,b3_opp_n,b3_break_conversion,b4_opp_n,b4_break_conversion,b5_opp_n,b5_break_conversion,b6_opp_n,b6_break_conversion,adequate_blocks,pass_blocks,min_adequate_block_conversion,eligible
development,60,2,1,870,593,0.6816091954022988,0.3410981697171358,0.4420168067226927,0.5118259224219448,50.0,0.5952782462057336,0.6863406408094435,0.6694772344013491,0.6441821247892074,0.6070826306913997,0.5278246205733558,0.4671163575042159,141,0.6808510638297872,151,0.6225165562913907,132,0.696969696969697,149,0.6912751677852349,142,0.676056338028169,155,0.7225806451612903,6,6,0.6225165562913907,True
development,60,2,2,243,166,0.6831275720164609,0.31473227259518033,0.40321137671863116,0.5306544408486127,117.5,0.5421686746987951,0.7168674698795181,0.7048192771084337,0.6686746987951807,0.6204819277108434,0.5120481927710844,0.43373493975903615,35,0.8285714285714286,52,0.6730769230769231,34,0.5882352941176471,42,0.7380952380952381,44,0.6590909090909091,36,0.6111111111111112,6,6,0.5882352941176471,True
development,60,2,3,70,45,0.6428571428571429,0.43901689708141445,0.3855421686746999,0.505376344086028,250.0,0.5777777777777777,0.7777777777777778,0.7333333333333333,0.6444444444444445,0.6444444444444445,0.6,0.5333333333333333,6,0.8333333333333334,13,0.38461538461538464,13,0.6923076923076923,11,0.7272727272727273,14,0.6428571428571429,13,0.6923076923076923,6,6,0.38461538461538464,True
development,60,2,4,22,14,0.6363636363636364,0.21929400386847117,0.2836879432624218,0.42424242424242764,402.5,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.5714285714285714,0.42857142857142855,0.42857142857142855,1,0.0,7,0.7142857142857143,3,0.6666666666666666,3,0.6666666666666666,4,0.75,4,0.5,1,1,0.7142857142857143,False
development,60,2,5,7,6,0.8571428571428571,0.5377836915043196,0.5377836915043196,0.5377836915043196,345.0,0.3333333333333333,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,1,1.0,2,0.5,1,1.0,1,1.0,0,,2,1.0,0,0,,False
development,60,3,1,891,581,0.6520763187429854,0.3011363636363634,0.44274809160305134,0.5504201680672289,45.0,0.6265060240963856,0.6798623063683304,0.6712564543889845,0.6368330464716007,0.5920826161790017,0.5008605851979346,0.4457831325301205,143,0.6223776223776224,153,0.6143790849673203,143,0.6503496503496503,155,0.6838709677419355,149,0.6912751677852349,148,0.6486486486486487,6,6,0.6143790849673203,True
development,60,3,2,268,187,0.6977611940298507,0.35714285714287525,0.4182350480970321,0.5632653061224504,120.0,0.5935828877005348,0.6844919786096256,0.6577540106951871,0.6310160427807486,0.6096256684491979,0.5401069518716578,0.48128342245989303,49,0.7142857142857143,51,0.6470588235294118,40,0.775,41,0.6585365853658537,38,0.7368421052631579,49,0.673469387755102,6,6,0.6470588235294118,True
development,60,3,3,76,54,0.7105263157894737,0.2531451000164585,0.39992177722153666,0.45830115830116647,237.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5925925925925926,0.46296296296296297,0.3888888888888889,13,0.8461538461538461,18,0.6111111111111112,8,0.75,12,0.8333333333333334,9,0.5555555555555556,16,0.6875,6,6,0.5555555555555556,True
development,60,3,4,18,13,0.7222222222222222,0.5697841726618639,0.3296089385474815,0.6144957983193298,340.0,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.5384615384615384,2,0.5,6,0.5,1,1.0,1,0.0,3,1.0,5,1.0,1,1,0.5,False
development,60,3,5,3,3,1.0,1.4252873563218258,1.0459770114942435,1.4252873563218258,265.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1.0,2,1.0,0,,0,,0,,0,,0,0,,False
development,60,4,1,919,619,0.6735582154515778,0.40000000000000313,0.5027548209366327,0.6174698795180658,45.0,0.6122778675282714,0.6898222940226171,0.678513731825525,0.6494345718901454,0.6316639741518578,0.5508885298869144,0.5008077544426495,146,0.6301369863013698,162,0.5864197530864198,146,0.684931506849315,154,0.6558441558441559,156,0.7435897435897436,155,0.7419354838709677,6,6,0.5864197530864198,True
development,60,4,2,260,181,0.6961538461538461,0.420415224913484,0.5407407407407445,0.6405128205128218,105.0,0.5966850828729282,0.6906077348066298,0.6795580110497238,0.6464088397790055,0.6408839779005525,0.5469613259668509,0.5082872928176796,49,0.6530612244897959,54,0.6296296296296297,45,0.6888888888888889,43,0.6744186046511628,35,0.8285714285714286,34,0.7647058823529411,6,6,0.6296296296296297,True
development,60,4,3,71,54,0.7605633802816901,0.3134233440954908,0.42791551882460377,0.5850206611570301,180.0,0.6296296296296297,0.6851851851851852,0.6666666666666666,0.6666666666666666,0.5740740740740741,0.5,0.4444444444444444,16,0.6875,18,0.8888888888888888,11,0.45454545454545453,12,0.75,6,1.0,8,0.875,6,6,0.45454545454545453,True
development,60,4,4,16,10,0.625,0.1525000000000004,0.6103448275862058,0.6333333333333333,225.0,0.7,0.5,0.5,0.5,0.5,0.5,0.4,5,0.4,1,1.0,6,0.6666666666666666,3,0.6666666666666666,0,,1,1.0,1,1,0.6666666666666666,False
development,60,4,5,6,5,0.8333333333333334,0.24509803921568724,0.49143372407573827,0.6483318304779017,195.0,0.4,0.6,0.6,0.6,0.6,0.4,0.4,3,0.6666666666666666,0,,2,1.0,1,1.0,0,,0,,0,0,,False
development,60,5,1,933,652,0.6988210075026795,0.31330238686154954,0.4667167899269883,0.6355249916135556,45.0,0.6702453987730062,0.6457055214723927,0.6365030674846626,0.6134969325153374,0.5828220858895705,0.5061349693251533,0.4401840490797546,156,0.6538461538461539,150,0.7,152,0.6513157894736842,160,0.64375,156,0.75,159,0.7924528301886793,6,6,0.64375,True
development,60,5,2,239,177,0.7405857740585774,0.4268476621417838,0.532142857142865,0.6538461538461429,100.0,0.5819209039548022,0.6836158192090396,0.6836158192090396,0.672316384180791,0.632768361581921,0.5649717514124294,0.5028248587570622,46,0.782608695652174,35,0.6571428571428571,45,0.6666666666666666,49,0.6938775510204082,36,0.8611111111111112,28,0.8214285714285714,6,6,0.6571428571428571,True
development,60,5,3,53,37,0.6981132075471698,0.5918367346938606,0.5918367346938606,0.6666666666666202,210.0,0.4864864864864865,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.8378378378378378,0.8108108108108109,0.6486486486486487,10,0.8,11,0.6363636363636364,12,0.6666666666666666,13,0.6153846153846154,3,1.0,4,0.75,4,4,0.6153846153846154,False
development,60,5,4,12,9,0.75,0.5000000000000089,0.5142857142857113,0.7857142857143238,360.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.5555555555555556,2,1.0,4,1.0,1,1.0,4,0.25,0,,1,1.0,0,0,,False
development,60,5,5,3,1,0.3333333333333333,0.7065217391303924,0.7065217391303924,0.7065217391303924,340.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,0,,0,,3,0.3333333333333333,0,,0,,0,0,,False
development,60,6,1,925,627,0.6778378378378378,0.424999999999983,0.5,0.6451942740286337,45.0,0.6251993620414673,0.7129186602870813,0.7017543859649122,0.6810207336523126,0.645933014354067,0.583732057416268,0.5103668261562998,159,0.6477987421383647,149,0.7315436241610739,152,0.6578947368421053,158,0.6582278481012658,155,0.6516129032258065,152,0.7236842105263158,6,6,0.6477987421383647,True
development,60,6,2,263,183,0.6958174904942965,0.3846899224806078,0.47671994440584464,0.6093489148581227,120.0,0.6338797814207651,0.7103825136612022,0.6830601092896175,0.6557377049180327,0.6010928961748634,0.546448087431694,0.4972677595628415,51,0.6862745098039216,31,0.7741935483870968,48,0.6458333333333334,44,0.75,50,0.64,39,0.717948717948718,6,6,0.64,True
development,60,6,3,70,49,0.7,0.2207792207792088,0.4628422425032671,0.6134453781512575,220.0,0.6938775510204082,0.5918367346938775,0.5918367346938775,0.5714285714285714,0.5306122448979592,0.46938775510204084,0.3877551020408163,13,0.7692307692307693,6,0.8333333333333334,13,0.6153846153846154,11,0.5454545454545454,17,0.7058823529411765,10,0.8,6,6,0.5454545454545454,True
development,60,6,4,18,12,0.6666666666666666,0.35379761610500426,0.47598382960134367,0.6241687697792482,340.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,2,0.5,1,0.0,3,0.3333333333333333,5,0.8,5,0.8,2,1.0,0,0,,False
development,60,6,5,5,2,0.4,1.9531706299540452,0.8042344597413132,1.144659991656205,212.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,1.0,1,0.0,2,0.5,1,0.0,0,,0,,0,0,,False
development,60,7,1,923,601,0.6511375947995667,0.367999999999995,0.49947862356621975,0.5977011494252796,45.0,0.6439267886855241,0.6738768718801996,0.6688851913477537,0.653910149750416,0.6256239600665557,0.5590682196339434,0.4825291181364393,152,0.6644736842105263,155,0.6193548387096774,151,0.6754966887417219,158,0.6329113924050633,148,0.6283783783783784,159,0.6855345911949685,6,6,0.6193548387096774,True
development,60,7,2,288,202,0.7013888888888888,0.4192187123221593,0.5143575585995815,0.6381958119928912,125.0,0.6237623762376238,0.698019801980198,0.6782178217821783,0.6683168316831684,0.6435643564356436,0.5742574257425742,0.5099009900990099,47,0.6170212765957447,51,0.6078431372549019,45,0.6222222222222222,52,0.75,48,0.8333333333333334,45,0.7777777777777778,6,6,0.6078431372549019,True
development,60,7,3,74,53,0.7162162162162162,0.5762711864406873,0.6934156378600684,0.8333333333333267,225.0,0.660377358490566,0.7358490566037735,0.7358490566037735,0.7169811320754716,0.6792452830188679,0.6415094339622641,0.6037735849056604,17,0.5882352941176471,16,0.75,15,0.8,10,0.9,7,0.8571428571428571,9,0.4444444444444444,6,6,0.4444444444444444,True
development,60,7,4,18,11,0.6111111111111112,0.19512195121950965,1.0752773375594284,1.080031695721077,255.0,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.45454545454545453,6,0.6666666666666666,3,0.3333333333333333,2,0.5,1,1.0,1,1.0,5,0.6,1,1,0.6666666666666666,False
development,60,7,5,7,5,0.7142857142857143,0.8974358974358998,0.8974358974358998,0.8974358974358998,295.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,2,0.5,1,0.0,0,,0,,2,1.0,0,0,,False
development,60,8,1,934,615,0.658458244111349,0.35833333333332096,0.49508196721311454,0.60820895522388,45.0,0.6536585365853659,0.6943089430894309,0.6813008130081301,0.6682926829268293,0.6341463414634146,0.5560975609756098,0.47804878048780486,155,0.6516129032258065,154,0.6103896103896104,158,0.6582278481012658,157,0.6496815286624203,149,0.6778523489932886,161,0.7018633540372671,6,6,0.6103896103896104,True
development,60,8,2,281,193,0.6868327402135231,0.4366762177650421,0.5537555228276723,0.7388535031847155,120.0,0.6217616580310881,0.7357512953367875,0.7098445595854922,0.6735751295336787,0.6683937823834197,0.6010362694300518,0.5233160621761658,46,0.6521739130434783,54,0.7222222222222222,47,0.5957446808510638,53,0.660377358490566,40,0.75,41,0.7560975609756098,6,6,0.5957446808510638,True
development,60,8,3,78,56,0.717948717948718,0.2972192127121651,0.530306987345383,0.6796365914786775,167.5,0.6607142857142857,0.6071428571428571,0.6071428571428571,0.5535714285714286,0.5357142857142857,0.5,0.4642857142857143,15,0.7333333333333333,14,0.6428571428571429,16,0.5,15,0.7333333333333333,10,0.9,8,1.0,6,6,0.5,True
development,60,8,4,17,9,0.5294117647058824,0.3522727272727317,0.41750227894258435,0.41750227894258435,255.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,3,1.0,4,0.75,6,0.16666666666666666,3,0.6666666666666666,1,0.0,0,,1,1,0.16666666666666666,False
development,60,8,5,7,3,0.42857142857142855,0.6642857142857114,0.6642857142857114,0.6642857142857114,530.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,,1,1.0,4,0.5,1,0.0,1,0.0,0,,0,0,,False
development,60,9,1,900,584,0.6488888888888888,0.42123094297007785,0.5138996138996093,0.6099296211623747,45.0,0.6095890410958904,0.7003424657534246,0.6917808219178082,0.6746575342465754,0.6335616438356164,0.5702054794520548,0.5102739726027398,135,0.6962962962962963,158,0.5569620253164557,149,0.6174496644295302,151,0.6821192052980133,156,0.6538461538461539,151,0.695364238410596,6,6,0.5569620253164557,True
development,60,9,2,274,196,0.7153284671532847,0.4604391774137344,0.6086474501108623,0.7937889408099789,132.5,0.6122448979591837,0.6785714285714286,0.6785714285714286,0.6632653061224489,0.6275510204081632,0.5714285714285714,0.5459183673469388,36,0.6666666666666666,54,0.6851851851851852,51,0.6470588235294118,43,0.8372093023255814,47,0.6808510638297872,43,0.7906976744186046,6,6,0.6470588235294118,True
development,60,9,3,66,46,0.696969696969697,0.3042204979471971,0.40123358408771903,0.6021110577224318,167.5,0.7608695652173914,0.6956521739130435,0.6956521739130435,0.6521739130434783,0.5652173913043478,0.5217391304347826,0.43478260869565216,11,0.6363636363636364,14,0.7857142857142857,15,0.6666666666666666,6,0.5,12,0.6666666666666666,8,0.875,6,6,0.5,True
development,60,9,4,16,12,0.75,0.3991893978383929,0.4852198990627373,0.5567571897781076,250.0,0.5,0.75,0.75,0.75,0.75,0.6666666666666666,0.5,4,0.75,3,0.6666666666666666,5,0.8,1,1.0,3,0.6666666666666666,0,,0,0,,False
development,60,9,5,3,2,0.6666666666666666,0.14293659621802265,0.5816158415010497,0.5816158415010497,482.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1,1.0,0,,1,0.0,0,,1,1.0,0,,0,0,,False
development,60,10,1,910,608,0.6681318681318681,0.3467558983665986,0.5318120503597064,0.7041189293132364,55.0,0.6694078947368421,0.6677631578947368,0.6595394736842105,0.6447368421052632,0.6134868421052632,0.5411184210526315,0.47368421052631576,145,0.6758620689655173,159,0.6415094339622641,154,0.6168831168831169,146,0.6575342465753424,153,0.738562091503268,153,0.6797385620915033,6,6,0.6168831168831169,True
development,60,10,2,268,179,0.667910447761194,0.3245614035088025,0.49068322981366863,0.6417112299465164,120.0,0.6424581005586593,0.6983240223463687,0.6815642458100558,0.664804469273743,0.6089385474860335,0.5363128491620112,0.44692737430167595,44,0.6590909090909091,48,0.5833333333333334,54,0.5925925925925926,41,0.7317073170731707,36,0.8055555555555556,45,0.6888888888888889,6,6,0.5833333333333334,True
development,60,10,3,77,51,0.6623376623376623,0.38834951456311667,0.5904255319149008,0.664052287581724,195.0,0.7058823529411765,0.6862745098039216,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5882352941176471,0.47058823529411764,13,0.6923076923076923,16,0.6875,19,0.6842105263157895,10,0.4,6,0.8333333333333334,13,0.6923076923076923,6,6,0.4,True
development,60,10,4,20,15,0.75,0.7142857142857143,0.7250000000000429,1.0969162995594972,205.0,0.3333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8,0.8,0.7333333333333333,2,1.0,5,0.6,5,0.6,4,1.0,1,1.0,3,0.6666666666666666,0,0,,False
development,60,10,5,4,3,0.75,3.4480874316939936,0.9289617486338706,1.0546448087431586,135.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0,,2,1.0,2,0.5,0,,0,,0,,0,0,,False
development,60,11,1,902,583,0.6463414634146342,0.38888888888889106,0.5333333333333744,0.719412724306693,50.0,0.6569468267581475,0.6655231560891939,0.6535162950257289,0.6363636363636364,0.6089193825042881,0.5523156089193825,0.4854202401372213,142,0.6830985915492958,153,0.5947712418300654,158,0.6012658227848101,150,0.6866666666666666,148,0.6351351351351351,151,0.6821192052980133,6,6,0.5947712418300654,True
development,60,11,2,285,201,0.7052631578947368,0.501429933269774,0.6018957345971438,0.7982608695652387,110.0,0.6019900497512438,0.746268656716418,0.7313432835820896,0.7164179104477612,0.6865671641791045,0.6368159203980099,0.5671641791044776,42,0.7380952380952381,56,0.625,58,0.6896551724137931,42,0.5952380952380952,47,0.851063829787234,40,0.75,6,6,0.5952380952380952,True
development,60,11,3,74,48,0.6486486486486487,0.5368689733409079,0.6237783001361028,1.0163535865680187,127.5,0.6041666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.6875,0.6458333333333334,0.5833333333333334,11,0.5454545454545454,17,0.5294117647058824,15,0.8,15,0.6,7,0.7142857142857143,9,0.7777777777777778,6,6,0.5294117647058824,True
development,60,11,4,21,17,0.8095238095238095,0.24060150375939837,0.6975409836065689,0.7857142857142785,300.0,0.6470588235294118,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.4117647058823529,4,0.75,5,1.0,3,0.3333333333333333,5,0.8,2,1.0,2,1.0,0,0,,False
development,60,11,5,3,3,1.0,0.28793774319066817,0.28793774319066817,0.6731517509727637,390.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,1.0,0,,2,1.0,0,,0,,0,,0,0,,False
development,60,12,1,912,566,0.6206140350877193,0.3981981981981949,0.5565571987820688,0.7311122451459312,35.0,0.6696113074204947,0.6802120141342756,0.6696113074204947,0.6590106007067138,0.6360424028268551,0.568904593639576,0.49823321554770317,146,0.6917808219178082,155,0.567741935483871,157,0.5605095541401274,149,0.6308724832214765,147,0.6870748299319728,158,0.5949367088607594,6,6,0.5605095541401274,True
development,60,12,2,299,206,0.6889632107023411,0.4520328838745188,0.6151915650353008,0.7498029944838357,92.5,0.6067961165048543,0.6990291262135923,0.6893203883495146,0.6699029126213593,0.6601941747572816,0.6019417475728155,0.5339805825242718,37,0.6756756756756757,58,0.6724137931034483,66,0.7272727272727273,44,0.6590909090909091,39,0.6666666666666666,55,0.7090909090909091,6,6,0.6590909090909091,True
development,60,12,3,77,50,0.6493506493506493,0.5476515708731788,0.7744526715114939,0.8915259172976191,107.5,0.54,0.66,0.66,0.66,0.64,0.6,0.56,9,0.6666666666666666,18,0.6666666666666666,15,0.5333333333333333,13,0.6153846153846154,9,0.7777777777777778,13,0.6923076923076923,6,6,0.5333333333333333,True
development,60,12,4,23,18,0.782608695652174,0.43899924020406533,0.5095416690989055,0.5500822096394493,312.5,0.7777777777777778,0.8333333333333334,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.5,2,0.0,5,0.8,6,0.8333333333333334,5,0.8,2,1.0,3,1.0,1,1,0.8333333333333334,False
development,60,12,5,3,2,0.6666666666666666,1.319711208670597,1.3720589244066395,1.420599533543697,497.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,1.0,0,,1,0.0,1,1.0,0,,0,,0,0,,False
development,60,13,1,878,576,0.6560364464692483,0.3846905310166697,0.5381814398668443,0.676761267450879,45.0,0.6649305555555556,0.6579861111111112,0.6579861111111112,0.6440972222222222,0.6180555555555556,0.546875,0.4947916666666667,141,0.6808510638297872,151,0.6158940397350994,149,0.5973154362416108,142,0.6338028169014085,146,0.6986301369863014,149,0.7114093959731543,6,6,0.5973154362416108,True
development,60,13,2,242,162,0.6694214876033058,0.41386709165642427,0.5751282051282005,0.7313593696907921,110.0,0.6172839506172839,0.7037037037037037,0.6975308641975309,0.6790123456790124,0.6604938271604939,0.5925925925925926,0.5185185185185185,39,0.6666666666666666,48,0.5625,50,0.6,43,0.7209302325581395,30,0.7666666666666667,32,0.78125,6,6,0.5625,True
development,60,13,3,69,47,0.6811594202898551,0.5558035714285682,0.6143790849673183,0.8161455902939779,185.0,0.5531914893617021,0.7659574468085106,0.7659574468085106,0.7659574468085106,0.7446808510638298,0.7021276595744681,0.6382978723404256,12,0.6666666666666666,18,0.6111111111111112,17,0.6470588235294118,11,0.8181818181818182,6,1.0,5,0.4,5,5,0.6111111111111112,True
development,60,13,4,18,10,0.5555555555555556,0.9421214788732494,0.9421214788732494,0.9421214788732494,235.0,0.4,0.9,0.8,0.8,0.8,0.8,0.8,3,0.6666666666666666,6,0.3333333333333333,5,0.8,2,0.5,0,,2,0.5,1,1,0.3333333333333333,False
development,60,13,5,6,4,0.6666666666666666,0.0,0.21969696969697558,0.21969696969697558,280.0,0.75,0.25,0.25,0.25,0.25,0.25,0.25,1,1.0,2,0.5,1,1.0,1,0.0,0,,1,1.0,0,0,,False
development,60,14,1,837,569,0.6798088410991637,0.4981718464351048,0.565217391304377,0.6913580246913738,40.0,0.5975395430579965,0.7047451669595782,0.6977152899824253,0.6836555360281195,0.6572934973637962,0.6010544815465729,0.5448154657293497,133,0.6541353383458647,134,0.6492537313432836,142,0.6830985915492958,143,0.6083916083916084,142,0.7887323943661971,143,0.6923076923076923,6,6,0.6083916083916084,True
development,60,14,2,229,151,0.6593886462882096,0.34619976124154506,0.5083333333333437,0.5578947368421034,85.0,0.6357615894039735,0.6622516556291391,0.6556291390728477,0.6423841059602649,0.5827814569536424,0.5298013245033113,0.48344370860927155,39,0.6410256410256411,42,0.5952380952380952,41,0.6341463414634146,47,0.574468085106383,24,0.8333333333333334,36,0.7777777777777778,6,6,0.574468085106383,True
development,60,14,3,62,39,0.6290322580645161,0.358648142366531,0.4013605442176897,0.49999999999999567,210.0,0.5897435897435898,0.7435897435897436,0.717948717948718,0.717948717948718,0.6923076923076923,0.5641025641025641,0.46153846153846156,10,0.6,15,0.5333333333333333,11,0.5454545454545454,16,0.75,4,1.0,6,0.5,5,5,0.5,True
development,60,14,4,19,16,0.8421052631578947,0.42356093204513895,0.38558364938895884,0.42356093204513895,285.0,0.5625,0.625,0.625,0.625,0.625,0.5625,0.5625,3,0.6666666666666666,6,0.8333333333333334,5,0.8,3,1.0,0,,2,1.0,1,1,0.8333333333333334,False
development,60,14,5,3,2,0.6666666666666666,1.7194244604316544,0.9234929297940992,1.377524187546519,207.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.0,1,0.0,1,1.0,0,,0,,0,,0,0,,False
development,60,15,1,807,559,0.6926889714993805,0.3795309168443501,0.46202531645568606,0.6008636644046961,40.0,0.6118067978533095,0.6708407871198568,0.6636851520572451,0.6475849731663685,0.6207513416815742,0.554561717352415,0.49016100178890876,123,0.7804878048780488,140,0.6285714285714286,141,0.6666666666666666,135,0.6888888888888889,136,0.7352941176470589,132,0.6666666666666666,6,6,0.6285714285714286,True
development,60,15,2,206,152,0.7378640776699029,0.308668184405236,0.39664261931187844,0.5383896569380475,130.0,0.6644736842105263,0.6710526315789473,0.6578947368421053,0.6447368421052632,0.5986842105263158,0.5131578947368421,0.4276315789473684,23,0.6956521739130435,44,0.6818181818181818,38,0.8421052631578947,37,0.6756756756756757,28,0.8214285714285714,36,0.7222222222222222,6,6,0.6756756756756757,True
development,60,15,3,47,25,0.5319148936170213,0.44848484848486064,0.5899705014749266,0.7435897435897403,180.0,0.52,0.76,0.76,0.76,0.64,0.6,0.52,6,0.3333333333333333,13,0.3076923076923077,5,0.8,9,0.5555555555555556,5,1.0,9,0.5555555555555556,4,4,0.3076923076923077,False
development,60,15,4,21,11,0.5238095238095238,0.13725490196079068,0.45962942167321996,0.6022727272727314,150.0,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.45454545454545453,0.45454545454545453,0.36363636363636365,0.2727272727272727,4,0.25,8,0.625,1,1.0,4,0.5,0,,4,0.5,1,1,0.625,False
development,60,15,5,10,7,0.7,0.0,0.17708333333333365,0.17708333333333365,215.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,3,0.6666666666666666,3,0.3333333333333333,0,,2,1.0,0,,2,1.0,0,0,,False
