partition,ref_min,hour,visit,opportunity_n,break_n,break_conversion,median_extension_R,median_ext30_R,median_ext60_R,median_break_delay_min,reclaim30_rate,reach_E05_rate,reach_E10_rate,reach_E15_rate,reach_E20_rate,reach_E30_rate,reach_E40_rate,b1_opp_n,b1_break_conversion,b2_opp_n,b2_break_conversion,b3_opp_n,b3_break_conversion,b4_opp_n,b4_break_conversion,b5_opp_n,b5_break_conversion,b6_opp_n,b6_break_conversion,adequate_blocks,pass_blocks,min_adequate_block_conversion,eligible
development,240,19,3,42,28,0.6666666666666666,0.21716293074606646,0.2023521623525931,0.23530906856736916,225.0,0.5714285714285714,0.75,0.7142857142857143,0.6428571428571429,0.5357142857142857,0.35714285714285715,0.17857142857142858,7,0.8571428571428571,7,0.42857142857142855,5,0.8,7,0.8571428571428571,8,0.75,8,0.375,5,5,0.375,False
development,240,19,4,12,8,0.6666666666666666,0.19391941391941453,0.19391941391941453,0.19391941391941453,310.0,0.5,0.75,0.75,0.625,0.5,0.375,0.375,0,,4,1.0,1,1.0,1,0.0,2,0.5,4,0.5,0,0,,False
development,240,19,5,3,2,0.6666666666666666,0.41136266552755435,0.3919293884992692,0.4205496362566348,352.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,,0,,0,,1,0.0,0,,2,1.0,0,0,,False
development,240,20,1,687,464,0.6754002911208151,0.20213041085839725,0.2599779026470983,0.31796941376380583,120.0,0.603448275862069,0.6724137931034483,0.6185344827586207,0.5689655172413793,0.5043103448275862,0.40948275862068967,0.34698275862068967,93,0.6666666666666666,111,0.5945945945945946,110,0.6909090909090909,132,0.6666666666666666,115,0.7217391304347827,126,0.7063492063492064,6,6,0.5945945945945946,True
development,240,20,2,170,114,0.6705882352941176,0.17240092131619233,0.28163595945894737,0.31917794373877945,187.5,0.6491228070175439,0.6578947368421053,0.6228070175438597,0.5263157894736842,0.4473684210526316,0.3684210526315789,0.32456140350877194,20,0.75,35,0.6285714285714286,28,0.7142857142857143,31,0.6774193548387096,27,0.7407407407407407,29,0.5517241379310345,6,6,0.5517241379310345,True
development,240,20,3,45,27,0.6,0.22546419098143422,0.21036585365853583,0.2658662092624322,185.0,0.5185185185185185,0.8518518518518519,0.7407407407407407,0.7037037037037037,0.5925925925925926,0.3333333333333333,0.25925925925925924,4,1.0,11,0.6363636363636364,7,0.7142857142857143,8,0.75,7,0.2857142857142857,8,0.375,5,5,0.2857142857142857,False
development,240,20,4,15,12,0.8,0.19529914529914633,0.23846153846153165,0.34524941724940716,262.5,0.5,0.6666666666666666,0.5833333333333334,0.5,0.5,0.4166666666666667,0.3333333333333333,0,,3,1.0,2,1.0,1,1.0,5,0.8,4,0.5,0,0,,False
development,240,20,5,2,2,1.0,0.5148536478811735,0.3995266885526434,0.42879711231847717,292.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,,0,,0,,0,,0,,2,1.0,0,0,,False
development,240,21,1,690,458,0.663768115942029,0.22724084762645802,0.27914811342864587,0.34150717703349537,117.5,0.6048034934497817,0.6790393013100436,0.6266375545851528,0.5829694323144105,0.537117903930131,0.43231441048034935,0.3558951965065502,95,0.6210526315789474,113,0.6194690265486725,105,0.6857142857142857,135,0.6074074074074074,113,0.7433628318584071,129,0.7054263565891473,6,6,0.6074074074074074,True
development,240,21,2,188,131,0.6968085106382979,0.2217898832684792,0.22580645161290236,0.3139534883721103,165.0,0.5648854961832062,0.6641221374045801,0.6259541984732825,0.5877862595419847,0.5190839694656488,0.42748091603053434,0.32061068702290074,28,0.6428571428571429,33,0.7575757575757576,27,0.6666666666666666,44,0.7272727272727273,23,0.7391304347826086,33,0.6363636363636364,6,6,0.6363636363636364,True
development,240,21,3,44,26,0.5909090909090909,0.21450381679389452,0.25177152882694076,0.2601764432750373,170.0,0.6538461538461539,0.7692307692307693,0.6538461538461539,0.6153846153846154,0.5384615384615384,0.38461538461538464,0.11538461538461539,9,0.8888888888888888,7,0.5714285714285714,7,0.7142857142857143,9,0.6666666666666666,5,0.2,7,0.2857142857142857,5,5,0.2857142857142857,False
development,240,21,4,13,8,0.6153846153846154,0.07345739471106683,0.24381750551439216,0.4118657736947311,365.0,0.625,0.5,0.5,0.375,0.375,0.375,0.25,0,,2,0.5,1,1.0,3,0.3333333333333333,4,0.75,3,0.6666666666666666,0,0,,False
development,240,21,5,3,3,1.0,0.25383707201888966,0.2160566706021246,0.25383707201888966,330.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0,,0,,0,,2,1.0,0,,1,1.0,0,0,,False
development,240,22,1,706,490,0.6940509915014165,0.23931389123696878,0.29246345180856326,0.3526228447447465,105.0,0.5938775510204082,0.710204081632653,0.6632653061224489,0.6081632653061224,0.5408163265306123,0.4326530612244898,0.3653061224489796,101,0.6831683168316832,114,0.6929824561403509,109,0.6605504587155964,132,0.6818181818181818,118,0.7033898305084746,132,0.7348484848484849,6,6,0.6605504587155964,True
development,240,22,2,182,125,0.6868131868131868,0.1369892017785352,0.23969072164948205,0.3092369477911694,155.0,0.656,0.624,0.56,0.496,0.456,0.376,0.272,26,0.6538461538461539,29,0.6896551724137931,29,0.7241379310344828,39,0.7692307692307693,29,0.6206896551724138,30,0.6333333333333333,6,6,0.6206896551724138,True
development,240,22,3,43,29,0.6744186046511628,0.15597075548334724,0.23837902264600755,0.2683706070287662,230.0,0.6896551724137931,0.6206896551724138,0.5862068965517241,0.5172413793103449,0.4482758620689655,0.41379310344827586,0.27586206896551724,7,0.8571428571428571,6,0.8333333333333334,4,0.5,8,0.75,10,0.5,8,0.625,5,5,0.5,False
development,240,22,4,11,6,0.5454545454545454,0.3078528355060758,0.3612125016557174,0.47484637844748695,542.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,1,1.0,0,,2,1.0,2,0.0,4,0.75,2,0.0,0,0,,False
development,240,22,5,2,2,1.0,0.28089653032978423,0.2461139216341321,0.34401398367775254,352.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0,,0,,0,,1,1.0,0,,1,1.0,0,0,,False
development,240,23,1,715,504,0.7048951048951049,0.2280431432973758,0.26884796238244507,0.3245482160595284,100.0,0.623015873015873,0.7043650793650794,0.6646825396825397,0.6091269841269841,0.5376984126984127,0.4305555555555556,0.3353174603174603,102,0.6666666666666666,112,0.6607142857142857,110,0.7,136,0.6985294117647058,127,0.7795275590551181,128,0.7109375,6,6,0.6607142857142857,True
development,240,23,2,174,127,0.7298850574712644,0.19151251360173915,0.2790697674418406,0.32758620689655366,145.0,0.5984251968503937,0.6614173228346457,0.6141732283464567,0.5433070866141733,0.4881889763779528,0.4094488188976378,0.33070866141732286,28,0.8928571428571429,30,0.7666666666666667,27,0.6666666666666666,34,0.7352941176470589,23,0.6086956521739131,32,0.6875,6,6,0.6086956521739131,True
development,240,23,3,38,25,0.6578947368421053,0.36671575846833754,0.32842415316642426,0.36671575846833754,210.0,0.56,0.8,0.8,0.76,0.68,0.56,0.48,2,0.0,7,0.7142857142857143,5,0.8,8,0.75,8,0.5,8,0.75,4,4,0.5,False
development,240,23,4,11,4,0.36363636363636365,0.10679864810421355,0.26005761898641633,0.3490366311673565,275.0,0.75,0.75,0.5,0.25,0.25,0.25,0.25,1,0.0,2,0.5,1,0.0,2,0.5,4,0.5,1,0.0,0,0,,False
development,240,23,5,3,0,0.0,,,,,,,,,,,,1,0.0,0,,0,,0,,2,0.0,0,,0,0,,False
development,300,0,1,675,468,0.6933333333333334,0.21911657842831803,0.2550629447181136,0.30289429802716294,85.0,0.6068376068376068,0.7029914529914529,0.6645299145299145,0.6089743589743589,0.5341880341880342,0.4166666666666667,0.32905982905982906,92,0.6739130434782609,104,0.6538461538461539,103,0.6407766990291263,129,0.6976744186046512,120,0.7416666666666667,127,0.7322834645669292,6,6,0.6407766990291263,True
development,300,0,2,160,119,0.74375,0.25850340136053646,0.2816901408450645,0.3485254691688971,170.0,0.5630252100840336,0.7899159663865546,0.7142857142857143,0.6638655462184874,0.5966386554621849,0.47058823529411764,0.36134453781512604,26,0.7692307692307693,23,0.7391304347826086,29,0.7931034482758621,32,0.78125,24,0.625,26,0.7307692307692307,6,6,0.625,True
development,300,0,3,36,28,0.7777777777777778,0.3750929921705194,0.3558717227500177,0.3750929921705194,282.5,0.4642857142857143,0.75,0.7142857142857143,0.6785714285714286,0.6071428571428571,0.5357142857142857,0.4642857142857143,5,1.0,6,0.8333333333333334,4,0.75,6,0.6666666666666666,9,0.6666666666666666,6,0.8333333333333334,4,4,0.6666666666666666,False
development,300,0,4,7,3,0.42857142857142855,0.06752988047808724,0.16075268817203897,0.16075268817203897,255.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0,,1,1.0,0,,2,0.5,3,0.3333333333333333,1,0.0,0,0,,False
development,300,0,5,2,0,0.0,,,,,,,,,,,,0,,0,,0,,0,,2,0.0,0,,0,0,,False
development,300,1,1,647,441,0.6816074188562596,0.22625698324022248,0.2521588946459381,0.30857032307990023,95.0,0.5782312925170068,0.7120181405895691,0.673469387755102,0.5941043083900227,0.5260770975056689,0.42403628117913833,0.3356009070294785,94,0.7127659574468085,99,0.6363636363636364,98,0.5918367346938775,123,0.6666666666666666,114,0.7719298245614035,119,0.6974789915966386,6,6,0.5918367346938775,True
development,300,1,2,161,113,0.7018633540372671,0.22549019607842763,0.2544731610337974,0.3320941759603476,200.0,0.5398230088495575,0.7256637168141593,0.6814159292035398,0.6017699115044248,0.5398230088495575,0.4336283185840708,0.34513274336283184,19,0.8947368421052632,25,0.68,31,0.7419354838709677,34,0.7058823529411765,21,0.47619047619047616,31,0.7096774193548387,6,6,0.47619047619047616,True
development,300,1,3,41,28,0.6829268292682927,0.21643959612378366,0.3208341211925464,0.3569044287621974,277.5,0.4642857142857143,0.7857142857142857,0.7142857142857143,0.6428571428571429,0.5,0.42857142857142855,0.35714285714285715,2,1.0,7,0.5714285714285714,5,0.6,10,0.5,10,0.7,7,1.0,4,4,0.5,False
development,300,1,4,9,7,0.7777777777777778,0.35200000000000387,0.3633663366336637,0.3633663366336637,270.0,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857,0,,2,1.0,2,1.0,4,0.75,1,0.0,0,,0,0,,False
development,300,1,5,1,0,0.0,,,,,,,,,,,,0,,0,,0,,0,,1,0.0,0,,0,0,,False
development,300,2,1,658,443,0.6732522796352584,0.21645109135003968,0.24669603524228828,0.29856115107913683,120.0,0.5620767494356659,0.7065462753950339,0.6523702031602708,0.5711060948081265,0.510158013544018,0.42437923250564336,0.34988713318284426,96,0.7395833333333334,108,0.6574074074074074,94,0.648936170212766,118,0.6694915254237288,116,0.6896551724137931,126,0.6428571428571429,6,6,0.6428571428571429,True
development,300,2,2,178,118,0.6629213483146067,0.22901323911285137,0.270733982998141,0.2992025836429924,245.0,0.576271186440678,0.6864406779661016,0.6440677966101694,0.5932203389830508,0.5423728813559322,0.3898305084745763,0.3050847457627119,20,0.75,29,0.7241379310344828,25,0.68,34,0.5588235294117647,34,0.6470588235294118,36,0.6666666666666666,6,6,0.5588235294117647,True
development,300,2,3,52,37,0.7115384615384616,0.24999999999999703,0.2424242424242426,0.2615470228158079,305.0,0.5135135135135135,0.8378378378378378,0.7027027027027027,0.6756756756756757,0.5405405405405406,0.3783783783783784,0.21621621621621623,5,0.8,8,0.625,6,0.6666666666666666,14,0.6428571428571429,10,0.7,9,0.8888888888888888,5,5,0.625,False
development,300,2,4,11,7,0.6363636363636364,0.5152941176470608,0.440000000000002,0.5152941176470608,410.0,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,1,0.0,2,1.0,1,1.0,4,0.75,2,0.5,1,0.0,0,0,,False
development,300,2,5,2,2,1.0,0.1532095567069676,0.1700489349453082,0.22862694300518327,402.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,1,1.0,0,,0,,0,,0,,1,1.0,0,0,,False
development,300,3,1,668,449,0.6721556886227545,0.20209059233449764,0.23073351903435502,0.2805812417437261,145.0,0.5723830734966593,0.6926503340757239,0.6481069042316259,0.5924276169265034,0.5055679287305123,0.3986636971046771,0.3184855233853007,105,0.7142857142857143,108,0.6481481481481481,99,0.5959595959595959,117,0.6752136752136753,117,0.7094017094017094,122,0.680327868852459,6,6,0.5959595959595959,True
development,300,3,2,180,126,0.7,0.18481168517624214,0.24668109668110533,0.27868884984619996,260.0,0.6507936507936508,0.6666666666666666,0.6031746031746031,0.5317460317460317,0.47619047619047616,0.3492063492063492,0.24603174603174602,22,0.9090909090909091,32,0.65625,35,0.7428571428571429,28,0.6428571428571429,30,0.6666666666666666,33,0.6363636363636364,6,6,0.6363636363636364,True
development,300,3,3,50,30,0.6,0.21604542851113734,0.22845038292325545,0.2791901175542245,262.5,0.5333333333333333,0.7666666666666667,0.6666666666666666,0.5666666666666667,0.5333333333333333,0.36666666666666664,0.26666666666666666,2,1.0,11,0.5454545454545454,7,0.5714285714285714,10,0.7,9,0.6666666666666666,11,0.45454545454545453,5,5,0.45454545454545453,False
development,300,3,4,14,8,0.5714285714285714,0.2912497784175257,0.20456604451976101,0.297950694137478,282.5,0.375,0.625,0.625,0.625,0.625,0.5,0.375,0,,2,0.0,1,1.0,2,0.5,3,1.0,6,0.5,1,1,0.5,False
development,300,3,5,4,3,0.75,0.1060070671378027,0.1060070671378027,0.1060070671378027,245.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0,,2,0.5,0,,0,,0,,2,1.0,0,0,,False
development,300,4,1,678,456,0.672566371681416,0.1809685602556944,0.22575668527769402,0.2640775588048311,160.0,0.6162280701754386,0.6644736842105263,0.6162280701754386,0.5482456140350878,0.47149122807017546,0.35964912280701755,0.27631578947368424,104,0.7019230769230769,114,0.5701754385964912,101,0.6732673267326733,115,0.6869565217391305,117,0.6837606837606838,127,0.7165354330708661,6,6,0.5701754385964912,True
development,300,4,2,184,125,0.6793478260869565,0.21348314606741617,0.22537182852143658,0.2830188679245293,205.0,0.584,0.752,0.672,0.592,0.52,0.424,0.32,26,0.6923076923076923,42,0.7142857142857143,28,0.75,27,0.5925925925925926,30,0.6333333333333333,31,0.6774193548387096,6,6,0.5925925925925926,True
development,300,4,3,52,34,0.6538461538461539,0.2170468187274889,0.2266909526241406,0.2651388474171416,355.0,0.5882352941176471,0.7352941176470589,0.7058823529411765,0.5882352941176471,0.5294117647058824,0.29411764705882354,0.20588235294117646,8,0.875,8,0.75,7,0.2857142857142857,9,0.6666666666666666,10,0.7,10,0.6,6,6,0.2857142857142857,False
development,300,4,4,17,10,0.5882352941176471,0.2589220894806092,0.25135247607158473,0.2923197249663665,285.0,0.4,0.8,0.8,0.8,0.8,0.4,0.2,1,1.0,1,0.0,5,0.6,3,0.6666666666666666,3,1.0,4,0.25,0,0,,False
development,300,4,5,5,3,0.6,0.18232299861175622,0.18292682926830192,0.18292682926830192,195.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0,,1,0.0,2,0.5,0,,0,,2,1.0,0,0,,False
development,300,5,1,694,481,0.6930835734870316,0.18752531389225988,0.2371134020618719,0.31348955034830506,150.0,0.6216216216216216,0.6798336798336798,0.6257796257796258,0.5426195426195426,0.47401247401247404,0.37214137214137216,0.30145530145530147,115,0.7304347826086957,114,0.6842105263157895,104,0.6634615384615384,117,0.6837606837606838,116,0.6982758620689655,128,0.6953125,6,6,0.6634615384615384,True
development,300,5,2,171,112,0.6549707602339181,0.21489511084634247,0.24021037868163092,0.2756559906967808,207.5,0.5982142857142857,0.7053571428571429,0.6517857142857143,0.5892857142857143,0.5178571428571429,0.4017857142857143,0.2857142857142857,23,0.8260869565217391,29,0.5172413793103449,32,0.78125,24,0.4166666666666667,29,0.7241379310344828,34,0.6470588235294118,6,6,0.4166666666666667,True
development,300,5,3,52,34,0.6538461538461539,0.24247521886983447,0.24247521886983447,0.29459152916316766,377.5,0.5588235294117647,0.7647058823529411,0.6764705882352942,0.6764705882352942,0.5588235294117647,0.38235294117647056,0.29411764705882354,4,0.75,11,0.6363636363636364,7,0.5714285714285714,13,0.6923076923076923,6,0.8333333333333334,11,0.5454545454545454,5,5,0.5454545454545454,False
development,300,5,4,15,8,0.5333333333333333,0.24172059386199077,0.3706916695875756,0.48831569664903374,445.0,0.5,0.75,0.75,0.75,0.625,0.375,0.375,1,0.0,3,0.3333333333333333,2,1.0,3,0.6666666666666666,1,1.0,5,0.4,0,0,,False
development,300,5,5,6,3,0.5,0.18232299861175622,0.23646459972234862,0.42480333179084023,180.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1.0,2,0.0,0,,0,,0,,3,0.6666666666666666,0,0,,False
development,300,6,1,713,477,0.6690042075736325,0.19316493313521346,0.2452956989247326,0.31330128205128516,125.0,0.6268343815513627,0.6750524109014675,0.6268343815513627,0.5513626834381551,0.49056603773584906,0.38155136268343814,0.29350104821802936,124,0.6290322580645161,114,0.6666666666666666,115,0.6608695652173913,120,0.7166666666666667,120,0.6583333333333333,120,0.6833333333333333,6,6,0.6290322580645161,True
development,300,6,2,196,134,0.6836734693877551,0.26423475001718877,0.2623692604406166,0.33135015342652363,207.5,0.5447761194029851,0.7761194029850746,0.7238805970149254,0.6865671641791045,0.5895522388059702,0.47761194029850745,0.3805970149253731,40,0.8,30,0.5333333333333333,30,0.5666666666666667,23,0.6086956521739131,37,0.7027027027027027,36,0.8055555555555556,6,6,0.5333333333333333,True
development,300,6,3,56,39,0.6964285714285714,0.23809523809524052,0.23809523809524052,0.27050610820244575,370.0,0.5897435897435898,0.717948717948718,0.6410256410256411,0.5897435897435898,0.5384615384615384,0.358974358974359,0.3333333333333333,6,1.0,13,0.5384615384615384,11,0.6363636363636364,9,0.5555555555555556,10,0.8,7,0.8571428571428571,6,6,0.5384615384615384,False
development,300,6,4,13,10,0.7692307692307693,0.11671686746988194,0.191136765584585,0.2622670253333684,310.0,0.6,0.6,0.6,0.4,0.4,0.3,0.3,0,,4,0.5,3,1.0,3,0.6666666666666666,2,1.0,1,1.0,0,0,,False
development,300,6,5,2,1,0.5,1.3333333333333333,0.7948717948717935,0.8547008547008534,335.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,2,0.5,0,,0,,0,,0,,0,0,,False
development,300,7,1,734,475,0.6471389645776566,0.18181818181817772,0.24105131414267653,0.2975308641975238,130.0,0.64,0.6463157894736842,0.6021052631578947,0.5368421052631579,0.47368421052631576,0.36,0.3031578947368421,126,0.6190476190476191,118,0.6016949152542372,126,0.6746031746031746,126,0.6587301587301587,115,0.6608695652173913,123,0.6666666666666666,6,6,0.6016949152542372,True
development,300,7,2,224,151,0.6741071428571429,0.2540983606557398,0.297297297297295,0.36240397650248934,175.0,0.5695364238410596,0.6688741721854304,0.6556291390728477,0.6026490066225165,0.5695364238410596,0.4768211920529801,0.3973509933774834,43,0.6744186046511628,39,0.6410256410256411,34,0.5882352941176471,34,0.5588235294117647,34,0.7647058823529411,40,0.8,6,6,0.5588235294117647,True
development,300,7,3,64,43,0.671875,0.2163742690058535,0.2602739726027366,0.335689045936407,260.0,0.6511627906976745,0.813953488372093,0.6976744186046512,0.6046511627906976,0.5116279069767442,0.4186046511627907,0.3488372093023256,14,0.7142857142857143,11,0.8181818181818182,11,0.5454545454545454,13,0.6923076923076923,7,0.7142857142857143,8,0.5,6,6,0.5,True
development,300,7,4,15,8,0.5333333333333333,0.01706827309236821,0.18037427430312414,0.20671501309776485,275.0,0.75,0.375,0.375,0.375,0.25,0.25,0.25,4,0.75,1,0.0,2,1.0,3,0.0,1,1.0,4,0.5,0,0,,False
development,300,7,5,5,4,0.8,0.4186904506053466,0.38963213697256327,0.4186904506053466,370.0,0.0,1.0,1.0,1.0,0.75,0.75,0.5,1,1.0,1,1.0,0,,1,0.0,0,,2,1.0,0,0,,False
development,300,8,1,734,488,0.6648501362397821,0.19933774834437196,0.2693297761002519,0.33874484008533384,132.5,0.639344262295082,0.6598360655737705,0.6229508196721312,0.5655737704918032,0.4979508196721312,0.39959016393442626,0.3237704918032787,124,0.6693548387096774,121,0.5785123966942148,122,0.6967213114754098,122,0.6065573770491803,117,0.7264957264957265,128,0.7109375,6,6,0.5785123966942148,True
development,300,8,2,210,148,0.7047619047619048,0.2086773184362361,0.28947708795268806,0.36116581442994256,165.0,0.6216216216216216,0.668918918918919,0.6148648648648649,0.5405405405405406,0.5,0.4527027027027027,0.34459459459459457,38,0.7631578947368421,37,0.7837837837837838,31,0.4838709677419355,43,0.5813953488372093,27,0.8148148148148148,34,0.8235294117647058,6,6,0.4838709677419355,True
development,300,8,3,54,36,0.6666666666666666,0.27199903471744846,0.32288890941418397,0.35167994840067407,260.0,0.5555555555555556,0.7222222222222222,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.4166666666666667,0.3611111111111111,8,0.875,7,0.7142857142857143,13,0.46153846153846156,17,0.7647058823529411,4,0.75,5,0.4,4,4,0.46153846153846156,False
development,300,8,4,14,7,0.5,0.0,0.2325581395348872,0.27906976744186296,235.0,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857,1,1.0,1,1.0,7,0.2857142857142857,2,0.5,0,,3,0.6666666666666666,1,1,0.2857142857142857,False
development,300,8,5,6,4,0.6666666666666666,0.42464562278514056,0.4243676050591588,0.42464562278514056,530.0,0.25,1.0,1.0,0.75,0.75,0.75,0.75,0,,0,,4,0.75,1,0.0,0,,1,1.0,0,0,,False
development,300,9,1,720,477,0.6625,0.22834645669291903,0.29025487256371424,0.3572716346153822,135.0,0.6121593291404612,0.6561844863731656,0.6331236897274634,0.5911949685534591,0.5324947589098532,0.4381551362683438,0.3710691823899371,120,0.7083333333333334,119,0.6218487394957983,123,0.6666666666666666,119,0.6302521008403361,114,0.6403508771929824,125,0.704,6,6,0.6218487394957983,True
development,300,9,2,205,145,0.7073170731707317,0.17987804878048877,0.27222222222222375,0.33454545454544743,230.0,0.6344827586206897,0.6551724137931034,0.6068965517241379,0.5310344827586206,0.4896551724137931,0.4206896551724138,0.3724137931034483,32,0.78125,32,0.6875,33,0.5151515151515151,37,0.6486486486486487,37,0.8108108108108109,34,0.7941176470588235,6,6,0.5151515151515151,True
development,300,9,3,46,33,0.717391304347826,0.22916666666666358,0.2714570858283411,0.3076923076923043,215.0,0.7272727272727273,0.7878787878787878,0.696969696969697,0.6060606060606061,0.5454545454545454,0.3333333333333333,0.18181818181818182,6,0.6666666666666666,6,1.0,13,0.6153846153846154,10,0.5,5,0.8,6,1.0,5,5,0.5,False
development,300,9,4,11,6,0.5454545454545454,0.20536903210520058,0.20536903210520058,0.2605864234095478,290.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,2,1.0,0,,5,0.0,3,1.0,1,1.0,0,,0,0,,False
development,300,9,5,3,2,0.6666666666666666,0.42464562278514056,0.42464562278514056,0.42464562278514056,390.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,0,,3,0.6666666666666666,0,,0,,0,,0,0,,False
development,300,10,1,718,481,0.66991643454039,0.22807017543859745,0.30415162454872546,0.35862068965516897,145.0,0.6174636174636174,0.6798336798336798,0.6486486486486487,0.5925155925155925,0.5467775467775468,0.4386694386694387,0.3596673596673597,119,0.7394957983193278,119,0.6386554621848739,126,0.626984126984127,114,0.6578947368421053,118,0.6779661016949152,122,0.680327868852459,6,6,0.626984126984127,True
development,300,10,2,196,136,0.6938775510204082,0.2590759075907594,0.2904239232453859,0.3786633247974317,195.0,0.6397058823529411,0.6764705882352942,0.6470588235294118,0.6029411764705882,0.5294117647058824,0.45588235294117646,0.3897058823529412,28,0.9285714285714286,30,0.5666666666666667,43,0.4883720930232558,30,0.7,32,0.84375,33,0.7272727272727273,6,6,0.4883720930232558,True
development,300,10,3,47,31,0.6595744680851063,0.20875420875421224,0.26714801444043806,0.3481012658227879,195.0,0.7419354838709677,0.7096774193548387,0.6451612903225806,0.5806451612903226,0.5161290322580645,0.3548387096774194,0.2903225806451613,2,1.0,9,0.6666666666666666,18,0.5555555555555556,7,0.5714285714285714,4,0.75,7,0.8571428571428571,4,4,0.5555555555555556,False
development,300,10,4,12,5,0.4166666666666667,0.06986899563318753,0.2749999999999979,0.2749999999999979,375.0,0.6,0.6,0.4,0.4,0.4,0.2,0.2,0,,3,0.3333333333333333,6,0.3333333333333333,1,1.0,1,1.0,1,0.0,1,1,0.3333333333333333,False
development,300,10,5,6,4,0.6666666666666666,0.8393257053444799,0.42464562278514056,0.42464562278514056,120.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,2,0.5,4,0.75,0,,0,,0,,0,0,,False
development,300,11,1,711,468,0.6582278481012658,0.24029708799420424,0.3045340119678118,0.37501708000273215,120.0,0.6217948717948718,0.688034188034188,0.6474358974358975,0.6025641025641025,0.5427350427350427,0.4337606837606838,0.3525641025641026,113,0.7079646017699115,119,0.6470588235294118,126,0.6349206349206349,110,0.6727272727272727,117,0.6410256410256411,126,0.6507936507936508,6,6,0.6349206349206349,True
development,300,11,2,207,151,0.7294685990338164,0.22364380757420466,0.306122448979594,0.42405063291138967,180.0,0.6291390728476821,0.6821192052980133,0.6291390728476821,0.5960264900662252,0.5231788079470199,0.44370860927152317,0.3708609271523179,31,0.8064516129032258,34,0.5588235294117647,41,0.6341463414634146,28,0.8214285714285714,35,0.8571428571428571,38,0.7368421052631579,6,6,0.5588235294117647,True
development,300,11,3,43,32,0.7441860465116279,0.1970558304983474,0.24217571644042674,0.3130532368762736,190.0,0.75,0.65625,0.65625,0.59375,0.46875,0.375,0.3125,6,0.5,9,0.7777777777777778,12,0.75,3,0.6666666666666666,4,0.75,9,0.8888888888888888,4,4,0.5,False
development,300,11,4,6,4,0.6666666666666666,0.37732819110515214,0.42395267696093886,0.42395267696093886,467.5,0.5,0.75,0.75,0.75,0.75,0.75,0.5,2,0.5,0,,2,0.5,0,,1,1.0,1,1.0,0,0,,False
development,300,11,5,2,2,1.0,1.3886255924170763,0.5979602267447296,0.5979602267447296,325.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1.0,0,,1,1.0,0,,0,,0,,0,0,,False
development,300,12,1,712,469,0.6587078651685393,0.24000000000000188,0.315846994535521,0.4137931034482764,105.0,0.6332622601279317,0.720682302771855,0.673773987206823,0.6098081023454158,0.5543710021321961,0.42430703624733473,0.36673773987206826,112,0.6785714285714286,125,0.64,127,0.6062992125984252,109,0.6422018348623854,117,0.7521367521367521,122,0.639344262295082,6,6,0.6062992125984252,True
development,300,12,2,205,150,0.7317073170731707,0.26203998840915366,0.34081395935246184,0.4309772296015209,137.5,0.6066666666666667,0.7,0.6666666666666666,0.5866666666666667,0.5333333333333333,0.46,0.3933333333333333,30,0.8333333333333334,40,0.575,44,0.7272727272727273,31,0.6774193548387096,24,0.875,36,0.7777777777777778,6,6,0.575,True
development,300,12,3,48,35,0.7291666666666666,0.2042553191489444,0.26916524701873645,0.28947368421053493,155.0,0.6571428571428571,0.6,0.6,0.5428571428571428,0.5142857142857142,0.37142857142857144,0.2571428571428571,4,0.75,14,0.7142857142857143,11,0.8181818181818182,9,0.5555555555555556,3,1.0,7,0.7142857142857143,4,4,0.5555555555555556,False
development,300,12,4,7,5,0.7142857142857143,0.3522727272727317,0.4455216989843051,0.4455216989843051,595.0,0.6,0.8,0.6,0.6,0.6,0.6,0.4,1,1.0,1,1.0,1,0.0,3,0.6666666666666666,0,,1,1.0,0,0,,False
