template,ref_min,horizon_min,exec_min,execution_utc,reference_start_utc,development_positive_probes,development_median_pf,development_median_expectancy,development_median_n,development_pass,raw_opportunities_per_week,external_positive_probes,external_enough_n_probes,external_pass,reference_validation_positive_probes,reference_validation_enough_n_probes,reference_validation_pass,supported
NATIVE_CENTER,300,360,570,09:30,04:30,2,1.252275124115847,0.34953682958104004,97.0,True,0.6195255474452555,3,3,True,0,3,False,False
NATIVE_CENTER,300,360,600,10:00,05:00,2,1.156075008105299,0.22467438584557003,108.0,True,0.6897810218978102,3,3,True,2,3,True,True
NATIVE_CENTER,300,360,630,10:30,05:30,0,0.9160768865854431,-0.14785819555832794,95.0,False,0.6067518248175182,2,3,True,1,3,False,False
NATIVE_CENTER,300,360,660,11:00,06:00,0,0.6807764660282501,-0.7138561468019352,85.0,False,0.542883211678832,3,3,True,0,3,False,False
NATIVE_CENTER,300,360,690,11:30,06:30,0,0.5312867908949607,-1.2287869432491838,69.0,False,0.4406934306569343,2,3,True,0,3,False,False
NATIVE_CENTER,300,360,720,12:00,07:00,0,0.6185121072749353,-0.9540162412334885,81.0,False,0.5173357664233577,1,3,False,0,3,False,False
NATIVE_CENTER,300,360,750,12:30,07:30,0,0.7632594706968985,-0.4981364901903478,68.0,False,0.43430656934306566,1,3,False,1,3,False,False
NATIVE_CENTER,300,360,780,13:00,08:00,0,0.47382019824292204,-1.4917153700626142,66.0,False,0.4215328467153284,3,3,True,1,3,False,False
NATIVE_CENTER,300,360,810,13:30,08:30,0,0.7695038464148163,-0.6311827900325822,71.0,False,0.4534671532846715,2,3,True,3,3,True,False
NATIVE_CENTER,300,360,840,14:00,09:00,0,0.661624522174355,-0.8983285681493317,76.0,False,0.48540145985401456,3,3,True,0,3,False,False
NATIVE_CENTER,300,360,870,14:30,09:30,0,0.5656122303373072,-1.218717824536339,63.0,False,0.4023722627737226,2,3,True,1,3,False,False
NATIVE_CENTER,300,360,900,15:00,10:00,0,1.0476170201956663,0.08957865932675396,59.0,False,0.37682481751824815,2,3,True,1,3,False,False
NATIVE_CENTER,300,360,930,15:30,10:30,3,1.6723730734001288,1.024051135932366,51.0,True,0.32572992700729925,2,3,True,1,3,False,False
NATIVE_CENTER,300,360,960,16:00,11:00,2,1.1673379667918682,0.3265554425947097,61.0,True,0.3895985401459854,3,3,True,3,3,True,True
NATIVE_CENTER,300,360,990,16:30,11:30,3,1.4090203560481842,0.6645963916399794,52.0,True,0.33211678832116787,0,3,False,0,3,False,False
NATIVE_CENTER,300,360,1020,17:00,12:00,1,0.9984395596058784,-0.0031761928280459686,49.0,False,0.312956204379562,3,3,True,0,3,False,False
NATIVE_CENTER,300,360,1050,17:30,12:30,1,0.9339841960938869,-0.11480806245037532,54.0,False,0.3448905109489051,1,3,False,0,3,False,False
NATIVE_CENTER,300,360,1080,18:00,13:00,1,0.747309344070926,-0.5553142693911779,56.0,False,0.3576642335766423,0,3,False,0,3,False,False
NATIVE_CENTER,300,360,1110,18:30,13:30,1,0.7631943334906175,-0.5132101536628872,47.0,False,0.30018248175182477,0,3,False,0,3,False,False
NATIVE_CENTER,300,360,1140,19:00,14:00,1,0.9907766274480072,-0.019440505627768365,54.0,False,0.3448905109489051,0,3,False,0,3,False,False
NATIVE_CENTER,300,360,1170,19:30,14:30,0,0.414910910917949,-1.4912009478634767,50.0,False,0.31934306569343063,0,3,False,0,3,False,False
NATIVE_CENTER,300,360,1200,20:00,15:00,0,0.6067406856559673,-0.8690305009050757,59.0,False,0.37682481751824815,0,3,False,0,3,False,False
NATIVE_CENTER,300,360,1230,20:30,15:30,0,0.5363963509688534,-1.158610247331231,53.0,False,0.3385036496350365,0,3,False,0,3,False,False
NATIVE_CENTER,300,360,1260,21:00,16:00,0,0.6340443883548217,-0.8242548192039878,59.0,False,0.37682481751824815,0,3,False,0,3,False,False
NATIVE_CENTER,300,360,1290,21:30,16:30,0,0.687817444599009,-0.6320416386620349,54.0,False,0.3448905109489051,0,3,False,0,3,False,False
NATIVE_CENTER,300,360,1320,22:00,17:00,0,0.5944057591181059,-0.9213429462922709,50.0,False,0.31934306569343063,0,3,False,0,3,False,False
NATIVE_CENTER,300,360,1350,22:30,17:30,0,0.5378198560056172,-0.9117034307388222,62.0,False,0.395985401459854,0,3,False,0,3,False,False
NATIVE_CENTER,300,360,1380,23:00,18:00,0,0.6818210102919178,-0.6492492124275026,74.0,False,0.4726277372262773,0,3,False,0,3,False,False
NATIVE_CENTER,300,360,1410,23:30,18:30,0,0.4725640868264273,-1.1864977720719674,71.0,False,0.4534671532846715,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,0,00:00,18:30,0,0.4735314033671573,-1.397101015466401,59.0,False,0.37682481751824815,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,30,00:30,19:00,0,0.4074541282487667,-1.9814329939230306,51.0,False,0.32572992700729925,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,60,01:00,19:30,0,0.5929916996724165,-0.9265346237107466,52.0,False,0.33211678832116787,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,90,01:30,20:00,0,0.8788027877078004,-0.2431166305038242,61.0,False,0.3895985401459854,1,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,120,02:00,20:30,0,0.8601116460093545,-0.25138602160489226,60.0,False,0.38321167883211676,0,3,False,1,3,False,False
LEGACY_BENCHMARK,330,390,150,02:30,21:00,1,1.0330649516316124,0.058366246897870525,67.0,False,0.42791970802919704,3,3,True,3,3,True,False
LEGACY_BENCHMARK,330,390,180,03:00,21:30,0,0.8390173837424578,-0.286979249094192,73.0,False,0.4662408759124087,3,3,True,3,3,True,False
LEGACY_BENCHMARK,330,390,210,03:30,22:00,0,0.6977198796728327,-0.5783991913123658,74.0,False,0.4726277372262773,3,3,True,2,3,True,False
LEGACY_BENCHMARK,330,390,240,04:00,22:30,1,1.077247449267917,0.10959393046499903,80.0,False,0.510948905109489,3,3,True,1,3,False,False
LEGACY_BENCHMARK,330,390,270,04:30,23:00,1,1.0180634372144661,0.027948968362789373,76.0,False,0.48540145985401456,3,3,True,3,3,True,False
LEGACY_BENCHMARK,330,390,300,05:00,23:30,0,0.9731149817040262,-0.047031350267800164,74.0,False,0.4726277372262773,2,3,True,3,3,True,False
LEGACY_BENCHMARK,330,390,330,05:30,00:00,0,0.9149049271485217,-0.18057089164992796,71.0,False,0.4534671532846715,1,3,False,3,3,True,False
LEGACY_BENCHMARK,330,390,360,06:00,00:30,0,0.6989744379190236,-0.665149594187981,76.0,False,0.48540145985401456,1,3,False,1,3,False,False
LEGACY_BENCHMARK,330,390,390,06:30,01:00,1,0.8590388539458086,-0.2695775684524674,84.0,False,0.5364963503649635,3,3,True,3,3,True,False
LEGACY_BENCHMARK,330,390,420,07:00,01:30,1,1.070258933334459,0.11806904408543922,82.0,False,0.5237226277372262,0,3,False,1,3,False,False
LEGACY_BENCHMARK,330,390,450,07:30,02:00,0,0.6339444879517301,-0.7651465921265211,95.0,False,0.6067518248175182,3,3,True,3,3,True,False
LEGACY_BENCHMARK,330,390,480,08:00,02:30,0,0.740225249599049,-0.4775249471786585,105.0,False,0.6706204379562043,2,3,True,1,3,False,False
LEGACY_BENCHMARK,330,390,510,08:30,03:00,0,0.8714076997637011,-0.22118287173754608,102.0,False,0.6514598540145985,0,3,False,2,3,True,False
LEGACY_BENCHMARK,330,390,540,09:00,03:30,2,1.1590608646871636,0.2552600154791873,101.0,True,0.6450729927007299,0,3,False,3,3,True,False
LEGACY_BENCHMARK,330,390,570,09:30,04:00,3,1.49530417870577,0.6316756696848388,97.0,True,0.6195255474452555,3,3,True,3,3,True,True
LEGACY_BENCHMARK,330,390,600,10:00,04:30,2,1.1775927944260696,0.26743003074902955,109.0,True,0.6961678832116788,3,3,True,1,3,False,False
LEGACY_BENCHMARK,330,390,630,10:30,05:00,0,0.7848947612191415,-0.457147257058508,102.0,False,0.6514598540145985,3,3,True,3,3,True,False
LEGACY_BENCHMARK,330,390,660,11:00,05:30,0,0.7533461665365285,-0.518714446463024,86.0,False,0.5492700729927007,1,3,False,1,3,False,False
LEGACY_BENCHMARK,330,390,690,11:30,06:00,0,0.6255443660173875,-0.8762537066411161,70.0,False,0.4470802919708029,3,3,True,0,3,False,False
LEGACY_BENCHMARK,330,390,720,12:00,06:30,0,0.5296950730227024,-1.3266577533158688,77.0,False,0.4917883211678832,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,750,12:30,07:00,0,0.5560335585203031,-1.1566251586232192,62.0,False,0.395985401459854,1,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,780,13:00,07:30,0,0.5699520504978615,-1.185700428794169,69.0,False,0.4406934306569343,3,3,True,0,3,False,False
LEGACY_BENCHMARK,330,390,810,13:30,08:00,0,0.7081171695788854,-0.7567374568695031,69.0,False,0.4406934306569343,2,3,True,3,3,True,False
LEGACY_BENCHMARK,330,390,840,14:00,08:30,0,0.7961367801041157,-0.5240059613975718,79.0,False,0.5045620437956204,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,870,14:30,09:00,0,0.5687148071182948,-1.2163937408741021,65.0,False,0.4151459854014598,1,3,False,3,3,True,False
LEGACY_BENCHMARK,330,390,900,15:00,09:30,0,0.9244693422367081,-0.17868423066090408,56.0,False,0.3576642335766423,2,3,True,1,3,False,False
LEGACY_BENCHMARK,330,390,930,15:30,10:00,3,2.0059811330999917,1.04585353415752,51.0,True,0.32572992700729925,2,3,True,1,3,False,False
LEGACY_BENCHMARK,330,390,960,16:00,10:30,2,1.3028584188748753,0.5776078565905937,60.0,True,0.38321167883211676,2,3,True,3,3,True,True
LEGACY_BENCHMARK,330,390,990,16:30,11:00,3,1.2967964830242038,0.6249539899403036,53.0,True,0.3385036496350365,2,3,True,0,3,False,False
LEGACY_BENCHMARK,330,390,1020,17:00,11:30,1,0.9402874861448227,-0.13433581660355465,47.0,False,0.30018248175182477,2,3,True,0,3,False,False
LEGACY_BENCHMARK,330,390,1050,17:30,12:00,1,1.0868331650140215,0.1659647795127436,48.0,False,0.3065693430656934,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,1080,18:00,12:30,1,0.9471046798928208,-0.10343961655014086,53.0,False,0.3385036496350365,1,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,1110,18:30,13:00,1,0.7814920642595887,-0.47894936763119833,52.0,False,0.33211678832116787,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,1140,19:00,13:30,1,0.823410268397333,-0.4004048690090399,58.0,False,0.3704379562043795,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,1170,19:30,14:00,0,0.6564669435687976,-0.8097012815980197,46.0,False,0.2937956204379562,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,1200,20:00,14:30,0,0.4731070442896673,-1.4870397657533092,52.0,False,0.33211678832116787,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,1230,20:30,15:00,0,0.6184581368070973,-0.9755053903873315,49.0,False,0.312956204379562,0,3,False,2,3,True,False
LEGACY_BENCHMARK,330,390,1260,21:00,15:30,0,0.7905031543611092,-0.41867041784983144,49.0,False,0.312956204379562,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,1290,21:30,16:00,0,0.7721354841925951,-0.4409156918917737,52.0,False,0.33211678832116787,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,1320,22:00,16:30,0,0.5496081389468827,-0.9704283790015298,52.0,False,0.33211678832116787,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,1350,22:30,17:00,0,0.5700314423614209,-0.9492302779158035,57.0,False,0.3640510948905109,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,1380,23:00,17:30,0,0.8342989927981684,-0.3047803859043742,65.0,False,0.4151459854014598,0,3,False,0,3,False,False
LEGACY_BENCHMARK,330,390,1410,23:30,18:00,0,0.4141792015040331,-1.5276441474251594,75.0,False,0.47901459854014594,0,3,False,0,3,False,False
