feature,group_type,group_value,band,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,max_win_streak
loc_72h,year,2020,MID,61,0.6557377049180327,456.2261176927816,7.479116683488223,2.0181916883508997,248.84719069204317,6,9
loc_72h,year,2020,HIGH,24,0.4583333333333333,-62.586253281868764,-2.6077605534111985,0.7303584782717243,150.2952200219699,5,5
loc_72h,year,2021,LOW,172,0.5813953488372093,1187.2235763964236,6.9024626534675795,1.7742898795029345,346.40266602145107,6,17
loc_72h,year,2021,MID,316,0.5031645569620253,2460.4636171722823,7.786277269532539,1.7472923053559957,456.5162235910243,20,8
loc_72h,year,2021,HIGH,352,0.4403409090909091,-371.2293261226926,-1.0546287673940131,0.9252220379410734,1678.42101548253,10,16
loc_72h,year,2022,LOW,173,0.5144508670520231,391.1361857122164,2.2609028075850657,1.2554943729867123,346.7339769564758,7,9
loc_72h,year,2022,MID,114,0.49122807017543857,205.2151341329871,1.8001327555525184,1.1719467799035372,292.6025050234125,7,6
loc_72h,year,2022,HIGH,105,0.5333333333333333,15.295477304421032,0.14567121242305744,1.0149386117885966,278.823807397322,11,7
loc_72h,year,2023,LOW,49,0.5714285714285714,86.83686447544599,1.772180907662163,1.2928329763558095,118.04158693760394,4,7
loc_72h,year,2023,MID,85,0.4117647058823529,231.03072684114665,2.7180085510723133,1.343166378690661,193.05946282844076,10,4
loc_72h,year,2023,HIGH,90,0.4777777777777778,423.422642152867,4.704696023920745,1.4946571651112963,267.45179399441463,9,7
loc_72h,year,2024,LOW,67,0.5373134328358209,123.91613043327355,1.8494944840787098,1.216709396709653,192.3582001076607,6,6
loc_72h,year,2024,MID,89,0.5730337078651685,476.96830651180056,5.359194455188771,1.7912341971950467,141.41768545644203,6,7
loc_72h,year,2024,HIGH,93,0.44086021505376344,57.882464500416745,0.6223920914023305,1.084402817403777,241.69929692130904,10,11
loc_72h,year,2025,LOW,83,0.7349397590361446,713.6388458554694,8.598058383800836,3.066743123988877,155.61466900052142,3,10
loc_72h,year,2025,MID,48,0.4583333333333333,-10.48768183662662,-0.21849337159638793,0.9762414564561297,140.43877307560555,5,5
loc_72h,year,2025,HIGH,39,0.5641025641025641,47.43651700734048,1.2163209489061662,1.2157558724466302,64.70100798837167,3,6
loc_72h,year,2026,LOW,28,0.39285714285714285,-156.31053514928715,-5.582519112474541,0.5262271258188939,219.05547217328447,9,3
loc_72h,year,2026,MID,11,0.36363636363636365,28.88608469358382,2.6260076994167108,1.664245290570966,22.511308946703668,3,2
loc_72h,year,2026,HIGH,12,0.6666666666666666,22.624114768321007,1.8853428973600839,1.6131620423326243,25.377024937029862,2,5
loc_7d,partition,external,LOW,167,0.5868263473053892,1785.6538579996636,10.692538071854273,2.406731112976629,231.29043229418028,8,15
loc_7d,partition,external,MID,377,0.5278514588859416,611.6743910604582,1.622478490876547,1.1522997896885034,718.3981649506297,11,11
loc_7d,partition,external,HIGH,407,0.45454545454545453,1358.734312000327,3.3384135429983464,1.2538307586826554,1543.2235851208093,16,15
loc_7d,partition,development,LOW,289,0.5259515570934256,830.2649556954113,2.8728891200533266,1.3336432866510999,396.4195248565404,7,9
loc_7d,partition,development,MID,288,0.4861111111111111,253.45525422019494,0.8800529660423435,1.1058984062737334,615.8034187089625,12,8
loc_7d,partition,development,HIGH,288,0.4965277777777778,927.983722148969,3.2221657019061425,1.3635468665111738,463.6764881666585,10,10
loc_7d,partition,reference_validation,LOW,107,0.6448598130841121,642.7013662742671,6.006554824993151,1.9898520701744062,187.65424209252478,8,11
loc_7d,partition,reference_validation,MID,68,0.47058823529411764,-54.87508167813559,-0.8069864952666999,0.8984421928690056,166.5592606467722,6,5
loc_7d,partition,reference_validation,HIGH,46,0.5869565217391305,57.961060742669574,1.2600230596232516,1.2550271894517195,49.3858905738924,3,4
loc_7d,year,2020,LOW,20,0.6,140.4062445231394,7.02031222615697,1.9829937645944415,72.57884532903657,4,5
loc_7d,year,2020,MID,68,0.7058823529411765,501.3860259904177,7.37332391162379,2.1650531526433667,218.73523090957224,4,10
loc_7d,year,2020,HIGH,23,0.34782608695652173,-162.18757689912155,-7.051633778222676,0.41045838256193184,219.2360147405587,8,3
loc_7d,year,2021,LOW,147,0.5850340136054422,1645.2476134765238,11.19216063589472,2.4604578111330304,231.29043229418036,8,15
loc_7d,year,2021,MID,309,0.4886731391585761,110.28836507004064,0.35692027530757486,1.0307561378800514,718.3981649506297,11,11
loc_7d,year,2021,HIGH,384,0.4609375,1520.9218888994485,3.960734085675647,1.2995234089165477,1543.2235851208097,16,15
loc_7d,year,2022,LOW,196,0.5051020408163265,382.3098982950585,1.950560705587033,1.2071675663495425,396.4195248565404,7,9
loc_7d,year,2022,MID,115,0.4956521739130435,10.355782375543171,0.09005028152646236,1.0085345667449725,615.8034187089625,11,7
loc_7d,year,2022,HIGH,81,0.5555555555555556,218.981116479023,2.703470573815099,1.3176115719476524,254.74652409118536,8,7
loc_7d,year,2023,LOW,31,0.5161290322580645,46.37197701688262,1.4958702263510522,1.2250575259003686,143.85439846568826,6,6
loc_7d,year,2023,MID,76,0.47368421052631576,64.73550831415366,0.8517830041336009,1.1420376333636486,124.74299317413832,7,5
loc_7d,year,2023,HIGH,117,0.46153846153846156,630.1827481384232,5.386177334516438,1.541414084688705,457.9820188327596,10,9
loc_7d,year,2024,LOW,62,0.5967741935483871,401.5830803834703,6.477146457797908,1.918908004500596,139.63475078448033,5,7
loc_7d,year,2024,MID,97,0.4845360824742268,178.36396353049804,1.838803747737093,1.2462824393465057,162.19750767377448,12,8
loc_7d,year,2024,HIGH,90,0.4888888888888889,78.81985753152262,0.8757761947946957,1.1127343714772555,207.89635399580197,6,10
loc_7d,year,2025,LOW,82,0.7317073170731707,776.0673851129012,9.464236403815868,3.210960814237826,104.99209546705652,4,11
loc_7d,year,2025,MID,52,0.46153846153846156,-79.70543446553589,-1.5327968166449208,0.8286643208079217,155.3115659168091,6,5
loc_7d,year,2025,HIGH,36,0.5833333333333334,54.22573037881804,1.5062702883005012,1.2848340160259204,49.3858905738924,3,4
loc_7d,year,2026,LOW,25,0.36,-133.36601883863418,-5.334640753545367,0.5528849476229417,187.65424209252478,8,3
loc_7d,year,2026,MID,16,0.5,24.83035278740026,1.5518970492125161,1.3304852349660974,47.98432270054279,5,4
loc_7d,year,2026,HIGH,10,0.6,3.735330363851551,0.3735330363851551,1.1012354657028756,33.314692686711965,2,4
range_ratio_24_72,partition,external,LOW,368,0.4701086956521739,640.7228066668843,1.7410945833339246,1.1405879477619676,876.9289002239561,20,11
range_ratio_24_72,partition,external,MID,283,0.5406360424028268,1866.7506103527205,6.596291909373571,1.6818356562715713,316.97884490028287,10,11
range_ratio_24_72,partition,external,HIGH,300,0.52,1248.5891440408445,4.161963813469482,1.3734658909757016,1554.5097407862847,17,13
range_ratio_24_72,partition,development,LOW,289,0.4532871972318339,574.5542633805204,1.9880770359187558,1.2196687563921484,470.74455052729206,10,9
range_ratio_24_72,partition,development,MID,288,0.5173611111111112,748.5095753457085,2.598991581061488,1.3186181670964208,459.242313909759,9,12
range_ratio_24_72,partition,development,HIGH,288,0.5381944444444444,688.6400933383462,2.391111435202591,1.2788400135136964,316.57736299082194,10,11
range_ratio_24_72,partition,reference_validation,LOW,87,0.5172413793103449,-100.00396543894774,-1.1494708671143419,0.8337867023253099,211.4430063432115,6,6
range_ratio_24_72,partition,reference_validation,MID,53,0.5660377358490566,155.21601018632967,2.928603965779805,1.4261424291674833,135.8500743874314,5,6
range_ratio_24_72,partition,reference_validation,HIGH,81,0.654320987654321,590.5753005914191,7.291053093721224,2.309472819262901,118.3542282396404,5,11
range_ratio_24_72,year,2020,LOW,39,0.5641025641025641,-46.555637043466504,-1.1937342831658078,0.8527891217034668,212.30374108776957,9,7
range_ratio_24_72,year,2020,MID,28,0.42857142857142855,-23.965738124583407,-0.8559192187351217,0.9192244089505028,118.75937963005765,6,3
range_ratio_24_72,year,2020,HIGH,44,0.7727272727272727,550.1260687824855,12.502865199601944,3.337468010633584,113.08484441098565,3,12
range_ratio_24_72,year,2021,LOW,329,0.45896656534954405,687.2784437103505,2.088992230122646,1.1620480891887173,876.9289002239564,20,11
range_ratio_24_72,year,2021,MID,255,0.5529411764705883,1890.7163484773039,7.41457391559727,1.7745233332125905,316.97884490028287,10,11
range_ratio_24_72,year,2021,HIGH,256,0.4765625,698.4630752583589,2.7283713877279645,1.2247381768576788,1554.5097407862845,17,13
range_ratio_24_72,year,2022,LOW,124,0.5,251.96354536391462,2.0319640755154404,1.224479460122374,184.3956684031221,7,9
range_ratio_24_72,year,2022,MID,149,0.4899328859060403,290.8163530484491,1.9517876043520075,1.2223305781901117,459.242313909759,9,12
range_ratio_24_72,year,2022,HIGH,119,0.5546218487394958,68.86689873726061,0.5787134347668959,1.0522590621915928,316.57736299082194,10,11
range_ratio_24_72,year,2023,LOW,85,0.38823529411764707,129.11891190348126,1.5190460223938973,1.1497970054368274,345.52634255172933,10,5
range_ratio_24_72,year,2023,MID,59,0.4915254237288136,48.322614874054416,0.819027370746685,1.093096554767559,206.7759690798904,5,9
range_ratio_24_72,year,2023,HIGH,80,0.55,563.848706691924,7.04810883364905,2.267797136973227,169.27561446906836,8,11
range_ratio_24_72,year,2024,LOW,80,0.45,193.4718061131245,2.418397576414056,1.3065364043340228,159.48681105321015,9,4
range_ratio_24_72,year,2024,MID,80,0.5875,409.37060742320483,5.11713259279006,1.784021504310356,168.01570130870965,8,6
range_ratio_24_72,year,2024,HIGH,89,0.5056179775280899,55.92448790916164,0.6283650326872094,1.0790882239527178,200.85195137396516,7,8
range_ratio_24_72,year,2025,LOW,70,0.5142857142857142,-68.78267351492333,-0.9826096216417619,0.8616800357030278,177.87711291905822,6,6
range_ratio_24_72,year,2025,MID,39,0.5897435897435898,204.6672125501013,5.247877244874393,1.9294802936951105,122.11012297814813,5,6
range_ratio_24_72,year,2025,HIGH,61,0.7540983606557377,614.703141991005,10.077100688377133,3.126127783959058,118.3542282396404,3,11
range_ratio_24_72,year,2026,LOW,17,0.5294117647058824,-31.22129192402442,-1.8365465837661423,0.7009117711099628,84.88448634035625,5,3
range_ratio_24_72,year,2026,MID,14,0.5,-49.4512023637717,-3.532228740269407,0.6566835963531228,117.0055424890521,3,3
range_ratio_24_72,year,2026,HIGH,20,0.35,-24.127841399586238,-1.2063920699793118,0.8509557183552977,74.98824218191294,5,2
