partition,date_utc,signal_ts,window_status,filled,h2_after_fill,fill_bar_start,entry_px,entry_fraction,H,L,range,h2_bar_start,path_class,pre_max_frac,pre_required_d,cons_max_frac,cons_required_d,next_max_frac,next_required_d,failure_max_frac,failure_required_d
reference_validation,2025-12-22,2025-12-22 17:15:00+00:00,H2_ARRIVAL,True,True,2025-12-22 17:25:00+00:00,89282.435,0.15,90599.0,89050.1,1548.8999999999942,2025-12-22 19:00:00+00:00,F15_H2_WINNER,0.28323326231519064,0.13323326231519064,0.28323326231519064,0.13323326231519064,0.28323326231519064,0.13323326231519064,,
reference_validation,2025-12-23,2025-12-23 14:45:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,87914.0,87256.3,657.6999999999971,,NO_FILL,,,,,,,,
reference_validation,2026-01-02,2026-01-02 14:20:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,89900.0,88780.0,1120.0,,NO_FILL,,,,,,,,
reference_validation,2026-01-08,2026-01-08 14:10:00+00:00,H2_ARRIVAL,False,False,,,0.15,90741.2,89733.6,1007.5999999999913,2026-01-08 14:20:00+00:00,NO_FILL,,,,,,,,
reference_validation,2026-01-13,2026-01-13 13:35:00+00:00,H2_ARRIVAL,False,False,,,0.15,92676.6,91850.6,826.0,2026-01-13 14:00:00+00:00,NO_FILL,,,,,,,,
reference_validation,2026-01-16,2026-01-16 14:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,95805.0,95210.5,594.5,,NO_FILL,,,,,,,,
reference_validation,2026-01-26,2026-01-26 14:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,False,False,,,0.15,88367.5,87556.9,810.6000000000058,,NO_FILL,,,,,,,,
reference_validation,2026-02-09,2026-02-09 14:10:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2026-02-09 14:30:00+00:00,68705.31,0.15,70583.3,68373.9,2209.4000000000087,,F15_NON_H2_FILL,,,,,,,1.1922241332488437,1.0422241332488438
reference_validation,2026-02-16,2026-02-16 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,70110.9,68300.0,1810.8999999999942,,NO_FILL,,,,,,,,
reference_validation,2026-02-18,2026-02-18 14:00:00+00:00,H2_ARRIVAL,True,True,2026-02-18 14:05:00+00:00,67247.31999999999,0.15,68438.0,67037.2,1400.800000000003,2026-02-18 14:15:00+00:00,F15_H2_WINNER,0.2089520274129044,0.058952027412904395,0.2089520274129044,0.058952027412904395,0.1741147915476929,0.024114791547692915,,
reference_validation,2026-02-19,2026-02-19 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,67180.4,66100.0,1080.3999999999942,,NO_FILL,,,,,,,,
reference_validation,2026-02-23,2026-02-23 14:45:00+00:00,H2_ARRIVAL,True,True,2026-02-23 14:50:00+00:00,65690.58499999999,0.15,66574.5,65534.6,1039.9000000000015,2026-02-23 16:00:00+00:00,F15_H2_WINNER,0.6787191076064955,0.5287191076064954,0.6787191076064955,0.5287191076064954,0.6787191076064955,0.5287191076064954,,
reference_validation,2026-02-26,2026-02-26 14:05:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,68689.7,67750.0,939.6999999999971,,NO_FILL,,,,,,,,
reference_validation,2026-02-27,2026-02-27 13:40:00+00:00,H2_ARRIVAL,True,True,2026-02-27 13:45:00+00:00,66076.23999999999,0.15,68127.8,65714.2,2413.600000000006,2026-02-27 14:45:00+00:00,F15_H2_WINNER,0.2509943652635074,0.10099436526350739,0.2509943652635074,0.10099436526350739,0.2509943652635074,0.10099436526350739,,
reference_validation,2026-03-05,2026-03-05 15:15:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,73539.1,71716.3,1822.800000000003,,NO_FILL,,,,,,,,
reference_validation,2026-03-17,2026-03-17 13:55:00+00:00,H2_ARRIVAL,False,False,,,0.15,74418.5,73512.0,906.5,2026-03-17 14:15:00+00:00,NO_FILL,,,,,,,,
reference_validation,2026-03-18,2026-03-18 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,74246.2,72088.0,2158.199999999997,,NO_FILL,,,,,,,,
reference_validation,2026-03-25,2026-03-25 15:15:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,71999.9,70752.5,1247.3999999999942,,NO_FILL,,,,,,,,
reference_validation,2026-03-26,2026-03-26 15:10:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,70131.5,69127.2,1004.3000000000029,,NO_FILL,,,,,,,,
reference_validation,2026-03-27,2026-03-27 13:40:00+00:00,H2_ARRIVAL,False,False,,,0.15,68619.9,66175.4,2444.5,2026-03-27 13:55:00+00:00,NO_FILL,,,,,,,,
reference_validation,2026-03-30,2026-03-30 14:20:00+00:00,H2_ARRIVAL,False,False,,,0.15,68148.4,67333.3,815.0999999999913,2026-03-30 14:25:00+00:00,NO_FILL,,,,,,,,
reference_validation,2026-04-02,2026-04-02 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,66887.9,65850.4,1037.5,,NO_FILL,,,,,,,,
reference_validation,2026-04-09,2026-04-09 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,71533.0,70831.9,701.1000000000058,,NO_FILL,,,,,,,,
reference_validation,2026-04-24,2026-04-24 18:20:00+00:00,NO_H2_BY_SESSION_END,True,False,2026-04-24 18:30:00+00:00,77517.365,0.15,78432.9,77355.8,1077.0999999999913,,F15_NON_H2_FILL,,,,,,,0.32977439420666604,0.17977439420666605
reference_validation,2026-04-28,2026-04-28 14:20:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,76956.0,75904.4,1051.6000000000058,,NO_FILL,,,,,,,,
reference_validation,2026-05-06,2026-05-06 14:10:00+00:00,H2_ARRIVAL,True,True,2026-05-06 14:55:00+00:00,81512.305,0.15,82828.7,81280.0,1548.699999999997,2026-05-06 15:10:00+00:00,F15_H2_WINNER,0.2604765287014883,0.1104765287014883,0.2604765287014883,0.1104765287014883,0.18860980176922992,0.03860980176922993,,
reference_validation,2026-05-07,2026-05-07 13:45:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,81564.6,80521.8,1042.800000000003,,NO_FILL,,,,,,,,
reference_validation,2026-05-08,2026-05-08 13:45:00+00:00,NO_H2_BY_SESSION_END,True,False,2026-05-08 15:20:00+00:00,79689.2,0.15,80478.0,79550.0,928.0,,F15_NON_H2_FILL,,,,,,,0.7721982758620752,0.6221982758620752
reference_validation,2026-05-13,2026-05-13 13:45:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,81270.2,79801.1,1469.0999999999913,,NO_FILL,,,,,,,,
reference_validation,2026-05-20,2026-05-20 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,77733.0,77170.3,562.6999999999971,,NO_FILL,,,,,,,,
reference_validation,2026-05-22,2026-05-22 13:35:00+00:00,H2_ARRIVAL,False,False,,,0.15,77548.5,77138.3,410.1999999999971,2026-05-22 13:40:00+00:00,NO_FILL,,,,,,,,
reference_validation,2026-05-27,2026-05-27 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,76155.5,75158.0,997.5,,NO_FILL,,,,,,,,
reference_validation,2026-06-01,2026-06-01 13:35:00+00:00,H2_ARRIVAL,False,False,,,0.15,73084.0,71700.2,1383.800000000003,2026-06-01 13:40:00+00:00,NO_FILL,,,,,,,,
reference_validation,2026-06-02,2026-06-02 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,70146.2,68840.5,1305.699999999997,,NO_FILL,,,,,,,,
reference_validation,2026-06-03,2026-06-03 13:50:00+00:00,H2_ARRIVAL,True,True,2026-06-03 13:55:00+00:00,66744.2,0.15,67448.0,66620.0,828.0,2026-06-03 14:20:00+00:00,F15_H2_WINNER,0.41473429951690116,0.2647342995169012,0.41473429951690116,0.2647342995169012,0.3741545893719842,0.2241545893719842,,
reference_validation,2026-06-12,2026-06-12 13:45:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2026-06-12 13:50:00+00:00,63193.8,0.15,63929.9,63063.9,866.0,,F15_NON_H2_FILL,,,,,,,1.067090069284063,0.917090069284063
reference_validation,2026-06-30,2026-06-30 13:35:00+00:00,H2_ARRIVAL,True,True,2026-06-30 13:45:00+00:00,58472.155,0.15,59532.7,58285.0,1247.699999999997,2026-06-30 15:00:00+00:00,F15_H2_WINNER,0.7849643343752535,0.6349643343752535,0.7849643343752535,0.6349643343752535,0.7849643343752535,0.6349643343752535,,
reference_validation,2026-07-06,2026-07-06 13:35:00+00:00,OPPOSITE_BREAK_BEFORE_H2,True,False,2026-07-06 13:45:00+00:00,61676.595,0.15,63226.4,61403.1,1823.300000000003,,F15_NON_H2_FILL,,,,,,,1.163768990292326,1.0137689902923261
reference_validation,2026-07-07,2026-07-07 14:05:00+00:00,H2_ARRIVAL,False,False,,,0.15,63868.0,62958.4,909.5999999999985,2026-07-07 14:10:00+00:00,NO_FILL,,,,,,,,
reference_validation,2026-07-08,2026-07-08 13:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,62921.8,61708.2,1213.6000000000058,,NO_FILL,,,,,,,,
reference_validation,2026-07-23,2026-07-23 13:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,False,False,,,0.15,65756.6,64927.3,829.3000000000029,,NO_FILL,,,,,,,,
reference_validation,2026-07-29,2026-07-29 14:30:00+00:00,H2_ARRIVAL,False,False,,,0.15,64715.9,64113.6,602.3000000000029,2026-07-29 14:35:00+00:00,NO_FILL,,,,,,,,
