ext_R,stop_R,target_px,stop_px,gross_rr,exit_type,exit_ts,exit_px,same_bar_collision,gross_return,net_return,gross_win,net_win,pnl_usd_500,local_date,candidate,entry_ts,entry_px,R
0.0,0.05,253.59,252.45149999999998,1.5963511972634195,TP,2023-12-19 16:50:00+00:00,253.59,False,0.002768001898058481,0.0012680018980584808,True,True,0.6340009490292404,2023-12-19,E0_NEXT_OPEN,2023-12-19 16:45:00+00:00,252.89,8.77000000000001
0.0,0.05,274.34,271.86,2.5942028985506806,TP,2023-12-21 15:30:00+00:00,274.34,False,0.00656760227481179,0.0050676022748117906,True,True,2.533801137405895,2023-12-21,E0_NEXT_OPEN,2023-12-21 15:10:00+00:00,272.55,13.799999999999955
0.0,0.05,271.55,270.788,1.3664596273291738,SL_BOTH,2023-12-22 15:20:00+00:00,270.788,True,-0.001187709785695823,-0.002687709785695823,False,False,-1.3438548928479115,2023-12-22,E0_NEXT_OPEN,2023-12-22 15:20:00+00:00,271.11,6.439999999999998
0.0,0.05,314.0,313.63750000000005,0.705882352941145,TP,2024-01-18 14:40:00+00:00,314.0,False,0.00047793531941997536,-0.0010220646805800247,True,False,-0.5110323402900123,2024-01-18,E0_NEXT_OPEN,2024-01-18 14:40:00+00:00,313.85,4.25
0.0,0.05,360.78,357.6105,2.48488180318861,TP,2024-02-15 14:45:00+00:00,360.78,False,0.006303692959946483,0.0048036929599464834,True,True,2.4018464799732415,2024-02-15,E0_NEXT_OPEN,2024-02-15 14:45:00+00:00,358.52,18.189999999999998
0.0,0.05,584.91,578.2929999999999,9.38775510204,SL,2024-03-27 13:40:00+00:00,578.2929999999999,False,-0.0011003057364449287,-0.0026003057364449287,False,False,-1.3001528682224643,2024-03-27,E0_NEXT_OPEN,2024-03-27 13:40:00+00:00,578.93,12.740000000000009
0.0,0.05,620.45,618.6825,1.5340501792115613,SL,2024-03-29 14:40:00+00:00,618.6825,False,-0.0011261261261260591,-0.002626126126126059,False,False,-1.3130630630630296,2024-03-29,E0_NEXT_OPEN,2024-03-29 14:25:00+00:00,619.38,13.950000000000045
0.0,0.05,592.9,590.9455,2.032583397982868,SL,2024-04-01 13:50:00+00:00,590.9455,False,-0.0010894369411247329,-0.002589436941124733,False,False,-1.2947184705623664,2024-04-01,E0_NEXT_OPEN,2024-04-01 13:50:00+00:00,591.59,12.889999999999986
0.0,0.05,591.69,589.755,2.1463414634146836,TP,2024-04-04 14:35:00+00:00,591.69,False,0.0022358859698157207,0.0007358859698157207,True,True,0.36794298490786037,2024-04-04,E0_NEXT_OPEN,2024-04-04 14:20:00+00:00,590.37,12.300000000000068
0.0,0.05,592.45,590.6129999999999,1.0479375696767046,TP,2024-04-10 15:45:00+00:00,592.45,False,0.0015891531842235906,8.915318422359061e-05,True,True,0.04457659211179531,2024-04-10,E0_NEXT_OPEN,2024-04-10 15:45:00+00:00,591.51,17.940000000000055
0.0,0.05,587.2,586.4995,0.521172638436474,SL,2024-05-08 18:30:00+00:00,586.4995,False,-0.0007845509063650891,-0.002284550906365089,False,False,-1.1422754531825445,2024-05-08,E0_NEXT_OPEN,2024-05-08 18:30:00+00:00,586.96,9.210000000000036
0.0,0.05,602.75,596.7025,7.796363636363656,SL,2024-05-09 15:35:00+00:00,596.7025,False,-0.0011508394850935355,-0.0026508394850935355,False,False,-1.3254197425467678,2024-05-09,E0_NEXT_OPEN,2024-05-09 15:35:00+00:00,597.39,13.75
0.0,0.05,598.61,597.2085000000001,1.7946161515454455,SL,2024-05-24 13:45:00+00:00,597.2085000000001,False,-0.0008390356527412379,-0.002339035652741238,False,False,-1.169517826370619,2024-05-24,E0_NEXT_OPEN,2024-05-24 13:45:00+00:00,597.71,10.029999999999973
0.0,0.05,651.25,649.6310000000001,1.0012360939431104,TP,2024-06-10 15:45:00+00:00,651.25,False,0.001245310866490268,-0.00025468913350973213,True,False,-0.12734456675486608,2024-06-10,E0_NEXT_OPEN,2024-06-10 15:45:00+00:00,650.44,16.17999999999995
0.0,0.05,573.72,572.611,2.1776504297991113,SL,2024-06-25 14:00:00+00:00,572.611,False,-0.0006091175649260983,-0.0021091175649260983,False,False,-1.0545587824630491,2024-06-25,E0_NEXT_OPEN,2024-06-25 14:00:00+00:00,572.96,6.980000000000018
0.0,0.05,581.85,580.409,5.829383886255658,SL,2024-07-02 13:50:00+00:00,580.409,False,-0.000363404636423148,-0.001863404636423148,False,False,-0.931702318211574,2024-07-02,E0_NEXT_OPEN,2024-07-02 13:50:00+00:00,580.62,4.220000000000027
0.0,0.05,519.02,515.1524999999999,8.980645161289315,SL,2024-07-09 14:25:00+00:00,515.1524999999999,False,-0.0007516390580750709,-0.002251639058075071,False,False,-1.1258195290375355,2024-07-09,E0_NEXT_OPEN,2024-07-09 14:25:00+00:00,515.54,7.75
0.0,0.05,539.9,535.9689999999999,4.688856729377517,SL,2024-07-11 14:15:00+00:00,535.9689999999999,False,-0.0012875936347035433,-0.0027875936347035433,False,False,-1.3937968173517716,2024-07-11,E0_NEXT_OPEN,2024-07-11 14:15:00+00:00,536.66,13.819999999999936
0.0,0.05,529.38,528.532,0.4929577464788394,TP,2024-07-12 13:50:00+00:00,529.38,False,0.0005292005292005797,-0.0009707994707994203,True,False,-0.48539973539971015,2024-07-12,E0_NEXT_OPEN,2024-07-12 13:50:00+00:00,529.1,11.360000000000014
0.0,0.05,578.23,576.4254999999999,1.9851116625309941,TP,2024-07-19 13:50:00+00:00,578.23,False,0.0020796145780983544,0.0005796145780983543,True,True,0.2898072890491772,2024-07-19,E0_NEXT_OPEN,2024-07-19 13:50:00+00:00,577.03,12.090000000000032
0.0,0.05,528.78,526.974,1.4538043478260203,SL,2024-08-15 14:10:00+00:00,526.974,False,-0.0013947054253282687,-0.0028947054253282687,False,False,-1.4473527126641343,2024-08-15,E0_NEXT_OPEN,2024-08-15 14:10:00+00:00,527.71,14.720000000000027
0.0,0.05,584.44,582.3055,2.3118696664081053,SL_BOTH,2024-08-22 13:45:00+00:00,582.3055,True,-0.001105583669268384,-0.002605583669268384,False,False,-1.302791834634192,2024-08-22,E0_NEXT_OPEN,2024-08-22 13:45:00+00:00,582.95,12.8900000000001
0.0,0.05,556.0,553.0659999999999,5.1898734177210875,SL,2024-08-27 14:05:00+00:00,553.0659999999999,False,-0.0008563066806374087,-0.0023563066806374087,False,False,-1.1781533403187043,2024-08-27,E0_NEXT_OPEN,2024-08-27 14:00:00+00:00,553.54,9.480000000000018
0.0,0.05,545.23,542.3425,9.794392523363005,SL,2024-08-29 14:15:00+00:00,542.3425,False,-0.0004929875969850173,-0.0019929875969850173,False,False,-0.9964937984925086,2024-08-29,E0_NEXT_OPEN,2024-08-29 14:15:00+00:00,542.61,5.350000000000023
0.0,0.05,513.19,509.5865,3.07866440294278,SL,2024-09-04 15:05:00+00:00,509.5865,False,-0.0017307579289674857,-0.0032307579289674857,False,False,-1.6153789644837429,2024-09-04,E0_NEXT_OPEN,2024-09-04 15:00:00+00:00,510.47,17.670000000000073
0.0,0.05,508.19,506.4245,4.974619289339933,SL,2024-09-05 13:45:00+00:00,506.4245,False,-0.0005831622987053642,-0.002083162298705364,False,False,-1.041581149352682,2024-09-05,E0_NEXT_OPEN,2024-09-05 13:45:00+00:00,506.72,5.910000000000025
0.0,0.05,545.74,542.433,6.081370449679071,TP,2024-09-18 18:15:00+00:00,545.74,False,0.0052311659605821514,0.0037311659605821514,True,True,1.8655829802910757,2024-09-18,E0_NEXT_OPEN,2024-09-18 18:15:00+00:00,542.9,9.340000000000032
0.0,0.05,598.5,597.449,2.2741433021805553,SL_BOTH,2024-09-25 14:15:00+00:00,597.449,True,-0.0005369958345183834,-0.0020369958345183834,False,False,-1.0184979172591917,2024-09-25,E0_NEXT_OPEN,2024-09-25 14:15:00+00:00,597.77,6.419999999999959
0.0,0.05,569.2,566.302,5.468750000000357,SL,2024-10-11 13:40:00+00:00,566.302,False,-0.0007904719894132883,-0.0022904719894132884,False,False,-1.1452359947066442,2024-10-11,E0_NEXT_OPEN,2024-10-11 13:40:00+00:00,566.75,8.960000000000036
0.0,0.05,593.43,591.4169999999999,4.122137404579859,SL,2024-10-24 14:05:00+00:00,591.4169999999999,False,-0.0006640644801541029,-0.002164064480154103,False,False,-1.0820322400770515,2024-10-24,E0_NEXT_OPEN,2024-10-24 14:05:00+00:00,591.81,7.8599999999999
0.0,0.05,596.55,595.2465,3.5978835978834875,TP,2024-10-28 13:40:00+00:00,596.55,False,0.001712760062465346,0.00021276006246534604,True,True,0.10638003123267302,2024-10-28,E0_NEXT_OPEN,2024-10-28 13:40:00+00:00,595.53,5.669999999999959
0.0,0.05,607.98,606.5225,7.21126760563328,SL,2024-10-29 14:15:00+00:00,606.5225,False,-0.0002925663425086267,-0.0017925663425086267,False,False,-0.8962831712543133,2024-10-29,E0_NEXT_OPEN,2024-10-29 14:15:00+00:00,606.7,3.550000000000068
0.0,0.05,601.94,598.5125,8.326530612246192,SL,2024-11-08 14:40:00+00:00,598.5125,False,-0.0006136454715468531,-0.002113645471546853,False,False,-1.0568227357734266,2024-11-08,E0_NEXT_OPEN,2024-11-08 14:40:00+00:00,598.88,7.350000000000023
0.0,0.05,731.28,725.259,4.186046511628119,SL,2024-12-09 15:15:00+00:00,725.259,False,-0.0015982489468902017,-0.0030982489468902017,False,False,-1.5491244734451008,2024-12-09,E0_NEXT_OPEN,2024-12-09 15:10:00+00:00,726.42,23.220000000000027
0.0,0.05,721.55,718.2715000000001,2.1268478779207687,SL,2024-12-13 15:25:00+00:00,718.2715000000001,False,-0.001457626647389132,-0.002957626647389132,False,False,-1.478813323694566,2024-12-13,E0_NEXT_OPEN,2024-12-13 15:25:00+00:00,719.32,20.969999999999914
0.0,0.05,716.2,713.0155,4.448246364413701,SL,2024-12-16 15:05:00+00:00,713.0155,False,-0.0008190863228699774,-0.0023190863228699774,False,False,-1.1595431614349887,2024-12-16,E0_NEXT_OPEN,2024-12-16 15:05:00+00:00,713.6,11.690000000000055
0.0,0.05,693.78,691.949,2.2638146167556177,TP,2024-12-24 15:10:00+00:00,693.78,False,0.0018339085356167129,0.0003339085356167128,True,True,0.1669542678083564,2024-12-24,E0_NEXT_OPEN,2024-12-24 15:10:00+00:00,692.51,11.220000000000027
0.0,0.1,532.54,530.7059999999999,1.1475409836065225,SL,2022-01-03 14:45:00+00:00,530.7059999999999,False,-0.001606591918127842,-0.003106591918127842,False,False,-1.553295959063921,2022-01-03,E0_NEXT_OPEN,2022-01-03 14:45:00+00:00,531.56,8.539999999999964
0.0,0.1,458.0,455.376,0.677749360613803,TP,2022-01-11 16:30:00+00:00,458.0,False,0.0023197794021097007,0.0008197794021097007,True,True,0.40988970105485034,2022-01-11,E0_NEXT_OPEN,2022-01-11 16:25:00+00:00,456.94,15.639999999999986
0.0,0.1,482.69,479.44100000000003,0.30534351145038097,TP,2022-01-12 15:10:00+00:00,482.69,False,0.0015769925092856685,7.699250928566844e-05,True,True,0.038496254642834224,2022-01-12,E0_NEXT_OPEN,2022-01-12 14:40:00+00:00,481.93,24.889999999999986
0.0,0.1,376.94,372.993,2.243221035332829,TP,2022-01-27 14:50:00+00:00,376.94,False,0.0072953689105048625,0.005795368910504863,True,True,2.8976844552524312,2022-01-27,E0_NEXT_OPEN,2022-01-27 14:40:00+00:00,374.21,12.170000000000016
