entry_ts,entry_px,exit_ts,exit_px,exit_reason,pnl_0bps,H,L,range,target_px,stop_px,execution_start,execution_end,partition,exec_min,execution_utc,zone,tie_order,entry_f,target_ext,stop_f,accepted,decision,blocked_by_zone,portfolio
2020-03-25 09:30:00+00:00,140.37199999999999,2020-03-25 10:45:00+00:00,136.36,CLOSE_INVALIDATION,-14.690599264810523,141.72,134.98,6.740000000000009,143.742,137.339,2020-03-25 05:00:00+00:00,2020-03-25 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2020-03-26 20:20:00+00:00,135.988,2020-03-26 21:35:00+00:00,137.08,TARGET,3.615060152366412,136.3,133.18,3.1200000000000045,137.08,134.27200000000002,2020-03-26 16:00:00+00:00,2020-03-26 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-03-31 15:25:00+00:00,132.5275,2020-03-31 16:00:00+00:00,132.7,TIME_EXIT,0.2508083228008443,133.26,130.33,2.9299999999999784,133.99249999999998,131.3555,2020-03-31 10:00:00+00:00,2020-03-31 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-04-02 10:40:00+00:00,137.28,2020-04-02 12:00:00+00:00,138.42,TARGET,3.7520979020978067,137.85,135.57,2.280000000000001,138.42,136.368,2020-04-02 10:00:00+00:00,2020-04-02 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-04-02 11:20:00+00:00,137.394,2020-04-02 12:00:00+00:00,138.42,TARGET,3.3337875016375533,137.85,135.57,2.280000000000001,138.42,136.368,2020-04-02 09:00:00+00:00,2020-04-02 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_1000,ETH_S5B_external
2020-04-07 10:15:00+00:00,173.092,2020-04-07 13:00:00+00:00,170.38,CLOSE_INVALIDATION,-8.233984239595193,174.27,168.38,5.890000000000015,175.7425,170.4415,2020-04-07 09:00:00+00:00,2020-04-07 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-04-16 19:45:00+00:00,172.239,2020-04-16 22:00:00+00:00,172.82,TIME_EXIT,1.2866098851014978,172.74,167.73,5.010000000000019,173.9925,169.4835,2020-04-16 16:00:00+00:00,2020-04-16 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-04-17 09:30:00+00:00,170.842,2020-04-17 09:50:00+00:00,172.3225,TARGET,3.9329509137096657,171.5,168.21,3.289999999999992,172.3225,169.3615,2020-04-17 09:00:00+00:00,2020-04-17 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-04-22 16:10:00+00:00,182.168,2020-04-22 22:00:00+00:00,181.1,TIME_EXIT,-3.331360063238353,183.0,174.68,8.319999999999993,185.07999999999998,177.592,2020-04-22 16:00:00+00:00,2020-04-22 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-04-24 08:55:00+00:00,188.56,2020-04-24 11:00:00+00:00,188.21,TIME_EXIT,-1.3280865507000357,189.45,185.0,4.449999999999989,190.785,186.5575,2020-04-24 05:00:00+00:00,2020-04-24 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2020-04-24 09:40:00+00:00,189.018,2020-04-24 10:15:00+00:00,187.33,CLOSE_INVALIDATION,-4.865183210064616,189.67,186.41,3.259999999999991,190.48499999999999,187.551,2020-04-24 09:00:00+00:00,2020-04-24 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0500,ETH_S5B_external
2020-04-28 10:20:00+00:00,195.31,2020-04-28 10:50:00+00:00,196.64999999999998,TARGET,3.030443909681946,195.98,193.3,2.6799999999999784,196.64999999999998,194.238,2020-04-28 10:00:00+00:00,2020-04-28 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-05-06 08:40:00+00:00,207.644,2020-05-06 11:00:00+00:00,209.08,TIME_EXIT,3.057841305311016,209.07,201.94,7.1299999999999955,211.209,204.4355,2020-05-06 05:00:00+00:00,2020-05-06 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2020-05-06 10:40:00+00:00,208.7,2020-05-06 11:45:00+00:00,210.5,TARGET,3.9124101581217823,209.6,206.0,3.5999999999999943,210.5,207.26,2020-05-06 10:00:00+00:00,2020-05-06 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0500,ETH_S5B_external
2020-05-06 10:45:00+00:00,208.88,2020-05-06 11:45:00+00:00,210.5,TARGET,3.477824588280343,209.6,206.0,3.5999999999999943,210.5,207.26,2020-05-06 09:00:00+00:00,2020-05-06 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0500,ETH_S5B_external
2020-05-11 10:55:00+00:00,187.39249999999998,2020-05-11 12:15:00+00:00,189.8075,TARGET,6.043694384780651,188.6,183.77,4.829999999999984,189.8075,185.4605,2020-05-11 10:00:00+00:00,2020-05-11 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-05-12 05:45:00+00:00,188.552,2020-05-12 09:00:00+00:00,190.522,TARGET,4.8240230811659846,189.34,185.4,3.9399999999999977,190.522,186.779,2020-05-12 05:00:00+00:00,2020-05-12 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2020-05-12 12:10:00+00:00,189.885,2020-05-12 14:15:00+00:00,192.03500000000003,TARGET,5.261321326065893,190.96,186.66,4.300000000000011,192.03500000000003,188.165,2020-05-12 10:00:00+00:00,2020-05-12 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-05-13 11:20:00+00:00,190.248,2020-05-13 12:40:00+00:00,191.715,TARGET,3.45549388167028,190.9,187.64,3.2600000000000193,191.715,188.781,2020-05-13 09:00:00+00:00,2020-05-13 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-05-13 11:20:00+00:00,189.98,2020-05-13 12:40:00+00:00,191.54,TARGET,3.7056953363511895,190.76,187.64,3.1200000000000045,191.54,188.732,2020-05-13 10:00:00+00:00,2020-05-13 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_external
2020-05-13 20:00:00+00:00,197.57500000000002,2020-05-13 21:55:00+00:00,200.5675,TARGET,7.173073516386141,198.43,189.88,8.550000000000011,200.5675,192.8725,2020-05-13 16:00:00+00:00,2020-05-13 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-05-19 08:30:00+00:00,213.864,2020-05-19 11:00:00+00:00,213.9,TIME_EXIT,-0.31583436202446935,215.0,209.32,5.680000000000007,216.704,211.308,2020-05-19 05:00:00+00:00,2020-05-19 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2020-05-22 06:30:00+00:00,199.07,2020-05-22 07:00:00+00:00,201.01999999999998,TARGET,4.497774652132369,199.85,195.95,3.9000000000000057,201.01999999999998,197.315,2020-05-22 05:00:00+00:00,2020-05-22 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2020-06-03 16:40:00+00:00,240.105,2020-06-03 18:40:00+00:00,241.3125,TARGET,2.1145248953583056,240.45,237.0,3.4499999999999886,241.3125,238.20749999999998,2020-06-03 16:00:00+00:00,2020-06-03 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-06-08 09:30:00+00:00,244.41199999999998,2020-06-08 11:40:00+00:00,243.28,CLOSE_INVALIDATION,-2.715761910217151,244.89,242.5,2.3899999999999864,245.48749999999998,243.3365,2020-06-08 09:00:00+00:00,2020-06-08 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-06-10 06:00:00+00:00,244.57,2020-06-10 07:20:00+00:00,243.57,CLOSE_INVALIDATION,-2.4444044649793324,244.91,243.21,1.6999999999999886,245.42,243.805,2020-06-10 05:00:00+00:00,2020-06-10 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2020-06-12 12:10:00+00:00,236.69400000000002,2020-06-12 14:00:00+00:00,238.98000000000002,TARGET,4.429019747015106,237.71,232.63,5.0800000000000125,238.98000000000002,234.408,2020-06-12 09:00:00+00:00,2020-06-12 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-06-12 12:15:00+00:00,236.44,2020-06-12 14:00:00+00:00,238.98000000000002,TARGET,4.971341566570819,237.71,232.63,5.0800000000000125,238.98000000000002,234.408,2020-06-12 10:00:00+00:00,2020-06-12 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_external
2020-06-19 09:25:00+00:00,230.316,2020-06-19 11:00:00+00:00,230.33,TIME_EXIT,-0.36960697476511284,231.39,226.02,5.369999999999976,233.00099999999998,227.8995,2020-06-19 05:00:00+00:00,2020-06-19 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2020-06-22 09:10:00+00:00,235.44199999999998,2020-06-22 11:45:00+00:00,236.45,TARGET,1.7406545985848125,235.89,233.65,2.2399999999999807,236.45,234.434,2020-06-22 09:00:00+00:00,2020-06-22 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-06-23 16:10:00+00:00,244.245,2020-06-23 22:00:00+00:00,244.02,TIME_EXIT,-0.8606030829699681,244.56,241.41,3.1500000000000057,245.3475,242.5125,2020-06-23 16:00:00+00:00,2020-06-23 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-06-30 09:55:00+00:00,227.2,2020-06-30 12:35:00+00:00,224.84,CLOSE_INVALIDATION,-5.593661971830965,227.56,225.76,1.8000000000000114,228.01,226.39,2020-06-30 09:00:00+00:00,2020-06-30 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-06-30 12:05:00+00:00,227.2225,2020-06-30 12:35:00+00:00,224.84,CLOSE_INVALIDATION,-5.642658627556685,227.71,225.76,1.950000000000017,228.19750000000002,226.4425,2020-06-30 10:00:00+00:00,2020-06-30 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_external
2020-07-01 05:55:00+00:00,225.602,2020-07-01 08:20:00+00:00,226.597,TARGET,1.8052109467114446,226.0,224.01,1.990000000000009,226.597,224.7065,2020-07-01 05:00:00+00:00,2020-07-01 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2020-07-01 13:55:00+00:00,228.25,2020-07-01 15:00:00+00:00,228.56,TIME_EXIT,0.27907995618843306,229.13,224.73,4.400000000000006,230.23,226.26999999999998,2020-07-01 09:00:00+00:00,2020-07-01 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-07-01 13:55:00+00:00,228.03,2020-07-01 16:00:00+00:00,229.4,TIME_EXIT,2.6039907029777436,229.13,224.73,4.400000000000006,230.23,226.26999999999998,2020-07-01 10:00:00+00:00,2020-07-01 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_external
2020-07-03 08:20:00+00:00,227.57,2020-07-03 09:45:00+00:00,225.72,CLOSE_INVALIDATION,-4.464683394120472,228.13,225.33,2.799999999999983,228.97,226.31,2020-07-03 05:00:00+00:00,2020-07-03 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2020-07-14 17:55:00+00:00,241.168,2020-07-14 22:00:00+00:00,240.42,TIME_EXIT,-1.9507861739534889,241.55,237.73,3.8200000000000216,242.50500000000002,239.067,2020-07-14 16:00:00+00:00,2020-07-14 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-07-20 09:15:00+00:00,239.158,2020-07-20 10:15:00+00:00,238.64,CLOSE_INVALIDATION,-1.4829660726381917,239.38,238.27,1.1099999999999852,239.6575,238.6585,2020-07-20 09:00:00+00:00,2020-07-20 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-07-22 18:10:00+00:00,244.958,2020-07-22 19:15:00+00:00,245.80499999999998,TARGET,1.3288678059095287,245.2,242.78,2.4199999999999875,245.80499999999998,243.627,2020-07-22 16:00:00+00:00,2020-07-22 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-07-23 09:15:00+00:00,263.916,2020-07-23 14:25:00+00:00,266.1975,TARGET,3.9223980357386394,264.93,259.86,5.069999999999993,266.1975,261.6345,2020-07-23 09:00:00+00:00,2020-07-23 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-07-24 17:55:00+00:00,279.0,2020-07-24 18:10:00+00:00,281.625,TARGET,4.304301075268868,279.75,272.25,7.5,281.625,274.875,2020-07-24 16:00:00+00:00,2020-07-24 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-07-28 16:10:00+00:00,321.426,2020-07-28 16:45:00+00:00,314.43,CLOSE_INVALIDATION,-11.28275372869646,322.4,312.66,9.739999999999952,324.835,316.069,2020-07-28 16:00:00+00:00,2020-07-28 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-08-03 16:15:00+00:00,397.028,2020-08-03 22:00:00+00:00,384.66,CLOSE_INVALIDATION,-15.975727656487681,398.47,384.05,14.420000000000016,402.07500000000005,389.09700000000004,2020-08-03 16:00:00+00:00,2020-08-03 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-08-05 10:05:00+00:00,393.114,2020-08-05 11:05:00+00:00,396.2325,TARGET,3.566406691188862,394.5,387.57,6.930000000000007,396.2325,389.9955,2020-08-05 09:00:00+00:00,2020-08-05 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-08-05 19:40:00+00:00,400.93600000000004,2020-08-05 21:20:00+00:00,405.045,TARGET,4.724259233393879,402.11,390.37,11.740000000000009,405.045,394.479,2020-08-05 16:00:00+00:00,2020-08-05 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-08-17 16:25:00+00:00,442.76,2020-08-17 22:00:00+00:00,438.98,TIME_EXIT,-4.668678290721806,445.0,422.6,22.399999999999977,450.6,430.44,2020-08-17 16:00:00+00:00,2020-08-17 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-08-20 16:10:00+00:00,415.377,2020-08-20 21:05:00+00:00,418.7125,TARGET,3.615027312537778,416.33,406.8,9.529999999999973,418.7125,410.1355,2020-08-20 16:00:00+00:00,2020-08-20 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-08-27 10:10:00+00:00,386.155,2020-08-27 11:40:00+00:00,382.88,CLOSE_INVALIDATION,-4.640525177713561,388.0,380.62,7.3799999999999955,389.845,383.203,2020-08-27 10:00:00+00:00,2020-08-27 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-08-28 05:10:00+00:00,387.028,2020-08-28 06:35:00+00:00,391.458,TARGET,5.3231001374578035,388.8,379.94,8.860000000000014,391.458,383.041,2020-08-28 05:00:00+00:00,2020-08-28 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2020-09-09 10:10:00+00:00,344.1625,2020-09-09 13:15:00+00:00,350.73749999999995,TARGET,9.152173755130066,347.45,334.3,13.149999999999977,350.73749999999995,338.90250000000003,2020-09-09 10:00:00+00:00,2020-09-09 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-09-10 13:10:00+00:00,370.60249999999996,2020-09-10 14:00:00+00:00,376.9575,TARGET,8.17387632301454,373.78,361.07,12.70999999999998,376.9575,365.51849999999996,2020-09-10 10:00:00+00:00,2020-09-10 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-09-11 16:25:00+00:00,369.848,2020-09-11 22:00:00+00:00,369.8,TIME_EXIT,-0.46489152300404035,370.87,360.65,10.220000000000027,373.425,364.227,2020-09-11 16:00:00+00:00,2020-09-11 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-09-16 07:10:00+00:00,362.66999999999996,2020-09-16 11:00:00+00:00,361.44,TIME_EXIT,-2.095756472826493,364.65,354.75,9.899999999999977,367.61999999999995,358.215,2020-09-16 05:00:00+00:00,2020-09-16 11:00:00+00:00,external,300,05:00,ETH_0500,0,0.8,0.3,0.35,True,ACCEPT,,ETH_S5B_external
2020-09-18 10:00:00+00:00,387.45,2020-09-18 13:50:00+00:00,383.7,CLOSE_INVALIDATION,-5.239334107626769,388.89,381.69,7.199999999999989,390.69,384.21,2020-09-18 09:00:00+00:00,2020-09-18 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-09-25 17:10:00+00:00,347.706,2020-09-25 18:00:00+00:00,351.08000000000004,TARGET,4.451800083979007,348.67,339.03,9.640000000000043,351.08000000000004,342.404,2020-09-25 16:00:00+00:00,2020-09-25 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-09-29 09:25:00+00:00,354.814,2020-09-29 10:25:00+00:00,357.4825,TARGET,3.360420952950039,356.0,350.07,5.930000000000007,357.4825,352.14549999999997,2020-09-29 09:00:00+00:00,2020-09-29 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-09-30 16:10:00+00:00,356.852,2020-09-30 22:00:00+00:00,357.1,TIME_EXIT,-0.0525170098528035,357.5,351.02,6.480000000000018,359.12,353.288,2020-09-30 16:00:00+00:00,2020-09-30 22:00:00+00:00,external,960,16:00,ETH_1600,3,0.9,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-10-05 11:15:00+00:00,351.496,2020-10-05 13:00:00+00:00,353.35,TARGET,2.2372988597310743,352.32,348.2,4.1200000000000045,353.35,349.642,2020-10-05 09:00:00+00:00,2020-10-05 15:00:00+00:00,external,540,09:00,ETH_0900,1,0.8,0.25,0.35,True,ACCEPT,,ETH_S5B_external
2020-10-05 11:15:00+00:00,351.28999999999996,2020-10-05 13:00:00+00:00,353.35,TARGET,2.5320504426543216,352.32,348.2,4.1200000000000045,353.35,349.642,2020-10-05 10:00:00+00:00,2020-10-05 16:00:00+00:00,external,600,10:00,ETH_1000,2,0.75,0.25,0.35,False,SKIP_OPEN_POSITION,ETH_0900,ETH_S5B_external
