partition,transition,date_utc,previous_session_high,previous_session_low,side,sweep_ts,bos_ts,bos_level,bos_level_ts,retest_ts,entry_ts,entry_px,sweep_extreme,stop_px,target_px,risk_pct,exit_reason,exit_ts,exit_px,gross_return,gross_pnl_usd,net_pnl_usd,hold_minutes
development,ASIA_TO_LONDON,2023-04-25,27583.6,27222.7,LONG,2023-04-25 08:25:00+00:00,2023-04-25 08:40:00+00:00,27299.3,2023-04-25 08:15:00+00:00,2023-04-25 09:35:00+00:00,2023-04-25 09:40:00+00:00,27327.1,27211.4,27211.4,27558.499999999993,0.004233892363258344,TIME_EXIT_SESSION_END,2023-04-25 13:30:00+00:00,27388.9,0.0022614913400984538,1.1307456700492269,0.7307456700492269,230.0
development,ASIA_TO_LONDON,2023-04-28,29591.1,29314.9,LONG,2023-04-28 10:35:00+00:00,2023-04-28 12:20:00+00:00,29310.0,2023-04-28 10:25:00+00:00,2023-04-28 12:25:00+00:00,2023-04-28 12:30:00+00:00,29317.6,29170.1,29170.1,29612.6,0.005031107594073185,TIME_EXIT_SESSION_END,2023-04-28 13:30:00+00:00,29307.3,-0.00035132480148436507,-0.17566240074218253,-0.5756624007421826,60.0
development,LONDON_TO_NEWYORK,2023-04-28,29493.7,29110.4,LONG,2023-04-28 14:45:00+00:00,2023-04-28 19:00:00+00:00,29292.0,2023-04-28 14:20:00+00:00,2023-04-28 19:15:00+00:00,2023-04-28 19:20:00+00:00,29359.5,28925.0,28925.0,30228.5,0.01479929835317359,TIME_EXIT_SESSION_END,2023-04-28 20:00:00+00:00,29317.6,-0.0014271360207088746,-0.7135680103544373,-1.1135680103544372,40.0
development,ASIA_TO_LONDON,2023-05-03,28682.1,28324.4,SHORT,2023-05-03 08:55:00+00:00,2023-05-03 09:15:00+00:00,28646.4,2023-05-03 08:40:00+00:00,2023-05-03 09:20:00+00:00,2023-05-03 09:25:00+00:00,28635.0,28719.6,28719.6,28465.800000000003,0.002954426401257152,TP_2R,2023-05-03 12:10:00+00:00,28465.800000000003,0.005908852802514297,2.9544264012571486,2.5544264012571487,165.0
development,LONDON_TO_NEWYORK,2023-05-03,28758.9,28115.4,LONG,2023-05-03 14:50:00+00:00,2023-05-03 15:35:00+00:00,28275.8,2023-05-03 14:35:00+00:00,2023-05-03 15:40:00+00:00,2023-05-03 15:45:00+00:00,28285.1,28080.0,28080.0,28695.299999999996,0.007251167575861445,TP_2R,2023-05-03 17:40:00+00:00,28695.299999999996,0.014502335151722834,7.251167575861417,6.851167575861417,115.0
development,ASIA_TO_LONDON,2023-05-04,29228.1,28938.5,SHORT,2023-05-04 10:45:00+00:00,2023-05-04 12:35:00+00:00,29063.4,2023-05-04 10:20:00+00:00,2023-05-04 12:40:00+00:00,2023-05-04 12:45:00+00:00,29048.0,29302.4,29302.4,28539.199999999997,0.008757917928945244,TIME_EXIT_SESSION_END,2023-05-04 13:30:00+00:00,28870.0,0.00612778848801987,3.063894244009935,2.663894244009935,45.0
development,LONDON_TO_NEWYORK,2023-05-04,29380.0,28800.0,LONG,2023-05-04 14:15:00+00:00,2023-05-04 15:00:00+00:00,28813.7,2023-05-04 14:00:00+00:00,2023-05-04 16:00:00+00:00,2023-05-04 16:05:00+00:00,28816.0,28722.4,28722.4,29003.199999999997,0.003248195446973853,SL,2023-05-04 18:20:00+00:00,28722.4,-0.003248195446973856,-1.624097723486928,-2.024097723486928,135.0
development,ASIA_TO_LONDON,2023-05-08,28624.6,27800.0,LONG,2023-05-08 08:45:00+00:00,2023-05-08 11:05:00+00:00,27944.7,2023-05-08 08:30:00+00:00,2023-05-08 13:15:00+00:00,2023-05-08 13:20:00+00:00,27949.3,27550.0,27550.0,28747.899999999998,0.014286583206019445,TIME_EXIT_SESSION_END,2023-05-08 13:30:00+00:00,27916.4,-0.0011771314487303286,-0.5885657243651643,-0.9885657243651643,10.0
development,LONDON_TO_NEWYORK,2023-05-08,27977.6,27550.0,SHORT,2023-05-08 15:25:00+00:00,2023-05-08 15:30:00+00:00,27872.1,2023-05-08 15:15:00+00:00,2023-05-08 15:40:00+00:00,2023-05-08 15:45:00+00:00,27854.3,27977.9,27977.9,27607.099999999995,0.004437375916824411,TP_2R,2023-05-08 17:55:00+00:00,27607.099999999995,0.00887475183364883,4.437375916824415,4.0373759168244145,130.0
development,LONDON_TO_NEWYORK,2023-05-09,27815.6,27502.3,LONG,2023-05-09 14:40:00+00:00,2023-05-09 16:45:00+00:00,27525.0,2023-05-09 14:15:00+00:00,2023-05-09 18:55:00+00:00,2023-05-09 19:00:00+00:00,27545.9,27316.8,27316.8,28004.100000000006,0.00831702721639163,TIME_EXIT_SESSION_END,2023-05-09 20:00:00+00:00,27704.7,0.005764923273517963,2.8824616367589817,2.482461636758982,60.0
development,LONDON_TO_NEWYORK,2023-05-10,28297.0,27457.8,LONG,2023-05-10 17:55:00+00:00,2023-05-10 18:15:00+00:00,27437.5,2023-05-10 17:45:00+00:00,2023-05-10 18:25:00+00:00,2023-05-10 18:30:00+00:00,27450.0,27315.0,27315.0,27720.0,0.004918032786885246,TP_2R,2023-05-10 19:00:00+00:00,27720.0,0.009836065573770592,4.918032786885296,4.518032786885295,30.0
development,ASIA_TO_LONDON,2023-05-11,27611.5,27352.3,LONG,2023-05-11 09:10:00+00:00,2023-05-11 09:40:00+00:00,27409.7,2023-05-11 08:55:00+00:00,2023-05-11 09:45:00+00:00,2023-05-11 09:50:00+00:00,27417.3,27335.5,27335.5,27580.899999999998,0.002983517705973939,TP_2R,2023-05-11 12:30:00+00:00,27580.899999999998,0.005967035411947874,2.983517705973937,2.583517705973937,160.0
development,LONDON_TO_NEWYORK,2023-05-12,26473.0,26220.0,SHORT,2023-05-12 13:50:00+00:00,2023-05-12 14:45:00+00:00,26377.0,2023-05-12 13:35:00+00:00,2023-05-12 14:50:00+00:00,2023-05-12 14:55:00+00:00,26322.7,26599.4,26599.4,25769.3,0.010511839590923451,TP_2R,2023-05-12 19:25:00+00:00,25769.3,0.021023679181846888,10.511839590923444,10.111839590923443,270.0
development,LONDON_TO_NEWYORK,2023-05-15,27472.5,27288.0,LONG,2023-05-15 14:30:00+00:00,2023-05-15 14:45:00+00:00,27363.9,2023-05-15 14:00:00+00:00,2023-05-15 15:05:00+00:00,2023-05-15 15:10:00+00:00,27365.2,27264.2,27264.2,27567.2,0.003690818996389575,TP_2R,2023-05-15 16:35:00+00:00,27567.2,0.007381637992779133,3.6908189963895666,3.2908189963895667,85.0
development,LONDON_TO_NEWYORK,2023-05-16,27274.2,26959.1,LONG,2023-05-16 14:15:00+00:00,2023-05-16 15:25:00+00:00,27034.0,2023-05-16 14:05:00+00:00,2023-05-16 15:50:00+00:00,2023-05-16 15:55:00+00:00,27046.7,26914.3,26914.3,27311.500000000004,0.004895236757164513,SL,2023-05-16 19:50:00+00:00,26914.3,-0.004895236757164523,-2.4476183785822614,-2.8476183785822613,235.0
development,ASIA_TO_LONDON,2023-05-17,27238.5,26700.0,LONG,2023-05-17 12:15:00+00:00,2023-05-17 12:30:00+00:00,26712.1,2023-05-17 12:05:00+00:00,2023-05-17 13:15:00+00:00,2023-05-17 13:20:00+00:00,26723.5,26667.2,26667.2,26836.1,0.0021067599678185594,TIME_EXIT_SESSION_END,2023-05-17 13:30:00+00:00,26695.7,-0.001040282897075584,-0.520141448537792,-0.920141448537792,10.0
development,LONDON_TO_NEWYORK,2023-05-19,26985.6,26773.0,LONG,2023-05-19 14:10:00+00:00,2023-05-19 15:15:00+00:00,26925.2,2023-05-19 13:40:00+00:00,2023-05-19 15:40:00+00:00,2023-05-19 15:45:00+00:00,26942.2,26700.0,26700.0,27426.600000000002,0.008989614805027085,TIME_EXIT_SESSION_END,2023-05-19 20:00:00+00:00,26826.5,-0.004294378335844895,-2.1471891679224475,-2.5471891679224474,255.0
development,LONDON_TO_NEWYORK,2023-05-22,26892.4,26690.0,SHORT,2023-05-22 15:05:00+00:00,2023-05-22 16:15:00+00:00,26876.2,2023-05-22 14:40:00+00:00,2023-05-22 16:20:00+00:00,2023-05-22 16:25:00+00:00,26827.3,26917.8,26917.8,26646.3,0.003373429305222665,SL,2023-05-22 18:20:00+00:00,26917.8,-0.003373429305222775,-1.6867146526113874,-2.0867146526113873,115.0
development,ASIA_TO_LONDON,2023-05-26,26532.0,26313.9,SHORT,2023-05-26 08:30:00+00:00,2023-05-26 08:35:00+00:00,26490.0,2023-05-26 08:20:00+00:00,2023-05-26 08:55:00+00:00,2023-05-26 09:00:00+00:00,26461.6,26547.3,26547.3,26290.199999999997,0.003238655258941286,TIME_EXIT_SESSION_END,2023-05-26 13:30:00+00:00,26456.7,0.0001851739879673575,0.09258699398367876,-0.30741300601632127,270.0
development,ASIA_TO_LONDON,2023-05-30,27933.0,27569.3,SHORT,2023-05-30 10:20:00+00:00,2023-05-30 12:30:00+00:00,27835.4,2023-05-30 09:55:00+00:00,2023-05-30 12:35:00+00:00,2023-05-30 12:40:00+00:00,27832.9,28038.6,28038.6,27421.500000000007,0.0073905342238860154,TIME_EXIT_SESSION_END,2023-05-30 13:30:00+00:00,27937.6,-0.003761735212644002,-1.880867606322001,-2.280867606322001,50.0
development,LONDON_TO_NEWYORK,2023-05-30,28038.6,27697.1,LONG,2023-05-30 15:15:00+00:00,2023-05-30 17:45:00+00:00,27717.2,2023-05-30 14:50:00+00:00,2023-05-30 18:35:00+00:00,2023-05-30 18:40:00+00:00,27738.3,27530.0,27530.0,28154.899999999998,0.007509472462263343,TIME_EXIT_SESSION_END,2023-05-30 20:00:00+00:00,27836.4,0.0035366262532312565,1.7683131266156282,1.3683131266156283,80.0
development,LONDON_TO_NEWYORK,2023-05-31,27198.0,26980.0,LONG,2023-05-31 14:45:00+00:00,2023-05-31 18:20:00+00:00,27076.2,2023-05-31 14:15:00+00:00,2023-05-31 19:40:00+00:00,2023-05-31 19:45:00+00:00,27076.4,26826.0,26826.0,27577.200000000004,0.009247905925455432,TIME_EXIT_SESSION_END,2023-05-31 20:00:00+00:00,26999.5,-0.002840111683975799,-1.4200558419878995,-1.8200558419878994,15.0
development,LONDON_TO_NEWYORK,2023-06-01,26960.0,26773.2,SHORT,2023-06-01 14:05:00+00:00,2023-06-01 14:20:00+00:00,26855.0,2023-06-01 13:45:00+00:00,2023-06-01 16:30:00+00:00,2023-06-01 16:35:00+00:00,26829.8,26974.0,26974.0,26541.399999999998,0.005374620757515923,SL,2023-06-01 16:50:00+00:00,26974.0,-0.0053746207575158245,-2.6873103787579122,-3.087310378757912,15.0
development,LONDON_TO_NEWYORK,2023-06-02,27249.3,26978.0,LONG,2023-06-02 15:20:00+00:00,2023-06-02 15:50:00+00:00,27030.0,2023-06-02 15:05:00+00:00,2023-06-02 16:25:00+00:00,2023-06-02 16:30:00+00:00,27040.0,26970.0,26970.0,27180.0,0.0025887573964497044,TP_2R,2023-06-02 18:55:00+00:00,27180.0,0.005177514792899407,2.5887573964497035,2.1887573964497036,145.0
development,ASIA_TO_LONDON,2023-06-05,27125.0,26719.9,LONG,2023-06-05 11:00:00+00:00,2023-06-05 11:35:00+00:00,26755.8,2023-06-05 10:45:00+00:00,2023-06-05 12:00:00+00:00,2023-06-05 12:05:00+00:00,26761.0,26647.0,26647.0,26989.0,0.004259930495870857,SL,2023-06-05 12:55:00+00:00,26647.0,-0.004259930495870812,-2.129965247935406,-2.529965247935406,50.0
development,ASIA_TO_LONDON,2023-06-07,27394.4,26714.3,LONG,2023-06-07 09:40:00+00:00,2023-06-07 11:20:00+00:00,26722.6,2023-06-07 09:30:00+00:00,2023-06-07 11:25:00+00:00,2023-06-07 11:30:00+00:00,26735.7,26330.8,26330.8,27545.500000000004,0.015144544560269656,TIME_EXIT_SESSION_END,2023-06-07 13:30:00+00:00,26744.9,0.0003441091873412905,0.17205459367064524,-0.22794540632935478,120.0
development,LONDON_TO_NEWYORK,2023-06-07,26968.0,26330.8,LONG,2023-06-07 16:15:00+00:00,2023-06-07 16:30:00+00:00,26398.6,2023-06-07 16:05:00+00:00,2023-06-07 16:45:00+00:00,2023-06-07 16:50:00+00:00,26410.0,26230.5,26230.5,26769.0,0.006796667928814843,TIME_EXIT_SESSION_END,2023-06-07 20:00:00+00:00,26469.2,0.0022415751609239365,1.1207875804619682,0.7207875804619682,190.0
development,ASIA_TO_LONDON,2023-06-08,26516.3,26195.4,SHORT,2023-06-08 12:35:00+00:00,2023-06-08 13:00:00+00:00,26358.0,2023-06-08 12:25:00+00:00,2023-06-08 13:15:00+00:00,2023-06-08 13:20:00+00:00,26346.3,26594.9,26594.9,25849.099999999995,0.009435860063842064,TIME_EXIT_SESSION_END,2023-06-08 13:30:00+00:00,26374.0,-0.0010513810288352854,-0.5256905144176427,-0.9256905144176427,10.0
development,LONDON_TO_NEWYORK,2023-06-08,26594.9,26300.0,SHORT,2023-06-08 15:10:00+00:00,2023-06-08 16:40:00+00:00,26549.9,2023-06-08 14:45:00+00:00,2023-06-08 16:45:00+00:00,2023-06-08 16:50:00+00:00,26446.0,26800.0,26800.0,25738.0,0.013385767223776752,TIME_EXIT_SESSION_END,2023-06-08 20:00:00+00:00,26526.3,-0.00303637601149509,-1.518188005747545,-1.9181880057475449,190.0
development,ASIA_TO_LONDON,2023-06-09,26589.9,26236.0,SHORT,2023-06-09 09:15:00+00:00,2023-06-09 11:15:00+00:00,26590.6,2023-06-09 09:05:00+00:00,2023-06-09 11:25:00+00:00,2023-06-09 11:30:00+00:00,26579.2,26679.5,26679.5,26378.600000000002,0.0037736274981940493,SL,2023-06-09 12:50:00+00:00,26679.5,-0.0037736274981940987,-1.8868137490970494,-2.2868137490970493,80.0
development,ASIA_TO_LONDON,2023-06-12,26025.1,25600.0,SHORT,2023-06-12 09:45:00+00:00,2023-06-12 09:50:00+00:00,25972.7,2023-06-12 09:35:00+00:00,2023-06-12 09:55:00+00:00,2023-06-12 10:00:00+00:00,25951.9,26025.4,26025.4,25804.9,0.0028321625776918068,SL,2023-06-12 10:20:00+00:00,26025.4,-0.002832162577691699,-1.4160812888458496,-1.8160812888458495,20.0
development,LONDON_TO_NEWYORK,2023-06-12,26097.7,25768.8,LONG,2023-06-12 14:05:00+00:00,2023-06-12 16:25:00+00:00,25844.2,2023-06-12 13:45:00+00:00,2023-06-12 17:40:00+00:00,2023-06-12 17:45:00+00:00,25863.1,25722.0,25722.0,26145.299999999996,0.005455649168119775,TIME_EXIT_SESSION_END,2023-06-12 20:00:00+00:00,25816.7,-0.0017940618100691363,-0.8970309050345682,-1.297030905034568,135.0
development,ASIA_TO_LONDON,2023-06-13,26155.5,25806.0,SHORT,2023-06-13 08:40:00+00:00,2023-06-13 12:40:00+00:00,26100.2,2023-06-13 08:30:00+00:00,2023-06-13 12:50:00+00:00,2023-06-13 12:55:00+00:00,26078.4,26430.5,26430.5,25374.200000000004,0.013501595189888894,TIME_EXIT_SESSION_END,2023-06-13 13:30:00+00:00,26112.6,-0.0013114301490888547,-0.6557150745444273,-1.0557150745444273,35.0
development,LONDON_TO_NEWYORK,2023-06-14,26077.0,25872.5,SHORT,2023-06-14 18:00:00+00:00,2023-06-14 18:55:00+00:00,25942.3,2023-06-14 17:45:00+00:00,2023-06-14 19:10:00+00:00,2023-06-14 19:15:00+00:00,25906.5,26099.3,26099.3,25520.9,0.007442147723544256,TIME_EXIT_SESSION_END,2023-06-14 20:00:00+00:00,25860.5,0.0017756161581070629,0.8878080790535314,0.4878080790535314,45.0
development,ASIA_TO_LONDON,2023-06-15,25198.8,24856.0,LONG,2023-06-15 11:15:00+00:00,2023-06-15 11:30:00+00:00,24923.8,2023-06-15 10:55:00+00:00,2023-06-15 12:25:00+00:00,2023-06-15 12:30:00+00:00,24955.9,24777.0,24777.0,25313.700000000004,0.007168645490645557,TIME_EXIT_SESSION_END,2023-06-15 13:30:00+00:00,25057.2,0.004059160358873104,2.029580179436552,1.629580179436552,60.0
development,LONDON_TO_NEWYORK,2023-06-19,26569.7,26350.2,LONG,2023-06-19 15:10:00+00:00,2023-06-19 15:35:00+00:00,26425.0,2023-06-19 14:50:00+00:00,2023-06-19 15:40:00+00:00,2023-06-19 15:45:00+00:00,26428.6,26328.0,26328.0,26629.799999999996,0.0038064823713703545,SL,2023-06-19 16:30:00+00:00,26328.0,-0.003806482371370379,-1.9032411856851894,-2.3032411856851893,45.0
development,ASIA_TO_LONDON,2023-06-20,27177.3,26733.6,LONG,2023-06-20 08:35:00+00:00,2023-06-20 09:35:00+00:00,26780.9,2023-06-20 08:20:00+00:00,2023-06-20 09:40:00+00:00,2023-06-20 09:45:00+00:00,26787.1,26688.2,26688.2,26984.899999999994,0.003692075663285605,TIME_EXIT_SESSION_END,2023-06-20 13:30:00+00:00,26884.7,0.0036435448406135773,1.8217724203067887,1.4217724203067887,225.0
development,ASIA_TO_LONDON,2023-06-21,29086.6,28236.4,SHORT,2023-06-21 10:30:00+00:00,2023-06-21 10:55:00+00:00,28888.0,2023-06-21 09:50:00+00:00,2023-06-21 11:20:00+00:00,2023-06-21 11:25:00+00:00,28871.7,29223.6,29223.6,28167.900000000005,0.012188405947692648,TIME_EXIT_SESSION_END,2023-06-21 13:30:00+00:00,29036.3,-0.005701084452941707,-2.8505422264708535,-3.2505422264708534,125.0
development,ASIA_TO_LONDON,2023-06-23,30079.9,29792.0,SHORT,2023-06-23 10:20:00+00:00,2023-06-23 11:15:00+00:00,30071.9,2023-06-23 10:05:00+00:00,2023-06-23 11:20:00+00:00,2023-06-23 11:25:00+00:00,30066.1,30116.0,30116.0,29966.299999999996,0.0016596765127502887,SL,2023-06-23 11:55:00+00:00,30116.0,-0.001659676512750341,-0.8298382563751705,-1.2298382563751704,30.0
development,LONDON_TO_NEWYORK,2023-06-26,30420.6,30115.1,SHORT,2023-06-26 14:30:00+00:00,2023-06-26 14:40:00+00:00,30436.0,2023-06-26 14:20:00+00:00,2023-06-26 15:40:00+00:00,2023-06-26 15:45:00+00:00,30422.5,30513.3,30513.3,30240.9,0.0029846330840660458,TP_2R,2023-06-26 16:35:00+00:00,30240.9,0.005969266168132092,2.984633084066046,2.5846330840660463,50.0
development,LONDON_TO_NEWYORK,2023-06-27,30800.0,30322.2,SHORT,2023-06-27 14:50:00+00:00,2023-06-27 15:05:00+00:00,30701.3,2023-06-27 14:40:00+00:00,2023-06-27 16:45:00+00:00,2023-06-27 16:50:00+00:00,30647.3,30819.0,30819.0,30303.899999999998,0.005602451113148653,TIME_EXIT_SESSION_END,2023-06-27 20:00:00+00:00,30638.4,0.00029040078571351824,0.14520039285675912,-0.2547996071432409,190.0
development,LONDON_TO_NEWYORK,2023-06-28,30377.0,29992.5,SHORT,2023-06-28 14:55:00+00:00,2023-06-28 17:05:00+00:00,30213.4,2023-06-28 14:25:00+00:00,2023-06-28 18:50:00+00:00,2023-06-28 18:55:00+00:00,30197.0,30457.0,30457.0,29677.0,0.008610126833791436,TIME_EXIT_SESSION_END,2023-06-28 20:00:00+00:00,30080.5,0.0038579991389873225,1.9289995694936612,1.5289995694936613,65.0
development,ASIA_TO_LONDON,2023-06-29,30420.0,30036.1,SHORT,2023-06-29 09:55:00+00:00,2023-06-29 10:00:00+00:00,30406.8,2023-06-29 09:45:00+00:00,2023-06-29 10:05:00+00:00,2023-06-29 10:10:00+00:00,30405.4,30448.2,30448.2,30319.800000000003,0.0014076446946923661,SL,2023-06-29 10:10:00+00:00,30448.2,-0.001407644694692456,-0.703822347346228,-1.1038223473462279,0.0
development,ASIA_TO_LONDON,2023-07-03,30798.3,30575.3,LONG,2023-07-03 12:30:00+00:00,2023-07-03 12:35:00+00:00,30612.8,2023-07-03 12:20:00+00:00,2023-07-03 12:40:00+00:00,2023-07-03 12:45:00+00:00,30621.9,30565.6,30565.6,30734.500000000007,0.001838553453574171,TIME_EXIT_SESSION_END,2023-07-03 13:30:00+00:00,30617.6,-0.00014042237744893438,-0.07021118872446719,-0.4702111887244672,45.0
development,ASIA_TO_LONDON,2023-07-04,31319.4,30860.0,LONG,2023-07-04 09:05:00+00:00,2023-07-04 09:10:00+00:00,30961.4,2023-07-04 08:35:00+00:00,2023-07-04 09:40:00+00:00,2023-07-04 09:45:00+00:00,30967.2,30856.0,30856.0,31189.600000000002,0.003590896174016402,TIME_EXIT_SESSION_END,2023-07-04 13:30:00+00:00,31027.3,0.00194076313002145,0.970381565010725,0.570381565010725,225.0
development,LONDON_TO_NEWYORK,2023-07-04,31080.0,30856.0,SHORT,2023-07-04 16:25:00+00:00,2023-07-04 16:45:00+00:00,30934.2,2023-07-04 16:15:00+00:00,2023-07-04 17:05:00+00:00,2023-07-04 17:10:00+00:00,30915.9,31145.0,31145.0,30457.700000000004,0.00741042635019516,TIME_EXIT_SESSION_END,2023-07-04 20:00:00+00:00,30685.2,0.007462179655128964,3.731089827564482,3.3310898275644822,170.0
development,ASIA_TO_LONDON,2023-07-05,30875.2,30737.8,LONG,2023-07-05 08:30:00+00:00,2023-07-05 08:50:00+00:00,30761.7,2023-07-05 08:10:00+00:00,2023-07-05 09:05:00+00:00,2023-07-05 09:10:00+00:00,30762.8,30722.0,30722.0,30844.399999999998,0.0013262771919330904,SL,2023-07-05 09:20:00+00:00,30722.0,-0.0013262771919331229,-0.6631385959665614,-1.0631385959665614,10.0
development,LONDON_TO_NEWYORK,2023-07-07,30366.0,29957.6,SHORT,2023-07-07 14:05:00+00:00,2023-07-07 18:25:00+00:00,30213.0,2023-07-07 13:35:00+00:00,2023-07-07 19:35:00+00:00,2023-07-07 19:40:00+00:00,30202.4,30443.6,30443.6,29720.000000000007,0.007986120308319772,TIME_EXIT_SESSION_END,2023-07-07 20:00:00+00:00,30227.8,-0.0008409927687864638,-0.4204963843932319,-0.8204963843932319,20.0
development,ASIA_TO_LONDON,2023-07-10,30235.0,29928.8,SHORT,2023-07-10 12:15:00+00:00,2023-07-10 12:40:00+00:00,30161.3,2023-07-10 11:50:00+00:00,2023-07-10 12:45:00+00:00,2023-07-10 12:50:00+00:00,30143.4,30252.3,30252.3,29925.600000000006,0.0036127311451262236,TIME_EXIT_SESSION_END,2023-07-10 13:30:00+00:00,30171.9,-0.0009454806027189289,-0.47274030135946443,-0.8727403013594645,40.0
development,LONDON_TO_NEWYORK,2023-07-11,30557.8,30325.0,SHORT,2023-07-11 16:05:00+00:00,2023-07-11 16:15:00+00:00,30518.8,2023-07-11 15:45:00+00:00,2023-07-11 16:20:00+00:00,2023-07-11 16:25:00+00:00,30502.2,30592.1,30592.1,30322.400000000005,0.002947328389427576,SL,2023-07-11 16:40:00+00:00,30592.1,-0.0029473283894276836,-1.4736641947138418,-1.8736641947138417,15.0
development,LONDON_TO_NEWYORK,2023-07-12,30980.5,30610.0,LONG,2023-07-12 13:55:00+00:00,2023-07-12 14:00:00+00:00,30722.1,2023-07-12 13:35:00+00:00,2023-07-12 14:20:00+00:00,2023-07-12 14:25:00+00:00,30739.2,30589.4,30589.4,31038.8,0.0048732562981469675,SL,2023-07-12 15:35:00+00:00,30589.4,-0.004873256298146944,-2.436628149073472,-2.836628149073472,70.0
development,LONDON_TO_NEWYORK,2023-07-14,31284.9,31071.6,SHORT,2023-07-14 15:00:00+00:00,2023-07-14 16:25:00+00:00,31194.6,2023-07-14 14:50:00+00:00,2023-07-14 16:35:00+00:00,2023-07-14 16:40:00+00:00,31179.3,31364.9,31364.9,30808.099999999995,0.005952667314532469,TP_2R,2023-07-14 17:40:00+00:00,30808.099999999995,0.011905334629064956,5.952667314532478,5.552667314532478,60.0
development,ASIA_TO_LONDON,2023-07-17,30329.7,30161.0,LONG,2023-07-17 09:55:00+00:00,2023-07-17 11:10:00+00:00,30223.1,2023-07-17 09:30:00+00:00,2023-07-17 13:20:00+00:00,2023-07-17 13:25:00+00:00,30235.7,29910.0,29910.0,30887.100000000002,0.010772034383196048,TIME_EXIT_SESSION_END,2023-07-17 13:30:00+00:00,30232.0,-0.00012237189812047689,-0.06118594906023844,-0.46118594906023846,5.0
development,LONDON_TO_NEWYORK,2023-07-18,30098.5,29657.1,LONG,2023-07-18 16:45:00+00:00,2023-07-18 18:25:00+00:00,29914.7,2023-07-18 16:30:00+00:00,2023-07-18 19:00:00+00:00,2023-07-18 19:05:00+00:00,29920.0,29400.0,29400.0,30960.0,0.017379679144385027,TIME_EXIT_SESSION_END,2023-07-18 20:00:00+00:00,29708.2,-0.007078877005347595,-3.5394385026737973,-3.9394385026737972,55.0
development,LONDON_TO_NEWYORK,2023-07-19,30038.4,29800.0,SHORT,2023-07-19 13:45:00+00:00,2023-07-19 14:25:00+00:00,29933.2,2023-07-19 13:35:00+00:00,2023-07-19 16:00:00+00:00,2023-07-19 16:05:00+00:00,29926.7,30130.0,30130.0,29520.100000000002,0.0067932648771832265,TIME_EXIT_SESSION_END,2023-07-19 20:00:00+00:00,30032.4,-0.003531963096499169,-1.7659815482495844,-2.1659815482495843,235.0
development,ASIA_TO_LONDON,2023-07-20,30240.2,29866.0,SHORT,2023-07-20 09:10:00+00:00,2023-07-20 13:10:00+00:00,30203.0,2023-07-20 09:00:00+00:00,2023-07-20 13:20:00+00:00,2023-07-20 13:25:00+00:00,30201.0,30420.0,30420.0,29763.0,0.007251415516042515,TIME_EXIT_SESSION_END,2023-07-20 13:30:00+00:00,30219.7,-0.0006191847952055074,-0.3095923976027537,-0.7095923976027537,5.0
development,LONDON_TO_NEWYORK,2023-07-24,29820.9,28904.4,LONG,2023-07-24 15:10:00+00:00,2023-07-24 15:20:00+00:00,29097.6,2023-07-24 15:00:00+00:00,2023-07-24 16:00:00+00:00,2023-07-24 16:05:00+00:00,29125.0,28830.0,28830.0,29715.0,0.010128755364806867,TIME_EXIT_SESSION_END,2023-07-24 20:00:00+00:00,29106.8,-0.0006248927038626784,-0.3124463519313392,-0.7124463519313392,235.0
development,ASIA_TO_LONDON,2023-07-25,29174.5,29033.0,SHORT,2023-07-25 08:50:00+00:00,2023-07-25 11:40:00+00:00,29121.3,2023-07-25 08:30:00+00:00,2023-07-25 11:50:00+00:00,2023-07-25 11:55:00+00:00,29114.2,29277.6,29277.6,28787.400000000005,0.005612381586991839,TIME_EXIT_SESSION_END,2023-07-25 13:30:00+00:00,29134.9,-0.0007109932610203096,-0.3554966305101548,-0.7554966305101548,95.0
development,LONDON_TO_NEWYORK,2023-07-25,29277.6,29058.0,SHORT,2023-07-25 13:55:00+00:00,2023-07-25 14:30:00+00:00,29200.0,2023-07-25 13:45:00+00:00,2023-07-25 14:40:00+00:00,2023-07-25 14:45:00+00:00,29183.0,29333.0,29333.0,28883.0,0.00513997875475448,SL,2023-07-25 18:40:00+00:00,29333.0,-0.005139978754754582,-2.569989377377291,-2.9699893773772907,235.0
development,LONDON_TO_NEWYORK,2023-07-26,29321.4,29145.2,SHORT,2023-07-26 15:40:00+00:00,2023-07-26 16:20:00+00:00,29274.5,2023-07-26 15:25:00+00:00,2023-07-26 17:10:00+00:00,2023-07-26 17:15:00+00:00,29271.1,29355.0,29355.0,29103.299999999996,0.002866308406585385,SL,2023-07-26 18:00:00+00:00,29355.0,-0.002866308406585416,-1.433154203292708,-1.833154203292708,45.0
development,ASIA_TO_LONDON,2023-07-27,29485.9,29286.2,SHORT,2023-07-27 10:40:00+00:00,2023-07-27 10:50:00+00:00,29490.6,2023-07-27 10:30:00+00:00,2023-07-27 11:35:00+00:00,2023-07-27 11:40:00+00:00,29482.3,29500.1,29500.1,29446.7,0.0006037520817575045,SL,2023-07-27 11:40:00+00:00,29500.1,-0.0006037520817574471,-0.30187604087872355,-0.7018760408787236,0.0
