partition,date_utc,signal_ts,window_status,H,L,range,F15,F65,E20_DOWN,eligible_start,h2_bar_start,opposite_break_bar_start,session_end,blind_filled,blind_touch_bar_start,blind_entry_px,h2_after_fill,minutes_fill_to_h2,max_pre_h2_frac,adverse_excursion_r,rule,entry_executed,confirmation_kind,confirmation_bar_start,entry_start,entry_px,entry_fraction,entry_on_h2_bar_open,entry_status,fixed_exit_reason,fixed_exit_px,fixed_net_pnl_usd,fixed_hold_minutes,fixed_h2_seen,fixed_breakdown_accepted,fixed_e20_reached,hybrid_exit_reason,hybrid_exit_px,hybrid_net_pnl_usd,hybrid_hold_minutes,hybrid_e20_reached,hybrid_ceiling_ratchets,hybrid_final_ceiling,session_trough_after_e20,trough_extension_r,realized_exit_extension_r,capture_ratio,giveback_r
development,2024-06-21,2024-06-21 13:35:00+00:00,H2_ARRIVAL,64350.0,63485.0,865.0,63614.75,64047.25,63312.0,2024-06-21 13:40:00+00:00,2024-06-21 13:50:00+00:00,,2024-06-21 20:00:00+00:00,True,2024-06-21 13:45:00+00:00,63614.75,True,5.0,0.3441618497109793,0.1941618497109793,SAME_BAR_REJECTION,True,SAME_BAR,2024-06-21 13:45:00+00:00,2024-06-21 13:50:00+00:00,63600.0,0.1329479768786127,True,EXECUTED,CLOSE_INVALIDATION_F65,64141.1,-4.6539308176100525,45.0,True,True,False,PRE_E20_CLOSE_INVALIDATION_F65,64141.1,-4.6539308176100525,45.0,False,0,,,,,,
development,2024-07-01,2024-07-01 13:55:00+00:00,OPPOSITE_BREAK_BEFORE_H2,63302.7,62580.0,722.6999999999971,62688.405,63049.755,62435.46,2024-07-01 14:00:00+00:00,,2024-07-01 17:25:00+00:00,2024-07-01 20:00:00+00:00,True,2024-07-01 14:00:00+00:00,62688.405,False,,1.0574235505742358,0.9074235505742357,BLIND_F15,True,,,2024-07-01 14:00:00+00:00,62688.405,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,63119.9,-3.841585409614478,120.0,False,False,False,PRE_E20_CLOSE_INVALIDATION_F65,63119.9,-3.841585409614478,120.0,False,0,,,,,,
development,2024-07-01,2024-07-01 13:55:00+00:00,OPPOSITE_BREAK_BEFORE_H2,63302.7,62580.0,722.6999999999971,62688.405,63049.755,62435.46,2024-07-01 14:00:00+00:00,,2024-07-01 17:25:00+00:00,2024-07-01 20:00:00+00:00,True,2024-07-01 14:00:00+00:00,62688.405,False,,1.0574235505742358,0.9074235505742357,EARLY_REJECT,True,LATER_REJECT,2024-07-01 14:10:00+00:00,2024-07-01 14:15:00+00:00,62606.6,0.03680642036806234,False,EXECUTED,CLOSE_INVALIDATION_F65,63119.9,-4.499408049630604,105.0,False,False,False,PRE_E20_CLOSE_INVALIDATION_F65,63119.9,-4.499408049630604,105.0,False,0,,,,,,
development,2024-07-01,2024-07-01 13:55:00+00:00,OPPOSITE_BREAK_BEFORE_H2,63302.7,62580.0,722.6999999999971,62688.405,63049.755,62435.46,2024-07-01 14:00:00+00:00,,2024-07-01 17:25:00+00:00,2024-07-01 20:00:00+00:00,True,2024-07-01 14:00:00+00:00,62688.405,False,,1.0574235505742358,0.9074235505742357,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-04,2024-07-04 13:35:00+00:00,H2_ARRIVAL,58484.5,56769.2,1715.300000000003,57026.494999999995,57884.145,56426.14,2024-07-04 13:40:00+00:00,2024-07-04 13:45:00+00:00,,2024-07-04 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-04,2024-07-04 13:35:00+00:00,H2_ARRIVAL,58484.5,56769.2,1715.300000000003,57026.494999999995,57884.145,56426.14,2024-07-04 13:40:00+00:00,2024-07-04 13:45:00+00:00,,2024-07-04 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-04,2024-07-04 13:35:00+00:00,H2_ARRIVAL,58484.5,56769.2,1715.300000000003,57026.494999999995,57884.145,56426.14,2024-07-04 13:40:00+00:00,2024-07-04 13:45:00+00:00,,2024-07-04 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-09,2024-07-09 13:55:00+00:00,H2_ARRIVAL,57899.9,57000.0,899.9000000000015,57134.985,57584.935,56820.02,2024-07-09 14:00:00+00:00,2024-07-09 15:00:00+00:00,,2024-07-09 20:00:00+00:00,True,2024-07-09 14:00:00+00:00,57134.985,True,60.0,1.288587620846757,1.1385876208467571,BLIND_F15,True,,,2024-07-09 14:00:00+00:00,57134.985,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,57844.6,-6.60998675330009,15.0,False,False,False,PRE_E20_CLOSE_INVALIDATION_F65,57844.6,-6.60998675330009,15.0,False,0,,,,,,
development,2024-07-09,2024-07-09 13:55:00+00:00,H2_ARRIVAL,57899.9,57000.0,899.9000000000015,57134.985,57584.935,56820.02,2024-07-09 14:00:00+00:00,2024-07-09 15:00:00+00:00,,2024-07-09 20:00:00+00:00,True,2024-07-09 14:00:00+00:00,57134.985,True,60.0,1.288587620846757,1.1385876208467571,EARLY_REJECT,True,LATER_REJECT,2024-07-09 14:55:00+00:00,2024-07-09 15:00:00+00:00,57040.3,0.044782753639296416,True,EXECUTED,CLOSE_INVALIDATION_F65,57613.5,-5.424517753237645,80.0,True,False,False,PRE_E20_CLOSE_INVALIDATION_F65,57613.5,-5.424517753237645,80.0,False,0,,,,,,
development,2024-07-09,2024-07-09 13:55:00+00:00,H2_ARRIVAL,57899.9,57000.0,899.9000000000015,57134.985,57584.935,56820.02,2024-07-09 14:00:00+00:00,2024-07-09 15:00:00+00:00,,2024-07-09 20:00:00+00:00,True,2024-07-09 14:00:00+00:00,57134.985,True,60.0,1.288587620846757,1.1385876208467571,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-10,2024-07-10 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,59013.9,57715.0,1298.9000000000015,57909.835,58559.285,57455.22,,,,2024-07-10 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-10,2024-07-10 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,59013.9,57715.0,1298.9000000000015,57909.835,58559.285,57455.22,,,,2024-07-10 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-10,2024-07-10 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,59013.9,57715.0,1298.9000000000015,57909.835,58559.285,57455.22,,,,2024-07-10 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-17,2024-07-17 13:35:00+00:00,H2_ARRIVAL,65479.5,64531.0,948.5,64673.275,65147.525,64341.3,2024-07-17 13:40:00+00:00,2024-07-17 16:05:00+00:00,,2024-07-17 20:00:00+00:00,True,2024-07-17 13:40:00+00:00,64673.275,True,145.0,0.8948866631523489,0.7448866631523489,BLIND_F15,True,,,2024-07-17 13:40:00+00:00,64673.275,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,65178.4,-4.305206594222999,15.0,False,False,False,PRE_E20_CLOSE_INVALIDATION_F65,65178.4,-4.305206594222999,15.0,False,0,,,,,,
development,2024-07-17,2024-07-17 13:35:00+00:00,H2_ARRIVAL,65479.5,64531.0,948.5,64673.275,65147.525,64341.3,2024-07-17 13:40:00+00:00,2024-07-17 16:05:00+00:00,,2024-07-17 20:00:00+00:00,True,2024-07-17 13:40:00+00:00,64673.275,True,145.0,0.8948866631523489,0.7448866631523489,EARLY_REJECT,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-17,2024-07-17 13:35:00+00:00,H2_ARRIVAL,65479.5,64531.0,948.5,64673.275,65147.525,64341.3,2024-07-17 13:40:00+00:00,2024-07-17 16:05:00+00:00,,2024-07-17 20:00:00+00:00,True,2024-07-17 13:40:00+00:00,64673.275,True,145.0,0.8948866631523489,0.7448866631523489,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-23,2024-07-23 13:35:00+00:00,H2_ARRIVAL,67135.5,66290.0,845.5,66416.825,66839.575,66120.9,2024-07-23 13:40:00+00:00,2024-07-23 13:40:00+00:00,,2024-07-23 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-23,2024-07-23 13:35:00+00:00,H2_ARRIVAL,67135.5,66290.0,845.5,66416.825,66839.575,66120.9,2024-07-23 13:40:00+00:00,2024-07-23 13:40:00+00:00,,2024-07-23 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-23,2024-07-23 13:35:00+00:00,H2_ARRIVAL,67135.5,66290.0,845.5,66416.825,66839.575,66120.9,2024-07-23 13:40:00+00:00,2024-07-23 13:40:00+00:00,,2024-07-23 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-25,2024-07-25 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,64474.2,63857.2,617.0,63949.75,64258.25,63733.799999999996,,,,2024-07-25 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-25,2024-07-25 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,64474.2,63857.2,617.0,63949.75,64258.25,63733.799999999996,,,,2024-07-25 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-25,2024-07-25 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,64474.2,63857.2,617.0,63949.75,64258.25,63733.799999999996,,,,2024-07-25 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-30,2024-07-30 14:05:00+00:00,H2_ARRIVAL,66956.6,66200.0,756.6000000000058,66313.49,66691.79000000001,66048.68,2024-07-30 14:10:00+00:00,2024-07-30 14:10:00+00:00,,2024-07-30 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-30,2024-07-30 14:05:00+00:00,H2_ARRIVAL,66956.6,66200.0,756.6000000000058,66313.49,66691.79000000001,66048.68,2024-07-30 14:10:00+00:00,2024-07-30 14:10:00+00:00,,2024-07-30 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-07-30,2024-07-30 14:05:00+00:00,H2_ARRIVAL,66956.6,66200.0,756.6000000000058,66313.49,66691.79000000001,66048.68,2024-07-30 14:10:00+00:00,2024-07-30 14:10:00+00:00,,2024-07-30 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-07,2024-08-07 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,57699.0,56780.9,918.0999999999985,56918.615,57377.665,56597.28,,,,2024-08-07 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-07,2024-08-07 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,57699.0,56780.9,918.0999999999985,56918.615,57377.665,56597.28,,,,2024-08-07 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-07,2024-08-07 13:55:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,57699.0,56780.9,918.0999999999985,56918.615,57377.665,56597.28,,,,2024-08-07 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-08,2024-08-08 13:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,58500.0,56943.7,1556.300000000003,57177.145,57955.295,56632.439999999995,2024-08-08 14:00:00+00:00,,2024-08-08 14:45:00+00:00,2024-08-08 20:00:00+00:00,True,2024-08-08 14:00:00+00:00,57177.145,False,,0.9866992225149411,0.8366992225149411,BLIND_F15,True,,,2024-08-08 14:00:00+00:00,57177.145,0.15,False,EXECUTED,CLOSE_INVALIDATION_F65,58152.6,-8.93011286240335,30.0,False,False,False,PRE_E20_CLOSE_INVALIDATION_F65,58152.6,-8.93011286240335,30.0,False,0,,,,,,
development,2024-08-08,2024-08-08 13:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,58500.0,56943.7,1556.300000000003,57177.145,57955.295,56632.439999999995,2024-08-08 14:00:00+00:00,,2024-08-08 14:45:00+00:00,2024-08-08 20:00:00+00:00,True,2024-08-08 14:00:00+00:00,57177.145,False,,0.9866992225149411,0.8366992225149411,EARLY_REJECT,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-08,2024-08-08 13:50:00+00:00,OPPOSITE_BREAK_BEFORE_H2,58500.0,56943.7,1556.300000000003,57177.145,57955.295,56632.439999999995,2024-08-08 14:00:00+00:00,,2024-08-08 14:45:00+00:00,2024-08-08 20:00:00+00:00,True,2024-08-08 14:00:00+00:00,57177.145,False,,0.9866992225149411,0.8366992225149411,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-12,2024-08-12 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,59937.8,58086.1,1851.7000000000044,58363.854999999996,59289.705,57715.759999999995,,,,2024-08-12 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-12,2024-08-12 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,59937.8,58086.1,1851.7000000000044,58363.854999999996,59289.705,57715.759999999995,,,,2024-08-12 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-12,2024-08-12 14:00:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,59937.8,58086.1,1851.7000000000044,58363.854999999996,59289.705,57715.759999999995,,,,2024-08-12 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-20,2024-08-20 13:40:00+00:00,H2_ARRIVAL,60949.7,60355.0,594.6999999999971,60444.205,60741.555,60236.06,2024-08-20 13:45:00+00:00,2024-08-20 14:10:00+00:00,,2024-08-20 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-20,2024-08-20 13:40:00+00:00,H2_ARRIVAL,60949.7,60355.0,594.6999999999971,60444.205,60741.555,60236.06,2024-08-20 13:45:00+00:00,2024-08-20 14:10:00+00:00,,2024-08-20 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-20,2024-08-20 13:40:00+00:00,H2_ARRIVAL,60949.7,60355.0,594.6999999999971,60444.205,60741.555,60236.06,2024-08-20 13:45:00+00:00,2024-08-20 14:10:00+00:00,,2024-08-20 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-22,2024-08-22 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,61392.0,60639.0,753.0,60751.95,61128.45,60488.4,,,,2024-08-22 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-22,2024-08-22 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,61392.0,60639.0,753.0,60751.95,61128.45,60488.4,,,,2024-08-22 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-22,2024-08-22 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,61392.0,60639.0,753.0,60751.95,61128.45,60488.4,,,,2024-08-22 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-26,2024-08-26 15:20:00+00:00,NO_H2_BY_SESSION_END,64022.2,63074.5,947.6999999999971,63216.655,63690.505,62884.96,2024-08-26 15:25:00+00:00,,,2024-08-26 20:00:00+00:00,True,2024-08-26 17:45:00+00:00,63216.655,False,,0.6417642713938999,0.4917642713938999,BLIND_F15,True,,,2024-08-26 17:45:00+00:00,63216.655,0.15,False,EXECUTED,TIME_EXIT_SESSION_END,63305.0,-1.0987478220731313,135.0,False,False,False,TIME_EXIT_SESSION_END,63305.0,-1.0987478220731313,135.0,False,0,,,,,,
development,2024-08-26,2024-08-26 15:20:00+00:00,NO_H2_BY_SESSION_END,64022.2,63074.5,947.6999999999971,63216.655,63690.505,62884.96,2024-08-26 15:25:00+00:00,,,2024-08-26 20:00:00+00:00,True,2024-08-26 17:45:00+00:00,63216.655,False,,0.6417642713938999,0.4917642713938999,EARLY_REJECT,True,LATER_REJECT,2024-08-26 17:50:00+00:00,2024-08-26 17:55:00+00:00,63171.1,0.10193099081987848,False,EXECUTED,TIME_EXIT_SESSION_END,63305.0,-1.459820075952511,125.0,False,False,False,TIME_EXIT_SESSION_END,63305.0,-1.459820075952511,125.0,False,0,,,,,,
development,2024-08-26,2024-08-26 15:20:00+00:00,NO_H2_BY_SESSION_END,64022.2,63074.5,947.6999999999971,63216.655,63690.505,62884.96,2024-08-26 15:25:00+00:00,,,2024-08-26 20:00:00+00:00,True,2024-08-26 17:45:00+00:00,63216.655,False,,0.6417642713938999,0.4917642713938999,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-28,2024-08-28 15:25:00+00:00,H2_ARRIVAL,60197.8,58510.0,1687.800000000003,58763.17,59607.07,58172.44,2024-08-28 15:30:00+00:00,2024-08-28 15:30:00+00:00,,2024-08-28 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-28,2024-08-28 15:25:00+00:00,H2_ARRIVAL,60197.8,58510.0,1687.800000000003,58763.17,59607.07,58172.44,2024-08-28 15:30:00+00:00,2024-08-28 15:30:00+00:00,,2024-08-28 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-08-28,2024-08-28 15:25:00+00:00,H2_ARRIVAL,60197.8,58510.0,1687.800000000003,58763.17,59607.07,58172.44,2024-08-28 15:30:00+00:00,2024-08-28 15:30:00+00:00,,2024-08-28 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-09-04,2024-09-04 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,56871.5,56411.6,459.90000000000146,56480.585,56710.534999999996,56319.619999999995,,,,2024-09-04 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-09-04,2024-09-04 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,56871.5,56411.6,459.90000000000146,56480.585,56710.534999999996,56319.619999999995,,,,2024-09-04 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-09-04,2024-09-04 13:35:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,56871.5,56411.6,459.90000000000146,56480.585,56710.534999999996,56319.619999999995,,,,2024-09-04 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-09-12,2024-09-12 13:35:00+00:00,H2_ARRIVAL,58317.5,57555.0,762.5,57669.375,58050.625,57402.5,2024-09-12 13:40:00+00:00,2024-09-12 13:45:00+00:00,,2024-09-12 20:00:00+00:00,True,2024-09-12 13:40:00+00:00,57669.375,True,5.0,0.3775737704918052,0.2275737704918052,BLIND_F15,True,,,2024-09-12 13:40:00+00:00,57669.375,0.15,False,EXECUTED,TP_E20_DOWN,57402.5,1.9138364166422899,5.0,True,False,True,PROFIT_CEILING_HIT,57402.5,1.9138364166422899,10.0,True,0,57402.5,57310.0,0.32131147540983607,0.2,0.6224489795918368,0.12131147540983606
development,2024-09-12,2024-09-12 13:35:00+00:00,H2_ARRIVAL,58317.5,57555.0,762.5,57669.375,58050.625,57402.5,2024-09-12 13:40:00+00:00,2024-09-12 13:45:00+00:00,,2024-09-12 20:00:00+00:00,True,2024-09-12 13:40:00+00:00,57669.375,True,5.0,0.3775737704918052,0.2275737704918052,EARLY_REJECT,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-09-12,2024-09-12 13:35:00+00:00,H2_ARRIVAL,58317.5,57555.0,762.5,57669.375,58050.625,57402.5,2024-09-12 13:40:00+00:00,2024-09-12 13:45:00+00:00,,2024-09-12 20:00:00+00:00,True,2024-09-12 13:40:00+00:00,57669.375,True,5.0,0.3775737704918052,0.2275737704918052,SAME_BAR_REJECTION,False,,,,,,False,NO_CONFIRMATION_PRE_H2,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-09-18,2024-09-18 14:00:00+00:00,H2_ARRIVAL,60403.7,59360.1,1043.5999999999985,59516.64,60038.439999999995,59151.38,2024-09-18 14:05:00+00:00,2024-09-18 14:05:00+00:00,,2024-09-18 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-09-18,2024-09-18 14:00:00+00:00,H2_ARRIVAL,60403.7,59360.1,1043.5999999999985,59516.64,60038.439999999995,59151.38,2024-09-18 14:05:00+00:00,2024-09-18 14:05:00+00:00,,2024-09-18 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-09-18,2024-09-18 14:00:00+00:00,H2_ARRIVAL,60403.7,59360.1,1043.5999999999985,59516.64,60038.439999999995,59151.38,2024-09-18 14:05:00+00:00,2024-09-18 14:05:00+00:00,,2024-09-18 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-09-20,2024-09-20 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,63673.8,62756.9,916.9000000000015,62894.435000000005,63352.885,62573.520000000004,,,,2024-09-20 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-09-20,2024-09-20 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,63673.8,62756.9,916.9000000000015,62894.435000000005,63352.885,62573.520000000004,,,,2024-09-20 20:00:00+00:00,False,,,False,,,,EARLY_REJECT,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-09-20,2024-09-20 13:40:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,63673.8,62756.9,916.9000000000015,62894.435000000005,63352.885,62573.520000000004,,,,2024-09-20 20:00:00+00:00,False,,,False,,,,SAME_BAR_REJECTION,False,,,,,,False,NO_BLIND_F15_OPPORTUNITY,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
development,2024-09-23,2024-09-23 13:50:00+00:00,NO_WINDOW_LOW_BREAK_DURING_K1,63668.4,63145.0,523.4000000000015,63223.51,63485.21,63040.32,,,,2024-09-23 20:00:00+00:00,False,,,False,,,,BLIND_F15,False,,,,,,False,NO_BLIND_F15_FILL,NO_TRADE,,,,False,False,False,NO_TRADE,,,,False,0,,,,,,
