partition,regime,clock_block,leak_type,obs_start,obs_end,fill_ts,exit_ts,exit_reason,H,L,R4,F05,T5,T10,REBREAK_AT_EXIT,T5_AT_EXIT,FAST_L_TOUCH_10M,NO_F25_CLOSE_BEFORE_EXIT,LAST_CLOSE_LE_F05,first_l_touch_min,carried_rebreak_at_exit,fresh_rebreak_after_exit,rebreak_available,rebreak_available_min,future_t5,future_t5_min,future_t10,future_t10_min,future_high_break,future_high_break_min,no_resolution_4h,breath_rows
development,SIDEWAYS,16-20,BE,2023-07-31 16:00:00+00:00,2023-07-31 20:00:00+00:00,2023-07-31 16:20:00+00:00,2023-07-31 17:10:00+00:00,CEILING_STOP,29461.4,29208.9,252.5,29221.525,29196.275,29183.65,True,False,False,True,True,40.0,True,False,True,0.0,True,0.0,True,10.0,False,,False,48
development,BULL,04-08,BE,2023-08-02 04:00:00+00:00,2023-08-02 08:00:00+00:00,2023-08-02 04:25:00+00:00,2023-08-02 05:45:00+00:00,CEILING_STOP,30059.9,29607.6,452.3000000000029,29630.215,29584.985,29562.37,True,False,False,True,True,60.0,True,False,True,0.0,True,65.0,True,65.0,False,,False,48
development,BEAR,20-00,TIME_OTHER,2023-08-04 20:00:00+00:00,2023-08-05 00:00:00+00:00,2023-08-04 21:00:00+00:00,2023-08-05 00:00:00+00:00,TIME_BLOCK_END_OPEN,29273.6,28919.9,353.6999999999971,28937.585000000003,28902.215,28884.53,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
development,BEAR,08-12,BE,2023-08-26 08:00:00+00:00,2023-08-26 12:00:00+00:00,2023-08-26 11:20:00+00:00,2023-08-26 11:35:00+00:00,CEILING_STOP,26079.2,26033.7,45.5,26035.975,26031.425,26029.15,True,False,True,True,True,5.0,True,False,True,0.0,True,5.0,True,10.0,False,,False,48
development,BEAR,20-00,TIME_OTHER,2023-09-05 20:00:00+00:00,2023-09-06 00:00:00+00:00,2023-09-05 20:45:00+00:00,2023-09-06 00:00:00+00:00,TIME_BLOCK_END_OPEN,25837.7,25668.0,169.70000000000073,25676.485,25659.515,25651.03,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
development,BEAR,08-12,BE,2023-09-06 08:00:00+00:00,2023-09-06 12:00:00+00:00,2023-09-06 09:20:00+00:00,2023-09-06 09:30:00+00:00,CEILING_STOP,25780.9,25711.0,69.90000000000146,25714.495,25707.505,25704.01,True,False,False,True,True,,True,False,True,0.0,True,75.0,True,185.0,False,,False,48
development,BEAR,12-16,BE,2023-09-10 12:00:00+00:00,2023-09-10 16:00:00+00:00,2023-09-10 13:30:00+00:00,2023-09-10 13:40:00+00:00,CEILING_STOP,25856.1,25780.0,76.09999999999854,25783.805,25776.195,25772.39,True,False,False,True,True,,True,False,True,0.0,True,50.0,True,55.0,False,,False,48
development,BEAR,20-00,TIME_OTHER,2023-09-21 20:00:00+00:00,2023-09-22 00:00:00+00:00,2023-09-21 20:40:00+00:00,2023-09-22 00:00:00+00:00,TIME_BLOCK_END_OPEN,26685.7,26530.8,154.90000000000146,26538.545,26523.055,26515.31,False,False,False,False,False,,False,True,True,20.0,True,20.0,True,25.0,False,,False,48
development,BEAR,12-16,BE,2023-09-22 12:00:00+00:00,2023-09-22 16:00:00+00:00,2023-09-22 13:10:00+00:00,2023-09-22 13:50:00+00:00,CEILING_STOP,26737.7,26573.0,164.70000000000073,26581.235,26564.765,26556.53,True,False,False,True,True,30.0,True,False,True,0.0,True,0.0,True,0.0,False,,False,48
development,BEAR,12-16,TIME_OTHER,2023-09-23 12:00:00+00:00,2023-09-23 16:00:00+00:00,2023-09-23 15:35:00+00:00,2023-09-23 16:00:00+00:00,TIME_BLOCK_END_OPEN,26583.7,26540.9,42.79999999999927,26543.04,26538.76,26536.620000000003,False,False,False,False,False,,False,False,False,,False,,False,,True,60.0,False,48
development,BEAR,00-04,TIME_OTHER,2023-09-25 00:00:00+00:00,2023-09-25 04:00:00+00:00,2023-09-25 00:45:00+00:00,2023-09-25 04:00:00+00:00,TIME_BLOCK_END_OPEN,26512.0,26081.0,431.0,26102.55,26059.45,26037.9,False,False,False,False,False,,False,True,True,110.0,True,130.0,True,130.0,False,,False,48
development,BULL,12-16,BE,2023-09-30 12:00:00+00:00,2023-09-30 16:00:00+00:00,2023-09-30 13:15:00+00:00,2023-09-30 13:30:00+00:00,CEILING_STOP,26987.6,26906.0,81.59999999999854,26910.08,26901.92,26897.84,False,False,True,True,True,5.0,False,False,False,,False,,False,,True,80.0,False,48
development,BULL,12-16,BE,2023-10-03 12:00:00+00:00,2023-10-03 16:00:00+00:00,2023-10-03 12:25:00+00:00,2023-10-03 12:40:00+00:00,CEILING_OPEN_EXIT,27630.0,27458.3,171.70000000000073,27466.885,27449.715,27441.13,False,False,True,False,False,10.0,False,True,True,20.0,True,20.0,True,20.0,False,,False,48
development,BEAR,12-16,TIME_OTHER,2023-10-09 12:00:00+00:00,2023-10-09 16:00:00+00:00,2023-10-09 13:10:00+00:00,2023-10-09 16:00:00+00:00,TIME_BLOCK_END_OPEN,27834.8,27392.0,442.7999999999993,27414.14,27369.86,27347.72,False,False,False,False,False,,False,True,True,30.0,True,35.0,True,35.0,False,,False,48
development,BEAR,12-16,BE,2023-10-10 12:00:00+00:00,2023-10-10 16:00:00+00:00,2023-10-10 12:15:00+00:00,2023-10-10 12:45:00+00:00,CEILING_STOP,27727.3,27486.5,240.79999999999927,27498.54,27474.46,27462.42,True,False,False,True,True,20.0,True,False,True,0.0,True,0.0,True,0.0,False,,False,48
development,BULL,08-12,BE,2023-10-26 08:00:00+00:00,2023-10-26 12:00:00+00:00,2023-10-26 10:15:00+00:00,2023-10-26 10:35:00+00:00,CEILING_STOP,34809.4,34401.7,407.7000000000044,34422.085,34381.314999999995,34360.92999999999,False,False,True,True,True,10.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
development,SIDEWAYS,12-16,BE,2023-11-13 12:00:00+00:00,2023-11-13 16:00:00+00:00,2023-11-13 14:50:00+00:00,2023-11-13 15:00:00+00:00,CEILING_OPEN_EXIT,37065.9,36710.0,355.90000000000146,36727.795,36692.205,36674.41,False,False,True,False,False,5.0,False,True,True,170.0,True,170.0,True,170.0,False,,False,48
development,BEAR,04-08,TIME_OTHER,2023-11-27 04:00:00+00:00,2023-11-27 08:00:00+00:00,2023-11-27 07:40:00+00:00,2023-11-27 08:00:00+00:00,TIME_BLOCK_END_OPEN,37560.0,37174.2,385.8000000000029,37193.49,37154.91,37135.62,False,False,False,False,False,,False,True,True,160.0,True,160.0,True,160.0,False,,False,48
development,BULL,00-04,TIME_OTHER,2023-12-02 00:00:00+00:00,2023-12-02 04:00:00+00:00,2023-12-02 00:35:00+00:00,2023-12-02 04:00:00+00:00,TIME_BLOCK_END_OPEN,38888.0,38622.3,265.6999999999971,38635.58500000001,38609.015,38595.73,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
development,BULL,20-00,BE,2023-12-09 20:00:00+00:00,2023-12-10 00:00:00+00:00,2023-12-09 20:40:00+00:00,2023-12-09 21:20:00+00:00,CEILING_STOP,44131.0,43903.6,227.40000000000143,43914.97,43892.23,43880.86,False,False,False,False,True,30.0,False,True,True,115.0,True,115.0,True,115.0,False,,False,48
development,BEAR,16-20,BE,2023-12-11 16:00:00+00:00,2023-12-11 20:00:00+00:00,2023-12-11 16:25:00+00:00,2023-12-11 16:40:00+00:00,CEILING_STOP,42398.3,41682.2,716.1000000000058,41718.005,41646.395,41610.59,False,False,True,True,True,5.0,False,True,True,30.0,True,30.0,True,40.0,False,,False,48
development,BEAR,08-12,TIME_OTHER,2023-12-16 08:00:00+00:00,2023-12-16 12:00:00+00:00,2023-12-16 08:50:00+00:00,2023-12-16 12:00:00+00:00,TIME_BLOCK_END_OPEN,42380.9,42162.1,218.8000000000029,42173.04,42151.16,42140.22,False,False,False,False,False,,False,False,False,,False,,False,,True,35.0,False,48
development,BULL,12-16,BE,2023-12-19 12:00:00+00:00,2023-12-19 16:00:00+00:00,2023-12-19 12:40:00+00:00,2023-12-19 12:50:00+00:00,CEILING_STOP,43297.1,42962.0,335.09999999999854,42978.755,42945.245,42928.49,True,False,False,True,True,,True,False,True,0.0,True,0.0,True,0.0,False,,False,48
development,SIDEWAYS,20-00,BE,2023-12-25 20:00:00+00:00,2023-12-26 00:00:00+00:00,2023-12-25 20:50:00+00:00,2023-12-25 21:15:00+00:00,CEILING_OPEN_EXIT,43761.9,43383.2,378.7000000000044,43402.135,43364.265,43345.33,False,False,False,True,False,20.0,False,False,False,,False,,False,,False,,True,48
development,BEAR,08-12,BE,2023-12-30 08:00:00+00:00,2023-12-30 12:00:00+00:00,2023-12-30 11:15:00+00:00,2023-12-30 11:25:00+00:00,CEILING_STOP,42205.2,41960.0,245.1999999999971,41972.26,41947.74,41935.48,True,False,False,True,True,,True,False,True,0.0,True,0.0,True,0.0,False,,False,48
development,BEAR,20-00,BE,2023-12-30 20:00:00+00:00,2023-12-31 00:00:00+00:00,2023-12-30 20:50:00+00:00,2023-12-30 21:15:00+00:00,CEILING_STOP,42654.6,42278.7,375.9000000000015,42297.495,42259.905,42241.10999999999,True,False,False,True,True,15.0,True,False,True,0.0,True,70.0,True,95.0,False,,False,48
development,BEAR,04-08,TIME_OTHER,2024-01-01 04:00:00+00:00,2024-01-01 08:00:00+00:00,2024-01-01 06:00:00+00:00,2024-01-01 08:00:00+00:00,TIME_BLOCK_END_OPEN,42832.0,42270.0,562.0,42298.1,42241.9,42213.8,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
development,BULL,00-04,BE,2024-01-09 00:00:00+00:00,2024-01-09 04:00:00+00:00,2024-01-09 00:45:00+00:00,2024-01-09 00:55:00+00:00,CEILING_STOP,47240.3,46666.1,574.2000000000044,46694.81,46637.39,46608.68,True,False,False,True,True,,True,False,True,0.0,True,5.0,True,5.0,False,,False,48
development,SIDEWAYS,04-08,BE,2024-01-12 04:00:00+00:00,2024-01-12 08:00:00+00:00,2024-01-12 05:00:00+00:00,2024-01-12 07:20:00+00:00,CEILING_STOP,46536.2,45900.9,635.2999999999956,45932.665,45869.135,45837.37,False,False,False,False,True,130.0,False,True,True,20.0,True,20.0,True,30.0,False,,False,48
development,BEAR,08-12,BE,2024-01-17 08:00:00+00:00,2024-01-17 12:00:00+00:00,2024-01-17 08:15:00+00:00,2024-01-17 10:15:00+00:00,CEILING_STOP,42933.0,42616.0,317.0,42631.85,42600.15,42584.3,False,False,False,False,True,110.0,False,True,True,120.0,True,120.0,True,120.0,False,,False,48
development,BEAR,12-16,BE,2024-01-24 12:00:00+00:00,2024-01-24 16:00:00+00:00,2024-01-24 14:25:00+00:00,2024-01-24 15:05:00+00:00,CEILING_STOP,40560.6,39844.7,715.9000000000015,39880.495,39808.905,39773.11,False,False,False,False,False,30.0,False,True,True,200.0,True,200.0,True,200.0,False,,False,48
development,BULL,20-00,TIME_OTHER,2024-02-09 20:00:00+00:00,2024-02-10 00:00:00+00:00,2024-02-09 23:40:00+00:00,2024-02-10 00:00:00+00:00,TIME_BLOCK_END_OPEN,48230.3,47110.3,1120.0,47166.3,47054.3,46998.3,True,False,True,True,True,5.0,True,False,True,0.0,True,35.0,False,,False,,True,48
development,BULL,16-20,TIME_OTHER,2024-02-14 16:00:00+00:00,2024-02-14 20:00:00+00:00,2024-02-14 19:25:00+00:00,2024-02-14 20:00:00+00:00,TIME_BLOCK_END_OPEN,52100.0,51302.0,798.0,51341.9,51262.1,51222.2,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
development,BULL,08-12,TIME_OTHER,2024-02-16 08:00:00+00:00,2024-02-16 12:00:00+00:00,2024-02-16 09:15:00+00:00,2024-02-16 12:00:00+00:00,TIME_BLOCK_END_OPEN,52372.6,51758.0,614.5999999999985,51788.73,51727.27,51696.54,False,False,False,False,False,,False,False,False,,False,,False,,True,60.0,False,48
development,BULL,04-08,TIME_OTHER,2024-02-17 04:00:00+00:00,2024-02-17 08:00:00+00:00,2024-02-17 05:40:00+00:00,2024-02-17 08:00:00+00:00,TIME_BLOCK_END_OPEN,52192.8,51870.0,322.8000000000029,51886.14,51853.86,51837.72,False,False,False,False,False,,False,True,True,20.0,True,20.0,True,20.0,False,,False,48
development,BULL,00-04,BE,2024-02-18 00:00:00+00:00,2024-02-18 04:00:00+00:00,2024-02-18 03:05:00+00:00,2024-02-18 03:20:00+00:00,CEILING_STOP,52109.0,51331.0,778.0,51369.9,51292.1,51253.2,False,False,True,True,True,5.0,False,False,False,,False,,False,,False,,True,48
development,BEAR,16-20,TIME_OTHER,2024-02-23 16:00:00+00:00,2024-02-23 20:00:00+00:00,2024-02-23 16:25:00+00:00,2024-02-23 20:00:00+00:00,TIME_BLOCK_END_OPEN,51372.3,50804.4,567.9000000000015,50832.795,50776.005000000005,50747.61,False,False,False,False,False,,False,True,True,185.0,True,185.0,True,185.0,False,,False,48
development,BULL,08-12,BE,2024-03-02 08:00:00+00:00,2024-03-02 12:00:00+00:00,2024-03-02 09:45:00+00:00,2024-03-02 09:55:00+00:00,CEILING_OPEN_EXIT,62380.0,61820.0,560.0,61848.0,61792.0,61764.0,False,False,True,False,False,5.0,False,False,False,,False,,False,,False,,True,48
development,BULL,16-20,BE,2024-03-09 16:00:00+00:00,2024-03-09 20:00:00+00:00,2024-03-09 17:30:00+00:00,2024-03-09 18:00:00+00:00,CEILING_OPEN_EXIT,68580.0,68125.4,454.6000000000058,68148.12999999999,68102.67,68079.93999999999,False,False,False,False,False,25.0,False,False,False,,False,,False,,False,,True,48
development,BULL,00-04,BE,2024-03-14 00:00:00+00:00,2024-03-14 04:00:00+00:00,2024-03-14 01:50:00+00:00,2024-03-14 02:15:00+00:00,CEILING_OPEN_EXIT,73485.1,72883.2,601.9000000000087,72913.295,72853.105,72823.01,False,False,False,True,False,20.0,False,False,False,,False,,False,,True,120.0,False,48
development,BEAR,04-08,BE,2024-03-16 04:00:00+00:00,2024-03-16 08:00:00+00:00,2024-03-16 04:45:00+00:00,2024-03-16 04:55:00+00:00,CEILING_STOP,70097.6,68967.1,1130.5,69023.625,68910.57500000001,68854.05,True,False,False,True,True,,True,False,True,0.0,True,5.0,True,10.0,False,,False,48
development,BEAR,12-16,TIME_OTHER,2024-03-16 12:00:00+00:00,2024-03-16 16:00:00+00:00,2024-03-16 14:10:00+00:00,2024-03-16 16:00:00+00:00,TIME_BLOCK_END_OPEN,69490.2,67739.6,1750.5999999999913,67827.13,67652.07,67564.54000000001,False,False,False,False,False,,False,True,True,105.0,True,105.0,True,105.0,False,,False,48
development,SIDEWAYS,04-08,BE,2024-03-21 04:00:00+00:00,2024-03-21 08:00:00+00:00,2024-03-21 05:30:00+00:00,2024-03-21 05:50:00+00:00,CEILING_STOP,68293.9,66400.4,1893.5,66495.075,66305.72499999999,66211.04999999999,False,False,True,True,False,10.0,False,False,False,,False,,False,,False,,True,48
development,BEAR,00-04,BE,2024-04-02 00:00:00+00:00,2024-04-02 04:00:00+00:00,2024-04-02 00:50:00+00:00,2024-04-02 01:05:00+00:00,CEILING_OPEN_EXIT,69949.0,69361.0,588.0,69390.4,69331.6,69302.2,False,False,True,True,False,10.0,False,True,True,60.0,True,60.0,True,60.0,False,,False,48
development,SIDEWAYS,16-20,TIME_OTHER,2024-04-09 16:00:00+00:00,2024-04-09 20:00:00+00:00,2024-04-09 17:20:00+00:00,2024-04-09 20:00:00+00:00,TIME_BLOCK_END_OPEN,71048.3,68538.0,2510.300000000003,68663.515,68412.485,68286.97,False,False,False,True,False,,False,False,False,,False,,False,,False,,True,48
development,BEAR,20-00,TIME_OTHER,2024-04-13 20:00:00+00:00,2024-04-14 00:00:00+00:00,2024-04-13 22:35:00+00:00,2024-04-14 00:00:00+00:00,TIME_BLOCK_END_OPEN,67770.0,63530.0,4240.0,63742.0,63318.0,63106.0,False,False,False,False,False,,False,True,True,25.0,True,25.0,True,25.0,False,,False,48
development,BEAR,16-20,TIME_OTHER,2024-04-14 16:00:00+00:00,2024-04-14 20:00:00+00:00,2024-04-14 17:35:00+00:00,2024-04-14 20:00:00+00:00,TIME_BLOCK_END_OPEN,64846.1,63428.6,1417.5,63499.475,63357.725,63286.85,False,False,False,False,False,,False,False,False,,False,,False,,True,130.0,False,48
development,BEAR,12-16,BE,2024-04-30 12:00:00+00:00,2024-04-30 16:00:00+00:00,2024-04-30 14:35:00+00:00,2024-04-30 15:15:00+00:00,CEILING_STOP,63220.4,61000.0,2220.400000000001,61111.02,60888.98,60777.96,False,False,False,True,True,30.0,False,True,True,5.0,True,5.0,True,20.0,False,,False,48
development,BULL,16-20,TIME_OTHER,2024-05-07 16:00:00+00:00,2024-05-07 20:00:00+00:00,2024-05-07 18:50:00+00:00,2024-05-07 20:00:00+00:00,TIME_BLOCK_END_OPEN,64320.0,63001.0,1319.0,63066.95,62935.05,62869.1,False,False,False,True,True,65.0,False,True,True,35.0,True,35.0,True,50.0,False,,False,48
development,BULL,04-08,TIME_OTHER,2024-05-16 04:00:00+00:00,2024-05-16 08:00:00+00:00,2024-05-16 06:15:00+00:00,2024-05-16 08:00:00+00:00,TIME_BLOCK_END_OPEN,66644.0,65735.9,908.1000000000058,65781.305,65690.495,65645.09,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
development,BULL,12-16,BE,2024-05-18 12:00:00+00:00,2024-05-18 16:00:00+00:00,2024-05-18 14:05:00+00:00,2024-05-18 14:20:00+00:00,CEILING_OPEN_EXIT,67340.5,66808.4,532.1000000000058,66835.00499999999,66781.795,66755.18999999999,False,False,True,True,False,10.0,False,True,True,25.0,True,25.0,True,25.0,False,,False,48
development,BULL,16-20,BE,2024-05-21 16:00:00+00:00,2024-05-21 20:00:00+00:00,2024-05-21 17:20:00+00:00,2024-05-21 17:45:00+00:00,CEILING_OPEN_EXIT,71487.6,69722.0,1765.6000000000058,69810.28,69633.72,69545.44,False,False,False,True,False,20.0,False,True,True,35.0,True,35.0,True,35.0,False,,False,48
development,BEAR,08-12,TIME_OTHER,2024-05-24 08:00:00+00:00,2024-05-24 12:00:00+00:00,2024-05-24 08:35:00+00:00,2024-05-24 12:00:00+00:00,TIME_BLOCK_END_OPEN,67944.2,66850.0,1094.199999999997,66904.71,66795.29,66740.58,False,False,False,False,False,,False,False,False,,False,,False,,True,185.0,False,48
development,BEAR,16-20,BE,2024-05-31 16:00:00+00:00,2024-05-31 20:00:00+00:00,2024-05-31 17:00:00+00:00,2024-05-31 18:40:00+00:00,CEILING_STOP,69080.0,67234.0,1846.0,67326.3,67141.7,67049.4,True,False,False,True,True,90.0,True,False,True,0.0,False,,False,,False,,True,48
development,BEAR,20-00,BE,2024-06-08 20:00:00+00:00,2024-06-09 00:00:00+00:00,2024-06-08 22:35:00+00:00,2024-06-08 23:45:00+00:00,CEILING_STOP,69533.0,69334.5,198.5,69344.425,69324.575,69314.65,True,False,False,True,True,40.0,True,False,True,0.0,True,35.0,True,35.0,False,,False,48
development,BEAR,12-16,BE,2024-06-18 12:00:00+00:00,2024-06-18 16:00:00+00:00,2024-06-18 12:35:00+00:00,2024-06-18 12:45:00+00:00,CEILING_STOP,65724.6,65080.9,643.7000000000044,65113.085,65048.715,65016.53,True,False,False,True,True,,True,False,True,0.0,True,0.0,True,15.0,False,,False,48
development,BEAR,12-16,BE,2024-06-21 12:00:00+00:00,2024-06-21 16:00:00+00:00,2024-06-21 14:00:00+00:00,2024-06-21 14:10:00+00:00,CEILING_OPEN_EXIT,64350.0,63485.0,865.0,63528.25,63441.75,63398.5,False,False,True,False,False,5.0,False,True,True,95.0,True,95.0,False,,False,,True,48
development,BEAR,16-20,TIME_OTHER,2024-06-22 16:00:00+00:00,2024-06-22 20:00:00+00:00,2024-06-22 19:40:00+00:00,2024-06-22 20:00:00+00:00,TIME_BLOCK_END_OPEN,64390.3,64222.0,168.3000000000029,64230.415,64213.585,64205.17,False,False,False,False,False,,False,True,True,40.0,False,,False,,False,,True,48
development,BEAR,16-20,BE,2024-06-23 16:00:00+00:00,2024-06-23 20:00:00+00:00,2024-06-23 17:20:00+00:00,2024-06-23 17:35:00+00:00,CEILING_STOP,64409.1,64034.2,374.9000000000015,64052.945,64015.455,63996.71,False,False,True,True,True,5.0,False,True,True,170.0,True,170.0,True,170.0,False,,False,48
development,BEAR,16-20,BE,2024-06-29 16:00:00+00:00,2024-06-29 20:00:00+00:00,2024-06-29 16:35:00+00:00,2024-06-29 17:20:00+00:00,CEILING_STOP,61188.6,60951.1,237.5,60962.975,60939.225,60927.35,False,False,False,True,False,35.0,False,True,True,135.0,True,135.0,False,,False,,True,48
development,BEAR,00-04,BE,2024-06-30 00:00:00+00:00,2024-06-30 04:00:00+00:00,2024-06-30 03:40:00+00:00,2024-06-30 04:00:00+00:00,CEILING_STOP,61097.0,60883.1,213.90000000000143,60893.795,60872.405,60861.71,False,False,True,True,True,10.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
development,BULL,16-20,BE,2024-07-10 16:00:00+00:00,2024-07-10 20:00:00+00:00,2024-07-10 19:20:00+00:00,2024-07-10 19:35:00+00:00,CEILING_OPEN_EXIT,58544.5,57416.5,1128.0,57472.9,57360.1,57303.7,False,False,True,True,False,10.0,False,True,True,25.0,True,30.0,True,50.0,False,,False,48
development,BEAR,00-04,BE,2024-08-01 00:00:00+00:00,2024-08-01 04:00:00+00:00,2024-08-01 00:55:00+00:00,2024-08-01 01:15:00+00:00,CEILING_OPEN_EXIT,65399.0,64500.4,898.5999999999985,64545.33,64455.47,64410.54,False,False,False,True,False,15.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
development,BULL,08-12,TIME_OTHER,2024-08-26 08:00:00+00:00,2024-08-26 12:00:00+00:00,2024-08-26 09:40:00+00:00,2024-08-26 12:00:00+00:00,TIME_BLOCK_END_OPEN,64183.2,63541.9,641.2999999999956,63573.965,63509.835,63477.77,False,False,False,False,False,,False,True,True,45.0,True,50.0,True,50.0,False,,False,48
development,BEAR,16-20,TIME_OTHER,2024-08-30 16:00:00+00:00,2024-08-30 20:00:00+00:00,2024-08-30 16:40:00+00:00,2024-08-30 20:00:00+00:00,TIME_BLOCK_END_OPEN,59914.9,57901.2,2013.7000000000044,58001.885,57800.515,57699.83,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
development,BEAR,16-20,BE,2024-08-31 16:00:00+00:00,2024-08-31 20:00:00+00:00,2024-08-31 17:20:00+00:00,2024-08-31 17:30:00+00:00,CEILING_STOP,59215.8,58860.0,355.8000000000029,58877.79,58842.21,58824.42,True,False,False,True,True,,True,False,True,0.0,True,15.0,True,15.0,False,,False,48
development,BULL,12-16,BE,2024-09-13 12:00:00+00:00,2024-09-13 16:00:00+00:00,2024-09-13 12:50:00+00:00,2024-09-13 13:00:00+00:00,CEILING_STOP,58321.9,57792.5,529.4000000000015,57818.97,57766.03,57739.56,True,False,False,True,True,,True,False,True,0.0,True,5.0,True,5.0,False,,False,48
development,BULL,08-12,BE,2024-09-23 08:00:00+00:00,2024-09-23 12:00:00+00:00,2024-09-23 08:50:00+00:00,2024-09-23 11:40:00+00:00,CEILING_OPEN_EXIT,64427.9,63356.8,1071.0999999999983,63410.355,63303.245,63249.69,False,False,False,False,False,165.0,False,True,True,35.0,True,60.0,True,70.0,False,,False,48
development,BULL,16-20,BE,2024-10-19 16:00:00+00:00,2024-10-19 20:00:00+00:00,2024-10-19 17:05:00+00:00,2024-10-19 17:15:00+00:00,CEILING_STOP,68347.2,68063.5,283.6999999999971,68077.685,68049.315,68035.13,True,False,False,True,True,,True,False,True,0.0,False,,False,,False,,True,48
development,BEAR,08-12,BE,2024-10-27 08:00:00+00:00,2024-10-27 12:00:00+00:00,2024-10-27 09:55:00+00:00,2024-10-27 10:35:00+00:00,CEILING_STOP,67291.8,67081.6,210.1999999999971,67092.11,67071.09000000001,67060.58,False,False,False,False,False,25.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
development,BEAR,16-20,BE,2024-11-01 16:00:00+00:00,2024-11-01 20:00:00+00:00,2024-11-01 19:20:00+00:00,2024-11-01 19:55:00+00:00,CEILING_OPEN_EXIT,71650.0,69036.0,2614.0,69166.7,68905.3,68774.6,False,False,False,True,False,30.0,False,True,True,90.0,True,100.0,False,,False,,True,48
development,BULL,12-16,BE,2024-11-12 12:00:00+00:00,2024-11-12 16:00:00+00:00,2024-11-12 13:55:00+00:00,2024-11-12 14:35:00+00:00,CEILING_OPEN_EXIT,89590.2,85500.0,4090.199999999997,85704.51,85295.49,85090.98,False,False,False,True,False,35.0,False,False,False,,False,,False,,False,,True,48
development,BULL,04-08,BE,2024-11-13 04:00:00+00:00,2024-11-13 08:00:00+00:00,2024-11-13 05:00:00+00:00,2024-11-13 05:10:00+00:00,CEILING_STOP,88619.0,87061.6,1557.3999999999942,87139.47,86983.73000000001,86905.86,True,False,False,True,True,,True,False,True,0.0,True,25.0,True,25.0,False,,False,48
development,BULL,04-08,BE,2024-11-14 04:00:00+00:00,2024-11-14 08:00:00+00:00,2024-11-14 07:05:00+00:00,2024-11-14 07:15:00+00:00,CEILING_STOP,90642.5,89531.7,1110.800000000003,89587.23999999999,89476.16,89420.62,True,False,False,True,True,,True,False,True,0.0,False,,False,,True,40.0,False,48
development,BULL,16-20,TIME_OTHER,2024-11-14 16:00:00+00:00,2024-11-14 20:00:00+00:00,2024-11-14 16:20:00+00:00,2024-11-14 20:00:00+00:00,TIME_BLOCK_END_OPEN,91846.1,87855.0,3991.100000000006,88054.555,87655.445,87455.89,False,False,False,False,False,,False,True,True,60.0,True,60.0,True,65.0,False,,False,48
development,BULL,12-16,BE,2024-11-22 12:00:00+00:00,2024-11-22 16:00:00+00:00,2024-11-22 15:25:00+00:00,2024-11-22 15:40:00+00:00,CEILING_STOP,99340.0,98300.0,1040.0,98352.0,98248.0,98196.0,True,False,True,True,True,5.0,True,False,True,0.0,False,,False,,True,210.0,False,48
development,SIDEWAYS,12-16,BE,2024-12-04 12:00:00+00:00,2024-12-04 16:00:00+00:00,2024-12-04 14:35:00+00:00,2024-12-04 14:50:00+00:00,CEILING_OPEN_EXIT,97041.1,96239.7,801.4000000000087,96279.77,96199.63,96159.56,False,False,True,False,False,10.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
development,SIDEWAYS,04-08,TIME_OTHER,2024-12-09 04:00:00+00:00,2024-12-09 08:00:00+00:00,2024-12-09 07:25:00+00:00,2024-12-09 08:00:00+00:00,TIME_BLOCK_END_OPEN,101300.0,98500.1,2799.899999999994,98640.095,98360.105,98220.11,False,False,False,False,False,,False,True,True,120.0,True,120.0,True,205.0,False,,False,48
development,BEAR,16-20,BE,2024-12-10 16:00:00+00:00,2024-12-10 20:00:00+00:00,2024-12-10 16:15:00+00:00,2024-12-10 16:25:00+00:00,CEILING_STOP,98320.6,95639.5,2681.100000000006,95773.555,95505.445,95371.39,True,False,False,True,True,,True,False,True,0.0,True,0.0,True,5.0,False,,False,48
development,BEAR,00-04,BE,2024-12-23 00:00:00+00:00,2024-12-23 04:00:00+00:00,2024-12-23 01:30:00+00:00,2024-12-23 02:10:00+00:00,CEILING_OPEN_EXIT,95787.7,94200.0,1587.699999999997,94279.385,94120.615,94041.23,False,False,False,False,False,35.0,False,True,True,5.0,True,5.0,True,5.0,False,,False,48
development,SIDEWAYS,20-00,TIME_OTHER,2024-12-24 20:00:00+00:00,2024-12-25 00:00:00+00:00,2024-12-24 21:05:00+00:00,2024-12-25 00:00:00+00:00,TIME_BLOCK_END_OPEN,99450.0,97522.5,1927.5,97618.875,97426.125,97329.75,False,False,False,False,False,,False,False,False,,False,,False,,False,,True,48
