partition,period,bucket,recovery_n,baseline_raw,recovery_raw,overlay_raw,flip_raw,baseline_stress,recovery_stress,overlay_stress,flip_stress
development,WEEK,2022-01-04 00:00:00+00:00,1,-6.883134102480316,3.202598905723941,-3.680535196756375,NONPOS_STAYS_NONPOS,-10.133134102480316,2.952598905723941,-7.1805351967563755,NONPOS_STAYS_NONPOS
development,WEEK,2022-02-15 00:00:00+00:00,1,1.681131518429361,3.936664412989898,5.617795931419259,POS_STAYS_POS,-1.318868481570639,3.686664412989898,2.367795931419259,NONPOS_TO_POS
development,WEEK,2022-10-18 00:00:00+00:00,1,16.372900603900398,-2.006625047776822,14.366275556123576,POS_STAYS_POS,14.1229006039004,-2.256625047776822,11.866275556123577,POS_STAYS_POS
development,WEEK,2024-02-06 00:00:00+00:00,1,29.455924639556542,3.274703687807468,32.73062832736401,POS_STAYS_POS,25.20592463955654,3.024703687807468,28.230628327364006,POS_STAYS_POS
development,WEEK,2024-03-12 00:00:00+00:00,1,69.52470643104918,5.689976943391351,75.21468337444054,POS_STAYS_POS,64.52470643104918,5.439976943391351,69.96468337444054,POS_STAYS_POS
development,WEEK,2024-05-28 00:00:00+00:00,1,-1.9137914179961357,2.975862900713944,1.0620714827178084,NONPOS_TO_POS,-5.163791417996135,2.725862900713944,-2.437928517282191,NONPOS_STAYS_NONPOS
development,WEEK,2024-09-17 00:00:00+00:00,1,34.524027729255664,2.6040023832053505,37.12803011246101,POS_STAYS_POS,30.774027729255664,2.3540023832053505,33.12803011246101,POS_STAYS_POS
development,WEEK,2024-10-01 00:00:00+00:00,1,-48.17589695604024,3.1747093566126816,-45.00118759942756,NONPOS_STAYS_NONPOS,-52.17589695604024,2.9247093566126816,-49.25118759942756,NONPOS_STAYS_NONPOS
development,WEEK,2024-10-22 00:00:00+00:00,1,-24.23593009958752,3.1656700668307725,-21.07026003275675,NONPOS_STAYS_NONPOS,-28.985930099587524,2.9156700668307725,-26.07026003275675,NONPOS_STAYS_NONPOS
development,WEEK,2024-11-26 00:00:00+00:00,1,-19.36931439841194,2.0302325387495657,-17.339081859662375,NONPOS_STAYS_NONPOS,-22.61931439841194,1.7802325387495657,-20.839081859662375,NONPOS_STAYS_NONPOS
development,WEEK,2024-12-24 00:00:00+00:00,1,-8.006472689941088,-2.129437176508986,-10.135909866450074,NONPOS_STAYS_NONPOS,-11.256472689941088,-2.3794371765089863,-13.635909866450074,NONPOS_STAYS_NONPOS
external,DAY,2020-09-21 00:00:00+00:00,1,9.30392208233094,9.85879111417265,19.16271319650359,POS_STAYS_POS,8.30392208233094,9.608791114172648,17.91271319650359,POS_STAYS_POS
external,DAY,2021-02-01 00:00:00+00:00,1,-6.045394980566164,5.8881014178960855,-0.15729356267007866,NONPOS_STAYS_NONPOS,-6.795394980566166,5.6381014178960855,-1.1572935626700804,NONPOS_STAYS_NONPOS
external,DAY,2021-02-10 00:00:00+00:00,1,1.3037733396685218,13.43378749479196,14.737560834460483,POS_STAYS_POS,0.053773339668521825,13.18378749479196,13.237560834460483,POS_STAYS_POS
external,DAY,2021-05-20 00:00:00+00:00,1,22.579294010341535,-18.504629950752584,4.074664059588951,POS_STAYS_POS,22.079294010341535,-18.754629950752584,3.324664059588951,POS_STAYS_POS
external,DAY,2021-06-20 00:00:00+00:00,1,10.432838348114315,-5.618478303258511,4.814360044855803,POS_STAYS_POS,9.682838348114315,-5.868478303258512,3.8143600448558024,POS_STAYS_POS
external,DAY,2021-06-22 00:00:00+00:00,1,-4.51077020904539,19.34685269801495,14.83608248896956,NONPOS_TO_POS,-4.76077020904539,19.09685269801495,14.33608248896956,NONPOS_TO_POS
external,DAY,2021-07-22 00:00:00+00:00,1,-1.1780759206544422,4.527181065667518,3.349105145013076,NONPOS_TO_POS,-1.6780759206544422,4.277181065667518,2.599105145013076,NONPOS_TO_POS
external,DAY,2021-07-26 00:00:00+00:00,1,3.064647770594231,6.653346098877466,9.717993869471698,POS_STAYS_POS,2.064647770594231,6.403346098877466,8.467993869471698,POS_STAYS_POS
external,DAY,2021-09-06 00:00:00+00:00,1,18.04462433946979,7.156895364923588,25.20151970439338,POS_STAYS_POS,17.29462433946979,6.906895364923588,24.20151970439338,POS_STAYS_POS
external,WEEK,2020-09-15 00:00:00+00:00,1,32.92510818451511,9.85879111417265,42.78389929868776,POS_STAYS_POS,29.425108184515107,9.608791114172648,39.03389929868776,POS_STAYS_POS
external,WEEK,2021-01-26 00:00:00+00:00,1,-12.800321483488252,5.8881014178960855,-6.912220065592167,NONPOS_STAYS_NONPOS,-17.300321483488258,5.6381014178960855,-11.662220065592173,NONPOS_STAYS_NONPOS
external,WEEK,2021-02-09 00:00:00+00:00,1,-39.767536473818694,13.43378749479196,-26.333748979026733,NONPOS_STAYS_NONPOS,-44.267536473818694,13.18378749479196,-31.083748979026733,NONPOS_STAYS_NONPOS
external,WEEK,2021-05-18 00:00:00+00:00,1,1.8336588064110089,-18.504629950752584,-16.670971144341575,POS_TO_NONPOS,-0.9163411935889894,-18.754629950752584,-19.67097114434157,NONPOS_STAYS_NONPOS
external,WEEK,2021-06-15 00:00:00+00:00,1,3.7025057171086746,-5.618478303258511,-1.9159725861498367,POS_TO_NONPOS,1.2025057171086737,-5.868478303258512,-4.665972586149838,POS_TO_NONPOS
external,WEEK,2021-06-22 00:00:00+00:00,1,76.57326512644963,19.34685269801495,95.92011782446457,POS_STAYS_POS,73.32326512644963,19.09685269801495,92.42011782446457,POS_STAYS_POS
external,WEEK,2021-07-20 00:00:00+00:00,2,34.345436187218304,11.180527164544984,45.52596335176329,POS_STAYS_POS,29.845436187218304,10.680527164544984,40.52596335176329,POS_STAYS_POS
external,WEEK,2021-08-31 00:00:00+00:00,1,81.44223440576981,7.156895364923588,88.5991297706934,POS_STAYS_POS,76.94223440576981,6.906895364923588,83.8491297706934,POS_STAYS_POS
reference_validation,DAY,2025-01-22 00:00:00+00:00,1,5.838956355631087,4.793168426405092,10.632124782036179,POS_STAYS_POS,5.088956355631087,4.543168426405092,9.632124782036179,POS_STAYS_POS
reference_validation,DAY,2025-05-04 00:00:00+00:00,1,-8.044968598020452,-1.0407738459655147,-9.085742443985966,NONPOS_STAYS_NONPOS,-8.794968598020453,-1.2907738459655147,-10.085742443985968,NONPOS_STAYS_NONPOS
reference_validation,DAY,2025-06-19 00:00:00+00:00,1,3.3693746941677594,-1.399722773353651,1.9696519208141083,POS_STAYS_POS,2.3693746941677594,-1.649722773353651,0.7196519208141083,POS_STAYS_POS
reference_validation,DAY,2025-07-02 00:00:00+00:00,1,-1.9068136711594685,2.352910073892045,0.44609640273257645,NONPOS_TO_POS,-2.9068136711594685,2.102910073892045,-0.8039035972674236,NONPOS_STAYS_NONPOS
reference_validation,DAY,2025-09-26 00:00:00+00:00,1,-1.9874343830207364,3.7361272486878816,1.7486928656671452,NONPOS_TO_POS,-2.7374343830207364,3.4861272486878816,0.7486928656671452,NONPOS_TO_POS
reference_validation,DAY,2025-10-12 00:00:00+00:00,1,6.493555258511363,5.655042412818112,12.148597671329476,POS_STAYS_POS,5.993555258511363,5.405042412818112,11.398597671329476,POS_STAYS_POS
reference_validation,DAY,2026-07-17 00:00:00+00:00,1,-0.1333866880084966,-1.7264276228419195,-1.8598143108504162,NONPOS_STAYS_NONPOS,-0.3833866880084966,-1.97642762284192,-2.3598143108504166,NONPOS_STAYS_NONPOS
reference_validation,WEEK,2025-01-21 00:00:00+00:00,1,17.92061005316764,4.793168426405092,22.71377847957273,POS_STAYS_POS,13.920610053167639,4.543168426405092,18.46377847957273,POS_STAYS_POS
reference_validation,WEEK,2025-04-29 00:00:00+00:00,1,-41.48057554238755,-1.0407738459655147,-42.521349388353066,NONPOS_STAYS_NONPOS,-45.98057554238755,-1.2907738459655147,-47.271349388353066,NONPOS_STAYS_NONPOS
reference_validation,WEEK,2025-06-17 00:00:00+00:00,1,21.310801204809383,-1.399722773353651,19.91107843145573,POS_STAYS_POS,18.560801204809383,-1.649722773353651,16.91107843145573,POS_STAYS_POS
reference_validation,WEEK,2025-07-01 00:00:00+00:00,1,-13.21699761633094,2.352910073892045,-10.864087542438895,NONPOS_STAYS_NONPOS,-15.71699761633094,2.102910073892045,-13.614087542438895,NONPOS_STAYS_NONPOS
reference_validation,WEEK,2025-09-23 00:00:00+00:00,1,2.532690544493954,3.7361272486878816,6.268817793181835,POS_STAYS_POS,-0.717309455506046,3.4861272486878816,2.7688177931818356,NONPOS_TO_POS
reference_validation,WEEK,2025-10-07 00:00:00+00:00,1,4.2341220008079725,5.655042412818112,9.889164413626084,POS_STAYS_POS,2.2341220008079716,5.405042412818112,7.639164413626084,POS_STAYS_POS
reference_validation,WEEK,2026-07-14 00:00:00+00:00,1,0.12841331467716888,-1.7264276228419195,-1.5980143081647507,POS_TO_NONPOS,-4.121586685322832,-1.97642762284192,-6.0980143081647515,NONPOS_STAYS_NONPOS
